Orthogroup	D_muscipula.proteins	B_vulgaris.proteins
OG0004201	Dm_00010863-RA	Bevul.7G052700.5.p, Bevul.7G052700.6.p, Bevul.7G052700.8.p, Bevul.7G052700.9.p, Bevul.7G052700.7.p, Bevul.7G052700.4.p, Bevul.7G052700.1.p, Bevul.7G052700.3.p, Bevul.7G052700.2.p
OG0004202	Dm_00019665-RA	Bevul.2G117600.1.p, Bevul.9G050800.1.p
OG0004203	Dm_00017539-RA	Bevul.6G215600.1.p
OG0004205	Dm_00018972-RA	Bevul.9G000200.1.p, Bevul.9G000200.2.p
OG0004206	Dm_00005795-RA	Bevul.3G196200.1.p
OG0004207	Dm_00011928-RA, Dm_00006227-RA	Bevul.9G060700.1.p
OG0004208	Dm_00007341-RA, Dm_00013624-RA	Bevul.5G079900.1.p, Bevul.9G028400.1.p
OG0004209	Dm_00016895-RA, Dm_00004212-RA	Bevul.9G048900.1.p, Bevul.9G048900.5.p, Bevul.9G048900.2.p, Bevul.9G048900.3.p, Bevul.9G048900.4.p
OG0004210	Dm_00016982-RA, Dm_00011607-RA	Bevul.3G197300.1.p
OG0004211	Dm_00008012-RA, Dm_00002968-RA	Bevul.5G134300.1.p
OG0004213	Dm_00006345-RA	Bevul.5G000700.1.p
OG0004214	Dm_00009904-RA	Bevul.6G204200.1.p
OG0004215	Dm_00010020-RA	Bevul.7G135100.1.p
OG0004216	Dm_00009485-RA	Bevul.1G059500.1.p
OG0004217	Dm_00002734-RA	Bevul.1G056400.1.p
OG0004218	Dm_00004754-RA, Dm_00002152-RA	Bevul.3G092000.1.p
OG0004219	Dm_00002700-RA	Bevul.1G201700.1.p
OG0004220	Dm_00011380-RA	Bevul.3G091200.1.p
OG0004220	Dm_00006631-RA	Bevul.1G138800.1.p
OG0004221	Dm_00019190-RA, Dm_00012797-RA	Bevul.5G028600.1.p
OG0004222	Dm_00017728-RA	Bevul.2G122700.8.p, Bevul.2G122700.9.p, Bevul.2G122700.1.p, Bevul.2G122700.7.p, Bevul.2G122700.4.p, Bevul.2G122700.10.p, Bevul.2G122700.3.p, Bevul.2G122700.11.p, Bevul.2G122700.6.p, Bevul.2G122700.5.p, Bevul.2G122700.12.p, Bevul.2G122700.2.p
OG0004223	Dm_00001475-RA	Bevul.5G064500.1.p
OG0004224	Dm_00014318-RA	Bevul.1G080000.1.p
OG0004225	Dm_00009212-RA	Bevul.4G247500.1.p
OG0004226	Dm_00017718-RA, Dm_00020486-RA	Bevul.3G142200.1.p
OG0004227	Dm_00011439-RA	Bevul.7G205500.1.p
OG0004228	Dm_00007257-RA	Bevul.4G242700.1.p
OG0004229	Dm_00019933-RA	Bevul.3G085700.1.p, Bevul.3G085600.1.p
OG0004230	Dm_00011255-RA, Dm_00006161-RA, Dm_00011254-RA	Bevul.1G139800.1.p
OG0004231	Dm_00013072-RA	Bevul.2G125000.3.p, Bevul.2G125000.7.p, Bevul.2G125000.1.p, Bevul.2G125000.6.p, Bevul.2G125000.4.p, Bevul.2G125000.10.p, Bevul.2G125000.9.p, Bevul.2G125000.5.p, Bevul.2G125000.11.p, Bevul.2G125000.2.p, Bevul.2G125000.8.p
OG0004232	Dm_00001434-RA	Bevul.7G140900.1.p
OG0004233	Dm_00008206-RA	Bevul.5G228700.1.p
OG0004235	Dm_00018723-RA	Bevul.6G169800.1.p, Bevul.6G061200.1.p
OG0004236	Dm_00003498-RA	Bevul.4G131300.1.p
OG0004237	Dm_00006340-RA	Bevul.6G029700.1.p
OG0004238	Dm_00009238-RA, Dm_00009237-RA	Bevul.1G085000.1.p
OG0004239	Dm_00018810-RA	Bevul.9G183500.1.p, Bevul.9G183500.2.p, Bevul.9G183500.3.p, Bevul.9G183500.4.p
OG0004240	Dm_00009460-RA, Dm_00015269-RA	Bevul.6G206300.1.p
OG0004241	Dm_00001928-RA	Bevul.3G092900.1.p
OG0004242	Dm_00008529-RA	Bevul.4G186400.1.p
OG0004243	Dm_00014062-RA	Bevul.9G158300.1.p, Bevul.9G158300.4.p, Bevul.9G158300.2.p, Bevul.9G158300.3.p
OG0004244	Dm_00016820-RA	Bevul.9G106000.6.p, Bevul.9G106000.5.p, Bevul.9G106000.1.p, Bevul.9G106000.9.p, Bevul.9G106000.10.p, Bevul.9G106000.2.p, Bevul.9G106000.4.p, Bevul.9G106000.7.p, Bevul.9G106000.11.p, Bevul.9G106000.8.p, Bevul.9G106000.3.p, Bevul.1G020900.1.p
OG0004245	Dm_00004465-RA	Bevul.4G179200.1.p
OG0004246	Dm_00018008-RA	Bevul.7G093200.1.p, Bevul.7G093200.3.p, Bevul.7G093200.4.p, Bevul.7G093200.2.p
OG0004248	Dm_00012411-RA	Bevul.3G171500.1.p, Bevul.5G046400.1.p
OG0004249	Dm_00012216-RA	Bevul.3G125800.1.p
OG0004250	Dm_00010967-RA	Bevul.6G163900.1.p
OG0004251	Dm_00006271-RA	Bevul.1G211800.1.p
OG0004252	Dm_00011181-RA	Bevul.6G052900.1.p, Bevul.7G108700.1.p
OG0004253	Dm_00005953-RA, Dm_00014306-RA	Bevul.1G158200.1.p
OG0004254	Dm_00001083-RA	Bevul.6G092600.1.p
OG0004255	Dm_00007550-RA	Bevul.5G102900.1.p
OG0004259	Dm_00018430-RA	Bevul.2G213000.1.p, Bevul.6G128000.1.p
OG0004260	Dm_00001708-RA	Bevul.6G127900.1.p
OG0004261	Dm_00005015-RA	Bevul.6G028600.1.p
OG0004262	Dm_00003324-RA, Dm_00008787-RA	Bevul.5G214600.1.p
OG0004263	Dm_00006641-RA	Bevul.2G071000.1.p, Bevul.2G071000.2.p
OG0004264	Dm_00006180-RA	Bevul.2G203100.1.p, Bevul.2G203100.3.p, Bevul.2G203100.2.p, Bevul.9G014000.1.p
OG0004265	Dm_00010229-RA	Bevul.2G125900.1.p, Bevul.2G125900.2.p
OG0004266	Dm_00013900-RA	Bevul.2G095000.3.p, Bevul.2G095000.2.p, Bevul.2G095000.1.p
OG0004267	Dm_00012565-RA	Bevul.6G193000.1.p
OG0004268	Dm_00012167-RA	Bevul.5G092400.1.p
OG0004269	Dm_00014587-RA	Bevul.5G180200.1.p
OG0004270	Dm_00009090-RA	Bevul.5G205000.1.p
OG0004271	Dm_00011333-RA	Bevul.5G108700.1.p
OG0004272	Dm_00017000-RA	Bevul.6G187400.1.p
OG0004274	Dm_00000237-RA	Bevul.3G014900.1.p
OG0004279	Dm_00018539-RA, Dm_00007070-RA, Dm_00010438-RA	Bevul.7G127900.1.p
OG0004280	Dm_00009162-RA	Bevul.7G227900.1.p
OG0004281	Dm_00002513-RA	Bevul.9G190300.1.p, Bevul.9G190300.2.p, Bevul.9G190300.5.p, Bevul.9G190300.9.p, Bevul.9G190300.8.p, Bevul.9G190300.4.p, Bevul.9G190300.3.p, Bevul.9G190300.6.p, Bevul.9G190300.7.p, Bevul.9G190300.10.p
OG0004284	Dm_00018044-RA, Dm_00008861-RA, Dm_00008860-RA, Dm_00015077-RA, Dm_00019698-RA, Dm_00014816-RA, Dm_00017290-RA, Dm_00015985-RA, Dm_00017889-RA, Dm_00014985-RA, Dm_00013029-RA, Dm_00008169-RA, Dm_00008168-RA, Dm_00019184-RA, Dm_00012946-RA, Dm_00013716-RA	Bevul.2G110500.1.p, Bevul.7G038200.1.p
OG0004294	Dm_00000855-RA	Bevul.9G146900.1.p, Bevul.1G203600.1.p
OG0004296	Dm_00009907-RA	Bevul.7G087100.1.p
OG0004297	Dm_00004363-RA	Bevul.3G139700.1.p
OG0004298	Dm_00004008-RA	Bevul.1G140900.1.p
OG0004300	Dm_00001724-RA	Bevul.9G182100.1.p
OG0004301	Dm_00014937-RA, Dm_00020469-RA, Dm_00010102-RA	Bevul.3G169500.1.p
OG0004302	Dm_00019389-RA, Dm_00018143-RA	Bevul.4G134100.1.p
OG0004303	Dm_00005990-RA, Dm_00005989-RA	Bevul.1G132400.1.p
OG0004305	Dm_00000613-RA	Bevul.4G203500.1.p
OG0004306	Dm_00010306-RA	Bevul.4G215500.1.p
OG0004307	Dm_00012453-RA, Dm_00018693-RA	Bevul.3G161800.1.p
OG0004308	Dm_00009967-RA	Bevul.3G152800.1.p
OG0004309	Dm_00017742-RA, Dm_00008408-RA	Bevul.3G001600.1.p
OG0004310	Dm_00012318-RA	Bevul.7G031900.1.p, Bevul.7G031900.2.p, Bevul.7G031900.6.p, Bevul.7G031900.4.p, Bevul.7G031900.3.p, Bevul.7G031900.5.p
OG0004311	Dm_00000960-RA	Bevul.4G103000.1.p
OG0004312	Dm_00018427-RA, Dm_00002931-RA, Dm_00018304-RA	Bevul.7G182300.1.p
OG0004313	Dm_00002634-RA	Bevul.5G047300.1.p, Bevul.5G047100.1.p
OG0004314	Dm_00008605-RA	Bevul.9G143600.1.p
OG0004315	Dm_00013606-RA	Bevul.4G187300.2.p, Bevul.4G187300.1.p
OG0004316	Dm_00001179-RA	Bevul.6G241600.1.p, Bevul.3G201800.1.p
OG0004317	Dm_00012610-RA	Bevul.7G098200.4.p, Bevul.7G098200.3.p, Bevul.7G098200.2.p, Bevul.7G098200.1.p, Bevul.7G098200.5.p
OG0004318	Dm_00009297-RA	Bevul.8G114400.1.p, Bevul.3G194100.1.p
OG0004320	Dm_00000580-RA	Bevul.4G155700.1.p
OG0004322	Dm_00004544-RA	Bevul.7G206700.1.p
OG0004323	Dm_00015626-RA	Bevul.3G009200.1.p
OG0004325	Dm_00000538-RA, Dm_00013156-RA	Bevul.4G144600.1.p, Bevul.8G112200.1.p
OG0004326	Dm_00002930-RA	Bevul.4G079300.1.p
OG0004327	Dm_00002479-RA	Bevul.7G074000.2.p, Bevul.7G074000.1.p, Bevul.7G074000.3.p
OG0004328	Dm_00019038-RA	Bevul.7G061400.6.p, Bevul.7G061400.5.p, Bevul.7G061400.3.p, Bevul.7G061400.7.p, Bevul.7G061400.4.p, Bevul.7G061400.2.p, Bevul.7G061400.9.p, Bevul.7G061400.8.p, Bevul.7G061400.1.p, Bevul.1G166800.1.p
OG0004329	Dm_00003127-RA, Dm_00001275-RA	Bevul.3G210500.1.p
OG0004330	Dm_00003237-RA, Dm_00004196-RA	Bevul.1G193000.1.p
OG0004331	Dm_00010644-RA	Bevul.3G158700.1.p
OG0004334	Dm_00011028-RA	Bevul.5G161000.1.p, Bevul.2G182500.1.p
OG0004335	Dm_00009527-RA	Bevul.2G194900.1.p, Bevul.2G194900.2.p
OG0004336	Dm_00008762-RA	Bevul.9G103100.1.p, Bevul.2G028100.1.p
OG0004338	Dm_00019383-RA, Dm_00002978-RA	Bevul.4G027900.1.p, Bevul.6G154200.1.p
OG0004339	Dm_00009165-RA	Bevul.3G007000.1.p
OG0004340	Dm_00009117-RA	Bevul.2G085100.1.p
OG0004341	Dm_00014596-RA	Bevul.5G137000.1.p
OG0004343	Dm_00009074-RA	Bevul.2G044400.1.p
OG0004344	Dm_00007113-RA	Bevul.7G035300.1.p, Bevul.1G062500.1.p
OG0004345	Dm_00008127-RA, Dm_00002985-RA	Bevul.5G131200.1.p
OG0004346	Dm_00003393-RA	Bevul.4G056000.1.p
OG0004347	Dm_00010946-RA, Dm_00014771-RA, Dm_00018141-RA, Dm_00014926-RA	Bevul.2G229300.1.p
OG0004348	Dm_00013128-RA, Dm_00001212-RA	Bevul.4G208400.1.p
OG0004349	Dm_00009324-RA	Bevul.7G094700.1.p
OG0004350	Dm_00020402-RA, Dm_00011547-RA, Dm_00016465-RA	Bevul.7G060400.1.p
OG0004352	Dm_00000811-RA	Bevul.7G023000.1.p
OG0004354	Dm_00020676-RA	Bevul.3G231300.1.p
OG0004355	Dm_00002454-RA, Dm_00002392-RA	Bevul.4G216300.1.p
OG0004356	Dm_00013067-RA	Bevul.4G205200.1.p
OG0004359	Dm_00010528-RA, Dm_00013202-RA	Bevul.4G110200.1.p
OG0004360	Dm_00017632-RA	Bevul.2G039500.1.p
OG0004361	Dm_00006914-RA	Bevul.7G128700.1.p
OG0004362	Dm_00019292-RA	Bevul.5G111600.1.p
OG0004363	Dm_00003338-RA	Bevul.2G014900.2.p, Bevul.2G014900.3.p, Bevul.2G014900.1.p
OG0004364	Dm_00001169-RA	Bevul.3G203300.1.p
OG0004366	Dm_00009544-RA	Bevul.5G252500.1.p
OG0004367	Dm_00013142-RA, Dm_00020072-RA	Bevul.7G177000.1.p
OG0004368	Dm_00012172-RA, Dm_00016026-RA	Bevul.3G179200.1.p
OG0004370	Dm_00001282-RA	Bevul.3G209500.1.p
OG0004371	Dm_00013515-RA	Bevul.6G005400.1.p
OG0004375	Dm_00016284-RA	Bevul.1G027500.1.p, Bevul.6G062900.1.p, Bevul.6G063400.1.p
OG0004376	Dm_00008306-RA	Bevul.6G151700.1.p
OG0004377	Dm_00003216-RA	Bevul.2G032800.1.p
OG0004378	Dm_00003491-RA	Bevul.9G232400.1.p
OG0004379	Dm_00002491-RA	Bevul.1G021000.1.p
OG0004381	Dm_00004878-RA	Bevul.9G171000.2.p, Bevul.9G171000.1.p
OG0004382	Dm_00001912-RA	Bevul.8G119300.1.p, Bevul.4G186100.1.p
OG0004383	Dm_00010454-RA	Bevul.1G163100.1.p
OG0004384	Dm_00014237-RA, Dm_00005316-RA	Bevul.6G208600.1.p, Bevul.2G178700.1.p
OG0004387	Dm_00016553-RA	Bevul.9G216400.1.p, Bevul.9G216400.2.p, Bevul.9G216400.3.p
OG0004389	Dm_00002266-RA, Dm_00009805-RA	Bevul.6G074500.1.p
OG0004390	Dm_00009004-RA	Bevul.9G071500.1.p
OG0004391	Dm_00010806-RA	Bevul.1G171300.1.p
OG0004393	Dm_00005628-RA	Bevul.2G191700.1.p
OG0004394	Dm_00008708-RA	Bevul.6G059300.1.p
OG0004395	Dm_00018439-RA	Bevul.1G062900.1.p
OG0004397	Dm_00017916-RA, Dm_00017915-RA, Dm_00017913-RA	Bevul.6G073100.1.p
OG0004399	Dm_00001870-RA	Bevul.4G182700.1.p
OG0004401	Dm_00012042-RA, Dm_00012041-RA	Bevul.3G092400.1.p
OG0004402	Dm_00013374-RA	Bevul.1G106900.1.p
OG0004403	Dm_00009325-RA	Bevul.6G226600.1.p
OG0004404	Dm_00017321-RA	Bevul.2G032700.4.p, Bevul.2G032700.3.p, Bevul.2G032700.2.p, Bevul.2G032700.6.p, Bevul.2G032700.5.p, Bevul.2G032700.1.p
OG0004405	Dm_00012025-RA	Bevul.9G151400.3.p, Bevul.9G151400.4.p, Bevul.9G151400.5.p, Bevul.9G151400.1.p, Bevul.9G151400.2.p
OG0004406	Dm_00003242-RA	Bevul.8G195900.1.p, Bevul.2G237500.1.p
OG0004407	Dm_00013375-RA	Bevul.1G209000.1.p
OG0004408	Dm_00011824-RA, Dm_00011825-RA	Bevul.1G089400.1.p
OG0004410	Dm_00003390-RA	Bevul.6G118100.1.p
OG0004411	Dm_00012865-RA	Bevul.2G149300.1.p
OG0004412	Dm_00018552-RA	Bevul.5G075000.1.p
OG0004415	Dm_00012383-RA	Bevul.2G216900.1.p, Bevul.2G216900.2.p
OG0004416	Dm_00010001-RA	Bevul.4G090900.1.p
OG0004417	Dm_00009642-RA, Dm_00005444-RA	Bevul.4G057100.1.p
OG0004418	Dm_00012386-RA	Bevul.2G088700.8.p, Bevul.2G088700.6.p, Bevul.2G088700.3.p, Bevul.2G088700.5.p, Bevul.2G088700.4.p, Bevul.2G088700.2.p, Bevul.2G088700.7.p, Bevul.2G088700.1.p
OG0004419	Dm_00005922-RA	Bevul.9G118900.1.p
OG0004421	Dm_00013395-RA	Bevul.4G100000.1.p
OG0004422	Dm_00016858-RA	Bevul.4G033800.1.p
OG0004423	Dm_00003156-RA	Bevul.9G075800.2.p, Bevul.9G075800.1.p
OG0004424	Dm_00000332-RA, Dm_00005907-RA	Bevul.8G090500.1.p
OG0004426	Dm_00003307-RA, Dm_00002960-RA	Bevul.3G066700.1.p
OG0004427	Dm_00005497-RA, Dm_00003082-RA	Bevul.3G074300.1.p
OG0004428	Dm_00014513-RA	Bevul.5G018000.1.p
OG0004429	Dm_00009092-RA, Dm_00014772-RA	Bevul.5G197400.1.p, Bevul.2G133100.1.p
OG0004430	Dm_00020616-RA	Bevul.9G200300.1.p
OG0004431	Dm_00002055-RA	Bevul.3G050700.1.p
OG0004432	Dm_00001021-RA	Bevul.8G143300.1.p
OG0004433	Dm_00021062-RA	Bevul.9G206400.1.p
OG0004433	Dm_00008882-RA	Bevul.8G194800.1.p
OG0004434	Dm_00006607-RA	Bevul.7G162500.1.p
OG0004435	Dm_00003018-RA, Dm_00003017-RA	Bevul.8G130700.1.p
OG0004436	Dm_00006205-RA, Dm_00006228-RA	Bevul.9G061200.1.p
OG0004437	Dm_00000078-RA	Bevul.8G176300.1.p
OG0004438	Dm_00013628-RA, Dm_00000645-RA	Bevul.2G163500.1.p
OG0004439	Dm_00001854-RA	Bevul.2G156800.1.p
OG0004440	Dm_00009415-RA	Bevul.2G151700.2.p, Bevul.2G151700.3.p, Bevul.2G151700.1.p, Bevul.2G151700.4.p
OG0004441	Dm_00017378-RA	Bevul.6G086000.1.p
OG0004442	Dm_00010706-RA, Dm_00002057-RA	Bevul.3G051500.1.p
OG0004444	Dm_00002154-RA	Bevul.2G170000.1.p
OG0004445	Dm_00007188-RA	Bevul.2G120800.2.p, Bevul.2G120800.4.p, Bevul.2G120800.3.p, Bevul.2G120800.1.p
OG0004446	Dm_00010767-RA, Dm_00004750-RA	Bevul.6G239200.1.p, Bevul.5G192200.1.p
OG0004447	Dm_00000750-RA	Bevul.4G232400.1.p, Bevul.4G231800.1.p, Bevul.8G212300.1.p
OG0004448	Dm_00020502-RA	Bevul.1G137400.1.p
OG0004449	Dm_00018834-RA	Bevul.2G174900.1.p, Bevul.7G105800.1.p
OG0004450	Dm_00006714-RA, Dm_00002247-RA	Bevul.8G122900.1.p
OG0004451	Dm_00012908-RA	Bevul.7G171400.1.p
OG0004452	Dm_00002246-RA	Bevul.8G120300.1.p
OG0004453	Dm_00014777-RA	Bevul.9G022100.1.p
OG0004454	Dm_00016072-RA, Dm_00000395-RA	Bevul.4G222100.1.p
OG0004455	Dm_00013878-RA	Bevul.1G198800.1.p
OG0004456	Dm_00004112-RA	Bevul.1G136300.1.p
OG0004457	Dm_00020192-RA	Bevul.5G169800.1.p
OG0004458	Dm_00006486-RA	Bevul.9G194200.1.p
OG0004459	Dm_00018049-RA	Bevul.3G031300.1.p
OG0004460	Dm_00000631-RA	Bevul.2G015800.1.p
OG0004461	Dm_00000104-RA	Bevul.8G185200.1.p
OG0004463	Dm_00008007-RA	Bevul.5G043000.1.p
OG0004464	Dm_00019978-RA	Bevul.2G159800.2.p, Bevul.2G159800.1.p, Bevul.2G159800.4.p, Bevul.2G159800.3.p
OG0004466	Dm_00016183-RA	Bevul.3G100000.1.p
OG0004467	Dm_00020739-RA	Bevul.8G132000.1.p
OG0004468	Dm_00016052-RA	Bevul.3G090800.1.p
OG0004469	Dm_00010703-RA	Bevul.7G160200.1.p
OG0004470	Dm_00009042-RA	Bevul.7G232400.1.p
OG0004471	Dm_00014103-RA, Dm_00011504-RA	Bevul.8G159800.1.p
OG0004472	Dm_00012975-RA	Bevul.1G148900.1.p
OG0004474	Dm_00007097-RA, Dm_00004874-RA	Bevul.9G170500.1.p
OG0004476	Dm_00009509-RA, Dm_00009510-RA	Bevul.8G091600.1.p
OG0004477	Dm_00010542-RA	Bevul.4G087800.1.p
OG0004478	Dm_00003850-RA	Bevul.8G022600.1.p
OG0004479	Dm_00012356-RA	Bevul.1G049100.1.p
OG0004480	Dm_00008219-RA	Bevul.7G220100.1.p
OG0004481	Dm_00014243-RA, Dm_00001465-RA	Bevul.8G034600.1.p
OG0004483	Dm_00013747-RA	Bevul.7G199600.1.p
OG0004484	Dm_00001906-RA	Bevul.4G000600.1.p
OG0004485	Dm_00012956-RA	Bevul.9G101900.1.p
OG0004486	Dm_00006690-RA	Bevul.7G052800.5.p, Bevul.7G052800.2.p, Bevul.7G052800.1.p, Bevul.7G052800.4.p, Bevul.7G052800.3.p
OG0004487	Dm_00000308-RA	Bevul.8G046700.1.p
OG0004489	Dm_00002493-RA	Bevul.1G015100.1.p
OG0004491	Dm_00004078-RA	Bevul.1G079200.1.p, Bevul.1G079000.1.p
OG0004492	Dm_00017294-RA	Bevul.6G206200.1.p
OG0004493	Dm_00007876-RA, Dm_00011075-RA	Bevul.2G188400.1.p
OG0004494	Dm_00013985-RA, Dm_00007213-RA	Bevul.8G056100.1.p
OG0004495	Dm_00014919-RA	Bevul.2G038600.1.p
OG0004496	Dm_00010146-RA, Dm_00016293-RA	Bevul.9G075700.1.p
OG0004497	Dm_00007281-RA	Bevul.4G238500.1.p, Bevul.4G237500.1.p
OG0004498	Dm_00001880-RA	Bevul.2G188200.1.p
OG0004499	Dm_00020594-RA, Dm_00000325-RA	Bevul.4G092000.1.p, Bevul.3G172700.1.p
OG0004500	Dm_00004307-RA	Bevul.7G212800.1.p, Bevul.4G058500.1.p
OG0004501	Dm_00003643-RA	Bevul.9G102200.4.p, Bevul.9G102200.2.p, Bevul.9G102200.3.p, Bevul.9G102200.1.p, Bevul.9G102200.5.p
OG0004502	Dm_00011901-RA	Bevul.5G116400.1.p
OG0004503	Dm_00019086-RA	Bevul.4G101000.1.p
OG0004504	Dm_00009411-RA	Bevul.5G036400.1.p
OG0004505	Dm_00007537-RA, Dm_00008184-RA	Bevul.8G054000.1.p
OG0004506	Dm_00018069-RA	Bevul.2G237400.1.p, Bevul.2G237300.1.p
OG0004507	Dm_00018507-RA, Dm_00016878-RA	Bevul.6G105700.1.p
OG0004508	Dm_00020382-RA	Bevul.8G106500.1.p
OG0004509	Dm_00008847-RA	Bevul.3G213400.1.p
OG0004510	Dm_00006919-RA, Dm_00020335-RA	Bevul.7G130500.1.p
OG0004511	Dm_00019536-RA	Bevul.6G060700.1.p
OG0004512	Dm_00007716-RA	Bevul.1G070200.1.p
OG0004514	Dm_00003363-RA	Bevul.6G093100.1.p
OG0004515	Dm_00001222-RA	Bevul.4G210400.1.p
OG0004516	Dm_00007809-RA	Bevul.6G052500.1.p
OG0004517	Dm_00000423-RA	Bevul.3G028300.1.p
OG0004518	Dm_00019769-RA	Bevul.7G170500.1.p
OG0004519	Dm_00006999-RA	Bevul.5G165700.1.p, Bevul.5G165800.1.p
OG0004520	Dm_00002508-RA, Dm_00018267-RA	Bevul.9G199800.1.p
OG0004521	Dm_00001359-RA, Dm_00003023-RA, Dm_00003024-RA, Dm_00001360-RA	Bevul.1G008000.1.p
OG0004522	Dm_00010373-RA	Bevul.1G166400.1.p
OG0004523	Dm_00005057-RA	Bevul.1G181500.1.p
OG0004524	Dm_00011029-RA	Bevul.1G153900.1.p
OG0004525	Dm_00011814-RA	Bevul.6G004000.1.p
OG0004526	Dm_00014551-RA	Bevul.3G166900.1.p
OG0004527	Dm_00012165-RA, Dm_00014675-RA	Bevul.6G166700.1.p
OG0004528	Dm_00008326-RA	Bevul.3G010900.1.p
OG0004528	Dm_00003546-RA	Bevul.4G131100.1.p
OG0004530	Dm_00007965-RA	Bevul.1G111000.1.p
OG0004531	Dm_00011001-RA	Bevul.6G202400.1.p
OG0004532	Dm_00016049-RA	Bevul.7G068500.2.p, Bevul.7G068500.1.p
OG0004533	Dm_00016522-RA	Bevul.3G088000.1.p, Bevul.3G088100.1.p, Bevul.3G087900.1.p, Bevul.3G087800.1.p
OG0004535	Dm_00015001-RA, Dm_00010366-RA	Bevul.5G241900.1.p
OG0004536	Dm_00009183-RA	Bevul.8G127800.1.p
OG0004537	Dm_00002604-RA	Bevul.7G116700.1.p
OG0004538	Dm_00006669-RA	Bevul.2G105900.3.p, Bevul.2G105900.1.p, Bevul.2G105900.2.p
OG0004539	Dm_00020678-RA	Bevul.9G143900.1.p
OG0004542	Dm_00013272-RA	Bevul.7G188600.1.p
OG0004543	Dm_00000664-RA	Bevul.5G041600.1.p
OG0004544	Dm_00021005-RA, Dm_00006773-RA	Bevul.6G053400.1.p, Bevul.1G026100.1.p, Bevul.3G233900.1.p
OG0004545	Dm_00018348-RA	Bevul.6G003000.1.p
OG0004545	Dm_00014859-RA	Bevul.5G048300.1.p
OG0004546	Dm_00018646-RA, Dm_00017238-RA	Bevul.9G135500.1.p
OG0004548	Dm_00008639-RA	Bevul.1G208200.1.p, Bevul.4G193500.1.p
OG0004549	Dm_00011842-RA	Bevul.5G174100.1.p
OG0004550	Dm_00009964-RA	Bevul.5G171900.1.p
OG0004551	Dm_00013416-RA	Bevul.6G043900.1.p
OG0004552	Dm_00005830-RA	Bevul.9G111600.3.p, Bevul.9G111600.2.p, Bevul.9G111600.4.p, Bevul.9G111600.1.p
OG0004553	Dm_00005177-RA	Bevul.5G217200.1.p
OG0004554	Dm_00014052-RA	Bevul.2G199400.1.p, Bevul.2G199400.2.p, Bevul.2G199400.3.p
OG0004555	Dm_00019549-RA, Dm_00016409-RA	Bevul.5G191800.1.p
OG0004556	Dm_00006750-RA	Bevul.8G102600.1.p
OG0004557	Dm_00009852-RA	Bevul.5G147700.1.p
OG0004558	Dm_00009757-RA, Dm_00009559-RA	Bevul.6G061600.1.p, Bevul.6G061700.1.p
OG0004559	Dm_00005243-RA, Dm_00011807-RA	Bevul.5G087100.1.p
OG0004560	Dm_00015841-RA	Bevul.9G011400.1.p
OG0004561	Dm_00008790-RA	Bevul.5G214800.1.p
OG0004562	Dm_00012382-RA, Dm_00018751-RA	Bevul.6G122900.1.p
OG0004563	Dm_00012905-RA, Dm_00018599-RA	Bevul.8G107800.1.p
OG0004564	Dm_00002167-RA	Bevul.3G167300.1.p
OG0004565	Dm_00014184-RA	Bevul.5G172900.1.p
OG0004566	Dm_00007790-RA	Bevul.6G123600.1.p
OG0004567	Dm_00008159-RA	Bevul.4G181200.1.p, Bevul.4G181300.1.p, Bevul.4G181100.1.p
OG0004568	Dm_00012588-RA	Bevul.6G046000.1.p
OG0004569	Dm_00017475-RA, Dm_00011985-RA	Bevul.5G098700.1.p
OG0004570	Dm_00012188-RA	Bevul.1G042100.1.p, Bevul.3G090600.1.p
OG0004571	Dm_00008794-RA	Bevul.5G215200.1.p
OG0004572	Dm_00006795-RA, Dm_00011822-RA	Bevul.5G177000.1.p
OG0004573	Dm_00015498-RA	Bevul.9G177900.1.p
OG0004573	Dm_00020342-RA	Bevul.5G076200.1.p
OG0004574	Dm_00017566-RA, Dm_00006175-RA	Bevul.4G035600.1.p
OG0004575	Dm_00000408-RA	Bevul.4G152100.1.p, Bevul.3G019200.1.p
OG0004577	Dm_00016901-RA	Bevul.5G096200.1.p
OG0004578	Dm_00018003-RA, Dm_00014931-RA	Bevul.2G217400.1.p
OG0004579	Dm_00011565-RA	Bevul.6G231100.1.p
OG0004580	Dm_00006497-RA	Bevul.4G185900.1.p
OG0004581	Dm_00010387-RA, Dm_00010389-RA	Bevul.3G216900.1.p
OG0004582	Dm_00019479-RA	Bevul.2G204600.1.p
OG0004583	Dm_00004424-RA	Bevul.5G166600.1.p
OG0004585	Dm_00013914-RA	Bevul.2G053500.1.p
OG0004587	Dm_00004590-RA	Bevul.1G019200.1.p
OG0004588	Dm_00000357-RA	Bevul.2G077900.1.p
OG0004590	Dm_00005073-RA, Dm_00012193-RA	Bevul.2G197400.1.p
OG0004592	Dm_00013666-RA	Bevul.8G105400.1.p
OG0004593	Dm_00015258-RA	Bevul.6G205200.1.p
OG0004594	Dm_00000870-RA	Bevul.5G071800.1.p
OG0004595	Dm_00008959-RA	Bevul.5G095900.1.p
OG0004596	Dm_00011346-RA	Bevul.5G149600.1.p
OG0004596	Dm_00011347-RA	Bevul.5G149500.1.p
OG0004598	Dm_00010100-RA	Bevul.2G163800.1.p, Bevul.1G073400.1.p
OG0004599	Dm_00008845-RA, Dm_00004480-RA	Bevul.3G213100.1.p
