Orthogroup	D_muscipula.proteins	L_sativa.proteins
OG0005659	Dm_00001858-RA	Lsat_1_v5_gn_7_95440.2, Lsat_1_v5_gn_7_95440.1, Lsat_1_v5_gn_7_95440.3
OG0005660	Dm_00004672-RA	Lsat_1_v5_gn_7_106400.1, Lsat_1_v5_gn_7_106400.3
OG0005661	Dm_00002204-RA	Lsat_1_v5_gn_5_70881.3, Lsat_1_v5_gn_5_70881.1
OG0005662	Dm_00002517-RA, Dm_00005645-RA, Dm_00007375-RA	Lsat_1_v5_gn_6_25460.1
OG0005663	Dm_00013739-RA	Lsat_1_v5_gn_3_117820.1, Lsat_1_v5_gn_2_36241.1
OG0005664	Dm_00009144-RA	Lsat_1_v5_gn_6_52400.1, Lsat_1_v5_gn_6_52400.2, Lsat_1_v5_gn_6_52400.3, Lsat_1_v5_gn_6_52480.1
OG0005665	Dm_00017303-RA	Lsat_1_v5_gn_1_64681.2, Lsat_1_v5_gn_1_64681.1
OG0005666	Dm_00012879-RA, Dm_00004088-RA	Lsat_1_v5_gn_5_162620.2
OG0005667	Dm_00001687-RA	Lsat_1_v5_gn_6_39460.1, Lsat_1_v5_gn_1_62101.1, Lsat_1_v5_gn_2_95660.1, Lsat_1_v5_gn_2_95660.3
OG0005668	Dm_00015280-RA	Lsat_1_v5_gn_4_42220.1
OG0005669	Dm_00008502-RA, Dm_00008503-RA	Lsat_1_v5_gn_4_111040.1
OG0005670	Dm_00013466-RA	Lsat_1_v5_gn_7_92741.1, Lsat_1_v5_gn_7_92741.3
OG0005671	Dm_00010572-RA	Lsat_1_v5_gn_5_126281.1
OG0005672	Dm_00016105-RA	Lsat_1_v5_gn_1_91760.3, Lsat_1_v5_gn_1_91760.1
OG0005673	Dm_00011077-RA	Lsat_1_v5_gn_4_31180.1, Lsat_1_v5_gn_1_105621.1, Lsat_1_v5_gn_1_105621.2
OG0005674	Dm_00011383-RA	Lsat_1_v5_gn_5_3140.1, Lsat_1_v5_gn_7_113861.1
OG0005675	Dm_00000336-RA	Lsat_1_v5_gn_1_116980.1
OG0005676	Dm_00001290-RA	Lsat_1_v5_gn_6_79340.3, Lsat_1_v5_gn_6_79340.2, Lsat_1_v5_gn_6_79340.1
OG0005677	Dm_00005199-RA	Lsat_1_v5_gn_2_47780.1, Lsat_1_v5_gn_2_47780.2, Lsat_1_v5_gn_2_47780.3
OG0005679	Dm_00006737-RA	Lsat_1_v5_gn_9_111380.4, Lsat_1_v5_gn_9_111380.1
OG0005680	Dm_00005814-RA, Dm_00017778-RA	Lsat_1_v5_gn_8_152681.1, Lsat_1_v5_gn_8_152681.2
OG0005681	Dm_00002358-RA	Lsat_1_v5_gn_6_110760.2, Lsat_1_v5_gn_6_110760.1, Lsat_1_v5_gn_2_83240.2, Lsat_1_v5_gn_2_83240.1
OG0005682	Dm_00012985-RA, Dm_00004973-RA	Lsat_1_v5_gn_8_26300.1, Lsat_1_v5_gn_2_4001.1
OG0005683	Dm_00007950-RA	Lsat_1_v5_gn_7_97960.3, Lsat_1_v5_gn_7_97960.1, Lsat_1_v5_gn_8_78381.1, Lsat_1_v5_gn_7_97980.1, Lsat_1_v5_gn_7_97980.2
OG0005684	Dm_00012431-RA	Lsat_1_v5_gn_2_82241.1, Lsat_1_v5_gn_2_82241.2, Lsat_1_v5_gn_4_158140.1
OG0005685	Dm_00002438-RA	Lsat_1_v5_gn_4_124060.1, Lsat_1_v5_gn_4_124060.2
OG0005686	Dm_00009683-RA	Lsat_1_v5_gn_9_83361.3, Lsat_1_v5_gn_9_83361.1
OG0005687	Dm_00004856-RA	Lsat_1_v5_gn_8_124961.2, Lsat_1_v5_gn_8_124961.1
OG0005688	Dm_00013053-RA	Lsat_1_v5_gn_2_95241.3, Lsat_1_v5_gn_8_141180.1
OG0005689	Dm_00010815-RA	Lsat_1_v5_gn_5_27621.1, Lsat_1_v5_gn_4_118420.3, Lsat_1_v5_gn_4_118420.1, Lsat_1_v5_gn_4_152340.1, Lsat_1_v5_gn_3_76721.1
OG0005690	Dm_00016619-RA	Lsat_1_v5_gn_2_130560.1
OG0005691	Dm_00008328-RA	Lsat_1_v5_gn_6_92040.1
OG0005692	Dm_00011823-RA	Lsat_1_v5_gn_8_54720.1
OG0005693	Dm_00017149-RA	Lsat_1_v5_gn_8_151721.1, Lsat_1_v5_gn_8_151721.3
OG0005696	Dm_00003113-RA	Lsat_1_v5_gn_7_1340.1, Lsat_1_v5_gn_7_1340.2, Lsat_1_v5_gn_4_33280.2, Lsat_1_v5_gn_4_33280.1
OG0005697	Dm_00005306-RA	Lsat_1_v5_gn_1_71340.1, Lsat_1_v5_gn_1_71340.3
OG0005698	Dm_00015898-RA	Lsat_1_v5_gn_3_10761.1, Lsat_1_v5_gn_3_10761.3
OG0005699	Dm_00002585-RA	Lsat_1_v5_gn_9_6400.2, Lsat_1_v5_gn_9_6400.1, Lsat_1_v5_gn_5_184300.1
OG0005700	Dm_00010762-RA	Lsat_1_v5_gn_0_14341.1
OG0005701	Dm_00009496-RA	Lsat_1_v5_gn_5_10960.3, Lsat_1_v5_gn_5_10960.1
OG0005702	Dm_00016748-RA	Lsat_1_v5_gn_2_119101.2, Lsat_1_v5_gn_2_119101.1, Lsat_1_v5_gn_9_65421.1, Lsat_1_v5_gn_9_65421.3
OG0005705	Dm_00009349-RA	Lsat_1_v5_gn_3_14420.1
OG0005706	Dm_00005533-RA	Lsat_1_v5_gn_6_109621.1
OG0005707	Dm_00000985-RA, Dm_00019407-RA, Dm_00011506-RA	Lsat_1_v5_gn_4_80820.1
OG0005708	Dm_00000563-RA, Dm_00009268-RA, Dm_00009269-RA	Lsat_1_v5_gn_1_8881.1, Lsat_1_v5_gn_1_8881.3
OG0005709	Dm_00005786-RA	Lsat_1_v5_gn_9_57180.3, Lsat_1_v5_gn_9_57180.1
OG0005711	Dm_00007690-RA	Lsat_1_v5_gn_8_147640.1
OG0005712	Dm_00017392-RA, Dm_00014468-RA	Lsat_1_v5_gn_7_57201.1
OG0005714	Dm_00002121-RA, Dm_00002120-RA	Lsat_1_v5_gn_1_25020.1
OG0005715	Dm_00005014-RA	Lsat_1_v5_gn_3_73720.2, Lsat_1_v5_gn_3_73720.1
OG0005716	Dm_00003266-RA	Lsat_1_v5_gn_5_9501.1, Lsat_1_v5_gn_1_29981.1, Lsat_1_v5_gn_1_29981.3
OG0005717	Dm_00003051-RA	Lsat_1_v5_gn_8_26000.2, Lsat_1_v5_gn_8_26000.1, Lsat_1_v5_gn_8_26701.1, Lsat_1_v5_gn_8_26701.3, Lsat_1_v5_gn_8_26701.2
OG0005720	Dm_00010763-RA	Lsat_1_v5_gn_0_9600.1, Lsat_1_v5_gn_0_9600.3, Lsat_1_v5_gn_7_23521.1, Lsat_1_v5_gn_7_23521.2, Lsat_1_v5_gn_4_50621.1
OG0005722	Dm_00017747-RA	Lsat_1_v5_gn_9_1760.1, Lsat_1_v5_gn_9_1760.5
OG0005723	Dm_00009245-RA	Lsat_1_v5_gn_7_78381.1, Lsat_1_v5_gn_7_78381.2
OG0005725	Dm_00007332-RA	Lsat_1_v5_gn_6_46101.1, Lsat_1_v5_gn_7_14861.1, Lsat_1_v5_gn_6_46081.3, Lsat_1_v5_gn_6_46081.1
OG0005726	Dm_00002648-RA	Lsat_1_v5_gn_2_84101.2, Lsat_1_v5_gn_2_84101.4, Lsat_1_v5_gn_2_84101.1, Lsat_1_v5_gn_2_84101.3
OG0005727	Dm_00012587-RA	Lsat_1_v5_gn_3_20301.1, Lsat_1_v5_gn_3_20301.2
OG0005728	Dm_00006879-RA	Lsat_1_v5_gn_3_21560.3, Lsat_1_v5_gn_3_21560.1
OG0005729	Dm_00006428-RA	Lsat_1_v5_gn_4_159441.1, Lsat_1_v5_gn_4_159441.3, Lsat_1_v5_gn_4_159441.2
OG0005730	Dm_00019313-RA, Dm_00008398-RA	Lsat_1_v5_gn_5_135961.1
OG0005731	Dm_00008244-RA	Lsat_1_v5_gn_1_2220.1, Lsat_1_v5_gn_1_2220.3
OG0005732	Dm_00003537-RA	Lsat_1_v5_gn_1_41600.2, Lsat_1_v5_gn_1_41600.1, Lsat_1_v5_gn_6_1101.1
OG0005735	Dm_00002356-RA	Lsat_1_v5_gn_1_24340.1
OG0005736	Dm_00015002-RA, Dm_00010367-RA	Lsat_1_v5_gn_5_186721.1, Lsat_1_v5_gn_5_186721.3, Lsat_1_v5_gn_9_9761.3, Lsat_1_v5_gn_9_9761.1
OG0005738	Dm_00007736-RA	Lsat_1_v5_gn_8_92240.1
OG0005740	Dm_00001823-RA, Dm_00008036-RA	Lsat_1_v5_gn_7_65220.2, Lsat_1_v5_gn_7_65220.1, Lsat_1_v5_gn_7_65220.3
OG0005742	Dm_00017828-RA	Lsat_1_v5_gn_2_114740.1
OG0005743	Dm_00013468-RA	Lsat_1_v5_gn_3_98920.1, Lsat_1_v5_gn_4_60681.1, Lsat_1_v5_gn_5_54861.1, Lsat_1_v5_gn_5_54681.1, Lsat_1_v5_gn_8_52720.1, Lsat_1_v5_gn_4_6720.1
OG0005744	Dm_00015304-RA	Lsat_1_v5_gn_4_173361.1
OG0005745	Dm_00014674-RA, Dm_00015488-RA	Lsat_1_v5_gn_3_96881.2, Lsat_1_v5_gn_3_96881.1
OG0005746	Dm_00011522-RA	Lsat_1_v5_gn_4_4840.1, Lsat_1_v5_gn_8_154561.1
OG0005747	Dm_00005740-RA	Lsat_1_v5_gn_3_18960.3, Lsat_1_v5_gn_3_19020.2, Lsat_1_v5_gn_3_19020.1, Lsat_1_v5_gn_3_18960.1
OG0005748	Dm_00015086-RA	Lsat_1_v5_gn_6_69341.2, Lsat_1_v5_gn_6_69341.3, Lsat_1_v5_gn_6_69341.1, Lsat_1_v5_gn_9_24861.1
OG0005750	Dm_00006791-RA, Dm_00006792-RA	Lsat_1_v5_gn_8_160361.3, Lsat_1_v5_gn_8_160361.2, Lsat_1_v5_gn_8_160361.1
OG0005751	Dm_00005961-RA	Lsat_1_v5_gn_8_163421.1, Lsat_1_v5_gn_8_163421.2
OG0005752	Dm_00020612-RA, Dm_00018116-RA	Lsat_1_v5_gn_4_39640.1
OG0005753	Dm_00010598-RA, Dm_00012841-RA	Lsat_1_v5_gn_3_16741.3, Lsat_1_v5_gn_3_16741.1
OG0005754	Dm_00013276-RA, Dm_00013277-RA	Lsat_1_v5_gn_0_19620.1, Lsat_1_v5_gn_0_19620.3
OG0005755	Dm_00001302-RA, Dm_00010504-RA	Lsat_1_v5_gn_3_35400.1
OG0005756	Dm_00009067-RA, Dm_00012659-RA	Lsat_1_v5_gn_4_6361.1
OG0005758	Dm_00006751-RA	Lsat_1_v5_gn_0_36780.2, Lsat_1_v5_gn_0_36780.1, Lsat_1_v5_gn_4_182961.1
OG0005760	Dm_00004753-RA	Lsat_1_v5_gn_5_19401.1, Lsat_1_v5_gn_5_19401.2
OG0005762	Dm_00003184-RA	Lsat_1_v5_gn_8_45981.3, Lsat_1_v5_gn_8_45981.1
OG0005763	Dm_00002849-RA	Lsat_1_v5_gn_4_136660.1, Lsat_1_v5_gn_3_67720.1, Lsat_1_v5_gn_3_69381.1, Lsat_1_v5_gn_3_67580.1
OG0005764	Dm_00001852-RA	Lsat_1_v5_gn_1_81241.1, Lsat_1_v5_gn_1_81241.4
OG0005765	Dm_00007789-RA, Dm_00012577-RA	Lsat_1_v5_gn_8_38801.1, Lsat_1_v5_gn_8_38801.3, Lsat_1_v5_gn_8_38801.2, Lsat_1_v5_gn_4_18960.1, Lsat_1_v5_gn_4_18960.3, Lsat_1_v5_gn_4_18960.2
OG0005766	Dm_00007456-RA, Dm_00007455-RA	Lsat_1_v5_gn_8_53620.2, Lsat_1_v5_gn_8_53620.1
OG0005767	Dm_00006794-RA	Lsat_1_v5_gn_5_22440.2, Lsat_1_v5_gn_5_22440.3, Lsat_1_v5_gn_5_22440.1, Lsat_1_v5_gn_2_74281.2
OG0005768	Dm_00003716-RA	Lsat_1_v5_gn_2_127741.2, Lsat_1_v5_gn_2_127741.1, Lsat_1_v5_gn_2_127741.3
OG0005769	Dm_00014448-RA	Lsat_1_v5_gn_1_14381.2, Lsat_1_v5_gn_1_14381.1
OG0005771	Dm_00019475-RA	Lsat_1_v5_gn_7_78320.2, Lsat_1_v5_gn_7_78320.1, Lsat_1_v5_gn_8_146681.1, Lsat_1_v5_gn_8_146681.2
OG0005772	Dm_00004751-RA	Lsat_1_v5_gn_5_19360.1, Lsat_1_v5_gn_5_19360.3
OG0005773	Dm_00013369-RA	Lsat_1_v5_gn_8_31660.1
OG0005774	Dm_00000378-RA, Dm_00001934-RA	Lsat_1_v5_gn_3_53501.1
OG0005776	Dm_00010313-RA	Lsat_1_v5_gn_6_66241.1, Lsat_1_v5_gn_3_16840.3, Lsat_1_v5_gn_3_16840.1
OG0005778	Dm_00004570-RA	Lsat_1_v5_gn_3_15901.3, Lsat_1_v5_gn_3_15901.1, Lsat_1_v5_gn_3_15901.2
OG0005779	Dm_00017351-RA, Dm_00019214-RA	Lsat_1_v5_gn_1_11180.1, Lsat_1_v5_gn_1_11180.2, Lsat_1_v5_gn_4_73540.1, Lsat_1_v5_gn_1_11280.1, Lsat_1_v5_gn_1_11220.3, Lsat_1_v5_gn_1_11220.1
OG0005780	Dm_00001493-RA	Lsat_1_v5_gn_4_126000.2
OG0005781	Dm_00004795-RA	Lsat_1_v5_gn_8_145621.2, Lsat_1_v5_gn_8_145621.1
OG0005783	Dm_00006825-RA	Lsat_1_v5_gn_3_49580.1, Lsat_1_v5_gn_8_160440.2, Lsat_1_v5_gn_8_160440.1
OG0005784	Dm_00011564-RA	Lsat_1_v5_gn_4_172421.3, Lsat_1_v5_gn_5_138080.3, Lsat_1_v5_gn_5_138080.1, Lsat_1_v5_gn_4_172421.1
OG0005785	Dm_00016344-RA	Lsat_1_v5_gn_0_3201.3, Lsat_1_v5_gn_0_3201.2, Lsat_1_v5_gn_0_3201.1
OG0005786	Dm_00001489-RA	Lsat_1_v5_gn_1_28200.3, Lsat_1_v5_gn_1_28200.1, Lsat_1_v5_gn_5_15301.3, Lsat_1_v5_gn_5_15301.1, Lsat_1_v5_gn_9_2321.1
OG0005787	Dm_00008952-RA	Lsat_1_v5_gn_5_74801.1, Lsat_1_v5_gn_5_74801.3
OG0005788	Dm_00006742-RA	Lsat_1_v5_gn_4_18460.3, Lsat_1_v5_gn_4_18460.1
OG0005789	Dm_00008791-RA	Lsat_1_v5_gn_8_113721.1
OG0005790	Dm_00011698-RA	Lsat_1_v5_gn_8_33120.2, Lsat_1_v5_gn_8_33120.3, Lsat_1_v5_gn_8_33120.1
OG0005791	Dm_00006554-RA	Lsat_1_v5_gn_4_73580.1, Lsat_1_v5_gn_4_73580.3
OG0005792	Dm_00010061-RA	Lsat_1_v5_gn_3_69661.1
OG0005793	Dm_00007626-RA	Lsat_1_v5_gn_3_20581.1
OG0005795	Dm_00001065-RA	Lsat_1_v5_gn_8_57381.3, Lsat_1_v5_gn_8_57381.1, Lsat_1_v5_gn_5_98101.1
OG0005799	Dm_00013776-RA	Lsat_1_v5_gn_4_44160.2, Lsat_1_v5_gn_4_44160.1, Lsat_1_v5_gn_7_11081.1
OG0005800	Dm_00008102-RA, Dm_00004840-RA	Lsat_1_v5_gn_4_11980.2, Lsat_1_v5_gn_4_11980.1
OG0005803	Dm_00008129-RA	Lsat_1_v5_gn_7_79421.1
OG0005824	Dm_00000175-RA	Lsat_1_v5_gn_8_4640.1, Lsat_1_v5_gn_7_43640.1, Lsat_1_v5_gn_7_43660.1
OG0005825	Dm_00011200-RA	Lsat_1_v5_gn_6_17421.3, Lsat_1_v5_gn_6_17421.1, Lsat_1_v5_gn_6_74341.2, Lsat_1_v5_gn_6_74341.1
OG0005826	Dm_00011735-RA	Lsat_1_v5_gn_2_28060.2, Lsat_1_v5_gn_2_28060.1
OG0005827	Dm_00018745-RA	Lsat_1_v5_gn_9_78801.2, Lsat_1_v5_gn_9_78801.1
OG0005828	Dm_00013790-RA	Lsat_1_v5_gn_2_97601.1, Lsat_1_v5_gn_2_97601.2
OG0005829	Dm_00000576-RA	Lsat_1_v5_gn_9_83280.1
OG0005830	Dm_00006461-RA	Lsat_1_v5_gn_2_123481.1, Lsat_1_v5_gn_2_123481.3, Lsat_1_v5_gn_8_27481.2, Lsat_1_v5_gn_8_27481.1, Lsat_1_v5_gn_2_88160.3, Lsat_1_v5_gn_2_88160.1, Lsat_1_v5_gn_8_11900.1
OG0005831	Dm_00005274-RA	Lsat_1_v5_gn_2_109900.1, Lsat_1_v5_gn_2_109900.2
OG0005832	Dm_00001961-RA	Lsat_1_v5_gn_2_18221.3, Lsat_1_v5_gn_2_18221.1, Lsat_1_v5_gn_9_48960.1
OG0005836	Dm_00004880-RA	Lsat_1_v5_gn_9_108541.1, Lsat_1_v5_gn_7_89240.1, Lsat_1_v5_gn_7_89240.2
OG0005837	Dm_00001389-RA	Lsat_1_v5_gn_8_77340.1
OG0005838	Dm_00016836-RA	Lsat_1_v5_gn_9_3880.3, Lsat_1_v5_gn_9_3880.4, Lsat_1_v5_gn_9_3880.1, Lsat_1_v5_gn_8_56261.3, Lsat_1_v5_gn_8_56261.1, Lsat_1_v5_gn_5_190040.1
OG0005839	Dm_00016054-RA	Lsat_1_v5_gn_9_461.1
OG0005840	Dm_00018749-RA, Dm_00007982-RA	Lsat_1_v5_gn_1_75181.1, Lsat_1_v5_gn_6_68900.1, Lsat_1_v5_gn_6_68900.3
OG0005843	Dm_00006004-RA	Lsat_1_v5_gn_1_49481.3, Lsat_1_v5_gn_1_49481.2, Lsat_1_v5_gn_1_49481.1, Lsat_1_v5_gn_6_26040.2, Lsat_1_v5_gn_6_26040.1
OG0005844	Dm_00000803-RA	Lsat_1_v5_gn_9_20741.2, Lsat_1_v5_gn_9_20741.1
OG0005845	Dm_00017317-RA	Lsat_1_v5_gn_5_36241.3, Lsat_1_v5_gn_5_36241.1, Lsat_1_v5_gn_8_34020.1
OG0005847	Dm_00010881-RA, Dm_00019356-RA	Lsat_1_v5_gn_2_66000.1
OG0005848	Dm_00004493-RA	Lsat_1_v5_gn_6_23480.1
OG0005849	Dm_00001221-RA, Dm_00001967-RA	Lsat_1_v5_gn_2_54280.4, Lsat_1_v5_gn_2_54280.1, Lsat_1_v5_gn_8_115821.1
OG0005850	Dm_00008692-RA	Lsat_1_v5_gn_8_118000.1, Lsat_1_v5_gn_8_118000.3
OG0005851	Dm_00004783-RA	Lsat_1_v5_gn_8_71981.1
OG0005852	Dm_00019046-RA	Lsat_1_v5_gn_9_8160.3, Lsat_1_v5_gn_9_8160.1
OG0005853	Dm_00015207-RA, Dm_00005125-RA	Lsat_1_v5_gn_3_21060.1, Lsat_1_v5_gn_6_73301.3, Lsat_1_v5_gn_6_73301.1
OG0005854	Dm_00001964-RA, Dm_00001220-RA	Lsat_1_v5_gn_2_17081.2, Lsat_1_v5_gn_2_17081.1
OG0005855	Dm_00011442-RA	Lsat_1_v5_gn_1_75641.3, Lsat_1_v5_gn_1_75641.2, Lsat_1_v5_gn_1_75641.1
OG0005857	Dm_00014489-RA	Lsat_1_v5_gn_7_83340.1, Lsat_1_v5_gn_9_23460.1, Lsat_1_v5_gn_8_73001.1, Lsat_1_v5_gn_8_73001.3
OG0005858	Dm_00001551-RA, Dm_00002572-RA	Lsat_1_v5_gn_2_46161.3, Lsat_1_v5_gn_2_46161.1, Lsat_1_v5_gn_6_61160.1
OG0005859	Dm_00006001-RA	Lsat_1_v5_gn_4_74700.1
OG0005860	Dm_00009494-RA	Lsat_1_v5_gn_8_32481.1, Lsat_1_v5_gn_8_32481.3
OG0005861	Dm_00011464-RA	Lsat_1_v5_gn_5_156840.1, Lsat_1_v5_gn_5_156840.2
OG0005864	Dm_00013918-RA	Lsat_1_v5_gn_8_89780.2, Lsat_1_v5_gn_8_89780.1
OG0005865	Dm_00017714-RA	Lsat_1_v5_gn_6_80140.1, Lsat_1_v5_gn_6_1661.1
OG0005866	Dm_00020307-RA	Lsat_1_v5_gn_5_56881.1, Lsat_1_v5_gn_5_56881.3
OG0005867	Dm_00014890-RA	Lsat_1_v5_gn_2_111420.1, Lsat_1_v5_gn_2_111420.2
OG0005868	Dm_00014178-RA	Lsat_1_v5_gn_6_68821.3, Lsat_1_v5_gn_6_68821.2, Lsat_1_v5_gn_6_68821.1
OG0005869	Dm_00011599-RA, Dm_00019360-RA	Lsat_1_v5_gn_6_117180.1, Lsat_1_v5_gn_6_117180.4
OG0005870	Dm_00020774-RA	Lsat_1_v5_gn_9_960.3, Lsat_1_v5_gn_9_960.1
OG0005871	Dm_00011221-RA, Dm_00004791-RA	Lsat_1_v5_gn_6_117920.1, Lsat_1_v5_gn_6_117920.2
OG0005872	Dm_00005043-RA	Lsat_1_v5_gn_9_6080.1, Lsat_1_v5_gn_9_6080.3, Lsat_1_v5_gn_5_186100.1, Lsat_1_v5_gn_5_186100.3
OG0005873	Dm_00011796-RA, Dm_00006781-RA	Lsat_1_v5_gn_3_51960.1
OG0005874	Dm_00001110-RA	Lsat_1_v5_gn_7_31081.2, Lsat_1_v5_gn_7_31081.1, Lsat_1_v5_gn_6_42840.1
OG0005875	Dm_00000240-RA	Lsat_1_v5_gn_9_46201.2, Lsat_1_v5_gn_9_46201.1
OG0005876	Dm_00007605-RA	Lsat_1_v5_gn_6_17141.2, Lsat_1_v5_gn_6_17141.1, Lsat_1_v5_gn_6_17141.3
OG0005877	Dm_00002573-RA	Lsat_1_v5_gn_1_71980.1, Lsat_1_v5_gn_1_71980.3, Lsat_1_v5_gn_6_60201.1, Lsat_1_v5_gn_2_45080.3, Lsat_1_v5_gn_2_45080.1
OG0005878	Dm_00012492-RA	Lsat_1_v5_gn_5_190001.1
OG0005879	Dm_00012800-RA	Lsat_1_v5_gn_2_40760.1, Lsat_1_v5_gn_2_40760.3, Lsat_1_v5_gn_6_68620.2, Lsat_1_v5_gn_6_68620.1, Lsat_1_v5_gn_6_68620.3
OG0005880	Dm_00001219-RA	Lsat_1_v5_gn_9_48840.1
OG0005881	Dm_00011626-RA	Lsat_1_v5_gn_5_149640.1, Lsat_1_v5_gn_5_149640.2
OG0005882	Dm_00006230-RA	Lsat_1_v5_gn_7_43741.2, Lsat_1_v5_gn_7_43741.1
OG0005883	Dm_00007449-RA	Lsat_1_v5_gn_1_72821.1, Lsat_1_v5_gn_1_72821.2, Lsat_1_v5_gn_1_72821.3, Lsat_1_v5_gn_1_111020.1, Lsat_1_v5_gn_1_109141.4, Lsat_1_v5_gn_1_109141.1
OG0005885	Dm_00015048-RA	Lsat_1_v5_gn_8_166941.3, Lsat_1_v5_gn_8_166941.1
OG0005886	Dm_00017901-RA	Lsat_1_v5_gn_5_162901.1
OG0005887	Dm_00007525-RA	Lsat_1_v5_gn_1_36441.2, Lsat_1_v5_gn_1_36441.1
OG0005890	Dm_00002443-RA	Lsat_1_v5_gn_6_109860.2, Lsat_1_v5_gn_6_109860.1
OG0005891	Dm_00007943-RA	Lsat_1_v5_gn_8_20001.1, Lsat_1_v5_gn_8_20001.4, Lsat_1_v5_gn_2_113681.1
OG0005893	Dm_00002637-RA, Dm_00019264-RA, Dm_00019393-RA	Lsat_1_v5_gn_5_115020.1, Lsat_1_v5_gn_5_115000.1, Lsat_1_v5_gn_4_152421.1, Lsat_1_v5_gn_5_115100.1
OG0005895	Dm_00004549-RA	Lsat_1_v5_gn_9_23160.1, Lsat_1_v5_gn_8_75941.1, Lsat_1_v5_gn_8_75941.2
OG0005896	Dm_00002107-RA	Lsat_1_v5_gn_3_3420.2, Lsat_1_v5_gn_3_3420.1
OG0005897	Dm_00008082-RA	Lsat_1_v5_gn_5_176940.3, Lsat_1_v5_gn_5_176940.1, Lsat_1_v5_gn_5_176940.2, Lsat_1_v5_gn_9_15441.2, Lsat_1_v5_gn_9_15441.1
OG0005898	Dm_00005369-RA	Lsat_1_v5_gn_4_46360.1
OG0005899	Dm_00003549-RA, Dm_00005034-RA	Lsat_1_v5_gn_2_107660.1, Lsat_1_v5_gn_8_2600.2, Lsat_1_v5_gn_8_2600.1
OG0005900	Dm_00015398-RA	Lsat_1_v5_gn_3_28800.1, Lsat_1_v5_gn_3_28800.2
OG0005901	Dm_00015394-RA	Lsat_1_v5_gn_2_64140.1, Lsat_1_v5_gn_5_39981.1
OG0005902	Dm_00001208-RA	Lsat_1_v5_gn_1_99340.1
OG0005903	Dm_00002906-RA	Lsat_1_v5_gn_1_76940.1
OG0005905	Dm_00001746-RA, Dm_00015738-RA	Lsat_1_v5_gn_5_118500.1
OG0005907	Dm_00000154-RA	Lsat_1_v5_gn_2_3881.1, Lsat_1_v5_gn_2_3881.3
OG0005909	Dm_00014342-RA	Lsat_1_v5_gn_5_107881.1
OG0005910	Dm_00008745-RA	Lsat_1_v5_gn_9_43580.1, Lsat_1_v5_gn_1_4180.3, Lsat_1_v5_gn_1_4180.1, Lsat_1_v5_gn_5_42161.1, Lsat_1_v5_gn_5_42161.2
OG0005911	Dm_00012147-RA	Lsat_1_v5_gn_6_106321.1, Lsat_1_v5_gn_6_81041.1
OG0005912	Dm_00010072-RA	Lsat_1_v5_gn_5_57421.1, Lsat_1_v5_gn_5_146840.2, Lsat_1_v5_gn_5_146840.1
OG0005913	Dm_00018244-RA	Lsat_1_v5_gn_7_6901.1, Lsat_1_v5_gn_7_6901.3
OG0005914	Dm_00001351-RA	Lsat_1_v5_gn_6_112340.3, Lsat_1_v5_gn_6_112340.1, Lsat_1_v5_gn_6_112340.4
OG0005915	Dm_00005656-RA	Lsat_1_v5_gn_4_125040.3, Lsat_1_v5_gn_4_125040.1
OG0005916	Dm_00002264-RA	Lsat_1_v5_gn_9_83341.1
OG0005917	Dm_00003225-RA	Lsat_1_v5_gn_5_107300.1
OG0005918	Dm_00016440-RA, Dm_00014100-RA	Lsat_1_v5_gn_6_101981.1
OG0005919	Dm_00009323-RA	Lsat_1_v5_gn_2_67320.2, Lsat_1_v5_gn_2_67320.1, Lsat_1_v5_gn_4_138460.3, Lsat_1_v5_gn_4_138460.1
OG0005920	Dm_00007657-RA	Lsat_1_v5_gn_8_117301.2, Lsat_1_v5_gn_8_117301.1
OG0005921	Dm_00015069-RA	Lsat_1_v5_gn_9_107940.1, Lsat_1_v5_gn_5_120460.1
OG0005922	Dm_00012917-RA, Dm_00009199-RA	Lsat_1_v5_gn_7_65541.3, Lsat_1_v5_gn_7_65541.1
OG0005923	Dm_00013727-RA, Dm_00008285-RA	Lsat_1_v5_gn_4_132341.1
OG0005924	Dm_00006610-RA	Lsat_1_v5_gn_6_25621.3, Lsat_1_v5_gn_6_25621.4, Lsat_1_v5_gn_6_25621.1
OG0005925	Dm_00002430-RA, Dm_00002431-RA	Lsat_1_v5_gn_6_114100.1, Lsat_1_v5_gn_6_114120.1
OG0005926	Dm_00016713-RA	Lsat_1_v5_gn_2_70320.1
OG0005927	Dm_00006582-RA	Lsat_1_v5_gn_0_41321.1
OG0005928	Dm_00016390-RA	Lsat_1_v5_gn_9_15561.1, Lsat_1_v5_gn_9_15561.3
OG0005929	Dm_00009108-RA	Lsat_1_v5_gn_5_112961.3, Lsat_1_v5_gn_5_112961.1
OG0005930	Dm_00006103-RA	Lsat_1_v5_gn_9_32121.1
OG0005931	Dm_00005398-RA	Lsat_1_v5_gn_9_117460.1
OG0005932	Dm_00001144-RA	Lsat_1_v5_gn_4_121041.1
OG0005933	Dm_00005486-RA, Dm_00004463-RA	Lsat_1_v5_gn_4_38601.1
OG0005935	Dm_00019075-RA	Lsat_1_v5_gn_9_26740.2, Lsat_1_v5_gn_9_26740.1, Lsat_1_v5_gn_9_26740.3
