Orthogroup	D_muscipula.proteins	V_vinifera.proteins
OG0005968	Dm_00010553-RA, Dm_00015057-RA	VIT_219s0014g02200.1
OG0005969	Dm_00017790-RA	VIT_219s0014g05090.1, VIT_200s0532g00030.1
OG0005970	Dm_00018206-RA, Dm_00005759-RA	VIT_209s0002g06040.1
OG0005971	Dm_00000747-RA	VIT_211s0052g00890.2, VIT_211s0052g00890.1
OG0005972	Dm_00019650-RA	VIT_212s0057g01270.1, VIT_212s0057g01270.2, VIT_212s0057g01270.3
OG0005973	Dm_00012262-RA	VIT_204s0044g02010.1, VIT_204s0044g02010.2
OG0005974	Dm_00020369-RA	VIT_219s0014g03370.2, VIT_219s0014g03370.1
OG0005975	Dm_00014326-RA	VIT_212s0059g01580.1, VIT_200s0515g00030.1
OG0005976	Dm_00011193-RA	VIT_211s0052g00180.4, VIT_211s0052g00180.3, VIT_211s0052g00180.2, VIT_211s0052g00180.1
OG0005977	Dm_00019119-RA	VIT_211s0037g00180.1
OG0005978	Dm_00012418-RA	VIT_209s0018g02110.1
OG0005979	Dm_00004107-RA	VIT_215s0048g00490.3
OG0005980	Dm_00009482-RA	VIT_211s0037g00860.1, VIT_211s0037g00860.2
OG0005981	Dm_00007182-RA	VIT_216s0022g02030.1
OG0005982	Dm_00008799-RA	VIT_211s0016g03420.1
OG0005984	Dm_00005238-RA	VIT_207s0031g03120.1, VIT_207s0031g03120.2
OG0005985	Dm_00006267-RA	VIT_209s0002g04140.1, VIT_209s0002g04150.1
OG0005986	Dm_00018041-RA, Dm_00018475-RA	VIT_209s0002g00210.1
OG0005987	Dm_00015541-RA	VIT_209s0002g00220.1
OG0005988	Dm_00013248-RA	VIT_204s0008g00880.1
OG0005990	Dm_00004420-RA	VIT_201s0011g04640.2, VIT_201s0011g04640.1
OG0005990	Dm_00010903-RA	VIT_214s0006g01970.2, VIT_214s0006g01970.4, VIT_214s0006g01970.3, VIT_214s0006g01970.1
OG0005991	Dm_00010707-RA	VIT_207s0129g00990.1, VIT_207s0129g00970.1, VIT_216s0050g01020.1
OG0005992	Dm_00019693-RA	VIT_204s0008g01430.6, VIT_204s0008g01430.2, VIT_204s0008g01430.4, VIT_204s0008g01430.5, VIT_204s0008g01430.3, VIT_204s0008g01430.1
OG0005993	Dm_00006757-RA	VIT_205s0094g01370.1, VIT_205s0094g01370.4, VIT_205s0094g01370.2, VIT_205s0094g01370.3
OG0005994	Dm_00009853-RA	VIT_204s0008g00510.1, VIT_216s0013g01780.1, VIT_216s0013g01760.1
OG0005995	Dm_00003071-RA	VIT_202s0025g04410.1
OG0005996	Dm_00005380-RA	VIT_201s0010g03590.3, VIT_201s0010g03590.1, VIT_201s0010g03590.2
OG0005997	Dm_00016938-RA	VIT_202s0012g00750.2, VIT_202s0012g00750.1, VIT_202s0012g00750.3, VIT_202s0012g00750.5, VIT_202s0012g00750.4
OG0005998	Dm_00003983-RA	VIT_215s0048g00440.2, VIT_215s0048g00440.1, VIT_215s0048g00440.3, VIT_215s0048g00440.4
OG0006001	Dm_00013709-RA, Dm_00006863-RA	VIT_209s0002g01150.1
OG0006002	Dm_00015393-RA	VIT_216s0022g00980.1, VIT_216s0022g00980.5, VIT_216s0022g00980.2, VIT_216s0022g00980.10, VIT_216s0022g00980.9, VIT_216s0022g00980.7, VIT_216s0022g00980.4, VIT_216s0022g00980.8, VIT_216s0022g00980.6, VIT_216s0022g00980.3
OG0006003	Dm_00012992-RA, Dm_00001018-RA	VIT_209s0002g00930.1
OG0006004	Dm_00015809-RA	VIT_215s0021g01940.2, VIT_215s0021g01940.1, VIT_215s0021g01940.3, VIT_215s0021g01940.6, VIT_215s0021g01940.5, VIT_215s0021g01940.4
OG0006006	Dm_00002908-RA	VIT_204s0008g03010.3, VIT_204s0008g03010.2, VIT_204s0008g03010.1
OG0006007	Dm_00001052-RA, Dm_00000109-RA	VIT_211s0016g04610.3, VIT_211s0016g04610.1, VIT_211s0016g04610.2, VIT_211s0016g04610.4
OG0006008	Dm_00011689-RA, Dm_00015019-RA	VIT_204s0008g06670.1
OG0006009	Dm_00020348-RA, Dm_00004425-RA	VIT_211s0052g01710.4, VIT_211s0052g01710.1, VIT_211s0052g01710.3, VIT_211s0052g01710.2
OG0006012	Dm_00020563-RA	VIT_216s0100g00200.1
OG0006013	Dm_00008547-RA, Dm_00012364-RA	VIT_218s0001g12760.1
OG0006014	Dm_00006926-RA, Dm_00018629-RA	VIT_209s0002g05710.1
OG0006015	Dm_00020733-RA	VIT_206s0004g00920.1
OG0006017	Dm_00015433-RA	VIT_204s0008g05220.1
OG0006018	Dm_00004284-RA	VIT_216s0098g01790.1
OG0006019	Dm_00003229-RA	VIT_215s0046g00420.1, VIT_215s0046g00420.2
OG0006020	Dm_00006097-RA	VIT_215s0024g00350.1
OG0006021	Dm_00009969-RA	VIT_217s0000g02250.3, VIT_217s0000g02250.1, VIT_217s0000g02250.2
OG0006022	Dm_00003964-RA	VIT_200s2117g00010.2, VIT_200s2117g00010.1
OG0006023	Dm_00009971-RA	VIT_211s0037g00480.2, VIT_211s0037g00480.1
OG0006024	Dm_00019682-RA	VIT_206s0009g01520.1, VIT_200s0201g00086.1, VIT_203s0038g04695.1, VIT_203s0063g02210.1, VIT_219s0177g00366.1, VIT_202s0033g00010.1
OG0006025	Dm_00000261-RA	VIT_211s0118g00820.3, VIT_211s0118g00820.4, VIT_211s0118g00820.6, VIT_211s0118g00820.1, VIT_211s0118g00820.5, VIT_211s0118g00820.2
OG0006026	Dm_00011984-RA	VIT_211s0016g03230.2, VIT_211s0016g03230.1, VIT_211s0016g03230.3, VIT_211s0016g03230.4
OG0006027	Dm_00001023-RA	VIT_211s0016g00630.5, VIT_211s0016g00630.9, VIT_211s0016g00630.6, VIT_211s0016g00630.2, VIT_211s0016g00630.7, VIT_211s0016g00630.10, VIT_211s0016g00630.8, VIT_211s0016g00630.3, VIT_211s0016g00630.4, VIT_211s0016g00630.1
OG0006028	Dm_00020064-RA	VIT_205s0020g00360.3, VIT_205s0020g00200.1, VIT_205s0020g00080.1, VIT_205s0020g00360.4, VIT_205s0020g00360.1, VIT_205s0020g00360.2
OG0006029	Dm_00005085-RA	VIT_208s0007g01340.2, VIT_208s0007g01340.3, VIT_208s0007g01340.4, VIT_208s0007g01340.1
OG0006030	Dm_00017283-RA	VIT_211s0016g03510.2, VIT_211s0016g03510.1, VIT_211s0016g03510.3
OG0006031	Dm_00019024-RA	VIT_216s0022g02120.1, VIT_216s0022g02120.2
OG0006032	Dm_00003624-RA	VIT_204s0008g07070.2, VIT_204s0008g07070.3, VIT_204s0008g07070.1
OG0006033	Dm_00015597-RA, Dm_00000625-RA	VIT_204s0008g04870.1
OG0006034	Dm_00018635-RA	VIT_209s0002g00430.1
OG0006037	Dm_00002515-RA	VIT_219s0027g01050.1
OG0006042	Dm_00015211-RA	VIT_209s0002g01080.1, VIT_200s0265g00170.1
OG0006044	Dm_00013645-RA	VIT_214s0083g01090.1, VIT_214s0083g01090.2
OG0006046	Dm_00005753-RA	VIT_208s0032g01140.2, VIT_208s0032g01140.1
OG0006047	Dm_00002688-RA	VIT_219s0015g00130.1
OG0006048	Dm_00011717-RA	VIT_206s0061g00690.1
OG0006049	Dm_00010402-RA	VIT_213s0019g00810.1
OG0006050	Dm_00004740-RA	VIT_219s0090g00630.4, VIT_219s0090g00630.2, VIT_219s0090g00630.3, VIT_219s0090g00630.5, VIT_219s0090g00630.6, VIT_219s0090g00630.1
OG0006052	Dm_00005440-RA	VIT_206s0009g03630.1
OG0006053	Dm_00019631-RA	VIT_210s0003g03860.2, VIT_210s0003g03860.1
OG0006054	Dm_00002136-RA	VIT_219s0090g00920.3, VIT_219s0090g00920.5, VIT_219s0090g00920.1, VIT_219s0090g00920.10, VIT_219s0090g00920.7, VIT_219s0090g00920.2, VIT_219s0090g00920.4, VIT_219s0090g00920.6, VIT_219s0090g00920.8, VIT_219s0090g00920.9
OG0006055	Dm_00001801-RA	VIT_214s0060g01440.4, VIT_214s0060g01440.5
OG0006056	Dm_00004385-RA, Dm_00005763-RA	VIT_208s0007g08680.1
OG0006057	Dm_00008187-RA	VIT_210s0116g01740.1
OG0006058	Dm_00011832-RA	VIT_208s0058g00510.2, VIT_208s0058g00510.8, VIT_208s0058g00510.6, VIT_208s0058g00510.5, VIT_208s0058g00510.7, VIT_208s0058g00510.4, VIT_208s0058g00510.3, VIT_208s0058g00510.1
OG0006060	Dm_00003103-RA	VIT_208s0040g02440.1
OG0006061	Dm_00003534-RA	VIT_206s0004g06050.1
OG0006062	Dm_00005262-RA	VIT_206s0004g07130.1
OG0006064	Dm_00015762-RA	VIT_210s0092g00170.2, VIT_210s0092g00170.3, VIT_210s0092g00170.1
OG0006065	Dm_00003661-RA	VIT_207s0130g00070.2, VIT_207s0130g00070.1
OG0006068	Dm_00001392-RA	VIT_202s0025g02330.1
OG0006069	Dm_00016393-RA	VIT_219s0014g01860.4, VIT_219s0014g01860.6, VIT_219s0014g01860.3, VIT_219s0014g01860.2, VIT_219s0014g01860.5, VIT_219s0014g01860.1
OG0006070	Dm_00004306-RA	VIT_206s0004g04040.1
OG0006071	Dm_00000964-RA	VIT_211s0078g00440.3, VIT_211s0078g00440.1, VIT_211s0078g00440.5, VIT_211s0078g00440.2, VIT_211s0078g00440.4
OG0006072	Dm_00019013-RA	VIT_208s0032g00670.2, VIT_211s0065g00570.1, VIT_208s0032g00670.3, VIT_208s0032g00670.1, VIT_215s0045g00030.1, VIT_200s0285g00060.1, VIT_200s0352g00020.1, VIT_200s0319g00060.1, VIT_200s0327g00020.1
OG0006073	Dm_00004644-RA	VIT_206s0004g03420.1
OG0006075	Dm_00004443-RA	VIT_219s0014g01190.6, VIT_219s0014g01190.3, VIT_219s0014g01190.2, VIT_219s0014g01190.1, VIT_219s0014g01190.4, VIT_219s0014g01190.5
OG0006076	Dm_00005758-RA	VIT_208s0040g02280.2, VIT_208s0040g02280.3, VIT_208s0040g02280.1
OG0006077	Dm_00018995-RA	VIT_201s0150g00620.2, VIT_201s0150g00620.3, VIT_201s0150g00620.1, VIT_201s0150g00620.5, VIT_201s0150g00620.4
OG0006078	Dm_00000783-RA	VIT_208s0007g03470.7, VIT_208s0007g03470.3, VIT_208s0007g03470.6, VIT_208s0007g03470.5, VIT_208s0007g03470.4, VIT_208s0007g03470.2, VIT_208s0007g03470.1
OG0006080	Dm_00020648-RA	VIT_202s0025g01490.2
OG0006081	Dm_00014343-RA	VIT_213s0019g03210.1
OG0006082	Dm_00015576-RA, Dm_00004055-RA	VIT_210s0003g03010.1
OG0006083	Dm_00003476-RA	VIT_208s0007g01460.6, VIT_208s0007g01460.4, VIT_208s0007g01460.2, VIT_208s0007g01460.1, VIT_208s0007g01460.3, VIT_208s0007g01460.5
OG0006086	Dm_00000044-RA	VIT_213s0067g02210.1, VIT_213s0067g02210.2, VIT_208s0058g00820.1
OG0006087	Dm_00013158-RA	VIT_208s0056g00030.5, VIT_208s0056g00030.1, VIT_208s0056g00030.6, VIT_208s0056g00030.4, VIT_208s0056g00030.2, VIT_208s0056g00030.7, VIT_208s0056g00030.3
OG0006088	Dm_00011929-RA	VIT_206s0004g06890.1
OG0006089	Dm_00007534-RA	VIT_210s0116g01770.2, VIT_210s0116g01770.6, VIT_210s0116g01770.4, VIT_210s0116g01770.5, VIT_210s0116g01770.3, VIT_210s0116g01770.1
OG0006090	Dm_00006798-RA	VIT_208s0056g01420.1
OG0006091	Dm_00017309-RA	VIT_208s0007g00770.3, VIT_208s0007g00770.1, VIT_208s0007g00770.2
OG0006092	Dm_00020079-RA	VIT_206s0004g03270.7, VIT_206s0004g03270.6, VIT_206s0004g03270.4, VIT_206s0004g03270.3, VIT_206s0004g03270.5, VIT_206s0004g03270.2, VIT_206s0004g03270.1
OG0006093	Dm_00003089-RA	VIT_213s0019g04720.2, VIT_213s0019g04720.1, VIT_213s0019g04720.3
OG0006094	Dm_00004713-RA	VIT_212s0028g01050.1, VIT_212s0028g01050.3, VIT_212s0028g01050.2
OG0006095	Dm_00012327-RA	VIT_200s0259g00160.4, VIT_200s0259g00160.2, VIT_200s0259g00160.1, VIT_200s0259g00160.5, VIT_200s0259g00160.3
OG0006096	Dm_00001461-RA	VIT_200s0652g00030.1
OG0006097	Dm_00013141-RA	VIT_209s0002g00620.3, VIT_209s0002g00620.6, VIT_209s0002g00620.4, VIT_209s0002g00620.1, VIT_209s0002g00620.2, VIT_209s0002g00620.5
OG0006098	Dm_00007883-RA	VIT_206s0009g01860.3, VIT_206s0009g01860.2, VIT_206s0009g01860.1, VIT_206s0009g01860.4
OG0006099	Dm_00005862-RA	VIT_200s0904g00010.2, VIT_200s0904g00010.1
OG0006100	Dm_00018717-RA	VIT_208s0007g06700.5, VIT_208s0007g06700.3, VIT_208s0007g06700.6, VIT_208s0007g06700.2, VIT_208s0007g06700.4, VIT_208s0007g06700.1
OG0006101	Dm_00019504-RA	VIT_213s0019g04520.1
OG0006102	Dm_00010359-RA, Dm_00003752-RA	VIT_212s0028g03150.4, VIT_212s0028g03150.5, VIT_212s0028g03150.2, VIT_212s0028g03150.1, VIT_212s0028g03150.3
OG0006104	Dm_00015545-RA	VIT_200s0317g00100.2, VIT_200s0317g00100.1
OG0006105	Dm_00009048-RA	VIT_212s0059g01630.3, VIT_212s0059g01630.1, VIT_212s0059g01630.2, VIT_212s0059g01630.4
OG0006106	Dm_00006727-RA, Dm_00012506-RA	VIT_200s0194g00260.1
OG0006107	Dm_00012282-RA	VIT_206s0080g00370.2, VIT_206s0080g00370.1, VIT_206s0080g00370.3
OG0006109	Dm_00001574-RA	VIT_208s0058g01290.2, VIT_208s0058g01290.1
OG0006110	Dm_00008450-RA	VIT_219s0085g00270.4
OG0006111	Dm_00007419-RA, Dm_00007420-RA	VIT_208s0007g07150.1
OG0006112	Dm_00005069-RA	VIT_212s0059g02440.1
OG0006115	Dm_00001791-RA	VIT_208s0007g03690.3, VIT_208s0007g03690.2, VIT_208s0007g03690.1
OG0006116	Dm_00015772-RA	VIT_202s0154g00140.1, VIT_200s0233g00060.1
OG0006118	Dm_00007868-RA	VIT_213s0074g00150.2, VIT_213s0074g00150.3, VIT_213s0074g00150.1, VIT_213s0074g00150.5, VIT_213s0074g00150.4, VIT_213s0074g00150.6
OG0006119	Dm_00013342-RA	VIT_208s0007g08280.1
OG0006121	Dm_00003093-RA	VIT_208s0007g01600.1, VIT_208s0007g01600.4, VIT_208s0007g01600.3, VIT_208s0007g01600.5, VIT_208s0007g01600.2
OG0006123	Dm_00007376-RA, Dm_00005646-RA, Dm_00005100-RA	VIT_206s0004g02330.1, VIT_201s0010g00595.1
OG0006124	Dm_00014987-RA	VIT_206s0004g01740.5, VIT_206s0004g01740.4, VIT_206s0004g01740.2, VIT_206s0004g01740.3, VIT_206s0004g01740.1
OG0006125	Dm_00001562-RA	VIT_208s0056g00640.1
OG0006126	Dm_00006702-RA	VIT_207s0005g04920.1
OG0006127	Dm_00007682-RA	VIT_204s0044g00120.1
OG0006128	Dm_00019661-RA	VIT_218s0001g07160.1
OG0006129	Dm_00010501-RA	VIT_208s0007g09020.1
OG0006130	Dm_00001488-RA, Dm_00010448-RA	VIT_202s0025g02540.1
OG0006131	Dm_00001848-RA	VIT_217s0000g01490.1
OG0006132	Dm_00000186-RA	VIT_216s0098g00980.1
OG0006133	Dm_00010857-RA	VIT_218s0001g07230.1, VIT_218s0001g07230.2
OG0006134	Dm_00012257-RA	VIT_201s0137g00420.1
OG0006135	Dm_00003933-RA	VIT_207s0031g00820.3, VIT_207s0031g00820.1, VIT_207s0031g00820.5, VIT_207s0031g00820.2, VIT_207s0031g00820.4
OG0006136	Dm_00001262-RA	VIT_201s0011g06320.2, VIT_201s0011g06320.3, VIT_201s0011g06320.5, VIT_201s0011g06320.1, VIT_201s0011g06320.4
OG0006137	Dm_00008842-RA	VIT_202s0033g00360.1
OG0006137	Dm_00008841-RA	VIT_201s0010g02760.2, VIT_201s0010g02760.1
OG0006139	Dm_00017457-RA	VIT_201s0137g00200.1
OG0006140	Dm_00010050-RA	VIT_202s0025g01400.7, VIT_202s0025g01400.9, VIT_202s0025g01400.4, VIT_202s0025g01400.6, VIT_202s0025g01400.5, VIT_202s0025g01400.2, VIT_202s0025g01400.1, VIT_202s0025g01400.3, VIT_202s0025g01400.8
OG0006141	Dm_00016209-RA, Dm_00013411-RA	VIT_200s0434g00080.2, VIT_200s0434g00080.3, VIT_200s0434g00080.1
OG0006142	Dm_00013818-RA	VIT_204s0044g00300.1
OG0006143	Dm_00017609-RA	VIT_214s0066g00390.1
OG0006145	Dm_00020864-RA	VIT_201s0011g01690.1
OG0006146	Dm_00005005-RA	VIT_205s0094g00370.1, VIT_205s0094g00370.3, VIT_205s0094g00370.2
OG0006147	Dm_00016778-RA	VIT_201s0150g00550.1, VIT_201s0150g00550.2
OG0006148	Dm_00007540-RA	VIT_218s0122g00510.1, VIT_218s0122g00510.2
OG0006149	Dm_00000910-RA	VIT_215s0048g00520.2, VIT_215s0048g00520.1
OG0006150	Dm_00000309-RA	VIT_217s0000g01790.3, VIT_217s0000g01790.2, VIT_217s0000g01790.1
OG0006151	Dm_00012878-RA, Dm_00003040-RA	VIT_218s0001g13930.1
OG0006152	Dm_00017215-RA, Dm_00020037-RA	VIT_218s0001g07380.1
OG0006153	Dm_00012020-RA	VIT_203s0088g00670.2, VIT_203s0088g00670.1, VIT_207s0031g02890.1
OG0006154	Dm_00010262-RA	VIT_207s0031g00700.3, VIT_207s0031g00700.2, VIT_207s0031g00700.1
OG0006156	Dm_00007560-RA	VIT_215s0046g01620.2, VIT_215s0046g01620.1
OG0006157	Dm_00011681-RA	VIT_215s0048g01790.4, VIT_215s0048g01790.6, VIT_215s0048g01790.2, VIT_215s0048g01790.5, VIT_215s0048g01790.1, VIT_215s0048g01790.3
OG0006158	Dm_00009376-RA	VIT_206s0004g00960.1, VIT_202s0087g00750.1
OG0006159	Dm_00017478-RA	VIT_210s0003g03920.2, VIT_210s0003g03920.3, VIT_210s0003g03920.1
OG0006160	Dm_00002347-RA, Dm_00011324-RA, Dm_00002346-RA	VIT_201s0011g04420.1
OG0006161	Dm_00001639-RA	VIT_217s0000g01540.1
OG0006162	Dm_00009621-RA	VIT_218s0001g10780.1, VIT_218s0001g10780.2
OG0006163	Dm_00001635-RA	VIT_214s0060g01560.2, VIT_214s0060g01560.1
OG0006164	Dm_00018341-RA	VIT_210s0003g04000.1, VIT_210s0003g04000.2
OG0006165	Dm_00018463-RA	VIT_216s0050g02500.1
OG0006166	Dm_00012490-RA	VIT_214s0219g00130.1
OG0006167	Dm_00009739-RA	VIT_200s0820g00010.3, VIT_200s0820g00010.2, VIT_200s0820g00010.1, VIT_200s0768g00010.1
OG0006168	Dm_00014814-RA	VIT_204s0043g00270.1, VIT_204s0043g00270.3, VIT_204s0043g00270.2
OG0006169	Dm_00015826-RA	VIT_212s0035g01820.1
OG0006170	Dm_00002890-RA	VIT_207s0031g02850.4, VIT_207s0031g02850.5, VIT_207s0031g02850.2, VIT_207s0031g02850.1, VIT_207s0031g02850.3
OG0006171	Dm_00000283-RA	VIT_217s0000g01080.1
OG0006172	Dm_00009718-RA	VIT_203s0091g00700.1, VIT_203s0091g00700.2
OG0006173	Dm_00002018-RA	VIT_214s0036g01030.2, VIT_214s0036g01030.1
OG0006175	Dm_00011264-RA	VIT_210s0042g01230.1
OG0006175	Dm_00007568-RA, Dm_00000617-RA	VIT_212s0034g01840.1
OG0006176	Dm_00008819-RA	VIT_217s0000g09980.1
OG0006177	Dm_00003435-RA	VIT_203s0038g00760.1
OG0006178	Dm_00007569-RA	VIT_214s0060g01740.1, VIT_214s0060g01740.2, VIT_214s0060g01740.3
OG0006179	Dm_00003459-RA	VIT_218s0001g07660.4, VIT_218s0001g07660.6, VIT_218s0001g07660.2, VIT_218s0001g07660.3, VIT_218s0001g07660.5, VIT_218s0001g07660.7, VIT_218s0001g07660.1
OG0006180	Dm_00003672-RA	VIT_216s0098g01650.1, VIT_216s0098g01650.2, VIT_216s0098g01650.4, VIT_216s0098g01650.5, VIT_216s0098g01650.3
OG0006181	Dm_00013853-RA	VIT_200s0125g00260.6, VIT_200s0125g00260.5, VIT_200s0125g00260.4, VIT_200s0125g00260.3, VIT_200s0125g00260.7, VIT_200s0125g00260.2, VIT_200s0125g00260.1
OG0006182	Dm_00002357-RA	VIT_218s0001g09170.2, VIT_218s0001g09170.1
OG0006183	Dm_00009903-RA	VIT_201s0010g03940.2, VIT_201s0010g03940.1, VIT_201s0010g03940.3
OG0006184	Dm_00014088-RA	VIT_205s0020g03060.1
OG0006185	Dm_00011745-RA, Dm_00016490-RA, Dm_00013877-RA	VIT_217s0000g02750.1
OG0006186	Dm_00016436-RA	VIT_217s0000g01010.1, VIT_217s0000g01070.1
OG0006187	Dm_00014141-RA, Dm_00014321-RA, Dm_00008215-RA	VIT_210s0042g00170.1
OG0006188	Dm_00007794-RA	VIT_201s0011g04670.4, VIT_201s0011g04670.3, VIT_201s0011g04670.1, VIT_201s0011g04670.2
OG0006189	Dm_00017060-RA, Dm_00017061-RA	VIT_209s0018g01180.2, VIT_209s0018g01180.1
OG0006190	Dm_00007222-RA	VIT_216s0039g00280.2, VIT_216s0039g00280.1
OG0006192	Dm_00000497-RA	VIT_211s0016g00100.1, VIT_211s0016g00100.2, VIT_211s0016g00100.3, VIT_211s0016g00100.6, VIT_211s0016g00100.5, VIT_211s0016g00100.4
OG0006193	Dm_00006385-RA	VIT_206s0004g00450.2, VIT_206s0004g00450.1
OG0006194	Dm_00010773-RA	VIT_214s0108g00940.6, VIT_214s0108g00940.4, VIT_214s0108g00940.3, VIT_214s0108g00940.1, VIT_214s0108g00940.5, VIT_214s0108g00940.2
OG0006196	Dm_00009675-RA	VIT_214s0006g02720.1, VIT_214s0006g02720.3, VIT_214s0006g02720.2
OG0006197	Dm_00011325-RA	VIT_201s0026g00720.1
OG0006198	Dm_00008429-RA	VIT_201s0011g06260.3, VIT_201s0011g06260.2, VIT_201s0011g06260.1
OG0006200	Dm_00005203-RA	VIT_214s0066g01700.1
OG0006201	Dm_00011392-RA, Dm_00016551-RA	VIT_202s0012g01320.1
OG0006202	Dm_00007303-RA, Dm_00002848-RA	VIT_204s0079g00760.2, VIT_204s0079g00760.1
OG0006203	Dm_00020507-RA, Dm_00010472-RA	VIT_212s0057g00670.3, VIT_212s0057g00670.2, VIT_212s0057g00670.1, VIT_212s0057g00670.5, VIT_212s0057g00670.4
OG0006204	Dm_00015859-RA	VIT_201s0011g01080.5, VIT_201s0011g01080.6, VIT_201s0011g01080.3, VIT_201s0011g01080.2, VIT_201s0011g01080.1, VIT_201s0011g01080.4
OG0006205	Dm_00010321-RA	VIT_201s0010g00460.1
OG0006207	Dm_00009850-RA, Dm_00009851-RA	VIT_217s0000g03610.1, VIT_217s0000g03610.2
OG0006209	Dm_00002189-RA	VIT_217s0000g06680.1, VIT_217s0000g06680.2, VIT_201s0010g00510.1
OG0006210	Dm_00020381-RA	VIT_201s0137g00220.2, VIT_201s0137g00220.7
OG0006211	Dm_00013706-RA	VIT_217s0000g05510.1
OG0006212	Dm_00008091-RA	VIT_201s0011g03930.1
OG0006213	Dm_00011994-RA	VIT_217s0000g02010.1
OG0006215	Dm_00007413-RA	VIT_212s0057g01340.2, VIT_212s0057g01340.1
OG0006216	Dm_00021041-RA	VIT_217s0000g07200.2, VIT_217s0000g07210.1, VIT_217s0000g07200.1
OG0006217	Dm_00019102-RA	VIT_209s0002g07070.1
OG0006218	Dm_00009902-RA, Dm_00014505-RA	VIT_201s0010g00820.1
OG0006219	Dm_00006507-RA	VIT_215s0046g01740.5, VIT_215s0046g01740.1, VIT_215s0046g01740.3, VIT_215s0046g01740.2, VIT_215s0046g01740.4
OG0006220	Dm_00009367-RA	VIT_201s0026g00230.2, VIT_201s0026g00230.3, VIT_201s0026g00230.1
OG0006221	Dm_00017787-RA	VIT_201s0026g00190.1
OG0006222	Dm_00015451-RA, Dm_00013408-RA	VIT_208s0007g08830.1
OG0006225	Dm_00008094-RA	VIT_214s0006g02690.1
OG0006225	Dm_00008093-RA	VIT_214s0006g02690.2
OG0006226	Dm_00009136-RA	VIT_200s0220g00010.1, VIT_200s0220g00010.2, VIT_200s0220g00010.4, VIT_200s0220g00010.3
OG0006227	Dm_00003280-RA	VIT_217s0000g08520.4, VIT_217s0000g08520.3, VIT_217s0000g08520.1, VIT_217s0000g08520.5, VIT_217s0000g08520.2
OG0006228	Dm_00017499-RA	VIT_212s0057g01530.1
OG0006230	Dm_00003193-RA	VIT_201s0011g05370.1
OG0006231	Dm_00003197-RA, Dm_00000398-RA	VIT_201s0011g05330.4, VIT_201s0011g05330.3
OG0006232	Dm_00006162-RA	VIT_200s0174g00200.1, VIT_200s0174g00200.3, VIT_200s0174g00200.4, VIT_200s0174g00200.2
OG0006233	Dm_00007159-RA	VIT_217s0000g04670.1
OG0006234	Dm_00006917-RA	VIT_214s0083g00440.2, VIT_214s0083g00440.3, VIT_214s0083g00440.1
OG0006235	Dm_00003380-RA	VIT_208s0007g04980.1
OG0006238	Dm_00016898-RA	VIT_201s0127g00500.2, VIT_201s0127g00500.1
OG0006239	Dm_00018318-RA	VIT_219s0027g00600.4, VIT_219s0027g00600.2, VIT_219s0027g00600.1, VIT_219s0027g00600.3
OG0006240	Dm_00001988-RA	VIT_208s0007g07610.3, VIT_208s0007g07610.1, VIT_208s0007g07610.2
OG0006241	Dm_00008701-RA	VIT_218s0001g04540.1, VIT_218s0001g04540.2
OG0006242	Dm_00018557-RA	VIT_213s0019g03660.1
OG0006243	Dm_00002177-RA	VIT_217s0000g06590.1
OG0006244	Dm_00012763-RA	VIT_214s0066g00410.4, VIT_214s0066g00410.2, VIT_214s0066g00410.1, VIT_214s0066g00410.3
OG0006245	Dm_00003175-RA	VIT_201s0011g00450.2, VIT_201s0011g00450.1, VIT_201s0011g00450.3, VIT_201s0011g00450.4, VIT_201s0011g00450.6, VIT_201s0011g00450.5
OG0006246	Dm_00004752-RA, Dm_00010770-RA	VIT_217s0000g06000.1
OG0006247	Dm_00009956-RA	VIT_217s0000g03430.1
OG0006250	Dm_00011026-RA, Dm_00002694-RA	VIT_216s0013g00130.1, VIT_216s0013g00130.2, VIT_216s0013g00130.5, VIT_216s0013g00130.4, VIT_216s0013g00130.3
OG0006251	Dm_00006556-RA	VIT_217s0000g07730.1
OG0006252	Dm_00008719-RA	VIT_214s0006g02940.1, VIT_214s0006g02930.1, VIT_210s0003g05120.1, VIT_201s0011g02870.5, VIT_201s0011g02870.4, VIT_201s0011g02870.6, VIT_201s0011g02870.3, VIT_201s0011g02870.2, VIT_201s0011g02870.1
OG0006253	Dm_00016418-RA	VIT_207s0031g02330.1, VIT_207s0031g02330.2, VIT_207s0130g00490.1, VIT_207s0130g00490.2
OG0006254	Dm_00003261-RA	VIT_201s0150g00180.2, VIT_201s0150g00180.1
OG0006255	Dm_00020857-RA	VIT_202s0012g01280.1
OG0006260	Dm_00008428-RA	VIT_201s0011g06250.2, VIT_201s0011g06250.1, VIT_201s0011g06250.3, VIT_201s0011g06250.4
OG0006261	Dm_00019385-RA	VIT_205s0020g00790.1
OG0006262	Dm_00018389-RA	VIT_205s0051g00330.2, VIT_205s0051g00330.3, VIT_205s0051g00330.1, VIT_205s0051g00330.4
OG0006263	Dm_00000411-RA	VIT_216s0098g00580.2, VIT_216s0098g00580.3, VIT_216s0098g00580.1
OG0006265	Dm_00004957-RA	VIT_203s0038g00160.3, VIT_203s0038g00160.1, VIT_203s0038g00160.6, VIT_203s0038g00160.7, VIT_203s0038g00160.2, VIT_203s0038g00160.5, VIT_203s0038g00160.4
