Orthogroup	D_muscipula.proteins	S_lycopersicum.proteins
OG0004255	Dm_00007550-RA	Solyc12g096050.2.1, Solyc08g005410.3.1
OG0004259	Dm_00018430-RA	Solyc05g009320.3.1, Solyc03g119530.3.1, Solyc02g085910.3.1
OG0004260	Dm_00001708-RA	Solyc05g009310.3.1, Solyc04g007210.3.1
OG0004261	Dm_00005015-RA	Solyc02g062350.3.1
OG0004262	Dm_00003324-RA, Dm_00008787-RA	Solyc03g112830.3.1
OG0004263	Dm_00006641-RA	Solyc03g013630.3.1, Solyc02g067060.3.1, Solyc02g088630.3.1
OG0004264	Dm_00006180-RA	Solyc03g118950.2.1, Solyc03g118943.1.1
OG0004265	Dm_00010229-RA	Solyc02g081910.2.1
OG0004266	Dm_00013900-RA	Solyc05g005650.2.1
OG0004267	Dm_00012565-RA	Solyc05g005710.3.1, Solyc04g026030.3.1
OG0004268	Dm_00012167-RA	Solyc08g005130.1.1
OG0004269	Dm_00014587-RA	Solyc03g115370.3.1, Solyc12g039180.2.1
OG0004270	Dm_00009090-RA	Solyc03g113790.3.1
OG0004271	Dm_00011333-RA	Solyc08g074960.3.1
OG0004272	Dm_00017000-RA	Solyc04g039730.3.1, Solyc05g005140.3.1
OG0004274	Dm_00000237-RA	Solyc03g097140.3.1
OG0004279	Dm_00018539-RA, Dm_00007070-RA, Dm_00010438-RA	Solyc05g053700.2.1
OG0004280	Dm_00009162-RA	Solyc01g009480.3.1, Solyc01g009500.3.1, Solyc06g074330.3.1
OG0004281	Dm_00002513-RA	Solyc03g117510.3.1
OG0004294	Dm_00000855-RA	Solyc05g051790.3.1, Solyc03g025570.2.1, Solyc05g053510.2.1
OG0004296	Dm_00009907-RA	Solyc09g074510.3.1
OG0004297	Dm_00004363-RA	Solyc09g075800.3.1
OG0004298	Dm_00004008-RA	Solyc03g007680.3.1
OG0004300	Dm_00001724-RA	Solyc01g108330.2.1
OG0004301	Dm_00014937-RA, Dm_00020469-RA, Dm_00010102-RA	Solyc09g091260.3.1, Solyc12g098100.2.1
OG0004302	Dm_00019389-RA	Solyc01g080340.3.1
OG0004302	Dm_00018143-RA	Solyc09g074060.3.1
OG0004303	Dm_00005990-RA, Dm_00005989-RA	Solyc08g080920.3.1, Solyc12g056270.2.1
OG0004305	Dm_00000613-RA	Solyc01g099745.1.1
OG0004306	Dm_00010306-RA	Solyc06g082920.3.1, Solyc07g006480.3.1
OG0004307	Dm_00012453-RA, Dm_00018693-RA	Solyc09g090940.3.1
OG0004308	Dm_00009967-RA	Solyc01g067380.3.1, Solyc06g054550.3.1
OG0004309	Dm_00017742-RA, Dm_00008408-RA	Solyc01g065560.3.1
OG0004310	Dm_00012318-RA	Solyc10g085600.2.1
OG0004311	Dm_00000960-RA	Solyc11g007010.2.1
OG0004312	Dm_00018427-RA, Dm_00002931-RA, Dm_00018304-RA	Solyc10g079830.2.1
OG0004313	Dm_00002634-RA	Solyc08g075260.1.1, Solyc08g075250.1.1, Solyc08g075240.3.1, Solyc08g075270.1.1, Solyc08g005630.3.1
OG0004314	Dm_00008605-RA	Solyc01g111060.3.1
OG0004315	Dm_00013606-RA	Solyc04g074910.3.1, Solyc04g074900.3.1, Solyc01g066840.3.1
OG0004316	Dm_00001179-RA	Solyc04g016490.3.1
OG0004317	Dm_00012610-RA	Solyc06g009130.3.1
OG0004318	Dm_00009297-RA	Solyc04g063290.3.1, Solyc04g074300.3.1
OG0004320	Dm_00000580-RA	Solyc01g099090.3.1
OG0004322	Dm_00004544-RA	Solyc01g110510.3.1, Solyc01g110500.3.1
OG0004323	Dm_00015626-RA	Solyc09g090140.3.1
OG0004325	Dm_00000538-RA, Dm_00013156-RA	Solyc05g055880.3.1, Solyc09g083080.3.1
OG0004326	Dm_00002930-RA	Solyc09g065120.3.1
OG0004327	Dm_00002479-RA	Solyc09g065110.3.1
OG0004328	Dm_00019038-RA	Solyc10g047210.1.1
OG0004329	Dm_00003127-RA, Dm_00001275-RA	Solyc12g020050.2.1
OG0004330	Dm_00003237-RA, Dm_00004196-RA	Solyc01g096050.3.1, Solyc05g050560.1.1
OG0004331	Dm_00010644-RA	Solyc01g066510.2.1, Solyc01g066515.1.1
OG0004334	Dm_00011028-RA	Solyc02g081700.1.1
OG0004335	Dm_00009527-RA	Solyc01g088090.3.1
OG0004336	Dm_00008762-RA	Solyc11g066740.2.1
OG0004338	Dm_00019383-RA, Dm_00002978-RA	Solyc07g043360.1.1, Solyc06g073300.1.1
OG0004339	Dm_00009165-RA	Solyc06g083810.3.1, Solyc09g090310.2.1
OG0004340	Dm_00009117-RA	Solyc09g005740.2.1, Solyc10g085900.2.1
OG0004341	Dm_00014596-RA	Solyc09g011310.3.1, Solyc10g084920.2.1
OG0004343	Dm_00009074-RA	Solyc11g068830.2.1
OG0004344	Dm_00007113-RA	Solyc11g062430.2.1, Solyc01g008840.3.1
OG0004345	Dm_00008127-RA, Dm_00002985-RA	Solyc09g098240.3.1
OG0004346	Dm_00003393-RA	Solyc04g078770.3.1
OG0004347	Dm_00010946-RA, Dm_00014771-RA	Solyc09g011040.1.1
OG0004348	Dm_00013128-RA, Dm_00001212-RA	Solyc04g056390.3.1, Solyc05g055760.3.1
OG0004349	Dm_00009324-RA	Solyc09g065940.3.1, Solyc01g099740.3.1
OG0004350	Dm_00020402-RA	Solyc02g050190.1.1
OG0004350	Dm_00011547-RA, Dm_00016465-RA	Solyc04g018147.1.1, Solyc03g065300.1.1, Solyc12g035300.1.1
OG0004352	Dm_00000811-RA	Solyc09g010130.3.1
OG0004354	Dm_00020676-RA	Solyc12g098530.2.1
OG0004355	Dm_00002454-RA, Dm_00002392-RA	Solyc11g008830.2.1, Solyc03g063140.3.1
OG0004356	Dm_00013067-RA	Solyc01g099485.1.1, Solyc01g099415.1.1, Solyc01g099460.2.1
OG0004359	Dm_00010528-RA, Dm_00013202-RA	Solyc01g096930.3.1
OG0004360	Dm_00017632-RA	Solyc01g096510.2.1
OG0004361	Dm_00006914-RA	Solyc09g059583.1.1, Solyc09g059600.3.1
OG0004362	Dm_00020973-RA	Solyc11g006450.2.1, Solyc04g009780.1.1, Solyc05g055140.1.1
OG0004362	Dm_00019292-RA	Solyc01g006910.3.1
OG0004363	Dm_00003338-RA	Solyc08g068013.1.1
OG0004364	Dm_00001169-RA	Solyc04g017690.3.1, Solyc10g079820.2.1
OG0004366	Dm_00009544-RA	Solyc09g015660.3.1, Solyc09g090370.3.1
OG0004367	Dm_00013142-RA, Dm_00020072-RA	Solyc11g068650.2.1
OG0004368	Dm_00012172-RA, Dm_00016026-RA	Solyc10g079010.2.1
OG0004370	Dm_00001282-RA	Solyc10g080760.2.1
OG0004371	Dm_00013515-RA	Solyc02g093120.3.1
OG0004372	Dm_00012405-RA	Solyc02g091560.3.1
OG0004373	Dm_00013031-RA, Dm_00014286-RA	Solyc04g078940.3.1
OG0004375	Dm_00016284-RA	Solyc02g083520.2.1, Solyc02g061990.3.1
OG0004376	Dm_00008306-RA	Solyc01g103750.3.1
OG0004377	Dm_00003216-RA	Solyc02g090570.3.1
OG0004378	Dm_00003491-RA	Solyc01g107510.3.1
OG0004379	Dm_00002491-RA	Solyc04g076910.3.1
OG0004381	Dm_00004878-RA	Solyc01g109630.3.1
OG0004382	Dm_00001912-RA	Solyc05g056320.3.1
OG0004383	Dm_00010454-RA	Solyc02g084620.3.1, Solyc07g032510.3.1
OG0004384	Dm_00014237-RA, Dm_00005316-RA	Solyc09g082660.3.1
OG0004387	Dm_00016553-RA	Solyc01g106190.3.1
OG0004389	Dm_00002266-RA, Dm_00009805-RA	Solyc03g032100.2.1, Solyc02g082570.2.1
OG0004390	Dm_00009004-RA	Solyc04g051370.3.1, Solyc04g012040.3.1
OG0004391	Dm_00010806-RA	Solyc11g065210.3.1, Solyc01g068240.3.1
OG0004394	Dm_00008708-RA	Solyc11g010600.2.1
OG0004395	Dm_00018439-RA	Solyc05g051860.3.1, Solyc04g054760.3.1, Solyc12g056950.2.1, Solyc04g072780.3.1
OG0004397	Dm_00017916-RA	Solyc04g054475.1.1
OG0004398	Dm_00002756-RA	Solyc02g090260.2.1
OG0004399	Dm_00001870-RA	Solyc12g032950.2.1
OG0004400	Dm_00002754-RA, Dm_00001074-RA	Solyc02g090220.3.1, Solyc02g065290.1.1
OG0004401	Dm_00012042-RA, Dm_00012041-RA	Solyc07g017293.1.1
OG0004403	Dm_00009325-RA	Solyc06g073230.3.1
OG0004404	Dm_00017321-RA	Solyc03g083310.3.1
OG0004405	Dm_00012025-RA	Solyc11g020590.2.1
OG0004406	Dm_00003242-RA	Solyc01g103920.3.1, Solyc10g044520.2.1, Solyc10g075160.1.1
OG0004407	Dm_00013375-RA	Solyc08g023640.1.1
OG0004408	Dm_00011824-RA	Solyc01g068260.3.1
OG0004408	Dm_00011825-RA	Solyc01g068263.1.1
OG0004410	Dm_00003390-RA	Solyc12g088810.2.1, Solyc01g104990.3.1
OG0004411	Dm_00012864-RA, Dm_00012865-RA	Solyc12g095920.2.1
OG0004412	Dm_00018552-RA	Solyc08g007190.3.1, Solyc08g077960.3.1, Solyc06g060940.2.1
OG0004413	Dm_00018688-RA, Dm_00019618-RA	Solyc07g062070.3.1
OG0004414	Dm_00000087-RA, Dm_00019934-RA	Solyc08g067245.1.1
OG0004415	Dm_00012383-RA	Solyc02g085730.3.1
OG0004416	Dm_00010001-RA	Solyc07g056030.3.1
OG0004417	Dm_00009642-RA, Dm_00005444-RA	Solyc07g063330.3.1, Solyc10g006890.3.1
OG0004418	Dm_00012386-RA	Solyc10g005580.3.1, Solyc07g066520.3.1
OG0004419	Dm_00005922-RA	Solyc06g082990.3.1
OG0004421	Dm_00013395-RA	Solyc03g005100.3.1, Solyc02g093790.3.1, Solyc05g014320.3.1
OG0004422	Dm_00016858-RA	Solyc07g064570.3.1
OG0004423	Dm_00003156-RA	Solyc07g053970.3.1
OG0004426	Dm_00003307-RA, Dm_00002960-RA	Solyc03g025440.3.1, Solyc06g036060.3.1
OG0004427	Dm_00005497-RA, Dm_00003082-RA	Solyc06g035870.3.1, Solyc03g025950.3.1
OG0004428	Dm_00014513-RA	Solyc12g055970.2.1, Solyc08g082250.3.1
OG0004429	Dm_00009092-RA, Dm_00014772-RA	Solyc08g077520.3.1
OG0004430	Dm_00020616-RA	Solyc03g120450.3.1
OG0004431	Dm_00002055-RA	Solyc03g007920.3.1, Solyc03g007900.3.1
OG0004432	Dm_00001021-RA	Solyc12g009260.2.1, Solyc03g122120.3.1
OG0004433	Dm_00021062-RA	Solyc03g120710.2.1
OG0004434	Dm_00006607-RA	Solyc12g049580.2.1
OG0004435	Dm_00003018-RA	Solyc12g008930.2.1
OG0004436	Dm_00006205-RA, Dm_00006228-RA	Solyc08g062660.3.1
OG0004437	Dm_00000078-RA	Solyc07g008280.3.1
OG0004438	Dm_00013628-RA, Dm_00000645-RA	Solyc08g068330.3.1
OG0004439	Dm_00001854-RA	Solyc05g012270.3.1
OG0004440	Dm_00009415-RA	Solyc11g070110.2.1, Solyc08g065890.3.1
OG0004441	Dm_00017378-RA	Solyc08g081170.3.1
OG0004442	Dm_00010706-RA, Dm_00002057-RA	Solyc03g007995.1.1, Solyc06g036250.1.1
OG0004444	Dm_00002154-RA, Dm_00004926-RA	Solyc03g117020.3.1
OG0004445	Dm_00007188-RA	Solyc07g017250.3.1
OG0004446	Dm_00010767-RA, Dm_00004750-RA	Solyc01g010540.3.1, Solyc01g010580.3.1
OG0004447	Dm_00000750-RA	Solyc02g014520.3.1
OG0004448	Dm_00020502-RA	Solyc01g095800.3.1
OG0004449	Dm_00018834-RA	Solyc06g034150.3.1
OG0004450	Dm_00006714-RA, Dm_00002247-RA	Solyc02g069980.3.1
OG0004451	Dm_00012908-RA	Solyc12g049230.2.1
OG0004452	Dm_00002246-RA	Solyc07g018090.3.1
OG0004453	Dm_00014777-RA	Solyc04g016380.3.1
OG0004454	Dm_00016072-RA, Dm_00000395-RA	Solyc09g010210.3.1
OG0004455	Dm_00013878-RA	Solyc08g083240.3.1, Solyc10g005000.3.1
OG0004456	Dm_00004112-RA	Solyc01g090860.3.1
OG0004457	Dm_00020192-RA	Solyc02g081840.3.1
OG0004458	Dm_00006486-RA	Solyc12g042840.2.1, Solyc03g116530.3.1
OG0004459	Dm_00018049-RA	Solyc08g083030.3.1
OG0004460	Dm_00000631-RA	Solyc08g067870.2.1
OG0004461	Dm_00014240-RA	Solyc03g120010.3.1
OG0004463	Dm_00008007-RA	Solyc06g060550.3.1, Solyc08g007510.3.1
OG0004466	Dm_00016183-RA	Solyc12g100070.2.1
OG0004467	Dm_00020739-RA	Solyc03g121840.3.1
OG0004468	Dm_00016052-RA	Solyc03g093140.3.1, Solyc06g034290.3.1
OG0004469	Dm_00010703-RA	Solyc12g055720.2.1, Solyc03g123740.3.1, Solyc06g063150.3.1
OG0004470	Dm_00009042-RA	Solyc03g121500.3.1
OG0004471	Dm_00014103-RA, Dm_00011504-RA	Solyc07g005320.3.1
OG0004472	Dm_00012975-RA	Solyc06g065700.3.1
OG0004474	Dm_00007097-RA, Dm_00004874-RA	Solyc01g109680.3.1
OG0004475	Dm_00010833-RA	Solyc09g009180.3.1
OG0004476	Dm_00009509-RA	Solyc11g007840.2.1
OG0004477	Dm_00010542-RA	Solyc12g011430.2.1, Solyc07g061960.3.1
OG0004478	Dm_00003850-RA	Solyc03g006330.3.1, Solyc02g077850.3.1
OG0004479	Dm_00012356-RA	Solyc04g082980.2.1
OG0004480	Dm_00008219-RA	Solyc06g075540.3.1
OG0004481	Dm_00014243-RA, Dm_00001465-RA	Solyc10g008540.3.1, Solyc02g078720.3.1, Solyc03g006590.3.1
OG0004483	Dm_00013747-RA	Solyc06g076410.3.1
OG0004484	Dm_00001906-RA	Solyc10g005750.3.1
OG0004485	Dm_00012956-RA	Solyc11g066660.2.1
OG0004486	Dm_00006690-RA	Solyc09g008100.3.1
OG0004487	Dm_00000308-RA	Solyc08g082760.3.1, Solyc08g008420.3.1, Solyc06g071890.3.1
OG0004489	Dm_00002493-RA	Solyc07g017660.2.1
OG0004492	Dm_00017294-RA	Solyc05g015530.3.1
OG0004493	Dm_00007876-RA, Dm_00011075-RA	Solyc01g086980.3.1
OG0004494	Dm_00013985-RA, Dm_00007213-RA	Solyc02g080470.3.1
OG0004495	Dm_00014919-RA	Solyc04g081430.3.1
OG0004496	Dm_00010146-RA, Dm_00016293-RA	Solyc07g053990.3.1, Solyc10g008340.3.1
OG0004497	Dm_00007281-RA	Solyc11g065920.2.1, Solyc11g065930.2.1
OG0004498	Dm_00001880-RA	Solyc01g086750.3.1
OG0004499	Dm_00020594-RA, Dm_00000325-RA	Solyc07g056390.3.1
OG0004500	Dm_00004307-RA	Solyc11g073190.2.1, Solyc06g005290.3.1
OG0004501	Dm_00003643-RA	Solyc06g074690.3.1
OG0004502	Dm_00011901-RA	Solyc01g057000.3.1
OG0004503	Dm_00019086-RA	Solyc11g007610.2.1
OG0004504	Dm_00009411-RA	Solyc08g080220.2.1
OG0004505	Dm_00007537-RA, Dm_00008184-RA	Solyc02g080570.3.1
OG0004506	Dm_00018069-RA	Solyc06g009690.2.1
OG0004507	Dm_00018507-RA, Dm_00016878-RA	Solyc02g068240.3.1
OG0004508	Dm_00020382-RA	Solyc07g047670.3.1
OG0004509	Dm_00008847-RA	Solyc10g078320.2.1
OG0004510	Dm_00006919-RA, Dm_00020335-RA	Solyc09g059510.3.1
OG0004511	Dm_00019536-RA	Solyc11g010730.2.1, Solyc04g014410.3.1
OG0004512	Dm_00007716-RA	Solyc12g089280.2.1, Solyc04g081280.3.1
OG0004514	Dm_00003363-RA	Solyc02g090070.3.1
OG0004515	Dm_00001222-RA	Solyc05g055810.3.1
OG0004516	Dm_00007809-RA	Solyc04g063360.3.1
OG0004517	Dm_00000423-RA	Solyc06g073680.3.1
OG0004518	Dm_00019769-RA	Solyc12g049280.2.1
OG0004519	Dm_00017693-RA	Solyc05g053555.1.1
OG0004519	Dm_00006999-RA	Solyc03g118060.3.1, Solyc03g118050.3.1
OG0004520	Dm_00002508-RA, Dm_00018267-RA	Solyc02g032330.3.1
OG0004521	Dm_00001359-RA, Dm_00003023-RA, Dm_00003024-RA, Dm_00001360-RA	Solyc12g088330.1.1, Solyc04g077810.1.1
OG0004522	Dm_00010373-RA	Solyc01g094290.3.1
OG0004523	Dm_00005057-RA	Solyc10g012060.3.1, Solyc10g012050.3.1
OG0004525	Dm_00011814-RA	Solyc02g093210.3.1
OG0004526	Dm_00014551-RA	Solyc09g091050.3.1
OG0004528	Dm_00008326-RA, Dm_00003546-RA	Solyc09g090050.3.1, Solyc04g026315.1.1
OG0004530	Dm_00007965-RA	Solyc01g081297.1.1
OG0004532	Dm_00016049-RA	Solyc01g080850.3.1
OG0004535	Dm_00015001-RA, Dm_00010366-RA	Solyc07g005360.3.1, Solyc12g010200.2.1
OG0004536	Dm_00009183-RA	Solyc11g012950.2.1
OG0004537	Dm_00002604-RA	Solyc03g114050.3.1
OG0004538	Dm_00006669-RA	Solyc09g074970.3.1
OG0004539	Dm_00020678-RA	Solyc01g111040.3.1
OG0004541	Dm_00011696-RA	Solyc02g087330.3.1
OG0004542	Dm_00013272-RA	Solyc02g081680.3.1
OG0004543	Dm_00000664-RA	Solyc08g066030.3.1
OG0004544	Dm_00021005-RA, Dm_00006773-RA	Solyc03g078090.3.1, Solyc11g005750.2.1, Solyc03g078100.3.1, Solyc11g005770.2.1
OG0004545	Dm_00018348-RA	Solyc11g031950.1.1
OG0004545	Dm_00014859-RA	Solyc01g103360.3.1
OG0004546	Dm_00018646-RA, Dm_00017238-RA	Solyc01g111620.3.1, Solyc08g005980.3.1
OG0004548	Dm_00008639-RA	Solyc01g088550.3.1
OG0004549	Dm_00011842-RA	Solyc03g114940.3.1
OG0004550	Dm_00009964-RA	Solyc06g069370.3.1, Solyc03g114720.3.1
OG0004551	Dm_00013416-RA	Solyc01g005010.3.1
OG0004552	Dm_00005830-RA	Solyc04g049490.3.1
OG0004553	Dm_00005177-RA	Solyc06g071610.2.1, Solyc03g112540.3.1
OG0004554	Dm_00014052-RA	Solyc02g089263.1.1
OG0004555	Dm_00019549-RA, Dm_00016409-RA	Solyc06g070900.3.1, Solyc03g116320.3.1
OG0004556	Dm_00006750-RA	Solyc06g072380.3.1
OG0004557	Dm_00009852-RA	Solyc03g119440.3.1
OG0004558	Dm_00009757-RA, Dm_00009559-RA	Solyc01g090170.3.1, Solyc01g090140.2.1
OG0004559	Dm_00011807-RA	Solyc02g030095.1.1
OG0004560	Dm_00015841-RA	Solyc02g030170.3.1, Solyc02g069490.3.1
OG0004561	Dm_00008790-RA	Solyc06g071550.3.1
OG0004562	Dm_00012382-RA, Dm_00018751-RA	Solyc05g009720.3.1
OG0004563	Dm_00012905-RA, Dm_00018599-RA	Solyc09g018970.1.1, Solyc10g037850.1.1, Solyc06g072290.3.1, Solyc03g098450.3.1
OG0004564	Dm_00002167-RA	Solyc04g008680.3.1
OG0004565	Dm_00014184-RA	Solyc03g114820.3.1, Solyc06g069420.3.1
OG0004566	Dm_00007790-RA	Solyc05g009680.1.1
OG0004567	Dm_00008159-RA	Solyc10g007550.3.1
OG0004568	Dm_00012588-RA	Solyc03g005000.3.1, Solyc03g005015.1.1
OG0004569	Dm_00006657-RA	Solyc08g075490.3.1, Solyc08g075480.3.1
OG0004570	Dm_00012188-RA	Solyc08g016510.3.1, Solyc02g070510.3.1
OG0004571	Dm_00008794-RA	Solyc01g099300.3.1, Solyc06g071580.3.1
OG0004572	Dm_00006795-RA, Dm_00011822-RA	Solyc03g115050.3.1
OG0004573	Dm_00015498-RA	Solyc01g088820.2.1
OG0004574	Dm_00017566-RA, Dm_00006175-RA	Solyc08g075890.3.1, Solyc08g005470.3.1, Solyc08g067450.1.1
OG0004575	Dm_00000408-RA	Solyc03g096860.3.1
OG0004577	Dm_00016901-RA	Solyc06g066340.3.1, Solyc08g005260.2.1, Solyc08g076400.3.1
OG0004578	Dm_00018823-RA, Dm_00018003-RA, Dm_00014931-RA	Solyc03g121360.1.1, Solyc01g080363.1.1, Solyc06g062510.3.1
OG0004580	Dm_00006497-RA	Solyc05g056310.3.1
OG0004581	Dm_00010387-RA, Dm_00010389-RA	Solyc06g065310.3.1
OG0004582	Dm_00019479-RA	Solyc02g091340.3.1
OG0004583	Dm_00004424-RA	Solyc03g119755.1.1
OG0004585	Dm_00013914-RA	Solyc02g067530.3.1
OG0004587	Dm_00004590-RA	Solyc02g014380.3.1
OG0004588	Dm_00000357-RA	Solyc11g011170.2.1
OG0004590	Dm_00005073-RA, Dm_00012193-RA	Solyc02g065680.3.1, Solyc02g089400.3.1
OG0004591	Dm_00003201-RA, Dm_00003274-RA	Solyc04g007730.3.1
OG0004592	Dm_00013666-RA	Solyc06g072110.3.1, Solyc03g019770.3.1
OG0004593	Dm_00015258-RA	Solyc05g015710.3.1
OG0004594	Dm_00000870-RA	Solyc08g078203.1.1
OG0004595	Dm_00008959-RA	Solyc08g076370.3.1
OG0004596	Dm_00011346-RA, Dm_00011347-RA	Solyc03g119650.3.1
OG0004599	Dm_00008845-RA, Dm_00004480-RA	Solyc10g078340.2.1
OG0004600	Dm_00000064-RA, Dm_00002535-RA	Solyc01g111820.2.1
OG0004601	Dm_00008843-RA	Solyc10g078900.2.1
OG0004605	Dm_00010085-RA	Solyc03g098500.3.1
OG0004606	Dm_00012732-RA	Solyc02g071370.1.1, Solyc08g062370.3.1, Solyc02g071390.1.1
OG0004622	Dm_00017924-RA, Dm_00014269-RA	Solyc10g078690.2.1
OG0004623	Dm_00014781-RA	Solyc04g005330.3.1
OG0004624	Dm_00016200-RA	Solyc04g051780.3.1
OG0004626	Dm_00001973-RA	Solyc04g051280.3.1
OG0004628	Dm_00014571-RA	Solyc08g076140.3.1, Solyc06g066310.3.1
OG0004629	Dm_00014290-RA, Dm_00009400-RA, Dm_00009401-RA, Dm_00014289-RA	Solyc01g086710.3.1
OG0004630	Dm_00000790-RA	Solyc09g009410.3.1, Solyc09g074400.3.1
OG0004633	Dm_00001938-RA	Solyc02g062110.3.1
OG0004634	Dm_00002742-RA	Solyc07g025210.2.1
OG0004635	Dm_00002783-RA	Solyc01g097320.3.1
OG0004636	Dm_00001149-RA	Solyc09g010150.3.1
OG0004638	Dm_00006522-RA	Solyc12g099670.1.1
OG0004639	Dm_00015080-RA, Dm_00017304-RA	Solyc12g009060.2.1
OG0004640	Dm_00013899-RA	Solyc11g006350.1.1
OG0004641	Dm_00012627-RA	Solyc05g013990.3.1
OG0004644	Dm_00005923-RA	Solyc06g083000.1.1, Solyc05g050750.1.1
OG0004645	Dm_00012417-RA, Dm_00003248-RA	Solyc03g097780.3.1
OG0004646	Dm_00001795-RA, Dm_00001638-RA	Solyc01g100110.3.1
OG0004649	Dm_00005260-RA	Solyc06g082200.3.1
OG0004650	Dm_00001207-RA, Dm_00009026-RA	Solyc05g056290.3.1
OG0004653	Dm_00011470-RA	Solyc11g064800.2.1
OG0004654	Dm_00009031-RA, Dm_00001210-RA	Solyc05g055790.3.1, Solyc04g056560.3.1
OG0004655	Dm_00013290-RA	Solyc01g102410.3.1
OG0004656	Dm_00008495-RA	Solyc04g009950.3.1
OG0004658	Dm_00000359-RA	Solyc12g019100.2.1
OG0004660	Dm_00009748-RA, Dm_00018549-RA	Solyc12g099900.1.1, Solyc01g008910.2.1
OG0004661	Dm_00008668-RA	Solyc09g025270.3.1
OG0004663	Dm_00001399-RA	Solyc09g010280.3.1
OG0004665	Dm_00011338-RA	Solyc10g080440.2.1
OG0004666	Dm_00009187-RA	Solyc06g075400.3.1, Solyc11g072530.2.1
OG0004667	Dm_00013594-RA	Solyc09g061310.3.1
OG0004668	Dm_00014665-RA	Solyc03g112530.3.1
OG0004670	Dm_00001552-RA	Solyc05g053690.2.1, Solyc09g091930.3.1
OG0004671	Dm_00020083-RA, Dm_00004358-RA	Solyc05g053300.3.1, Solyc12g099100.2.1
OG0004673	Dm_00002314-RA	Solyc06g068440.3.1, Solyc03g116910.3.1
OG0004674	Dm_00010681-RA, Dm_00017049-RA	Solyc06g075350.2.1
OG0004675	Dm_00002556-RA	Solyc09g092250.3.1
OG0004676	Dm_00011826-RA	Solyc09g074470.3.1
OG0004677	Dm_00004718-RA	Solyc06g036640.3.1
OG0004678	Dm_00007835-RA	Solyc08g074420.3.1
OG0004679	Dm_00013064-RA, Dm_00000600-RA	Solyc11g044430.1.1, Solyc01g099360.3.1
OG0004680	Dm_00000598-RA	Solyc02g078790.3.1
OG0004681	Dm_00009259-RA	Solyc01g111340.3.1, Solyc07g041170.2.1
OG0004682	Dm_00008309-RA	Solyc02g072105.1.1
OG0004683	Dm_00005612-RA	Solyc01g111550.3.1
OG0004684	Dm_00003806-RA, Dm_00001916-RA	Solyc01g105340.3.1
OG0004685	Dm_00009762-RA	Solyc01g109560.3.1, Solyc01g109570.3.1
OG0004686	Dm_00018904-RA	Solyc01g112310.3.1
OG0004687	Dm_00010453-RA	Solyc04g081000.3.1
OG0004688	Dm_00004859-RA	Solyc01g104950.3.1, Solyc10g047030.3.1
OG0004689	Dm_00002458-RA	Solyc06g073630.3.1
OG0004690	Dm_00011306-RA, Dm_00015526-RA	Solyc04g074980.3.1
OG0004691	Dm_00015739-RA	Solyc01g109470.3.1
OG0004692	Dm_00002239-RA	Solyc02g083260.3.1
OG0004693	Dm_00002621-RA	Solyc01g106270.1.1, Solyc01g106265.1.1, Solyc01g106253.1.1, Solyc01g106220.3.1
OG0004694	Dm_00017435-RA	Solyc11g009060.2.1
OG0004696	Dm_00011885-RA	Solyc03g026315.1.1
OG0004697	Dm_00007243-RA	Solyc06g059970.3.1
OG0004698	Dm_00006592-RA	Solyc02g092360.3.1
OG0004699	Dm_00008257-RA	Solyc01g107580.3.1
OG0004700	Dm_00015187-RA	Solyc07g006530.3.1
OG0004701	Dm_00000704-RA	Solyc02g077330.3.1
OG0004702	Dm_00015419-RA	Solyc11g008590.2.1
OG0004703	Dm_00008595-RA	Solyc01g106360.3.1, Solyc01g106350.3.1, Solyc01g106340.3.1, Solyc01g106330.3.1
OG0004704	Dm_00013940-RA	Solyc03g033535.1.1, Solyc03g033530.3.1
OG0004705	Dm_00007881-RA	Solyc04g073990.3.1, Solyc04g055170.3.1, Solyc05g051980.3.1
OG0004706	Dm_00008050-RA	Solyc04g082845.1.1, Solyc01g112320.3.1
OG0004707	Dm_00016007-RA	Solyc04g074670.3.1
OG0004708	Dm_00018525-RA	Solyc09g008120.3.1
OG0004709	Dm_00018959-RA	Solyc04g055010.3.1
OG0004711	Dm_00005016-RA	Solyc03g033620.3.1
OG0004712	Dm_00016544-RA	Solyc05g009030.3.1
OG0004713	Dm_00020147-RA	Solyc10g055390.2.1, Solyc01g111350.3.1
OG0004714	Dm_00011416-RA, Dm_00017410-RA	Solyc07g064840.2.1
OG0004715	Dm_00020656-RA	Solyc04g074830.1.1
OG0004716	Dm_00016252-RA	Solyc02g064710.3.1
OG0004717	Dm_00006600-RA	Solyc02g092470.3.1, Solyc03g044060.3.1
OG0004718	Dm_00012517-RA, Dm_00000574-RA	Solyc11g069000.2.1
OG0004719	Dm_00000008-RA	Solyc10g074820.1.1
OG0004722	Dm_00011382-RA	Solyc10g006140.3.1
OG0004724	Dm_00006811-RA	Solyc08g065480.3.1, Solyc10g084140.2.1, Solyc08g065630.2.1
OG0004725	Dm_00003318-RA	Solyc07g056520.3.1
OG0004726	Dm_00000711-RA	Solyc02g077540.3.1, Solyc03g006290.3.1, Solyc02g077550.3.1
OG0004727	Dm_00004885-RA	Solyc12g005930.2.1, Solyc07g049580.3.1
OG0004728	Dm_00013490-RA	Solyc04g011350.3.1, Solyc05g054640.3.1
