Orthogroup	D_muscipula.proteins	D_spatulata.proteins
OG0005043	Dm_00006586-RA, Dm_00018835-RA	Ds_00002730-RA
OG0005045	Dm_00001778-RA	Ds_00002057-RA
OG0005046	Dm_00009056-RA	Ds_00012762-RA
OG0005047	Dm_00001621-RA	Ds_00003920-RA, Ds_00017574-RA
OG0005049	Dm_00005045-RA	Ds_00010946-RA
OG0005050	Dm_00013483-RA	Ds_00005043-RA
OG0005051	Dm_00020096-RA, Dm_00005771-RA	Ds_00010048-RA
OG0005053	Dm_00019216-RA	Ds_00007643-RA
OG0005054	Dm_00017540-RA	Ds_00013611-RA, Ds_00016134-RA
OG0005055	Dm_00010807-RA	Ds_00016041-RA
OG0005056	Dm_00002407-RA	Ds_00009445-RA
OG0005061	Dm_00006724-RA	Ds_00011117-RA
OG0005062	Dm_00013453-RA, Dm_00007713-RA	Ds_00002012-RA, Ds_00010275-RA
OG0005064	Dm_00010017-RA, Dm_00019457-RA	Ds_00007432-RA
OG0005065	Dm_00001500-RA	Ds_00004921-RA
OG0005067	Dm_00001550-RA, Dm_00002569-RA	Ds_00005534-RA, Ds_00009332-RA
OG0005068	Dm_00002197-RA, Dm_00011190-RA	Ds_00014940-RA
OG0005069	Dm_00001643-RA	Ds_00017370-RA
OG0005070	Dm_00015514-RA	Ds_00018069-RA, Ds_00010883-RA, Ds_00004388-RA
OG0005071	Dm_00004490-RA	Ds_00006659-RA, Ds_00006660-RA, Ds_00006662-RA, Ds_00006663-RA, Ds_00016756-RA
OG0005072	Dm_00000804-RA, Dm_00000805-RA	Ds_00015554-RA
OG0005073	Dm_00004776-RA	Ds_00014712-RA
OG0005073	Dm_00015161-RA	Ds_00016779-RA
OG0005074	Dm_00018933-RA	Ds_00004971-RA
OG0005075	Dm_00005803-RA	Ds_00015270-RA
OG0005076	Dm_00004089-RA	Ds_00015945-RA
OG0005077	Dm_00001397-RA	Ds_00015794-RA
OG0005078	Dm_00003696-RA	Ds_00000980-RA
OG0005080	Dm_00015685-RA	Ds_00000956-RA
OG0005081	Dm_00010101-RA	Ds_00007058-RA
OG0005082	Dm_00000046-RA	Ds_00014314-RA
OG0005084	Dm_00012117-RA	Ds_00002563-RA
OG0005085	Dm_00002174-RA, Dm_00011566-RA	Ds_00010555-RA
OG0005086	Dm_00013974-RA	Ds_00009391-RA
OG0005091	Dm_00018609-RA	Ds_00013414-RA
OG0005092	Dm_00001146-RA, Dm_00002723-RA	Ds_00015743-RA
OG0005094	Dm_00012085-RA	Ds_00001515-RA
OG0005095	Dm_00010649-RA	Ds_00001185-RA
OG0005096	Dm_00008689-RA	Ds_00008196-RA
OG0005097	Dm_00005084-RA	Ds_00001409-RA
OG0005098	Dm_00008665-RA	Ds_00005982-RA
OG0005099	Dm_00012733-RA	Ds_00015164-RA
OG0005099	Dm_00014813-RA	Ds_00017837-RA
OG0005100	Dm_00005010-RA	Ds_00014493-RA
OG0005101	Dm_00009997-RA	Ds_00014482-RA, Ds_00014495-RA, Ds_00014500-RA
OG0005103	Dm_00002031-RA	Ds_00006136-RA
OG0005105	Dm_00008561-RA	Ds_00000541-RA, Ds_00000543-RA
OG0005107	Dm_00001263-RA	Ds_00011979-RA
OG0005108	Dm_00002424-RA, Dm_00001143-RA	Ds_00007884-RA
OG0005109	Dm_00002203-RA	Ds_00006636-RA
OG0005110	Dm_00020560-RA, Dm_00002278-RA	Ds_00001873-RA, Ds_00014008-RA
OG0005112	Dm_00015795-RA, Dm_00020553-RA	Ds_00008427-RA
OG0005114	Dm_00013696-RA	Ds_00000044-RA
OG0005115	Dm_00002835-RA	Ds_00006520-RA
OG0005116	Dm_00020378-RA, Dm_00019968-RA	Ds_00000183-RA
OG0005118	Dm_00005614-RA	Ds_00013011-RA
OG0005118	Dm_00009734-RA	Ds_00013583-RA
OG0005119	Dm_00007652-RA, Dm_00006273-RA	Ds_00002912-RA
OG0005120	Dm_00010776-RA, Dm_00018875-RA	Ds_00014026-RA
OG0005121	Dm_00006268-RA	Ds_00013648-RA
OG0005122	Dm_00017995-RA	Ds_00007540-RA
OG0005125	Dm_00016274-RA	Ds_00002238-RA
OG0005127	Dm_00013296-RA	Ds_00000019-RA
OG0005128	Dm_00012609-RA	Ds_00003387-RA
OG0005129	Dm_00011938-RA	Ds_00012164-RA
OG0005130	Dm_00017543-RA	Ds_00002663-RA
OG0005131	Dm_00016853-RA, Dm_00007778-RA	Ds_00000367-RA
OG0005132	Dm_00003362-RA	Ds_00006796-RA
OG0005133	Dm_00001091-RA	Ds_00006799-RA
OG0005134	Dm_00006301-RA	Ds_00012219-RA
OG0005135	Dm_00007899-RA	Ds_00003612-RA
OG0005136	Dm_00001114-RA	Ds_00001127-RA, Ds_00007761-RA
OG0005137	Dm_00007436-RA	Ds_00012215-RA
OG0005138	Dm_00008628-RA	Ds_00016533-RA
OG0005139	Dm_00000765-RA	Ds_00007975-RA
OG0005140	Dm_00012712-RA	Ds_00001787-RA
OG0005141	Dm_00015512-RA, Dm_00002444-RA	Ds_00010431-RA
OG0005145	Dm_00018175-RA	Ds_00005309-RA
OG0005148	Dm_00010336-RA, Dm_00005008-RA	Ds_00007215-RA, Ds_00011474-RA, Ds_00007216-RA
OG0005149	Dm_00004142-RA	Ds_00002653-RA
OG0005152	Dm_00005220-RA	Ds_00013302-RA
OG0005153	Dm_00006147-RA, Dm_00014334-RA	Ds_00010652-RA
OG0005154	Dm_00012507-RA, Dm_00006728-RA	Ds_00017529-RA, Ds_00007218-RA
OG0005156	Dm_00012241-RA	Ds_00015655-RA
OG0005157	Dm_00000648-RA	Ds_00009936-RA
OG0005158	Dm_00000862-RA	Ds_00011755-RA
OG0005160	Dm_00006761-RA	Ds_00005312-RA
OG0005161	Dm_00000630-RA	Ds_00014271-RA
OG0005162	Dm_00001338-RA	Ds_00010176-RA
OG0005163	Dm_00020240-RA	Ds_00008797-RA
OG0005164	Dm_00013658-RA, Dm_00007087-RA	Ds_00000734-RA
OG0005167	Dm_00002089-RA	Ds_00001362-RA
OG0005167	Dm_00000896-RA	Ds_00014624-RA
OG0005169	Dm_00008457-RA	Ds_00004227-RA
OG0005170	Dm_00013319-RA	Ds_00004612-RA
OG0005171	Dm_00021059-RA, Dm_00003616-RA, Dm_00000080-RA	Ds_00015730-RA
OG0005172	Dm_00014053-RA, Dm_00014556-RA	Ds_00003573-RA
OG0005173	Dm_00004533-RA	Ds_00012897-RA
OG0005175	Dm_00016228-RA	Ds_00007247-RA
OG0005176	Dm_00007317-RA	Ds_00009869-RA, Ds_00009870-RA, Ds_00016439-RA, Ds_00017628-RA
OG0005177	Dm_00008170-RA	Ds_00004214-RA
OG0005178	Dm_00013840-RA, Dm_00020239-RA	Ds_00008796-RA
OG0005179	Dm_00008635-RA	Ds_00008930-RA, Ds_00008929-RA
OG0005179	Dm_00003111-RA	Ds_00008674-RA
OG0005180	Dm_00008987-RA	Ds_00004589-RA
OG0005182	Dm_00006531-RA	Ds_00010638-RA
OG0005183	Dm_00014331-RA	Ds_00005080-RA
OG0005184	Dm_00017940-RA	Ds_00016625-RA
OG0005186	Dm_00008780-RA	Ds_00003382-RA
OG0005187	Dm_00000217-RA	Ds_00008647-RA
OG0005188	Dm_00001066-RA	Ds_00007270-RA
OG0005189	Dm_00018188-RA	Ds_00002365-RA
OG0005190	Dm_00010921-RA	Ds_00008047-RA
OG0005191	Dm_00007503-RA	Ds_00000695-RA
OG0005192	Dm_00015351-RA	Ds_00017756-RA
OG0005193	Dm_00013583-RA, Dm_00013582-RA, Dm_00015747-RA	Ds_00002113-RA, Ds_00007734-RA
OG0005194	Dm_00001254-RA	Ds_00017977-RA
OG0005196	Dm_00012995-RA	Ds_00000704-RA
OG0005197	Dm_00005664-RA	Ds_00017950-RA
OG0005198	Dm_00000401-RA	Ds_00007660-RA
OG0005199	Dm_00017716-RA	Ds_00003461-RA
OG0005200	Dm_00007842-RA	Ds_00009637-RA
OG0005201	Dm_00014204-RA	Ds_00015099-RA
OG0005202	Dm_00016996-RA	Ds_00007619-RA
OG0005203	Dm_00005162-RA	Ds_00015853-RA
OG0005204	Dm_00002507-RA, Dm_00019101-RA	Ds_00000653-RA
OG0005205	Dm_00011853-RA, Dm_00015946-RA	Ds_00003560-RA, Ds_00016476-RA
OG0005206	Dm_00006487-RA	Ds_00000678-RA
OG0005207	Dm_00009979-RA, Dm_00018176-RA	Ds_00004597-RA, Ds_00003570-RA
OG0005209	Dm_00010204-RA	Ds_00012782-RA
OG0005210	Dm_00014621-RA, Dm_00001005-RA	Ds_00016456-RA
OG0005211	Dm_00016220-RA	Ds_00007187-RA
OG0005211	Dm_00020497-RA	Ds_00009678-RA
OG0005212	Dm_00005501-RA, Dm_00007698-RA, Dm_00005503-RA	Ds_00012051-RA
OG0005213	Dm_00015162-RA	Ds_00002374-RA
OG0005214	Dm_00007316-RA	Ds_00017345-RA
OG0005216	Dm_00016708-RA	Ds_00002346-RA
OG0005217	Dm_00011369-RA	Ds_00002099-RA
OG0005218	Dm_00015633-RA	Ds_00010434-RA
OG0005219	Dm_00019432-RA	Ds_00011451-RA
OG0005220	Dm_00010048-RA	Ds_00012814-RA
OG0005220	Dm_00014195-RA	Ds_00002380-RA
OG0005222	Dm_00014402-RA	Ds_00009935-RA, Ds_00014592-RA
OG0005223	Dm_00005931-RA	Ds_00009364-RA, Ds_00012649-RA
OG0005224	Dm_00018975-RA	Ds_00010280-RA
OG0005225	Dm_00016480-RA	Ds_00005208-RA, Ds_00004110-RA
OG0005226	Dm_00016546-RA	Ds_00016115-RA
OG0005227	Dm_00013039-RA	Ds_00007418-RA
OG0005228	Dm_00006576-RA	Ds_00014828-RA
OG0005231	Dm_00006352-RA	Ds_00010143-RA
OG0005232	Dm_00006776-RA	Ds_00004438-RA
OG0005233	Dm_00011934-RA	Ds_00016726-RA
OG0005234	Dm_00008672-RA	Ds_00013446-RA
OG0005235	Dm_00008604-RA, Dm_00017584-RA	Ds_00011232-RA
OG0005237	Dm_00006712-RA	Ds_00010493-RA
OG0005238	Dm_00005032-RA	Ds_00006262-RA, Ds_00006162-RA
OG0005240	Dm_00014598-RA, Dm_00011574-RA	Ds_00014894-RA
OG0005241	Dm_00004602-RA	Ds_00012270-RA
OG0005242	Dm_00019525-RA	Ds_00009581-RA
OG0005243	Dm_00000843-RA	Ds_00011727-RA
OG0005244	Dm_00007351-RA, Dm_00006601-RA	Ds_00008263-RA
OG0005245	Dm_00007975-RA	Ds_00014334-RA
OG0005246	Dm_00008314-RA	Ds_00014824-RA
OG0005247	Dm_00004309-RA	Ds_00014721-RA
OG0005249	Dm_00010044-RA, Dm_00010032-RA	Ds_00007415-RA
OG0005250	Dm_00002229-RA	Ds_00006804-RA
OG0005252	Dm_00010239-RA	Ds_00005237-RA
OG0005253	Dm_00002973-RA	Ds_00008184-RA
OG0005254	Dm_00004477-RA	Ds_00012657-RA
OG0005254	Dm_00008848-RA	Ds_00009373-RA
OG0005255	Dm_00014945-RA	Ds_00017456-RA
OG0005256	Dm_00000314-RA, Dm_00006909-RA	Ds_00009706-RA
OG0005257	Dm_00006042-RA	Ds_00001732-RA
OG0005258	Dm_00009753-RA	Ds_00000826-RA
OG0005260	Dm_00012249-RA	Ds_00001978-RA
OG0005262	Dm_00014663-RA	Ds_00001131-RA
OG0005263	Dm_00009604-RA, Dm_00018579-RA	Ds_00006044-RA
OG0005264	Dm_00010721-RA	Ds_00004476-RA
OG0005266	Dm_00017667-RA	Ds_00015261-RA
OG0005267	Dm_00008831-RA	Ds_00009370-RA
OG0005268	Dm_00003418-RA	Ds_00012644-RA
OG0005269	Dm_00017886-RA	Ds_00015600-RA
OG0005270	Dm_00014671-RA	Ds_00004752-RA
OG0005272	Dm_00002132-RA	Ds_00002049-RA, Ds_00002047-RA
OG0005272	Dm_00002130-RA	Ds_00011770-RA
OG0005273	Dm_00000022-RA	Ds_00006833-RA
OG0005274	Dm_00003171-RA	Ds_00010507-RA
OG0005275	Dm_00018443-RA	Ds_00006885-RA
OG0005276	Dm_00018391-RA, Dm_00020418-RA	Ds_00002684-RA
OG0005277	Dm_00015237-RA	Ds_00016676-RA, Ds_00016675-RA, Ds_00010945-RA
OG0005278	Dm_00011420-RA	Ds_00007620-RA
OG0005279	Dm_00018264-RA	Ds_00000913-RA
OG0005280	Dm_00012718-RA, Dm_00019634-RA	Ds_00002386-RA
OG0005281	Dm_00010876-RA	Ds_00005093-RA, Ds_00013827-RA
OG0005282	Dm_00005816-RA	Ds_00010707-RA
OG0005283	Dm_00011675-RA, Dm_00008445-RA	Ds_00008073-RA
OG0005285	Dm_00010299-RA	Ds_00000026-RA
OG0005286	Dm_00019055-RA	Ds_00006561-RA
OG0005287	Dm_00001559-RA	Ds_00004595-RA
OG0005288	Dm_00012315-RA	Ds_00007816-RA
OG0005289	Dm_00006508-RA	Ds_00008378-RA
OG0005291	Dm_00010183-RA	Ds_00002874-RA
OG0005292	Dm_00004205-RA	Ds_00002856-RA
OG0005293	Dm_00008179-RA	Ds_00012584-RA
OG0005294	Dm_00006758-RA	Ds_00004979-RA, Ds_00004985-RA
OG0005295	Dm_00002897-RA	Ds_00007725-RA
OG0005296	Dm_00001523-RA	Ds_00017631-RA
OG0005297	Dm_00013281-RA	Ds_00003162-RA
OG0005298	Dm_00020400-RA, Dm_00019620-RA	Ds_00003078-RA
OG0005299	Dm_00006810-RA	Ds_00012475-RA
OG0005300	Dm_00003562-RA	Ds_00002845-RA
OG0005301	Dm_00012505-RA	Ds_00011899-RA
OG0005302	Dm_00018142-RA	Ds_00010882-RA
OG0005303	Dm_00007562-RA, Dm_00000609-RA	Ds_00003888-RA, Ds_00006328-RA
OG0005304	Dm_00016448-RA	Ds_00004309-RA
OG0005305	Dm_00011600-RA	Ds_00003254-RA
OG0005307	Dm_00007496-RA	Ds_00008620-RA
OG0005308	Dm_00008296-RA	Ds_00014089-RA
OG0005310	Dm_00008242-RA	Ds_00005085-RA
OG0005312	Dm_00011812-RA	Ds_00007130-RA, Ds_00007601-RA
OG0005313	Dm_00009806-RA	Ds_00016708-RA, Ds_00001432-RA
OG0005314	Dm_00008840-RA, Dm_00008839-RA	Ds_00010756-RA
OG0005315	Dm_00005808-RA	Ds_00016561-RA
OG0005316	Dm_00008037-RA	Ds_00003932-RA
OG0005317	Dm_00008133-RA	Ds_00006116-RA
OG0005318	Dm_00013144-RA	Ds_00010155-RA
OG0005318	Dm_00005041-RA	Ds_00001096-RA
OG0005320	Dm_00010872-RA	Ds_00010558-RA
OG0005320	Dm_00008682-RA	Ds_00008444-RA
OG0005321	Dm_00011293-RA	Ds_00015256-RA
OG0005322	Dm_00012628-RA	Ds_00013499-RA
OG0005325	Dm_00014242-RA	Ds_00011394-RA
OG0005326	Dm_00013575-RA	Ds_00008173-RA
OG0005328	Dm_00014203-RA	Ds_00000161-RA
OG0005329	Dm_00011655-RA	Ds_00009948-RA
OG0005330	Dm_00006770-RA	Ds_00008466-RA
OG0005331	Dm_00000211-RA	Ds_00007672-RA, Ds_00008644-RA
OG0005332	Dm_00003179-RA	Ds_00010502-RA
OG0005333	Dm_00001340-RA	Ds_00001218-RA
OG0005333	Dm_00008085-RA	Ds_00010174-RA
OG0005334	Dm_00007074-RA	Ds_00010634-RA
OG0005335	Dm_00009356-RA	Ds_00016110-RA
OG0005336	Dm_00005667-RA	Ds_00017781-RA
OG0005337	Dm_00003191-RA, Dm_00003190-RA, Dm_00000396-RA	Ds_00005925-RA, Ds_00013224-RA
OG0005338	Dm_00012479-RA	Ds_00003734-RA
OG0005341	Dm_00006589-RA	Ds_00007389-RA
OG0005342	Dm_00003651-RA	Ds_00015455-RA
OG0005343	Dm_00011287-RA	Ds_00004840-RA
OG0005344	Dm_00000997-RA, Dm_00007320-RA	Ds_00016452-RA
OG0005345	Dm_00002775-RA, Dm_00001614-RA	Ds_00005878-RA
OG0005348	Dm_00016664-RA	Ds_00010587-RA
OG0005349	Dm_00009464-RA, Dm_00019752-RA, Dm_00020054-RA	Ds_00008497-RA
OG0005350	Dm_00011756-RA, Dm_00013219-RA	Ds_00013120-RA
OG0005351	Dm_00000407-RA, Dm_00000223-RA	Ds_00007670-RA
OG0005353	Dm_00017521-RA	Ds_00015446-RA
OG0005354	Dm_00006443-RA, Dm_00005519-RA	Ds_00017448-RA
OG0005355	Dm_00017058-RA	Ds_00010583-RA
OG0005356	Dm_00015919-RA	Ds_00008112-RA
OG0005357	Dm_00011307-RA	Ds_00000999-RA
OG0005358	Dm_00010491-RA	Ds_00000405-RA
OG0005359	Dm_00001950-RA	Ds_00013223-RA
OG0005360	Dm_00003818-RA	Ds_00014120-RA
OG0005360	Dm_00003817-RA	Ds_00014121-RA
OG0005361	Dm_00011447-RA	Ds_00015249-RA
OG0005362	Dm_00009099-RA	Ds_00010700-RA
OG0005364	Dm_00017229-RA	Ds_00006050-RA
OG0005365	Dm_00005774-RA	Ds_00014737-RA
OG0005365	Dm_00010220-RA	Ds_00009057-RA
OG0005367	Dm_00017272-RA	Ds_00010655-RA
OG0005367	Dm_00016842-RA, Dm_00016830-RA, Dm_00016828-RA	Ds_00002207-RA, Ds_00002206-RA, Ds_00010661-RA, Ds_00010660-RA
OG0005369	Dm_00013652-RA	Ds_00002879-RA
OG0005372	Dm_00008510-RA	Ds_00012504-RA
OG0005377	Dm_00005304-RA, Dm_00007827-RA	Ds_00006064-RA
OG0005379	Dm_00008564-RA, Dm_00016947-RA, Dm_00010950-RA, Dm_00009574-RA, Dm_00008563-RA, Dm_00016948-RA, Dm_00010520-RA	Ds_00016699-RA, Ds_00014349-RA, Ds_00016770-RA
OG0005395	Dm_00003944-RA	Ds_00010166-RA
OG0005396	Dm_00011056-RA	Ds_00015590-RA
OG0005399	Dm_00017743-RA	Ds_00014994-RA
OG0005400	Dm_00018483-RA	Ds_00006017-RA
OG0005401	Dm_00006199-RA	Ds_00008259-RA
OG0005401	Dm_00005270-RA	Ds_00006388-RA
OG0005402	Dm_00001291-RA	Ds_00000858-RA
OG0005402	Dm_00011768-RA	Ds_00005779-RA
OG0005403	Dm_00001626-RA	Ds_00006344-RA
OG0005404	Dm_00011419-RA	Ds_00001117-RA
OG0005405	Dm_00001822-RA	Ds_00017952-RA
OG0005406	Dm_00002418-RA	Ds_00006761-RA
OG0005407	Dm_00020461-RA	Ds_00003643-RA
OG0005408	Dm_00019114-RA	Ds_00004991-RA
OG0005409	Dm_00007378-RA	Ds_00013957-RA
OG0005410	Dm_00020513-RA	Ds_00015388-RA, Ds_00002732-RA
OG0005411	Dm_00003622-RA	Ds_00015359-RA
OG0005412	Dm_00005250-RA	Ds_00011458-RA
OG0005413	Dm_00010238-RA	Ds_00005855-RA
OG0005414	Dm_00016535-RA	Ds_00010715-RA
OG0005416	Dm_00008512-RA	Ds_00015120-RA
OG0005417	Dm_00015751-RA, Dm_00000618-RA, Dm_00012940-RA	Ds_00011578-RA, Ds_00003666-RA
OG0005418	Dm_00006159-RA	Ds_00008275-RA
OG0005419	Dm_00010476-RA	Ds_00004072-RA
OG0005420	Dm_00001201-RA	Ds_00005727-RA
OG0005421	Dm_00008439-RA	Ds_00003950-RA, Ds_00014438-RA
OG0005422	Dm_00005769-RA	Ds_00014733-RA
OG0005423	Dm_00007902-RA	Ds_00005002-RA
OG0005424	Dm_00002909-RA	Ds_00015645-RA
OG0005424	Dm_00006756-RA	Ds_00004987-RA
OG0005425	Dm_00000021-RA	Ds_00015985-RA
OG0005426	Dm_00000038-RA, Dm_00001586-RA	Ds_00006846-RA
OG0005427	Dm_00014225-RA	Ds_00012470-RA
OG0005428	Dm_00003943-RA	Ds_00015700-RA
OG0005429	Dm_00011189-RA, Dm_00002196-RA	Ds_00013924-RA
OG0005430	Dm_00012160-RA	Ds_00000271-RA
OG0005431	Dm_00016568-RA	Ds_00016064-RA
OG0005431	Dm_00008922-RA	Ds_00016066-RA
OG0005432	Dm_00003871-RA, Dm_00017694-RA	Ds_00015684-RA
OG0005433	Dm_00006311-RA	Ds_00005005-RA
OG0005434	Dm_00009591-RA	Ds_00014659-RA
OG0005436	Dm_00000837-RA	Ds_00010685-RA
OG0005437	Dm_00013597-RA	Ds_00006904-RA, Ds_00006310-RA
OG0005438	Dm_00000806-RA	Ds_00015789-RA
OG0005439	Dm_00017921-RA	Ds_00016495-RA
OG0005441	Dm_00018324-RA	Ds_00012986-RA
OG0005442	Dm_00008272-RA	Ds_00010024-RA
OG0005443	Dm_00005216-RA	Ds_00015609-RA
OG0005444	Dm_00008653-RA, Dm_00002473-RA	Ds_00014161-RA
OG0005445	Dm_00012232-RA	Ds_00014233-RA
OG0005447	Dm_00001783-RA	Ds_00002062-RA, Ds_00008729-RA
OG0005448	Dm_00018194-RA	Ds_00008691-RA
OG0005449	Dm_00014604-RA	Ds_00004631-RA
OG0005450	Dm_00012269-RA	Ds_00014557-RA
OG0005451	Dm_00008339-RA	Ds_00002072-RA, Ds_00008721-RA
OG0005453	Dm_00014001-RA	Ds_00011036-RA
OG0005454	Dm_00003500-RA	Ds_00006961-RA, Ds_00006146-RA
OG0005455	Dm_00013760-RA	Ds_00002045-RA
OG0005457	Dm_00004663-RA	Ds_00006445-RA
OG0005458	Dm_00007055-RA	Ds_00011320-RA, Ds_00007166-RA
OG0005460	Dm_00013923-RA	Ds_00005101-RA
OG0005461	Dm_00002867-RA	Ds_00003419-RA
OG0005462	Dm_00019497-RA	Ds_00014864-RA
OG0005463	Dm_00018030-RA	Ds_00017307-RA
OG0005464	Dm_00006953-RA	Ds_00013885-RA
OG0005466	Dm_00013538-RA	Ds_00001086-RA
OG0005467	Dm_00004778-RA	Ds_00014710-RA
OG0005468	Dm_00006738-RA	Ds_00001510-RA
OG0005469	Dm_00000119-RA, Dm_00001235-RA	Ds_00014811-RA
OG0005470	Dm_00000203-RA	Ds_00007677-RA
OG0005471	Dm_00000508-RA	Ds_00004144-RA
OG0005472	Dm_00015112-RA	Ds_00004855-RA
OG0005473	Dm_00010958-RA	Ds_00003454-RA
OG0005475	Dm_00014252-RA, Dm_00009487-RA	Ds_00016554-RA
OG0005476	Dm_00011831-RA	Ds_00001625-RA, Ds_00012523-RA
OG0005476	Dm_00019829-RA	Ds_00003542-RA
OG0005479	Dm_00013569-RA	Ds_00008195-RA
OG0005480	Dm_00016461-RA	Ds_00015649-RA
OG0005482	Dm_00020036-RA, Dm_00009612-RA	Ds_00014779-RA
OG0005483	Dm_00001889-RA	Ds_00004943-RA, Ds_00001685-RA
OG0005484	Dm_00015966-RA	Ds_00011083-RA
OG0005484	Dm_00012809-RA	Ds_00004038-RA
OG0005485	Dm_00004346-RA	Ds_00001590-RA
OG0005486	Dm_00005335-RA	Ds_00005908-RA
OG0005487	Dm_00002702-RA	Ds_00002881-RA
OG0005488	Dm_00017088-RA	Ds_00012168-RA
OG0005490	Dm_00000446-RA, Dm_00003673-RA	Ds_00017645-RA
OG0005491	Dm_00006981-RA	Ds_00000045-RA, Ds_00013015-RA
OG0005492	Dm_00015357-RA	Ds_00006545-RA
OG0005493	Dm_00013841-RA	Ds_00013292-RA, Ds_00011004-RA
OG0005494	Dm_00017390-RA	Ds_00012774-RA
OG0005495	Dm_00017360-RA	Ds_00010903-RA, Ds_00011220-RA
OG0005496	Dm_00005926-RA	Ds_00014189-RA
OG0005497	Dm_00008921-RA	Ds_00015929-RA
OG0005498	Dm_00016317-RA	Ds_00003225-RA
OG0005499	Dm_00003483-RA	Ds_00000312-RA
OG0005500	Dm_00002351-RA, Dm_00008559-RA	Ds_00002533-RA, Ds_00000544-RA
OG0005501	Dm_00009184-RA	Ds_00003536-RA
OG0005502	Dm_00003370-RA	Ds_00006793-RA
OG0005503	Dm_00016503-RA	Ds_00009099-RA, Ds_00004256-RA
OG0005504	Dm_00004768-RA	Ds_00004181-RA, Ds_00002637-RA
OG0005505	Dm_00019579-RA	Ds_00016669-RA, Ds_00005493-RA
OG0005506	Dm_00009182-RA, Dm_00018312-RA	Ds_00003537-RA
OG0005507	Dm_00004264-RA	Ds_00002126-RA
OG0005508	Dm_00003025-RA	Ds_00000523-RA
OG0005509	Dm_00003543-RA	Ds_00014636-RA
OG0005510	Dm_00011983-RA	Ds_00011970-RA, Ds_00007483-RA
OG0005511	Dm_00018080-RA	Ds_00009401-RA
OG0005512	Dm_00003485-RA	Ds_00000310-RA
OG0005514	Dm_00018478-RA, Dm_00011397-RA	Ds_00014997-RA
OG0005515	Dm_00001258-RA, Dm_00019798-RA, Dm_00010383-RA, Dm_00001257-RA, Dm_00000143-RA	Ds_00011981-RA
OG0005516	Dm_00010555-RA	Ds_00010269-RA
OG0005517	Dm_00009537-RA	Ds_00010662-RA, Ds_00016311-RA
OG0005520	Dm_00006190-RA, Dm_00006585-RA	Ds_00008818-RA
OG0005522	Dm_00007573-RA	Ds_00012525-RA, Ds_00002866-RA
OG0005523	Dm_00008557-RA, Dm_00005968-RA	Ds_00004329-RA
OG0005525	Dm_00000715-RA	Ds_00011526-RA
OG0005526	Dm_00005719-RA, Dm_00005720-RA	Ds_00011927-RA
OG0005527	Dm_00001336-RA	Ds_00001216-RA
OG0005528	Dm_00011931-RA	Ds_00001988-RA
OG0005529	Dm_00006878-RA	Ds_00009529-RA
OG0005530	Dm_00006710-RA	Ds_00007929-RA
OG0005531	Dm_00009951-RA, Dm_00009952-RA	Ds_00009550-RA
OG0005532	Dm_00009190-RA	Ds_00012854-RA
OG0005533	Dm_00000701-RA	Ds_00000498-RA, Ds_00011513-RA
OG0005534	Dm_00005192-RA	Ds_00012245-RA
OG0005535	Dm_00001341-RA	Ds_00001219-RA
OG0005536	Dm_00004667-RA	Ds_00001765-RA
OG0005537	Dm_00012195-RA	Ds_00004295-RA
OG0005539	Dm_00019685-RA, Dm_00010197-RA	Ds_00017479-RA
OG0005541	Dm_00001952-RA	Ds_00008523-RA
OG0005542	Dm_00002624-RA, Dm_00002329-RA	Ds_00000650-RA
OG0005543	Dm_00017034-RA	Ds_00002582-RA
OG0005544	Dm_00005117-RA	Ds_00016986-RA
OG0005545	Dm_00001037-RA	Ds_00014792-RA
OG0005546	Dm_00005659-RA, Dm_00002486-RA	Ds_00008015-RA
OG0005548	Dm_00003676-RA, Dm_00000444-RA	Ds_00017689-RA
OG0005549	Dm_00002343-RA	Ds_00016056-RA
OG0005550	Dm_00004743-RA	Ds_00016861-RA
OG0005551	Dm_00004108-RA	Ds_00006366-RA
OG0005552	Dm_00017184-RA	Ds_00012845-RA, Ds_00013631-RA
OG0005553	Dm_00011064-RA	Ds_00000809-RA
OG0005554	Dm_00003657-RA	Ds_00002425-RA
OG0005556	Dm_00005206-RA	Ds_00005331-RA
OG0005557	Dm_00005785-RA	Ds_00000702-RA
OG0005558	Dm_00000902-RA	Ds_00017814-RA
OG0005558	Dm_00000901-RA	Ds_00017815-RA
OG0005560	Dm_00000999-RA	Ds_00017633-RA
OG0005562	Dm_00004575-RA	Ds_00015695-RA, Ds_00015694-RA, Ds_00012476-RA, Ds_00015696-RA
OG0005563	Dm_00003714-RA	Ds_00004970-RA
OG0005564	Dm_00013930-RA	Ds_00003421-RA
OG0005565	Dm_00017739-RA, Dm_00012089-RA	Ds_00000741-RA
OG0005566	Dm_00014935-RA, Dm_00013565-RA	Ds_00001322-RA, Ds_00002100-RA
OG0005567	Dm_00012311-RA	Ds_00000263-RA
OG0005568	Dm_00006464-RA	Ds_00003364-RA
OG0005569	Dm_00005617-RA	Ds_00007609-RA
OG0005570	Dm_00018920-RA	Ds_00002285-RA, Ds_00013921-RA
OG0005572	Dm_00012866-RA	Ds_00013076-RA
OG0005573	Dm_00001017-RA	Ds_00009855-RA
OG0005574	Dm_00009977-RA	Ds_00016496-RA
OG0005575	Dm_00013240-RA	Ds_00003428-RA
