Orthogroup	A_hypochondriacus.proteins	A_vesiculosa.proteins
OG0006979	AH010464-RA	Av_00021297-RA
OG0006981	AH006072-RA	Av_00000293-RA, Av_00007728-RA, Av_00000294-RA
OG0006983	AH015680-RA	Av_00013483-RA
OG0006984	AH008404-RA	Av_00004197-RA
OG0006985	AH005265-RA	Av_00024176-RA, Av_00021819-RA
OG0006986	AH018562-RA, AH003211-RA	Av_00021856-RA
OG0006987	AH020943-RA	Av_00001025-RA, Av_00011044-RA
OG0006988	AH002180-RA	Av_00007285-RA
OG0006989	AH010836-RA	Av_00016767-RA
OG0006990	AH023247-RA	Av_00020218-RA, Av_00012812-RA
OG0006991	AH008000-RA	Av_00000472-RA
OG0006992	AH005766-RA	Av_00007203-RA
OG0006993	AH005607-RA	Av_00014608-RA
OG0006994	AH020490-RA	Av_00013414-RA
OG0006995	AH002423-RA, AH000697-RA	Av_00015947-RA, Av_00011399-RA, Av_00004612-RA, Av_00004270-RA
OG0006997	AH019791-RA	Av_00013522-RA
OG0006998	AH003566-RA	Av_00013717-RA
OG0006999	AH003260-RA	Av_00011774-RA, Av_00006946-RA
OG0007000	AH019759-RA	Av_00004865-RA, Av_00012940-RA
OG0007002	AH001682-RA	Av_00012373-RA
OG0007003	AH019666-RA	Av_00019879-RA
OG0007005	AH000425-RA	Av_00021461-RA
OG0007006	AH009964-RA, AH008105-RA	Av_00022285-RA
OG0007007	AH014696-RA, AH009286-RA	Av_00018490-RA, Av_00018065-RA
OG0007009	AH010250-RA	Av_00018242-RA
OG0007010	AH014721-RA	Av_00018477-RA
OG0007012	AH022538-RA	Av_00019679-RA
OG0007013	AH008156-RA	Av_00003084-RA
OG0007014	AH021426-RA	Av_00006000-RA, Av_00005584-RA
OG0007016	AH020790-RA, AH014121-RA	Av_00012131-RA
OG0007017	AH015291-RA	Av_00021403-RA
OG0007018	AH014593-RA	Av_00008761-RA
OG0007019	AH014975-RA	Av_00005606-RA
OG0007020	AH009729-RA	Av_00003053-RA
OG0007022	AH014792-RA	Av_00007503-RA, Av_00003636-RA, Av_00008707-RA
OG0007024	AH009742-RA	Av_00003064-RA, Av_00002514-RA, Av_00002531-RA, Av_00002551-RA, Av_00015731-RA
OG0007025	AH008104-RA	Av_00007874-RA, Av_00000189-RA
OG0007027	AH003167-RA, AH018637-RA	Av_00010417-RA
OG0007028	AH021343-RA	Av_00010645-RA
OG0007029	AH021379-RA	Av_00017777-RA
OG0007031	AH017394-RA, AH002949-RA	Av_00010993-RA, Av_00017725-RA
OG0007032	AH018098-RA	Av_00007432-RA, Av_00003742-RA
OG0007034	AH017531-RA	Av_00013767-RA
OG0007035	AH015128-RA	Av_00007483-RA, Av_00003665-RA
OG0007036	AH021288-RA	Av_00015445-RA, Av_00020079-RA
OG0007037	AH021466-RA, AH014925-RA	Av_00005981-RA, Av_00014154-RA, Av_00010614-RA
OG0007038	AH014919-RA	Av_00003705-RA, Av_00003704-RA, Av_00007462-RA
OG0007039	AH021476-RA	Av_00005978-RA, Av_00005597-RA, Av_00022062-RA
OG0007040	AH000094-RA	Av_00019816-RA
OG0007041	AH000442-RA, AH001262-RA	Av_00004827-RA, Av_00020263-RA
OG0007042	AH021057-RA	Av_00023419-RA
OG0007043	AH018990-RA	Av_00001121-RA, Av_00020105-RA
OG0007044	AH014435-RA	Av_00018227-RA
OG0007045	AH011833-RA	Av_00009531-RA, Av_00018916-RA
OG0007046	AH010940-RA	Av_00011865-RA
OG0007047	AH013442-RA	Av_00022675-RA
OG0007048	AH015310-RA	Av_00008315-RA, Av_00013574-RA
OG0007049	AH001044-RA	Av_00016151-RA
OG0007050	AH013364-RA	Av_00023012-RA
OG0007051	AH017130-RA	Av_00019090-RA
OG0007053	AH022254-RA	Av_00016723-RA, Av_00018647-RA
OG0007054	AH020623-RA	Av_00019788-RA, Av_00020862-RA
OG0007055	AH019779-RA	Av_00009500-RA, Av_00018887-RA
OG0007057	AH018148-RA	Av_00003542-RA
OG0007058	AH009622-RA	Av_00008616-RA, Av_00014652-RA, Av_00013941-RA
OG0007059	AH010317-RA	Av_00018707-RA
OG0007060	AH014370-RA, AH021005-RA	Av_00017115-RA, Av_00001009-RA, Av_00018204-RA, Av_00012315-RA
OG0007062	AH014438-RA	Av_00006291-RA
OG0007064	AH023120-RA	Av_00003196-RA
OG0007065	AH013315-RA	Av_00022716-RA
OG0007066	AH021927-RA	Av_00001247-RA
OG0007067	AH014206-RA	Av_00004317-RA, Av_00004566-RA
OG0007068	AH013517-RA	Av_00022604-RA
OG0007069	AH014391-RA	Av_00001014-RA
OG0007070	AH018712-RA	Av_00024798-RA
OG0007071	AH008613-RA	Av_00001042-RA
OG0007072	AH011766-RA	Av_00002172-RA
OG0007073	AH011966-RA, AH019692-RA	Av_00019516-RA
OG0007074	AH020827-RA, AH015566-RA	Av_00012123-RA
OG0007075	AH002081-RA	Av_00015442-RA, Av_00004144-RA, Av_00004143-RA
OG0007076	AH009050-RA	Av_00011504-RA, Av_00000096-RA
OG0007077	AH000743-RA, AH002351-RA	Av_00018189-RA
OG0007078	AH023317-RA	Av_00018241-RA, Av_00004648-RA
OG0007079	AH018680-RA, AH003155-RA	Av_00014568-RA
OG0007080	AH020299-RA, AH006886-RA	Av_00006707-RA
OG0007081	AH003208-RA, AH018575-RA	Av_00010692-RA, Av_00003024-RA
OG0007082	AH019964-RA	Av_00000550-RA, Av_00000549-RA
OG0007083	AH018032-RA	Av_00024524-RA, Av_00010447-RA, Av_00014596-RA
OG0007084	AH007572-RA	Av_00008629-RA
OG0007085	AH012636-RA	Av_00020839-RA, Av_00024216-RA
OG0007086	AH013441-RA	Av_00017535-RA
OG0007087	AH023326-RA, AH023324-RA, AH023304-RA, AH009039-RA, AH016183-RA, AH023305-RA	Av_00010070-RA
OG0007088	AH018978-RA	Av_00012786-RA, Av_00006237-RA
OG0007089	AH016094-RA	Av_00008695-RA
OG0007090	AH011200-RA	Av_00004400-RA, Av_00023854-RA, Av_00017968-RA
OG0007091	AH002058-RA	Av_00018149-RA, Av_00006812-RA
OG0007092	AH014022-RA	Av_00005843-RA
OG0007093	AH014259-RA	Av_00016860-RA
OG0007094	AH011961-RA	Av_00001672-RA, Av_00009466-RA
OG0007095	AH009669-RA	Av_00000039-RA
OG0007096	AH023654-RA	Av_00017784-RA
OG0007097	AH019653-RA	Av_00009204-RA
OG0007098	AH001460-RA, AH001459-RA, AH001463-RA, AH001461-RA, AH017532-RA	Av_00023257-RA
OG0007099	AH014495-RA	Av_00019069-RA
OG0007101	AH015403-RA, AH019257-RA	Av_00018255-RA, Av_00004663-RA, Av_00012801-RA, Av_00020203-RA
OG0007102	AH015567-RA	Av_00012120-RA
OG0007103	AH019243-RA	Av_00018251-RA
OG0007104	AH018530-RA	Av_00018574-RA, Av_00010704-RA
OG0007105	AH020982-RA, AH020980-RA, AH014393-RA	Av_00017107-RA, Av_00018210-RA, Av_00001017-RA
OG0007106	AH018029-RA, AH011287-RA, AH011288-RA	Av_00024525-RA
OG0007107	AH000490-RA	Av_00022586-RA
OG0007109	AH023322-RA	Av_00021128-RA
OG0007110	AH010208-RA	Av_00000178-RA
OG0007111	AH014004-RA	Av_00021644-RA
OG0007112	AH011974-RA	Av_00009460-RA, Av_00001666-RA, Av_00024023-RA
OG0007113	AH016262-RA	Av_00014309-RA, Av_00010095-RA
OG0007115	AH013334-RA	Av_00022718-RA
OG0007116	AH003111-RA	Av_00020714-RA
OG0007117	AH023661-RA	Av_00010204-RA
OG0007118	AH007305-RA	Av_00015043-RA, Av_00009956-RA
OG0007119	AH000505-RA	Av_00008010-RA, Av_00004129-RA, Av_00021507-RA
OG0007120	AH009599-RA	Av_00010275-RA, Av_00017425-RA
OG0007121	AH016472-RA, AH022949-RA	Av_00015616-RA
OG0007122	AH003055-RA	Av_00006020-RA
OG0007125	AH020320-RA	Av_00014450-RA
OG0007126	AH023092-RA, AH023093-RA	Av_00005698-RA, Av_00017262-RA
OG0007128	AH009757-RA, AH009760-RA, AH008284-RA, AH009762-RA	Av_00000148-RA, Av_00011553-RA
OG0007131	AH018942-RA	Av_00010696-RA
OG0007133	AH012910-RA	Av_00004829-RA, Av_00003448-RA
OG0007134	AH004033-RA, AH005536-RA	Av_00002735-RA
OG0007135	AH012381-RA, AH019553-RA	Av_00010861-RA, Av_00020260-RA
OG0007136	AH008150-RA, AH009946-RA	Av_00003087-RA
OG0007137	AH021749-RA, AH021750-RA	Av_00020128-RA, Av_00016829-RA
OG0007138	AH023802-RA, AH022548-RA	Av_00006144-RA
OG0007139	AH020432-RA	Av_00022137-RA
OG0007141	AH015121-RA	Av_00008732-RA, Av_00022088-RA
OG0007143	AH020028-RA, AH020029-RA, AH008951-RA	Av_00018100-RA, Av_00018340-RA
OG0007144	AH012837-RA	Av_00021651-RA, Av_00013438-RA
OG0007145	AH005309-RA	Av_00021854-RA
OG0007146	AH020828-RA	Av_00015067-RA, Av_00006115-RA, Av_00015069-RA
OG0007147	AH002644-RA	Av_00005094-RA, Av_00015679-RA
OG0007149	AH013664-RA	Av_00024761-RA, Av_00006137-RA
OG0007150	AH021636-RA	Av_00014111-RA
OG0007151	AH021833-RA	Av_00018028-RA, Av_00010281-RA, Av_00002933-RA
OG0007152	AH001444-RA	Av_00008470-RA
OG0007153	AH022529-RA, AH013683-RA	Av_00013340-RA, Av_00008422-RA
OG0007154	AH016623-RA, AH022733-RA	Av_00012187-RA
OG0007155	AH014831-RA	Av_00017263-RA
OG0007156	AH023478-RA	Av_00008216-RA, Av_00004380-RA
OG0007157	AH023185-RA	Av_00005033-RA
OG0007158	AH001319-RA	Av_00004360-RA
OG0007159	AH000160-RA	Av_00006867-RA
OG0007160	AH000436-RA	Av_00013107-RA
OG0007161	AH019601-RA, AH012109-RA	Av_00010196-RA
OG0007162	AH023622-RA, AH003980-RA	Av_00023466-RA
OG0007163	AH015930-RA	Av_00004371-RA
OG0007164	AH000182-RA	Av_00004737-RA
OG0007165	AH001146-RA	Av_00004718-RA, Av_00016906-RA
OG0007166	AH000029-RA	Av_00013263-RA
OG0007167	AH007842-RA	Av_00014731-RA, Av_00000561-RA
OG0007168	AH006959-RA	Av_00013477-RA
OG0007169	AH012474-RA	Av_00010308-RA
OG0007171	AH023166-RA	Av_00001559-RA
OG0007172	AH010303-RA	Av_00019182-RA, Av_00019469-RA, Av_00000225-RA
OG0007175	AH020436-RA	Av_00023036-RA, Av_00013138-RA, Av_00021471-RA
OG0007177	AH002393-RA	Av_00012734-RA, Av_00013092-RA
OG0007178	AH000667-RA	Av_00008848-RA
OG0007179	AH006849-RA, AH020334-RA	Av_00014460-RA, Av_00024787-RA
OG0007180	AH021969-RA, AH012789-RA	Av_00012560-RA, Av_00002871-RA
OG0007181	AH021860-RA	Av_00022506-RA
OG0007182	AH009775-RA	Av_00002534-RA, Av_00015725-RA
OG0007183	AH007988-RA	Av_00012032-RA
OG0007184	AH015371-RA	Av_00005090-RA
OG0007185	AH013177-RA, AH021756-RA, AH012523-RA	Av_00002958-RA, Av_00018007-RA
OG0007186	AH021301-RA	Av_00020075-RA
OG0007187	AH000119-RA	Av_00016942-RA
OG0007188	AH021438-RA, AH014881-RA	Av_00005991-RA, Av_00005589-RA, Av_00014166-RA, Av_00010631-RA
OG0007189	AH021203-RA	Av_00024678-RA
OG0007190	AH018656-RA	Av_00006097-RA
OG0007191	AH022649-RA, AH013895-RA	Av_00021783-RA, Av_00021079-RA, Av_00008523-RA
OG0007192	AH015217-RA	Av_00000761-RA
OG0007193	AH015168-RA	Av_00003671-RA, Av_00008735-RA, Av_00022085-RA, Av_00010563-RA
OG0007194	AH015703-RA	Av_00012543-RA, Av_00002851-RA
OG0007195	AH021711-RA, AH012448-RA	Av_00002968-RA
OG0007196	AH006426-RA	Av_00000636-RA
OG0007197	AH021261-RA	Av_00019021-RA
OG0007198	AH008790-RA	Av_00003148-RA, Av_00014030-RA
OG0007199	AH011327-RA	Av_00023995-RA
OG0007200	AH003198-RA, AH018590-RA	Av_00003019-RA, Av_00005448-RA
OG0007201	AH013074-RA	Av_00022834-RA
OG0007202	AH000117-RA	Av_00010354-RA, Av_00003012-RA
OG0007203	AH017090-RA, AH015998-RA	Av_00008242-RA, Av_00001093-RA
OG0007204	AH001006-RA	Av_00019498-RA
OG0007205	AH000267-RA	Av_00017641-RA
OG0007206	AH017938-RA, AH002516-RA	Av_00001700-RA, Av_00017708-RA
OG0007207	AH007919-RA	Av_00019638-RA
OG0007208	AH016938-RA	Av_00010632-RA, Av_00014167-RA, Av_00007449-RA, Av_00003721-RA, Av_00008983-RA
OG0007209	AH000675-RA, AH000647-RA	Av_00004266-RA
OG0007210	AH011972-RA	Av_00001669-RA
OG0007211	AH000558-RA, AH001832-RA	Av_00024972-RA
OG0007212	AH017238-RA, AH006960-RA	Av_00009256-RA, Av_00011205-RA, Av_00013805-RA
OG0007213	AH012797-RA	Av_00018285-RA
OG0007214	AH008326-RA	Av_00019150-RA
OG0007215	AH003021-RA	Av_00011189-RA, Av_00013831-RA
OG0007216	AH003322-RA	Av_00014442-RA
OG0007217	AH007321-RA	Av_00003460-RA
OG0007218	AH003729-RA	Av_00017946-RA, Av_00002012-RA
OG0007219	AH007104-RA	Av_00014642-RA
OG0007220	AH019808-RA	Av_00002147-RA, Av_00009583-RA
OG0007221	AH006756-RA	Av_00021726-RA
OG0007224	AH005155-RA, AH004520-RA	Av_00004604-RA, Av_00004278-RA, Av_00007280-RA
OG0007226	AH006099-RA, AH006098-RA, AH005588-RA, AH005589-RA	Av_00015363-RA
OG0007227	AH015785-RA	Av_00014946-RA
OG0007228	AH005284-RA	Av_00001994-RA
OG0007229	AH004479-RA	Av_00007748-RA
OG0007230	AH008452-RA	Av_00017771-RA
OG0007231	AH017248-RA	Av_00011005-RA, Av_00008934-RA
OG0007232	AH022161-RA, AH012882-RA	Av_00019156-RA, Av_00001513-RA
OG0007233	AH005256-RA	Av_00023983-RA, Av_00011589-RA
OG0007234	AH005211-RA	Av_00000884-RA
OG0007235	AH006269-RA	Av_00002050-RA
OG0007237	AH002589-RA	Av_00002326-RA
OG0007238	AH001595-RA	Av_00009773-RA, Av_00008783-RA
OG0007239	AH005315-RA	Av_00021858-RA
OG0007240	AH014771-RA	Av_00022558-RA, Av_00021479-RA
OG0007241	AH016787-RA, AH023707-RA	Av_00009027-RA, Av_00021621-RA, Av_00019442-RA, Av_00012115-RA
OG0007242	AH004870-RA	Av_00007745-RA, Av_00000268-RA
OG0007243	AH011447-RA	Av_00020394-RA, Av_00011514-RA, Av_00008354-RA
OG0007244	AH007088-RA	Av_00021776-RA
OG0007245	AH020186-RA, AH007009-RA	Av_00023021-RA
OG0007246	AH017919-RA	Av_00001697-RA
OG0007247	AH005489-RA	Av_00006348-RA, Av_00007631-RA
OG0007248	AH005308-RA	Av_00007701-RA, Av_00000319-RA
OG0007249	AH013568-RA, AH022378-RA	Av_00001692-RA, Av_00011178-RA
OG0007250	AH007566-RA	Av_00016185-RA, Av_00006679-RA
OG0007251	AH008483-RA	Av_00008672-RA
OG0007252	AH009401-RA	Av_00008575-RA, Av_00024940-RA, Av_00003293-RA
OG0007253	AH016689-RA	Av_00009975-RA
OG0007254	AH008090-RA, AH017247-RA	Av_00009852-RA, Av_00011064-RA
OG0007255	AH018287-RA	Av_00006056-RA, Av_00005535-RA
OG0007256	AH003370-RA, AH006380-RA	Av_00024724-RA, Av_00011603-RA, Av_00024725-RA
OG0007257	AH017053-RA	Av_00008935-RA
OG0007258	AH017702-RA	Av_00010732-RA
OG0007259	AH013842-RA	Av_00008686-RA, Av_00003141-RA, Av_00014024-RA
OG0007260	AH013453-RA	Av_00010133-RA
OG0007260	AH015982-RA	Av_00003580-RA
OG0007261	AH004573-RA, AH005222-RA	Av_00012228-RA, Av_00021806-RA, Av_00005206-RA, Av_00002760-RA
OG0007263	AH008794-RA	Av_00003147-RA, Av_00014029-RA
OG0007267	AH009096-RA, AH015330-RA	Av_00021525-RA, Av_00023076-RA
OG0007269	AH010239-RA	Av_00012826-RA
OG0007270	AH016487-RA	Av_00024544-RA
OG0007272	AH017563-RA	Av_00012434-RA
OG0007273	AH015570-RA	Av_00012449-RA, Av_00009340-RA
OG0007274	AH001203-RA, AH001200-RA	Av_00010169-RA
OG0007276	AH020294-RA	Av_00016238-RA, Av_00001348-RA, Av_00015137-RA
OG0007277	AH002140-RA	Av_00002800-RA, Av_00019587-RA
OG0007278	AH015858-RA	Av_00014195-RA, Av_00010660-RA
OG0007280	AH015788-RA	Av_00022496-RA, Av_00022494-RA, Av_00022495-RA
OG0007281	AH007845-RA	Av_00001357-RA
OG0007282	AH020060-RA, AH011683-RA	Av_00009060-RA, Av_00015562-RA
OG0007283	AH001079-RA	Av_00019758-RA
OG0007284	AH001125-RA	Av_00020706-RA
OG0007286	AH019129-RA, AH015807-RA	Av_00005545-RA
OG0007288	AH005520-RA	Av_00007586-RA
OG0007289	AH020485-RA	Av_00017572-RA
OG0007290	AH001321-RA, AH016552-RA	Av_00015597-RA
OG0007292	AH010686-RA, AH007826-RA	Av_00001362-RA, Av_00015142-RA, Av_00016119-RA, Av_00016090-RA
OG0007293	AH017364-RA	Av_00017722-RA, Av_00010998-RA
OG0007294	AH016564-RA, AH022817-RA	Av_00005775-RA, Av_00012196-RA
OG0007295	AH019377-RA	Av_00005166-RA
OG0007296	AH019417-RA	Av_00002046-RA, Av_00013562-RA, Av_00001575-RA
OG0007297	AH011481-RA, AH011482-RA, AH018342-RA	Av_00018865-RA, Av_00024871-RA
OG0007298	AH010252-RA	Av_00015556-RA, Av_00022526-RA
OG0007299	AH001005-RA	Av_00012830-RA, Av_00019499-RA, Av_00023655-RA
OG0007300	AH004843-RA, AH004443-RA, AH004844-RA	Av_00021480-RA, Av_00022557-RA
OG0007301	AH002814-RA	Av_00009346-RA
OG0007302	AH001728-RA	Av_00024507-RA
OG0007306	AH010259-RA	Av_00011757-RA
OG0007307	AH001065-RA	Av_00010232-RA
OG0007308	AH011883-RA	Av_00017061-RA, Av_00013043-RA
OG0007309	AH023090-RA	Av_00002485-RA
OG0007310	AH004391-RA, AH005070-RA	Av_00006420-RA
OG0007311	AH004774-RA	Av_00020515-RA
OG0007312	AH016531-RA	Av_00019929-RA
OG0007313	AH022748-RA	Av_00015583-RA, Av_00009101-RA
OG0007314	AH005290-RA	Av_00011632-RA
OG0007315	AH004530-RA, AH005205-RA	Av_00010834-RA, Av_00003365-RA
OG0007316	AH014973-RA	Av_00002520-RA
OG0007317	AH005505-RA	Av_00003330-RA, Av_00007780-RA, Av_00000251-RA
OG0007318	AH008709-RA	Av_00008667-RA
OG0007320	AH011923-RA	Av_00009481-RA
OG0007321	AH020103-RA	Av_00002723-RA
OG0007322	AH004195-RA	Av_00007700-RA, Av_00000321-RA
OG0007324	AH016760-RA, AH007876-RA, AH008815-RA, AH004078-RA	Av_00003302-RA
OG0007325	AH014473-RA	Av_00005836-RA
OG0007327	AH004376-RA	Av_00007548-RA
OG0007328	AH004439-RA, AH004801-RA	Av_00005336-RA
OG0007329	AH005423-RA	Av_00011569-RA, Av_00020883-RA
OG0007330	AH011575-RA	Av_00019915-RA
OG0007332	AH006695-RA	Av_00023033-RA
OG0007334	AH019105-RA	Av_00012529-RA
OG0007335	AH022762-RA, AH016598-RA	Av_00009103-RA, Av_00015587-RA
OG0007337	AH003373-RA	Av_00011602-RA
OG0007338	AH022775-RA	Av_00024256-RA
OG0007340	AH012521-RA	Av_00010300-RA
OG0007342	AH015898-RA	Av_00008334-RA, Av_00008327-RA
OG0007343	AH009792-RA	Av_00021325-RA
OG0007348	AH007820-RA	Av_00016220-RA
OG0007349	AH004181-RA	Av_00003328-RA
OG0007377	AH020435-RA	Av_00016215-RA
OG0007378	AH003048-RA	Av_00023996-RA
OG0007380	AH012939-RA, AH022123-RA	Av_00003103-RA
OG0007383	AH020122-RA	Av_00000630-RA, Av_00023722-RA
OG0007384	AH023406-RA	Av_00007370-RA
OG0007385	AH006521-RA	Av_00023247-RA
OG0007387	AH017912-RA	Av_00008962-RA
OG0007388	AH017907-RA	Av_00001402-RA
OG0007390	AH007767-RA	Av_00016256-RA
OG0007391	AH015533-RA, AH015539-RA	Av_00015166-RA
OG0007392	AH011148-RA, AH007452-RA	Av_00006968-RA, Av_00014879-RA, Av_00008093-RA
OG0007393	AH010970-RA	Av_00014402-RA, Av_00001206-RA
OG0007394	AH000197-RA	Av_00012728-RA
OG0007396	AH007154-RA	Av_00001535-RA
OG0007397	AH011060-RA	Av_00011842-RA
OG0007398	AH016605-RA	Av_00010456-RA
OG0007399	AH019852-RA	Av_00000559-RA, Av_00014733-RA
OG0007400	AH023800-RA	Av_00015162-RA, Av_00016733-RA, Av_00021502-RA
OG0007402	AH020591-RA, AH022070-RA	Av_00022181-RA
OG0007403	AH007600-RA	Av_00016798-RA
OG0007404	AH008173-RA, AH009925-RA	Av_00003571-RA
OG0007405	AH001407-RA	Av_00007807-RA
OG0007406	AH006700-RA	Av_00020450-RA, Av_00023030-RA
OG0007407	AH011109-RA	Av_00008106-RA
OG0007408	AH023135-RA	Av_00001581-RA
OG0007409	AH020601-RA	Av_00000738-RA, Av_00006753-RA, Av_00008053-RA
OG0007410	AH021918-RA	Av_00019161-RA
OG0007411	AH011129-RA, AH011130-RA	Av_00008097-RA
OG0007412	AH009889-RA	Av_00004939-RA, Av_00004940-RA, Av_00005812-RA, Av_00012178-RA
OG0007413	AH013828-RA	Av_00021785-RA
OG0007414	AH008624-RA	Av_00009859-RA
OG0007415	AH017976-RA	Av_00002710-RA
OG0007416	AH009197-RA	Av_00002827-RA, Av_00012524-RA
OG0007418	AH011715-RA	Av_00004348-RA
OG0007419	AH012638-RA	Av_00012607-RA, Av_00020014-RA
OG0007420	AH020006-RA	Av_00020854-RA
OG0007421	AH020170-RA, AH007026-RA	Av_00013254-RA, Av_00017859-RA
OG0007422	AH017467-RA	Av_00003557-RA, Av_00007075-RA
OG0007423	AH012609-RA, AH021816-RA	Av_00018026-RA, Av_00015666-RA, Av_00005084-RA
OG0007425	AH016420-RA	Av_00004998-RA
OG0007426	AH012290-RA	Av_00015571-RA
OG0007427	AH014951-RA	Av_00008968-RA
OG0007428	AH019837-RA	Av_00000604-RA
OG0007429	AH001239-RA	Av_00004724-RA, Av_00016915-RA
OG0007430	AH007864-RA, AH010730-RA	Av_00023637-RA
OG0007431	AH009229-RA	Av_00019842-RA, Av_00011966-RA
OG0007432	AH011157-RA	Av_00014874-RA, Av_00008089-RA
OG0007433	AH015709-RA, AH008974-RA	Av_00021361-RA, Av_00020978-RA
OG0007434	AH019045-RA	Av_00017045-RA
OG0007435	AH016334-RA	Av_00009150-RA, Av_00014761-RA
OG0007436	AH022439-RA, AH013214-RA	Av_00024889-RA, Av_00024851-RA
OG0007437	AH013747-RA	Av_00013560-RA
OG0007438	AH007929-RA	Av_00014370-RA, Av_00001173-RA, Av_00006485-RA
OG0007439	AH007995-RA, AH020471-RA	Av_00019803-RA, Av_00014495-RA
OG0007440	AH016362-RA	Av_00021756-RA
OG0007441	AH010308-RA	Av_00014374-RA, Av_00001177-RA
OG0007442	AH011690-RA	Av_00000902-RA
OG0007443	AH006944-RA	Av_00024160-RA, Av_00019636-RA
OG0007445	AH007912-RA	Av_00006480-RA
OG0007446	AH023459-RA	Av_00000751-RA
OG0007447	AH022473-RA	Av_00019702-RA
OG0007448	AH012605-RA	Av_00022174-RA
OG0007449	AH011073-RA	Av_00016531-RA
OG0007450	AH006982-RA	Av_00018178-RA
OG0007451	AH014276-RA	Av_00004499-RA
OG0007452	AH000367-RA	Av_00017364-RA
OG0007453	AH000507-RA, AH002164-RA	Av_00009567-RA, Av_00022644-RA
OG0007454	AH014726-RA	Av_00016866-RA
OG0007455	AH010337-RA	Av_00001252-RA
OG0007456	AH019181-RA	Av_00012787-RA
OG0007457	AH006985-RA	Av_00002498-RA, Av_00015737-RA
OG0007458	AH013064-RA	Av_00001468-RA
OG0007459	AH000370-RA	Av_00017365-RA
OG0007461	AH013903-RA	Av_00013262-RA, Av_00018699-RA
OG0007462	AH015519-RA, AH015473-RA	Av_00015185-RA
OG0007463	AH012680-RA	Av_00003809-RA
OG0007464	AH019166-RA	Av_00018598-RA
OG0007465	AH015534-RA, AH015540-RA	Av_00022882-RA, Av_00022883-RA
OG0007466	AH011604-RA	Av_00020381-RA, Av_00000556-RA
OG0007469	AH019812-RA, AH017787-RA	Av_00005126-RA, Av_00018342-RA
OG0007470	AH012631-RA	Av_00018816-RA
OG0007471	AH011749-RA	Av_00011763-RA
OG0007472	AH013735-RA, AH022586-RA	Av_00013320-RA, Av_00024671-RA
OG0007473	AH002692-RA, AH017687-RA	Av_00020874-RA, Av_00001445-RA
OG0007474	AH013852-RA	Av_00021058-RA
OG0007477	AH008071-RA, AH010033-RA	Av_00013458-RA, Av_00016422-RA
OG0007478	AH006068-RA, AH022666-RA	Av_00006863-RA
OG0007481	AH006034-RA	Av_00007738-RA
OG0007482	AH009721-RA	Av_00009898-RA
OG0007483	AH005596-RA	Av_00001878-RA
OG0007484	AH015446-RA, AH020713-RA	Av_00019561-RA
OG0007485	AH007895-RA	Av_00021973-RA
OG0007486	AH008736-RA, AH018118-RA	Av_00011487-RA, Av_00000081-RA
OG0007487	AH002376-RA	Av_00004515-RA, Av_00012349-RA
OG0007488	AH015172-RA	Av_00001908-RA
OG0007491	AH019797-RA	Av_00009582-RA
OG0007492	AH016818-RA	Av_00007910-RA, Av_00006869-RA
OG0007493	AH002243-RA	Av_00011085-RA, Av_00009876-RA
OG0007494	AH003746-RA	Av_00001902-RA
OG0007495	AH015516-RA	Av_00019568-RA
OG0007499	AH001948-RA	Av_00004161-RA
OG0007500	AH008893-RA	Av_00019413-RA
OG0007502	AH015461-RA	Av_00015182-RA
OG0007503	AH020901-RA, AH020906-RA	Av_00018533-RA
OG0007504	AH005675-RA	Av_00019008-RA
OG0007505	AH005616-RA	Av_00014213-RA, Av_00011657-RA
OG0007506	AH003665-RA	Av_00000424-RA, Av_00015336-RA
OG0007508	AH023714-RA, AH016784-RA	Av_00012119-RA
OG0007510	AH002374-RA	Av_00004514-RA, Av_00012348-RA, Av_00000991-RA
OG0007511	AH000708-RA, AH002386-RA	Av_00004611-RA, Av_00004272-RA
OG0007512	AH010867-RA	Av_00009986-RA
OG0007513	AH015650-RA	Av_00021127-RA, Av_00020188-RA
OG0007514	AH010369-RA	Av_00006601-RA, Av_00016503-RA
OG0007516	AH019876-RA, AH007146-RA	Av_00012263-RA, Av_00016439-RA
OG0007517	AH001653-RA	Av_00017764-RA, Av_00007172-RA
OG0007518	AH016712-RA	Av_00004180-RA
OG0007519	AH001885-RA	Av_00001078-RA, Av_00021265-RA, Av_00001077-RA
OG0007520	AH008784-RA	Av_00011496-RA, Av_00000089-RA
OG0007521	AH011086-RA, AH011082-RA, AH007501-RA	Av_00023009-RA
OG0007522	AH023723-RA	Av_00004871-RA
OG0007523	AH023754-RA	Av_00003755-RA, Av_00007417-RA
OG0007524	AH009095-RA	Av_00022130-RA, Av_00021911-RA
OG0007526	AH001780-RA	Av_00004552-RA
OG0007527	AH006004-RA, AH003553-RA	Av_00016301-RA, Av_00011619-RA
OG0007528	AH005468-RA	Av_00022747-RA
OG0007529	AH020674-RA, AH005886-RA, AH020684-RA	Av_00020412-RA
OG0007530	AH023255-RA	Av_00022414-RA
OG0007531	AH005268-RA	Av_00019994-RA
OG0007532	AH003775-RA	Av_00011703-RA, Av_00001946-RA
OG0007533	AH019456-RA	Av_00005667-RA, Av_00017249-RA
OG0007535	AH009296-RA	Av_00018386-RA
OG0007536	AH008099-RA, AH010026-RA	Av_00003115-RA, Av_00002386-RA
OG0007537	AH014616-RA	Av_00000646-RA
