Orthogroup	A_hypochondriacus.proteins	V_vinifera.proteins
OG0006167	AH005649-RA	VIT_200s0820g00010.3, VIT_200s0820g00010.2, VIT_200s0820g00010.1, VIT_200s0768g00010.1
OG0006168	AH005240-RA, AH004250-RA	VIT_204s0043g00270.1, VIT_204s0043g00270.3, VIT_204s0043g00270.2
OG0006169	AH005277-RA	VIT_212s0035g01820.1
OG0006170	AH003275-RA	VIT_207s0031g02850.4, VIT_207s0031g02850.5, VIT_207s0031g02850.2, VIT_207s0031g02850.1, VIT_207s0031g02850.3
OG0006171	AH017253-RA	VIT_217s0000g01080.1
OG0006172	AH014625-RA	VIT_203s0091g00700.1, VIT_203s0091g00700.2
OG0006173	AH010740-RA	VIT_214s0036g01030.2, VIT_214s0036g01030.1
OG0006174	AH013309-RA	VIT_209s0002g02270.3, VIT_209s0002g02270.6, VIT_209s0002g02270.5, VIT_209s0002g02270.7, VIT_209s0002g02270.1, VIT_209s0002g02270.4, VIT_209s0002g02270.2
OG0006175	AH005394-RA	VIT_210s0042g01230.1
OG0006175	AH010522-RA	VIT_212s0034g01840.1
OG0006176	AH022366-RA	VIT_217s0000g09980.1
OG0006177	AH001729-RA	VIT_203s0038g00760.1
OG0006178	AH010527-RA	VIT_214s0060g01740.1, VIT_214s0060g01740.2, VIT_214s0060g01740.3
OG0006179	AH008891-RA, AH008892-RA	VIT_218s0001g07660.4, VIT_218s0001g07660.6, VIT_218s0001g07660.2, VIT_218s0001g07660.3, VIT_218s0001g07660.5, VIT_218s0001g07660.7, VIT_218s0001g07660.1
OG0006180	AH011959-RA	VIT_216s0098g01650.1, VIT_216s0098g01650.2, VIT_216s0098g01650.4, VIT_216s0098g01650.5, VIT_216s0098g01650.3
OG0006181	AH021221-RA	VIT_200s0125g00260.6, VIT_200s0125g00260.5, VIT_200s0125g00260.4, VIT_200s0125g00260.3, VIT_200s0125g00260.7, VIT_200s0125g00260.2, VIT_200s0125g00260.1
OG0006182	AH016763-RA	VIT_218s0001g09170.2, VIT_218s0001g09170.1
OG0006184	AH007086-RA	VIT_205s0020g03060.1
OG0006185	AH003042-RA, AH019120-RA	VIT_217s0000g02750.1
OG0006186	AH021235-RA	VIT_217s0000g01010.1, VIT_217s0000g01070.1
OG0006187	AH001056-RA, AH001061-RA	VIT_210s0042g00170.1
OG0006188	AH005506-RA	VIT_201s0011g04670.4, VIT_201s0011g04670.3, VIT_201s0011g04670.1, VIT_201s0011g04670.2
OG0006189	AH010491-RA	VIT_209s0018g01180.2, VIT_209s0018g01180.1
OG0006190	AH021220-RA	VIT_216s0039g00280.2, VIT_216s0039g00280.1
OG0006193	AH014258-RA	VIT_206s0004g00450.2, VIT_206s0004g00450.1
OG0006194	AH015780-RA, AH018950-RA	VIT_214s0108g00940.6, VIT_214s0108g00940.4, VIT_214s0108g00940.3, VIT_214s0108g00940.1, VIT_214s0108g00940.5, VIT_214s0108g00940.2
OG0006195	AH010976-RA, AH005664-RA	VIT_214s0108g01310.1
OG0006196	AH016525-RA	VIT_214s0006g02720.1, VIT_214s0006g02720.3, VIT_214s0006g02720.2
OG0006197	AH004630-RA	VIT_201s0026g00720.1
OG0006197	AH004723-RA	VIT_201s0026g00670.1
OG0006198	AH020569-RA, AH006500-RA	VIT_201s0011g06260.3, VIT_201s0011g06260.2, VIT_201s0011g06260.1
OG0006199	AH010776-RA	VIT_214s0066g01070.2, VIT_214s0066g01070.6, VIT_214s0066g01070.5, VIT_214s0066g01070.1, VIT_214s0066g01070.9, VIT_214s0066g01070.7, VIT_214s0066g01070.8, VIT_214s0066g01070.3, VIT_214s0066g01070.4
OG0006200	AH023442-RA, AH021916-RA, AH003619-RA	VIT_214s0066g01700.1
OG0006201	AH018394-RA, AH011505-RA	VIT_202s0012g01320.1
OG0006202	AH010700-RA, AH007846-RA	VIT_204s0079g00760.2, VIT_204s0079g00760.1
OG0006204	AH012833-RA	VIT_201s0011g01080.5, VIT_201s0011g01080.6, VIT_201s0011g01080.3, VIT_201s0011g01080.2, VIT_201s0011g01080.1, VIT_201s0011g01080.4
OG0006205	AH005003-RA, AH004335-RA	VIT_201s0010g00460.1
OG0006206	AH019577-RA	VIT_216s0050g00450.2, VIT_216s0050g00450.1
OG0006207	AH017188-RA	VIT_217s0000g03610.1, VIT_217s0000g03610.2
OG0006209	AH005004-RA, AH017549-RA	VIT_217s0000g06680.1, VIT_217s0000g06680.2, VIT_201s0010g00510.1
OG0006210	AH004889-RA	VIT_201s0137g00220.2, VIT_201s0137g00220.7
OG0006211	AH002788-RA	VIT_217s0000g05510.1
OG0006212	AH016520-RA, AH022862-RA	VIT_201s0011g03930.1
OG0006213	AH008913-RA	VIT_217s0000g02010.1
OG0006214	AH017565-RA	VIT_201s0026g02690.1
OG0006215	AH012580-RA, AH013707-RA	VIT_212s0057g01340.2, VIT_212s0057g01340.1
OG0006216	AH017516-RA	VIT_217s0000g07200.2, VIT_217s0000g07210.1, VIT_217s0000g07200.1
OG0006218	AH019012-RA	VIT_201s0010g00820.1
OG0006219	AH009627-RA	VIT_215s0046g01740.5, VIT_215s0046g01740.1, VIT_215s0046g01740.3, VIT_215s0046g01740.2, VIT_215s0046g01740.4
OG0006220	AH004410-RA	VIT_201s0026g00230.2, VIT_201s0026g00230.3, VIT_201s0026g00230.1
OG0006221	AH004769-RA	VIT_201s0026g00190.1
OG0006221	AH017990-RA	VIT_217s0000g08080.1
OG0006222	AH016567-RA, AH022813-RA	VIT_208s0007g08830.1
OG0006223	AH011789-RA	VIT_213s0047g00170.5, VIT_213s0047g00170.6, VIT_213s0047g00170.1, VIT_213s0047g00170.2, VIT_213s0047g00170.4, VIT_213s0047g00170.3
OG0006225	AH022865-RA	VIT_214s0006g02690.2
OG0006226	AH011113-RA	VIT_200s0220g00010.1, VIT_200s0220g00010.2, VIT_200s0220g00010.4, VIT_200s0220g00010.3
OG0006227	AH002494-RA	VIT_217s0000g08520.4, VIT_217s0000g08520.3, VIT_217s0000g08520.1, VIT_217s0000g08520.5, VIT_217s0000g08520.2
OG0006228	AH001286-RA	VIT_212s0057g01530.1
OG0006229	AH006200-RA	VIT_204s0044g00530.1, VIT_204s0044g00530.3, VIT_204s0044g00530.4, VIT_204s0044g00530.2
OG0006230	AH012472-RA	VIT_201s0011g05370.1
OG0006231	AH005361-RA, AH004149-RA	VIT_201s0011g05330.4, VIT_201s0011g05330.3
OG0006232	AH019337-RA, AH005680-RA	VIT_200s0174g00200.1, VIT_200s0174g00200.3, VIT_200s0174g00200.4, VIT_200s0174g00200.2
OG0006233	AH002913-RA, AH017452-RA	VIT_217s0000g04670.1
OG0006234	AH014326-RA	VIT_214s0083g00440.2, VIT_214s0083g00440.3, VIT_214s0083g00440.1
OG0006235	AH012746-RA, AH022020-RA	VIT_208s0007g04980.1
OG0006236	AH004773-RA, AH004413-RA	VIT_201s0026g00090.1
OG0006236	AH004412-RA	VIT_201s0026g00100.1
OG0006237	AH018503-RA	VIT_202s0012g02700.2, VIT_202s0012g02700.3, VIT_202s0012g02700.1, VIT_202s0012g02700.4
OG0006238	AH004425-RA, AH004785-RA	VIT_201s0127g00500.2, VIT_201s0127g00500.1
OG0006239	AH011650-RA	VIT_219s0027g00600.4, VIT_219s0027g00600.2, VIT_219s0027g00600.1, VIT_219s0027g00600.3
OG0006240	AH005035-RA	VIT_208s0007g07610.3, VIT_208s0007g07610.1, VIT_208s0007g07610.2
OG0006241	AH014414-RA	VIT_218s0001g04540.1, VIT_218s0001g04540.2
OG0006242	AH007540-RA	VIT_213s0019g03660.1
OG0006243	AH002853-RA, AH003261-RA, AH005015-RA, AH017557-RA, AH004345-RA	VIT_217s0000g06590.1
OG0006244	AH004191-RA	VIT_214s0066g00410.4, VIT_214s0066g00410.2, VIT_214s0066g00410.1, VIT_214s0066g00410.3
OG0006245	AH004040-RA	VIT_201s0011g00450.2, VIT_201s0011g00450.1, VIT_201s0011g00450.3, VIT_201s0011g00450.4, VIT_201s0011g00450.6, VIT_201s0011g00450.5
OG0006246	AH013370-RA	VIT_217s0000g06000.1
OG0006247	AH021758-RA	VIT_217s0000g03430.1
OG0006248	AH005337-RA	VIT_215s0021g02050.1, VIT_215s0021g02050.2
OG0006250	AH007257-RA	VIT_216s0013g00130.1, VIT_216s0013g00130.2, VIT_216s0013g00130.5, VIT_216s0013g00130.4, VIT_216s0013g00130.3
OG0006251	AH017321-RA	VIT_217s0000g07730.1
OG0006251	AH023447-RA	VIT_214s0066g01870.1
OG0006252	AH005427-RA	VIT_214s0006g02940.1, VIT_214s0006g02930.1, VIT_210s0003g05120.1, VIT_201s0011g02870.5, VIT_201s0011g02870.4, VIT_201s0011g02870.6, VIT_201s0011g02870.3, VIT_201s0011g02870.2, VIT_201s0011g02870.1
OG0006253	AH017335-RA	VIT_207s0031g02330.1, VIT_207s0031g02330.2, VIT_207s0130g00490.1, VIT_207s0130g00490.2
OG0006254	AH002941-RA	VIT_217s0000g00120.4, VIT_217s0000g00120.1, VIT_217s0000g00120.2
OG0006255	AH018392-RA, AH011500-RA	VIT_202s0012g01280.1
OG0006256	AH005400-RA	VIT_201s0011g03420.1
OG0006258	AH017808-RA, AH007390-RA	VIT_205s0094g00030.1, VIT_205s0094g00030.2
OG0006260	AH007533-RA, AH010584-RA	VIT_201s0011g06250.2, VIT_201s0011g06250.1, VIT_201s0011g06250.3, VIT_201s0011g06250.4
OG0006261	AH019985-RA	VIT_205s0020g00790.1
OG0006262	AH020230-RA	VIT_205s0051g00330.2, VIT_205s0051g00330.3, VIT_205s0051g00330.1, VIT_205s0051g00330.4
OG0006263	AH007338-RA	VIT_216s0098g00580.2, VIT_216s0098g00580.3, VIT_216s0098g00580.1
OG0006265	AH001774-RA	VIT_203s0038g00160.3, VIT_203s0038g00160.1, VIT_203s0038g00160.6, VIT_203s0038g00160.7, VIT_203s0038g00160.2, VIT_203s0038g00160.5, VIT_203s0038g00160.4
OG0006296	AH009158-RA	VIT_215s0048g01760.2, VIT_215s0048g01760.1
OG0006297	AH012867-RA	VIT_207s0104g01360.2, VIT_207s0104g01360.1
OG0006298	AH002747-RA, AH017298-RA	VIT_207s0005g02520.2, VIT_207s0005g02520.1
OG0006299	AH023068-RA	VIT_213s0067g00230.1, VIT_213s0067g00230.3, VIT_213s0067g00230.2
OG0006300	AH010404-RA	VIT_205s0077g01330.1
OG0006301	AH010283-RA	VIT_201s0150g00060.1
OG0006302	AH022401-RA, AH013264-RA	VIT_213s0106g00490.1
OG0006303	AH020566-RA	VIT_205s0029g00240.2, VIT_205s0029g00240.1
OG0006304	AH002077-RA, AH016840-RA	VIT_212s0035g01160.1
OG0006305	AH013796-RA	VIT_206s0004g06350.1, VIT_206s0004g06350.2
OG0006305	AH023077-RA	VIT_213s0067g00450.1
OG0006306	AH019504-RA	VIT_213s0064g00580.7, VIT_213s0064g00580.2, VIT_213s0064g00580.1, VIT_213s0064g00580.4
OG0006307	AH002992-RA	VIT_208s0007g01940.2, VIT_208s0007g01940.1
OG0006308	AH012415-RA	VIT_213s0019g01010.1
OG0006309	AH001083-RA, AH000024-RA	VIT_207s0104g00230.1, VIT_207s0104g00230.2, VIT_207s0104g00230.3
OG0006310	AH013500-RA	VIT_218s0001g02270.1
OG0006312	AH007096-RA, AH017850-RA	VIT_205s0020g03520.1
OG0006313	AH001421-RA	VIT_208s0040g02450.2, VIT_208s0040g02450.1
OG0006314	AH009350-RA	VIT_206s0004g08280.1, VIT_216s0039g00200.1
OG0006315	AH002696-RA	VIT_205s0020g02350.2, VIT_205s0020g02350.4, VIT_205s0020g02350.3, VIT_205s0020g02350.1
OG0006316	AH023453-RA	VIT_213s0019g01470.1
OG0006317	AH006673-RA	VIT_208s0007g05120.1
OG0006318	AH007933-RA	VIT_213s0074g00590.1, VIT_213s0074g00590.2
OG0006319	AH011806-RA	VIT_205s0077g00450.2, VIT_205s0077g00450.4, VIT_205s0077g00450.3, VIT_205s0077g00450.1
OG0006320	AH011836-RA	VIT_211s0037g00250.4, VIT_211s0037g00250.5, VIT_211s0037g00250.1, VIT_211s0037g00250.2, VIT_211s0037g00250.3
OG0006321	AH016790-RA	VIT_204s0008g02170.1
OG0006322	AH006542-RA	VIT_205s0062g01080.1, VIT_205s0062g01080.2
OG0006323	AH007911-RA	VIT_213s0074g00100.3, VIT_213s0074g00100.2, VIT_213s0074g00100.1
OG0006325	AH010954-RA	VIT_206s0061g00040.1, VIT_206s0061g00040.4, VIT_206s0061g00040.2
OG0006326	AH012896-RA, AH010732-RA	VIT_207s0104g00770.1, VIT_207s0104g00770.2
OG0006327	AH020396-RA	VIT_208s0007g08550.1, VIT_208s0007g08550.2
OG0006328	AH006490-RA, AH020577-RA	VIT_200s0245g00070.1, VIT_205s0029g00470.1, VIT_205s0029g00470.2, VIT_205s0029g00470.5, VIT_205s0029g00470.4, VIT_205s0029g00470.3
OG0006329	AH018547-RA, AH003222-RA	VIT_219s0085g00910.1
OG0006330	AH002829-RA	VIT_217s0000g06250.1
OG0006331	AH018850-RA, AH003044-RA	VIT_202s0087g00690.1
OG0006332	AH016811-RA	VIT_218s0001g00670.2, VIT_218s0001g00670.1
OG0006333	AH006319-RA, AH003463-RA	VIT_214s0060g00060.1
OG0006334	AH023768-RA	VIT_201s0010g00665.1
OG0006335	AH012000-RA	VIT_216s0098g00370.1
OG0006336	AH007107-RA	VIT_205s0077g01190.1
OG0006337	AH019168-RA	VIT_213s0139g00150.2, VIT_213s0139g00150.4, VIT_213s0139g00150.1, VIT_213s0139g00150.5, VIT_213s0139g00150.3
OG0006338	AH001689-RA	VIT_205s0020g03980.2, VIT_205s0020g03980.1, VIT_205s0020g03980.3
OG0006339	AH022728-RA	VIT_213s0064g00010.1
OG0006340	AH007748-RA	VIT_214s0030g01960.1
OG0006341	AH010524-RA	VIT_205s0077g02320.1, VIT_205s0077g02320.3
OG0006342	AH000213-RA	VIT_206s0061g00560.1
OG0006343	AH011773-RA	VIT_205s0020g00870.5, VIT_205s0020g00870.1, VIT_205s0020g00870.2, VIT_205s0020g00870.3, VIT_205s0020g00870.4
OG0006344	AH015724-RA, AH012900-RA	VIT_207s0104g00660.1
OG0006345	AH007080-RA, AH020105-RA	VIT_214s0128g00390.1, VIT_205s0020g02900.1
OG0006346	AH015388-RA, AH019293-RA, AH019295-RA	VIT_213s0067g03260.1
OG0006348	AH010492-RA	VIT_214s0060g02370.1, VIT_214s0060g02370.2, VIT_214s0060g02370.4, VIT_214s0060g02370.3, VIT_214s0060g02370.5, VIT_214s0060g02370.6
OG0006349	AH020433-RA, AH006732-RA	VIT_208s0007g05920.1, VIT_208s0007g05920.2, VIT_208s0007g05920.3
OG0006350	AH016353-RA, AH023054-RA	VIT_213s0019g03430.1
OG0006351	AH010596-RA, AH006516-RA, AH007652-RA	VIT_206s0004g00610.1, VIT_206s0004g00620.1
OG0006352	AH010408-RA	VIT_214s0060g01380.1, VIT_214s0060g01380.2
OG0006353	AH020110-RA, AH007073-RA	VIT_205s0020g02940.2, VIT_205s0020g02940.3, VIT_205s0020g02940.1
OG0006354	AH020273-RA	VIT_208s0007g07360.1
OG0006355	AH020074-RA	VIT_205s0094g00070.1, VIT_205s0094g00070.2
OG0006356	AH005002-RA, AH004334-RA	VIT_216s0100g00370.1
OG0006357	AH010314-RA, AH007931-RA	VIT_215s0046g01110.1
OG0006358	AH023155-RA	VIT_213s0067g02090.1
OG0006360	AH018243-RA, AH019229-RA	VIT_208s0007g02190.1
OG0006361	AH006718-RA, AH020415-RA	VIT_208s0007g05790.1
OG0006363	AH018512-RA	VIT_206s0009g02710.1, VIT_218s0001g12360.1
OG0006364	AH007091-RA	VIT_205s0020g03370.5, VIT_205s0020g03370.2, VIT_205s0020g03370.4, VIT_205s0020g03370.1, VIT_205s0020g03370.3
OG0006365	AH003095-RA, AH018795-RA	VIT_208s0007g02270.1
OG0006366	AH006337-RA, AH020076-RA	VIT_205s0094g00100.5, VIT_205s0094g00100.3, VIT_205s0094g00100.1, VIT_205s0094g00100.4, VIT_205s0094g00100.2, VIT_205s0094g00100.6
OG0006367	AH009360-RA	VIT_208s0007g03400.1
OG0006368	AH002736-RA	VIT_207s0005g02120.3, VIT_207s0005g02120.2, VIT_207s0005g02120.1
OG0006369	AH023140-RA	VIT_213s0067g01900.1, VIT_213s0067g01900.5, VIT_213s0067g01900.2, VIT_213s0067g01900.3, VIT_213s0067g01900.4, VIT_213s0067g01900.6, VIT_213s0067g01900.7
OG0006370	AH020285-RA	VIT_208s0007g07200.2, VIT_208s0007g07200.3, VIT_208s0007g07200.4, VIT_208s0007g07200.1
OG0006371	AH007503-RA	VIT_206s0009g02170.2, VIT_206s0009g02170.3, VIT_206s0009g02170.4, VIT_206s0009g02170.5, VIT_206s0009g02170.6, VIT_206s0009g02170.1
OG0006372	AH008667-RA	VIT_218s0001g15280.1, VIT_218s0001g15280.2
OG0006373	AH001664-RA	VIT_203s0180g00120.2, VIT_203s0180g00120.1, VIT_203s0180g00120.4, VIT_203s0180g00120.3
OG0006374	AH001819-RA	VIT_203s0063g02510.1
OG0006375	AH017398-RA	VIT_212s0035g01700.1, VIT_212s0035g01700.2
OG0006377	AH023562-RA	VIT_218s0001g02250.1
OG0006378	AH018729-RA	VIT_200s1764g00020.1
OG0006379	AH021190-RA, AH014627-RA	VIT_203s0091g00720.1
OG0006382	AH008851-RA	VIT_218s0001g03130.1
OG0006383	AH015642-RA, AH019321-RA	VIT_218s0001g02260.2, VIT_218s0001g02260.1
OG0006384	AH008847-RA	VIT_218s0001g03020.3, VIT_218s0001g03020.2, VIT_218s0001g03020.1
OG0006385	AH022178-RA	VIT_218s0001g02550.1, VIT_218s0001g02550.3, VIT_218s0001g02550.2
OG0006386	AH010367-RA, AH010368-RA	VIT_207s0031g02740.1
OG0006388	AH018936-RA, AH005952-RA	VIT_207s0031g01010.1, VIT_207s0031g01040.1, VIT_207s0031g01070.1, VIT_207s0031g01130.1, VIT_207s0031g01090.1
OG0006389	AH005747-RA	VIT_204s0023g01830.1
OG0006390	AH003609-RA	VIT_204s0044g01720.3, VIT_204s0044g01720.2, VIT_204s0044g01720.1
OG0006391	AH013920-RA	VIT_210s0071g01020.2, VIT_210s0071g01020.3, VIT_210s0071g01020.1, VIT_210s0071g01020.4
OG0006392	AH006168-RA	VIT_207s0129g00680.1
OG0006393	AH003887-RA	VIT_207s0129g00380.1
OG0006394	AH008880-RA	VIT_218s0001g07550.1
OG0006395	AH008901-RA	VIT_218s0001g02190.1
OG0006396	AH003833-RA, AH008410-RA	VIT_207s0129g01080.1, VIT_207s0129g01080.2, VIT_207s0129g01080.4, VIT_207s0129g01080.3
OG0006397	AH019952-RA, AH011647-RA	VIT_215s0024g00700.1, VIT_201s0113g00440.1
OG0006398	AH021262-RA	VIT_210s0003g05040.1, VIT_210s0003g05040.2, VIT_210s0003g05040.3
OG0006399	AH023664-RA, AH016775-RA	VIT_218s0001g14660.1, VIT_218s0001g14660.5, VIT_218s0001g14660.4
OG0006400	AH001519-RA	VIT_211s0016g00170.3, VIT_211s0016g00170.1, VIT_211s0016g00170.2
OG0006401	AH003707-RA	VIT_200s0577g00020.1
OG0006402	AH016740-RA, AH008320-RA	VIT_218s0001g13880.1, VIT_218s0001g13880.2
OG0006403	AH004230-RA	VIT_212s0035g01920.1, VIT_212s0035g01920.2
OG0006404	AH000072-RA	VIT_218s0001g08980.1
OG0006405	AH023657-RA, AH016767-RA	VIT_218s0001g14500.1
OG0006407	AH023670-RA	VIT_218s0001g00110.1, VIT_218s0001g00110.2, VIT_218s0001g00110.3, VIT_218s0001g00110.4
OG0006408	AH002977-RA	VIT_204s0044g01660.1
OG0006409	AH023018-RA	VIT_209s0002g09190.1
OG0006410	AH003984-RA, AH003985-RA, AH005916-RA	VIT_204s0023g01080.1
OG0006411	AH008614-RA	VIT_218s0001g10750.1
OG0006412	AH005828-RA	VIT_207s0031g01750.1
OG0006413	AH000293-RA	VIT_212s0059g01970.1
OG0006414	AH008749-RA	VIT_218s0001g05580.1
OG0006415	AH005270-RA, AH004227-RA	VIT_212s0035g01870.1, VIT_212s0035g01870.2
OG0006416	AH000682-RA, AH002462-RA	VIT_203s0088g00490.1, VIT_203s0088g00490.2, VIT_203s0088g00490.3
OG0006417	AH007464-RA, AH011125-RA, AH021214-RA	VIT_209s0018g01900.1
OG0006418	AH001053-RA	VIT_218s0001g11390.1, VIT_218s0001g11390.3, VIT_218s0001g11390.2
OG0006419	AH016759-RA	VIT_218s0001g14380.1
OG0006420	AH006477-RA	VIT_207s0031g01360.3, VIT_207s0031g01360.2, VIT_207s0031g01360.1
OG0006421	AH001613-RA	VIT_203s0038g04190.1
OG0006422	AH008846-RA	VIT_218s0001g03000.1
OG0006423	AH016950-RA	VIT_218s0001g12290.1
OG0006424	AH023687-RA	VIT_218s0001g00500.4, VIT_218s0001g00500.3, VIT_218s0001g00500.7, VIT_218s0001g00500.8, VIT_218s0001g00500.6, VIT_218s0001g00500.5, VIT_218s0001g00500.1, VIT_218s0001g00500.2
OG0006425	AH002444-RA, AH002446-RA	VIT_203s0088g01170.2, VIT_203s0088g01170.3, VIT_203s0088g01170.4, VIT_203s0088g01170.1
OG0006426	AH008354-RA	VIT_218s0001g08360.1, VIT_218s0001g08360.6, VIT_218s0001g08360.5, VIT_218s0001g08360.3, VIT_218s0001g08360.4, VIT_218s0001g08360.2
OG0006427	AH005785-RA	VIT_204s0023g02440.5, VIT_204s0023g02440.1, VIT_204s0023g02440.2, VIT_204s0023g02440.3, VIT_204s0023g02440.6, VIT_204s0023g02440.4
OG0006428	AH007477-RA, AH008499-RA, AH008498-RA	VIT_204s0008g02210.2, VIT_204s0008g02210.1
OG0006429	AH000546-RA	VIT_218s0001g13530.4, VIT_218s0001g13530.5
OG0006430	AH001862-RA	VIT_203s0063g01880.2, VIT_203s0063g01880.1, VIT_203s0063g01880.3
OG0006432	AH015224-RA	VIT_212s0028g03770.1
OG0006433	AH008036-RA	VIT_219s0014g02090.6, VIT_219s0014g02090.3, VIT_219s0014g02090.4, VIT_219s0014g02090.7, VIT_219s0014g02090.5, VIT_219s0014g02090.1, VIT_219s0014g02090.2
OG0006434	AH021403-RA	VIT_210s0003g01050.3, VIT_210s0003g01050.2, VIT_210s0003g01050.1
OG0006435	AH015218-RA	VIT_210s0597g00040.1
OG0006436	AH008552-RA, AH023549-RA	VIT_211s0103g00220.1
OG0006437	AH008102-RA	VIT_208s0007g00070.1, VIT_208s0007g00070.2, VIT_219s0014g04770.1, VIT_219s0014g04770.2
OG0006438	AH022727-RA	VIT_213s0064g00370.3, VIT_213s0064g00370.1, VIT_213s0064g00370.2, VIT_213s0064g00370.5, VIT_213s0064g00370.4
OG0006439	AH010180-RA	VIT_219s0090g00390.1
OG0006440	AH007955-RA	VIT_219s0138g00120.1
OG0006441	AH001364-RA, AH000307-RA	VIT_212s0028g03130.2, VIT_212s0028g03130.1
OG0006442	AH018489-RA	VIT_204s0043g00140.1, VIT_204s0043g00140.2, VIT_204s0043g00140.5, VIT_204s0043g00140.3, VIT_204s0043g00140.4
OG0006443	AH010128-RA, AH008019-RA	VIT_210s0003g01000.1, VIT_219s0014g01640.2
OG0006444	AH001168-RA	VIT_212s0057g00440.2, VIT_212s0057g00440.4
OG0006445	AH021513-RA	VIT_210s0116g00820.1, VIT_210s0116g00820.2
OG0006446	AH009192-RA, AH002918-RA, AH009191-RA, AH009190-RA, AH009188-RA	VIT_201s0011g05650.1
OG0006447	AH021505-RA, AH021505-RB, AH015009-RA	VIT_210s0116g01900.1
OG0006448	AH001264-RA, AH000440-RA	VIT_219s0014g03850.3, VIT_219s0014g03850.1, VIT_219s0014g03850.2, VIT_203s0017g00940.1, VIT_212s0134g00510.1
OG0006449	AH016018-RA	VIT_211s0065g00290.1, VIT_204s0008g02830.1
OG0006450	AH020505-RA, AH006600-RA	VIT_208s0040g00530.2, VIT_208s0040g00530.1
OG0006451	AH012209-RA	VIT_219s0093g00470.1
OG0006452	AH020360-RA	VIT_208s0007g07960.1, VIT_208s0007g07960.2, VIT_208s0007g07960.3
OG0006453	AH013434-RA	VIT_209s0002g00360.1, VIT_209s0002g00360.2, VIT_209s0002g00360.3
OG0006454	AH007991-RA	VIT_219s0014g00980.1
OG0006455	AH003813-RA	VIT_204s0023g02120.1, VIT_204s0023g02120.2, VIT_204s0023g02120.3
OG0006458	AH015093-RA, AH021620-RA, AH021621-RA	VIT_200s0375g00020.1
OG0006459	AH021453-RA	VIT_200s0187g00220.2, VIT_200s0187g00170.2, VIT_200s0187g00220.3, VIT_200s0187g00220.1, VIT_200s0187g00170.1
OG0006460	AH013543-RA	VIT_201s0011g01110.4, VIT_201s0011g01110.1, VIT_201s0011g01110.2, VIT_201s0011g01110.3
OG0006461	AH013449-RA	VIT_213s0019g04430.1, VIT_213s0019g04430.2, VIT_213s0019g04430.3, VIT_213s0019g04430.5, VIT_213s0019g04430.4
OG0006462	AH019965-RA	VIT_205s0102g00240.1, VIT_205s0102g00240.2, VIT_205s0102g00240.3
OG0006463	AH012421-RA	VIT_216s0050g00630.1
OG0006464	AH002059-RA	VIT_209s0002g04750.1, VIT_209s0002g04750.4, VIT_209s0002g04750.2, VIT_209s0002g04750.3
OG0006465	AH009357-RA	VIT_218s0072g00860.3, VIT_218s0072g00860.2, VIT_218s0072g00860.1
OG0006466	AH002432-RA	VIT_200s0282g00020.2, VIT_200s0282g00020.5, VIT_200s0282g00020.1, VIT_200s0282g00020.3, VIT_200s0282g00020.4
OG0006467	AH015949-RA, AH023489-RA	VIT_211s0016g00200.1
OG0006469	AH019502-RA	VIT_216s0022g02410.1, VIT_216s0022g02410.5, VIT_216s0022g02410.3, VIT_216s0022g02410.7, VIT_216s0022g02410.6, VIT_216s0022g02410.9, VIT_216s0022g02410.8, VIT_216s0022g02410.4, VIT_216s0022g02410.2
OG0006470	AH011093-RA	VIT_206s0009g02410.2, VIT_206s0009g02410.1
OG0006471	AH020872-RA, AH014516-RA	VIT_211s0016g03710.6, VIT_211s0016g03710.2, VIT_211s0016g03710.7, VIT_211s0016g03710.3, VIT_211s0016g03710.1, VIT_211s0016g03710.8, VIT_211s0016g03710.4, VIT_211s0016g03710.5
OG0006472	AH018011-RA	VIT_202s0025g00400.4, VIT_202s0025g00400.5, VIT_202s0025g00400.3, VIT_202s0025g00400.2, VIT_202s0025g00400.1
OG0006473	AH017135-RA	VIT_204s0008g00600.7, VIT_204s0008g00600.6, VIT_204s0008g00600.8, VIT_204s0008g00600.3, VIT_204s0008g00600.2, VIT_204s0008g00600.5, VIT_204s0008g00600.4, VIT_204s0008g00600.1
OG0006476	AH010683-RA	VIT_218s0001g14510.1
OG0006477	AH020374-RA	VIT_208s0007g08180.3, VIT_208s0007g08180.2, VIT_208s0007g08180.1
OG0006479	AH019458-RA	VIT_216s0022g01240.1
OG0006480	AH021905-RA	VIT_211s0016g02620.1, VIT_211s0016g02620.2, VIT_211s0016g02620.3
OG0006481	AH010571-RA, AH019123-RA	VIT_211s0149g00190.3, VIT_211s0149g00190.1, VIT_211s0149g00190.2
OG0006482	AH009210-RA, AH009209-RA	VIT_204s0043g00790.1
OG0006483	AH019179-RA	VIT_204s0008g04370.1
OG0006484	AH007527-RA	VIT_207s0104g00970.1, VIT_207s0104g00960.1
OG0006485	AH017145-RA	VIT_204s0008g00850.3, VIT_204s0008g00850.5, VIT_204s0008g00850.2, VIT_204s0008g00850.4, VIT_204s0008g00850.1
OG0006486	AH017148-RA	VIT_204s0008g00910.2, VIT_204s0008g00910.1, VIT_204s0008g00910.3, VIT_204s0008g00910.4
OG0006488	AH002050-RA	VIT_209s0002g05080.1, VIT_209s0002g05010.1, VIT_209s0002g08880.1, VIT_209s0002g08860.1
