Orthogroup	A_hypochondriacus.proteins	A_thaliana.proteins
OG0006576	AH018962-RA	AT3G09350.2, AT3G09350.3, AT3G09350.4, AT3G09350.1, AT5G02150.2, AT5G02150.3, AT5G02150.1
OG0006577	AH010764-RA	AT1G48850.3, AT1G48850.2, AT1G48850.1
OG0006578	AH000264-RA	AT3G18760.1, AT3G18760.2
OG0006579	AH010323-RA	AT5G04895.1
OG0006580	AH013134-RA	AT4G13010.1
OG0006581	AH020503-RA	AT5G24710.1
OG0006582	AH012566-RA	AT3G02875.3, AT3G02875.2, AT3G02875.1
OG0006583	AH001288-RA	AT5G21160.2, AT5G21160.3, AT5G21160.1
OG0006584	AH013157-RA	AT3G46200.1, AT3G46200.2, AT3G46200.5, AT3G46200.6, AT3G46200.3, AT3G46200.4
OG0006585	AH001183-RA, AH001181-RA	AT5G58960.3, AT5G58960.2, AT5G58960.1
OG0006586	AH018307-RA	AT5G06410.1
OG0006587	AH001305-RA, AH001306-RA	AT5G01030.3, AT5G01030.1, AT5G01030.2
OG0006588	AH022661-RA	AT1G07210.1
OG0006589	AH020280-RA	AT5G19760.1
OG0006590	AH023116-RA, AH016392-RA	AT3G11110.1
OG0006591	AH018831-RA	AT5G58550.1, AT3G51770.1, AT3G51770.2
OG0006592	AH016002-RA	AT1G16460.5, AT1G16460.6, AT1G16460.2, AT1G16460.1, AT1G16460.4, AT1G16460.3, AT1G79230.3, AT1G79230.1
OG0006593	AH014706-RA	AT1G30130.3, AT1G30130.2, AT1G30130.1
OG0006594	AH013778-RA	AT5G58870.1, AT3G47060.1
OG0006595	AH013764-RA	AT1G07380.1, AT1G07380.2
OG0006597	AH022469-RA, AH016332-RA	AT2G30130.1
OG0006598	AH015463-RA, AH021613-RA, AH015104-RA	AT1G61215.2, AT1G61215.1
OG0006599	AH021293-RA	AT3G52180.3, AT3G52180.2, AT3G52180.1, AT3G52180.4
OG0006600	AH012809-RA	AT4G19670.5, AT4G19670.2, AT4G19670.6, AT4G19670.7, AT4G19670.1, AT4G19670.4, AT4G19670.3
OG0006601	AH007921-RA	AT3G52210.2, AT3G52210.1, AT3G52210.3
OG0006602	AH006850-RA, AH018856-RA	AT4G31400.2, AT4G31400.1
OG0006603	AH014883-RA	AT5G35740.1
OG0006603	AH001196-RA, AH011427-RA, AH018251-RA	AT2G04910.2, AT2G04910.1
OG0006604	AH013143-RA	AT5G59750.3, AT5G59750.1, AT5G59750.2
OG0006605	AH023432-RA	AT5G44240.2, AT5G44240.1
OG0006606	AH015482-RA	AT5G19370.1
OG0006607	AH021812-RA, AH012599-RA	AT3G52710.1, AT2G36220.1
OG0006608	AH000150-RA, AH001315-RA	AT3G52300.1
OG0006610	AH000235-RA	AT5G48300.1
OG0006611	AH016298-RA	AT2G40540.3, AT2G40540.1, AT2G40540.4, AT2G40540.2, AT2G40540.5
OG0006612	AH016527-RA, AH022874-RA	AT2G18410.2, AT2G18410.1
OG0006613	AH019096-RA	AT2G41000.1, AT2G41000.2
OG0006614	AH013727-RA	AT5G59610.1, AT5G59610.4, AT5G59610.3, AT5G59610.2, AT5G59610.5
OG0006615	AH019073-RA	AT5G17770.1
OG0006616	AH017409-RA	AT5G51030.1, AT5G61830.1, AT5G61830.2
OG0006618	AH018655-RA	AT1G63260.2, AT1G63260.5, AT1G63260.4, AT1G63260.6, AT1G63260.1, AT1G63260.3
OG0006620	AH010830-RA	AT3G04890.2, AT3G04890.4, AT3G04890.3, AT3G04890.1
OG0006621	AH020047-RA	AT1G48050.1, AT1G48050.3, AT1G48050.2
OG0006622	AH019850-RA	AT3G66658.2, AT3G66658.1
OG0006623	AH006442-RA	AT4G35987.1
OG0006624	AH009406-RA	AT1G71950.1
OG0006625	AH006206-RA	AT3G18770.1
OG0006626	AH019651-RA	AT5G53140.1, AT5G53140.2
OG0006627	AH022650-RA, AH018057-RA	AT5G41770.1, AT5G45990.1, AT5G45990.2
OG0006628	AH007062-RA, AH007064-RA, AH007061-RA	AT3G23160.1
OG0006629	AH017246-RA	AT5G63520.1
OG0006630	AH014405-RA	AT2G20790.1, AT2G20790.4, AT2G20790.2, AT2G20790.3
OG0006631	AH009439-RA	AT1G35460.2, AT1G35460.1, AT4G09180.1
OG0006632	AH004624-RA	AT5G13290.3, AT5G13290.1, AT5G13290.2
OG0006633	AH003372-RA	AT3G01980.4, AT3G01980.2, AT3G01980.6, AT3G01980.3, AT3G01980.1, AT3G01980.5
OG0006634	AH007689-RA, AH010930-RA	AT3G50820.1, AT5G66570.1
OG0006635	AH004908-RA	AT1G67690.1
OG0006636	AH009446-RA	AT1G22520.1, AT1G22520.2, AT1G72170.1
OG0006637	AH008510-RA	AT1G43670.1
OG0006638	AH019754-RA	AT5G54090.1
OG0006639	AH015878-RA, AH004524-RA	AT3G27210.1
OG0006640	AH019750-RA	AT5G54100.1, AT4G27585.1
OG0006641	AH014660-RA	AT4G26180.2, AT4G26180.1
OG0006643	AH004304-RA	AT4G39660.1, AT4G39660.2
OG0006644	AH010729-RA, AH007863-RA	AT3G63190.1
OG0006645	AH006965-RA	AT1G06110.3, AT1G06110.2, AT1G06110.1
OG0006646	AH010329-RA	AT5G37360.1
OG0006647	AH001769-RA	AT4G39010.1, AT4G39010.2
OG0006648	AH009243-RA	AT4G00590.2, AT4G00590.1
OG0006649	AH012952-RA	AT1G02800.1, AT4G02290.1, AT4G02290.2
OG0006650	AH009611-RA	AT5G35680.1, AT5G35680.2, AT2G04520.1
OG0006651	AH018081-RA	AT5G41870.1, AT4G23820.1
OG0006652	AH019571-RA, AH000146-RA	AT1G77700.2, AT1G77700.3, AT1G77700.1
OG0006653	AH007747-RA	AT3G18180.1, AT3G18170.1, AT3G18170.2
OG0006654	AH007168-RA	AT2G33360.1
OG0006655	AH005123-RA, AH004618-RA	AT5G61980.1, AT5G13300.1
OG0006656	AH019709-RA	AT3G58390.1, AT4G27650.3, AT4G27650.2, AT4G27650.1
OG0006657	AH003994-RA, AH005605-RA	AT3G50670.1, AT3G50670.2
OG0006658	AH018286-RA	AT4G16700.1, AT4G16700.2
OG0006659	AH005898-RA, AH003948-RA	AT4G37210.1, AT4G37210.2
OG0006660	AH015660-RA, AH017376-RA	AT5G40890.1, AT5G40890.2, AT3G27170.1
OG0006661	AH002435-RA	AT2G14255.1
OG0006662	AH001915-RA	AT3G24320.2, AT3G24320.1
OG0006663	AH004369-RA	AT1G69526.3, AT1G69526.1, AT1G69526.2, AT1G69520.1, AT1G69520.2, AT1G69523.1
OG0006664	AH006980-RA, AH020208-RA	AT5G49060.2, AT5G49060.1
OG0006665	AH017292-RA	AT2G47010.1, AT2G47010.2, AT2G47010.3
OG0006666	AH003954-RA	AT3G50380.3, AT3G50380.2, AT3G50380.1, AT3G50380.4
OG0006667	AH009386-RA	AT1G34380.1, AT1G34380.3, AT1G34380.2
OG0006668	AH020175-RA	AT4G15563.9, AT4G15563.1, AT4G15563.4, AT4G15563.2, AT4G15563.5, AT4G15563.3, AT4G15563.8, AT4G15563.6, AT4G15563.10, AT4G15563.7
OG0006669	AH002464-RA	AT1G50020.1
OG0006670	AH005126-RA	AT1G28100.6, AT1G28100.1, AT1G28100.4, AT1G28100.3, AT1G28100.2, AT1G28100.5
OG0006671	AH004533-RA, AH005199-RA	AT1G24267.2, AT1G24267.1, AT1G24265.2, AT1G24265.1, AT1G24265.3
OG0006672	AH009656-RA	AT5G28350.1, AT3G61480.1, AT5G28350.2, AT3G61480.2
OG0006673	AH022132-RA	AT2G20210.2, AT2G20210.1
OG0006674	AH007546-RA	AT5G27950.2, AT5G27950.1, AT1G55550.1
OG0006676	AH015832-RA	AT5G23535.1, AT5G23535.2
OG0006677	AH003926-RA	AT2G22500.1
OG0006678	AH021029-RA	AT4G30490.1, AT4G28070.1, AT4G28070.2
OG0006679	AH016702-RA	AT1G09960.1
OG0006680	AH001848-RA	AT4G34350.1
OG0006682	AH017161-RA, AH018430-RA	AT3G01720.1
OG0006683	AH003307-RA, AH010332-RA	AT5G32470.1
OG0006684	AH002199-RA	AT3G04480.1
OG0006685	AH000572-RA, AH001807-RA	AT4G34510.1, AT2G16280.1
OG0006686	AH018714-RA	AT2G45640.1, AT2G45640.2
OG0006687	AH009638-RA	AT4G10340.1
OG0006688	AH005450-RA	AT1G10780.1, AT1G10780.2
OG0006689	AH005707-RA, AH003868-RA	AT3G49900.1, AT3G49900.2
OG0006690	AH023710-RA	AT1G76020.2, AT1G76020.1, AT1G76020.3, AT1G20225.1
OG0006691	AH004448-RA, AH004833-RA	AT1G23310.2, AT1G23310.1, AT1G70580.2, AT1G70580.1, AT1G70580.4, AT1G70580.3
OG0006692	AH002708-RA	AT3G62360.2, AT3G62360.1
OG0006693	AH022368-RA	AT3G48380.3, AT3G48380.2, AT3G48380.1
OG0006694	AH016096-RA	AT5G11810.1
OG0006695	AH004196-RA	AT3G52155.3, AT3G52155.1, AT3G52155.2, AT3G52155.4
OG0006696	AH021024-RA, AH021023-RA	AT2G37820.1, AT2G37805.1, AT2G37800.1, AT2G37810.1
OG0006697	AH010633-RA	AT5G64060.1
OG0006698	AH007840-RA	AT1G65820.1, AT1G65820.3, AT1G65820.2
OG0006700	AH004124-RA	AT1G68360.1, AT1G67030.1
OG0006701	AH001331-RA, AH000318-RA	AT3G27380.1, AT3G27380.2, AT5G40650.2, AT5G40650.1
OG0006702	AH019771-RA	AT5G51220.2, AT5G51220.1, AT5G51220.3
OG0006703	AH013102-RA	AT1G14205.1
OG0006704	AH014809-RA	AT5G62640.3, AT5G62640.2, AT5G62640.1
OG0006705	AH019363-RA	AT1G51430.1, AT3G28370.3, AT3G28370.4, AT3G28370.2, AT3G28370.1, AT3G28370.5
OG0006706	AH016541-RA, AH022885-RA	AT5G38450.1, AT1G67110.2, AT1G67110.1
OG0006707	AH005422-RA	AT1G68810.1
OG0006708	AH009474-RA	AT5G14490.4, AT5G14490.1, AT5G14490.3, AT5G14490.2, AT3G01600.1
OG0006709	AH009340-RA	AT3G60220.1
OG0006710	AH002802-RA	AT5G62550.1
OG0006711	AH017211-RA	AT1G18190.1
OG0006712	AH019375-RA	AT5G39940.2, AT5G39940.4, AT5G39940.1, AT5G39940.3
OG0006713	AH009384-RA	AT1G02150.1
OG0006714	AH020508-RA	AT3G56900.1
OG0006715	AH010312-RA	AT5G14530.1
OG0006716	AH010643-RA	AT2G31340.1
OG0006718	AH016602-RA, AH022754-RA	AT5G15710.1, AT5G15710.2
OG0006721	AH007280-RA	AT5G27270.1, AT5G27270.4, AT5G27270.3, AT5G27270.2, AT5G27270.5
OG0006722	AH007256-RA	AT5G16810.1, AT5G16810.2
OG0006723	AH004695-RA, AH004652-RA	AT1G24180.1, AT1G59900.2, AT1G59900.1
OG0006724	AH016490-RA	AT3G02450.1
OG0006725	AH012164-RA	AT5G61530.1, AT5G61530.2, AT5G61530.5, AT5G61530.3, AT5G61530.4
OG0006726	AH002906-RA, AH017462-RA	AT5G08120.2, AT5G08120.1
OG0006727	AH005535-RA	AT1G69220.1, AT1G69220.2
OG0006728	AH017165-RA, AH015877-RA	AT3G01820.1
OG0006731	AH016566-RA, AH022814-RA	AT1G66460.1, AT1G66460.2, AT1G66460.3, AT5G37790.1
OG0006733	AH016125-RA	AT5G47020.1
OG0006734	AH005508-RA, AH004176-RA	AT1G71110.1
OG0006735	AH001099-RA	AT3G19900.1, AT3G19900.2
OG0006736	AH019944-RA, AH007269-RA	AT5G16880.4, AT5G16880.1, AT5G16880.2, AT5G16880.3
OG0006738	AH019898-RA	AT3G02900.1, AT3G02900.2, AT5G16660.1, AT5G16660.2
OG0006739	AH017448-RA	AT5G23050.1, AT5G23050.2
OG0006740	AH018343-RA	AT2G35350.1
OG0006741	AH015756-RA	AT3G28760.1, AT3G28760.2
OG0006742	AH018452-RA, AH011552-RA	AT4G18990.2, AT4G18990.1, AT1G32170.1
OG0006743	AH018208-RA	AT1G30450.1, AT1G30450.3, AT1G30450.2, AT1G30450.4
OG0006744	AH000135-RA	AT5G28530.1, AT5G28530.4, AT5G28530.5, AT5G28530.3, AT5G28530.2
OG0006745	AH002539-RA	AT5G35930.2, AT5G35930.3, AT5G35930.1, AT5G35930.4
OG0006747	AH015922-RA	AT2G35800.1
OG0006748	AH022871-RA	AT1G67040.1, AT1G67040.2
OG0006749	AH013562-RA, AH022371-RA	AT5G50230.1
OG0006750	AH001621-RA	AT1G19800.6, AT1G19800.5, AT1G19800.4, AT1G19800.2, AT1G19800.3, AT1G19800.1
OG0006751	AH016542-RA	AT1G25450.1, AT1G68530.1
OG0006752	AH023387-RA	AT5G61670.2, AT5G61670.1
OG0006754	AH002856-RA, AH017554-RA	AT5G61340.1, AT5G61340.2
OG0006755	AH011120-RA	AT5G17410.2, AT5G17410.1
OG0006757	AH021224-RA	AT1G17840.1
OG0006759	AH005077-RA	AT1G14310.1
OG0006760	AH004678-RA	AT1G27100.1
OG0006761	AH016560-RA	AT1G66510.3, AT1G66510.1, AT1G66510.2, AT1G66510.4
OG0006762	AH017985-RA	AT1G27510.1
OG0006763	AH009494-RA	AT1G18335.2, AT1G18335.3, AT1G18335.1
OG0006766	AH004017-RA	AT1G75670.1, AT1G75670.2, AT1G75670.3
OG0006767	AH022313-RA, AH013430-RA	AT5G38720.1, AT5G38720.3, AT5G38720.2
OG0006768	AH013112-RA	AT1G61700.1
OG0006770	AH005044-RA, AH004373-RA	AT1G69580.2, AT1G69580.1
OG0006772	AH004598-RA	AT1G69830.1
OG0006773	AH005067-RA	AT1G14270.1, AT1G14270.3, AT1G14270.4, AT1G14270.2
OG0006774	AH017986-RA	AT3G47990.4, AT3G47990.3, AT3G47990.5, AT3G47990.2, AT3G47990.1
OG0006775	AH013467-RA	AT1G18870.3, AT1G18870.1, AT1G18870.2, AT1G74710.1, AT1G74710.2
OG0006776	AH016515-RA	AT5G16210.1
OG0006777	AH007322-RA, AH019937-RA	AT3G03140.1
OG0006778	AH018109-RA	AT4G23950.1, AT4G23950.2
OG0006780	AH013443-RA, AH022293-RA	AT1G72300.1, AT1G17240.2, AT1G17240.1, AT1G17250.1
OG0006782	AH010734-RA, AH007866-RA, AH021102-RA, AH014200-RA	AT5G12010.1
OG0006783	AH021283-RA	AT1G30320.1
OG0006784	AH014757-RA, AH021338-RA	AT2G34310.1, AT2G34310.4, AT2G34310.3, AT2G34310.7, AT2G34310.2, AT2G34310.6, AT2G34310.5, AT1G29530.1
OG0006785	AH021573-RA	AT1G11340.2, AT1G11340.3, AT1G11340.1, AT1G11410.4, AT1G11410.1, AT1G11410.3, AT1G11410.2
OG0006789	AH005300-RA	AT1G09840.8, AT1G09840.5, AT1G09840.1, AT1G09840.9, AT1G09840.6, AT1G09840.2, AT1G09840.3, AT1G09840.7, AT1G09840.4, AT1G09840.10, AT1G57870.1, AT1G57870.4, AT1G57870.3, AT1G57870.2
OG0006790	AH004753-RA, AH004582-RA	AT1G60050.1, AT1G70260.1
OG0006791	AH005475-RA	AT1G68410.2, AT1G68410.4, AT1G68410.1, AT1G68410.3
OG0006834	AH021155-RA, AH014245-RA	AT3G11450.1, AT5G06110.1, AT5G06110.2
OG0006835	AH006943-RA	AT3G24240.1
OG0006836	AH000003-RA, AH013896-RA	AT2G27300.1, AT5G22290.2, AT5G22290.1, AT3G44290.1, AT3G44290.2
OG0006837	AH011519-RA, AH018407-RA	AT2G35420.1, AT5G46650.1, AT4G17920.1
OG0006839	AH021835-RA, AH012622-RA	AT3G52870.1
OG0006841	AH015505-RA	ATMG00090.1
OG0006842	AH023726-RA	AT5G14780.2, AT5G14780.3, AT5G14780.1
OG0006844	AH023001-RA	AT5G02030.1
OG0006845	AH011062-RA	AT2G26810.3, AT2G26810.4, AT2G26810.7, AT2G26810.5, AT2G26810.6, AT2G26810.1, AT2G26810.2
OG0006846	AH012754-RA	AT3G46100.1, AT5G03406.1
OG0006847	AH020408-RA	AT2G41600.5, AT2G41600.7, AT2G41600.3, AT2G41600.2, AT2G41600.6, AT2G41600.4, AT2G41600.1
OG0006848	AH022402-RA, AH018752-RA	AT4G30930.1
OG0006849	AH020132-RA	AT3G06140.1
OG0006850	AH009292-RA	AT1G06220.1, AT1G06220.3, AT1G06220.2, AT5G25230.1, AT5G25230.2
OG0006851	AH002170-RA	AT5G64250.1, AT5G64250.2
OG0006852	AH010395-RA	AT1G08550.1, AT1G08550.2, AT1G08550.3
OG0006853	AH011020-RA	AT2G13360.3, AT2G13360.1, AT2G13360.2
OG0006855	AH006854-RA, AH020332-RA	AT5G06790.1, AT2G42180.1, AT3G57950.1
OG0006856	AH003410-RA, AH006279-RA	AT2G36070.1, AT2G20510.2, AT2G20510.4, AT2G20510.1, AT2G20510.3
OG0006857	AH015435-RA, AH015436-RA	AT3G17611.3, AT3G17611.2, AT3G17611.1
OG0006858	AH016271-RA, AH023221-RA	AT4G32260.1
OG0006859	AH002608-RA, AH017779-RA	AT4G02610.1, AT3G54640.1
OG0006861	AH019988-RA	AT3G06950.1
OG0006862	AH012133-RA	AT1G48360.2, AT1G48360.5, AT1G48360.3, AT1G48360.4, AT1G48360.1, AT1G48360.6
OG0006863	AH020154-RA, AH019427-RA	AT5G18830.2, AT5G18830.1, AT5G18830.3
OG0006866	AH005539-RA	AT2G03670.1, AT2G03670.2
OG0006867	AH022731-RA, AH016625-RA	AT3G63470.1
OG0006868	AH011234-RA	AT1G09300.2, AT1G09300.1
OG0006869	AH012692-RA, AH021869-RA	AT3G10050.1
OG0006871	AH023491-RA	AT3G55260.1
OG0006872	AH020557-RA	AT3G23710.1, AT3G23710.2
OG0006873	AH016985-RA	AT5G50840.1, AT5G50840.2
OG0006874	AH011642-RA	AT1G06020.1, AT1G06030.1, AT2G31390.1, AT3G59480.1
OG0006875	AH022100-RA, AH012959-RA	AT2G47590.1
OG0006876	AH006717-RA	AT3G57140.1, AT3G57140.2, AT5G04040.1, AT5G04040.2
OG0006877	AH022528-RA	AT1G07630.1, AT2G28890.1
OG0006878	AH004009-RA, AH005375-RA	AT5G64816.4, AT5G64816.3, AT5G64816.2, AT5G64816.1
OG0006879	AH018518-RA	AT1G31460.1, AT1G23270.1
OG0006880	AH018149-RA	AT1G55090.1
OG0006881	AH011838-RA	AT2G43370.2, AT2G43370.1
OG0006882	AH018913-RA	AT1G06820.4, AT1G06820.1, AT1G06820.3, AT1G06820.2
OG0006883	AH002601-RA	AT1G03055.1, AT1G03055.2
OG0006884	AH021079-RA	AT3G05070.1
OG0006885	AH013923-RA	AT3G44280.2, AT5G22280.3, AT5G22280.2, AT5G22280.1, AT3G44280.1
OG0006886	AH003478-RA	AT2G13680.1
OG0006887	AH000152-RA, AH001325-RA	AT1G07960.2, AT1G07960.4, AT1G07960.3, AT1G07960.1
OG0006889	AH004657-RA	AT3G23325.1, AT4G14342.1, AT4G14342.2
OG0006890	AH002458-RA	AT5G60335.3, AT5G60335.2, AT5G60335.1
OG0006891	AH007460-RA	AT5G36170.3, AT5G36170.4, AT5G36170.1, AT5G36170.2
OG0006892	AH020711-RA	AT5G20180.2, AT5G20180.4, AT5G20180.1, AT5G20180.3
OG0006892	AH015424-RA	ATCG00760.1
OG0006893	AH015702-RA	AT3G54510.6, AT3G54510.1, AT3G54510.4, AT3G54510.5, AT3G54510.3, AT3G54510.2
OG0006895	AH009939-RA	AT3G55120.1, AT5G66220.1
OG0006896	AH002695-RA	AT4G02060.1, AT4G02060.2
OG0006897	AH000317-RA	AT2G32980.1
OG0006898	AH015719-RA	AT3G07530.5, AT3G07530.4, AT3G07530.1, AT3G07530.2, AT3G07530.3
OG0006899	AH021391-RA	AT2G37990.1
OG0006900	AH005111-RA	AT3G24180.1, AT3G24180.2
OG0006901	AH003030-RA	AT2G43080.1
OG0006902	AH001401-RA	AT1G06320.1
OG0006903	AH007083-RA	AT3G06010.1, AT5G19310.2, AT5G19310.1
OG0006904	AH006909-RA, AH020291-RA	AT3G58490.1
OG0006905	AH005453-RA	AT1G65032.1
OG0006906	AH015706-RA, AH014145-RA	AT5G43970.1, AT1G04070.1
OG0006907	AH013927-RA	AT5G22250.1, AT3G44260.1
OG0006908	AH022834-RA	AT2G47760.4, AT2G47760.1, AT2G47760.5, AT2G47760.2, AT2G47760.3
OG0006910	AH020059-RA	AT2G30695.1, AT2G30695.4, AT2G30695.2, AT2G30695.3
OG0006911	AH011621-RA	AT3G59390.1, AT3G59390.2
OG0006912	AH000051-RA	AT2G32900.1
OG0006913	AH022986-RA	AT2G44920.1, AT2G44920.2
OG0006914	AH017881-RA	AT4G12830.1
OG0006915	AH015669-RA, AH019156-RA	AT5G07030.1, AT3G54400.1
OG0006916	AH009454-RA	AT5G16620.1
OG0006917	AH015208-RA	AT3G24140.1, AT3G24140.2
OG0006918	AH019990-RA, AH011771-RA	AT1G48310.1, AT1G48310.2, AT1G48310.3, AT1G48310.4
OG0006919	AH016389-RA	AT2G44560.1, AT2G44540.1, AT2G44550.1, AT2G44570.1, AT2G44570.2
OG0006920	AH001054-RA	AT3G19910.2, AT3G19910.1
OG0006921	AH009399-RA	AT1G65280.2, AT1G65280.1
OG0006923	AH007507-RA	AT2G44820.2, AT2G44820.1
OG0006924	AH019710-RA, AH010568-RA	AT5G16940.2, AT5G16940.1
OG0006925	AH012917-RA	AT4G02920.2, AT4G02920.1, AT1G03340.1
OG0006926	AH009588-RA	AT3G22680.1
OG0006927	AH013739-RA	AT2G29210.1, AT2G29210.2
OG0006928	AH020600-RA	AT1G04890.1, AT4G13630.2, AT4G13630.1
OG0006929	AH012684-RA	AT2G36630.1
OG0006930	AH007052-RA	AT3G54840.1, AT3G54840.2, AT3G54840.3
OG0006933	AH020428-RA	AT2G41450.2, AT2G41450.1
OG0006934	AH009566-RA	AT3G61710.1, AT3G61710.3, AT3G61710.2, AT3G61710.4
OG0006935	AH010339-RA, AH021990-RA	AT3G54200.1
OG0006936	AH010658-RA, AH007354-RA	AT3G52430.1
OG0006938	AH016903-RA	AT4G35350.1
OG0006939	AH001603-RA, AH000946-RA	AT4G38220.2, AT4G38220.1
OG0006941	AH011993-RA, AH012004-RA	AT2G03820.1
OG0006942	AH004984-RA, AH004324-RA	AT5G65660.1
OG0006943	AH006888-RA	AT1G49590.2, AT1G49590.3, AT1G49590.1
OG0006944	AH005735-RA	AT3G49725.1
OG0006945	AH009270-RA	AT5G42800.1
OG0006947	AH010418-RA	AT1G56310.1, AT1G56310.2
OG0006948	AH008305-RA	AT4G34030.1
OG0006949	AH007239-RA, AH004859-RA, AH006721-RA	AT1G64970.1
OG0006950	AH000778-RA, AH002316-RA	AT2G17036.2, AT2G17036.1, AT2G17030.1
OG0006951	AH001678-RA	AT4G34230.1, AT4G34230.2, AT3G19450.1
OG0006952	AH008434-RA	AT1G47330.2, AT1G47330.1
OG0006953	AH009404-RA	AT1G71960.1
OG0006954	AH008641-RA	AT1G77290.2, AT1G77290.1, AT1G77290.3
OG0006955	AH002463-RA	AT1G50030.2, AT1G50030.1
OG0006956	AH008547-RA	AT1G22770.1
OG0006957	AH009975-RA, AH002760-RA	AT3G09820.2, AT5G03300.2, AT5G03300.3, AT3G09820.1, AT5G03300.1
OG0006958	AH010791-RA, AH010792-RA, AH010813-RA, AH010812-RA, AH010793-RA	AT5G10920.1
OG0006959	AH003249-RA	AT5G42740.1, AT5G42740.2, AT5G42740.3
OG0006960	AH005594-RA	AT5G66740.1
OG0006961	AH001820-RA, AH000566-RA	AT4G34490.2, AT4G34490.1
OG0006962	AH000693-RA	AT2G04305.1
OG0006963	AH017838-RA	AT5G43150.1
OG0006964	AH002636-RA, AH017757-RA, AH002635-RA, AH002633-RA	AT4G16430.1
OG0006965	AH005829-RA, AH003930-RA	AT2G21870.2, AT2G21870.1
OG0006967	AH016961-RA	AT1G80950.2, AT1G80950.1
OG0006969	AH003629-RA	AT3G11220.2, AT3G11220.1
OG0006970	AH014626-RA	AT1G49910.1, AT3G19590.1
OG0006971	AH023580-RA	AT4G24460.4, AT4G24460.3, AT4G24460.2, AT4G24460.1
OG0006972	AH003291-RA	AT3G56570.2, AT3G56570.1
OG0006973	AH021181-RA	AT1G49870.2, AT1G49870.1
OG0006975	AH001772-RA	AT2G16405.1
OG0006976	AH005533-RA	AT1G69200.1
OG0006978	AH005698-RA	AT5G67460.1, AT5G67460.2
OG0006979	AH010464-RA	AT5G27560.2, AT5G27560.3, AT5G27560.4, AT5G27560.1
OG0006980	AH009065-RA	AT5G64780.1
OG0006981	AH006072-RA	AT5G66820.1
OG0006982	AH001839-RA	AT4G36720.1
OG0006983	AH015680-RA	AT2G40030.2, AT2G40030.1
OG0006984	AH008404-RA	AT1G27700.1
OG0006985	AH004236-RA, AH005265-RA	AT2G02450.2, AT2G02450.1
OG0006986	AH018562-RA	AT3G27530.1
OG0006987	AH020943-RA	AT1G31010.1, AT5G44785.2, AT5G44785.1, AT4G20010.2, AT4G20010.1
OG0006988	AH002180-RA	AT5G09420.1
OG0006989	AH010836-RA	AT1G54520.1
OG0006990	AH023247-RA	AT4G32120.1, AT2G25300.2, AT2G25300.1
OG0006991	AH008000-RA	AT5G06310.1
OG0006992	AH005766-RA	AT1G19600.1
OG0006993	AH005607-RA	AT1G36310.2, AT1G36310.1
OG0006994	AH020490-RA	AT5G02410.1
OG0006995	AH002423-RA, AH000697-RA	AT5G10550.1, AT5G65630.1
OG0006997	AH019791-RA	AT5G49010.2, AT5G49010.1
OG0006998	AH003566-RA	AT4G39970.1
OG0006999	AH003260-RA	AT5G63610.1
OG0007000	AH019759-RA	AT5G43822.1
OG0007002	AH001682-RA	AT2G15230.1
OG0007003	AH019666-RA	AT1G21460.1, AT1G21460.2
OG0007004	AH006664-RA	AT4G26555.3, AT4G26555.1, AT4G26555.2
OG0007005	AH000425-RA	AT2G42690.1
OG0007006	AH009964-RA, AH008105-RA	AT5G54540.1
OG0007007	AH014696-RA, AH009286-RA	AT1G30360.1
OG0007009	AH010250-RA	AT1G16650.1, AT1G16650.3, AT1G16650.2
OG0007010	AH014721-RA	AT4G18270.1
OG0007012	AH013688-RA, AH022538-RA	AT5G59380.1, AT3G46580.1
OG0007013	AH008156-RA	AT4G27120.3, AT4G27120.1, AT4G27120.2
OG0007014	AH021426-RA	AT1G03370.1, AT1G03370.2
OG0007015	AH015256-RA	AT1G28400.1, AT2G33850.1
OG0007016	AH020790-RA, AH014121-RA	AT1G52720.1, AT3G15630.1
OG0007017	AH015291-RA	AT4G18465.1
OG0007018	AH014593-RA	AT5G60360.2, AT5G60360.3, AT5G60360.1, AT3G45310.2, AT3G45310.1
OG0007019	AH014975-RA	AT1G62250.3, AT1G62250.2, AT1G62250.1
OG0007020	AH009729-RA	AT5G55900.2, AT5G55900.1, AT4G26620.1
OG0007021	AH021656-RA	AT2G33790.1, AT2G34700.1
OG0007024	AH009742-RA	AT4G26670.1, AT5G55510.1
OG0007025	AH008104-RA	AT3G20650.2, AT3G20650.1, AT3G20650.3
OG0007026	AH002044-RA	AT1G52780.1
OG0007027	AH003167-RA, AH018637-RA	AT1G63440.1
OG0007028	AH021343-RA	AT1G29630.1, AT1G29630.3, AT1G29630.2
OG0007029	AH021379-RA	AT5G45760.1, AT5G45760.2
OG0007032	AH018098-RA	AT1G65650.1
OG0007036	AH021288-RA	AT4G18390.1, AT4G18390.2, AT1G30210.2, AT1G30210.1
OG0007037	AH021466-RA, AH014925-RA	AT4G22290.1
OG0007038	AH014919-RA	AT4G12610.1, AT4G12610.2
OG0007039	AH021476-RA	AT1G12000.1
OG0007040	AH000094-RA	AT3G07760.8, AT3G07760.4, AT3G07760.9, AT3G07760.11, AT3G07760.5, AT3G07760.2, AT3G07760.1, AT3G07760.10
OG0007041	AH000442-RA, AH001262-RA	AT2G20890.1
OG0007042	AH021057-RA	AT5G17420.1
