Orthogroup	A_coerulea.proteins	A_hypochondriacus.proteins
OG0004432	Aqcoe7G431900.3.p, Aqcoe7G431900.2.p, Aqcoe7G431900.1.p	AH021095-RA, AH014327-RA
OG0004433	Aqcoe7G174900.1.p, Aqcoe7G174900.2.p	AH002094-RA, AH014522-RA
OG0004434	Aqcoe7G441000.1.p	AH013428-RA
OG0004436	Aqcoe7G424400.1.p, Aqcoe7G424400.2.p	AH005298-RA, AH005088-RA
OG0004437	Aqcoe7G388000.1.p, Aqcoe7G265800.1.p	AH001980-RA, AH014097-RA
OG0004438	Aqcoe7G171500.1.p	AH023315-RA, AH014517-RA
OG0004439	Aqcoe1G226600.1.p, Aqcoe7G415300.1.p, Aqcoe7G415300.2.p, Aqcoe7G415300.3.p, Aqcoe7G415300.4.p, Aqcoe7G415300.5.p	AH005148-RA
OG0004440	Aqcoe7G142800.3.p, Aqcoe7G142800.2.p, Aqcoe7G142800.4.p, Aqcoe7G142800.1.p	AH016121-RA
OG0004441	Aqcoe7G031200.6.p, Aqcoe7G031200.1.p, Aqcoe7G031200.2.p, Aqcoe7G031200.4.p, Aqcoe7G031200.3.p, Aqcoe7G031200.5.p	AH016153-RA
OG0004442	Aqcoe7G025200.2.p, Aqcoe7G025200.1.p, Aqcoe7G025200.3.p	AH019603-RA, AH012107-RA
OG0004443	Aqcoe7G031700.1.p, Aqcoe7G031700.2.p	AH009686-RA
OG0004444	Aqcoe7G170700.1.p	AH023278-RA, AH000650-RA
OG0004445	Aqcoe7G239900.1.p	AH017006-RA
OG0004446	Aqcoe3G429700.1.p, Aqcoe7G232300.1.p, Aqcoe3G333800.1.p	AH002806-RA, AH004590-RA, AH005080-RA
OG0004447	Aqcoe7G258300.1.p, Aqcoe7G258300.2.p	AH014394-RA
OG0004448	Aqcoe1G117300.1.p, Aqcoe7G294800.1.p, Aqcoe5G413400.4.p, Aqcoe5G413400.2.p, Aqcoe5G413400.1.p, Aqcoe5G413400.3.p	AH009078-RA
OG0004449	Aqcoe7G088300.4.p, Aqcoe7G088300.6.p, Aqcoe7G088300.1.p, Aqcoe7G088300.5.p, Aqcoe7G088300.3.p, Aqcoe7G088300.7.p, Aqcoe7G088300.2.p	AH023249-RA
OG0004450	Aqcoe7G297200.1.p	AH014255-RA
OG0004451	Aqcoe7G433300.3.p, Aqcoe7G433300.1.p, Aqcoe7G433300.2.p	AH013359-RA
OG0004452	Aqcoe7G262700.1.p	AH014351-RA
OG0004453	Aqcoe7G153200.2.p, Aqcoe7G153200.1.p	AH000052-RA
OG0004454	Aqcoe3G005500.2.p, Aqcoe3G005500.1.p	AH015484-RA
OG0004454	Aqcoe7G076900.1.p	AH012211-RA
OG0004455	Aqcoe7G000900.1.p	AH009496-RA
OG0004456	Aqcoe7G082200.1.p	AH009084-RA
OG0004457	Aqcoe7G094000.2.p, Aqcoe7G094000.3.p, Aqcoe7G094000.1.p, Aqcoe7G094000.4.p	AH002916-RA
OG0004458	Aqcoe7G391000.1.p	AH001991-RA, AH014072-RA
OG0004459	Aqcoe7G003300.3.p, Aqcoe7G003300.1.p, Aqcoe7G003300.2.p	AH019719-RA, AH011933-RA
OG0004460	Aqcoe7G193000.1.p	AH019199-RA
OG0004461	Aqcoe7G209400.1.p	AH020794-RA, AH020793-RA
OG0004462	Aqcoe7G083200.1.p	AH009040-RA
OG0004463	Aqcoe7G068100.1.p	AH018741-RA
OG0004464	Aqcoe7G371300.1.p	AH022645-RA, AH022646-RA, AH022647-RA
OG0004465	Aqcoe7G139300.2.p, Aqcoe7G139300.1.p	AH017139-RA, AH016109-RA, AH017118-RA
OG0004466	Aqcoe3G231800.1.p, Aqcoe3G231800.2.p, Aqcoe7G276200.2.p, Aqcoe7G276200.5.p, Aqcoe7G276200.1.p, Aqcoe7G276200.6.p, Aqcoe7G276200.4.p, Aqcoe7G276200.3.p, Aqcoe7G276200.7.p	AH022668-RA
OG0004467	Aqcoe7G122900.1.p	AH020572-RA, AH014208-RA
OG0004468	Aqcoe7G081800.1.p	AH012200-RA
OG0004469	Aqcoe7G442800.1.p	AH022298-RA
OG0004470	Aqcoe7G429700.2.p, Aqcoe7G429700.1.p	AH013296-RA, AH022388-RA
OG0004471	Aqcoe7G361700.1.p	AH020605-RA, AH020622-RA
OG0004472	Aqcoe7G400900.2.p, Aqcoe7G400900.1.p, Aqcoe7G400900.3.p	AH009328-RA
OG0004474	Aqcoe5G191200.2.p, Aqcoe5G191200.3.p, Aqcoe5G191200.1.p, Aqcoe1G173700.1.p, Aqcoe1G173700.2.p, Aqcoe1G495400.1.p	AH001810-RA
OG0004475	Aqcoe3G061100.2.p, Aqcoe3G061100.1.p, Aqcoe1G068400.1.p	AH008902-RA, AH021682-RA
OG0004476	Aqcoe1G248000.1.p, Aqcoe1G121100.1.p	AH014704-RA
OG0004477	Aqcoe1G192400.1.p	AH007957-RA
OG0004478	Aqcoe1G254600.1.p	AH015247-RA, AH021672-RA
OG0004479	Aqcoe1G278900.1.p	AH016929-RA
OG0004480	Aqcoe1G485700.2.p, Aqcoe1G485700.1.p	AH022450-RA, AH015932-RA
OG0004481	Aqcoe1G323300.1.p	AH015098-RA, AH021616-RA
OG0004482	Aqcoe1G414500.1.p, Aqcoe1G414500.2.p	AH023111-RA
OG0004483	Aqcoe1G100600.1.p	AH013746-RA
OG0004485	Aqcoe1G118300.1.p, Aqcoe1G118300.2.p	AH001455-RA
OG0004486	Aqcoe1G014000.2.p, Aqcoe1G014000.1.p	AH022009-RA
OG0004487	Aqcoe1G445900.1.p, Aqcoe1G050600.1.p	AH021900-RA
OG0004488	Aqcoe1G138800.1.p	AH000193-RA
OG0004489	Aqcoe5G315400.2.p, Aqcoe5G315400.4.p, Aqcoe5G315400.3.p, Aqcoe5G315400.1.p, Aqcoe1G422600.2.p, Aqcoe1G422600.1.p, Aqcoe1G102800.1.p	AH006887-RA
OG0004491	Aqcoe1G078200.1.p, Aqcoe5G237500.1.p	AH018870-RA, AH008454-RA, AH008455-RA
OG0004492	Aqcoe1G386900.1.p	AH005187-RA, AH004541-RA
OG0004493	Aqcoe1G023000.1.p	AH016661-RA
OG0004494	Aqcoe1G239000.2.p, Aqcoe1G239000.3.p, Aqcoe1G239000.1.p	AH021504-RA
OG0004495	Aqcoe1G052400.5.p, Aqcoe1G052400.4.p, Aqcoe1G052400.1.p, Aqcoe1G052400.7.p, Aqcoe1G052400.2.p, Aqcoe1G052400.3.p, Aqcoe1G052400.9.p, Aqcoe1G052400.8.p	AH020286-RA
OG0004496	Aqcoe1G266900.2.p, Aqcoe1G266900.1.p	AH000332-RA, AH001339-RA
OG0004497	Aqcoe1G030500.1.p, Aqcoe1G030500.2.p	AH011010-RA
OG0004498	Aqcoe1G022800.1.p	AH015301-RA
OG0004499	Aqcoe1G187600.1.p	AH010277-RA
OG0004500	Aqcoe1G474600.1.p	AH013144-RA
OG0004501	Aqcoe1G118800.4.p, Aqcoe1G118800.2.p, Aqcoe1G118800.5.p, Aqcoe1G118800.1.p, Aqcoe1G118800.6.p, Aqcoe1G118800.3.p, Aqcoe1G118800.7.p	AH001457-RA
OG0004502	Aqcoe1G070400.1.p, Aqcoe1G070400.2.p	AH023458-RA, AH018905-RA
OG0004503	Aqcoe1G112300.1.p, Aqcoe1G112300.4.p, Aqcoe1G112300.2.p, Aqcoe1G112300.3.p, Aqcoe1G112300.5.p	AH007926-RA
OG0004504	Aqcoe1G100000.1.p, Aqcoe1G100000.2.p, Aqcoe1G100000.3.p, Aqcoe1G100000.4.p	AH018699-RA
OG0004505	Aqcoe1G378300.1.p, Aqcoe1G233600.1.p	AH014994-RA, AH021499-RA
OG0004506	Aqcoe3G037100.8.p, Aqcoe3G037100.1.p, Aqcoe3G037100.6.p, Aqcoe3G037100.5.p, Aqcoe3G037100.4.p, Aqcoe3G037100.7.p, Aqcoe3G037100.2.p, Aqcoe1G087400.1.p, Aqcoe1G087400.2.p, Aqcoe1G087400.3.p, Aqcoe3G037100.3.p	AH023043-RA
OG0004507	Aqcoe5G112800.1.p	AH006472-RA
OG0004508	Aqcoe5G404800.1.p	AH014598-RA
OG0004509	Aqcoe5G052600.1.p	AH006648-RA
OG0004510	Aqcoe5G002400.2.p, Aqcoe5G002400.1.p	AH013115-RA
OG0004511	Aqcoe5G166300.1.p, Aqcoe5G166300.2.p	AH003641-RA, AH005651-RA
OG0004512	Aqcoe5G207000.4.p, Aqcoe5G207000.1.p, Aqcoe5G207000.3.p, Aqcoe5G207000.2.p	AH008540-RA
OG0004513	Aqcoe5G084100.1.p, Aqcoe5G084100.2.p, Aqcoe5G084100.3.p	AH007012-RA, AH020211-RA
OG0004514	Aqcoe5G204200.1.p	AH005899-RA, AH003947-RA
OG0004515	Aqcoe5G017800.3.p, Aqcoe5G017800.1.p, Aqcoe5G017800.5.p, Aqcoe5G017800.2.p, Aqcoe5G017800.4.p	AH007434-RA, AH007435-RA, AH011167-RA
OG0004516	Aqcoe5G234200.1.p	AH006222-RA
OG0004517	Aqcoe5G106100.4.p, Aqcoe5G106100.5.p, Aqcoe5G106100.1.p, Aqcoe5G106100.7.p, Aqcoe5G106100.6.p, Aqcoe5G106100.2.p, Aqcoe5G106100.3.p, Aqcoe5G106100.8.p	AH014734-RA
OG0004518	Aqcoe5G263100.2.p, Aqcoe5G263100.4.p, Aqcoe5G263100.1.p, Aqcoe5G263100.3.p	AH013366-RA
OG0004519	Aqcoe5G336600.1.p	AH010910-RA
OG0004519	Aqcoe5G336700.1.p, Aqcoe5G164300.1.p	AH017412-RA, AH002937-RA
OG0004520	Aqcoe5G082000.2.p, Aqcoe5G082000.1.p	AH012642-RA, AH008600-RA
OG0004521	Aqcoe5G103100.1.p, Aqcoe5G103000.1.p	AH008386-RA
OG0004522	Aqcoe5G433700.1.p, Aqcoe5G433700.2.p	AH009245-RA
OG0004523	Aqcoe5G069800.1.p	AH009650-RA
OG0004524	Aqcoe5G478000.1.p, Aqcoe5G478000.6.p, Aqcoe5G478000.3.p, Aqcoe5G478000.5.p, Aqcoe5G478000.7.p, Aqcoe5G478000.2.p, Aqcoe5G478000.4.p	AH009273-RA
OG0004525	Aqcoe5G146600.1.p	AH006120-RA
OG0004526	Aqcoe5G009400.1.p, Aqcoe5G009400.2.p, Aqcoe5G009400.7.p, Aqcoe5G009400.6.p, Aqcoe5G009400.3.p, Aqcoe5G009400.4.p, Aqcoe5G009400.5.p	AH020220-RA
OG0004527	Aqcoe5G335800.1.p, Aqcoe5G335800.2.p	AH005254-RA, AH004261-RA
OG0004528	Aqcoe5G026200.2.p, Aqcoe5G026200.1.p, Aqcoe5G026200.3.p	AH007223-RA, AH010755-RA
OG0004529	Aqcoe5G011500.3.p, Aqcoe5G011500.2.p, Aqcoe5G011500.1.p	AH021898-RA, AH013004-RA
OG0004530	Aqcoe5G218900.1.p	AH002412-RA, AH008805-RA
OG0004531	Aqcoe5G346000.1.p	AH005215-RA
OG0004531	Aqcoe3G160500.1.p	AH006395-RA
OG0004532	Aqcoe5G290600.2.p, Aqcoe5G290600.1.p	AH021926-RA
OG0004533	Aqcoe5G156500.1.p	AH019459-RA, AH012263-RA, AH019464-RA
OG0004534	Aqcoe5G279100.1.p, Aqcoe5G279100.2.p	AH000147-RA
OG0004535	Aqcoe5G039700.1.p	AH002611-RA, AH017770-RA
OG0004536	Aqcoe5G264800.1.p	AH023465-RA, AH014233-RA
OG0004537	Aqcoe3G241700.4.p, Aqcoe3G241700.1.p, Aqcoe3G241700.3.p, Aqcoe3G241700.2.p, Aqcoe5G046200.1.p, Aqcoe3G178200.1.p, Aqcoe3G178200.2.p	AH013012-RA
OG0004538	Aqcoe5G085600.1.p	AH012935-RA
OG0004539	Aqcoe5G208200.2.p, Aqcoe5G208200.1.p	AH000882-RA, AH000883-RA
OG0004540	Aqcoe5G247900.1.p	AH010944-RA, AH008517-RA
OG0004541	Aqcoe3G311100.1.p	AH017336-RA
OG0004541	Aqcoe3G103700.1.p	AH013932-RA, AH022945-RA, AH016478-RA
OG0004542	Aqcoe5G450800.1.p, Aqcoe5G450800.2.p	AH016679-RA
OG0004543	Aqcoe5G424400.2.p, Aqcoe5G424400.6.p, Aqcoe5G424400.3.p, Aqcoe5G424400.4.p, Aqcoe5G424400.1.p, Aqcoe5G424400.5.p	AH003137-RA
OG0004544	Aqcoe5G238900.1.p	AH003505-RA, AH023667-RA
OG0004545	Aqcoe5G302600.1.p	AH006109-RA, AH018781-RA
OG0004546	Aqcoe5G335700.1.p	AH002271-RA, AH002273-RA
OG0004547	Aqcoe3G155800.1.p, Aqcoe3G155800.2.p, Aqcoe3G155800.3.p, Aqcoe5G231500.1.p	AH005758-RA
OG0004548	Aqcoe3G254400.2.p, Aqcoe3G254400.1.p	AH009421-RA, AH010415-RA
OG0004549	Aqcoe3G367800.1.p	AH002898-RA, AH017477-RA
OG0004550	Aqcoe3G378400.1.p	AH017458-RA
OG0004551	Aqcoe3G411200.1.p, Aqcoe3G412200.1.p, Aqcoe3G412200.2.p	AH006268-RA
OG0004552	Aqcoe3G032400.4.p, Aqcoe3G032400.1.p, Aqcoe3G032400.2.p, Aqcoe3G032400.3.p, Aqcoe3G032400.6.p, Aqcoe3G032400.5.p	AH000344-RA
OG0004553	Aqcoe3G127700.1.p, Aqcoe3G127600.1.p	AH002525-RA, AH017945-RA
OG0004554	Aqcoe3G377900.1.p	AH022768-RA
OG0004555	Aqcoe3G335300.1.p, Aqcoe3G081500.1.p	AH002810-RA, AH017602-RA
OG0004556	Aqcoe3G010500.6.p, Aqcoe3G010500.7.p, Aqcoe3G010500.1.p, Aqcoe3G010500.3.p, Aqcoe3G010500.10.p, Aqcoe3G010500.8.p, Aqcoe3G010500.2.p, Aqcoe3G010500.9.p, Aqcoe3G010500.5.p, Aqcoe3G010500.4.p	AH021229-RA
OG0004557	Aqcoe3G036300.1.p	AH017193-RA
OG0004558	Aqcoe3G264900.1.p	AH003637-RA, AH005921-RA, AH005922-RA, AH005920-RA
OG0004559	Aqcoe3G228400.3.p, Aqcoe3G228400.2.p, Aqcoe3G228400.1.p	AH018376-RA
OG0004560	Aqcoe3G436800.2.p, Aqcoe3G436800.3.p, Aqcoe3G436800.1.p	AH000026-RA
OG0004561	Aqcoe3G126700.1.p	AH017965-RA, AH002501-RA
OG0004562	Aqcoe3G398400.1.p, Aqcoe3G045700.1.p	AH004067-RA, AH005414-RA
OG0004563	Aqcoe3G433200.2.p, Aqcoe3G433200.3.p, Aqcoe3G433200.1.p	AH014604-RA
OG0004564	Aqcoe3G346000.1.p	AH020222-RA
OG0004565	Aqcoe3G066200.1.p	AH005521-RA
OG0004565	Aqcoe3G374700.1.p	AH002902-RA, AH017468-RA
OG0004566	Aqcoe3G044500.1.p	AH021025-RA
OG0004567	Aqcoe3G364400.2.p, Aqcoe3G364400.1.p	AH020054-RA, AH020592-RA
OG0004568	Aqcoe3G196900.1.p, Aqcoe3G196900.2.p	AH003418-RA
OG0004569	Aqcoe3G268000.1.p, Aqcoe3G268100.1.p	AH018457-RA
OG0004570	Aqcoe3G016700.1.p, Aqcoe3G016700.2.p	AH012202-RA
OG0004571	Aqcoe3G279200.1.p, Aqcoe3G279200.2.p	AH002503-RA, AH017959-RA, AH017960-RA
OG0004572	Aqcoe3G370900.1.p	AH017499-RA, AH002888-RA
OG0004573	Aqcoe3G243500.1.p	AH001864-RA, AH012915-RA, AH018253-RA
OG0004574	Aqcoe3G184900.1.p	AH008182-RA
OG0004575	Aqcoe3G154000.1.p	AH010431-RA, AH019783-RA
OG0004576	Aqcoe3G305400.2.p, Aqcoe3G305400.1.p	AH017318-RA, AH002756-RA
OG0004577	Aqcoe3G169700.1.p, Aqcoe3G169700.2.p	AH018442-RA
OG0004578	Aqcoe3G049400.1.p	AH000345-RA
OG0004578	Aqcoe3G396100.1.p	AH022915-RA
OG0004579	Aqcoe3G349000.1.p	AH005023-RA, AH004350-RA
OG0004580	Aqcoe3G119300.1.p, Aqcoe3G119300.2.p	AH010362-RA, AH010361-RA
OG0004581	Aqcoe3G343100.3.p, Aqcoe3G343100.2.p, Aqcoe3G343100.1.p	AH006626-RA
OG0004582	Aqcoe3G017700.1.p	AH016559-RA, AH022827-RA
OG0004583	Aqcoe3G395900.1.p	AH017424-RA
OG0004584	Aqcoe3G260400.1.p	AH018260-RA, AH018262-RA, AH018259-RA
OG0004585	Aqcoe3G316900.1.p	AH019366-RA
OG0004586	Aqcoe3G216300.1.p	AH018766-RA
OG0004587	Aqcoe3G327900.1.p	AH008312-RA
OG0004588	Aqcoe3G005100.1.p	AH015849-RA
OG0004589	Aqcoe3G060600.1.p, Aqcoe3G060600.2.p	AH004519-RA, AH006611-RA, AH006614-RA, AH006610-RA, AH006603-RA, AH006607-RA, AH006606-RA
OG0004590	Aqcoe3G070100.2.p, Aqcoe3G070100.1.p, Aqcoe3G380600.1.p	AH022751-RA
OG0004591	Aqcoe3G000800.1.p, Aqcoe3G000800.2.p, Aqcoe3G000800.3.p, Aqcoe3G000800.4.p	AH005355-RA
OG0004592	Aqcoe3G444400.2.p, Aqcoe3G444400.1.p, Aqcoe3G444400.3.p	AH021223-RA
OG0004593	Aqcoe3G197500.1.p	AH004537-RA, AH005196-RA, AH006379-RA
OG0004594	Aqcoe3G270000.4.p, Aqcoe3G270000.2.p, Aqcoe3G270000.1.p, Aqcoe3G270000.3.p	AH018317-RA
OG0004595	Aqcoe3G168400.1.p	AH018440-RA, AH011543-RA
OG0004596	Aqcoe3G043300.1.p, Aqcoe3G043300.2.p	AH017172-RA
OG0004597	Aqcoe3G100400.5.p, Aqcoe3G100400.2.p, Aqcoe3G100400.3.p, Aqcoe3G100400.1.p, Aqcoe3G100400.4.p	AH004663-RA
OG0004620	Aqcoe1G466600.1.p, Aqcoe1G466600.2.p, Aqcoe1G466600.3.p, Aqcoe0033s0004.1.p	AH007925-RA
OG0004621	Aqcoe1G154100.2.p, Aqcoe1G154100.1.p, Aqcoe1953s0001.1.p, Aqcoe1G154000.1.p	AH000437-RA
OG0004622	Aqcoe2G006500.1.p, Aqcoe2G006500.2.p	AH006847-RA, AH020340-RA
OG0004623	Aqcoe2G360700.1.p	AH008401-RA
OG0004624	Aqcoe7G426900.1.p, Aqcoe7G426900.2.p, Aqcoe2G100400.1.p	AH005800-RA
OG0004626	Aqcoe2G407400.1.p	AH011197-RA
OG0004628	Aqcoe2G114000.1.p	AH018459-RA
OG0004629	Aqcoe2G044900.1.p	AH015654-RA
OG0004630	Aqcoe3G271100.1.p, Aqcoe2G142100.1.p, Aqcoe2G142100.2.p	AH000071-RA
OG0004631	Aqcoe2G049100.1.p	AH006663-RA, AH020486-RA
OG0004633	Aqcoe2G028800.1.p	AH001371-RA
OG0004634	Aqcoe2G374200.1.p, Aqcoe2G374200.3.p, Aqcoe2G374200.2.p	AH015937-RA
OG0004635	Aqcoe2G268600.1.p, Aqcoe6G137300.1.p, Aqcoe6G137300.2.p, Aqcoe6G137300.3.p	AH010806-RA, AH010805-RA
OG0004636	Aqcoe2G265500.1.p, Aqcoe2G265500.2.p	AH012430-RA
OG0004637	Aqcoe5G277600.1.p	AH010722-RA
OG0004638	Aqcoe2G160000.1.p, Aqcoe2G276500.1.p	AH017691-RA, AH019484-RA
OG0004639	Aqcoe2G424000.2.p, Aqcoe2G180400.2.p, Aqcoe2G180400.1.p, Aqcoe2G424000.1.p, Aqcoe7G280200.1.p, Aqcoe7G280200.2.p	AH021125-RA, AH014560-RA
OG0004640	Aqcoe2G106500.1.p, Aqcoe2G106400.1.p, Aqcoe1G342400.1.p	AH009893-RA
OG0004641	Aqcoe2G176300.3.p	AH004482-RA
OG0004641	Aqcoe3G135200.1.p, Aqcoe2G176300.4.p, Aqcoe2G176300.1.p, Aqcoe2G176300.2.p	AH004885-RA
OG0004642	Aqcoe2G092000.1.p	AH006765-RA, AH018800-RA, AH003069-RA
OG0004643	Aqcoe2G350500.1.p	AH019817-RA
OG0004644	Aqcoe2G429500.1.p	AH014009-RA, AH017885-RA, AH002563-RA
OG0004645	Aqcoe2G140000.7.p, Aqcoe2G140000.2.p, Aqcoe2G140000.8.p, Aqcoe2G140000.5.p, Aqcoe2G140000.3.p, Aqcoe2G140000.1.p, Aqcoe2G140000.6.p, Aqcoe2G140000.4.p	AH011774-RA
OG0004646	Aqcoe2G283600.2.p, Aqcoe2G283600.1.p	AH007614-RA
OG0004647	Aqcoe2G028200.1.p	AH015715-RA, AH006733-RA
OG0004648	Aqcoe2G419000.3.p, Aqcoe2G419000.1.p, Aqcoe2G419000.2.p	AH006487-RA
OG0004649	Aqcoe2G086900.1.p, Aqcoe2G086900.2.p	AH022457-RA, AH022458-RA
OG0004650	Aqcoe2G434700.1.p	AH011137-RA
OG0004651	Aqcoe2G154600.6.p, Aqcoe6G011200.3.p, Aqcoe6G011200.2.p, Aqcoe2G154600.4.p, Aqcoe6G011200.1.p, Aqcoe2G154600.1.p, Aqcoe2G154600.3.p, Aqcoe2G154600.2.p, Aqcoe5G222100.1.p, Aqcoe2G154600.5.p	AH011988-RA
OG0004652	Aqcoe3G134800.1.p	AH020573-RA, AH006496-RA
OG0004653	Aqcoe2G040300.3.p, Aqcoe2G040300.2.p, Aqcoe2G040300.1.p	AH011033-RA
OG0004654	Aqcoe2G421700.1.p	AH007453-RA, AH011145-RA
OG0004655	Aqcoe1G105000.1.p, Aqcoe1G105000.2.p, Aqcoe1G105000.3.p, Aqcoe2G115100.4.p, Aqcoe2G115100.2.p, Aqcoe2G115100.3.p, Aqcoe2G115100.1.p, Aqcoe2G114900.1.p	AH017883-RA, AH005844-RA, AH002561-RA
OG0004656	Aqcoe2G375000.1.p	AH010625-RA
OG0004657	Aqcoe2G432600.2.p, Aqcoe2G432600.1.p, Aqcoe2G432600.3.p	AH019958-RA, AH019959-RA
OG0004658	Aqcoe2G066900.1.p, Aqcoe2G066900.2.p	AH015554-RA
OG0004659	Aqcoe2G280600.2.p, Aqcoe2G280600.1.p	AH010419-RA
OG0004660	Aqcoe2G031700.1.p	AH011015-RA
OG0004661	Aqcoe2G374900.1.p, Aqcoe2G374900.3.p, Aqcoe2G374900.2.p	AH002666-RA
OG0004663	Aqcoe2G116600.1.p	AH012573-RA
OG0004664	Aqcoe2G094200.1.p, Aqcoe3G112000.1.p, Aqcoe3G001500.1.p, Aqcoe3G112000.2.p, Aqcoe7G348600.1.p	AH001115-RA
OG0004665	Aqcoe1G019400.1.p, Aqcoe2G011300.1.p, Aqcoe2G011300.2.p	AH006838-RA, AH020338-RA
OG0004666	Aqcoe2G166700.1.p, Aqcoe2G166700.2.p	AH017087-RA
OG0004667	Aqcoe2G400600.1.p	AH013065-RA
OG0004668	Aqcoe2G017100.1.p	AH016634-RA
OG0004669	Aqcoe2G033200.1.p	AH006715-RA
OG0004670	Aqcoe2G396000.1.p	AH020597-RA
OG0004671	Aqcoe2G261200.2.p, Aqcoe2G261200.1.p	AH011799-RA
OG0004672	Aqcoe2G159200.1.p, Aqcoe2G159200.2.p	AH001434-RA
OG0004673	Aqcoe2G018600.1.p	AH000653-RA
OG0004674	Aqcoe6G292300.1.p, Aqcoe2G349200.1.p	AH012700-RA
OG0004675	Aqcoe2G407100.2.p, Aqcoe2G407100.1.p	AH020582-RA
OG0004676	Aqcoe2G315200.2.p, Aqcoe2G315200.1.p, Aqcoe3G300800.1.p	AH012874-RA
OG0004677	Aqcoe2G380000.1.p, Aqcoe2G380000.2.p	AH010739-RA
OG0004678	Aqcoe2G403700.1.p	AH021207-RA, AH003461-RA, AH020703-RA, AH021238-RA, AH021237-RA
OG0004679	Aqcoe2G304100.1.p, Aqcoe2G304100.2.p	AH007577-RA, AH007578-RA, AH007579-RA, AH010486-RA
OG0004680	Aqcoe7G351900.1.p, Aqcoe0014s0003.1.p	AH007573-RA, AH010482-RA
OG0004681	Aqcoe6G212800.1.p	AH002251-RA
OG0004682	Aqcoe6G005500.4.p, Aqcoe6G005500.3.p, Aqcoe6G005500.1.p, Aqcoe1G376500.1.p, Aqcoe6G005500.2.p	AH017263-RA, AH002712-RA
OG0004683	Aqcoe6G221800.2.p, Aqcoe6G221800.1.p	AH002264-RA
OG0004684	Aqcoe6G070600.1.p, Aqcoe6G082200.1.p	AH015255-RA
OG0004685	Aqcoe5G194300.1.p, Aqcoe6G117200.2.p, Aqcoe6G117200.1.p	AH000564-RA, AH001822-RA
OG0004686	Aqcoe6G284900.1.p, Aqcoe6G284900.2.p, Aqcoe6G284900.3.p	AH001899-RA
OG0004687	Aqcoe6G257300.1.p, Aqcoe4G258900.1.p, Aqcoe5G180800.1.p, Aqcoe6G257100.1.p	AH003180-RA
OG0004688	Aqcoe6G050400.1.p	AH021171-RA
OG0004689	Aqcoe6G084900.2.p, Aqcoe6G084900.1.p, Aqcoe6G296000.1.p	AH014353-RA, AH021044-RA
OG0004690	Aqcoe5G163900.1.p, Aqcoe5G163900.2.p, Aqcoe6G157200.1.p	AH008810-RA
OG0004691	Aqcoe6G116000.1.p	AH001831-RA, AH001834-RA, AH012759-RA
OG0004692	Aqcoe6G310800.1.p, Aqcoe6G236600.1.p, Aqcoe6G236900.1.p, Aqcoe6G310800.2.p, Aqcoe3G195100.1.p, Aqcoe6G237500.1.p, Aqcoe6G237500.4.p	AH004962-RA
OG0004693	Aqcoe6G068100.1.p	AH002422-RA
OG0004694	Aqcoe6G080200.1.p, Aqcoe6G080200.2.p	AH003686-RA
OG0004695	Aqcoe6G075700.1.p	AH014442-RA
OG0004696	Aqcoe3G172900.1.p, Aqcoe7G050100.2.p, Aqcoe7G050100.1.p	AH019513-RA
OG0004697	Aqcoe6G031900.1.p, Aqcoe6G031900.2.p, Aqcoe6G031900.3.p	AH011285-RA
OG0004698	Aqcoe6G278500.1.p, Aqcoe6G278500.2.p, Aqcoe6G278500.3.p	AH005711-RA
OG0004699	Aqcoe6G305300.6.p, Aqcoe6G305300.1.p, Aqcoe6G305300.3.p, Aqcoe6G305300.2.p, Aqcoe6G305300.5.p, Aqcoe6G305300.4.p	AH001679-RA
OG0004700	Aqcoe6G149800.1.p	AH013126-RA
OG0004702	Aqcoe3G424800.1.p, Aqcoe3G424800.3.p, Aqcoe3G424800.2.p, Aqcoe3G424800.4.p, Aqcoe6G164100.2.p, Aqcoe6G164100.1.p	AH001599-RA
OG0004703	Aqcoe6G067400.1.p	AH002425-RA, AH000698-RA
OG0004704	Aqcoe6G209400.3.p, Aqcoe6G209400.5.p, Aqcoe6G209400.6.p, Aqcoe6G209400.1.p, Aqcoe6G209400.2.p, Aqcoe6G209400.4.p, Aqcoe6G209400.7.p	AH006429-RA
OG0004705	Aqcoe6G087500.1.p	AH005998-RA, AH003548-RA
OG0004707	Aqcoe6G077400.1.p	AH008703-RA
OG0004708	Aqcoe6G167000.2.p, Aqcoe6G167000.1.p, Aqcoe3G369700.1.p, Aqcoe3G369700.2.p, Aqcoe3G369700.3.p, Aqcoe3G369700.4.p	AH005538-RA
OG0004710	Aqcoe3G052500.1.p	AH016485-RA, AH022929-RA
OG0004710	Aqcoe6G269300.1.p, Aqcoe1G029400.1.p	AH000671-RA
OG0004711	Aqcoe6G252800.1.p	AH003769-RA, AH005825-RA
OG0004712	Aqcoe6G292200.2.p, Aqcoe6G292200.1.p, Aqcoe6G292200.3.p, Aqcoe1G175700.1.p	AH000405-RA
OG0004713	Aqcoe6G212900.1.p	AH000821-RA, AH002252-RA
OG0004714	Aqcoe6G283300.3.p, Aqcoe6G283300.7.p, Aqcoe6G283300.5.p, Aqcoe6G283300.4.p, Aqcoe6G283300.6.p, Aqcoe6G283300.1.p, Aqcoe6G283300.2.p, Aqcoe1G333700.1.p	AH012380-RA
OG0004715	Aqcoe6G073900.1.p	AH019720-RA, AH003915-RA
