Orthogroup	A_coerulea.proteins	D_spatulata.proteins
OG0006356	Aqcoe7G050000.2.p, Aqcoe7G050000.1.p, Aqcoe2G310700.2.p, Aqcoe2G310700.1.p	Ds_00009083-RA
OG0006357	Aqcoe2G239300.1.p, Aqcoe6G257600.1.p	Ds_00000728-RA
OG0006358	Aqcoe2G081400.1.p	Ds_00012473-RA
OG0006359	Aqcoe2G029500.1.p	Ds_00014930-RA
OG0006360	Aqcoe2G097400.1.p	Ds_00007413-RA
OG0006361	Aqcoe2G032800.1.p	Ds_00000847-RA, Ds_00005788-RA
OG0006362	Aqcoe2G420700.1.p	Ds_00013741-RA
OG0006364	Aqcoe2G344400.2.p, Aqcoe2G344400.1.p	Ds_00006385-RA
OG0006365	Aqcoe1G422000.1.p, Aqcoe2G095600.1.p	Ds_00014642-RA
OG0006366	Aqcoe2G435700.1.p, Aqcoe2G435700.2.p	Ds_00007158-RA
OG0006367	Aqcoe3G276600.1.p, Aqcoe2G141700.2.p, Aqcoe2G141700.1.p, Aqcoe2G141700.3.p, Aqcoe2G141700.4.p, Aqcoe2G141700.5.p	Ds_00006057-RA
OG0006368	Aqcoe2G261300.1.p, Aqcoe2G261300.2.p	Ds_00012357-RA
OG0006369	Aqcoe2G084100.1.p, Aqcoe2G084100.2.p	Ds_00017580-RA
OG0006370	Aqcoe2G058400.1.p, Aqcoe2G058400.2.p	Ds_00002708-RA
OG0006371	Aqcoe2G005300.1.p	Ds_00006654-RA
OG0006372	Aqcoe6G037800.1.p	Ds_00002243-RA
OG0006373	Aqcoe6G309500.1.p	Ds_00008925-RA
OG0006374	Aqcoe6G118500.1.p, Aqcoe6G118600.1.p, Aqcoe5G193300.1.p	Ds_00015332-RA
OG0006375	Aqcoe6G006200.3.p, Aqcoe6G006200.2.p, Aqcoe6G006200.1.p, Aqcoe6G006200.4.p, Aqcoe6G006400.1.p	Ds_00001868-RA
OG0006377	Aqcoe6G048200.2.p, Aqcoe6G048200.1.p	Ds_00016544-RA
OG0006378	Aqcoe1G097300.1.p, Aqcoe1G097300.3.p, Aqcoe1G097300.2.p, Aqcoe6G249400.1.p, Aqcoe6G192200.1.p, Aqcoe7G062800.1.p, Aqcoe7G062800.2.p	Ds_00002125-RA
OG0006379	Aqcoe6G285200.1.p	Ds_00012161-RA
OG0006380	Aqcoe6G288300.1.p	Ds_00009880-RA
OG0006381	Aqcoe6G053000.2.p, Aqcoe6G053000.1.p	Ds_00016215-RA
OG0006382	Aqcoe6G019700.1.p	Ds_00003532-RA
OG0006383	Aqcoe6G026800.1.p, Aqcoe6G026800.2.p	Ds_00012949-RA
OG0006384	Aqcoe6G020400.2.p, Aqcoe6G020400.1.p	Ds_00014772-RA
OG0006385	Aqcoe3G382900.1.p, Aqcoe6G308600.2.p, Aqcoe6G308600.1.p	Ds_00010894-RA
OG0006386	Aqcoe6G020200.1.p	Ds_00003995-RA, Ds_00017220-RA
OG0006388	Aqcoe6G059000.1.p, Aqcoe3G029200.1.p	Ds_00001928-RA
OG0006389	Aqcoe6G120600.1.p	Ds_00016608-RA
OG0006390	Aqcoe6G321100.1.p	Ds_00013422-RA
OG0006392	Aqcoe6G302900.1.p, Aqcoe4G297800.1.p	Ds_00009423-RA
OG0006393	Aqcoe6G289200.1.p	Ds_00009410-RA
OG0006394	Aqcoe6G093800.1.p	Ds_00001523-RA
OG0006395	Aqcoe6G027400.1.p, Aqcoe6G027400.2.p	Ds_00001511-RA
OG0006396	Aqcoe6G309100.1.p	Ds_00009431-RA, Ds_00006759-RA
OG0006397	Aqcoe6G036800.1.p	Ds_00015337-RA, Ds_00009768-RA
OG0006398	Aqcoe1G181300.1.p, Aqcoe1G181300.3.p, Aqcoe6G234300.1.p, Aqcoe1G181300.2.p	Ds_00000886-RA
OG0006400	Aqcoe6G286100.1.p	Ds_00013279-RA
OG0006402	Aqcoe6G243100.1.p, Aqcoe6G243100.2.p	Ds_00002559-RA
OG0006403	Aqcoe6G002200.1.p	Ds_00003032-RA, Ds_00018072-RA
OG0006404	Aqcoe6G274200.3.p, Aqcoe6G274200.2.p, Aqcoe6G274200.1.p, Aqcoe6G323700.1.p	Ds_00007547-RA
OG0006405	Aqcoe6G212200.1.p, Aqcoe1G269100.1.p	Ds_00000516-RA
OG0006406	Aqcoe6G003800.1.p, Aqcoe7G235300.1.p, Aqcoe7G135400.1.p, Aqcoe7G235000.1.p, Aqcoe7G135400.2.p	Ds_00007556-RA
OG0006407	Aqcoe6G189100.1.p	Ds_00017975-RA
OG0006408	Aqcoe6G030900.1.p	Ds_00003707-RA
OG0006409	Aqcoe6G034600.4.p, Aqcoe6G034600.1.p, Aqcoe6G034600.2.p, Aqcoe6G034600.3.p	Ds_00005793-RA, Ds_00012021-RA
OG0006410	Aqcoe6G108200.1.p	Ds_00011873-RA
OG0006411	Aqcoe6G145300.1.p	Ds_00007911-RA
OG0006412	Aqcoe6G047500.1.p	Ds_00006125-RA, Ds_00014911-RA
OG0006414	Aqcoe6G085500.1.p	Ds_00008835-RA, Ds_00003500-RA
OG0006415	Aqcoe6G002500.1.p	Ds_00015923-RA
OG0006416	Aqcoe6G161500.1.p	Ds_00014379-RA
OG0006417	Aqcoe6G248600.1.p, Aqcoe0018s0005.1.p	Ds_00000411-RA, Ds_00000417-RA
OG0006418	Aqcoe6G101700.1.p	Ds_00009808-RA
OG0006419	Aqcoe6G029500.2.p, Aqcoe6G029500.1.p	Ds_00000512-RA
OG0006420	Aqcoe5G116500.1.p, Aqcoe6G054200.2.p, Aqcoe6G054200.1.p, Aqcoe6G054200.3.p, Aqcoe5G116500.2.p	Ds_00013418-RA
OG0006421	Aqcoe6G328200.1.p, Aqcoe1G429100.1.p	Ds_00013359-RA
OG0006422	Aqcoe6G021000.1.p	Ds_00014773-RA, Ds_00003529-RA
OG0006423	Aqcoe6G114100.2.p, Aqcoe6G114100.1.p	Ds_00009789-RA, Ds_00007870-RA
OG0006424	Aqcoe6G232300.1.p	Ds_00001734-RA
OG0006425	Aqcoe6G313400.2.p, Aqcoe6G313400.1.p, Aqcoe6G313400.3.p	Ds_00012185-RA
OG0006426	Aqcoe6G163200.1.p	Ds_00013235-RA
OG0006427	Aqcoe6G128100.4.p, Aqcoe6G128100.2.p, Aqcoe6G128100.1.p, Aqcoe6G128100.3.p	Ds_00013199-RA
OG0006428	Aqcoe7G107900.2.p, Aqcoe7G107900.3.p, Aqcoe7G107900.1.p, Aqcoe7G107900.4.p, Aqcoe6G231000.1.p	Ds_00001497-RA
OG0006429	Aqcoe5G180200.1.p, Aqcoe5G180200.2.p	Ds_00000333-RA
OG0006430	Aqcoe6G104400.1.p	Ds_00002922-RA
OG0006432	Aqcoe4G108200.1.p, Aqcoe4G108200.2.p	Ds_00015110-RA
OG0006433	Aqcoe4G074700.1.p	Ds_00008122-RA
OG0006434	Aqcoe4G057100.1.p, Aqcoe7G271100.1.p	Ds_00000493-RA, Ds_00011509-RA
OG0006435	Aqcoe4G117100.1.p	Ds_00007591-RA, Ds_00011998-RA, Ds_00001777-RA, Ds_00015114-RA
OG0006436	Aqcoe7G289700.1.p, Aqcoe4G133500.1.p, Aqcoe4G133900.1.p, Aqcoe4G133400.1.p, Aqcoe4G133800.2.p, Aqcoe4G133800.1.p, Aqcoe4G106500.1.p	Ds_00005304-RA, Ds_00016118-RA
OG0006437	Aqcoe4G253700.1.p, Aqcoe4G253600.1.p, Aqcoe4G253800.1.p, Aqcoe4G253300.1.p, Aqcoe1G370700.1.p	Ds_00001751-RA
OG0006438	Aqcoe4G003500.1.p, Aqcoe4G033500.1.p, Aqcoe4G003500.2.p	Ds_00006701-RA
OG0006439	Aqcoe4G224000.1.p, Aqcoe7G215500.1.p	Ds_00011756-RA
OG0006440	Aqcoe4G035800.2.p, Aqcoe4G035800.3.p, Aqcoe4G035800.4.p, Aqcoe4G035800.1.p	Ds_00006559-RA
OG0006441	Aqcoe3G256400.1.p, Aqcoe3G256400.2.p, Aqcoe4G162200.1.p, Aqcoe4G162200.2.p	Ds_00012304-RA
OG0006442	Aqcoe4G004400.2.p, Aqcoe4G004400.1.p	Ds_00004878-RA
OG0006443	Aqcoe4G058500.1.p, Aqcoe1G283200.1.p	Ds_00017439-RA
OG0006446	Aqcoe4G038400.1.p	Ds_00005921-RA
OG0006447	Aqcoe4G164100.1.p, Aqcoe4G235300.1.p	Ds_00004506-RA, Ds_00015093-RA, Ds_00015097-RA
OG0006448	Aqcoe4G264400.1.p	Ds_00016306-RA
OG0006449	Aqcoe4G048800.1.p	Ds_00003411-RA
OG0006450	Aqcoe4G106200.2.p, Aqcoe4G106200.4.p, Aqcoe4G106200.3.p, Aqcoe4G106200.5.p, Aqcoe4G106200.1.p	Ds_00012646-RA
OG0006451	Aqcoe4G090700.1.p	Ds_00001071-RA
OG0006452	Aqcoe4G238200.2.p, Aqcoe4G238200.1.p	Ds_00011015-RA
OG0006453	Aqcoe7G441400.1.p, Aqcoe7G441400.2.p, Aqcoe4G001200.1.p	Ds_00002318-RA
OG0006454	Aqcoe4G027900.1.p	Ds_00014539-RA
OG0006455	Aqcoe4G208400.1.p, Aqcoe5G232400.1.p	Ds_00013194-RA
OG0006456	Aqcoe1G268200.1.p, Aqcoe3G218100.1.p, Aqcoe3G218200.1.p, Aqcoe3G232700.1.p, Aqcoe3G218300.1.p, Aqcoe4G139500.1.p, Aqcoe3G217900.1.p	Ds_00012652-RA
OG0006457	Aqcoe0134s0001.1.p	Ds_00013835-RA
OG0006459	Aqcoe4G280700.1.p	Ds_00004457-RA
OG0006460	Aqcoe4G001100.1.p	Ds_00000877-RA
OG0006461	Aqcoe4G237000.1.p	Ds_00005988-RA
OG0006462	Aqcoe7G020100.1.p, Aqcoe7G020200.1.p	Ds_00010357-RA
OG0006463	Aqcoe5G441000.1.p, Aqcoe7G033200.2.p, Aqcoe7G033200.3.p, Aqcoe7G033200.1.p	Ds_00007301-RA
OG0006464	Aqcoe7G186700.1.p	Ds_00000712-RA
OG0006465	Aqcoe7G093700.3.p, Aqcoe7G093700.1.p, Aqcoe7G093700.2.p	Ds_00017276-RA
OG0006466	Aqcoe7G008900.1.p	Ds_00012180-RA
OG0006467	Aqcoe7G313200.2.p, Aqcoe7G313200.1.p	Ds_00014995-RA
OG0006468	Aqcoe7G404900.1.p, Aqcoe7G002400.1.p	Ds_00008974-RA, Ds_00002790-RA, Ds_00008972-RA
OG0006469	Aqcoe7G052100.1.p	Ds_00012020-RA
OG0006470	Aqcoe7G203200.1.p	Ds_00006657-RA, Ds_00016798-RA
OG0006472	Aqcoe7G020500.1.p, Aqcoe7G020500.2.p	Ds_00001281-RA, Ds_00001280-RA
OG0006474	Aqcoe7G059400.2.p, Aqcoe7G059400.1.p	Ds_00008807-RA
OG0006475	Aqcoe7G099400.2.p, Aqcoe7G099400.1.p, Aqcoe7G099400.3.p	Ds_00002357-RA
OG0006476	Aqcoe7G018900.1.p	Ds_00000425-RA
OG0006477	Aqcoe7G189100.2.p, Aqcoe7G189100.3.p, Aqcoe7G189100.1.p	Ds_00009578-RA
OG0006479	Aqcoe7G074200.1.p, Aqcoe7G074200.2.p	Ds_00009282-RA
OG0006480	Aqcoe7G414900.1.p, Aqcoe7G414900.2.p, Aqcoe1G227000.1.p, Aqcoe1G350900.1.p, Aqcoe1G351300.1.p	Ds_00000205-RA
OG0006481	Aqcoe7G366200.1.p, Aqcoe7G366400.1.p	Ds_00009674-RA
OG0006482	Aqcoe7G050400.2.p, Aqcoe7G050400.1.p	Ds_00016477-RA
OG0006483	Aqcoe7G191800.2.p, Aqcoe7G191800.1.p	Ds_00014268-RA
OG0006484	Aqcoe7G270600.1.p, Aqcoe5G069200.1.p	Ds_00006292-RA
OG0006486	Aqcoe7G129400.1.p, Aqcoe7G129400.2.p, Aqcoe7G129400.3.p	Ds_00011314-RA
OG0006487	Aqcoe7G314200.1.p	Ds_00007185-RA
OG0006488	Aqcoe7G192700.1.p	Ds_00010385-RA
OG0006489	Aqcoe7G090400.1.p	Ds_00009294-RA
OG0006490	Aqcoe7G015700.2.p, Aqcoe7G015700.1.p	Ds_00005675-RA
OG0006491	Aqcoe7G224800.1.p, Aqcoe7G224800.2.p, Aqcoe7G224800.3.p	Ds_00009645-RA
OG0006492	Aqcoe7G189000.1.p	Ds_00015059-RA
OG0006493	Aqcoe7G221400.1.p, Aqcoe7G221400.2.p	Ds_00017636-RA
OG0006494	Aqcoe7G420600.1.p, Aqcoe7G420600.2.p	Ds_00002396-RA
OG0006495	Aqcoe7G058000.9.p, Aqcoe7G058000.6.p, Aqcoe7G058000.4.p, Aqcoe7G058000.8.p, Aqcoe7G058000.7.p, Aqcoe7G058000.1.p, Aqcoe7G058000.5.p, Aqcoe7G058000.2.p, Aqcoe7G058000.3.p	Ds_00009885-RA
OG0006497	Aqcoe7G188800.1.p	Ds_00003477-RA
OG0006498	Aqcoe7G101000.1.p	Ds_00002314-RA
OG0006500	Aqcoe7G145200.1.p, Aqcoe7G145200.2.p	Ds_00000220-RA
OG0006501	Aqcoe7G364100.1.p	Ds_00002618-RA
OG0006502	Aqcoe7G052900.2.p, Aqcoe7G052900.1.p	Ds_00003555-RA, Ds_00008793-RA
OG0006503	Aqcoe7G152600.1.p, Aqcoe7G223200.1.p	Ds_00015221-RA
OG0006504	Aqcoe7G437300.1.p	Ds_00016987-RA
OG0006505	Aqcoe7G277400.1.p	Ds_00000674-RA
OG0006506	Aqcoe7G164800.2.p, Aqcoe7G164800.1.p	Ds_00007317-RA, Ds_00007319-RA
OG0006507	Aqcoe7G287800.1.p, Aqcoe7G287800.2.p	Ds_00000452-RA
OG0006508	Aqcoe7G384400.1.p	Ds_00007243-RA
OG0006509	Aqcoe7G045200.1.p	Ds_00002631-RA
OG0006510	Aqcoe5G325000.1.p	Ds_00002786-RA
OG0006511	Aqcoe7G055100.2.p, Aqcoe7G055100.3.p, Aqcoe7G055100.1.p, Aqcoe7G056000.1.p	Ds_00008800-RA
OG0006513	Aqcoe7G073900.1.p, Aqcoe7G073900.2.p	Ds_00012934-RA
OG0006514	Aqcoe7G133800.1.p, Aqcoe7G133800.2.p	Ds_00003997-RA
OG0006515	Aqcoe7G020900.1.p	Ds_00005692-RA
OG0006516	Aqcoe7G382100.1.p, Aqcoe7G382100.2.p	Ds_00015736-RA
OG0006517	Aqcoe7G254200.2.p, Aqcoe7G254200.1.p	Ds_00009867-RA
OG0006518	Aqcoe7G237900.1.p, Aqcoe7G237900.2.p	Ds_00004269-RA
OG0006519	Aqcoe7G082000.1.p	Ds_00017656-RA
OG0006520	Aqcoe7G161100.1.p, Aqcoe7G161100.2.p	Ds_00002406-RA
OG0006521	Aqcoe7G029300.2.p, Aqcoe7G029300.1.p	Ds_00012071-RA
OG0006522	Aqcoe7G363400.1.p	Ds_00013616-RA
OG0006524	Aqcoe7G268200.3.p, Aqcoe7G268200.2.p, Aqcoe7G268200.1.p	Ds_00015725-RA
OG0006525	Aqcoe7G002800.1.p	Ds_00002800-RA
OG0006526	Aqcoe7G164400.1.p	Ds_00009522-RA
OG0006527	Aqcoe7G276500.2.p, Aqcoe7G276500.1.p	Ds_00000676-RA
OG0006528	Aqcoe7G000700.2.p, Aqcoe7G000700.1.p	Ds_00002779-RA
OG0006529	Aqcoe7G125200.2.p, Aqcoe7G125200.1.p	Ds_00000954-RA
OG0006530	Aqcoe3G024500.1.p, Aqcoe7G372900.1.p	Ds_00017262-RA
OG0006531	Aqcoe7G356100.1.p	Ds_00000631-RA, Ds_00002473-RA
OG0006532	Aqcoe7G194200.1.p	Ds_00013531-RA
OG0006533	Aqcoe7G279000.2.p, Aqcoe7G279000.1.p	Ds_00015713-RA
OG0006534	Aqcoe7G071800.1.p	Ds_00012937-RA
OG0006535	Aqcoe7G072600.1.p	Ds_00006360-RA
OG0006536	Aqcoe7G072100.1.p	Ds_00015620-RA, Ds_00018011-RA
OG0006537	Aqcoe7G181600.1.p	Ds_00000717-RA
OG0006538	Aqcoe7G308800.2.p, Aqcoe7G308800.1.p	Ds_00006474-RA
OG0006539	Aqcoe7G151200.1.p	Ds_00000228-RA
OG0006540	Aqcoe1G136300.1.p	Ds_00004133-RA, Ds_00013718-RA
OG0006541	Aqcoe1G461200.1.p, Aqcoe1G461300.1.p	Ds_00010366-RA
OG0006542	Aqcoe1G120400.2.p, Aqcoe1G120400.1.p	Ds_00014837-RA
OG0006543	Aqcoe1G468000.1.p, Aqcoe1G468100.1.p	Ds_00014711-RA
OG0006544	Aqcoe1G055700.1.p	Ds_00015547-RA, Ds_00016239-RA
OG0006546	Aqcoe1G166200.1.p, Aqcoe1G166200.2.p, Aqcoe3G426500.1.p	Ds_00004275-RA, Ds_00004768-RA, Ds_00004276-RA
OG0006547	Aqcoe1G011600.1.p	Ds_00009355-RA
OG0006548	Aqcoe1G090700.3.p, Aqcoe1G090700.1.p, Aqcoe1G090700.2.p	Ds_00013690-RA
OG0006549	Aqcoe1G025500.1.p	Ds_00009589-RA
OG0006550	Aqcoe1G079000.1.p	Ds_00008321-RA
OG0006552	Aqcoe1G328900.1.p, Aqcoe1G300300.1.p, Aqcoe1G328900.2.p	Ds_00004480-RA
OG0006553	Aqcoe1G454500.4.p, Aqcoe1G454500.6.p, Aqcoe1G454500.1.p, Aqcoe1G454500.3.p, Aqcoe1G454500.5.p, Aqcoe1G454500.2.p	Ds_00005494-RA
OG0006554	Aqcoe1G493400.1.p	Ds_00017000-RA
OG0006555	Aqcoe1G438500.1.p	Ds_00007370-RA
OG0006556	Aqcoe1G486400.1.p	Ds_00010825-RA
OG0006558	Aqcoe1G376700.1.p	Ds_00001680-RA
OG0006559	Aqcoe3G102600.1.p, Aqcoe3G102600.2.p, Aqcoe1G066500.1.p, Aqcoe1G066500.2.p	Ds_00010293-RA
OG0006560	Aqcoe1G473200.1.p, Aqcoe1G473200.2.p	Ds_00006472-RA
OG0006561	Aqcoe1G124500.1.p	Ds_00005229-RA, Ds_00004128-RA
OG0006562	Aqcoe1G316300.1.p	Ds_00008344-RA
OG0006563	Aqcoe1G485500.2.p, Aqcoe1G485500.3.p, Aqcoe1G485500.1.p	Ds_00001662-RA
OG0006564	Aqcoe1G395500.1.p	Ds_00006847-RA, Ds_00015974-RA, Ds_00015973-RA
OG0006565	Aqcoe1G078700.1.p, Aqcoe1G078700.3.p, Aqcoe1G078700.2.p	Ds_00011559-RA
OG0006566	Aqcoe1G085600.1.p	Ds_00000377-RA
OG0006567	Aqcoe1G182500.1.p	Ds_00017498-RA
OG0006568	Aqcoe1G018000.1.p	Ds_00002795-RA
OG0006569	Aqcoe1G288900.1.p, Aqcoe1G288900.2.p	Ds_00017446-RA
OG0006570	Aqcoe1G006700.1.p	Ds_00012799-RA, Ds_00017809-RA
OG0006571	Aqcoe1G183800.1.p	Ds_00011477-RA
OG0006572	Aqcoe1G192900.2.p, Aqcoe1G192900.1.p	Ds_00004141-RA
OG0006573	Aqcoe1G134400.2.p, Aqcoe1G134400.3.p, Aqcoe1G134400.1.p	Ds_00005171-RA
OG0006574	Aqcoe1G002100.4.p, Aqcoe1G002100.3.p, Aqcoe1G002100.2.p, Aqcoe1G002100.1.p	Ds_00007341-RA
OG0006575	Aqcoe1G462100.1.p	Ds_00007495-RA
OG0006576	Aqcoe1G104700.1.p	Ds_00014899-RA
OG0006577	Aqcoe1G145400.1.p	Ds_00016278-RA, Ds_00011052-RA, Ds_00002192-RA
OG0006578	Aqcoe1G130300.1.p, Aqcoe5G058600.1.p	Ds_00011460-RA, Ds_00017873-RA
OG0006579	Aqcoe1G066400.2.p, Aqcoe1G066400.1.p	Ds_00007034-RA
OG0006580	Aqcoe1G331200.1.p, Aqcoe1G331300.1.p, Aqcoe5G406000.1.p	Ds_00007434-RA, Ds_00017585-RA
OG0006581	Aqcoe1G156300.1.p	Ds_00004769-RA
OG0006582	Aqcoe1G436700.1.p	Ds_00015799-RA, Ds_00002092-RA
OG0006584	Aqcoe1G478300.2.p, Aqcoe1G478300.1.p	Ds_00010050-RA
OG0006585	Aqcoe1G086600.1.p	Ds_00011603-RA
OG0006588	Aqcoe1G419200.1.p	Ds_00011589-RA
OG0006589	Aqcoe1G056200.1.p	Ds_00002710-RA
OG0006590	Aqcoe1G410200.1.p	Ds_00015897-RA
OG0006591	Aqcoe1G147300.2.p, Aqcoe1G147300.1.p	Ds_00013140-RA
OG0006592	Aqcoe1G169500.1.p	Ds_00003324-RA
OG0006593	Aqcoe1G188800.2.p, Aqcoe1G188800.4.p, Aqcoe1G188800.3.p, Aqcoe1G188800.1.p, Aqcoe1G188800.5.p	Ds_00016547-RA
OG0006594	Aqcoe1G431400.1.p, Aqcoe1G431400.2.p	Ds_00008253-RA
OG0006595	Aqcoe1G088100.1.p	Ds_00010104-RA, Ds_00011605-RA
OG0006596	Aqcoe1G079700.2.p, Aqcoe1G079700.1.p	Ds_00013514-RA
OG0006598	Aqcoe1G325000.3.p, Aqcoe1G325000.2.p, Aqcoe1G325000.1.p	Ds_00015225-RA
OG0006599	Aqcoe1G120800.1.p, Aqcoe1G120800.2.p	Ds_00006034-RA
OG0006600	Aqcoe1G170400.1.p	Ds_00012391-RA
OG0006601	Aqcoe1G115400.1.p	Ds_00005488-RA
OG0006602	Aqcoe1G080600.1.p	Ds_00009634-RA
OG0006604	Aqcoe1G474200.2.p, Aqcoe1G474200.1.p, Aqcoe1G474200.6.p, Aqcoe1G474200.4.p, Aqcoe1G474200.3.p, Aqcoe1G474200.5.p	Ds_00007509-RA
OG0006605	Aqcoe1G376000.1.p	Ds_00001170-RA
OG0006607	Aqcoe1G444300.1.p	Ds_00002088-RA
OG0006608	Aqcoe1G491000.1.p, Aqcoe0056s0005.1.p	Ds_00005207-RA
OG0006609	Aqcoe1G158700.2.p, Aqcoe1G158700.1.p	Ds_00011437-RA
OG0006610	Aqcoe1G375500.1.p	Ds_00005190-RA
OG0006611	Aqcoe1G400400.1.p, Aqcoe1G400400.3.p, Aqcoe1G400400.2.p, Aqcoe1G400400.4.p	Ds_00013147-RA
OG0006612	Aqcoe1G414200.1.p	Ds_00008470-RA
OG0006613	Aqcoe1G026600.1.p, Aqcoe1G026600.2.p, Aqcoe5G305300.2.p, Aqcoe5G305300.1.p, Aqcoe5G305300.3.p, Aqcoe5G305300.7.p, Aqcoe5G305300.4.p, Aqcoe5G305300.6.p, Aqcoe5G305300.5.p	Ds_00004812-RA
OG0006614	Aqcoe1G104200.1.p, Aqcoe1G104200.2.p	Ds_00011619-RA
OG0006615	Aqcoe1G010000.1.p	Ds_00008289-RA, Ds_00004815-RA
OG0006616	Aqcoe1G408900.1.p	Ds_00009218-RA, Ds_00009737-RA
OG0006617	Aqcoe5G347700.1.p	Ds_00013750-RA
OG0006621	Aqcoe3G174000.1.p, Aqcoe5G047900.2.p, Aqcoe5G047900.1.p	Ds_00015510-RA
OG0006622	Aqcoe5G305100.4.p, Aqcoe5G305100.3.p, Aqcoe5G305100.2.p, Aqcoe5G305100.5.p, Aqcoe5G305100.1.p	Ds_00000482-RA
OG0006623	Aqcoe5G211100.2.p, Aqcoe5G211100.1.p	Ds_00001448-RA
OG0006624	Aqcoe5G304800.1.p	Ds_00002904-RA, Ds_00018088-RA, Ds_00017613-RA, Ds_00013641-RA, Ds_00013645-RA
OG0006625	Aqcoe5G246900.1.p	Ds_00010930-RA, Ds_00003632-RA
OG0006626	Aqcoe5G456700.1.p, Aqcoe5G456700.2.p	Ds_00012580-RA
OG0006627	Aqcoe5G449500.1.p	Ds_00015832-RA, Ds_00010873-RA, Ds_00017369-RA
OG0006628	Aqcoe5G032200.3.p, Aqcoe5G032200.1.p, Aqcoe5G032200.4.p, Aqcoe5G032200.5.p, Aqcoe5G032200.2.p	Ds_00006426-RA
OG0006629	Aqcoe5G351700.1.p	Ds_00017180-RA
OG0006630	Aqcoe5G064900.3.p, Aqcoe5G064900.2.p, Aqcoe5G064900.5.p, Aqcoe5G064900.1.p, Aqcoe5G064900.4.p	Ds_00003097-RA, Ds_00011218-RA
OG0006631	Aqcoe5G269000.2.p, Aqcoe5G269000.1.p	Ds_00012554-RA, Ds_00017618-RA
OG0006632	Aqcoe5G324000.2.p, Aqcoe5G324000.4.p, Aqcoe5G324000.1.p, Aqcoe5G324000.3.p	Ds_00004298-RA
OG0006633	Aqcoe5G350700.1.p, Aqcoe5G350600.1.p	Ds_00006629-RA
OG0006634	Aqcoe5G203500.1.p	Ds_00005398-RA
OG0006635	Aqcoe5G375900.1.p	Ds_00010736-RA
OG0006636	Aqcoe5G300200.1.p	Ds_00002889-RA
OG0006637	Aqcoe5G247400.1.p, Aqcoe5G247400.2.p	Ds_00010865-RA
OG0006638	Aqcoe5G476500.3.p, Aqcoe5G476500.1.p, Aqcoe5G476500.4.p, Aqcoe5G476500.2.p	Ds_00007678-RA
OG0006640	Aqcoe5G475100.1.p	Ds_00005583-RA
OG0006641	Aqcoe5G284000.1.p, Aqcoe5G284000.2.p, Aqcoe5G284000.3.p	Ds_00000202-RA
OG0006643	Aqcoe5G224200.2.p, Aqcoe5G224200.1.p	Ds_00007293-RA
OG0006644	Aqcoe5G057800.1.p	Ds_00004748-RA
OG0006645	Aqcoe5G000500.2.p, Aqcoe5G000500.3.p, Aqcoe5G000500.1.p	Ds_00005038-RA
OG0006646	Aqcoe5G011200.1.p, Aqcoe5G011200.2.p	Ds_00017582-RA
OG0006647	Aqcoe5G179100.1.p, Aqcoe5G179100.2.p	Ds_00000328-RA, Ds_00011268-RA
OG0006648	Aqcoe5G433900.1.p, Aqcoe5G434100.1.p	Ds_00003572-RA
OG0006649	Aqcoe5G092200.1.p	Ds_00011053-RA, Ds_00016281-RA
OG0006650	Aqcoe5G442400.1.p	Ds_00002811-RA, Ds_00012499-RA
OG0006651	Aqcoe5G454900.2.p, Aqcoe5G454900.1.p	Ds_00002105-RA
OG0006652	Aqcoe5G278000.1.p	Ds_00001627-RA
OG0006653	Aqcoe5G414600.1.p	Ds_00005296-RA
OG0006654	Aqcoe5G017400.1.p, Aqcoe5G017400.2.p, Aqcoe5G017400.3.p	Ds_00005088-RA
OG0006655	Aqcoe5G324100.2.p, Aqcoe5G324100.1.p	Ds_00004299-RA
OG0006656	Aqcoe5G047800.1.p	Ds_00004041-RA
OG0006657	Aqcoe5G194900.1.p	Ds_00010905-RA
OG0006658	Aqcoe5G410700.1.p	Ds_00017605-RA
OG0006659	Aqcoe5G204400.2.p, Aqcoe5G204400.1.p	Ds_00005397-RA
OG0006661	Aqcoe5G219900.1.p	Ds_00012182-RA
OG0006662	Aqcoe5G014400.1.p, Aqcoe5G014400.2.p, Aqcoe5G014400.3.p	Ds_00002454-RA
OG0006663	Aqcoe5G445400.1.p	Ds_00009157-RA
OG0006664	Aqcoe5G088200.1.p	Ds_00007605-RA
OG0006665	Aqcoe5G291800.1.p, Aqcoe5G291800.2.p	Ds_00015591-RA, Ds_00012363-RA
OG0006666	Aqcoe5G205200.3.p, Aqcoe5G205200.1.p, Aqcoe5G205200.4.p, Aqcoe5G205200.2.p, Aqcoe5G205200.5.p	Ds_00011862-RA
OG0006667	Aqcoe5G303900.1.p, Aqcoe5G303900.3.p, Aqcoe5G303900.2.p	Ds_00005454-RA
OG0006668	Aqcoe5G316000.1.p, Aqcoe5G075900.1.p	Ds_00002768-RA
OG0006669	Aqcoe5G314100.2.p, Aqcoe5G314100.1.p	Ds_00012198-RA
OG0006670	Aqcoe5G339100.3.p, Aqcoe5G339100.6.p, Aqcoe5G339100.5.p, Aqcoe5G339100.4.p, Aqcoe5G339100.1.p, Aqcoe5G339100.2.p	Ds_00004774-RA
OG0006672	Aqcoe5G437400.1.p, Aqcoe5G437400.2.p	Ds_00012484-RA
OG0006673	Aqcoe5G005400.1.p	Ds_00006555-RA
