Orthogroup	A_coerulea.proteins	B_vulgaris.proteins
OG0006432	Aqcoe4G108200.1.p, Aqcoe4G108200.2.p	Bevul.8G026800.1.p
OG0006433	Aqcoe4G075900.1.p, Aqcoe4G074600.1.p, Aqcoe4G088500.1.p, Aqcoe4G074700.1.p	Bevul.4G069000.1.p
OG0006434	Aqcoe4G057100.1.p, Aqcoe7G271100.1.p	Bevul.8G013900.1.p
OG0006435	Aqcoe4G117100.1.p	Bevul.8G027600.1.p
OG0006437	Aqcoe4G253700.1.p, Aqcoe4G253600.1.p, Aqcoe4G253800.1.p, Aqcoe4G253300.1.p, Aqcoe1G370700.1.p	Bevul.4G047500.1.p
OG0006438	Aqcoe4G003500.1.p, Aqcoe4G033500.1.p, Aqcoe4G003500.2.p	Bevul.2G192300.3.p, Bevul.2G192300.1.p, Bevul.2G192300.4.p, Bevul.2G192300.5.p, Bevul.2G192300.2.p
OG0006439	Aqcoe4G224000.1.p, Aqcoe7G215500.1.p	Bevul.4G031300.1.p
OG0006440	Aqcoe4G035800.2.p, Aqcoe4G035800.3.p, Aqcoe4G035800.4.p, Aqcoe4G035800.1.p	Bevul.4G088200.1.p
OG0006441	Aqcoe3G256400.1.p, Aqcoe3G256400.2.p, Aqcoe4G162200.1.p, Aqcoe4G162200.2.p	Bevul.9G079800.1.p
OG0006442	Aqcoe4G004400.2.p, Aqcoe4G004400.1.p	Bevul.5G102500.1.p
OG0006443	Aqcoe4G058500.1.p, Aqcoe1G283200.1.p	Bevul.4G073700.1.p
OG0006444	Aqcoe4G274800.1.p, Aqcoe4G274800.2.p	Bevul.9G028600.1.p
OG0006445	Aqcoe4G236300.3.p, Aqcoe4G236300.1.p, Aqcoe4G236300.2.p	Bevul.8G057900.1.p
OG0006446	Aqcoe4G038400.1.p	Bevul.1G128100.1.p, Bevul.1G128000.1.p, Bevul.1G127900.1.p, Bevul.1G127800.1.p, Bevul.1G127700.1.p, Bevul.1G127600.1.p
OG0006447	Aqcoe4G164100.1.p, Aqcoe4G235300.1.p	Bevul.8G056300.1.p
OG0006448	Aqcoe4G264400.1.p	Bevul.9G072300.1.p
OG0006449	Aqcoe4G048800.1.p	Bevul.2G127500.1.p, Bevul.2G127500.2.p
OG0006450	Aqcoe4G106200.2.p, Aqcoe4G106200.4.p, Aqcoe4G106200.3.p, Aqcoe4G106200.5.p, Aqcoe4G106200.1.p	Bevul.3G219700.1.p
OG0006451	Aqcoe4G090700.1.p	Bevul.3G089000.1.p
OG0006452	Aqcoe4G238200.2.p, Aqcoe4G238200.1.p	Bevul.3G189200.1.p
OG0006453	Aqcoe7G441400.1.p, Aqcoe7G441400.2.p, Aqcoe4G001200.1.p	Bevul.7G161700.1.p
OG0006454	Aqcoe4G027900.1.p	Bevul.4G080400.1.p
OG0006455	Aqcoe4G208400.1.p, Aqcoe5G232400.1.p	Bevul.6G022500.1.p
OG0006457	Aqcoe0134s0001.1.p	Bevul.8G018700.1.p
OG0006458	Aqcoe4G148600.1.p	Bevul.8G033200.1.p
OG0006459	Aqcoe4G280700.1.p	Bevul.8G043000.1.p
OG0006460	Aqcoe4G001100.1.p	Bevul.7G111100.1.p, Bevul.7G111000.1.p
OG0006461	Aqcoe4G237000.1.p	Bevul.7G005700.1.p, Bevul.7G159700.1.p
OG0006462	Aqcoe7G020100.1.p, Aqcoe7G020200.1.p	Bevul.3G098200.1.p
OG0006463	Aqcoe5G441000.1.p, Aqcoe7G033200.2.p, Aqcoe7G033200.3.p, Aqcoe7G033200.1.p	Bevul.3G067300.1.p
OG0006464	Aqcoe7G186700.1.p	Bevul.9G203100.1.p
OG0006465	Aqcoe7G093700.3.p, Aqcoe7G093700.1.p, Aqcoe7G093700.2.p	Bevul.1G145700.1.p
OG0006466	Aqcoe7G008900.1.p	Bevul.9G218300.2.p, Bevul.9G218300.1.p, Bevul.9G218300.3.p
OG0006467	Aqcoe7G313200.2.p, Aqcoe7G313200.1.p	Bevul.2G105100.1.p
OG0006468	Aqcoe7G404900.1.p, Aqcoe7G002400.1.p	Bevul.5G062000.1.p
OG0006469	Aqcoe7G052100.1.p	Bevul.3G080400.1.p
OG0006470	Aqcoe7G203200.1.p	Bevul.4G217300.1.p
OG0006471	Aqcoe7G170600.1.p, Aqcoe7G170600.2.p	Bevul.8G195600.1.p
OG0006472	Aqcoe7G020500.1.p, Aqcoe7G020500.2.p	Bevul.5G025600.1.p
OG0006473	Aqcoe7G143800.3.p, Aqcoe7G143800.1.p, Aqcoe7G143800.2.p	Bevul.2G152100.1.p
OG0006474	Aqcoe7G059400.2.p, Aqcoe7G059400.1.p	Bevul.6G229400.1.p, Bevul.8G186200.1.p
OG0006475	Aqcoe7G099400.2.p, Aqcoe7G099400.1.p, Aqcoe7G099400.3.p	Bevul.7G159600.1.p
OG0006476	Aqcoe7G018900.1.p	Bevul.2G243000.1.p, Bevul.4G115100.1.p
OG0006477	Aqcoe7G189100.2.p, Aqcoe7G189100.3.p, Aqcoe7G189100.1.p	Bevul.3G191500.1.p, Bevul.3G191600.1.p
OG0006479	Aqcoe7G074200.1.p, Aqcoe7G074200.2.p	Bevul.3G088700.1.p
OG0006480	Aqcoe7G414900.1.p, Aqcoe7G414900.2.p, Aqcoe1G227000.1.p, Aqcoe1G350900.1.p, Aqcoe1G351300.1.p	Bevul.7G116000.1.p
OG0006481	Aqcoe7G366200.1.p, Aqcoe7G366400.1.p	Bevul.1G161900.1.p
OG0006482	Aqcoe7G050400.2.p, Aqcoe7G050400.1.p	Bevul.1G121900.1.p
OG0006483	Aqcoe7G191800.2.p, Aqcoe7G191800.1.p	Bevul.2G015600.1.p
OG0006484	Aqcoe7G270600.1.p	Bevul.1G162000.1.p
OG0006485	Aqcoe7G429600.1.p	Bevul.2G148300.1.p
OG0006486	Aqcoe7G129400.1.p, Aqcoe7G129400.2.p, Aqcoe7G129400.3.p	Bevul.2G146800.2.p, Bevul.2G146800.3.p, Bevul.2G146800.1.p
OG0006487	Aqcoe7G314200.1.p	Bevul.6G200300.1.p
OG0006488	Aqcoe7G192700.1.p	Bevul.9G201900.1.p
OG0006489	Aqcoe7G090400.1.p	Bevul.3G094900.1.p
OG0006490	Aqcoe7G015700.2.p, Aqcoe7G015700.1.p	Bevul.3G043400.1.p
OG0006491	Aqcoe7G224800.1.p, Aqcoe7G224800.2.p, Aqcoe7G224800.3.p	Bevul.8G168800.1.p
OG0006492	Aqcoe7G189000.1.p	Bevul.8G190500.1.p
OG0006493	Aqcoe7G221400.1.p, Aqcoe7G221400.2.p	Bevul.8G153800.1.p
OG0006494	Aqcoe7G420600.1.p, Aqcoe7G420600.2.p	Bevul.3G041200.1.p
OG0006495	Aqcoe7G058000.9.p, Aqcoe7G058000.6.p, Aqcoe7G058000.4.p, Aqcoe7G058000.8.p, Aqcoe7G058000.7.p, Aqcoe7G058000.1.p, Aqcoe7G058000.5.p, Aqcoe7G058000.2.p, Aqcoe7G058000.3.p	Bevul.5G040300.1.p
OG0006496	Aqcoe7G169400.2.p, Aqcoe7G169400.1.p	Bevul.8G196100.1.p
OG0006497	Aqcoe7G188800.1.p	Bevul.1G142000.1.p
OG0006498	Aqcoe7G101000.1.p	Bevul.7G161400.1.p
OG0006499	Aqcoe7G205700.1.p, Aqcoe7G308900.1.p	Bevul.2G002400.1.p
OG0006500	Aqcoe7G145200.1.p, Aqcoe7G145200.2.p	Bevul.8G204800.1.p
OG0006501	Aqcoe7G364100.1.p	Bevul.2G171500.1.p
OG0006502	Aqcoe7G052900.2.p, Aqcoe7G052900.1.p	Bevul.1G123400.1.p
OG0006503	Aqcoe7G152600.1.p, Aqcoe7G223200.1.p	Bevul.8G030900.1.p
OG0006504	Aqcoe7G437300.1.p	Bevul.8G145700.1.p
OG0006505	Aqcoe7G277400.1.p	Bevul.9G193700.1.p
OG0006506	Aqcoe7G164800.2.p, Aqcoe7G164800.1.p	Bevul.2G161500.1.p
OG0006507	Aqcoe7G287800.1.p, Aqcoe7G287800.2.p	Bevul.7G151100.1.p
OG0006508	Aqcoe7G384400.1.p	Bevul.8G172800.1.p
OG0006509	Aqcoe7G045200.1.p	Bevul.9G009100.2.p, Bevul.9G009100.3.p, Bevul.9G009100.1.p, Bevul.9G009100.4.p
OG0006510	Aqcoe7G001100.4.p, Aqcoe7G001100.1.p, Aqcoe7G001100.3.p, Aqcoe7G001100.2.p, Aqcoe5G325000.1.p	Bevul.5G063000.1.p
OG0006511	Aqcoe7G055100.2.p, Aqcoe7G055100.3.p, Aqcoe7G055100.1.p, Aqcoe7G056000.1.p	Bevul.1G127100.1.p
OG0006512	Aqcoe7G262400.1.p	Bevul.2G134400.1.p
OG0006513	Aqcoe7G073900.1.p, Aqcoe7G073900.2.p	Bevul.3G088300.1.p
OG0006514	Aqcoe7G133800.1.p, Aqcoe7G133800.2.p	Bevul.3G064300.1.p
OG0006515	Aqcoe7G020900.1.p	Bevul.3G049000.1.p
OG0006516	Aqcoe7G382100.1.p, Aqcoe7G382100.2.p	Bevul.8G171500.1.p
OG0006517	Aqcoe7G254200.2.p, Aqcoe7G254200.1.p	Bevul.8G156900.1.p
OG0006518	Aqcoe7G237900.1.p, Aqcoe7G237900.2.p	Bevul.8G104500.1.p
OG0006519	Aqcoe7G082000.1.p	Bevul.4G018900.1.p
OG0006520	Aqcoe7G161100.1.p, Aqcoe7G161100.2.p	Bevul.9G215400.1.p
OG0006521	Aqcoe7G029300.2.p, Aqcoe7G029300.1.p	Bevul.3G065500.1.p
OG0006522	Aqcoe7G363400.1.p	Bevul.9G227700.2.p, Bevul.9G227700.1.p
OG0006523	Aqcoe7G127400.1.p	Bevul.8G129100.1.p, Bevul.2G145000.1.p
OG0006524	Aqcoe7G268200.3.p, Aqcoe7G268200.2.p, Aqcoe7G268200.1.p	Bevul.8G177700.1.p
OG0006525	Aqcoe7G002800.1.p	Bevul.5G061600.1.p
OG0006526	Aqcoe7G164400.1.p	Bevul.3G131600.1.p
OG0006527	Aqcoe7G276500.2.p, Aqcoe7G276500.1.p	Bevul.9G194000.2.p, Bevul.9G194000.3.p, Bevul.9G194000.4.p, Bevul.9G194000.1.p
OG0006528	Aqcoe7G000700.2.p, Aqcoe7G000700.1.p	Bevul.5G064200.1.p
OG0006529	Aqcoe7G125200.2.p, Aqcoe7G125200.1.p	Bevul.2G141400.1.p
OG0006530	Aqcoe3G024500.1.p, Aqcoe7G372900.1.p	Bevul.5G145100.1.p
OG0006531	Aqcoe7G356100.1.p	Bevul.7G012100.1.p, Bevul.7G012100.2.p
OG0006532	Aqcoe7G194200.1.p	Bevul.8G115700.1.p
OG0006533	Aqcoe7G279000.2.p, Aqcoe7G279000.1.p	Bevul.5G044500.1.p
OG0006534	Aqcoe7G071800.1.p	Bevul.5G044700.1.p, Bevul.3G087000.1.p
OG0006535	Aqcoe7G072600.1.p	Bevul.1G132300.1.p
OG0006536	Aqcoe7G072100.1.p	Bevul.3G087100.1.p
OG0006537	Aqcoe7G181600.1.p	Bevul.8G191500.1.p, Bevul.3G126000.1.p
OG0006538	Aqcoe7G308800.2.p, Aqcoe7G308800.1.p	Bevul.5G223500.1.p
OG0006539	Aqcoe7G151200.1.p	Bevul.8G202300.1.p
OG0006540	Aqcoe1G136300.1.p	Bevul.9G045400.1.p, Bevul.7G056600.1.p
OG0006541	Aqcoe1G461200.1.p, Aqcoe1G461300.1.p	Bevul.7G156100.1.p
OG0006542	Aqcoe1G120400.2.p, Aqcoe1G120400.1.p	Bevul.9G101200.1.p
OG0006543	Aqcoe1G468000.1.p, Aqcoe1G468100.1.p	Bevul.7G210300.1.p
OG0006544	Aqcoe1G055700.1.p	Bevul.7G027300.1.p, Bevul.7G027300.2.p
OG0006545	Aqcoe1G162400.1.p, Aqcoe1G162400.2.p	Bevul.8G195800.1.p
OG0006546	Aqcoe1G166200.1.p, Aqcoe1G166200.2.p, Aqcoe3G426500.1.p	Bevul.8G099700.1.p
OG0006547	Aqcoe1G011600.1.p	Bevul.3G223500.1.p
OG0006548	Aqcoe1G090700.3.p, Aqcoe1G090700.1.p, Aqcoe1G090700.2.p	Bevul.5G137100.1.p
OG0006549	Aqcoe1G025500.1.p	Bevul.3G196300.1.p
OG0006550	Aqcoe1G079000.1.p	Bevul.7G179900.1.p
OG0006551	Aqcoe1G131700.1.p, Aqcoe1G131700.2.p	Bevul.2G071300.1.p
OG0006552	Aqcoe1G328900.1.p, Aqcoe1G300300.1.p, Aqcoe1G328900.2.p	Bevul.8G049700.1.p
OG0006553	Aqcoe1G454500.4.p, Aqcoe1G454500.6.p, Aqcoe1G454500.1.p, Aqcoe1G454500.3.p, Aqcoe1G454500.5.p, Aqcoe1G454500.2.p	Bevul.4G103500.1.p
OG0006554	Aqcoe1G493400.1.p	Bevul.8G150000.1.p, Bevul.8G149900.1.p
OG0006555	Aqcoe1G438500.1.p	Bevul.8G156000.1.p
OG0006556	Aqcoe1G486400.1.p	Bevul.2G112200.1.p
OG0006557	Aqcoe1G243900.3.p, Aqcoe1G243900.4.p, Aqcoe1G243900.1.p, Aqcoe1G243900.2.p, Aqcoe1G243900.6.p, Aqcoe1G243900.5.p	Bevul.4G004100.1.p
OG0006558	Aqcoe1G376700.1.p	Bevul.4G001600.1.p
OG0006559	Aqcoe3G102600.1.p, Aqcoe3G102600.2.p, Aqcoe1G066500.1.p, Aqcoe1G066500.2.p	Bevul.5G119100.1.p
OG0006560	Aqcoe1G473200.1.p, Aqcoe1G473200.2.p	Bevul.5G174000.1.p
OG0006561	Aqcoe1G124500.1.p	Bevul.9G039300.1.p, Bevul.9G039500.1.p, Bevul.9G039600.1.p, Bevul.9G039200.1.p
OG0006562	Aqcoe1G316300.1.p	Bevul.8G002500.1.p
OG0006564	Aqcoe1G395500.1.p	Bevul.7G011800.1.p
OG0006565	Aqcoe1G078700.1.p, Aqcoe1G078700.3.p, Aqcoe1G078700.2.p	Bevul.7G180100.1.p
OG0006566	Aqcoe1G085600.1.p	Bevul.4G074100.1.p, Bevul.3G148400.1.p
OG0006567	Aqcoe1G182500.1.p	Bevul.4G093700.1.p
OG0006568	Aqcoe1G018000.1.p	Bevul.5G164000.1.p
OG0006569	Aqcoe1G288900.1.p, Aqcoe1G288900.2.p	Bevul.4G071900.1.p
OG0006570	Aqcoe1G006700.1.p	Bevul.7G158900.1.p
OG0006571	Aqcoe1G183800.1.p	Bevul.4G164400.1.p
OG0006572	Aqcoe1G192900.2.p, Aqcoe1G192900.1.p	Bevul.9G019400.1.p
OG0006573	Aqcoe1G134400.2.p, Aqcoe1G134400.3.p, Aqcoe1G134400.1.p	Bevul.9G044300.1.p, Bevul.7G051700.1.p
OG0006574	Aqcoe1G002100.4.p, Aqcoe1G002100.3.p, Aqcoe1G002100.2.p, Aqcoe1G002100.1.p	Bevul.5G131800.1.p
OG0006575	Aqcoe1G462100.1.p	Bevul.7G206800.1.p
OG0006576	Aqcoe1G104700.1.p	Bevul.5G137500.1.p
OG0006577	Aqcoe1G145400.1.p	Bevul.2G085600.1.p
OG0006578	Aqcoe1G130300.1.p, Aqcoe5G058600.1.p	Bevul.4G180700.1.p
OG0006579	Aqcoe1G066400.2.p, Aqcoe1G066400.1.p	Bevul.4G108900.1.p
OG0006580	Aqcoe1G331200.1.p, Aqcoe1G331300.1.p, Aqcoe5G406000.1.p	Bevul.7G133700.1.p, Bevul.7G133600.1.p, Bevul.7G133900.1.p
OG0006581	Aqcoe1G156300.1.p	Bevul.3G219500.1.p
OG0006582	Aqcoe1G436700.1.p	Bevul.7G018800.1.p, Bevul.7G019100.1.p
OG0006583	Aqcoe1G010300.1.p, Aqcoe1G010200.1.p	Bevul.9G063200.2.p, Bevul.9G063200.1.p
OG0006584	Aqcoe1G478300.2.p, Aqcoe1G478300.1.p	Bevul.7G214400.1.p
OG0006585	Aqcoe1G086600.1.p	Bevul.7G196400.1.p
OG0006586	Aqcoe1G214200.1.p	Bevul.5G112900.1.p
OG0006587	Aqcoe1G092100.1.p	Bevul.5G135600.1.p
OG0006588	Aqcoe1G419200.1.p	Bevul.7G189100.1.p
OG0006589	Aqcoe1G056200.1.p	Bevul.3G175200.1.p, Bevul.4G249900.1.p
OG0006590	Aqcoe1G410200.1.p	Bevul.2G245400.1.p
OG0006591	Aqcoe1G147300.2.p, Aqcoe1G147300.1.p	Bevul.5G054300.1.p
OG0006592	Aqcoe1G169500.1.p	Bevul.2G086900.2.p, Bevul.2G086900.1.p
OG0006593	Aqcoe1G188800.2.p, Aqcoe1G188800.4.p, Aqcoe1G188800.3.p, Aqcoe1G188800.1.p, Aqcoe1G188800.5.p	Bevul.8G090700.1.p
OG0006594	Aqcoe1G431400.1.p, Aqcoe1G431400.2.p	Bevul.7G194400.1.p
OG0006595	Aqcoe1G088100.1.p	Bevul.7G196900.1.p
OG0006596	Aqcoe1G079700.2.p, Aqcoe1G079700.1.p	Bevul.5G012600.1.p, Bevul.7G179300.1.p
OG0006597	Aqcoe1G151400.1.p	Bevul.7G218100.1.p, Bevul.2G248900.1.p
OG0006598	Aqcoe1G325000.3.p, Aqcoe1G325000.2.p, Aqcoe1G325000.1.p	Bevul.8G000300.1.p
OG0006599	Aqcoe1G120800.1.p, Aqcoe1G120800.2.p	Bevul.8G091700.1.p
OG0006600	Aqcoe1G170400.1.p	Bevul.7G073300.3.p, Bevul.7G073300.4.p, Bevul.7G073300.1.p, Bevul.7G073300.2.p
OG0006602	Aqcoe1G080600.1.p	Bevul.5G058000.1.p
OG0006603	Aqcoe1G387500.1.p	Bevul.8G039200.1.p, Bevul.9G032900.1.p, Bevul.5G076600.1.p
OG0006604	Aqcoe1G474200.2.p, Aqcoe1G474200.1.p, Aqcoe1G474200.6.p, Aqcoe1G474200.4.p, Aqcoe1G474200.3.p, Aqcoe1G474200.5.p	Bevul.7G212700.1.p
OG0006605	Aqcoe1G376000.1.p	Bevul.2G094800.3.p, Bevul.2G094800.1.p, Bevul.2G094800.7.p, Bevul.2G094800.2.p, Bevul.2G094800.6.p, Bevul.2G094800.5.p, Bevul.2G094800.4.p
OG0006606	Aqcoe1G046900.2.p, Aqcoe1G046900.3.p, Aqcoe1G046900.1.p, Aqcoe1G046900.4.p	Bevul.4G222300.1.p
OG0006607	Aqcoe1G444300.1.p	Bevul.7G026500.1.p
OG0006608	Aqcoe1G491000.1.p	Bevul.9G055700.1.p
OG0006609	Aqcoe1G158700.2.p, Aqcoe1G158700.1.p	Bevul.6G048700.1.p
OG0006610	Aqcoe1G375500.1.p	Bevul.9G063600.1.p
OG0006611	Aqcoe1G400400.1.p, Aqcoe1G400400.3.p, Aqcoe1G400400.2.p, Aqcoe1G400400.4.p	Bevul.2G182300.2.p, Bevul.2G182300.1.p
OG0006612	Aqcoe1G414200.1.p	Bevul.2G211900.1.p
OG0006613	Aqcoe1G026600.1.p, Aqcoe1G026600.2.p, Aqcoe5G305300.2.p, Aqcoe5G305300.1.p, Aqcoe5G305300.3.p, Aqcoe5G305300.7.p, Aqcoe5G305300.4.p, Aqcoe5G305300.6.p, Aqcoe5G305300.5.p	Bevul.5G131900.1.p
OG0006614	Aqcoe1G104200.1.p, Aqcoe1G104200.2.p	Bevul.7G201600.1.p
OG0006615	Aqcoe1G010000.1.p	Bevul.4G111100.1.p, Bevul.7G185200.1.p, Bevul.5G124700.1.p
OG0006616	Aqcoe1G408900.1.p	Bevul.7G042600.1.p, Bevul.5G165500.1.p
OG0006618	Aqcoe5G433100.1.p, Aqcoe5G433400.1.p	Bevul.5G032200.1.p
OG0006619	Aqcoe5G191900.1.p, Aqcoe5G192000.1.p, Aqcoe5G195300.1.p, Aqcoe5G190700.1.p, Aqcoe5G191800.1.p	Bevul.6G233400.1.p, Bevul.6G233300.1.p
OG0006620	Aqcoe5G055900.1.p	Bevul.4G139700.1.p
OG0006621	Aqcoe3G174000.1.p, Aqcoe5G047900.2.p, Aqcoe5G047900.1.p	Bevul.1G129400.1.p
OG0006622	Aqcoe5G305100.4.p, Aqcoe5G305100.3.p, Aqcoe5G305100.2.p, Aqcoe5G305100.5.p, Aqcoe5G305100.1.p	Bevul.3G057700.1.p
OG0006623	Aqcoe5G211100.2.p, Aqcoe5G211100.1.p	Bevul.6G034300.1.p
OG0006624	Aqcoe5G304800.1.p	Bevul.1G209600.1.p
OG0006625	Aqcoe5G246900.1.p	Bevul.6G054100.1.p
OG0006626	Aqcoe5G456700.1.p, Aqcoe5G456700.2.p	Bevul.3G042000.1.p
OG0006627	Aqcoe5G449500.1.p	Bevul.2G224100.1.p, Bevul.5G020800.1.p
OG0006628	Aqcoe5G032200.3.p, Aqcoe5G032200.1.p, Aqcoe5G032200.4.p, Aqcoe5G032200.5.p, Aqcoe5G032200.2.p	Bevul.3G097200.1.p
OG0006629	Aqcoe5G351700.1.p	Bevul.5G157100.1.p
OG0006630	Aqcoe5G064900.3.p, Aqcoe5G064900.2.p, Aqcoe5G064900.5.p, Aqcoe5G064900.1.p, Aqcoe5G064900.4.p	Bevul.8G210500.1.p
OG0006631	Aqcoe5G269000.2.p, Aqcoe5G269000.1.p	Bevul.1G205400.1.p
OG0006632	Aqcoe5G324000.2.p, Aqcoe5G324000.4.p, Aqcoe5G324000.1.p, Aqcoe5G324000.3.p	Bevul.6G198000.1.p
OG0006633	Aqcoe5G350700.1.p, Aqcoe5G350600.1.p	Bevul.6G039000.1.p
OG0006634	Aqcoe5G203500.1.p	Bevul.4G240600.1.p
OG0006635	Aqcoe5G375900.1.p	Bevul.6G214800.1.p
OG0006636	Aqcoe5G300200.1.p	Bevul.1G204400.1.p
OG0006637	Aqcoe5G247400.1.p, Aqcoe5G247400.2.p	Bevul.1G074900.1.p
OG0006638	Aqcoe5G476500.3.p, Aqcoe5G476500.1.p, Aqcoe5G476500.4.p, Aqcoe5G476500.2.p	Bevul.3G022600.1.p
OG0006639	Aqcoe5G362400.1.p, Aqcoe3G193300.1.p	Bevul.2G082900.1.p
OG0006640	Aqcoe5G475100.1.p	Bevul.3G023000.1.p
OG0006641	Aqcoe5G284000.1.p, Aqcoe5G284000.2.p, Aqcoe5G284000.3.p	Bevul.8G117900.1.p
OG0006642	Aqcoe5G226800.1.p	Bevul.9G158100.1.p
OG0006643	Aqcoe5G224200.2.p, Aqcoe5G224200.1.p	Bevul.4G195000.1.p
OG0006644	Aqcoe5G057800.1.p	Bevul.4G124600.1.p
OG0006645	Aqcoe5G000500.2.p, Aqcoe5G000500.3.p, Aqcoe5G000500.1.p	Bevul.3G105300.1.p
OG0006647	Aqcoe5G179100.1.p, Aqcoe5G179100.2.p	Bevul.9G161400.1.p
OG0006648	Aqcoe5G433900.1.p, Aqcoe5G434100.1.p	Bevul.1G166700.1.p
OG0006649	Aqcoe5G092200.1.p	Bevul.7G102300.1.p
OG0006650	Aqcoe5G442400.1.p	Bevul.1G186100.1.p
OG0006651	Aqcoe5G454900.2.p, Aqcoe5G454900.1.p	Bevul.5G018400.1.p
OG0006652	Aqcoe5G278000.1.p	Bevul.1G098900.1.p
OG0006653	Aqcoe5G414600.1.p	Bevul.4G135200.1.p
OG0006654	Aqcoe5G017400.1.p, Aqcoe5G017400.2.p, Aqcoe5G017400.3.p	Bevul.3G003300.1.p
OG0006655	Aqcoe5G324100.2.p, Aqcoe5G324100.1.p	Bevul.6G197500.1.p
OG0006656	Aqcoe5G047800.1.p	Bevul.1G073800.1.p, Bevul.4G160700.1.p
OG0006657	Aqcoe5G194900.1.p	Bevul.6G085200.1.p
OG0006658	Aqcoe5G410700.1.p	Bevul.5G066800.1.p
OG0006659	Aqcoe5G204400.2.p, Aqcoe5G204400.1.p	Bevul.6G093400.1.p
OG0006660	Aqcoe5G361300.1.p	Bevul.2G039400.1.p, Bevul.2G039400.2.p, Bevul.5G160700.1.p
OG0006661	Aqcoe5G219900.1.p	Bevul.9G218600.3.p, Bevul.9G218600.2.p, Bevul.9G218600.1.p, Bevul.9G218600.5.p, Bevul.9G218600.7.p, Bevul.9G218600.6.p, Bevul.9G218600.4.p
OG0006662	Aqcoe5G014400.1.p, Aqcoe5G014400.2.p, Aqcoe5G014400.3.p	Bevul.9G186500.1.p, Bevul.9G186500.2.p
OG0006663	Aqcoe5G445400.1.p	Bevul.6G232800.1.p
OG0006664	Aqcoe5G088200.1.p	Bevul.3G157100.1.p
OG0006665	Aqcoe5G291800.1.p, Aqcoe5G291800.2.p	Bevul.5G262200.1.p
OG0006666	Aqcoe5G205200.3.p, Aqcoe5G205200.1.p, Aqcoe5G205200.4.p, Aqcoe5G205200.2.p, Aqcoe5G205200.5.p	Bevul.6G094800.1.p
OG0006667	Aqcoe5G303900.1.p, Aqcoe5G303900.3.p, Aqcoe5G303900.2.p	Bevul.1G211500.1.p
OG0006668	Aqcoe5G316000.1.p, Aqcoe5G075900.1.p	Bevul.3G152900.1.p
OG0006669	Aqcoe5G314100.2.p, Aqcoe5G314100.1.p	Bevul.9G222400.1.p
OG0006670	Aqcoe5G339100.3.p, Aqcoe5G339100.6.p, Aqcoe5G339100.5.p, Aqcoe5G339100.4.p, Aqcoe5G339100.1.p, Aqcoe5G339100.2.p	Bevul.6G198300.1.p
OG0006671	Aqcoe5G350800.1.p	Bevul.6G204500.1.p, Bevul.6G051400.1.p
OG0006672	Aqcoe5G437400.1.p, Aqcoe5G437400.2.p	Bevul.1G181100.1.p
OG0006673	Aqcoe5G005400.1.p	Bevul.7G118600.1.p
OG0006674	Aqcoe5G072300.1.p, Aqcoe5G072300.2.p	Bevul.4G142600.1.p
OG0006675	Aqcoe5G212300.4.p, Aqcoe5G212300.2.p, Aqcoe5G212300.3.p, Aqcoe5G212300.1.p, Aqcoe5G212300.5.p	Bevul.1G025100.1.p
OG0006676	Aqcoe5G050900.1.p, Aqcoe5G050900.2.p	Bevul.4G080800.1.p, Bevul.2G073100.1.p, Bevul.4G080600.1.p
OG0006677	Aqcoe5G162000.1.p	Bevul.6G100300.1.p
OG0006678	Aqcoe5G117600.1.p	Bevul.8G155800.1.p
OG0006679	Aqcoe5G315300.2.p, Aqcoe5G315300.1.p	Bevul.1G015000.1.p
OG0006680	Aqcoe5G200900.1.p	Bevul.9G175300.2.p, Bevul.9G175300.1.p
OG0006682	Aqcoe5G378900.1.p	Bevul.2G082600.1.p
OG0006683	Aqcoe5G013800.1.p	Bevul.4G190800.1.p
OG0006684	Aqcoe5G022200.1.p	Bevul.9G143700.3.p, Bevul.9G143700.4.p, Bevul.9G143700.8.p, Bevul.9G143700.1.p, Bevul.9G143700.5.p, Bevul.9G143700.7.p, Bevul.9G143700.6.p, Bevul.9G143700.2.p
OG0006685	Aqcoe5G190400.1.p	Bevul.9G170300.1.p
OG0006686	Aqcoe5G422400.1.p	Bevul.1G123800.1.p, Bevul.5G039200.1.p
OG0006687	Aqcoe5G016800.1.p	Bevul.1G182600.1.p
OG0006688	Aqcoe5G261600.1.p	Bevul.6G116200.1.p
OG0006689	Aqcoe5G101700.1.p	Bevul.6G013800.1.p
OG0006690	Aqcoe5G214800.1.p	Bevul.1G029300.1.p
OG0006691	Aqcoe5G404100.1.p, Aqcoe5G404100.2.p	Bevul.6G181900.1.p
OG0006692	Aqcoe5G221300.3.p, Aqcoe5G221300.4.p, Aqcoe5G221300.5.p, Aqcoe5G221300.6.p, Aqcoe5G221300.2.p, Aqcoe5G221300.1.p	Bevul.5G257000.1.p
OG0006693	Aqcoe5G382900.1.p, Aqcoe5G382900.2.p	Bevul.7G143000.1.p
OG0006694	Aqcoe5G154900.2.p, Aqcoe5G154900.1.p	Bevul.2G146200.1.p
OG0006695	Aqcoe5G063400.1.p	Bevul.6G148200.1.p
OG0006696	Aqcoe5G300600.1.p	Bevul.4G068900.1.p, Bevul.8G156300.1.p, Bevul.8G156500.1.p
OG0006697	Aqcoe5G234900.1.p	Bevul.4G176600.1.p
