Orthogroup	A_coerulea.proteins	D_muscipula.proteins
OG0004101	Aqcoe6G146300.1.p, Aqcoe5G097900.1.p	Dm_00001915-RA, Dm_00003807-RA
OG0004102	Aqcoe6G140000.1.p	Dm_00012028-RA
OG0004103	Aqcoe6G258800.1.p, Aqcoe5G182000.1.p	Dm_00008142-RA, Dm_00009536-RA, Dm_00013445-RA
OG0004104	Aqcoe6G010000.6.p, Aqcoe6G010000.1.p, Aqcoe6G010000.4.p, Aqcoe6G010000.3.p, Aqcoe6G010000.2.p, Aqcoe6G010000.5.p	Dm_00007278-RA
OG0004105	Aqcoe6G054500.1.p	Dm_00004936-RA, Dm_00012755-RA
OG0004106	Aqcoe6G119700.2.p, Aqcoe6G119700.1.p	Dm_00009207-RA
OG0004107	Aqcoe5G118300.1.p, Aqcoe6G172000.1.p	Dm_00002268-RA, Dm_00009804-RA
OG0004108	Aqcoe6G195300.4.p, Aqcoe6G195300.6.p, Aqcoe6G195300.5.p, Aqcoe6G195300.3.p, Aqcoe6G195300.1.p, Aqcoe6G195300.2.p	Dm_00015176-RA
OG0004109	Aqcoe6G318600.1.p	Dm_00009616-RA
OG0004110	Aqcoe1G227700.1.p, Aqcoe6G022100.1.p	Dm_00019972-RA, Dm_00002501-RA
OG0004111	Aqcoe6G286900.1.p, Aqcoe6G286900.2.p, Aqcoe5G104000.1.p	Dm_00003893-RA, Dm_00009973-RA
OG0004112	Aqcoe7G132700.1.p, Aqcoe7G132700.4.p, Aqcoe7G132700.3.p, Aqcoe7G132700.2.p, Aqcoe7G132700.5.p, Aqcoe7G132700.6.p, Aqcoe5G312900.1.p, Aqcoe6G076500.1.p	Dm_00008571-RA
OG0004113	Aqcoe6G174400.1.p	Dm_00002237-RA
OG0004114	Aqcoe4G128300.1.p, Aqcoe6G285600.2.p, Aqcoe6G285600.1.p, Aqcoe6G285600.3.p, Aqcoe4G135700.1.p, Aqcoe4G135700.2.p	Dm_00000353-RA
OG0004115	Aqcoe6G045100.1.p	Dm_00003544-RA
OG0004116	Aqcoe6G104900.1.p	Dm_00001084-RA, Dm_00003359-RA
OG0004117	Aqcoe6G191200.1.p	Dm_00002068-RA
OG0004118	Aqcoe1G076600.1.p	Dm_00019577-RA
OG0004119	Aqcoe1G391600.2.p, Aqcoe1G391600.1.p, Aqcoe4G194400.1.p, Aqcoe7G239800.1.p	Dm_00010554-RA
OG0004120	Aqcoe5G229600.1.p, Aqcoe5G229400.1.p, Aqcoe4G076200.1.p, Aqcoe4G076200.2.p, Aqcoe5G229600.2.p, Aqcoe1G480400.1.p	Dm_00009661-RA
OG0004121	Aqcoe1G248400.2.p, Aqcoe1G248400.1.p, Aqcoe1G248400.3.p, Aqcoe4G073400.2.p, Aqcoe4G073400.1.p	Dm_00000712-RA
OG0004122	Aqcoe4G302000.1.p, Aqcoe4G302000.2.p	Dm_00001890-RA
OG0004123	Aqcoe7G046500.1.p, Aqcoe7G046400.1.p, Aqcoe4G108600.1.p	Dm_00020659-RA, Dm_00005864-RA, Dm_00011828-RA
OG0004124	Aqcoe1G015600.1.p, Aqcoe1G015600.2.p, Aqcoe4G150400.1.p, Aqcoe4G150400.4.p, Aqcoe4G150400.3.p, Aqcoe4G150400.2.p	Dm_00018645-RA, Dm_00017237-RA
OG0004125	Aqcoe7G327100.1.p, Aqcoe4G306800.2.p, Aqcoe0009s0015.1.p	Dm_00000759-RA
OG0004126	Aqcoe4G079000.1.p, Aqcoe4G079000.2.p	Dm_00003750-RA
OG0004127	Aqcoe4G013200.3.p, Aqcoe4G013200.6.p, Aqcoe4G013200.4.p, Aqcoe4G013200.2.p, Aqcoe4G013200.5.p, Aqcoe4G013200.1.p, Aqcoe3G146500.1.p, Aqcoe4G208700.1.p, Aqcoe3G146400.1.p	Dm_00008981-RA
OG0004128	Aqcoe1G297900.1.p	Dm_00013714-RA
OG0004128	Aqcoe4G212600.1.p	Dm_00004734-RA
OG0004130	Aqcoe5G097500.1.p, Aqcoe5G097500.2.p, Aqcoe4G057900.1.p, Aqcoe4G057900.2.p	Dm_00007635-RA
OG0004131	Aqcoe4G189400.1.p, Aqcoe4G141900.1.p, Aqcoe1G475600.1.p, Aqcoe4G012400.1.p, Aqcoe3G105800.1.p	Dm_00004968-RA
OG0004132	Aqcoe5G458600.1.p, Aqcoe7G012000.2.p, Aqcoe7G012000.1.p, Aqcoe7G012000.4.p, Aqcoe7G012000.3.p	Dm_00003570-RA
OG0004133	Aqcoe7G064800.2.p, Aqcoe7G064800.1.p	Dm_00008714-RA
OG0004134	Aqcoe7G020600.1.p	Dm_00004009-RA, Dm_00002051-RA
OG0004135	Aqcoe7G427000.1.p	Dm_00015608-RA, Dm_00014346-RA
OG0004136	Aqcoe7G403900.1.p, Aqcoe7G403500.1.p, Aqcoe7G403800.1.p	Dm_00014705-RA, Dm_00014706-RA
OG0004137	Aqcoe7G186300.1.p, Aqcoe7G186300.3.p, Aqcoe7G186300.2.p, Aqcoe7G186300.4.p	Dm_00014386-RA
OG0004138	Aqcoe7G378200.1.p	Dm_00016527-RA, Dm_00004997-RA
OG0004139	Aqcoe7G040200.1.p, Aqcoe7G040200.3.p, Aqcoe7G040200.2.p, Aqcoe7G040200.4.p, Aqcoe7G040200.5.p, Aqcoe7G040200.6.p	Dm_00017670-RA, Dm_00013530-RA
OG0004140	Aqcoe7G071100.1.p	Dm_00010157-RA
OG0004141	Aqcoe7G427200.1.p	Dm_00008779-RA
OG0004142	Aqcoe7G137500.1.p, Aqcoe7G137500.2.p	Dm_00007524-RA
OG0004143	Aqcoe7G191700.1.p, Aqcoe7G191700.2.p	Dm_00003654-RA
OG0004144	Aqcoe7G331400.1.p	Dm_00016012-RA
OG0004145	Aqcoe7G054200.1.p	Dm_00015745-RA
OG0004146	Aqcoe7G089800.2.p, Aqcoe7G089800.1.p	Dm_00008696-RA
OG0004147	Aqcoe7G216900.1.p	Dm_00003788-RA
OG0004148	Aqcoe1G150900.1.p	Dm_00020845-RA, Dm_00005266-RA
OG0004149	Aqcoe7G009700.1.p, Aqcoe7G009700.2.p, Aqcoe7G009700.3.p	Dm_00007924-RA
OG0004150	Aqcoe7G122200.1.p	Dm_00017090-RA, Dm_00003863-RA
OG0004151	Aqcoe7G040300.1.p, Aqcoe5G423700.1.p	Dm_00009399-RA
OG0004152	Aqcoe7G111700.1.p	Dm_00008601-RA
OG0004153	Aqcoe7G216600.1.p	Dm_00017711-RA
OG0004154	Aqcoe7G346700.1.p, Aqcoe7G346700.2.p, Aqcoe7G377100.1.p	Dm_00007984-RA, Dm_00006363-RA
OG0004155	Aqcoe7G217800.7.p, Aqcoe7G217800.9.p, Aqcoe7G217800.8.p, Aqcoe7G217800.5.p, Aqcoe7G217800.4.p, Aqcoe7G217800.6.p, Aqcoe7G217800.3.p, Aqcoe7G217800.2.p, Aqcoe7G217800.1.p	Dm_00007844-RA
OG0004156	Aqcoe7G368000.1.p	Dm_00018033-RA
OG0004157	Aqcoe7G086200.1.p	Dm_00002083-RA
OG0004158	Aqcoe7G024700.1.p	Dm_00002056-RA, Dm_00018379-RA
OG0004159	Aqcoe7G170100.1.p, Aqcoe5G463000.1.p	Dm_00006173-RA
OG0004160	Aqcoe7G101400.2.p, Aqcoe7G101400.1.p	Dm_00011642-RA
OG0004161	Aqcoe7G001400.1.p, Aqcoe5G470400.1.p	Dm_00001484-RA
OG0004163	Aqcoe5G459800.1.p, Aqcoe5G021600.1.p, Aqcoe7G009800.1.p	Dm_00004278-RA
OG0004164	Aqcoe7G007500.2.p, Aqcoe7G007500.1.p, Aqcoe7G007500.3.p, Aqcoe7G091400.1.p	Dm_00012119-RA, Dm_00016542-RA, Dm_00015309-RA
OG0004166	Aqcoe7G109800.1.p, Aqcoe7G109800.2.p	Dm_00005853-RA
OG0004168	Aqcoe7G001500.1.p	Dm_00000429-RA
OG0004169	Aqcoe7G065000.1.p	Dm_00014993-RA
OG0004170	Aqcoe1G147200.9.p, Aqcoe1G147200.4.p, Aqcoe1G147200.5.p, Aqcoe1G147200.7.p, Aqcoe1G147200.10.p, Aqcoe1G147200.1.p, Aqcoe1G147200.6.p, Aqcoe1G147200.3.p, Aqcoe1G147200.8.p, Aqcoe1G147200.2.p	Dm_00001567-RA
OG0004171	Aqcoe1G475700.1.p	Dm_00012437-RA
OG0004172	Aqcoe1G125500.2.p, Aqcoe1G125500.1.p	Dm_00013075-RA
OG0004173	Aqcoe1G377500.1.p	Dm_00010547-RA
OG0004174	Aqcoe1G206800.1.p	Dm_00001522-RA
OG0004175	Aqcoe1G195100.1.p	Dm_00004058-RA, Dm_00000348-RA
OG0004176	Aqcoe1G251300.2.p, Aqcoe1G251300.1.p, Aqcoe3G153400.2.p, Aqcoe3G153400.1.p	Dm_00014883-RA, Dm_00014884-RA
OG0004178	Aqcoe1G089300.1.p	Dm_00012926-RA, Dm_00009478-RA
OG0004179	Aqcoe1G407600.1.p, Aqcoe1G407600.2.p	Dm_00000017-RA
OG0004180	Aqcoe1G186600.1.p, Aqcoe1G486200.1.p	Dm_00015196-RA
OG0004181	Aqcoe1G164500.1.p	Dm_00013117-RA, Dm_00013116-RA
OG0004182	Aqcoe1G291200.3.p, Aqcoe1G291200.2.p, Aqcoe1G291200.1.p, Aqcoe1G291200.4.p	Dm_00002133-RA
OG0004183	Aqcoe1G068300.1.p, Aqcoe5G318300.1.p	Dm_00009218-RA
OG0004184	Aqcoe1G137700.3.p, Aqcoe1G137700.1.p, Aqcoe1G137700.2.p	Dm_00009769-RA
OG0004185	Aqcoe1G416300.1.p, Aqcoe1G416300.3.p, Aqcoe1G416300.4.p, Aqcoe1G416300.2.p, Aqcoe5G254400.2.p, Aqcoe5G254400.1.p, Aqcoe5G254400.3.p	Dm_00003209-RA
OG0004186	Aqcoe1G369800.1.p	Dm_00011118-RA
OG0004187	Aqcoe1G031000.1.p	Dm_00005620-RA
OG0004188	Aqcoe1G006500.1.p	Dm_00016270-RA, Dm_00002991-RA, Dm_00005733-RA, Dm_00005942-RA
OG0004189	Aqcoe1G370400.1.p	Dm_00007269-RA
OG0004190	Aqcoe1G489300.1.p	Dm_00003102-RA
OG0004191	Aqcoe1G204300.1.p	Dm_00018321-RA, Dm_00018320-RA, Dm_00013503-RA
OG0004192	Aqcoe1G013000.3.p, Aqcoe1G013000.2.p, Aqcoe1G013000.1.p	Dm_00019937-RA
OG0004194	Aqcoe1G424400.1.p	Dm_00021058-RA, Dm_00010731-RA
OG0004195	Aqcoe1G249600.1.p	Dm_00002288-RA
OG0004196	Aqcoe1G355600.5.p, Aqcoe1G355600.6.p, Aqcoe1G355600.7.p, Aqcoe1G355600.8.p, Aqcoe1G355600.1.p, Aqcoe1G355600.2.p, Aqcoe1G355600.3.p, Aqcoe1G355600.4.p	Dm_00005090-RA
OG0004197	Aqcoe1G321200.1.p	Dm_00013600-RA, Dm_00006530-RA
OG0004198	Aqcoe1G292600.1.p	Dm_00005170-RA
OG0004199	Aqcoe1G070300.1.p	Dm_00009287-RA
OG0004200	Aqcoe1G145800.1.p	Dm_00015455-RA
OG0004201	Aqcoe1G134900.1.p	Dm_00010863-RA
OG0004202	Aqcoe1G144600.1.p	Dm_00016345-RA, Dm_00019665-RA
OG0004203	Aqcoe1G441700.2.p, Aqcoe1G441700.1.p	Dm_00017539-RA
OG0004205	Aqcoe1G218500.3.p, Aqcoe1G218500.1.p, Aqcoe1G218500.5.p, Aqcoe1G218500.2.p, Aqcoe1G218500.4.p	Dm_00018972-RA
OG0004206	Aqcoe1G025700.3.p, Aqcoe1G025700.2.p, Aqcoe1G025700.1.p, Aqcoe1G025700.4.p, Aqcoe1G025700.5.p	Dm_00005795-RA
OG0004207	Aqcoe1G410600.1.p	Dm_00011928-RA, Dm_00006227-RA
OG0004208	Aqcoe5G214500.2.p, Aqcoe5G214500.1.p, Aqcoe1G371500.1.p	Dm_00007341-RA, Dm_00013624-RA
OG0004209	Aqcoe1G142200.3.p, Aqcoe1G142200.1.p, Aqcoe1G142200.2.p	Dm_00016895-RA, Dm_00004212-RA
OG0004210	Aqcoe1G036700.1.p	Dm_00016982-RA, Dm_00011607-RA
OG0004211	Aqcoe1G459000.3.p, Aqcoe1G459000.2.p, Aqcoe1G459000.1.p	Dm_00008012-RA, Dm_00002968-RA
OG0004212	Aqcoe5G066600.1.p	Dm_00005458-RA
OG0004213	Aqcoe5G428700.3.p, Aqcoe5G428700.1.p, Aqcoe5G428700.4.p, Aqcoe5G428700.2.p	Dm_00006345-RA
OG0004214	Aqcoe5G350200.1.p	Dm_00009904-RA
OG0004215	Aqcoe5G004300.1.p, Aqcoe5G004300.2.p	Dm_00010020-RA
OG0004216	Aqcoe5G154500.1.p	Dm_00009485-RA
OG0004217	Aqcoe5G192400.1.p	Dm_00002734-RA
OG0004218	Aqcoe5G413700.1.p	Dm_00004754-RA, Dm_00002152-RA, Dm_00002150-RA
OG0004219	Aqcoe5G472300.4.p, Aqcoe5G472300.3.p, Aqcoe5G472300.1.p, Aqcoe5G472300.5.p, Aqcoe5G472300.2.p	Dm_00002700-RA
OG0004220	Aqcoe5G410600.1.p	Dm_00011380-RA, Dm_00006631-RA
OG0004221	Aqcoe5G131100.1.p	Dm_00019190-RA, Dm_00012797-RA
OG0004222	Aqcoe5G464200.3.p, Aqcoe5G464200.1.p, Aqcoe5G464200.4.p, Aqcoe5G464200.2.p, Aqcoe5G464200.5.p	Dm_00017728-RA
OG0004223	Aqcoe5G447600.1.p, Aqcoe5G447600.2.p, Aqcoe5G447600.3.p	Dm_00001475-RA
OG0004224	Aqcoe5G240100.1.p, Aqcoe3G098400.1.p	Dm_00014318-RA
OG0004225	Aqcoe5G064400.1.p	Dm_00009212-RA
OG0004226	Aqcoe5G059100.1.p, Aqcoe5G059100.2.p	Dm_00017718-RA, Dm_00020486-RA
OG0004227	Aqcoe5G161000.1.p, Aqcoe5G097700.1.p	Dm_00011439-RA
OG0004228	Aqcoe5G432100.1.p	Dm_00007257-RA, Dm_00009019-RA, Dm_00007258-RA
OG0004229	Aqcoe5G274400.1.p, Aqcoe5G274400.2.p	Dm_00019933-RA
OG0004230	Aqcoe5G406500.1.p, Aqcoe5G406500.2.p	Dm_00011255-RA, Dm_00006161-RA, Dm_00011254-RA
OG0004231	Aqcoe5G259800.1.p	Dm_00013072-RA
OG0004232	Aqcoe5G389400.1.p, Aqcoe5G389400.2.p, Aqcoe3G137600.1.p	Dm_00001434-RA
OG0004233	Aqcoe5G050300.1.p	Dm_00008206-RA
OG0004234	Aqcoe0056s0002.1.p, Aqcoe5G040300.1.p, Aqcoe5G040200.1.p	Dm_00003547-RA
OG0004235	Aqcoe5G381200.1.p	Dm_00018723-RA
OG0004236	Aqcoe5G026900.1.p, Aqcoe5G026800.1.p	Dm_00003498-RA
OG0004237	Aqcoe5G227900.1.p	Dm_00003440-RA, Dm_00006340-RA
OG0004238	Aqcoe5G263900.3.p, Aqcoe5G263900.1.p, Aqcoe5G263900.4.p, Aqcoe5G263900.5.p, Aqcoe5G263900.2.p	Dm_00009238-RA, Dm_00009237-RA
OG0004239	Aqcoe5G154400.3.p, Aqcoe5G154400.1.p, Aqcoe5G154400.2.p	Dm_00018810-RA
OG0004240	Aqcoe5G355400.1.p	Dm_00009460-RA, Dm_00015269-RA
OG0004241	Aqcoe5G242900.2.p, Aqcoe5G242900.1.p	Dm_00001928-RA
OG0004242	Aqcoe5G217700.1.p	Dm_00008529-RA
OG0004243	Aqcoe5G180700.1.p	Dm_00014062-RA
OG0004244	Aqcoe5G196200.1.p, Aqcoe5G196200.2.p	Dm_00016820-RA
OG0004245	Aqcoe5G281100.1.p	Dm_00004465-RA
OG0004246	Aqcoe5G087400.4.p, Aqcoe5G087400.3.p, Aqcoe5G087400.2.p, Aqcoe5G087400.1.p	Dm_00018008-RA
OG0004248	Aqcoe5G266000.2.p, Aqcoe5G266000.1.p, Aqcoe5G266000.3.p	Dm_00012411-RA
OG0004249	Aqcoe5G291900.1.p, Aqcoe5G291900.3.p, Aqcoe5G291900.2.p	Dm_00012216-RA
OG0004250	Aqcoe5G310900.1.p	Dm_00010967-RA
OG0004251	Aqcoe5G271600.1.p, Aqcoe5G271600.3.p, Aqcoe5G271600.2.p	Dm_00006271-RA
OG0004252	Aqcoe5G240300.1.p, Aqcoe3G098300.1.p	Dm_00011181-RA
OG0004253	Aqcoe3G126000.1.p, Aqcoe3G126100.1.p, Aqcoe5G231600.1.p	Dm_00005953-RA, Dm_00014306-RA
OG0004254	Aqcoe5G203100.1.p	Dm_00001083-RA
OG0004255	Aqcoe3G143000.2.p, Aqcoe3G143000.3.p, Aqcoe3G143000.1.p	Dm_00007550-RA
OG0004259	Aqcoe3G039200.1.p	Dm_00018430-RA
OG0004260	Aqcoe3G039600.1.p	Dm_00001708-RA
OG0004261	Aqcoe3G068400.1.p, Aqcoe3G068400.2.p	Dm_00005015-RA
OG0004262	Aqcoe3G282600.1.p	Dm_00003324-RA, Dm_00008787-RA
OG0004263	Aqcoe3G358800.1.p	Dm_00006641-RA
OG0004264	Aqcoe3G014800.1.p, Aqcoe3G014800.2.p	Dm_00006180-RA
OG0004265	Aqcoe3G381300.1.p	Dm_00010229-RA
OG0004266	Aqcoe3G295100.3.p, Aqcoe3G295100.2.p, Aqcoe3G295100.1.p	Dm_00013900-RA
OG0004267	Aqcoe3G298500.2.p, Aqcoe3G298500.1.p	Dm_00012565-RA
OG0004268	Aqcoe3G219500.2.p, Aqcoe3G219500.4.p, Aqcoe3G219500.3.p, Aqcoe3G219500.1.p, Aqcoe3G219500.5.p	Dm_00012167-RA
OG0004269	Aqcoe3G361000.1.p	Dm_00014587-RA
OG0004270	Aqcoe3G310000.1.p, Aqcoe3G310000.2.p	Dm_00009090-RA
OG0004271	Aqcoe3G187000.1.p	Dm_00011333-RA
OG0004272	Aqcoe3G148300.1.p, Aqcoe3G148300.2.p, Aqcoe3G280700.1.p	Dm_00017000-RA
OG0004274	Aqcoe3G165100.4.p, Aqcoe3G165100.1.p, Aqcoe3G165100.3.p, Aqcoe3G165100.2.p	Dm_00000237-RA
OG0004294	Aqcoe2G108700.1.p, Aqcoe2G108700.2.p, Aqcoe7G260800.1.p, Aqcoe7G260800.2.p, Aqcoe7G064900.1.p	Dm_00000855-RA
OG0004295	Aqcoe2G074800.1.p	Dm_00005580-RA
OG0004296	Aqcoe5G072900.1.p, Aqcoe2G309900.1.p, Aqcoe2G309900.3.p, Aqcoe2G309900.2.p	Dm_00009907-RA
OG0004297	Aqcoe2G340700.1.p, Aqcoe2G340700.2.p	Dm_00004363-RA
OG0004298	Aqcoe7G337600.2.p, Aqcoe7G337600.3.p, Aqcoe2G025400.2.p, Aqcoe2G025400.1.p, Aqcoe2G025400.3.p, Aqcoe7G337600.1.p	Dm_00004008-RA
OG0004300	Aqcoe6G094400.1.p	Dm_00001724-RA
OG0004301	Aqcoe2G393800.1.p	Dm_00014937-RA, Dm_00020469-RA, Dm_00010102-RA
OG0004302	Aqcoe5G064600.1.p, Aqcoe2G325000.1.p	Dm_00019389-RA, Dm_00018143-RA
OG0004303	Aqcoe3G345200.1.p, Aqcoe2G245500.1.p	Dm_00005990-RA, Dm_00005989-RA
OG0004305	Aqcoe2G296100.1.p	Dm_00000613-RA
OG0004306	Aqcoe2G437900.1.p	Dm_00010306-RA
OG0004307	Aqcoe2G384900.1.p	Dm_00012453-RA, Dm_00018693-RA
OG0004308	Aqcoe2G309400.2.p, Aqcoe2G309400.1.p	Dm_00009967-RA
OG0004309	Aqcoe2G283200.1.p, Aqcoe2G283200.2.p	Dm_00017742-RA, Dm_00008408-RA
OG0004310	Aqcoe2G130300.1.p	Dm_00012318-RA
OG0004311	Aqcoe2G293600.3.p, Aqcoe2G293600.2.p, Aqcoe2G293600.1.p, Aqcoe3G084000.2.p, Aqcoe3G084000.1.p, Aqcoe3G084000.3.p	Dm_00000960-RA
OG0004312	Aqcoe1G073900.3.p, Aqcoe1G073900.1.p, Aqcoe2G240200.1.p, Aqcoe1G073900.4.p, Aqcoe1G073900.5.p, Aqcoe1G073900.2.p	Dm_00018427-RA, Dm_00002931-RA, Dm_00018304-RA
OG0004313	Aqcoe2G354200.1.p, Aqcoe6G205400.1.p	Dm_00002634-RA
OG0004314	Aqcoe2G062700.1.p, Aqcoe5G175600.1.p	Dm_00008605-RA
OG0004315	Aqcoe5G084400.1.p, Aqcoe2G297900.1.p	Dm_00013606-RA
OG0004316	Aqcoe4G144700.2.p, Aqcoe7G147200.1.p, Aqcoe4G144700.1.p, Aqcoe1G296200.1.p, Aqcoe2G028100.3.p, Aqcoe2G028100.1.p, Aqcoe2G028100.2.p	Dm_00001179-RA
OG0004317	Aqcoe2G292300.1.p, Aqcoe2G292300.2.p	Dm_00012610-RA
OG0004318	Aqcoe7G384100.1.p, Aqcoe2G018500.1.p	Dm_00009297-RA
OG0004320	Aqcoe2G340500.1.p, Aqcoe5G058300.2.p, Aqcoe5G058300.1.p	Dm_00000580-RA
OG0004322	Aqcoe2G149500.1.p	Dm_00004544-RA
OG0004323	Aqcoe2G373500.1.p	Dm_00015626-RA
OG0004325	Aqcoe2G313500.1.p, Aqcoe5G076000.1.p	Dm_00000538-RA, Dm_00013156-RA
OG0004326	Aqcoe2G336800.4.p, Aqcoe2G336800.6.p, Aqcoe2G336800.3.p, Aqcoe2G336800.2.p, Aqcoe2G336800.1.p, Aqcoe2G336800.5.p	Dm_00002930-RA
OG0004327	Aqcoe2G336500.6.p, Aqcoe2G336500.5.p, Aqcoe2G336500.2.p, Aqcoe2G336500.4.p, Aqcoe2G336500.3.p, Aqcoe2G336500.1.p	Dm_00002479-RA
OG0004328	Aqcoe2G328000.2.p, Aqcoe2G328000.1.p	Dm_00019038-RA
OG0004329	Aqcoe2G045700.1.p	Dm_00003127-RA, Dm_00001275-RA
OG0004330	Aqcoe7G007900.1.p	Dm_00003237-RA, Dm_00004196-RA
OG0004331	Aqcoe2G290100.1.p, Aqcoe2G290100.2.p, Aqcoe2G290100.3.p	Dm_00010644-RA
OG0004334	Aqcoe3G381500.1.p, Aqcoe2G025300.2.p, Aqcoe2G025300.1.p	Dm_00011028-RA
OG0004335	Aqcoe2G023200.1.p	Dm_00009527-RA
OG0004336	Aqcoe2G232900.1.p	Dm_00008762-RA
OG0004338	Aqcoe1G169000.1.p, Aqcoe2G307000.1.p	Dm_00019383-RA, Dm_00002978-RA
OG0004339	Aqcoe2G378400.2.p, Aqcoe2G378400.1.p	Dm_00009165-RA
OG0004340	Aqcoe2G176500.1.p, Aqcoe2G176500.3.p, Aqcoe7G212800.1.p, Aqcoe2G176500.5.p, Aqcoe2G176500.4.p, Aqcoe2G176500.2.p, Aqcoe1G476100.1.p	Dm_00009117-RA
OG0004341	Aqcoe2G232600.1.p, Aqcoe2G232600.4.p, Aqcoe2G232600.2.p, Aqcoe2G232600.3.p, Aqcoe1G098200.1.p	Dm_00014596-RA
OG0004343	Aqcoe2G036700.1.p	Dm_00009074-RA
OG0004344	Aqcoe2G004100.2.p, Aqcoe2G004100.1.p	Dm_00007113-RA
OG0004345	Aqcoe2G407200.1.p	Dm_00008127-RA, Dm_00002985-RA
OG0004346	Aqcoe6G139700.1.p	Dm_00003393-RA
OG0004347	Aqcoe2G225300.1.p	Dm_00010946-RA, Dm_00014771-RA, Dm_00018141-RA, Dm_00014926-RA
OG0004348	Aqcoe2G421100.1.p	Dm_00013128-RA, Dm_00001212-RA
OG0004349	Aqcoe2G296500.1.p, Aqcoe5G086700.1.p	Dm_00009324-RA
OG0004350	Aqcoe2G241300.1.p	Dm_00020402-RA, Dm_00011547-RA, Dm_00016465-RA
OG0004352	Aqcoe2G118900.1.p, Aqcoe2G118900.2.p	Dm_00000811-RA
OG0004354	Aqcoe2G236200.2.p, Aqcoe2G236200.1.p, Aqcoe2G236200.3.p, Aqcoe2G236200.5.p, Aqcoe7G303000.1.p, Aqcoe2G236200.4.p	Dm_00020676-RA
OG0004355	Aqcoe2G438700.3.p, Aqcoe2G438700.1.p, Aqcoe2G438700.2.p	Dm_00002454-RA, Dm_00002392-RA
OG0004356	Aqcoe2G301300.2.p, Aqcoe2G301300.1.p	Dm_00013067-RA
OG0004359	Aqcoe2G000700.1.p, Aqcoe2G000700.2.p	Dm_00010528-RA, Dm_00013202-RA
OG0004361	Aqcoe2G328100.2.p, Aqcoe2G328100.4.p, Aqcoe2G328100.6.p, Aqcoe2G328100.5.p, Aqcoe2G328100.1.p, Aqcoe2G328100.3.p	Dm_00006914-RA
OG0004362	Aqcoe2G069900.1.p, Aqcoe1G075800.1.p, Aqcoe1G075900.1.p, Aqcoe1G075700.1.p	Dm_00020973-RA, Dm_00019292-RA
OG0004363	Aqcoe2G111800.2.p, Aqcoe2G111800.1.p	Dm_00003338-RA
OG0004364	Aqcoe2G029800.2.p, Aqcoe2G029800.1.p	Dm_00001169-RA
OG0004365	Aqcoe2G175900.1.p, Aqcoe7G143000.1.p	Dm_00018909-RA
OG0004366	Aqcoe1G492900.1.p, Aqcoe1G492900.2.p, Aqcoe1G492900.3.p, Aqcoe2G138400.1.p, Aqcoe2G138400.2.p	Dm_00009544-RA
OG0004367	Aqcoe2G115400.1.p	Dm_00013142-RA, Dm_00020072-RA
OG0004368	Aqcoe2G009800.1.p	Dm_00012172-RA, Dm_00016026-RA
OG0004370	Aqcoe2G042900.2.p, Aqcoe2G042900.1.p	Dm_00001282-RA
OG0004371	Aqcoe6G133700.1.p	Dm_00013515-RA
OG0004372	Aqcoe6G069100.1.p, Aqcoe6G069100.2.p	Dm_00012405-RA
OG0004373	Aqcoe5G152600.1.p	Dm_00013031-RA, Dm_00014286-RA
OG0004375	Aqcoe6G217300.1.p	Dm_00016284-RA
OG0004376	Aqcoe7G245000.1.p, Aqcoe6G234500.1.p, Aqcoe6G234500.2.p, Aqcoe7G250500.1.p, Aqcoe7G250500.2.p	Dm_00008306-RA
OG0004377	Aqcoe6G150400.1.p	Dm_00003216-RA
OG0004378	Aqcoe6G303700.1.p	Dm_00003491-RA
OG0004379	Aqcoe6G065500.1.p	Dm_00002491-RA
OG0004381	Aqcoe6G119900.1.p	Dm_00004878-RA
OG0004382	Aqcoe6G005600.1.p	Dm_00001912-RA
OG0004383	Aqcoe6G298600.1.p, Aqcoe6G256900.1.p	Dm_00010454-RA
OG0004384	Aqcoe6G136800.3.p	Dm_00014237-RA, Dm_00005316-RA
OG0004386	Aqcoe7G154300.1.p, Aqcoe6G329200.1.p	Dm_00007489-RA
OG0004387	Aqcoe6G069600.8.p, Aqcoe6G069600.6.p, Aqcoe6G069600.2.p, Aqcoe6G069600.9.p, Aqcoe6G069600.3.p, Aqcoe6G069600.1.p, Aqcoe6G069600.7.p, Aqcoe6G069600.5.p, Aqcoe6G069600.4.p, Aqcoe6G069600.10.p	Dm_00016553-RA
OG0004389	Aqcoe6G172500.2.p, Aqcoe6G172500.1.p	Dm_00002266-RA, Dm_00009805-RA
OG0004390	Aqcoe6G043500.2.p, Aqcoe6G043500.1.p	Dm_00009004-RA
OG0004391	Aqcoe6G144800.2.p, Aqcoe6G144800.3.p, Aqcoe6G144800.1.p	Dm_00010806-RA
OG0004392	Aqcoe6G245400.1.p	Dm_00006185-RA
OG0004394	Aqcoe6G094200.1.p	Dm_00008708-RA
OG0004395	Aqcoe6G061300.1.p	Dm_00018439-RA
OG0004397	Aqcoe6G057700.1.p	Dm_00017916-RA, Dm_00017915-RA, Dm_00017913-RA
OG0004398	Aqcoe6G098700.1.p	Dm_00002756-RA
OG0004399	Aqcoe6G022800.1.p	Dm_00001870-RA
OG0004400	Aqcoe5G171900.1.p	Dm_00002754-RA, Dm_00001074-RA
OG0004401	Aqcoe6G324300.1.p	Dm_00012042-RA, Dm_00012041-RA
