Orthogroup	A_coerulea.proteins	A_vesiculosa.proteins
OG0005020	Aqcoe2G081600.1.p, Aqcoe2G081600.2.p	Av_00019263-RA
OG0005023	Aqcoe2G068400.1.p	Av_00015292-RA
OG0005024	Aqcoe2G204700.1.p, Aqcoe2G433300.3.p, Aqcoe2G433300.2.p, Aqcoe2G433300.1.p	Av_00012841-RA
OG0005025	Aqcoe2G437700.1.p	Av_00020858-RA, Av_00001571-RA
OG0005026	Aqcoe2G008200.1.p	Av_00018641-RA
OG0005027	Aqcoe1G473100.1.p, Aqcoe2G177300.3.p, Aqcoe2G177300.1.p	Av_00014329-RA, Av_00001129-RA
OG0005030	Aqcoe2G408300.1.p, Aqcoe2G408300.2.p	Av_00016516-RA, Av_00006581-RA
OG0005031	Aqcoe2G423900.3.p, Aqcoe2G423900.1.p, Aqcoe2G423900.2.p	Av_00002803-RA
OG0005034	Aqcoe2G086800.2.p, Aqcoe2G086800.3.p, Aqcoe2G086800.4.p, Aqcoe2G086800.1.p	Av_00013374-RA
OG0005035	Aqcoe2G024700.2.p, Aqcoe2G024700.1.p	Av_00001205-RA
OG0005036	Aqcoe2G033300.2.p, Aqcoe2G033300.1.p, Aqcoe2G033300.3.p, Aqcoe2G033300.4.p	Av_00020508-RA, Av_00013151-RA, Av_00020447-RA
OG0005037	Aqcoe2G017200.1.p	Av_00009092-RA
OG0005038	Aqcoe2G403400.1.p, Aqcoe1G099400.1.p	Av_00021279-RA
OG0005039	Aqcoe2G095900.1.p	Av_00016403-RA, Av_00013428-RA
OG0005040	Aqcoe2G071700.1.p, Aqcoe2G071000.1.p	Av_00022037-RA
OG0005041	Aqcoe2G384000.3.p, Aqcoe2G384000.1.p, Aqcoe2G384000.2.p	Av_00009618-RA, Av_00002205-RA
OG0005042	Aqcoe2G012000.1.p, Aqcoe2G012000.2.p, Aqcoe2G012000.3.p, Aqcoe5G117500.1.p	Av_00008147-RA, Av_00014916-RA
OG0005043	Aqcoe2G021700.1.p, Aqcoe1G061200.1.p	Av_00012081-RA
OG0005044	Aqcoe2G359500.1.p, Aqcoe2G359500.2.p, Aqcoe2G364800.1.p, Aqcoe2G364800.2.p	Av_00019225-RA, Av_00000600-RA
OG0005045	Aqcoe2G126100.1.p	Av_00020956-RA, Av_00022510-RA, Av_00005056-RA
OG0005046	Aqcoe2G231000.1.p	Av_00017286-RA, Av_00017285-RA
OG0005047	Aqcoe2G275100.1.p	Av_00021044-RA
OG0005049	Aqcoe2G350000.1.p	Av_00023228-RA, Av_00001432-RA
OG0005050	Aqcoe2G434900.1.p	Av_00002153-RA, Av_00009584-RA, Av_00020378-RA
OG0005051	Aqcoe2G090100.1.p	Av_00022913-RA
OG0005053	Aqcoe2G282500.1.p	Av_00013511-RA, Av_00001536-RA
OG0005054	Aqcoe5G246500.2.p, Aqcoe5G246500.1.p	Av_00005553-RA
OG0005055	Aqcoe2G296700.1.p	Av_00019645-RA
OG0005056	Aqcoe2G046600.1.p, Aqcoe3G242800.1.p, Aqcoe1G444200.1.p	Av_00013140-RA, Av_00016363-RA
OG0005057	Aqcoe2G200900.1.p, Aqcoe2G194600.1.p, Aqcoe3G240200.1.p, Aqcoe6G264400.1.p, Aqcoe2G189300.1.p	Av_00024338-RA, Av_00024950-RA, Av_00023680-RA, Av_00019312-RA, Av_00017207-RA
OG0005058	Aqcoe2G223200.1.p, Aqcoe2G223300.1.p, Aqcoe3G123400.1.p	Av_00019759-RA, Av_00022111-RA
OG0005059	Aqcoe7G053900.2.p, Aqcoe7G053900.1.p	Av_00010394-RA, Av_00005460-RA, Av_00024799-RA
OG0005061	Aqcoe2G066500.1.p	Av_00024548-RA
OG0005062	Aqcoe2G165700.1.p, Aqcoe2G165700.3.p, Aqcoe2G165700.2.p	Av_00011730-RA, Av_00021353-RA, Av_00018396-RA
OG0005064	Aqcoe2G404700.1.p, Aqcoe2G404500.1.p	Av_00009575-RA, Av_00022637-RA
OG0005065	Aqcoe1G110400.1.p, Aqcoe2G238200.1.p	Av_00008385-RA, Av_00011540-RA, Av_00000128-RA
OG0005067	Aqcoe2G402500.1.p	Av_00000736-RA, Av_00003480-RA, Av_00020304-RA, Av_00022180-RA
OG0005068	Aqcoe2G043400.1.p	Av_00006989-RA, Av_00001219-RA, Av_00014898-RA, Av_00008122-RA
OG0005069	Aqcoe1G063400.2.p, Aqcoe1G063400.1.p, Aqcoe2G062200.1.p	Av_00015991-RA, Av_00004185-RA
OG0005070	Aqcoe4G028900.3.p, Aqcoe4G028900.4.p, Aqcoe4G028900.1.p, Aqcoe4G028900.2.p, Aqcoe2G165200.1.p	Av_00009356-RA
OG0005071	Aqcoe2G431400.2.p, Aqcoe2G431400.1.p	Av_00006975-RA, Av_00011829-RA, Av_00016525-RA, Av_00006567-RA
OG0005072	Aqcoe2G120900.1.p, Aqcoe2G120900.3.p, Aqcoe2G120900.2.p	Av_00010283-RA
OG0005073	Aqcoe1G470200.1.p	Av_00006132-RA
OG0005074	Aqcoe2G436800.1.p, Aqcoe2G436800.2.p	Av_00012881-RA
OG0005076	Aqcoe2G013800.1.p	Av_00009086-RA, Av_00015576-RA
OG0005077	Aqcoe2G116500.1.p	Av_00021202-RA, Av_00024420-RA, Av_00002948-RA, Av_00013265-RA
OG0005078	Aqcoe2G378500.2.p, Aqcoe2G378500.1.p	Av_00000748-RA
OG0005079	Aqcoe2G199300.1.p	Av_00022889-RA, Av_00003216-RA
OG0005080	Aqcoe2G291900.1.p	Av_00001501-RA
OG0005082	Aqcoe2G080700.1.p, Aqcoe2G080700.2.p, Aqcoe2G080700.3.p	Av_00002961-RA
OG0005084	Aqcoe6G221400.1.p, Aqcoe6G221400.2.p, Aqcoe6G221400.3.p	Av_00004395-RA, Av_00008239-RA
OG0005085	Aqcoe6G240900.1.p, Aqcoe6G205600.1.p	Av_00024381-RA
OG0005086	Aqcoe6G273400.1.p	Av_00015308-RA, Av_00000452-RA
OG0005089	Aqcoe6G265600.1.p	Av_00015193-RA
OG0005090	Aqcoe6G024100.1.p	Av_00022155-RA
OG0005091	Aqcoe6G050200.1.p, Aqcoe6G050200.2.p	Av_00001901-RA
OG0005092	Aqcoe6G109100.1.p	Av_00004448-RA, Av_00012264-RA
OG0005093	Aqcoe6G142300.5.p, Aqcoe6G142300.1.p, Aqcoe6G142300.3.p, Aqcoe6G142300.2.p, Aqcoe6G142300.4.p	Av_00007722-RA
OG0005094	Aqcoe6G024900.2.p, Aqcoe6G024900.1.p	Av_00024001-RA
OG0005095	Aqcoe1G245700.2.p, Aqcoe6G169900.3.p, Aqcoe6G169900.2.p, Aqcoe6G169900.1.p, Aqcoe1G245700.1.p	Av_00006187-RA
OG0005096	Aqcoe6G135600.5.p, Aqcoe6G135600.4.p, Aqcoe6G135600.3.p, Aqcoe6G135600.1.p, Aqcoe6G135600.2.p	Av_00009765-RA
OG0005097	Aqcoe6G048500.1.p	Av_00000431-RA, Av_00015331-RA
OG0005098	Aqcoe6G157600.2.p, Aqcoe6G157600.1.p	Av_00001154-RA
OG0005099	Aqcoe1G208100.1.p, Aqcoe6G163900.1.p, Aqcoe6G163900.2.p	Av_00014185-RA, Av_00010646-RA, Av_00021934-RA
OG0005100	Aqcoe6G254700.1.p, Aqcoe5G179900.1.p, Aqcoe5G179800.1.p	Av_00021577-RA
OG0005102	Aqcoe6G235500.3.p, Aqcoe6G235500.4.p, Aqcoe6G235500.6.p, Aqcoe6G235500.2.p, Aqcoe6G235500.5.p, Aqcoe6G235500.1.p	Av_00012114-RA
OG0005103	Aqcoe6G007200.2.p, Aqcoe6G007200.1.p	Av_00016137-RA, Av_00016073-RA, Av_00016749-RA
OG0005104	Aqcoe6G033300.1.p	Av_00001490-RA
OG0005105	Aqcoe4G225500.1.p, Aqcoe6G295100.1.p, Aqcoe6G295300.1.p, Aqcoe6G295500.1.p	Av_00009984-RA
OG0005107	Aqcoe6G186900.1.p, Aqcoe6G186900.2.p	Av_00007412-RA
OG0005108	Aqcoe5G200400.1.p	Av_00011142-RA, Av_00009927-RA
OG0005109	Aqcoe6G092900.2.p, Aqcoe6G092900.1.p, Aqcoe6G092900.3.p	Av_00011841-RA
OG0005110	Aqcoe6G012100.1.p	Av_00016457-RA, Av_00007802-RA
OG0005111	Aqcoe5G190300.1.p	Av_00000463-RA, Av_00021587-RA
OG0005112	Aqcoe6G325400.1.p	Av_00024136-RA
OG0005114	Aqcoe6G213100.3.p, Aqcoe6G213100.5.p, Aqcoe6G213100.6.p, Aqcoe6G213100.1.p, Aqcoe6G213100.2.p, Aqcoe6G213100.4.p	Av_00011081-RA
OG0005115	Aqcoe6G327400.3.p, Aqcoe6G327400.1.p, Aqcoe6G327400.2.p, Aqcoe6G327400.4.p, Aqcoe0705s0001.1.p, Aqcoe3G135700.1.p	Av_00006354-RA
OG0005116	Aqcoe6G069900.1.p, Aqcoe6G069900.2.p	Av_00006279-RA
OG0005118	Aqcoe6G221900.1.p	Av_00018307-RA, Av_00015971-RA
OG0005119	Aqcoe6G015600.2.p, Aqcoe6G015600.1.p	Av_00008568-RA, Av_00014609-RA
OG0005120	Aqcoe6G296500.1.p	Av_00002612-RA, Av_00005396-RA
OG0005121	Aqcoe5G304200.1.p	Av_00014611-RA, Av_00008573-RA
OG0005122	Aqcoe6G168500.1.p, Aqcoe6G168500.2.p, Aqcoe7G273200.3.p, Aqcoe6G168500.4.p, Aqcoe6G168500.3.p, Aqcoe7G273200.1.p, Aqcoe7G273200.2.p	Av_00007834-RA, Av_00000218-RA
OG0005123	Aqcoe5G264000.6.p, Aqcoe5G264000.5.p, Aqcoe5G264000.2.p, Aqcoe5G264000.1.p, Aqcoe5G264000.4.p, Aqcoe5G264000.3.p, Aqcoe1G305800.1.p, Aqcoe6G029100.1.p	Av_00000648-RA
OG0005125	Aqcoe6G062000.1.p	Av_00005029-RA, Av_00003843-RA
OG0005127	Aqcoe6G063600.2.p, Aqcoe6G063600.1.p	Av_00018755-RA
OG0005128	Aqcoe5G176700.1.p, Aqcoe5G176700.2.p, Aqcoe6G244300.1.p	Av_00008338-RA, Av_00008243-RA, Av_00017966-RA
OG0005129	Aqcoe7G117500.2.p, Aqcoe7G117500.1.p, Aqcoe6G062900.1.p, Aqcoe7G117300.1.p, Aqcoe7G117300.2.p	Av_00020053-RA
OG0005130	Aqcoe3G188000.2.p, Aqcoe3G188000.3.p, Aqcoe3G188000.1.p, Aqcoe6G030500.1.p	Av_00015642-RA, Av_00011978-RA
OG0005131	Aqcoe6G129900.1.p	Av_00007214-RA, Av_00004559-RA, Av_00011346-RA
OG0005132	Aqcoe5G204000.1.p	Av_00012290-RA
OG0005133	Aqcoe5G206400.1.p, Aqcoe5G206700.1.p, Aqcoe5G199000.1.p, Aqcoe5G199100.1.p, Aqcoe6G086100.1.p, Aqcoe5G199300.1.p, Aqcoe5G206600.1.p, Aqcoe6G110800.1.p	Av_00013404-RA
OG0005134	Aqcoe6G156500.1.p	Av_00018749-RA, Av_00008835-RA
OG0005135	Aqcoe5G162500.1.p, Aqcoe6G156100.1.p	Av_00000381-RA, Av_00015385-RA
OG0005136	Aqcoe6G001200.2.p, Aqcoe6G001200.1.p	Av_00009569-RA, Av_00009734-RA
OG0005137	Aqcoe6G093900.1.p	Av_00008838-RA, Av_00018747-RA
OG0005138	Aqcoe6G056500.4.p, Aqcoe6G056500.5.p, Aqcoe6G056500.6.p, Aqcoe6G056500.2.p, Aqcoe6G056500.1.p, Aqcoe6G056500.3.p	Av_00007094-RA, Av_00003589-RA
OG0005139	Aqcoe0680s0001.2.p, Aqcoe0680s0001.1.p, Aqcoe7G329300.1.p	Av_00009823-RA
OG0005140	Aqcoe4G073100.1.p, Aqcoe4G073100.2.p	Av_00002362-RA, Av_00017214-RA
OG0005141	Aqcoe4G046200.1.p, Aqcoe3G354700.1.p	Av_00018627-RA
OG0005143	Aqcoe4G290000.1.p, Aqcoe4G291700.1.p, Aqcoe4G291700.2.p, Aqcoe4G291700.3.p	Av_00022183-RA, Av_00000734-RA, Av_00005984-RA
OG0005145	Aqcoe4G053200.1.p, Aqcoe4G053200.2.p, Aqcoe4G053900.1.p, Aqcoe4G054400.1.p, Aqcoe4G053300.2.p, Aqcoe4G053300.4.p, Aqcoe4G053300.1.p, Aqcoe4G053300.3.p	Av_00012453-RA
OG0005146	Aqcoe4G310600.1.p	Av_00003715-RA, Av_00007455-RA
OG0005147	Aqcoe4G197700.1.p	Av_00019726-RA, Av_00003078-RA, Av_00007888-RA, Av_00024637-RA
OG0005148	Aqcoe7G375300.3.p, Aqcoe7G375300.2.p, Aqcoe7G375300.1.p, Aqcoe4G168600.1.p, Aqcoe3G270200.1.p	Av_00007374-RA
OG0005149	Aqcoe3G439400.3.p, Aqcoe3G439400.4.p, Aqcoe3G439400.1.p, Aqcoe3G439400.2.p, Aqcoe4G200500.1.p	Av_00018280-RA, Av_00004697-RA
OG0005152	Aqcoe4G001300.1.p, Aqcoe7G441500.1.p, Aqcoe1G232300.2.p, Aqcoe1G232300.1.p, Aqcoe1G232300.3.p, Aqcoe1G232300.4.p	Av_00009796-RA, Av_00008753-RA
OG0005153	Aqcoe4G259900.1.p	Av_00022925-RA
OG0005154	Aqcoe4G311900.1.p	Av_00005994-RA
OG0005155	Aqcoe1G319300.4.p, Aqcoe1G319300.1.p, Aqcoe1G319300.2.p, Aqcoe1G319300.3.p, Aqcoe4G265700.2.p, Aqcoe4G265700.1.p	Av_00007871-RA
OG0005156	Aqcoe5G250300.1.p, Aqcoe5G250200.1.p, Aqcoe4G082000.1.p	Av_00013553-RA
OG0005157	Aqcoe4G111900.1.p, Aqcoe7G403000.2.p, Aqcoe7G403000.1.p	Av_00018239-RA
OG0005158	Aqcoe4G209600.2.p, Aqcoe4G209600.1.p, Aqcoe4G209600.3.p, Aqcoe4G209600.4.p	Av_00002488-RA, Av_00015744-RA, Av_00018084-RA
OG0005159	Aqcoe4G183900.1.p, Aqcoe4G183900.3.p, Aqcoe4G183900.2.p, Aqcoe3G065000.1.p	Av_00002736-RA
OG0005160	Aqcoe7G338700.1.p	Av_00021649-RA, Av_00010935-RA
OG0005161	Aqcoe7G193800.1.p	Av_00010078-RA, Av_00014319-RA
OG0005162	Aqcoe7G320900.1.p, Aqcoe7G035000.1.p, Aqcoe7G035000.2.p	Av_00017851-RA
OG0005163	Aqcoe7G054300.1.p	Av_00010906-RA, Av_00014682-RA
OG0005164	Aqcoe7G170900.1.p	Av_00022304-RA, Av_00018135-RA
OG0005165	Aqcoe7G010500.4.p, Aqcoe7G010500.3.p, Aqcoe7G010500.1.p, Aqcoe7G010500.2.p	Av_00006079-RA
OG0005166	Aqcoe7G024000.1.p	Av_00014655-RA, Av_00008620-RA, Av_00011425-RA
OG0005167	Aqcoe7G084100.2.p, Aqcoe7G084100.1.p, Aqcoe7G084200.1.p	Av_00010352-RA, Av_00014525-RA
OG0005169	Aqcoe7G088400.1.p	Av_00018267-RA, Av_00004677-RA, Av_00018266-RA, Av_00004676-RA
OG0005170	Aqcoe7G043400.1.p	Av_00011448-RA, Av_00000051-RA
OG0005171	Aqcoe7G267300.1.p	Av_00009046-RA, Av_00021636-RA, Av_00004899-RA, Av_00012141-RA
OG0005172	Aqcoe7G039200.2.p	Av_00008636-RA
OG0005172	Aqcoe7G039200.1.p	Av_00014669-RA
OG0005173	Aqcoe1G273400.4.p, Aqcoe1G273400.6.p, Aqcoe1G273400.5.p, Aqcoe5G414400.1.p, Aqcoe7G244700.1.p, Aqcoe1G273400.2.p, Aqcoe1G273400.1.p, Aqcoe1G273400.3.p	Av_00008718-RA
OG0005175	Aqcoe7G385900.1.p, Aqcoe7G264300.1.p	Av_00004905-RA, Av_00004020-RA
OG0005176	Aqcoe7G339000.1.p	Av_00004493-RA, Av_00012319-RA, Av_00001005-RA, Av_00018201-RA
OG0005177	Aqcoe7G368200.1.p	Av_00023739-RA, Av_00023740-RA
OG0005178	Aqcoe7G053700.4.p, Aqcoe7G053700.1.p, Aqcoe7G053700.2.p, Aqcoe7G053700.3.p	Av_00010905-RA, Av_00010904-RA, Av_00011451-RA
OG0005179	Aqcoe7G011800.1.p	Av_00015260-RA, Av_00010938-RA
OG0005180	Aqcoe7G034200.1.p, Aqcoe7G034100.1.p, Aqcoe7G034200.2.p, Aqcoe7G034200.3.p, Aqcoe7G034300.2.p, Aqcoe7G034300.1.p	Av_00000044-RA
OG0005182	Aqcoe7G432800.1.p	Av_00003107-RA
OG0005183	Aqcoe7G165900.3.p, Aqcoe7G165900.1.p, Aqcoe7G165900.2.p	Av_00023908-RA
OG0005184	Aqcoe7G045700.1.p	Av_00014567-RA, Av_00010409-RA
OG0005185	Aqcoe7G159900.1.p	Av_00021117-RA
OG0005186	Aqcoe7G283600.1.p, Aqcoe7G283600.2.p	Av_00008337-RA, Av_00017964-RA
OG0005187	Aqcoe7G096400.1.p	Av_00017614-RA
OG0005188	Aqcoe7G278800.1.p	Av_00003786-RA, Av_00007396-RA, Av_00005864-RA
OG0005189	Aqcoe7G135900.1.p	Av_00006779-RA
OG0005190	Aqcoe7G104100.1.p, Aqcoe5G358200.1.p, Aqcoe3G096200.2.p, Aqcoe3G096200.1.p	Av_00011608-RA, Av_00024594-RA
OG0005192	Aqcoe7G117600.1.p	Av_00004103-RA, Av_00016814-RA, Av_00022339-RA
OG0005193	Aqcoe7G052800.1.p	Av_00018562-RA, Av_00023353-RA, Av_00014558-RA, Av_00010396-RA
OG0005194	Aqcoe7G099900.1.p	Av_00021613-RA, Av_00009017-RA
OG0005195	Aqcoe7G299900.1.p	Av_00022322-RA
OG0005196	Aqcoe7G194300.1.p	Av_00004148-RA, Av_00015436-RA
OG0005197	Aqcoe7G435300.1.p	Av_00006648-RA
OG0005198	Aqcoe7G070000.1.p	Av_00017608-RA
OG0005200	Aqcoe7G380500.1.p	Av_00005835-RA
OG0005201	Aqcoe7G217300.1.p, Aqcoe7G217300.2.p	Av_00022072-RA, Av_00014133-RA
OG0005202	Aqcoe7G235200.1.p, Aqcoe3G071800.1.p, Aqcoe7G412100.1.p	Av_00019361-RA
OG0005203	Aqcoe7G022800.1.p, Aqcoe7G022800.2.p	Av_00001646-RA
OG0005204	Aqcoe7G383800.1.p	Av_00010722-RA, Av_00018931-RA, Av_00006826-RA, Av_00007958-RA
OG0005205	Aqcoe7G051200.1.p, Aqcoe7G051200.2.p	Av_00015229-RA, Av_00010899-RA, Av_00013900-RA
OG0005206	Aqcoe7G391200.3.p, Aqcoe7G391200.2.p, Aqcoe7G391200.1.p	Av_00004156-RA, Av_00015423-RA
OG0005207	Aqcoe7G038500.1.p	Av_00014668-RA, Av_00008634-RA
OG0005208	Aqcoe7G182800.3.p, Aqcoe7G182800.1.p, Aqcoe7G182800.2.p	Av_00010413-RA
OG0005209	Aqcoe7G285200.1.p	Av_00018335-RA, Av_00022676-RA
OG0005210	Aqcoe7G350700.1.p, Aqcoe7G350700.2.p	Av_00017122-RA
OG0005211	Aqcoe7G362300.2.p, Aqcoe7G362200.1.p, Aqcoe7G362300.1.p	Av_00019791-RA, Av_00012164-RA, Av_00005828-RA
OG0005212	Aqcoe7G039500.2.p, Aqcoe7G039500.1.p	Av_00012926-RA
OG0005213	Aqcoe7G427700.1.p, Aqcoe7G427700.3.p, Aqcoe7G427700.2.p, Aqcoe7G427700.4.p	Av_00020005-RA, Av_00020004-RA
OG0005214	Aqcoe5G283400.1.p, Aqcoe7G338300.1.p	Av_00018203-RA, Av_00001007-RA
OG0005215	Aqcoe7G282800.1.p	Av_00004922-RA
OG0005216	Aqcoe7G430000.1.p	Av_00004098-RA, Av_00021919-RA
OG0005217	Aqcoe7G040000.4.p, Aqcoe7G040000.2.p, Aqcoe7G040000.3.p, Aqcoe7G040000.1.p	Av_00023359-RA
OG0005218	Aqcoe7G130300.2.p, Aqcoe7G130300.1.p	Av_00018965-RA
OG0005219	Aqcoe7G295600.2.p, Aqcoe7G295600.1.p	Av_00004172-RA, Av_00015405-RA
OG0005219	Aqcoe7G362400.1.p	Av_00022259-RA, Av_00012165-RA, Av_00005827-RA
OG0005220	Aqcoe7G125000.1.p	Av_00018103-RA, Av_00008032-RA
OG0005222	Aqcoe7G170400.1.p	Av_00014328-RA, Av_00010071-RA
OG0005223	Aqcoe1G006300.2.p, Aqcoe1G006300.1.p	Av_00020584-RA
OG0005224	Aqcoe1G143400.2.p, Aqcoe1G143400.1.p	Av_00012551-RA, Av_00012552-RA, Av_00002866-RA
OG0005225	Aqcoe1G490400.1.p, Aqcoe1G490500.1.p, Aqcoe1G490300.1.p	Av_00018516-RA
OG0005226	Aqcoe1G026800.1.p	Av_00014915-RA
OG0005227	Aqcoe1G085500.1.p	Av_00015546-RA, Av_00021416-RA
OG0005228	Aqcoe1G253100.1.p, Aqcoe1G253100.2.p	Av_00019716-RA
OG0005231	Aqcoe1G082000.1.p	Av_00017170-RA, Av_00007327-RA, Av_00013275-RA
OG0005232	Aqcoe3G422800.1.p, Aqcoe3G422800.2.p	Av_00010630-RA
OG0005233	Aqcoe1G107500.1.p, Aqcoe1G107500.2.p	Av_00004996-RA
OG0005234	Aqcoe1G243100.1.p, Aqcoe1G243100.3.p, Aqcoe1G243100.4.p, Aqcoe1G243100.2.p	Av_00002357-RA
OG0005235	Aqcoe1G432300.1.p, Aqcoe1G432300.2.p	Av_00001891-RA, Av_00000413-RA, Av_00015351-RA
OG0005237	Aqcoe3G133800.1.p, Aqcoe3G133800.2.p, Aqcoe1G151300.1.p	Av_00024755-RA
OG0005238	Aqcoe1G310800.1.p, Aqcoe5G034000.1.p	Av_00006697-RA, Av_00016758-RA, Av_00020341-RA
OG0005239	Aqcoe1G484300.1.p	Av_00012040-RA, Av_00012039-RA
OG0005240	Aqcoe1G069600.1.p	Av_00014068-RA, Av_00024030-RA, Av_00017550-RA
OG0005241	Aqcoe1G365200.1.p, Aqcoe1G365200.2.p	Av_00017738-RA
OG0005242	Aqcoe1G032500.1.p	Av_00012676-RA, Av_00014480-RA
OG0005243	Aqcoe1G346800.2.p, Aqcoe1G346800.6.p, Aqcoe1G346800.3.p, Aqcoe1G346800.5.p, Aqcoe1G346800.7.p, Aqcoe1G346800.4.p, Aqcoe1G346800.1.p, Aqcoe5G248600.1.p	Av_00015750-RA, Av_00002475-RA
OG0005244	Aqcoe1G428600.1.p	Av_00025110-RA
OG0005245	Aqcoe1G051000.1.p	Av_00006503-RA, Av_00011887-RA, Av_00013690-RA
OG0005246	Aqcoe1G260100.1.p	Av_00017437-RA
OG0005247	Aqcoe1G472200.2.p, Aqcoe1G472200.1.p, Aqcoe1G472200.3.p	Av_00019691-RA
OG0005248	Aqcoe1G434900.1.p	Av_00016205-RA
OG0005249	Aqcoe1G188700.1.p	Av_00012450-RA, Av_00009341-RA
OG0005250	Aqcoe1G162700.2.p, Aqcoe1G162700.1.p	Av_00016380-RA, Av_00015894-RA
OG0005251	Aqcoe1G402000.1.p, Aqcoe1G402000.2.p	Av_00008420-RA
OG0005252	Aqcoe1G133000.2.p, Aqcoe1G133000.1.p	Av_00023053-RA
OG0005253	Aqcoe1G019300.5.p, Aqcoe1G019300.4.p, Aqcoe1G019300.2.p, Aqcoe1G019300.3.p, Aqcoe1G019300.1.p, Aqcoe3G021600.1.p	Av_00010943-RA
OG0005254	Aqcoe1G008100.2.p, Aqcoe1G008100.1.p	Av_00003510-RA, Av_00014726-RA, Av_00000701-RA
OG0005255	Aqcoe1G406000.2.p, Aqcoe1G406000.1.p, Aqcoe5G453800.1.p, Aqcoe5G453800.2.p, Aqcoe3G293400.1.p, Aqcoe5G435300.1.p	Av_00007810-RA
OG0005256	Aqcoe1G382500.1.p, Aqcoe1G382500.3.p, Aqcoe1G382500.2.p	Av_00011194-RA, Av_00011195-RA
OG0005257	Aqcoe1G280100.3.p, Aqcoe1G280100.2.p, Aqcoe1G280100.1.p	Av_00000173-RA
OG0005258	Aqcoe1G028300.1.p	Av_00014481-RA, Av_00012677-RA
OG0005259	Aqcoe1G219100.1.p, Aqcoe1G218000.1.p	Av_00012057-RA
OG0005260	Aqcoe1G222600.1.p, Aqcoe1G222600.2.p	Av_00021847-RA
OG0005261	Aqcoe1G032900.4.p, Aqcoe1G032900.3.p, Aqcoe1G032900.2.p, Aqcoe1G032900.1.p	Av_00008368-RA, Av_00008366-RA
OG0005262	Aqcoe1G408200.2.p, Aqcoe1G408200.3.p, Aqcoe1G408200.1.p, Aqcoe5G001900.1.p	Av_00003405-RA, Av_00004825-RA
OG0005263	Aqcoe1G453000.2.p, Aqcoe1G453000.1.p	Av_00001174-RA, Av_00014371-RA
OG0005264	Aqcoe1G345800.5.p, Aqcoe1G345800.4.p, Aqcoe1G345800.6.p, Aqcoe1G345800.3.p, Aqcoe1G345800.1.p, Aqcoe1G345800.2.p	Av_00007466-RA
OG0005265	Aqcoe1G018500.1.p	Av_00022345-RA, Av_00022344-RA
OG0005267	Aqcoe1G006800.1.p	Av_00022209-RA, Av_00023566-RA, Av_00006728-RA
OG0005268	Aqcoe1G004800.1.p, Aqcoe1G004800.2.p	Av_00022206-RA, Av_00023536-RA
OG0005269	Aqcoe1G157600.1.p	Av_00023961-RA, Av_00019364-RA, Av_00005156-RA, Av_00018366-RA
OG0005270	Aqcoe1G158600.2.p, Aqcoe1G158600.1.p	Av_00018368-RA, Av_00018369-RA
OG0005271	Aqcoe1G002000.1.p	Av_00001359-RA
OG0005272	Aqcoe1G291100.1.p	Av_00022507-RA, Av_00002916-RA, Av_00022579-RA
OG0005273	Aqcoe1G500500.2.p, Aqcoe1G500500.1.p	Av_00010313-RA
OG0005274	Aqcoe3G366800.3.p, Aqcoe3G366800.1.p, Aqcoe3G366800.2.p, Aqcoe1G280200.1.p	Av_00006386-RA
OG0005275	Aqcoe3G348200.1.p, Aqcoe1G406100.1.p, Aqcoe3G348200.2.p	Av_00022315-RA
OG0005276	Aqcoe1G013600.1.p	Av_00017153-RA, Av_00014445-RA
OG0005277	Aqcoe1G370300.1.p, Aqcoe1G370300.2.p	Av_00021933-RA
OG0005278	Aqcoe1G362100.2.p, Aqcoe3G285600.1.p, Aqcoe1G362100.1.p	Av_00021791-RA
OG0005280	Aqcoe5G469400.1.p	Av_00004107-RA, Av_00020778-RA
OG0005281	Aqcoe5G424500.1.p	Av_00024492-RA
OG0005282	Aqcoe3G141400.1.p, Aqcoe5G396800.1.p	Av_00019392-RA, Av_00005348-RA
OG0005283	Aqcoe5G345700.1.p	Av_00020418-RA, Av_00011596-RA
OG0005285	Aqcoe5G210600.2.p, Aqcoe5G210600.1.p	Av_00018292-RA, Av_00007277-RA
OG0005286	Aqcoe5G182300.1.p	Av_00009639-RA, Av_00002224-RA
OG0005287	Aqcoe5G404700.1.p	Av_00005043-RA, Av_00003828-RA, Av_00005665-RA, Av_00017245-RA
OG0005288	Aqcoe5G031900.1.p	Av_00001417-RA
OG0005289	Aqcoe5G438800.1.p	Av_00003244-RA, Av_00013937-RA
OG0005290	Aqcoe5G360300.2.p, Aqcoe5G360300.3.p, Aqcoe5G360300.1.p	Av_00010830-RA
OG0005291	Aqcoe5G471300.1.p	Av_00022264-RA, Av_00000015-RA
OG0005292	Aqcoe5G467900.1.p, Aqcoe5G467900.3.p, Aqcoe5G467900.2.p	Av_00008596-RA
OG0005293	Aqcoe5G459400.2.p, Aqcoe5G459400.3.p, Aqcoe5G459400.1.p	Av_00009447-RA
OG0005294	Aqcoe5G007000.3.p, Aqcoe5G007000.1.p, Aqcoe5G007000.2.p	Av_00012877-RA
OG0005295	Aqcoe5G456100.1.p	Av_00003661-RA
OG0005296	Aqcoe5G164400.1.p	Av_00000139-RA
