Orthogroup	B_vulgaris.proteins	G_max.proteins
OG0003594	Bevul.1G100900.1.p	GmISU01.06G094300.5.p, GmISU01.06G094300.1.p, GmISU01.06G094300.7.p, GmISU01.06G094300.2.p, GmISU01.06G094300.6.p, GmISU01.04G091900.1.p, GmISU01.13G062200.1.p, GmISU01.13G062200.2.p, GmISU01.14G143900.1.p, GmISU01.14G143900.2.p
OG0003595	Bevul.7G130400.1.p, Bevul.9G119200.3.p, Bevul.9G119200.5.p, Bevul.9G119200.1.p, Bevul.9G119200.6.p, Bevul.9G119200.2.p, Bevul.9G119200.4.p	GmISU01.16G186700.3.p, GmISU01.16G186700.2.p, GmISU01.16G186700.1.p
OG0003596	Bevul.6G075900.1.p	GmISU01.04G180700.5.p, GmISU01.04G180700.4.p, GmISU01.04G180700.1.p, GmISU01.04G180700.3.p, GmISU01.04G180700.2.p, GmISU01.06G131000.7.p, GmISU01.06G131000.4.p, GmISU01.06G131000.10.p, GmISU01.06G131000.3.p, GmISU01.06G131000.1.p, GmISU01.06G131000.5.p, GmISU01.06G131000.9.p, GmISU01.06G131000.8.p, GmISU01.06G131000.6.p, GmISU01.06G131000.2.p
OG0003597	Bevul.1G008900.1.p, Bevul.9G223800.1.p, Bevul.9G223800.2.p	GmISU01.14G084400.1.p, GmISU01.17G203700.1.p, GmISU01.04G043200.1.p, GmISU01.06G042500.1.p
OG0003598	Bevul.3G023600.1.p	GmISU01.04G184700.3.p, GmISU01.04G184700.1.p, GmISU01.04G185200.3.p, GmISU01.06G127000.1.p, GmISU01.06G126700.1.p, GmISU01.06G126900.1.p
OG0003599	Bevul.6G012200.1.p	GmISU01.17G148100.1.p
OG0003600	Bevul.4G186700.1.p	GmISU01.09G156800.2.p, GmISU01.09G156800.1.p, GmISU01.16G094300.1.p
OG0003601	Bevul.1G100400.1.p	GmISU01.06G094700.1.p, GmISU01.04G092200.1.p
OG0003601	Bevul.6G068900.1.p	GmISU01.08G125900.1.p
OG0003602	Bevul.6G033800.1.p	GmISU01.01G128100.1.p, GmISU01.11G071100.2.p, GmISU01.02G043300.1.p, GmISU01.16G103300.1.p
OG0003603	Bevul.6G018000.1.p	GmISU01.01G156900.1.p, GmISU01.11G040800.1.p, GmISU01.17G144600.1.p
OG0003604	Bevul.1G185900.1.p	GmISU01.15G204700.2.p, GmISU01.06G222900.1.p, GmISU01.01G182000.1.p, GmISU01.11G017800.1.p, GmISU01.05G181600.2.p, GmISU01.05G181600.3.p
OG0003605	Bevul.9G066200.1.p	GmISU01.09G020600.1.p, GmISU01.15G118400.1.p
OG0003606	Bevul.8G019700.1.p	GmISU01.13G145600.1.p, GmISU01.13G201200.1.p, GmISU01.15G073400.1.p
OG0003607	Bevul.4G227600.1.p	GmISU01.09G002300.2.p, GmISU01.09G002300.1.p, GmISU01.09G002300.4.p, GmISU01.09G002300.5.p
OG0003608	Bevul.8G004400.1.p	GmISU01.05G132100.3.p, GmISU01.05G132100.4.p, GmISU01.05G132100.2.p, GmISU01.05G132100.1.p, GmISU01.08G106500.1.p, GmISU01.08G106500.3.p, GmISU01.08G106500.2.p
OG0003609	Bevul.8G171700.1.p	GmISU01.13G132400.2.p, GmISU01.13G132400.3.p, GmISU01.13G132400.1.p
OG0003610	Bevul.8G005600.1.p	GmISU01.15G078300.1.p, GmISU01.12G109800.1.p, GmISU01.06G232500.1.p, GmISU01.12G177300.1.p, GmISU01.13G252700.3.p, GmISU01.13G252700.1.p, GmISU01.13G252700.2.p
OG0003611	Bevul.8G049800.1.p	GmISU01.09G005900.1.p, GmISU01.15G102700.1.p, GmISU01.15G102700.3.p
OG0003612	Bevul.6G210200.1.p	GmISU01.11G226600.1.p, GmISU01.18G007600.1.p
OG0003613	Bevul.8G200200.1.p	GmISU01.01G008600.1.p
OG0003613	Bevul.2G155700.1.p	GmISU01.06G079600.2.p, GmISU01.06G079600.1.p, GmISU01.04G078100.1.p, GmISU01.06G079500.1.p
OG0003614	Bevul.1G021200.1.p, Bevul.3G119600.1.p, Bevul.3G119300.1.p	GmISU01.11G009700.1.p, GmISU01.11G009700.4.p, GmISU01.11G009700.2.p
OG0003615	Bevul.9G114000.1.p	GmISU01.09G027100.2.p, GmISU01.09G027100.1.p, GmISU01.15G124500.2.p, GmISU01.15G124500.1.p
OG0003615	Bevul.5G248800.1.p	GmISU01.10G034100.1.p, GmISU01.13G095500.1.p
OG0003616	Bevul.9G077600.1.p	GmISU01.13G258100.1.p, GmISU01.06G247300.1.p, GmISU01.06G247200.1.p, GmISU01.12G101200.1.p
OG0003617	Bevul.7G020500.1.p, Bevul.2G114600.1.p	GmISU01.05G047500.1.p, GmISU01.05G047600.1.p, GmISU01.05G047800.1.p, GmISU01.17G124100.1.p
OG0003618	Bevul.8G173700.1.p	GmISU01.13G131000.2.p, GmISU01.13G131000.4.p, GmISU01.13G131000.3.p, GmISU01.13G131000.1.p
OG0003619	Bevul.2G020300.7.p, Bevul.2G020300.10.p, Bevul.2G020300.8.p, Bevul.2G020300.6.p, Bevul.2G020300.9.p, Bevul.2G020300.1.p, Bevul.2G020300.3.p, Bevul.2G020300.2.p, Bevul.2G020300.4.p, Bevul.2G020300.5.p	GmISU01.04G064700.4.p, GmISU01.04G064700.3.p, GmISU01.04G064700.1.p, GmISU01.06G065200.2.p, GmISU01.06G065200.1.p, GmISU01.06G065200.3.p
OG0003620	Bevul.2G181100.1.p	GmISU01.04G062500.1.p, GmISU01.06G063100.3.p, GmISU01.20G095800.1.p, GmISU01.10G222100.1.p
OG0003620	Bevul.8G176800.1.p	GmISU01.04G120300.1.p, GmISU01.13G138700.1.p, GmISU01.17G105200.1.p
OG0003621	Bevul.2G240800.2.p, Bevul.2G240800.4.p, Bevul.2G240800.3.p, Bevul.2G240800.1.p	GmISU01.11G017000.3.p, GmISU01.11G017000.2.p
OG0003621	Bevul.1G187600.1.p	GmISU01.16G024600.1.p
OG0003622	Bevul.5G040500.1.p	GmISU01.06G276100.11.p, GmISU01.06G276100.8.p, GmISU01.06G276100.1.p, GmISU01.06G276100.5.p, GmISU01.06G276100.13.p, GmISU01.06G276100.10.p, GmISU01.06G276100.2.p, GmISU01.06G276100.12.p
OG0003623	Bevul.8G162700.1.p	GmISU01.17G096500.6.p, GmISU01.17G096500.1.p, GmISU01.17G096500.3.p, GmISU01.17G096500.2.p, GmISU01.17G096500.5.p, GmISU01.17G096500.4.p, GmISU01.17G096500.7.p, GmISU01.15G175700.3.p, GmISU01.15G175700.1.p, GmISU01.15G175700.2.p
OG0003624	Bevul.7G154600.1.p	GmISU01.17G053600.4.p, GmISU01.17G053600.3.p, GmISU01.07G018000.1.p
OG0003625	Bevul.1G126700.1.p	GmISU01.09G222000.1.p, GmISU01.18G170900.1.p, GmISU01.03G017800.1.p, GmISU01.07G074700.1.p, GmISU01.07G074700.2.p
OG0003626	Bevul.3G094400.1.p	GmISU01.20G156800.1.p, GmISU01.10G159000.1.p
OG0003626	Bevul.2G152800.1.p	GmISU01.06G072300.2.p, GmISU01.04G071400.1.p
OG0003627	Bevul.2G123300.2.p, Bevul.2G123300.5.p, Bevul.2G123300.1.p, Bevul.2G123300.3.p, Bevul.2G123300.4.p, Bevul.2G123300.6.p	GmISU01.14G111900.1.p, GmISU01.17G173800.1.p, GmISU01.17G173800.2.p, GmISU01.11G141600.1.p, GmISU01.17G173800.3.p
OG0003628	Bevul.2G036700.1.p, Bevul.3G227800.1.p	GmISU01.11G029900.1.p, GmISU01.17G130700.1.p
OG0003629	Bevul.2G178800.3.p, Bevul.2G178800.4.p, Bevul.2G178800.1.p, Bevul.2G178800.2.p	GmISU01.04G061500.2.p, GmISU01.04G061500.5.p, GmISU01.06G061900.1.p, GmISU01.06G061900.2.p
OG0003630	Bevul.3G090700.1.p	GmISU01.11G029100.1.p
OG0003631	Bevul.5G066100.1.p	GmISU01.11G031100.1.p, GmISU01.01G167700.1.p
OG0003631	Bevul.9G208800.1.p	GmISU01.07G016000.1.p, GmISU01.08G188800.1.p, GmISU01.15G017200.1.p
OG0003632	Bevul.9G200400.4.p, Bevul.9G200400.2.p, Bevul.9G200400.5.p, Bevul.9G200400.3.p, Bevul.9G200400.1.p, Bevul.9G200400.6.p	GmISU01.13G319200.1.p, GmISU01.13G319200.2.p, GmISU01.15G011800.1.p
OG0003633	Bevul.3G033200.1.p, Bevul.5G060300.1.p	GmISU01.06G121100.1.p, GmISU01.04G190800.1.p
OG0003634	Bevul.2G128000.1.p	GmISU01.09G125100.1.p, GmISU01.09G125000.1.p, GmISU01.20G174800.1.p, GmISU01.10G142000.1.p, GmISU01.09G124900.1.p, GmISU01.14G116700.1.p, GmISU01.17G165800.1.p, GmISU01.06G072800.1.p, GmISU01.04G071800.1.p
OG0003635	Bevul.8G161400.1.p	GmISU01.17G095800.1.p, GmISU01.13G129500.2.p, GmISU01.13G129500.3.p, GmISU01.13G129500.1.p, GmISU01.15G177300.1.p
OG0003636	Bevul.8G202500.1.p	GmISU01.01G006800.2.p, GmISU01.08G030800.1.p, GmISU01.05G193700.1.p
OG0003637	Bevul.8G164400.1.p	GmISU01.07G025100.1.p, GmISU01.08G200300.1.p, GmISU01.07G025200.1.p, GmISU01.18G219200.1.p
OG0003638	Bevul.3G040100.1.p	GmISU01.04G194900.1.p, GmISU01.06G116300.1.p, GmISU01.06G116300.2.p, GmISU01.06G116300.3.p, GmISU01.14G136700.1.p, GmISU01.14G136700.3.p, GmISU01.19G053000.1.p, GmISU01.19G053000.2.p
OG0003639	Bevul.8G192100.1.p	GmISU01.07G078300.1.p, GmISU01.09G151600.3.p, GmISU01.09G151600.1.p
OG0003639	Bevul.9G205100.1.p	GmISU01.15G014600.1.p, GmISU01.13G316500.1.p, GmISU01.13G316500.2.p
OG0003640	Bevul.6G166000.1.p	GmISU01.16G121700.1.p, GmISU01.19G078500.1.p, GmISU01.16G042000.1.p
OG0003641	Bevul.2G038200.1.p, Bevul.2G038200.2.p, Bevul.2G038200.4.p, Bevul.1G207400.1.p	GmISU01.12G007100.1.p, GmISU01.12G007100.5.p, GmISU01.12G007100.4.p, GmISU01.12G007100.2.p, GmISU01.09G186900.1.p, GmISU01.10G076100.1.p, GmISU01.15G228500.1.p
OG0003642	Bevul.5G042000.1.p	GmISU01.05G049700.1.p, GmISU01.17G126000.1.p
OG0003643	Bevul.3G038000.1.p	GmISU01.04G194000.5.p, GmISU01.04G194000.3.p, GmISU01.04G194000.6.p, GmISU01.04G194000.4.p, GmISU01.04G194000.2.p, GmISU01.04G194000.1.p, GmISU01.04G194000.7.p, GmISU01.06G117300.1.p
OG0003644	Bevul.5G219200.1.p	GmISU01.06G163400.2.p
OG0003644	Bevul.6G180600.1.p	GmISU01.08G253600.3.p, GmISU01.02G035200.4.p
OG0003645	Bevul.1G183000.1.p	GmISU01.16G028700.1.p, GmISU01.09G210800.1.p, GmISU01.18G183700.1.p
OG0003646	Bevul.8G170700.1.p	GmISU01.17G101700.2.p, GmISU01.17G101700.1.p, GmISU01.17G101700.3.p, GmISU01.13G133100.1.p, GmISU01.13G133100.2.p
OG0003647	Bevul.8G210900.1.p	GmISU01.13G070200.4.p, GmISU01.17G057300.3.p, GmISU01.13G070200.3.p, GmISU01.13G070200.2.p, GmISU01.13G070200.1.p, GmISU01.17G057300.1.p, GmISU01.09G050500.2.p, GmISU01.09G050500.1.p, GmISU01.15G146600.1.p
OG0003650	Bevul.2G003700.1.p	GmISU01.17G189600.3.p, GmISU01.17G189600.4.p, GmISU01.17G189600.5.p, GmISU01.17G189600.6.p, GmISU01.17G189600.1.p, GmISU01.17G189600.2.p, GmISU01.14G099400.1.p, GmISU01.14G099400.2.p, GmISU01.04G054000.2.p, GmISU01.06G052700.2.p
OG0003651	Bevul.1G188200.1.p	GmISU01.19G213500.2.p, GmISU01.19G213500.4.p, GmISU01.19G213500.1.p, GmISU01.19G213500.3.p, GmISU01.03G212700.1.p, GmISU01.03G212700.2.p, GmISU01.07G053500.1.p, GmISU01.16G024100.1.p
OG0003653	Bevul.9G015300.1.p	GmISU01.14G002600.1.p, GmISU01.02G268300.1.p, GmISU01.20G046000.2.p, GmISU01.20G046000.1.p
OG0003653	Bevul.8G090900.1.p	GmISU01.13G186700.1.p, GmISU01.15G086500.1.p, GmISU01.08G088400.1.p, GmISU01.05G115900.1.p
OG0003654	Bevul.6G244000.1.p	GmISU01.04G111800.1.p, GmISU01.11G117300.1.p
OG0003655	Bevul.8G016200.1.p	GmISU01.15G074800.2.p, GmISU01.13G199500.1.p, GmISU01.13G199500.2.p, GmISU01.13G199500.3.p, GmISU01.13G143700.4.p, GmISU01.13G143700.6.p, GmISU01.13G143700.7.p, GmISU01.13G143700.3.p, GmISU01.13G143700.8.p, GmISU01.07G172900.2.p
OG0003656	Bevul.9G060400.1.p	GmISU01.18G056300.3.p, GmISU01.18G056300.2.p, GmISU01.11G176600.1.p, GmISU01.18G056300.4.p, GmISU01.11G178601.1.p, GmISU01.11G178601.2.p, GmISU01.02G192600.3.p, GmISU01.02G192600.2.p, GmISU01.02G192600.1.p, GmISU01.14G161400.1.p
OG0003658	Bevul.6G159100.1.p	GmISU01.20G040700.2.p, GmISU01.20G040700.4.p, GmISU01.20G040700.3.p, GmISU01.13G010900.2.p, GmISU01.20G040700.1.p, GmISU01.13G010900.1.p, GmISU01.13G010900.3.p, GmISU01.13G010900.5.p, GmISU01.13G010900.4.p
OG0003659	Bevul.3G213700.1.p	GmISU01.03G091200.1.p, GmISU01.19G096000.1.p, GmISU01.07G015900.1.p
OG0003660	Bevul.6G035100.1.p	GmISU01.01G129600.1.p, GmISU01.11G070000.1.p
OG0003660	Bevul.1G015500.1.p	GmISU01.04G023700.1.p, GmISU01.06G021700.2.p
OG0003661	Bevul.5G105700.1.p	GmISU01.04G104300.11.p, GmISU01.04G104300.3.p, GmISU01.04G104300.1.p, GmISU01.04G104300.7.p, GmISU01.04G104300.5.p, GmISU01.04G104300.6.p, GmISU01.04G104300.8.p, GmISU01.04G104300.9.p, GmISU01.04G104300.2.p, GmISU01.04G104300.4.p, GmISU01.04G104300.10.p, GmISU01.09G174300.1.p
OG0003662	Bevul.6G236400.1.p, Bevul.9G217100.1.p	GmISU01.11G102500.3.p
OG0003663	Bevul.7G022700.1.p	GmISU01.19G160100.1.p, GmISU01.03G158000.1.p
OG0003664	Bevul.8G019300.1.p	GmISU01.10G061600.1.p
OG0003665	Bevul.9G030900.1.p	GmISU01.14G008100.1.p, GmISU01.02G263600.2.p, GmISU01.02G263600.1.p
OG0003666	Bevul.8G079800.1.p	GmISU01.08G112600.1.p
OG0003667	Bevul.5G050600.1.p	GmISU01.03G045100.2.p, GmISU01.03G045100.5.p, GmISU01.03G045100.3.p, GmISU01.01G092800.6.p, GmISU01.01G092800.2.p
OG0003668	Bevul.8G214800.1.p, Bevul.9G058000.1.p, Bevul.8G214900.1.p	GmISU01.17G062200.1.p, GmISU01.17G062200.2.p, GmISU01.13G065600.1.p, GmISU01.13G065600.3.p, GmISU01.13G065600.2.p, GmISU01.13G065500.1.p
OG0003669	Bevul.7G222100.1.p	GmISU01.02G197000.4.p, GmISU01.02G197000.1.p, GmISU01.02G197000.2.p, GmISU01.14G166500.1.p, GmISU01.02G196900.1.p, GmISU01.14G166500.2.p
OG0003670	Bevul.7G059200.1.p	GmISU01.03G141100.1.p, GmISU01.19G144500.1.p, GmISU01.13G110900.1.p, GmISU01.10G047400.1.p
OG0003671	Bevul.3G175800.1.p, Bevul.1G054700.1.p	GmISU01.19G167700.1.p, GmISU01.03G165600.1.p, GmISU01.19G169400.1.p, GmISU01.19G169400.4.p, GmISU01.03G167400.2.p, GmISU01.03G167400.1.p, GmISU01.19G167700.2.p
OG0003672	Bevul.9G045300.1.p	GmISU01.11G156300.1.p, GmISU01.11G156300.2.p, GmISU01.12G071600.1.p, GmISU01.11G156300.4.p, GmISU01.11G156300.3.p
OG0003673	Bevul.8G047200.1.p	GmISU01.17G008200.3.p, GmISU01.17G008200.1.p, GmISU01.17G008200.4.p, GmISU01.07G226600.5.p, GmISU01.07G226600.4.p, GmISU01.07G226600.1.p
OG0003674	Bevul.2G148900.1.p	GmISU01.14G024400.2.p, GmISU01.14G024400.3.p, GmISU01.14G024400.4.p, GmISU01.02G248400.2.p, GmISU01.02G248400.1.p, GmISU01.02G248400.3.p
OG0003675	Bevul.7G212100.1.p	GmISU01.11G129500.2.p, GmISU01.11G129500.1.p, GmISU01.12G060200.2.p, GmISU01.12G060200.1.p
OG0003676	Bevul.8G045100.1.p	GmISU01.08G287100.1.p, GmISU01.18G077800.1.p
OG0003677	Bevul.7G194700.1.p	GmISU01.12G154100.1.p, GmISU01.12G154100.2.p, GmISU01.13G274900.9.p, GmISU01.13G274900.7.p, GmISU01.13G274900.6.p, GmISU01.13G274900.8.p, GmISU01.13G274900.1.p, GmISU01.13G274900.2.p, GmISU01.13G274900.5.p, GmISU01.13G274900.3.p, GmISU01.13G274900.4.p
OG0003678	Bevul.4G054300.1.p	GmISU01.06G212700.1.p, GmISU01.12G122900.1.p
OG0003678	Bevul.8G000800.1.p	GmISU01.13G211300.1.p, GmISU01.15G065100.1.p
OG0003679	Bevul.9G032300.1.p	GmISU01.02G264200.2.p, GmISU01.02G264200.1.p, GmISU01.14G007100.2.p, GmISU01.14G007100.3.p, GmISU01.14G007100.7.p, GmISU01.14G007100.1.p, GmISU01.14G007100.4.p, GmISU01.14G007100.5.p, GmISU01.14G007100.6.p
OG0003680	Bevul.4G045500.1.p	GmISU01.15G059200.1.p
OG0003681	Bevul.2G085800.1.p	GmISU01.20G141800.1.p, GmISU01.20G141800.2.p, GmISU01.10G175100.1.p, GmISU01.10G175100.2.p, GmISU01.10G175100.3.p
OG0003683	Bevul.6G110500.1.p	GmISU01.13G004800.1.p, GmISU01.13G004800.2.p, GmISU01.13G004800.3.p, GmISU01.13G004800.5.p
OG0003683	Bevul.8G038700.1.p	GmISU01.15G108400.2.p, GmISU01.15G108400.1.p, GmISU01.09G011600.1.p
OG0003684	Bevul.9G100900.1.p	GmISU01.18G087400.3.p, GmISU01.18G087400.1.p, GmISU01.09G084400.4.p, GmISU01.09G084400.3.p, GmISU01.09G084400.2.p
OG0003685	Bevul.8G022900.1.p	GmISU01.13G203700.2.p, GmISU01.15G071700.1.p, GmISU01.13G203700.1.p
OG0003686	Bevul.9G015800.1.p	GmISU01.01G113500.6.p, GmISU01.01G113500.5.p, GmISU01.01G113500.7.p, GmISU01.01G113500.3.p, GmISU01.01G113500.2.p, GmISU01.01G113500.1.p, GmISU01.01G113500.9.p, GmISU01.09G173200.2.p, GmISU01.16G089500.1.p, GmISU01.16G089500.3.p, GmISU01.16G089500.4.p
OG0003687	Bevul.6G099800.1.p	GmISU01.18G114700.1.p, GmISU01.18G114700.4.p, GmISU01.18G114700.3.p, GmISU01.18G114700.5.p, GmISU01.18G114700.2.p, GmISU01.08G251800.1.p, GmISU01.01G023200.1.p
OG0003688	Bevul.6G073700.1.p	GmISU01.11G078700.2.p, GmISU01.11G078700.1.p, GmISU01.11G078700.4.p, GmISU01.11G078700.8.p, GmISU01.01G121700.1.p, GmISU01.01G121700.2.p, GmISU01.01G121700.3.p, GmISU01.09G158400.3.p, GmISU01.09G158400.2.p, GmISU01.09G158400.1.p, GmISU01.16G096500.1.p
OG0003689	Bevul.5G013100.1.p, Bevul.5G013200.1.p	GmISU01.13G002200.1.p, GmISU01.20G046800.1.p, GmISU01.08G023000.1.p
OG0003690	Bevul.1G083900.1.p, Bevul.1G083800.1.p, Bevul.1G084000.1.p	GmISU01.06G110400.1.p, GmISU01.04G199400.1.p
OG0003691	Bevul.5G035600.1.p	GmISU01.03G018100.2.p, GmISU01.03G018100.1.p, GmISU01.07G074900.1.p, GmISU01.07G074900.2.p
OG0003692	Bevul.9G234200.1.p	GmISU01.10G222200.1.p, GmISU01.15G038800.1.p, GmISU01.20G095700.2.p, GmISU01.20G095700.1.p
OG0003693	Bevul.9G172000.1.p	GmISU01.04G012600.3.p
OG0003695	Bevul.5G160600.1.p	GmISU01.06G152300.1.p, GmISU01.04G161600.1.p, GmISU01.05G171000.1.p, GmISU01.08G008100.1.p
OG0003695	Bevul.6G199000.1.p	GmISU01.15G094200.1.p
OG0003696	Bevul.8G155700.1.p	GmISU01.17G064700.2.p, GmISU01.17G064700.5.p, GmISU01.17G064700.1.p, GmISU01.17G064700.3.p, GmISU01.02G174400.2.p, GmISU01.02G174400.5.p, GmISU01.02G174400.3.p, GmISU01.17G064700.4.p, GmISU01.17G064700.8.p, GmISU01.17G064700.9.p, GmISU01.17G064700.6.p, GmISU01.17G064700.7.p, GmISU01.17G064700.10.p, GmISU01.02G174400.1.p, GmISU01.02G174400.4.p
OG0003697	Bevul.2G170100.2.p, Bevul.2G170100.1.p	GmISU01.14G101800.2.p, GmISU01.14G101800.1.p, GmISU01.17G187100.3.p, GmISU01.17G187100.1.p, GmISU01.17G187100.2.p, GmISU01.04G057200.2.p, GmISU01.04G057200.1.p, GmISU01.06G057400.1.p
OG0003698	Bevul.3G235600.1.p	GmISU01.05G207400.2.p, GmISU01.05G207400.1.p, GmISU01.08G045000.1.p, GmISU01.08G045000.2.p
OG0003699	Bevul.1G040600.1.p	GmISU01.14G187400.5.p, GmISU01.14G187400.4.p, GmISU01.14G187400.2.p, GmISU01.14G187400.1.p, GmISU01.14G187400.3.p, GmISU01.14G187400.6.p
OG0003700	Bevul.9G043200.1.p	GmISU01.20G014400.1.p, GmISU01.16G070100.1.p, GmISU01.16G070100.2.p, GmISU01.16G070100.4.p, GmISU01.01G007200.1.p
OG0003701	Bevul.7G025600.1.p	GmISU01.13G127800.1.p
OG0003702	Bevul.6G156800.1.p	GmISU01.12G134900.2.p, GmISU01.16G000200.2.p, GmISU01.16G000200.1.p, GmISU01.16G000200.3.p, GmISU01.07G234400.1.p
OG0003703	Bevul.1G059700.1.p	GmISU01.03G179800.2.p, GmISU01.03G179800.6.p, GmISU01.03G179800.3.p, GmISU01.03G179800.1.p, GmISU01.03G179800.5.p, GmISU01.19G181000.6.p, GmISU01.19G181000.1.p, GmISU01.19G181000.5.p
OG0003704	Bevul.2G200900.1.p	GmISU01.18G212700.1.p, GmISU01.19G028200.2.p, GmISU01.19G028200.1.p, GmISU01.19G028100.2.p, GmISU01.19G028100.1.p
OG0003705	Bevul.4G127400.1.p	GmISU01.10G133700.2.p, GmISU01.10G133700.1.p, GmISU01.20G182000.3.p, GmISU01.20G182000.1.p, GmISU01.11G010000.1.p
OG0003706	Bevul.1G079600.1.p	GmISU01.04G197950.1.p, GmISU01.06G112100.2.p, GmISU01.06G112100.1.p, GmISU01.06G112100.3.p, GmISU01.13G019800.1.p, GmISU01.13G019800.2.p, GmISU01.13G019800.5.p, GmISU01.14G133200.7.p, GmISU01.14G133200.4.p, GmISU01.14G133200.6.p
OG0003708	Bevul.2G191500.1.p	GmISU01.12G008500.1.p, GmISU01.12G008500.3.p, GmISU01.12G008500.2.p, GmISU01.09G185500.1.p
OG0003709	Bevul.3G046500.1.p	GmISU01.08G026250.1.p
OG0003710	Bevul.3G021500.1.p, Bevul.3G021600.1.p	GmISU01.06G127600.1.p, GmISU01.04G183900.1.p, GmISU01.14G154700.1.p
OG0003711	Bevul.7G187700.1.p	GmISU01.15G050100.5.p, GmISU01.15G050100.1.p, GmISU01.15G050100.4.p, GmISU01.15G050100.2.p, GmISU01.15G050100.3.p, GmISU01.08G166500.1.p, GmISU01.08G066300.1.p, GmISU01.05G094600.2.p, GmISU01.05G094600.1.p
OG0003712	Bevul.2G074300.3.p, Bevul.2G074300.1.p, Bevul.2G074300.4.p, Bevul.2G074300.2.p	GmISU01.08G225600.2.p, GmISU01.18G209500.3.p, GmISU01.08G225600.3.p, GmISU01.18G209500.1.p, GmISU01.08G225600.1.p, GmISU01.08G225600.4.p
OG0003713	Bevul.5G249000.1.p	GmISU01.10G123400.2.p, GmISU01.20G192000.1.p, GmISU01.10G123400.3.p, GmISU01.10G123400.1.p, GmISU01.20G192000.3.p, GmISU01.20G192000.2.p
OG0003714	Bevul.6G240100.1.p	GmISU01.02G017700.1.p, GmISU01.01G040600.1.p, GmISU01.01G040600.5.p, GmISU01.01G040600.3.p, GmISU01.01G040600.4.p, GmISU01.08G266600.2.p, GmISU01.08G266600.1.p, GmISU01.18G102100.1.p
OG0003715	Bevul.5G207700.1.p, Bevul.5G207600.1.p, Bevul.5G207800.1.p	GmISU01.17G084300.1.p, GmISU01.05G031700.1.p, GmISU01.05G031700.2.p, GmISU01.17G084300.2.p
OG0003716	Bevul.2G017200.1.p, Bevul.2G017200.8.p, Bevul.2G017200.5.p, Bevul.2G017200.4.p, Bevul.2G017200.2.p, Bevul.2G017200.3.p, Bevul.2G017200.7.p, Bevul.2G017200.6.p	GmISU01.15G210300.1.p, GmISU01.08G160900.1.p
OG0003717	Bevul.5G166500.1.p	GmISU01.05G011500.1.p, GmISU01.05G011500.3.p, GmISU01.05G011500.2.p, GmISU01.17G111400.1.p, GmISU01.17G111400.2.p, GmISU01.17G111400.3.p, GmISU01.17G111400.4.p, GmISU01.05G011500.6.p, GmISU01.05G011500.5.p, GmISU01.05G011500.4.p
OG0003718	Bevul.2G207200.1.p	GmISU01.10G226100.1.p, GmISU01.20G091700.1.p, GmISU01.07G151200.1.p, GmISU01.20G007400.1.p
OG0003719	Bevul.9G074200.1.p	GmISU01.12G027400.2.p, GmISU01.12G027400.3.p, GmISU01.12G027400.5.p, GmISU01.12G027400.1.p, GmISU01.12G027400.6.p, GmISU01.12G027400.7.p, GmISU01.12G027400.4.p, GmISU01.11G096400.6.p, GmISU01.11G096400.5.p, GmISU01.11G096400.2.p, GmISU01.11G096400.7.p, GmISU01.11G096400.3.p, GmISU01.11G096400.4.p, GmISU01.11G096400.1.p, GmISU01.11G096400.8.p
OG0003721	Bevul.2G194700.1.p, Bevul.2G194700.4.p, Bevul.2G194700.2.p, Bevul.2G194700.3.p, Bevul.2G194700.6.p, Bevul.2G194700.5.p	GmISU01.14G037200.1.p, GmISU01.14G037200.3.p, GmISU01.14G037200.2.p, GmISU01.14G037200.4.p, GmISU01.02G236300.2.p, GmISU01.02G236300.1.p
OG0003722	Bevul.6G046700.1.p	GmISU01.07G149000.1.p, GmISU01.20G008900.1.p, GmISU01.05G111200.2.p, GmISU01.05G111200.1.p, GmISU01.08G083300.2.p, GmISU01.08G083300.1.p
OG0003723	Bevul.5G135700.1.p	GmISU01.07G091300.2.p, GmISU01.09G139800.2.p, GmISU01.09G139800.1.p, GmISU01.07G091300.1.p, GmISU01.05G210900.2.p, GmISU01.08G048200.2.p, GmISU01.08G048200.1.p, GmISU01.05G210900.1.p
OG0003724	Bevul.5G148100.1.p	GmISU01.08G038100.2.p, GmISU01.08G038100.1.p, GmISU01.05G200400.1.p, GmISU01.08G038100.3.p, GmISU01.09G145600.3.p, GmISU01.09G145600.1.p, GmISU01.09G145600.2.p, GmISU01.07G083300.4.p, GmISU01.07G083300.1.p, GmISU01.07G083300.3.p, GmISU01.07G083300.2.p
OG0003725	Bevul.7G099600.1.p	GmISU01.08G268500.4.p, GmISU01.08G268500.5.p, GmISU01.08G268500.3.p, GmISU01.18G099900.4.p, GmISU01.18G099900.3.p, GmISU01.08G268500.6.p, GmISU01.08G268500.9.p, GmISU01.08G268500.8.p, GmISU01.08G268500.7.p, GmISU01.18G099900.2.p, GmISU01.18G099900.1.p
OG0003726	Bevul.5G085600.1.p, Bevul.1G150300.1.p, Bevul.1G150400.1.p	GmISU01.09G028000.1.p, GmISU01.15G125200.1.p
OG0003727	Bevul.6G194900.1.p	GmISU01.02G029600.1.p, GmISU01.01G030100.1.p, GmISU01.08G259200.1.p
