Orthogroup	B_vulgaris.proteins	A_coerulea.proteins
OG0006690	Bevul.1G029300.1.p	Aqcoe5G214800.1.p
OG0006691	Bevul.6G181900.1.p	Aqcoe5G404100.1.p, Aqcoe5G404100.2.p
OG0006692	Bevul.5G257000.1.p	Aqcoe5G221300.3.p, Aqcoe5G221300.4.p, Aqcoe5G221300.5.p, Aqcoe5G221300.6.p, Aqcoe5G221300.2.p, Aqcoe5G221300.1.p
OG0006693	Bevul.7G143000.1.p	Aqcoe5G382900.1.p, Aqcoe5G382900.2.p
OG0006694	Bevul.2G146200.1.p	Aqcoe5G154900.2.p, Aqcoe5G154900.1.p
OG0006695	Bevul.6G148200.1.p	Aqcoe5G063400.1.p
OG0006696	Bevul.4G068900.1.p, Bevul.8G156300.1.p, Bevul.8G156500.1.p	Aqcoe5G300600.1.p
OG0006697	Bevul.4G176600.1.p	Aqcoe5G234900.1.p
OG0006698	Bevul.4G119800.1.p	Aqcoe3G413600.1.p, Aqcoe3G413500.1.p, Aqcoe3G413700.1.p
OG0006699	Bevul.5G221100.1.p	Aqcoe3G141700.3.p, Aqcoe3G141700.4.p, Aqcoe3G141700.2.p, Aqcoe3G141700.1.p
OG0006700	Bevul.6G131400.1.p	Aqcoe3G031300.1.p
OG0006701	Bevul.9G077900.1.p	Aqcoe3G129600.1.p
OG0006702	Bevul.3G094200.1.p	Aqcoe3G255500.1.p
OG0006703	Bevul.2G114500.1.p, Bevul.2G114500.2.p, Bevul.2G114500.3.p	Aqcoe3G340600.1.p, Aqcoe3G340600.3.p, Aqcoe3G340600.2.p, Aqcoe3G340600.4.p
OG0006704	Bevul.8G006400.1.p	Aqcoe3G098800.1.p
OG0006705	Bevul.2G052400.1.p	Aqcoe3G102900.1.p, Aqcoe3G102900.5.p, Aqcoe3G102900.4.p, Aqcoe3G102900.3.p, Aqcoe3G102900.2.p
OG0006706	Bevul.2G212800.1.p	Aqcoe3G039800.1.p
OG0006707	Bevul.6G120800.1.p	Aqcoe3G395700.1.p
OG0006709	Bevul.1G147700.1.p	Aqcoe3G246400.1.p
OG0006710	Bevul.5G194300.1.p	Aqcoe3G330400.1.p, Aqcoe3G330400.2.p, Aqcoe3G087000.1.p, Aqcoe3G087000.2.p
OG0006712	Bevul.2G055400.4.p, Bevul.2G055400.3.p, Bevul.2G055400.2.p, Bevul.2G055400.1.p	Aqcoe3G096600.1.p
OG0006713	Bevul.1G145200.1.p	Aqcoe3G260900.1.p
OG0006714	Bevul.3G220300.1.p	Aqcoe3G156000.1.p
OG0006715	Bevul.4G102800.1.p	Aqcoe3G202300.6.p, Aqcoe3G202300.5.p, Aqcoe3G202300.1.p, Aqcoe3G202300.2.p, Aqcoe3G202300.7.p, Aqcoe3G202300.4.p, Aqcoe3G202300.3.p
OG0006716	Bevul.8G056200.1.p	Aqcoe3G004700.1.p
OG0006717	Bevul.2G078400.1.p	Aqcoe3G416300.1.p
OG0006718	Bevul.2G198000.3.p, Bevul.2G198000.1.p, Bevul.2G198000.2.p, Bevul.2G198000.4.p	Aqcoe3G070000.1.p
OG0006719	Bevul.5G149700.1.p	Aqcoe3G399100.1.p, Aqcoe3G399100.2.p
OG0006720	Bevul.5G174600.1.p	Aqcoe3G368000.1.p
OG0006721	Bevul.3G016900.1.p	Aqcoe3G213800.1.p
OG0006722	Bevul.3G015000.1.p	Aqcoe3G166600.2.p, Aqcoe3G166600.1.p, Aqcoe3G166600.4.p, Aqcoe3G166600.3.p, Aqcoe3G166600.5.p, Aqcoe3G166600.6.p
OG0006723	Bevul.6G247400.1.p	Aqcoe3G103300.1.p
OG0006724	Bevul.2G222100.1.p, Bevul.2G222100.2.p	Aqcoe3G076400.1.p
OG0006725	Bevul.3G093100.1.p	Aqcoe3G275000.1.p, Aqcoe3G275000.2.p
OG0006726	Bevul.5G172300.1.p	Aqcoe3G067500.1.p, Aqcoe3G377600.2.p, Aqcoe3G377600.3.p, Aqcoe3G377600.1.p
OG0006727	Bevul.6G078300.1.p	Aqcoe3G367700.1.p, Aqcoe3G367700.3.p, Aqcoe3G367700.2.p, Aqcoe3G367700.4.p
OG0006728	Bevul.2G081200.2.p, Bevul.2G081200.1.p	Aqcoe3G191800.1.p
OG0006729	Bevul.2G201100.1.p, Bevul.5G173700.1.p	Aqcoe3G063200.1.p
OG0006730	Bevul.6G107200.1.p	Aqcoe3G376100.1.p
OG0006731	Bevul.2G202900.1.p	Aqcoe3G012100.1.p
OG0006732	Bevul.5G198100.1.p	Aqcoe3G098700.1.p
OG0006733	Bevul.5G080400.1.p	Aqcoe3G246300.4.p, Aqcoe3G246300.1.p, Aqcoe3G246300.2.p
OG0006734	Bevul.6G139700.1.p	Aqcoe3G020000.2.p, Aqcoe3G020000.1.p
OG0006735	Bevul.9G013400.1.p	Aqcoe3G433600.2.p, Aqcoe3G433600.3.p, Aqcoe3G263100.1.p, Aqcoe3G263100.2.p, Aqcoe3G433600.1.p
OG0006736	Bevul.3G016000.1.p	Aqcoe3G171300.1.p
OG0006737	Bevul.5G166700.1.p	Aqcoe3G049100.1.p
OG0006738	Bevul.3G013600.1.p	Aqcoe3G231300.1.p, Aqcoe3G231300.2.p
OG0006739	Bevul.5G169400.1.p	Aqcoe3G388200.2.p, Aqcoe3G388200.3.p, Aqcoe3G388200.1.p
OG0006740	Bevul.5G085100.1.p	Aqcoe3G236700.1.p
OG0006741	Bevul.2G057600.3.p, Bevul.2G057600.4.p, Bevul.2G057600.2.p, Bevul.2G057600.1.p, Bevul.2G057600.5.p	Aqcoe3G331800.1.p
OG0006742	Bevul.5G097900.1.p	Aqcoe3G172000.1.p
OG0006743	Bevul.8G039000.1.p	Aqcoe3G032600.2.p, Aqcoe3G032600.1.p
OG0006744	Bevul.9G034300.1.p	Aqcoe3G194000.2.p, Aqcoe3G194000.1.p
OG0006745	Bevul.5G233000.1.p	Aqcoe3G174200.1.p, Aqcoe3G174200.2.p, Aqcoe3G174200.3.p
OG0006746	Bevul.5G212100.1.p	Aqcoe3G120100.3.p, Aqcoe3G120100.4.p, Aqcoe3G120100.1.p, Aqcoe3G120100.2.p
OG0006747	Bevul.2G114100.2.p, Bevul.2G114100.1.p	Aqcoe3G093100.1.p
OG0006748	Bevul.2G211600.1.p	Aqcoe3G031600.1.p
OG0006749	Bevul.7G141900.1.p	Aqcoe3G137100.1.p
OG0006750	Bevul.9G154700.1.p	Aqcoe3G261000.1.p, Aqcoe3G261000.2.p
OG0006751	Bevul.2G214200.1.p, Bevul.6G126900.1.p	Aqcoe3G039900.1.p
OG0006752	Bevul.2G091800.1.p	Aqcoe3G260500.2.p, Aqcoe3G260500.1.p
OG0006753	Bevul.7G145000.1.p, Bevul.7G144900.1.p	Aqcoe3G131200.1.p
OG0006754	Bevul.5G183600.1.p	Aqcoe3G352000.1.p
OG0006755	Bevul.4G213600.1.p	Aqcoe3G429000.1.p, Aqcoe3G429000.3.p, Aqcoe3G429000.2.p
OG0006756	Bevul.7G138900.1.p	Aqcoe3G104900.2.p, Aqcoe3G104900.1.p
OG0006757	Bevul.8G105500.1.p	Aqcoe3G444200.2.p, Aqcoe3G444200.3.p, Aqcoe3G444200.1.p
OG0006758	Bevul.3G017000.1.p	Aqcoe3G211300.4.p, Aqcoe3G211300.2.p, Aqcoe3G211300.3.p, Aqcoe3G211300.1.p
OG0006759	Bevul.6G238500.1.p	Aqcoe3G102000.5.p, Aqcoe3G102000.3.p, Aqcoe3G102000.1.p, Aqcoe3G102000.2.p, Aqcoe3G102000.4.p
OG0006760	Bevul.6G244200.1.p	Aqcoe3G097900.2.p, Aqcoe3G097900.1.p
OG0006761	Bevul.2G204700.1.p, Bevul.2G204700.2.p	Aqcoe3G408000.1.p
OG0006762	Bevul.5G211900.1.p	Aqcoe3G292500.1.p, Aqcoe3G292500.2.p
OG0006763	Bevul.1G199000.1.p	Aqcoe3G412800.1.p
OG0006764	Bevul.6G144000.1.p	Aqcoe3G007200.1.p
OG0006765	Bevul.9G001000.3.p, Bevul.9G001000.1.p, Bevul.9G001000.2.p	Aqcoe3G010400.8.p, Aqcoe3G010400.6.p, Aqcoe3G010400.5.p, Aqcoe3G010400.7.p, Aqcoe3G010400.1.p, Aqcoe3G010400.3.p, Aqcoe3G010400.2.p, Aqcoe3G010400.4.p
OG0006766	Bevul.1G017800.1.p	Aqcoe3G076300.1.p
OG0006767	Bevul.7G162100.1.p	Aqcoe3G075100.1.p
OG0006768	Bevul.7G130200.1.p	Aqcoe3G283400.1.p
OG0006769	Bevul.8G168600.1.p, Bevul.6G112100.1.p	Aqcoe3G404600.1.p
OG0006770	Bevul.6G234500.1.p	Aqcoe3G342000.1.p
OG0006771	Bevul.8G064800.1.p	Aqcoe3G409400.1.p
OG0006772	Bevul.6G241300.1.p	Aqcoe3G327300.1.p
OG0006773	Bevul.6G237500.1.p	Aqcoe3G337300.4.p, Aqcoe3G337300.3.p, Aqcoe3G337300.2.p, Aqcoe3G337300.1.p
OG0006774	Bevul.5G211800.1.p	Aqcoe3G292600.1.p
OG0006775	Bevul.1G152600.1.p	Aqcoe3G327700.1.p, Aqcoe3G327700.3.p, Aqcoe3G327700.4.p, Aqcoe3G327700.5.p, Aqcoe3G327700.2.p
OG0006776	Bevul.2G208600.5.p, Bevul.2G208600.4.p, Bevul.2G208600.3.p, Bevul.2G208600.1.p, Bevul.2G208600.2.p	Aqcoe3G024900.1.p, Aqcoe3G024900.2.p
OG0006777	Bevul.3G018700.1.p	Aqcoe3G183300.1.p
OG0006834	Bevul.1G101900.1.p, Bevul.1G102000.1.p	Aqcoe2G007300.1.p
OG0006835	Bevul.3G170300.1.p, Bevul.3G170400.1.p	Aqcoe2G395500.1.p
OG0006836	Bevul.2G153400.1.p, Bevul.1G018200.1.p	Aqcoe2G158200.1.p
OG0006837	Bevul.5G091500.1.p	Aqcoe2G053700.1.p
OG0006838	Bevul.7G078900.1.p	Aqcoe7G191600.1.p
OG0006839	Bevul.7G031100.1.p	Aqcoe1G451100.1.p, Aqcoe2G132200.1.p
OG0006840	Bevul.3G137100.1.p	Aqcoe2G334300.1.p
OG0006842	Bevul.4G095500.1.p	Aqcoe3G292900.1.p, Aqcoe2G362000.1.p
OG0006843	Bevul.5G127800.1.p, Bevul.5G129500.1.p	Aqcoe2G163600.1.p
OG0006844	Bevul.2G225500.1.p	Aqcoe2G233200.1.p
OG0006845	Bevul.4G220700.1.p	Aqcoe2G048800.1.p
OG0006846	Bevul.7G051000.1.p	Aqcoe2G204600.1.p, Aqcoe2G204600.2.p, Aqcoe5G295700.1.p
OG0006847	Bevul.3G199300.1.p	Aqcoe2G412400.1.p
OG0006848	Bevul.7G229000.1.p	Aqcoe2G105500.1.p
OG0006849	Bevul.3G134500.1.p	Aqcoe2G332500.1.p
OG0006850	Bevul.1G152300.1.p	Aqcoe2G404600.2.p, Aqcoe2G404600.1.p
OG0006851	Bevul.9G147800.1.p	Aqcoe6G203700.2.p, Aqcoe6G203700.1.p, Aqcoe6G203700.3.p, Aqcoe2G260600.1.p, Aqcoe2G260600.2.p, Aqcoe2G260500.1.p, Aqcoe2G260300.1.p, Aqcoe2G260300.2.p, Aqcoe2G382300.1.p, Aqcoe2G260800.1.p
OG0006852	Bevul.4G194300.1.p	Aqcoe2G401800.2.p, Aqcoe2G401800.4.p, Aqcoe2G401800.3.p, Aqcoe2G401800.1.p
OG0006853	Bevul.4G227300.1.p	Aqcoe2G034800.2.p, Aqcoe2G034800.1.p
OG0006855	Bevul.3G183800.1.p	Aqcoe2G007700.1.p
OG0006856	Bevul.7G071100.2.p, Bevul.7G071100.1.p	Aqcoe2G373800.1.p
OG0006857	Bevul.1G063600.1.p	Aqcoe2G049000.1.p, Aqcoe2G049000.2.p
OG0006858	Bevul.2G178000.1.p	Aqcoe7G383200.2.p, Aqcoe7G383200.1.p, Aqcoe1G408300.1.p, Aqcoe7G308400.1.p, Aqcoe4G182900.1.p, Aqcoe2G084000.1.p
OG0006859	Bevul.5G241000.1.p	Aqcoe2G357600.1.p, Aqcoe2G357500.1.p, Aqcoe2G357000.1.p, Aqcoe5G043600.1.p
OG0006860	Bevul.6G165400.1.p	Aqcoe7G141200.1.p, Aqcoe2G146500.3.p, Aqcoe2G146500.1.p, Aqcoe2G146500.2.p, Aqcoe2G048000.1.p, Aqcoe6G243500.1.p, Aqcoe4G070600.1.p, Aqcoe6G305800.1.p, Aqcoe7G041900.1.p, Aqcoe2G134200.1.p, Aqcoe7G255500.1.p, Aqcoe4G070700.1.p, Aqcoe3G151200.2.p, Aqcoe5G140100.1.p, Aqcoe3G151200.1.p, Aqcoe4G244300.1.p, Aqcoe3G180600.1.p, Aqcoe7G102500.1.p, Aqcoe7G102500.2.p, Aqcoe5G345200.2.p, Aqcoe5G345200.1.p
OG0006861	Bevul.3G124700.1.p	Aqcoe2G249600.4.p, Aqcoe2G249600.6.p, Aqcoe2G249600.1.p, Aqcoe2G249600.3.p, Aqcoe2G249600.2.p, Aqcoe2G249600.5.p
OG0006862	Bevul.3G065600.1.p	Aqcoe2G419400.2.p, Aqcoe2G419400.1.p
OG0006863	Bevul.3G150300.1.p	Aqcoe2G319400.1.p
OG0006864	Bevul.7G075800.1.p	Aqcoe2G331500.1.p
OG0006865	Bevul.3G231600.1.p	Aqcoe2G404800.1.p
OG0006866	Bevul.6G078700.1.p	Aqcoe1G074100.1.p, Aqcoe2G122800.1.p, Aqcoe2G122800.2.p
OG0006867	Bevul.2G193900.1.p	Aqcoe2G023600.1.p, Aqcoe2G023700.1.p
OG0006868	Bevul.4G168300.1.p	Aqcoe2G266200.1.p, Aqcoe2G266200.2.p
OG0006869	Bevul.7G042900.1.p	Aqcoe2G161300.1.p, Aqcoe2G248800.1.p
OG0006870	Bevul.2G170300.1.p	Aqcoe2G102800.1.p
OG0006871	Bevul.2G105300.1.p, Bevul.2G105300.2.p, Bevul.2G105300.3.p	Aqcoe2G176900.1.p
OG0006872	Bevul.3G230500.1.p	Aqcoe2G423400.1.p
OG0006873	Bevul.2G116600.1.p	Aqcoe2G203600.1.p, Aqcoe2G203600.2.p
OG0006874	Bevul.3G102700.1.p	Aqcoe2G014900.1.p
OG0006875	Bevul.7G098400.1.p, Bevul.7G098400.2.p	Aqcoe2G292100.1.p
OG0006876	Bevul.3G203900.1.p	Aqcoe2G032500.1.p
OG0006877	Bevul.7G206600.1.p	Aqcoe2G149800.1.p, Aqcoe1G461900.1.p
OG0006878	Bevul.6G246600.1.p	Aqcoe2G121600.1.p
OG0006879	Bevul.5G108300.1.p	Aqcoe3G170400.1.p, Aqcoe2G135200.1.p, Aqcoe6G123200.1.p, Aqcoe3G175800.1.p
OG0006880	Bevul.5G012800.1.p, Bevul.5G058400.1.p	Aqcoe2G116400.1.p
OG0006881	Bevul.3G130300.1.p	Aqcoe2G431800.1.p
OG0006882	Bevul.5G113900.1.p	Aqcoe2G070200.1.p
OG0006883	Bevul.5G239600.1.p	Aqcoe2G355500.1.p
OG0006884	Bevul.8G148200.1.p	Aqcoe2G412800.1.p, Aqcoe2G412800.2.p, Aqcoe2G414200.1.p, Aqcoe1081s0001.1.p, Aqcoe2G414200.2.p
OG0006885	Bevul.7G177600.1.p	Aqcoe2G113100.2.p, Aqcoe2G113100.1.p, Aqcoe1G435800.1.p
OG0006886	Bevul.6G050000.1.p	Aqcoe2G213700.1.p
OG0006887	Bevul.9G054200.1.p	Aqcoe2G144900.1.p, Aqcoe2G144900.2.p
OG0006889	Bevul.3G007800.1.p	Aqcoe2G377300.1.p, Aqcoe2G377300.2.p, Aqcoe1G120000.1.p, Aqcoe1G120000.2.p
OG0006890	Bevul.8G075400.1.p	Aqcoe2G186900.1.p, Aqcoe6G140700.2.p, Aqcoe6G140700.4.p, Aqcoe6G140700.1.p, Aqcoe6G140700.3.p
OG0006891	Bevul.4G212900.1.p	Aqcoe2G432900.1.p, Aqcoe2G432900.2.p
OG0006892	Bevul.8G176100.1.p	Aqcoe7G387800.1.p
OG0006892	Bevul.5G128000.1.p, Bevul.5G129400.1.p, Bevul.4G039400.1.p	Aqcoe2G189900.1.p
OG0006893	Bevul.2G046100.1.p	Aqcoe2G035200.3.p, Aqcoe2G035200.1.p, Aqcoe2G035200.4.p, Aqcoe2G035200.2.p
OG0006894	Bevul.4G199000.1.p	Aqcoe2G396600.3.p, Aqcoe2G396600.2.p, Aqcoe2G396600.1.p
OG0006895	Bevul.2G108200.1.p, Bevul.2G107700.1.p	Aqcoe2G172600.1.p
OG0006896	Bevul.5G254200.1.p	Aqcoe2G275800.1.p, Aqcoe2G275800.2.p
OG0006897	Bevul.7G063800.1.p	Aqcoe1G354600.2.p, Aqcoe1G354600.1.p, Aqcoe2G215300.3.p, Aqcoe2G215300.1.p, Aqcoe2G215300.2.p
OG0006898	Bevul.2G045700.1.p	Aqcoe2G392900.4.p, Aqcoe2G392900.3.p, Aqcoe2G392900.2.p, Aqcoe2G392900.1.p
OG0006899	Bevul.8G178700.1.p	Aqcoe2G155100.1.p, Aqcoe6G238900.1.p
OG0006900	Bevul.2G012100.3.p, Bevul.2G012100.2.p, Bevul.2G012100.1.p	Aqcoe2G400700.1.p
OG0006902	Bevul.3G058000.1.p, Bevul.3G058100.1.p	Aqcoe1G228700.1.p, Aqcoe1G228700.2.p, Aqcoe4G174100.1.p
OG0006902	Bevul.9G088700.1.p	Aqcoe3G056300.1.p
OG0006903	Bevul.3G141400.1.p	Aqcoe1G293100.2.p, Aqcoe1G293100.1.p, Aqcoe2G338500.1.p, Aqcoe2G338500.2.p
OG0006904	Bevul.3G176900.1.p	Aqcoe2G052500.1.p
OG0006905	Bevul.6G112900.1.p	Aqcoe2G221300.1.p, Aqcoe7G104600.1.p, Aqcoe7G104600.2.p, Aqcoe7G104600.3.p, Aqcoe5G358800.1.p, Aqcoe2G221300.2.p, Aqcoe6G309200.1.p
OG0006906	Bevul.3G153800.1.p	Aqcoe2G103400.1.p
OG0006907	Bevul.7G178000.1.p	Aqcoe2G112400.1.p
OG0006908	Bevul.2G205500.1.p	Aqcoe2G297500.1.p
OG0006910	Bevul.3G109700.1.p	Aqcoe1G360700.1.p, Aqcoe2G114200.3.p, Aqcoe2G114200.2.p, Aqcoe2G114200.1.p
OG0006911	Bevul.3G099000.1.p	Aqcoe2G429800.2.p, Aqcoe2G429800.1.p
OG0006912	Bevul.9G022300.1.p, Bevul.9G022300.2.p	Aqcoe2G389300.1.p
OG0006913	Bevul.2G228000.4.p, Bevul.2G228000.6.p, Bevul.2G228000.1.p, Bevul.2G228000.7.p, Bevul.2G228000.5.p, Bevul.2G228000.3.p, Bevul.2G228000.2.p	Aqcoe2G230800.1.p, Aqcoe2G230800.2.p
OG0006914	Bevul.5G228100.1.p	Aqcoe2G425800.3.p, Aqcoe2G425800.2.p, Aqcoe2G425800.1.p, Aqcoe2G425800.4.p
OG0006915	Bevul.2G041600.1.p	Aqcoe2G041400.1.p, Aqcoe2G041400.2.p
OG0006916	Bevul.1G203400.1.p	Aqcoe2G222900.1.p, Aqcoe2G222900.2.p
OG0006917	Bevul.3G235500.1.p, Bevul.4G128400.1.p	Aqcoe2G399200.1.p, Aqcoe2G399200.2.p
OG0006918	Bevul.3G124100.1.p	Aqcoe2G246700.1.p, Aqcoe2G246700.2.p
OG0006919	Bevul.2G244300.1.p	Aqcoe5G446200.1.p, Aqcoe5G446100.1.p, Aqcoe3G301400.2.p, Aqcoe3G301400.1.p, Aqcoe5G445900.1.p, Aqcoe2G251600.1.p
OG0006920	Bevul.9G006000.2.p, Bevul.9G006000.1.p	Aqcoe2G005800.1.p, Aqcoe5G310800.1.p
OG0006921	Bevul.1G210300.1.p, Bevul.1G210100.1.p	Aqcoe2G322300.2.p, Aqcoe2G322300.1.p
OG0006922	Bevul.9G226200.1.p	Aqcoe2G289700.1.p, Aqcoe7G246200.1.p
OG0006923	Bevul.4G220200.1.p	Aqcoe7G332000.3.p, Aqcoe7G332000.2.p, Aqcoe7G332000.1.p, Aqcoe2G051300.1.p, Aqcoe1G163700.1.p, Aqcoe7G333800.1.p, Aqcoe7G331900.1.p, Aqcoe2G051300.2.p
OG0006924	Bevul.3G031500.1.p	Aqcoe2G438400.2.p, Aqcoe2G438400.1.p
OG0006925	Bevul.7G076200.2.p, Bevul.7G076200.1.p	Aqcoe5G062900.3.p, Aqcoe5G062900.2.p, Aqcoe5G062900.1.p, Aqcoe2G327700.1.p
OG0006926	Bevul.7G125600.1.p	Aqcoe2G350200.1.p
OG0006927	Bevul.7G200400.1.p	Aqcoe2G227800.2.p, Aqcoe2G227800.1.p
OG0006928	Bevul.3G235300.1.p	Aqcoe2G398000.1.p, Aqcoe0088s0004.1.p
OG0006929	Bevul.7G039900.1.p, Bevul.7G039900.2.p, Bevul.7G039900.3.p	Aqcoe1G118000.1.p, Aqcoe2G163200.1.p
OG0006930	Bevul.3G152500.1.p	Aqcoe2G203000.1.p
OG0006931	Bevul.4G225800.1.p, Bevul.4G223200.1.p	Aqcoe2G039700.1.p
OG0006932	Bevul.3G218200.1.p, Bevul.3G218500.1.p, Bevul.3G218600.1.p, Bevul.3G217800.1.p, Bevul.3G215500.1.p, Bevul.3G100500.1.p	Aqcoe2G049400.1.p, Aqcoe3G431500.1.p
OG0006933	Bevul.3G203000.1.p	Aqcoe2G029300.1.p
OG0006934	Bevul.1G190700.1.p	Aqcoe2G049600.1.p
OG0006935	Bevul.7G000300.2.p	Aqcoe2G073600.1.p
OG0006936	Bevul.4G180400.1.p	Aqcoe6G033500.1.p, Aqcoe6G033500.2.p
OG0006938	Bevul.9G151500.1.p	Aqcoe6G164200.1.p, Aqcoe5G113800.1.p
OG0006939	Bevul.9G152400.1.p, Bevul.9G152400.2.p, Bevul.9G152300.1.p, Bevul.9G152100.1.p, Bevul.9G152200.1.p	Aqcoe6G163400.1.p
OG0006940	Bevul.6G017400.1.p	Aqcoe6G317700.2.p, Aqcoe6G317700.1.p, Aqcoe6G315800.1.p
OG0006941	Bevul.7G214300.1.p	Aqcoe6G086700.1.p, Aqcoe7G135300.1.p, Aqcoe6G003700.1.p
OG0006942	Bevul.6G226300.1.p	Aqcoe6G066800.1.p
OG0006943	Bevul.3G178200.1.p	Aqcoe6G150600.1.p, Aqcoe6G150600.2.p
OG0006944	Bevul.6G017600.1.p	Aqcoe6G316600.2.p, Aqcoe6G316600.1.p
OG0006945	Bevul.1G154200.1.p	Aqcoe6G124100.1.p
OG0006947	Bevul.4G198800.1.p	Aqcoe6G258400.1.p, Aqcoe6G258400.3.p, Aqcoe6G258400.2.p
OG0006948	Bevul.1G020400.1.p	Aqcoe6G139900.1.p
OG0006949	Bevul.3G013100.1.p	Aqcoe6G190400.1.p, Aqcoe6G190400.2.p, Aqcoe6G190500.1.p
OG0006950	Bevul.9G129300.1.p, Bevul.9G129200.1.p	Aqcoe6G230100.1.p, Aqcoe6G230000.1.p
OG0006951	Bevul.9G233600.1.p	Aqcoe6G305200.2.p, Aqcoe6G305200.1.p
OG0006952	Bevul.1G053600.1.p	Aqcoe6G119400.1.p
OG0006953	Bevul.1G209400.1.p	Aqcoe6G016200.2.p, Aqcoe6G016200.1.p, Aqcoe6G016200.3.p
OG0006954	Bevul.1G087700.1.p	Aqcoe6G031800.1.p
OG0006955	Bevul.9G222100.1.p	Aqcoe6G161300.1.p, Aqcoe6G161300.2.p
OG0006956	Bevul.1G069100.1.p	Aqcoe6G044900.1.p, Aqcoe6G044900.2.p
OG0006957	Bevul.5G140100.1.p	Aqcoe6G288100.1.p, Aqcoe1G139800.1.p
OG0006958	Bevul.4G135400.1.p	Aqcoe6G093400.1.p
OG0006959	Bevul.5G106400.1.p	Aqcoe6G117300.3.p, Aqcoe6G117300.1.p, Aqcoe6G117300.2.p
OG0006960	Bevul.6G085900.1.p	Aqcoe5G196300.1.p, Aqcoe6G114800.1.p
OG0006961	Bevul.9G171600.1.p	Aqcoe6G117500.1.p, Aqcoe5G194000.1.p
OG0006962	Bevul.9G216800.1.p, Bevul.9G216800.2.p	Aqcoe6G069200.2.p, Aqcoe6G069200.1.p
OG0006963	Bevul.5G234000.1.p	Aqcoe5G104800.1.p, Aqcoe6G288900.1.p
OG0006964	Bevul.5G244500.1.p, Bevul.5G244400.1.p	Aqcoe6G003100.1.p
OG0006965	Bevul.6G101300.1.p	Aqcoe6G047700.1.p
OG0006966	Bevul.2G152400.1.p, Bevul.2G152400.3.p, Bevul.2G152400.2.p, Bevul.2G152400.4.p	Aqcoe6G106500.1.p
OG0006967	Bevul.1G055900.1.p	Aqcoe6G111400.1.p, Aqcoe6G111400.2.p
OG0006968	Bevul.9G152700.1.p	Aqcoe6G321300.1.p
OG0006970	Bevul.8G111900.1.p	Aqcoe5G103600.2.p, Aqcoe5G103600.1.p, Aqcoe6G285400.1.p
OG0006971	Bevul.1G170400.1.p	Aqcoe6G089500.1.p, Aqcoe6G089500.2.p
OG0006972	Bevul.4G187400.1.p	Aqcoe6G010600.1.p, Aqcoe6G010600.2.p
OG0006973	Bevul.8G113500.1.p	Aqcoe6G290200.1.p
OG0006974	Bevul.1G009600.1.p	Aqcoe6G269900.1.p
OG0006975	Bevul.9G165800.4.p, Bevul.9G165800.2.p, Bevul.9G165800.3.p, Bevul.9G165800.1.p	Aqcoe6G132400.3.p, Aqcoe6G132400.2.p, Aqcoe6G132400.1.p
OG0006976	Bevul.6G078000.1.p	Aqcoe6G325300.1.p
OG0006978	Bevul.6G012800.1.p	Aqcoe6G289700.1.p, Aqcoe6G284000.1.p, Aqcoe6G284000.2.p, Aqcoe5G100600.2.p, Aqcoe5G100600.1.p
OG0006979	Bevul.4G155400.1.p	Aqcoe6G047800.2.p, Aqcoe6G047800.1.p
OG0006981	Bevul.6G064800.1.p	Aqcoe6G150200.2.p, Aqcoe6G150200.1.p
OG0006983	Bevul.2G042500.1.p	Aqcoe6G109200.3.p, Aqcoe6G109200.1.p, Aqcoe6G109200.2.p, Aqcoe7G443200.1.p
OG0006984	Bevul.1G005400.1.p	Aqcoe6G292900.1.p
OG0006985	Bevul.6G160300.1.p	Aqcoe6G001700.2.p, Aqcoe6G001700.1.p
OG0006986	Bevul.5G161900.1.p	Aqcoe6G063000.1.p
OG0006987	Bevul.8G207600.1.p	Aqcoe6G179800.2.p, Aqcoe6G179800.1.p, Aqcoe6G179500.1.p, Aqcoe6G179500.2.p
OG0006988	Bevul.9G146400.1.p, Bevul.9G146400.2.p	Aqcoe6G083700.3.p, Aqcoe6G083700.1.p, Aqcoe6G083700.2.p
OG0006989	Bevul.4G140500.1.p	Aqcoe6G266800.1.p, Aqcoe5G055600.1.p
OG0006990	Bevul.2G175500.1.p	Aqcoe6G203800.1.p
OG0006991	Bevul.4G078200.1.p	Aqcoe6G012900.1.p, Aqcoe7G382000.1.p
OG0006992	Bevul.6G022000.1.p	Aqcoe6G123900.1.p, Aqcoe6G123900.2.p
OG0006993	Bevul.1G061500.1.p	Aqcoe6G056000.2.p, Aqcoe6G056000.1.p
OG0006994	Bevul.3G211400.1.p	Aqcoe6G148200.1.p, Aqcoe6G148200.2.p, Aqcoe6G148200.3.p
OG0006995	Bevul.9G217300.1.p	Aqcoe6G067800.2.p, Aqcoe6G067800.1.p
OG0006996	Bevul.9G211500.1.p	Aqcoe5G168000.1.p
OG0006997	Bevul.3G060400.1.p	Aqcoe6G216600.1.p, Aqcoe6G216600.2.p
OG0006998	Bevul.6G067000.1.p	Aqcoe6G081100.1.p, Aqcoe6G081100.2.p
OG0006999	Bevul.4G183300.1.p	Aqcoe6G024600.1.p, Aqcoe6G024600.2.p
OG0007000	Bevul.3G021800.1.p	Aqcoe6G171300.3.p, Aqcoe6G171300.4.p, Aqcoe6G171300.1.p, Aqcoe6G171300.2.p
