Orthogroup	B_vulgaris.proteins	A_thaliana.proteins
OG0005539	Bevul.1G131100.1.p	AT5G11750.1, AT5G11750.2, AT4G11630.1, AT1G24240.2, AT1G24240.1
OG0005540	Bevul.8G166000.1.p	AT1G60430.1, AT1G60430.3, AT1G60430.2, AT1G60430.4
OG0005541	Bevul.7G063200.1.p	AT5G10800.1, AT5G10800.3, AT5G10800.2, AT5G25060.1
OG0005542	Bevul.9G187500.1.p	AT2G12462.1
OG0005543	Bevul.2G021100.1.p, Bevul.2G020900.1.p	AT5G25450.2, AT5G25450.3, AT5G25450.1, AT4G32470.2, AT4G32470.1
OG0005544	Bevul.8G146400.1.p	AT5G20810.1, AT5G20810.2, AT3G43120.1
OG0005545	Bevul.8G188700.1.p	AT4G13400.1, AT4G13400.2
OG0005546	Bevul.6G042700.1.p	AT3G56510.1, AT3G56510.3, AT3G56510.4, AT3G56510.2, AT3G56510.5
OG0005547	Bevul.2G224800.2.p, Bevul.2G224800.1.p	AT4G23330.3, AT4G23330.2, AT4G23330.4, AT4G23330.1
OG0005549	Bevul.9G214700.2.p, Bevul.9G214700.7.p, Bevul.9G214700.3.p, Bevul.9G214700.8.p, Bevul.9G214700.1.p, Bevul.9G214700.5.p, Bevul.9G214700.4.p, Bevul.9G214700.6.p	AT3G16290.1
OG0005550	Bevul.8G208800.1.p	AT3G10700.1, AT3G10700.2, AT3G10700.3
OG0005551	Bevul.1G133300.1.p	AT2G45260.1
OG0005552	Bevul.2G129400.2.p, Bevul.2G129400.1.p	AT2G24430.2, AT2G24430.1
OG0005553	Bevul.3G187900.1.p	AT2G42280.2, AT2G42280.3, AT2G42280.1
OG0005554	Bevul.9G202200.2.p, Bevul.9G202200.1.p, Bevul.9G202200.3.p	AT1G80420.4, AT1G80420.1, AT1G80420.2, AT1G80420.5, AT1G80420.3
OG0005555	Bevul.8G157800.1.p	AT5G57770.2, AT5G57770.1
OG0005556	Bevul.4G033900.1.p	AT4G11160.3, AT4G11160.1, AT4G11160.2
OG0005557	Bevul.5G233900.1.p	AT3G54540.2, AT3G54540.1
OG0005558	Bevul.5G001300.1.p	AT2G35720.1
OG0005559	Bevul.5G163900.1.p	AT5G61930.2, AT5G61930.1
OG0005560	Bevul.8G155300.1.p	AT2G23950.1, AT2G23950.2, AT4G30520.1
OG0005562	Bevul.1G176200.1.p	AT4G20960.1
OG0005563	Bevul.7G218700.1.p	AT5G07590.4, AT5G07590.2, AT5G07590.3, AT5G07590.1
OG0005564	Bevul.2G131900.2.p, Bevul.2G131900.3.p, Bevul.2G131900.1.p	AT4G31420.1, AT4G31420.2, AT2G24500.1
OG0005565	Bevul.9G209300.1.p, Bevul.9G209300.2.p	AT1G79810.2, AT1G79810.1
OG0005566	Bevul.3G075700.1.p, Bevul.5G035800.1.p	AT4G23030.1
OG0005567	Bevul.8G193300.1.p	AT4G13250.2, AT4G13250.1
OG0005568	Bevul.2G118800.1.p	AT5G58100.2, AT5G58100.1
OG0005569	Bevul.7G167500.1.p	AT1G17410.3, AT1G17410.1, AT1G17410.2
OG0005570	Bevul.7G224900.1.p, Bevul.3G048200.1.p	AT3G60880.2, AT3G60880.1, AT2G45440.1
OG0005571	Bevul.7G152000.1.p	AT3G20270.5, AT3G20270.2, AT3G20270.6, AT3G20270.4, AT3G20270.1, AT3G20270.3
OG0005572	Bevul.2G005000.2.p, Bevul.2G005000.3.p, Bevul.2G005000.1.p, Bevul.2G005000.4.p	AT5G24970.2, AT5G24970.3, AT5G24970.1
OG0005573	Bevul.8G149000.1.p	AT4G33150.1, AT4G33150.4, AT4G33150.2
OG0005574	Bevul.1G165700.1.p	AT3G61250.1
OG0005575	Bevul.2G135000.3.p, Bevul.2G135000.4.p, Bevul.2G135000.2.p, Bevul.2G135000.1.p	AT2G26330.1
OG0005576	Bevul.5G073300.1.p	AT4G16820.1
OG0005577	Bevul.5G017300.1.p	AT4G23860.2, AT4G23860.3, AT4G23860.1, AT4G23860.4
OG0005578	Bevul.2G127900.1.p	AT4G31320.1, AT2G24400.1
OG0005579	Bevul.3G203400.1.p	AT3G57170.2, AT3G57170.1
OG0005580	Bevul.8G057800.1.p	AT1G61850.2, AT1G61850.1
OG0005581	Bevul.8G139300.1.p	AT2G06040.1
OG0005582	Bevul.3G043500.1.p	AT5G53220.1, AT5G53220.3, AT5G53220.7, AT5G53220.6, AT5G53220.4, AT5G53220.2, AT5G53220.5
OG0005583	Bevul.7G152300.1.p, Bevul.2G130000.1.p	AT1G16810.1, AT1G16810.3, AT1G16810.2
OG0005584	Bevul.3G068200.1.p	AT5G23870.4, AT5G23870.1, AT5G23870.3, AT5G23870.2
OG0005585	Bevul.5G036300.1.p	AT4G11790.1
OG0005586	Bevul.2G161300.1.p	AT4G32770.1
OG0005588	Bevul.9G228800.5.p, Bevul.9G228800.4.p, Bevul.9G228800.2.p, Bevul.9G228800.1.p, Bevul.9G228800.3.p, Bevul.9G203700.2.p, Bevul.9G203700.1.p	AT1G50910.1, AT1G50910.2
OG0005589	Bevul.2G024100.2.p, Bevul.2G024100.1.p	AT5G11260.2, AT5G11260.1
OG0005590	Bevul.3G209400.1.p	AT2G41190.2, AT2G41190.1
OG0005591	Bevul.2G012000.2.p, Bevul.2G012000.1.p	AT4G31830.1
OG0005592	Bevul.7G160400.1.p	AT1G53750.1
OG0005593	Bevul.5G066600.1.p	AT4G17360.3, AT4G17360.2, AT4G17360.1, AT5G47435.2, AT5G47435.1
OG0005594	Bevul.2G157100.1.p, Bevul.2G157100.2.p	AT5G11630.1, AT5G11630.3, AT5G11630.2
OG0005595	Bevul.7G152800.1.p	AT2G03070.1
OG0005596	Bevul.5G042600.1.p	AT1G12420.1, AT1G12420.2
OG0005597	Bevul.8G214100.1.p	AT2G24765.1, AT2G24765.2
OG0005598	Bevul.5G001500.1.p	AT2G35710.4, AT2G35710.3, AT2G35710.1, AT4G16600.1, AT2G35710.2
OG0005599	Bevul.5G012900.1.p	AT4G10840.2, AT4G10840.1
OG0005600	Bevul.2G206200.1.p	AT2G01300.1, AT1G15010.1
OG0005601	Bevul.5G065700.1.p	AT4G16650.1, AT4G16650.2
OG0005602	Bevul.1G125100.1.p	AT2G45480.2, AT2G45480.3, AT2G45480.1
OG0005603	Bevul.8G186300.1.p	AT2G03500.1
OG0005604	Bevul.2G126300.1.p, Bevul.2G126300.2.p	AT4G31240.2, AT4G31240.1
OG0005605	Bevul.9G107800.1.p	AT3G21270.1, AT1G51700.1
OG0005606	Bevul.8G140200.1.p	AT2G06005.4, AT2G06005.6, AT2G06005.5, AT2G06005.3, AT2G06005.2, AT2G06005.1, AT5G20580.1, AT5G20580.2
OG0005607	Bevul.2G019700.1.p	AT5G11350.3, AT5G11350.2, AT5G11350.1, AT5G11350.4, AT5G11350.5
OG0005608	Bevul.8G124600.1.p	AT1G08840.1, AT1G08840.5, AT1G08840.2, AT1G08840.3, AT1G08840.4
OG0005609	Bevul.2G007800.1.p	AT3G16260.1, AT3G16260.2, AT3G16260.3, AT1G52160.1
OG0005611	Bevul.1G069700.1.p, Bevul.4G238000.1.p, Bevul.4G236900.1.p	AT3G13230.1, AT3G13230.2
OG0005613	Bevul.1G036800.1.p	AT3G10370.1
OG0005614	Bevul.5G050800.1.p	AT5G05610.1, AT5G05610.2
OG0005615	Bevul.1G149700.1.p	AT3G10380.1, AT3G10380.2
OG0005616	Bevul.9G058800.1.p, Bevul.9G058800.2.p	AT3G45620.2, AT3G45620.1
OG0005617	Bevul.3G016800.1.p	AT5G48030.1
OG0005618	Bevul.4G002800.1.p	AT5G56020.2, AT5G56020.1, AT4G26550.1, AT4G26550.2
OG0005619	Bevul.9G020600.1.p, Bevul.9G020700.1.p	AT1G06570.1, AT1G06570.2
OG0005620	Bevul.7G215200.1.p	AT3G45830.1
OG0005621	Bevul.3G213500.1.p	AT2G40970.1
OG0005623	Bevul.8G095700.1.p	AT2G34680.1, AT2G34680.2
OG0005624	Bevul.3G132500.1.p	AT3G23580.1
OG0005625	Bevul.7G003800.1.p	AT1G61670.1, AT1G61670.2
OG0005626	Bevul.5G133500.1.p	AT3G53720.2, AT3G53720.1
OG0005629	Bevul.2G232600.1.p	AT3G55440.1
OG0005630	Bevul.7G017200.1.p	AT3G11630.1, AT5G06290.1
OG0005631	Bevul.4G007100.1.p	AT5G55760.1
OG0005632	Bevul.8G002800.1.p	AT4G21540.3, AT4G21540.1, AT4G21540.2, AT4G21534.1, AT4G21534.2
OG0005633	Bevul.7G190400.1.p	AT5G58720.3, AT5G58720.2, AT5G58720.1
OG0005634	Bevul.9G049300.1.p	AT5G60690.1
OG0005635	Bevul.9G033400.1.p, Bevul.3G118200.1.p	AT1G55900.2, AT1G55900.1
OG0005636	Bevul.7G011300.1.p	AT3G08860.2, AT3G08860.1, AT2G38400.2, AT2G38400.1
OG0005637	Bevul.9G172500.1.p	AT4G34430.4, AT4G34430.2, AT4G34430.1, AT4G34430.3
OG0005638	Bevul.4G247700.1.p	AT1G55320.1, AT1G55320.2
OG0005639	Bevul.7G194800.1.p, Bevul.7G194900.1.p	AT3G47000.1, AT3G47050.1, AT3G47010.2, AT3G47010.1, AT3G47040.1, AT3G47040.4
OG0005640	Bevul.8G045000.1.p	AT1G62420.1, AT1G12030.1
OG0005641	Bevul.9G071200.1.p	AT4G28250.2, AT4G28250.3, AT4G28250.4, AT4G28250.1, AT2G20750.2, AT2G20750.1
OG0005643	Bevul.5G132700.1.p	AT2G41050.3, AT2G41050.1, AT2G41050.2, AT2G41050.4, AT2G41050.5, AT4G20100.1
OG0005644	Bevul.9G187700.3.p, Bevul.9G187700.2.p, Bevul.9G187700.1.p	AT1G16540.2, AT1G16540.1, AT1G16540.3
OG0005645	Bevul.1G019500.1.p, Bevul.3G156600.1.p	AT5G60040.1, AT5G60040.2
OG0005646	Bevul.4G241300.1.p	AT5G12920.2, AT5G12920.7, AT5G12920.8, AT5G12920.3, AT5G12920.1, AT5G12920.6, AT5G12920.5, AT5G12920.4
OG0005647	Bevul.7G132100.1.p	AT3G53250.1, AT3G53250.2, AT2G37030.1, AT5G03310.1
OG0005648	Bevul.4G170600.1.p, Bevul.4G170700.1.p, Bevul.7G067900.1.p	AT3G53680.1, AT3G53680.2, AT2G37520.1
OG0005649	Bevul.6G162800.1.p, Bevul.5G133700.1.p	AT5G02070.1, AT3G53840.1
OG0005650	Bevul.7G230100.1.p	AT2G27680.1
OG0005651	Bevul.2G244000.1.p	AT5G41970.1
OG0005651	Bevul.3G033400.1.p	AT3G49320.1, AT3G49320.2
OG0005652	Bevul.8G017800.1.p	AT5G45980.1, AT2G33880.2, AT2G33880.1
OG0005653	Bevul.2G125200.1.p	AT3G21670.1
OG0005654	Bevul.4G064000.1.p	AT5G53860.1, AT5G53860.5, AT5G53860.4, AT5G53860.2, AT5G53860.3
OG0005655	Bevul.4G098900.1.p	AT5G58330.3, AT5G58330.2, AT5G58330.1
OG0005656	Bevul.2G243100.1.p	AT2G40120.1
OG0005659	Bevul.4G011200.1.p	AT3G13070.1, AT1G55930.2, AT1G55930.1, AT4G00925.1
OG0005660	Bevul.4G053500.1.p	AT4G27390.1
OG0005661	Bevul.4G220100.1.p	AT2G26780.1, AT2G26780.2
OG0005662	Bevul.2G190700.1.p, Bevul.4G234300.1.p	AT3G21055.1, AT3G21055.2, AT1G51400.1
OG0005663	Bevul.4G217700.1.p	AT2G26920.1, AT5G12120.1
OG0005664	Bevul.4G246000.1.p	AT3G32940.1
OG0005667	Bevul.7G141700.1.p, Bevul.9G000500.1.p	AT4G21105.2, AT4G21105.1, AT4G21105.3
OG0005668	Bevul.9G080200.1.p	AT1G55546.1
OG0005668	Bevul.2G205400.1.p	AT3G13410.1
OG0005669	Bevul.5G177600.1.p	AT5G08010.1, AT5G61040.1
OG0005670	Bevul.6G153900.1.p	AT2G32990.1
OG0005671	Bevul.4G087200.1.p	AT1G36623.1, AT1G78510.1, AT1G78510.2, AT1G17050.1
OG0005674	Bevul.2G202500.1.p	AT4G26850.1, AT5G55120.1
OG0005675	Bevul.8G010300.1.p	AT1G30090.1
OG0005676	Bevul.3G205700.1.p	AT3G10180.2, AT3G10180.1
OG0005677	Bevul.2G075200.1.p	AT1G50710.1
OG0005678	Bevul.4G211600.1.p	AT3G24080.4, AT3G24080.3, AT3G24080.2, AT3G24080.1
OG0005679	Bevul.9G237400.1.p	AT3G19420.1
OG0005680	Bevul.6G175600.1.p	AT1G13020.1, AT3G26400.1
OG0005681	Bevul.6G013100.1.p	AT4G37630.2, AT4G37630.3, AT4G37630.1
OG0005682	Bevul.9G122000.1.p	AT1G20580.1
OG0005683	Bevul.9G036400.2.p, Bevul.9G036400.1.p	AT4G25330.1
OG0005684	Bevul.2G080200.1.p	AT5G63140.1
OG0005685	Bevul.1G054600.1.p	AT4G34310.3, AT4G34310.2, AT4G34310.8, AT4G34310.10, AT4G34310.6, AT4G34310.4, AT4G34310.9, AT4G34310.5, AT4G34310.7, AT4G34310.1
OG0005686	Bevul.6G157900.1.p	AT2G02560.1, AT2G02560.2
OG0005687	Bevul.9G139400.1.p	AT2G21070.2, AT2G21070.1, AT2G21070.3
OG0005688	Bevul.6G165100.1.p	AT3G26670.1, AT3G26670.2, AT3G26670.4, AT3G26670.3
OG0005689	Bevul.6G020100.1.p	AT2G18350.1
OG0005690	Bevul.3G079000.1.p	AT5G51970.2, AT5G51970.1
OG0005691	Bevul.3G011900.1.p	AT4G14410.2, AT4G14410.3, AT4G14410.1
OG0005692	Bevul.1G197000.1.p, Bevul.4G043500.1.p	AT2G27490.1, AT2G27490.2, AT2G27490.4, AT2G27490.3
OG0005695	Bevul.1G169000.1.p	AT4G24480.2, AT4G24480.1, AT4G24480.3
OG0005696	Bevul.1G189700.1.p	AT5G08620.1, AT5G08610.1, AT5G63630.1, AT5G63630.2
OG0005697	Bevul.4G147300.1.p	AT4G20350.6, AT4G20350.2, AT4G20350.3, AT4G20350.11, AT4G20350.9, AT4G20350.5, AT4G20350.1, AT4G20350.4, AT4G20350.8, AT4G20350.7, AT4G20350.10
OG0005698	Bevul.2G044200.1.p, Bevul.2G044200.2.p, Bevul.2G044200.3.p	AT3G01740.1, AT5G14290.1
OG0005699	Bevul.7G099700.1.p	AT4G14830.1, AT3G22530.1
OG0005700	Bevul.6G211300.1.p, Bevul.5G112200.1.p	AT5G14230.2, AT5G14230.1
OG0005702	Bevul.2G233600.1.p	AT2G39630.1
OG0005703	Bevul.5G085400.1.p	AT5G40840.5, AT5G40840.6, AT5G40840.3, AT5G40840.2, AT5G40840.1, AT5G40840.4
OG0005704	Bevul.3G162100.1.p	AT4G13430.1
OG0005705	Bevul.5G062400.1.p	AT1G26665.1, AT1G26665.2, AT5G41910.2, AT5G41910.1, AT5G41910.3
OG0005706	Bevul.1G214900.1.p	AT1G77800.5, AT1G77800.6, AT1G77800.4, AT1G77800.3, AT1G77800.2, AT1G77800.1, AT1G77800.7
OG0005707	Bevul.5G155900.1.p	AT3G48560.1
OG0005710	Bevul.9G015100.1.p	AT3G42860.1
OG0005710	Bevul.6G167900.1.p, Bevul.6G167200.1.p	AT5G13920.2, AT5G13920.1, AT1G54930.1, AT1G54930.2
OG0005711	Bevul.6G207700.1.p	AT5G11860.3, AT5G11860.4, AT5G11860.1, AT5G11860.5, AT5G11860.2
OG0005712	Bevul.1G196100.1.p, Bevul.3G033500.1.p	AT2G46620.1
OG0005713	Bevul.6G105100.1.p	AT1G78690.5, AT1G78690.4, AT1G78690.3, AT1G78690.1, AT1G78690.2
OG0005714	Bevul.4G151100.1.p	AT5G27410.2
OG0005716	Bevul.5G165900.1.p	AT5G61790.1, AT5G07340.2, AT5G07340.1
OG0005717	Bevul.1G049400.1.p	AT1G20930.1, AT1G76540.1
OG0005718	Bevul.6G069600.1.p	AT4G39870.1, AT4G39870.2
OG0005719	Bevul.5G020600.1.p	AT5G41790.2, AT5G41790.1, AT1G64330.1
OG0005720	Bevul.3G125900.1.p, Bevul.8G027300.1.p	AT4G10430.3, AT4G10430.1, AT1G33230.2, AT1G33230.1
OG0005722	Bevul.4G220800.1.p	AT2G48010.1
OG0005723	Bevul.6G151800.1.p	AT1G11050.1
OG0005724	Bevul.7G115700.1.p	AT5G43940.1, AT5G43940.2
OG0005725	Bevul.9G051800.1.p	AT2G28450.2, AT2G28450.1
OG0005726	Bevul.6G002100.1.p	AT4G36980.4, AT4G36980.3, AT4G36980.1, AT4G36980.2
OG0005727	Bevul.5G047600.1.p	AT2G35610.1
OG0005728	Bevul.3G161300.1.p	AT3G06810.1
OG0005729	Bevul.6G084500.1.p	AT5G65770.3, AT5G65770.1, AT5G65780.2, AT5G65770.2
OG0005731	Bevul.1G109700.1.p	AT5G10940.2, AT5G10940.1
OG0005732	Bevul.3G060200.1.p	AT4G16180.2, AT4G16180.1
OG0005733	Bevul.9G171200.3.p, Bevul.9G171200.1.p, Bevul.9G171200.2.p	AT4G39300.1, AT4G39300.2
OG0005734	Bevul.1G137300.1.p	AT4G00050.3, AT4G00050.1, AT4G00050.2
OG0005735	Bevul.1G006700.1.p	AT1G27750.1
OG0005736	Bevul.5G241800.1.p	AT2G30570.1
OG0005737	Bevul.4G173100.1.p	AT1G20770.2, AT1G20770.1
OG0005738	Bevul.7G109900.1.p	AT1G04010.1
OG0005739	Bevul.5G034000.1.p	AT4G11670.3, AT4G11670.2, AT4G11670.1, AT4G11670.4
OG0005740	Bevul.4G169300.1.p	AT1G09330.1
OG0005742	Bevul.2G168500.1.p	AT3G18090.1, AT3G18090.2, AT3G18090.3, AT3G23780.1, AT3G23780.2
OG0005743	Bevul.6G234700.1.p	AT1G14200.1, AT1G26800.1
OG0005744	Bevul.2G198700.1.p, Bevul.2G198700.2.p	AT5G15730.1, AT5G15730.2, AT5G15730.3
OG0005745	Bevul.2G199300.1.p	AT5G15750.1
OG0005746	Bevul.6G186900.1.p	AT1G23380.2, AT1G23380.1, AT1G70510.2, AT1G70510.1
OG0005747	Bevul.5G093300.1.p	AT1G32340.1
OG0005748	Bevul.3G125400.1.p	AT2G35340.2, AT2G35340.1, AT1G32490.1, AT1G32490.2
OG0005749	Bevul.1G145100.1.p	AT1G02145.1, AT1G02145.3, AT1G02145.4, AT1G02145.2
OG0005750	Bevul.6G185700.1.p	AT1G59990.2, AT1G59990.1
OG0005752	Bevul.1G144000.1.p	AT2G44810.2, AT2G44810.1
OG0005753	Bevul.5G084500.1.p	AT2G35330.1, AT2G35330.2, AT1G32530.1
OG0005754	Bevul.4G098500.1.p	AT5G14550.2, AT5G14550.3, AT5G14550.4, AT5G14550.1
OG0005755	Bevul.9G008400.1.p	AT5G23150.3, AT5G23150.1, AT5G23150.2, AT5G08230.1
OG0005756	Bevul.6G185400.1.p	AT1G70210.1
OG0005757	Bevul.2G217500.1.p	AT1G67260.2, AT1G67260.3, AT1G67260.1
OG0005758	Bevul.5G124900.1.p	AT3G01530.1, AT3G27810.1, AT3G27810.2, AT5G40350.1, AT5G40350.2
OG0005759	Bevul.5G106200.1.p	AT3G23640.2, AT3G23640.1, AT3G23640.3
OG0005760	Bevul.5G191900.1.p	AT1G74530.4, AT1G74530.1, AT1G74530.2, AT1G74530.3
OG0005761	Bevul.2G074500.1.p	AT3G29400.1
OG0005761	Bevul.5G177200.1.p	AT5G61010.1, AT5G61010.2
OG0005762	Bevul.6G078100.1.p	AT1G13700.3, AT1G13700.1, AT1G13700.2
OG0005763	Bevul.4G120800.1.p, Bevul.3G192800.1.p	AT1G68270.1, AT1G65880.1, AT1G65890.1, AT1G66120.1
OG0005764	Bevul.5G153000.1.p	AT5G63420.1
OG0005765	Bevul.6G123500.1.p	AT1G25520.1, AT1G68650.1
OG0005766	Bevul.6G243000.1.p	AT1G27070.1
OG0005767	Bevul.5G176800.1.p, Bevul.5G176600.1.p	AT1G74210.1, AT5G08030.2, AT5G08030.1
OG0005768	Bevul.3G093300.1.p	AT5G51290.2, AT5G51290.1
OG0005769	Bevul.5G183800.1.p	AT1G18660.2, AT1G18660.1, AT1G18660.4, AT1G18660.3
OG0005771	Bevul.5G147400.1.p	AT1G48840.1, AT3G18350.2, AT3G18350.3, AT3G18350.1
OG0005772	Bevul.5G192100.1.p	AT5G62500.1, AT3G47690.1
OG0005773	Bevul.9G008900.1.p, Bevul.9G008900.2.p, Bevul.9G008900.3.p	AT5G23110.1
OG0005774	Bevul.6G142400.1.p	AT2G01735.2, AT2G01735.1
OG0005775	Bevul.5G203500.1.p	AT3G48090.2, AT3G48090.1, AT3G48080.1
OG0005776	Bevul.5G087700.1.p	AT5G46630.1, AT5G46630.2
OG0005777	Bevul.6G234400.1.p, Bevul.5G123100.1.p, Bevul.8G097400.1.p	AT3G47510.1
OG0005778	Bevul.5G079500.1.p	AT4G17140.3, AT4G17140.2, AT4G17140.1
OG0005779	Bevul.5G205300.1.p	AT1G19020.1, AT3G48180.1
OG0005780	Bevul.5G073700.1.p	AT4G16840.1, AT2G35658.2, AT2G35658.1, AT2G35658.3
OG0005781	Bevul.4G181600.1.p	AT3G18100.1, AT3G18100.3, AT3G18100.4, AT3G18100.2
OG0005782	Bevul.5G215100.1.p	AT5G63010.1
OG0005783	Bevul.6G184000.1.p, Bevul.2G098200.1.p	AT1G10480.1
OG0005784	Bevul.2G073800.1.p	AT5G15550.1, AT5G15550.3, AT5G15550.2
OG0005785	Bevul.6G038900.1.p	AT5G14100.1
OG0005786	Bevul.2G068300.1.p, Bevul.2G068300.2.p	AT5G63050.1, AT5G63050.2
OG0005787	Bevul.3G102000.1.p	AT5G19150.2, AT5G19150.1
OG0005788	Bevul.6G125100.1.p	AT1G68580.1, AT1G68580.4, AT1G68580.3, AT1G68580.5, AT1G68580.2
OG0005789	Bevul.3G202000.1.p	AT2G41500.1, AT2G41500.2, AT2G05720.1
OG0005790	Bevul.9G007900.3.p, Bevul.9G007900.2.p, Bevul.9G007900.4.p, Bevul.9G007900.1.p	AT1G17330.1
OG0005791	Bevul.5G205200.1.p, Bevul.7G149000.1.p, Bevul.5G205100.1.p	AT3G48170.1, AT1G74920.2, AT1G74920.1
OG0005792	Bevul.8G105000.1.p	AT1G54540.1
OG0005792	Bevul.4G118500.1.p	AT1G65690.1, AT5G36970.1
OG0005793	Bevul.9G105400.1.p	AT5G40400.2, AT5G40400.1
OG0005795	Bevul.8G182200.1.p, Bevul.8G182300.1.p	AT2G26695.1, AT2G26695.2
OG0005796	Bevul.5G144500.1.p, Bevul.5G144400.1.p	AT3G18215.1, AT3G18215.2
OG0005797	Bevul.5G251100.1.p	AT3G62640.1, AT2G47480.1
OG0005798	Bevul.4G089500.1.p	AT1G78430.1, AT1G17140.2, AT1G17140.1
OG0005799	Bevul.1G138400.1.p	AT1G02065.2, AT1G02065.1
OG0005824	Bevul.3G030800.1.p, Bevul.3G030600.1.p, Bevul.3G030700.1.p	AT5G24400.1
OG0005825	Bevul.2G193400.1.p, Bevul.2G193400.2.p, Bevul.2G193400.3.p	AT5G13780.1
OG0005826	Bevul.5G259400.1.p	AT3G62450.1
OG0005827	Bevul.4G171800.1.p	AT5G26760.1, AT5G26760.2
OG0005828	Bevul.4G237200.1.p, Bevul.4G238200.1.p	AT4G14700.1, AT4G12620.1
OG0005829	Bevul.4G155200.1.p, Bevul.4G155100.1.p	AT1G08990.1, AT1G54940.1
OG0005830	Bevul.2G242900.1.p, Bevul.2G242900.2.p	AT3G55960.1
OG0005831	Bevul.7G064500.1.p, Bevul.7G064500.3.p, Bevul.7G064500.2.p	AT5G02830.1
OG0005832	Bevul.6G229500.1.p, Bevul.7G221400.1.p, Bevul.4G209100.1.p	AT5G16480.1, AT3G02800.1
OG0005834	Bevul.7G147700.1.p	AT1G04780.1
OG0005836	Bevul.9G171100.1.p	AT1G79010.1, AT1G16700.1
OG0005837	Bevul.7G026800.1.p, Bevul.7G026600.1.p	AT3G52720.4, AT3G52720.1, AT3G52720.2, AT3G52720.3
OG0005839	Bevul.7G106300.1.p	AT1G02720.1, AT1G02720.2, AT4G02130.3, AT4G02130.1, AT4G02130.2
OG0005840	Bevul.3G004800.1.p	AT2G33420.1, AT1G04470.1
OG0005841	Bevul.9G202500.2.p, Bevul.9G202500.3.p, Bevul.9G202500.8.p, Bevul.9G202500.5.p, Bevul.9G202500.7.p, Bevul.9G202500.4.p, Bevul.9G202500.6.p, Bevul.9G202500.1.p	AT3G24110.2, AT3G24110.1
OG0005842	Bevul.5G000200.1.p, Bevul.7G084800.1.p, Bevul.9G071700.1.p, Bevul.5G126600.1.p, Bevul.5G141100.1.p	ATCG00430.1
OG0005842	Bevul.5G141200.1.p	ATCG00420.1
OG0005843	Bevul.4G229000.1.p	AT5G12430.1
OG0005844	Bevul.7G025300.1.p	AT2G23930.2, AT3G14080.3, AT3G11500.1, AT3G11500.2, AT2G23930.1
OG0005845	Bevul.1G016200.1.p	AT3G07300.3, AT3G07300.1, AT3G07300.2
OG0005846	Bevul.6G105300.1.p, Bevul.9G044600.1.p	ATMG00310.1
OG0005847	Bevul.8G138900.1.p	AT3G11950.4, AT3G11950.2, AT3G11950.5, AT3G11950.1, AT3G11950.3
OG0005848	Bevul.5G015100.1.p	AT1G65420.1
OG0005850	Bevul.9G239100.1.p	AT3G58140.1
OG0005851	Bevul.2G038100.1.p	AT5G06990.1
OG0005851	Bevul.6G103700.1.p	AT4G39610.1, AT2G21990.1
OG0005852	Bevul.5G241300.1.p	AT3G54610.1
OG0005853	Bevul.5G104000.1.p	AT5G45620.1, AT4G19006.1
OG0005854	Bevul.4G209700.1.p	AT1G65295.1
OG0005855	Bevul.3G003100.1.p	AT2G33340.2, AT2G33340.1, AT2G33340.3, AT1G04510.1, AT1G04510.2
OG0005856	Bevul.9G070800.1.p, Bevul.3G058600.1.p, Bevul.3G058400.1.p, Bevul.3G058500.1.p	AT1G05760.2, AT1G05760.1, AT1G05770.1
OG0005857	Bevul.1G216800.1.p	AT3G09390.2, AT3G09390.1, AT5G02380.1
OG0005858	Bevul.4G128100.1.p	AT2G32760.3, AT2G32760.2, AT2G32760.1
OG0005859	Bevul.9G141300.1.p, Bevul.9G141300.3.p, Bevul.9G141300.2.p	AT4G38760.1
OG0005860	Bevul.9G013500.2.p, Bevul.9G013500.1.p, Bevul.9G013500.3.p	AT2G10550.1, AT3G18630.1
OG0005861	Bevul.5G048700.1.p	AT3G62040.1
OG0005862	Bevul.7G202700.1.p	AT2G29090.4, AT2G29090.1, AT2G29090.2, AT2G29090.3
OG0005863	Bevul.4G221900.1.p	AT5G12200.1
OG0005865	Bevul.5G097600.1.p	AT1G32190.1
OG0005866	Bevul.6G119000.1.p	AT2G39080.1
OG0005867	Bevul.9G216600.3.p, Bevul.9G216600.5.p, Bevul.9G216600.1.p, Bevul.9G216600.4.p, Bevul.9G216600.2.p	AT5G02710.2, AT5G02710.1, AT5G02710.3
OG0005868	Bevul.3G001900.1.p, Bevul.3G004400.1.p	AT3G23530.1, AT3G23510.1
OG0005869	Bevul.3G129000.1.p	AT1G48110.2, AT1G48110.1
OG0005871	Bevul.3G126700.1.p	AT1G48240.2, AT1G48240.1, AT3G17440.1, AT3G17440.2
OG0005872	Bevul.5G235400.1.p	AT3G63250.1, AT3G63250.3
OG0005873	Bevul.8G147000.1.p	AT1G26750.1
OG0005874	Bevul.2G038700.3.p, Bevul.2G038700.1.p, Bevul.2G038700.2.p	AT5G06970.1
OG0005875	Bevul.4G080700.1.p, Bevul.2G073300.1.p, Bevul.2G073200.1.p	AT5G16690.1, AT5G16690.2
OG0005876	Bevul.5G047200.1.p	AT4G19370.1, AT1G31720.5, AT1G31720.6, AT1G31720.2, AT1G31720.4, AT1G31720.1, AT1G31720.7, AT1G31720.3
OG0005877	Bevul.3G235000.1.p	AT4G13600.1
