Orthogroup	B_vulgaris.proteins	D_spatulata.proteins
OG0004495	Bevul.2G038600.1.p	Ds_00002706-RA
OG0004496	Bevul.9G075700.1.p	Ds_00001159-RA, Ds_00017985-RA
OG0004497	Bevul.4G238500.1.p, Bevul.4G237500.1.p	Ds_00013962-RA
OG0004498	Bevul.2G188200.1.p	Ds_00016834-RA
OG0004499	Bevul.4G092000.1.p, Bevul.3G172700.1.p	Ds_00009499-RA
OG0004500	Bevul.7G212800.1.p, Bevul.4G058500.1.p	Ds_00007510-RA
OG0004501	Bevul.9G102200.4.p, Bevul.9G102200.2.p, Bevul.9G102200.3.p, Bevul.9G102200.1.p, Bevul.9G102200.5.p	Ds_00001240-RA
OG0004502	Bevul.5G116400.1.p	Ds_00014889-RA
OG0004502	Bevul.5G116300.1.p	Ds_00014890-RA
OG0004503	Bevul.4G101000.1.p	Ds_00006040-RA
OG0004504	Bevul.5G036400.1.p	Ds_00007731-RA
OG0004505	Bevul.8G054000.1.p	Ds_00004498-RA
OG0004506	Bevul.2G237400.1.p, Bevul.2G237300.1.p	Ds_00016039-RA, Ds_00009196-RA
OG0004507	Bevul.6G105700.1.p	Ds_00016718-RA
OG0004508	Bevul.8G106500.1.p	Ds_00003274-RA, Ds_00008730-RA
OG0004509	Bevul.3G213400.1.p	Ds_00005754-RA, Ds_00005753-RA
OG0004510	Bevul.7G130500.1.p	Ds_00007439-RA
OG0004511	Bevul.6G060700.1.p	Ds_00001404-RA
OG0004512	Bevul.1G070200.1.p	Ds_00000501-RA
OG0004514	Bevul.6G093100.1.p	Ds_00011863-RA
OG0004516	Bevul.6G052500.1.p	Ds_00003625-RA
OG0004517	Bevul.3G028300.1.p	Ds_00006184-RA, Ds_00004535-RA
OG0004518	Bevul.7G170500.1.p	Ds_00002351-RA
OG0004520	Bevul.9G199800.1.p	Ds_00015453-RA
OG0004521	Bevul.1G008000.1.p	Ds_00000524-RA
OG0004522	Bevul.1G166400.1.p	Ds_00016494-RA
OG0004523	Bevul.1G181500.1.p	Ds_00008389-RA
OG0004524	Bevul.1G153900.1.p	Ds_00015593-RA
OG0004525	Bevul.6G004000.1.p	Ds_00009453-RA
OG0004526	Bevul.3G166900.1.p	Ds_00002743-RA
OG0004527	Bevul.6G166700.1.p	Ds_00001854-RA
OG0004528	Bevul.3G010900.1.p	Ds_00006444-RA
OG0004528	Bevul.4G131100.1.p	Ds_00006259-RA
OG0004529	Bevul.7G114900.1.p	Ds_00014456-RA
OG0004530	Bevul.9G118700.1.p, Bevul.9G118700.2.p	Ds_00012220-RA
OG0004530	Bevul.1G111000.1.p	Ds_00008185-RA
OG0004531	Bevul.6G202400.1.p	Ds_00010596-RA
OG0004531	Bevul.6G038000.1.p	Ds_00008070-RA
OG0004532	Bevul.7G068500.2.p, Bevul.7G068500.1.p	Ds_00007640-RA
OG0004533	Bevul.3G088000.1.p, Bevul.3G088100.1.p, Bevul.3G087900.1.p, Bevul.3G087800.1.p	Ds_00015577-RA
OG0004535	Bevul.5G241900.1.p	Ds_00014414-RA
OG0004536	Bevul.8G127800.1.p	Ds_00001618-RA
OG0004537	Bevul.7G116700.1.p	Ds_00003756-RA
OG0004538	Bevul.2G105900.3.p, Bevul.2G105900.1.p, Bevul.2G105900.2.p	Ds_00005476-RA
OG0004539	Bevul.9G143900.1.p	Ds_00013026-RA
OG0004541	Bevul.2G220800.1.p	Ds_00003741-RA, Ds_00003743-RA
OG0004542	Bevul.7G188600.1.p	Ds_00015617-RA, Ds_00003580-RA
OG0004543	Bevul.5G041600.1.p	Ds_00003450-RA
OG0004544	Bevul.6G053400.1.p, Bevul.1G026100.1.p, Bevul.3G233900.1.p	Ds_00010931-RA
OG0004545	Bevul.6G003000.1.p	Ds_00011939-RA
OG0004545	Bevul.5G048300.1.p	Ds_00007365-RA
OG0004546	Bevul.9G135500.1.p	Ds_00000055-RA, Ds_00013007-RA
OG0004548	Bevul.1G208200.1.p, Bevul.4G193500.1.p	Ds_00001540-RA
OG0004549	Bevul.5G174100.1.p	Ds_00017900-RA, Ds_00005316-RA
OG0004551	Bevul.6G043900.1.p	Ds_00007057-RA
OG0004552	Bevul.9G111600.3.p, Bevul.9G111600.2.p, Bevul.9G111600.4.p, Bevul.9G111600.1.p	Ds_00004563-RA
OG0004553	Bevul.5G217200.1.p	Ds_00003793-RA
OG0004554	Bevul.2G199400.1.p, Bevul.2G199400.2.p, Bevul.2G199400.3.p	Ds_00013502-RA
OG0004555	Bevul.5G191800.1.p	Ds_00012425-RA
OG0004556	Bevul.8G102600.1.p	Ds_00000151-RA
OG0004557	Bevul.5G147700.1.p	Ds_00016850-RA
OG0004559	Bevul.5G087100.1.p	Ds_00008106-RA
OG0004560	Bevul.9G011400.1.p	Ds_00002624-RA, Ds_00009990-RA
OG0004561	Bevul.5G214800.1.p	Ds_00003789-RA
OG0004562	Bevul.6G122900.1.p	Ds_00008596-RA
OG0004563	Bevul.8G107800.1.p	Ds_00000415-RA
OG0004564	Bevul.3G167300.1.p	Ds_00010557-RA
OG0004566	Bevul.6G123600.1.p	Ds_00008591-RA
OG0004566	Bevul.5G150000.1.p	Ds_00010609-RA
OG0004567	Bevul.4G181200.1.p, Bevul.4G181300.1.p, Bevul.4G181100.1.p	Ds_00008260-RA, Ds_00011596-RA
OG0004568	Bevul.6G046000.1.p	Ds_00008045-RA, Ds_00008044-RA
OG0004569	Bevul.5G098700.1.p	Ds_00007348-RA, Ds_00007351-RA, Ds_00000899-RA, Ds_00008281-RA, Ds_00016474-RA, Ds_00007349-RA
OG0004570	Bevul.1G042100.1.p, Bevul.3G090600.1.p	Ds_00016763-RA, Ds_00007767-RA
OG0004571	Bevul.5G215200.1.p	Ds_00003791-RA, Ds_00013802-RA
OG0004571	Bevul.5G215300.1.p	Ds_00013801-RA
OG0004572	Bevul.5G177000.1.p	Ds_00013074-RA
OG0004573	Bevul.9G177900.1.p	Ds_00001544-RA
OG0004574	Bevul.4G035600.1.p	Ds_00002216-RA, Ds_00001758-RA
OG0004575	Bevul.4G152100.1.p, Bevul.3G019200.1.p	Ds_00005576-RA
OG0004576	Bevul.5G206000.1.p	Ds_00016265-RA
OG0004577	Bevul.5G096200.1.p	Ds_00005116-RA
OG0004578	Bevul.2G217400.1.p	Ds_00008486-RA
OG0004579	Bevul.6G231100.1.p	Ds_00010549-RA
OG0004580	Bevul.4G185900.1.p	Ds_00004005-RA
OG0004581	Bevul.3G216900.1.p	Ds_00016180-RA
OG0004582	Bevul.2G204600.1.p	Ds_00013483-RA
OG0004583	Bevul.5G166600.1.p	Ds_00017355-RA
OG0004585	Bevul.2G053500.1.p	Ds_00004778-RA
OG0004586	Bevul.5G045700.1.p	Ds_00007386-RA
OG0004587	Bevul.1G019200.1.p	Ds_00009932-RA
OG0004588	Bevul.2G077900.1.p	Ds_00012737-RA
OG0004590	Bevul.2G197400.1.p	Ds_00014204-RA, Ds_00008420-RA
OG0004592	Bevul.8G105400.1.p	Ds_00016902-RA
OG0004593	Bevul.6G205200.1.p	Ds_00010771-RA
OG0004593	Bevul.6G039800.1.p	Ds_00004788-RA
OG0004594	Bevul.5G071800.1.p	Ds_00017303-RA
OG0004595	Bevul.5G095900.1.p	Ds_00013508-RA
OG0004596	Bevul.5G149600.1.p	Ds_00000156-RA
OG0004598	Bevul.2G163800.1.p, Bevul.1G073400.1.p	Ds_00016737-RA
OG0004599	Bevul.3G213100.1.p	Ds_00012660-RA
OG0004600	Bevul.2G145500.1.p, Bevul.5G101600.1.p, Bevul.7G017400.1.p	Ds_00015961-RA, Ds_00015569-RA
OG0004601	Bevul.3G181100.1.p	Ds_00002683-RA, Ds_00007614-RA
OG0004622	Bevul.3G185400.1.p	Ds_00009561-RA
OG0004623	Bevul.1G004500.1.p	Ds_00014425-RA, Ds_00015146-RA
OG0004624	Bevul.6G102600.1.p	Ds_00016204-RA
OG0004628	Bevul.5G098800.1.p	Ds_00011134-RA
OG0004629	Bevul.2G038500.1.p	Ds_00017683-RA
OG0004630	Bevul.4G085900.1.p, Bevul.4G086200.1.p	Ds_00008705-RA
OG0004634	Bevul.4G123800.1.p	Ds_00009782-RA
OG0004635	Bevul.4G137300.1.p	Ds_00006956-RA
OG0004636	Bevul.7G001000.1.p	Ds_00007879-RA
OG0004637	Bevul.4G123400.1.p	Ds_00006131-RA, Ds_00006983-RA
OG0004638	Bevul.5G253800.1.p	Ds_00002642-RA, Ds_00002641-RA, Ds_00002639-RA, Ds_00012081-RA
OG0004639	Bevul.2G032900.1.p, Bevul.8G135200.1.p	Ds_00008864-RA, Ds_00016019-RA
OG0004640	Bevul.4G025000.1.p	Ds_00012873-RA, Ds_00012874-RA, Ds_00001604-RA
OG0004641	Bevul.6G171400.1.p	Ds_00017768-RA
OG0004643	Bevul.5G235500.1.p	Ds_00004546-RA
OG0004644	Bevul.8G171900.1.p	Ds_00015354-RA
OG0004644	Bevul.5G227300.1.p	Ds_00007776-RA
OG0004645	Bevul.5G160500.1.p	Ds_00013586-RA
OG0004646	Bevul.4G199200.1.p	Ds_00003905-RA
OG0004650	Bevul.4G212200.1.p	Ds_00006685-RA
OG0004651	Bevul.1G063100.1.p	Ds_00000177-RA
OG0004652	Bevul.3G232100.1.p	Ds_00017717-RA
OG0004653	Bevul.4G225700.1.p	Ds_00013933-RA
OG0004654	Bevul.4G211100.1.p	Ds_00016815-RA, Ds_00013747-RA
OG0004655	Bevul.8G102400.1.p, Bevul.5G227900.1.p	Ds_00001504-RA, Ds_00005452-RA
OG0004656	Bevul.4G175500.1.p	Ds_00017672-RA
OG0004658	Bevul.2G077400.1.p	Ds_00012734-RA
OG0004660	Bevul.4G227700.1.p	Ds_00013936-RA
OG0004661	Bevul.5G250600.1.p	Ds_00007827-RA
OG0004663	Bevul.7G020100.2.p, Bevul.7G020100.1.p	Ds_00015795-RA
OG0004664	Bevul.9G015700.1.p	Ds_00014116-RA
OG0004665	Bevul.3G185800.1.p	Ds_00007624-RA
OG0004666	Bevul.9G228400.2.p, Bevul.9G228400.1.p, Bevul.9G228400.3.p	Ds_00014588-RA
OG0004667	Bevul.7G124200.1.p	Ds_00006564-RA, Ds_00001017-RA
OG0004669	Bevul.3G204400.1.p	Ds_00010977-RA
OG0004670	Bevul.2G148100.5.p, Bevul.2G148100.2.p, Bevul.2G148100.3.p, Bevul.2G148100.4.p, Bevul.2G148100.7.p, Bevul.2G148100.6.p, Bevul.2G148100.1.p	Ds_00005703-RA
OG0004671	Bevul.3G129300.1.p	Ds_00000388-RA, Ds_00002305-RA
OG0004672	Bevul.9G097000.1.p, Bevul.9G097000.2.p	Ds_00001220-RA
OG0004673	Bevul.9G226400.1.p	Ds_00002467-RA, Ds_00000640-RA
OG0004674	Bevul.6G095800.1.p	Ds_00008029-RA
OG0004676	Bevul.7G086900.2.p, Bevul.7G086900.1.p	Ds_00002565-RA, Ds_00016364-RA
OG0004677	Bevul.4G126800.1.p	Ds_00006972-RA
OG0004678	Bevul.2G087400.1.p, Bevul.2G087400.2.p, Bevul.2G087400.3.p, Bevul.5G206500.1.p, Bevul.2G119100.1.p, Bevul.9G142400.1.p	Ds_00012947-RA
OG0004679	Bevul.4G158000.1.p	Ds_00003883-RA
OG0004680	Bevul.4G158900.1.p	Ds_00003882-RA
OG0004681	Bevul.9G138600.1.p, Bevul.9G138600.2.p, Bevul.9G138600.4.p, Bevul.9G138600.3.p	Ds_00000042-RA
OG0004682	Bevul.3G230600.1.p	Ds_00001163-RA
OG0004683	Bevul.9G136700.4.p, Bevul.9G136700.5.p, Bevul.9G136700.2.p, Bevul.9G136700.3.p, Bevul.9G136700.1.p	Ds_00013582-RA
OG0004684	Bevul.8G021500.1.p	Ds_00003720-RA, Ds_00017215-RA, Ds_00004002-RA
OG0004685	Bevul.9G171800.1.p, Bevul.9G171800.2.p	Ds_00016516-RA
OG0004686	Bevul.9G182600.4.p, Bevul.9G182600.2.p, Bevul.9G182600.3.p, Bevul.9G182600.1.p	Ds_00014879-RA
OG0004687	Bevul.1G163000.1.p	Ds_00000129-RA
OG0004688	Bevul.8G116200.1.p	Ds_00007914-RA
OG0004689	Bevul.8G157000.1.p, Bevul.4G216800.1.p	Ds_00014950-RA
OG0004690	Bevul.1G110300.1.p	Ds_00008186-RA
OG0004691	Bevul.9G172900.1.p	Ds_00016512-RA
OG0004692	Bevul.6G222300.1.p	Ds_00006810-RA, Ds_00007686-RA
OG0004693	Bevul.9G217200.2.p, Bevul.9G217200.1.p	Ds_00010020-RA
OG0004694	Bevul.6G066700.1.p	Ds_00012842-RA
OG0004696	Bevul.3G075000.1.p	Ds_00012029-RA
OG0004697	Bevul.1G089100.1.p, Bevul.1G089000.1.p	Ds_00002267-RA
OG0004698	Bevul.6G014300.1.p	Ds_00009397-RA
OG0004699	Bevul.9G233500.1.p, Bevul.9G233500.3.p, Bevul.9G233500.2.p	Ds_00000301-RA
OG0004700	Bevul.7G132200.1.p	Ds_00001034-RA
OG0004701	Bevul.8G017200.1.p	Ds_00013913-RA, Ds_00008951-RA, Ds_00003170-RA, Ds_00014787-RA
OG0004702	Bevul.9G151300.1.p	Ds_00013350-RA
OG0004703	Bevul.9G217600.1.p	Ds_00013544-RA
OG0004705	Bevul.6G069700.1.p	Ds_00001925-RA
OG0004706	Bevul.9G153000.1.p	Ds_00008201-RA
OG0004707	Bevul.1G106600.1.p	Ds_00008170-RA
OG0004708	Bevul.6G078600.1.p	Ds_00004240-RA, Ds_00005811-RA, Ds_00004239-RA
OG0004709	Bevul.6G070700.1.p	Ds_00012834-RA
OG0004710	Bevul.2G219600.1.p	Ds_00008500-RA
OG0004710	Bevul.9G223300.1.p	Ds_00014372-RA
OG0004711	Bevul.6G028800.1.p	Ds_00014489-RA
OG0004712	Bevul.9G186600.1.p	Ds_00012192-RA
OG0004713	Bevul.9G138500.1.p	Ds_00000043-RA, Ds_00013578-RA
OG0004714	Bevul.8G155400.1.p	Ds_00016320-RA
OG0004715	Bevul.1G108700.1.p	Ds_00003506-RA
OG0004716	Bevul.6G011900.1.p	Ds_00009408-RA
OG0004717	Bevul.6G012900.1.p	Ds_00009402-RA
OG0004718	Bevul.3G114100.1.p	Ds_00003645-RA
OG0004719	Bevul.4G093800.1.p	Ds_00017587-RA
OG0004722	Bevul.4G025300.1.p	Ds_00001722-RA
OG0004724	Bevul.2G148700.1.p, Bevul.3G036400.1.p	Ds_00011311-RA
OG0004725	Bevul.4G090500.1.p	Ds_00017502-RA
OG0004726	Bevul.8G019400.1.p	Ds_00018045-RA
OG0004726	Bevul.4G069800.1.p, Bevul.7G075300.1.p	Ds_00007555-RA
OG0004727	Bevul.3G072800.1.p	Ds_00017202-RA, Ds_00005267-RA
OG0004728	Bevul.9G172300.1.p	Ds_00015151-RA
OG0004730	Bevul.9G205200.2.p, Bevul.9G205200.1.p	Ds_00010401-RA
OG0004731	Bevul.8G131300.1.p	Ds_00000115-RA
OG0004732	Bevul.4G048700.1.p	Ds_00001754-RA
OG0004733	Bevul.8G006100.1.p	Ds_00011493-RA
OG0004734	Bevul.1G207600.1.p	Ds_00005468-RA, Ds_00002901-RA
OG0004735	Bevul.2G217000.1.p, Bevul.2G159000.1.p	Ds_00006217-RA
OG0004736	Bevul.6G044200.1.p	Ds_00008036-RA
OG0004738	Bevul.8G058400.1.p	Ds_00010223-RA
OG0004739	Bevul.4G066300.1.p	Ds_00013461-RA
OG0004740	Bevul.1G118800.1.p	Ds_00008017-RA
OG0004741	Bevul.1G148400.1.p	Ds_00005812-RA
OG0004742	Bevul.4G234200.1.p, Bevul.3G053000.1.p	Ds_00016395-RA
OG0004743	Bevul.1G194700.1.p	Ds_00012522-RA
OG0004744	Bevul.3G052200.1.p	Ds_00012072-RA
OG0004744	Bevul.3G052000.1.p	Ds_00016389-RA
OG0004745	Bevul.3G075800.1.p	Ds_00012970-RA, Ds_00009971-RA
OG0004746	Bevul.2G022900.2.p, Bevul.2G022900.1.p	Ds_00002584-RA, Ds_00017706-RA
OG0004747	Bevul.2G149800.1.p, Bevul.2G149800.2.p, Bevul.2G149800.3.p, Bevul.2G149800.4.p	Ds_00008868-RA
OG0004748	Bevul.1G128800.1.p	Ds_00001634-RA
OG0004749	Bevul.5G076500.1.p	Ds_00013277-RA
OG0004750	Bevul.5G041400.1.p	Ds_00001339-RA
OG0004751	Bevul.2G178200.1.p, Bevul.2G178200.2.p	Ds_00016095-RA
OG0004752	Bevul.7G151900.1.p	Ds_00000451-RA
OG0004753	Bevul.8G161800.1.p	Ds_00009663-RA
OG0004754	Bevul.2G158600.3.p, Bevul.2G158600.2.p, Bevul.2G158600.5.p, Bevul.2G158600.4.p, Bevul.2G158600.6.p, Bevul.2G158600.1.p	Ds_00007529-RA, Ds_00007531-RA
OG0004755	Bevul.2G128500.1.p	Ds_00003414-RA
OG0004756	Bevul.4G152900.1.p	Ds_00006311-RA
OG0004757	Bevul.4G180500.1.p	Ds_00007106-RA
OG0004758	Bevul.9G190500.1.p	Ds_00002451-RA
OG0004759	Bevul.1G167600.1.p, Bevul.1G167700.1.p	Ds_00016485-RA, Ds_00004607-RA
OG0004760	Bevul.8G143900.1.p, Bevul.8G144000.1.p	Ds_00009876-RA
OG0004761	Bevul.8G198700.1.p	Ds_00000241-RA
OG0004762	Bevul.8G171400.1.p	Ds_00007237-RA
OG0004763	Bevul.9G214100.1.p	Ds_00000759-RA
OG0004764	Bevul.7G165100.1.p	Ds_00002333-RA
OG0004765	Bevul.5G037900.1.p	Ds_00001330-RA, Ds_00015229-RA
OG0004766	Bevul.8G152200.1.p	Ds_00016458-RA
OG0004767	Bevul.2G130500.1.p	Ds_00013629-RA
OG0004768	Bevul.1G186300.1.p	Ds_00002813-RA
OG0004769	Bevul.3G034400.1.p	Ds_00005629-RA
OG0004770	Bevul.9G205400.1.p	Ds_00000725-RA
OG0004771	Bevul.8G131100.1.p	Ds_00000117-RA
OG0004772	Bevul.8G141100.1.p	Ds_00013312-RA
OG0004772	Bevul.7G168300.1.p	Ds_00002344-RA
OG0004773	Bevul.3G041500.1.p	Ds_00011662-RA, Ds_00011666-RA, Ds_00012582-RA, Ds_00005656-RA
OG0004774	Bevul.4G175100.1.p	Ds_00017014-RA
OG0004775	Bevul.8G149700.1.p	Ds_00009856-RA
OG0004776	Bevul.9G052000.3.p, Bevul.9G052000.2.p, Bevul.9G052000.1.p	Ds_00005834-RA
OG0004777	Bevul.8G187800.1.p	Ds_00015064-RA, Ds_00014795-RA, Ds_00012868-RA
OG0004778	Bevul.2G111200.1.p	Ds_00000446-RA
OG0004779	Bevul.3G073900.1.p	Ds_00009957-RA
OG0004780	Bevul.8G161300.1.p, Bevul.8G161200.1.p	Ds_00011456-RA, Ds_00011459-RA
OG0004781	Bevul.9G201600.2.p, Bevul.9G201600.1.p	Ds_00000706-RA, Ds_00000707-RA
OG0004782	Bevul.3G085000.1.p	Ds_00012001-RA
OG0004782	Bevul.5G041200.1.p	Ds_00001338-RA
OG0004783	Bevul.1G033100.1.p	Ds_00005968-RA
OG0004784	Bevul.9G207600.1.p	Ds_00002412-RA
OG0004786	Bevul.9G197000.1.p	Ds_00002441-RA, Ds_00000685-RA
OG0004787	Bevul.8G169200.1.p	Ds_00010379-RA, Ds_00017106-RA, Ds_00009644-RA, Ds_00015371-RA
OG0004789	Bevul.9G225500.2.p, Bevul.9G225500.1.p, Bevul.9G225500.3.p	Ds_00000635-RA
OG0004790	Bevul.8G210400.1.p	Ds_00016868-RA, Ds_00009834-RA
OG0004791	Bevul.8G128700.1.p	Ds_00000186-RA
OG0004791	Bevul.7G233500.1.p	Ds_00000804-RA
OG0004792	Bevul.3G040000.1.p	Ds_00005654-RA
OG0004792	Bevul.4G188500.1.p	Ds_00004040-RA
OG0004793	Bevul.8G188300.1.p	Ds_00012863-RA
OG0004794	Bevul.8G170300.1.p	Ds_00007231-RA, Ds_00009638-RA
OG0004795	Bevul.2G117000.2.p, Bevul.2G117000.1.p, Bevul.2G117000.3.p	Ds_00012234-RA
OG0004796	Bevul.8G134300.1.p	Ds_00007935-RA
OG0004797	Bevul.8G132200.1.p	Ds_00008875-RA
OG0004798	Bevul.8G162100.1.p	Ds_00007200-RA, Ds_00011466-RA
OG0004800	Bevul.1G180400.1.p	Ds_00015693-RA, Ds_00012479-RA
OG0004801	Bevul.8G166900.1.p, Bevul.8G167000.1.p	Ds_00007224-RA
OG0004802	Bevul.9G117400.2.p, Bevul.9G117400.4.p, Bevul.9G117400.3.p, Bevul.9G117400.1.p	Ds_00002397-RA
OG0004804	Bevul.4G119900.1.p	Ds_00006997-RA, Ds_00006239-RA
OG0004805	Bevul.7G172700.1.p	Ds_00008787-RA
OG0004807	Bevul.2G018700.1.p, Bevul.2G018700.2.p	Ds_00009912-RA
OG0004808	Bevul.5G071900.1.p	Ds_00000217-RA
OG0004809	Bevul.4G093100.1.p	Ds_00014176-RA
OG0004810	Bevul.7G211100.1.p	Ds_00014714-RA
OG0004812	Bevul.1G167400.1.p	Ds_00016486-RA, Ds_00004604-RA
OG0004813	Bevul.7G194300.1.p	Ds_00011599-RA
OG0004814	Bevul.9G045600.2.p, Bevul.9G045600.1.p, Bevul.8G002200.1.p	Ds_00005163-RA, Ds_00004134-RA
OG0004815	Bevul.4G041900.1.p	Ds_00001741-RA
OG0004816	Bevul.8G178600.1.p	Ds_00015723-RA
OG0004817	Bevul.2G251400.1.p, Bevul.2G251300.1.p, Bevul.2G187600.2.p, Bevul.2G187600.1.p	Ds_00008630-RA
OG0004818	Bevul.6G120300.1.p, Bevul.3G122300.1.p	Ds_00006053-RA, Ds_00017765-RA
OG0004819	Bevul.8G006300.1.p	Ds_00011491-RA, Ds_00011492-RA
OG0004820	Bevul.8G055000.1.p	Ds_00004503-RA
OG0004821	Bevul.2G234500.2.p, Bevul.2G234500.1.p	Ds_00015179-RA
OG0004822	Bevul.2G131300.2.p, Bevul.2G131300.1.p	Ds_00017724-RA
OG0004823	Bevul.3G092700.1.p	Ds_00000341-RA
OG0004824	Bevul.9G051400.2.p, Bevul.9G051400.1.p	Ds_00005835-RA
OG0004825	Bevul.8G058300.1.p, Bevul.8G058100.1.p	Ds_00004518-RA
OG0004826	Bevul.2G123200.5.p, Bevul.2G123200.3.p, Bevul.2G123200.2.p, Bevul.2G123200.1.p, Bevul.2G123200.4.p	Ds_00013187-RA
OG0004827	Bevul.7G179000.1.p	Ds_00010142-RA
OG0004828	Bevul.1G057900.1.p	Ds_00005154-RA
OG0004829	Bevul.8G089500.1.p	Ds_00012758-RA
OG0004830	Bevul.3G190900.1.p	Ds_00009575-RA
OG0004831	Bevul.3G215800.1.p	Ds_00005749-RA
OG0004832	Bevul.7G015700.1.p	Ds_00015968-RA
OG0004833	Bevul.2G100500.1.p	Ds_00011848-RA
OG0004833	Bevul.7G209700.1.p	Ds_00010068-RA
OG0004834	Bevul.2G117800.1.p	Ds_00009029-RA
OG0004835	Bevul.4G086800.1.p	Ds_00001837-RA
OG0004836	Bevul.4G004800.1.p	Ds_00000178-RA
OG0004837	Bevul.2G031200.1.p	Ds_00017091-RA
OG0004838	Bevul.4G055000.1.p	Ds_00018057-RA
OG0004839	Bevul.7G039400.2.p, Bevul.7G039400.1.p, Bevul.7G039400.3.p	Ds_00017150-RA, Ds_00002043-RA, Ds_00008738-RA
OG0004840	Bevul.2G155600.3.p, Bevul.2G155600.1.p, Bevul.2G155600.2.p	Ds_00007612-RA
OG0004841	Bevul.8G059400.1.p	Ds_00010218-RA, Ds_00017829-RA
OG0004841	Bevul.9G068100.1.p	Ds_00001135-RA
OG0004842	Bevul.4G034900.1.p	Ds_00011747-RA
OG0004843	Bevul.7G070900.1.p	Ds_00001657-RA
OG0004844	Bevul.2G106600.1.p	Ds_00013182-RA
OG0004845	Bevul.7G191600.1.p	Ds_00010115-RA
OG0004846	Bevul.2G232000.5.p, Bevul.2G232000.6.p, Bevul.2G232000.2.p, Bevul.2G232000.3.p, Bevul.2G232000.4.p, Bevul.2G232000.1.p	Ds_00013175-RA
OG0004847	Bevul.2G105200.6.p, Bevul.2G105200.3.p, Bevul.2G105200.4.p, Bevul.2G105200.7.p, Bevul.2G105200.5.p, Bevul.2G105200.2.p, Bevul.2G105200.1.p	Ds_00003269-RA
OG0004848	Bevul.8G006900.1.p	Ds_00011489-RA
OG0004849	Bevul.7G024500.1.p, Bevul.7G024500.2.p, Bevul.8G192600.1.p	Ds_00000479-RA
OG0004850	Bevul.9G074800.1.p, Bevul.9G074800.2.p	Ds_00001151-RA
OG0004851	Bevul.1G018500.1.p	Ds_00014180-RA
OG0004852	Bevul.8G060900.1.p	Ds_00011484-RA
OG0004853	Bevul.7G018100.4.p, Bevul.7G018100.2.p, Bevul.7G018100.3.p, Bevul.7G018100.1.p, Bevul.7G018100.5.p	Ds_00015407-RA
OG0004854	Bevul.2G044100.1.p	Ds_00005825-RA
OG0004855	Bevul.7G222900.1.p	Ds_00010027-RA
OG0004856	Bevul.7G012700.1.p, Bevul.3G113200.1.p	Ds_00010437-RA
OG0004858	Bevul.3G181900.1.p	Ds_00016355-RA
OG0004859	Bevul.5G217500.1.p	Ds_00013794-RA
OG0004861	Bevul.6G197400.1.p	Ds_00009168-RA
OG0004862	Bevul.5G107700.1.p	Ds_00007396-RA
OG0004863	Bevul.3G172900.1.p	Ds_00002729-RA, Ds_00013247-RA
OG0004865	Bevul.4G045100.1.p	Ds_00010679-RA
OG0004866	Bevul.9G028800.1.p	Ds_00005240-RA, Ds_00005170-RA
OG0004866	Bevul.9G043900.1.p	Ds_00004131-RA
OG0004867	Bevul.7G072800.2.p, Bevul.7G072800.1.p	Ds_00004727-RA
OG0004869	Bevul.8G054800.1.p	Ds_00004502-RA, Ds_00015100-RA
OG0004870	Bevul.4G132900.1.p	Ds_00006265-RA, Ds_00006156-RA
OG0004871	Bevul.8G097900.1.p	Ds_00004258-RA
OG0004871	Bevul.8G099900.1.p	Ds_00004259-RA
OG0004872	Bevul.2G227200.2.p, Bevul.2G227200.3.p, Bevul.2G227200.1.p, Bevul.2G227200.4.p	Ds_00016465-RA
OG0004873	Bevul.4G047000.1.p	Ds_00010671-RA
OG0004875	Bevul.1G206200.1.p	Ds_00002896-RA
OG0004876	Bevul.3G053100.1.p, Bevul.3G053200.1.p	Ds_00016394-RA, Ds_00007290-RA
OG0004878	Bevul.4G179100.1.p	Ds_00014427-RA
OG0004879	Bevul.5G154400.1.p	Ds_00003857-RA
OG0004880	Bevul.1G216500.1.p	Ds_00014192-RA, Ds_00001630-RA
OG0004881	Bevul.6G169200.1.p	Ds_00010731-RA
OG0004882	Bevul.6G204700.1.p	Ds_00017598-RA
OG0004883	Bevul.6G212800.1.p	Ds_00009189-RA
OG0004884	Bevul.7G144200.1.p	Ds_00009701-RA
OG0004885	Bevul.4G185700.1.p	Ds_00003722-RA
OG0004886	Bevul.4G123500.1.p	Ds_00006980-RA, Ds_00006979-RA
OG0004887	Bevul.3G043100.1.p	Ds_00005673-RA
OG0004889	Bevul.9G141400.1.p	Ds_00000027-RA, Ds_00013573-RA
OG0004890	Bevul.5G064600.1.p	Ds_00001388-RA
OG0004890	Bevul.3G027600.1.p	Ds_00005602-RA
OG0004891	Bevul.3G153200.1.p, Bevul.7G012200.1.p, Bevul.7G012200.2.p	Ds_00002771-RA
OG0004892	Bevul.2G123800.5.p, Bevul.2G123800.6.p, Bevul.2G123800.7.p, Bevul.2G123800.1.p, Bevul.2G123800.4.p, Bevul.2G123800.2.p, Bevul.2G123800.3.p	Ds_00003393-RA, Ds_00003394-RA
OG0004893	Bevul.7G085300.1.p	Ds_00004714-RA
OG0004894	Bevul.4G075600.1.p	Ds_00008491-RA
OG0004895	Bevul.6G163700.1.p	Ds_00015237-RA
OG0004896	Bevul.4G153700.1.p	Ds_00006375-RA
