Orthogroup	B_vulgaris.proteins	L_sativa.proteins
OG0003656	Bevul.9G060400.1.p	Lsat_1_v5_gn_5_172641.1, Lsat_1_v5_gn_9_19140.3, Lsat_1_v5_gn_9_19140.1
OG0003658	Bevul.6G159100.1.p	Lsat_1_v5_gn_9_105800.2, Lsat_1_v5_gn_9_105800.1, Lsat_1_v5_gn_5_124380.1, Lsat_1_v5_gn_7_95060.1, Lsat_1_v5_gn_7_95060.2, Lsat_1_v5_gn_7_95060.3
OG0003659	Bevul.3G213700.1.p	Lsat_1_v5_gn_5_157880.1
OG0003660	Bevul.6G035100.1.p	Lsat_1_v5_gn_4_146600.1, Lsat_1_v5_gn_2_75901.1
OG0003660	Bevul.1G015500.1.p	Lsat_1_v5_gn_2_10300.1, Lsat_1_v5_gn_2_10300.3
OG0003661	Bevul.5G105700.1.p	Lsat_1_v5_gn_3_23420.1, Lsat_1_v5_gn_3_23420.4
OG0003662	Bevul.6G236400.1.p, Bevul.9G217100.1.p	Lsat_1_v5_gn_4_55321.1, Lsat_1_v5_gn_5_156781.1, Lsat_1_v5_gn_8_100701.1, Lsat_1_v5_gn_8_100701.3
OG0003663	Bevul.7G022700.1.p	Lsat_1_v5_gn_5_165541.1, Lsat_1_v5_gn_5_165541.2, Lsat_1_v5_gn_5_165561.1
OG0003664	Bevul.8G019300.1.p	Lsat_1_v5_gn_7_21961.3, Lsat_1_v5_gn_7_21961.1, Lsat_1_v5_gn_4_51460.1, Lsat_1_v5_gn_4_51460.3
OG0003665	Bevul.9G030900.1.p	Lsat_1_v5_gn_9_104801.1
OG0003666	Bevul.8G079800.1.p	Lsat_1_v5_gn_7_30940.5, Lsat_1_v5_gn_7_30940.1, Lsat_1_v5_gn_7_30940.3
OG0003667	Bevul.5G050600.1.p	Lsat_1_v5_gn_9_34640.3, Lsat_1_v5_gn_9_34640.2, Lsat_1_v5_gn_9_34640.1
OG0003668	Bevul.8G214800.1.p, Bevul.9G058000.1.p, Bevul.8G214900.1.p	Lsat_1_v5_gn_8_65460.1, Lsat_1_v5_gn_8_65460.2
OG0003669	Bevul.7G222100.1.p	Lsat_1_v5_gn_9_14440.4, Lsat_1_v5_gn_9_14440.2, Lsat_1_v5_gn_9_14440.1
OG0003670	Bevul.7G059200.1.p	Lsat_1_v5_gn_6_30420.2, Lsat_1_v5_gn_6_30420.3, Lsat_1_v5_gn_6_30420.1
OG0003671	Bevul.3G175800.1.p, Bevul.1G054700.1.p	Lsat_1_v5_gn_4_184881.1, Lsat_1_v5_gn_0_3100.1, Lsat_1_v5_gn_2_94280.1
OG0003672	Bevul.9G045300.1.p	Lsat_1_v5_gn_4_23520.1
OG0003673	Bevul.8G047200.1.p	Lsat_1_v5_gn_5_1660.1
OG0003674	Bevul.2G148900.1.p	Lsat_1_v5_gn_8_20501.2, Lsat_1_v5_gn_8_20501.1, Lsat_1_v5_gn_2_112821.1
OG0003675	Bevul.7G212100.1.p	Lsat_1_v5_gn_9_22261.1, Lsat_1_v5_gn_9_22261.2, Lsat_1_v5_gn_5_142720.1, Lsat_1_v5_gn_5_167421.1
OG0003677	Bevul.7G194700.1.p	Lsat_1_v5_gn_2_34620.2, Lsat_1_v5_gn_2_34620.1
OG0003678	Bevul.4G054300.1.p	Lsat_1_v5_gn_7_106201.1
OG0003678	Bevul.8G000800.1.p	Lsat_1_v5_gn_4_56081.1, Lsat_1_v5_gn_4_56081.3
OG0003679	Bevul.9G032300.1.p	Lsat_1_v5_gn_5_121700.3, Lsat_1_v5_gn_5_121700.1, Lsat_1_v5_gn_7_95341.1
OG0003680	Bevul.4G045500.1.p	Lsat_1_v5_gn_8_129501.3, Lsat_1_v5_gn_8_129501.1, Lsat_1_v5_gn_7_108280.1
OG0003681	Bevul.2G085800.1.p	Lsat_1_v5_gn_8_19340.1, Lsat_1_v5_gn_8_19340.3, Lsat_1_v5_gn_9_69360.1, Lsat_1_v5_gn_9_69360.3, Lsat_1_v5_gn_2_114320.1
OG0003682	Bevul.3G068300.1.p	Lsat_1_v5_gn_8_8420.1, Lsat_1_v5_gn_8_8420.2
OG0003683	Bevul.6G110500.1.p	Lsat_1_v5_gn_5_121960.1
OG0003684	Bevul.9G100900.1.p	Lsat_1_v5_gn_8_31821.1, Lsat_1_v5_gn_8_31821.3, Lsat_1_v5_gn_8_31821.2, Lsat_1_v5_gn_4_26681.3, Lsat_1_v5_gn_4_26681.2, Lsat_1_v5_gn_4_26681.1
OG0003685	Bevul.8G022900.1.p	Lsat_1_v5_gn_7_20981.1, Lsat_1_v5_gn_7_20981.3, Lsat_1_v5_gn_1_124360.1
OG0003686	Bevul.9G015800.1.p	Lsat_1_v5_gn_8_143400.1, Lsat_1_v5_gn_8_143400.3
OG0003687	Bevul.6G099800.1.p	Lsat_1_v5_gn_2_70500.2, Lsat_1_v5_gn_5_44641.2, Lsat_1_v5_gn_5_44641.1
OG0003688	Bevul.6G073700.1.p	Lsat_1_v5_gn_3_67981.1
OG0003689	Bevul.5G013100.1.p, Bevul.5G013200.1.p	Lsat_1_v5_gn_6_83501.1, Lsat_1_v5_gn_3_12760.1, Lsat_1_v5_gn_3_12760.3, Lsat_1_v5_gn_6_83401.1, Lsat_1_v5_gn_6_83401.3
OG0003690	Bevul.1G083900.1.p, Bevul.1G083800.1.p, Bevul.1G084000.1.p	Lsat_1_v5_gn_1_9501.1
OG0003691	Bevul.5G035600.1.p	Lsat_1_v5_gn_6_87641.1, Lsat_1_v5_gn_6_87641.2, Lsat_1_v5_gn_6_87641.3
OG0003692	Bevul.9G234200.1.p	Lsat_1_v5_gn_5_114901.1, Lsat_1_v5_gn_5_114901.3, Lsat_1_v5_gn_7_86441.3, Lsat_1_v5_gn_7_86441.2, Lsat_1_v5_gn_7_86441.1
OG0003693	Bevul.9G172000.1.p	Lsat_1_v5_gn_7_89100.1, Lsat_1_v5_gn_5_118681.1
OG0003694	Bevul.J000700.1.p, Bevul.6G203600.1.p, Bevul.6G038600.1.p	Lsat_1_v5_gn_2_94320.1
OG0003695	Bevul.5G160600.1.p	Lsat_1_v5_gn_5_10720.1, Lsat_1_v5_gn_1_32321.1, Lsat_1_v5_gn_1_32321.3
OG0003696	Bevul.8G155700.1.p	Lsat_1_v5_gn_7_50861.3, Lsat_1_v5_gn_7_50861.1
OG0003697	Bevul.2G170100.2.p, Bevul.2G170100.1.p	Lsat_1_v5_gn_6_77701.1, Lsat_1_v5_gn_3_22020.1
OG0003698	Bevul.3G235600.1.p	Lsat_1_v5_gn_6_60460.3, Lsat_1_v5_gn_6_60460.2, Lsat_1_v5_gn_6_60460.1
OG0003699	Bevul.1G040600.1.p	Lsat_1_v5_gn_9_45201.1
OG0003700	Bevul.9G043200.1.p	Lsat_1_v5_gn_8_98400.1, Lsat_1_v5_gn_5_144881.1, Lsat_1_v5_gn_5_57261.2, Lsat_1_v5_gn_5_57261.1
OG0003701	Bevul.7G025600.1.p	Lsat_1_v5_gn_9_20681.1, Lsat_1_v5_gn_9_20681.3
OG0003702	Bevul.6G156800.1.p	Lsat_1_v5_gn_7_74681.2, Lsat_1_v5_gn_7_74681.1
OG0003703	Bevul.1G059700.1.p	Lsat_1_v5_gn_8_166621.2, Lsat_1_v5_gn_8_166621.1
OG0003704	Bevul.6G077400.1.p, Bevul.2G200900.1.p	Lsat_1_v5_gn_4_172900.2, Lsat_1_v5_gn_4_172900.1, Lsat_1_v5_gn_4_172900.3
OG0003705	Bevul.4G127400.1.p	Lsat_1_v5_gn_1_9200.1, Lsat_1_v5_gn_1_9200.3, Lsat_1_v5_gn_2_16040.1, Lsat_1_v5_gn_2_16040.3
OG0003706	Bevul.1G079600.1.p	Lsat_1_v5_gn_6_96501.3, Lsat_1_v5_gn_6_96501.1, Lsat_1_v5_gn_1_7381.3, Lsat_1_v5_gn_1_7381.1
OG0003708	Bevul.2G191500.1.p	Lsat_1_v5_gn_1_105261.1, Lsat_1_v5_gn_1_105261.3, Lsat_1_v5_gn_1_105261.2
OG0003709	Bevul.3G046500.1.p	Lsat_1_v5_gn_2_61121.2
OG0003710	Bevul.3G021500.1.p, Bevul.3G021600.1.p	Lsat_1_v5_gn_8_4241.1, Lsat_1_v5_gn_2_3421.1, Lsat_1_v5_gn_8_4241.2, Lsat_1_v5_gn_8_4301.1
OG0003711	Bevul.7G187700.1.p	Lsat_1_v5_gn_5_107340.2, Lsat_1_v5_gn_5_107340.1, Lsat_1_v5_gn_5_107340.3, Lsat_1_v5_gn_9_117201.1, Lsat_1_v5_gn_9_117201.3, Lsat_1_v5_gn_9_117201.4
OG0003712	Bevul.2G074300.3.p, Bevul.2G074300.1.p, Bevul.2G074300.4.p, Bevul.2G074300.2.p	Lsat_1_v5_gn_3_97780.1, Lsat_1_v5_gn_3_97780.3
OG0003713	Bevul.5G249000.1.p	Lsat_1_v5_gn_5_1480.3, Lsat_1_v5_gn_5_1480.1, Lsat_1_v5_gn_2_87680.2, Lsat_1_v5_gn_2_87680.1, Lsat_1_v5_gn_3_25760.1
OG0003714	Bevul.6G240100.1.p	Lsat_1_v5_gn_3_51160.1, Lsat_1_v5_gn_3_51160.3, Lsat_1_v5_gn_8_53860.1
OG0003715	Bevul.5G207700.1.p, Bevul.5G207600.1.p, Bevul.5G207800.1.p	Lsat_1_v5_gn_5_17020.1
OG0003716	Bevul.2G017200.1.p, Bevul.2G017200.8.p, Bevul.2G017200.5.p, Bevul.2G017200.4.p, Bevul.2G017200.2.p, Bevul.2G017200.3.p, Bevul.2G017200.7.p, Bevul.2G017200.6.p	Lsat_1_v5_gn_3_7501.2, Lsat_1_v5_gn_3_7501.1, Lsat_1_v5_gn_3_7441.1, Lsat_1_v5_gn_3_7441.3
OG0003717	Bevul.5G166500.1.p	Lsat_1_v5_gn_4_115781.1
OG0003718	Bevul.2G207200.1.p	Lsat_1_v5_gn_4_15421.1, Lsat_1_v5_gn_8_42680.1, Lsat_1_v5_gn_3_54160.2
OG0003719	Bevul.9G074200.1.p	Lsat_1_v5_gn_8_32661.1, Lsat_1_v5_gn_8_32661.3, Lsat_1_v5_gn_3_34241.1
OG0003721	Bevul.2G194700.1.p, Bevul.2G194700.4.p, Bevul.2G194700.2.p, Bevul.2G194700.3.p, Bevul.2G194700.6.p, Bevul.2G194700.5.p	Lsat_1_v5_gn_4_139241.2, Lsat_1_v5_gn_4_139241.4, Lsat_1_v5_gn_4_139241.1, Lsat_1_v5_gn_4_139140.1
OG0003722	Bevul.6G046700.1.p	Lsat_1_v5_gn_4_26180.3, Lsat_1_v5_gn_4_26180.1, Lsat_1_v5_gn_8_32820.1, Lsat_1_v5_gn_7_70041.3, Lsat_1_v5_gn_3_113501.5
OG0003723	Bevul.5G135700.1.p	Lsat_1_v5_gn_2_19441.2, Lsat_1_v5_gn_2_19441.1
OG0003724	Bevul.5G148100.1.p	Lsat_1_v5_gn_8_140600.1
OG0003725	Bevul.7G099600.1.p	Lsat_1_v5_gn_8_52801.2, Lsat_1_v5_gn_8_52801.3, Lsat_1_v5_gn_8_52801.1
OG0003726	Bevul.1G150300.1.p, Bevul.1G150400.1.p	Lsat_1_v5_gn_4_41921.1
OG0003727	Bevul.6G194900.1.p	Lsat_1_v5_gn_8_157561.1, Lsat_1_v5_gn_8_157561.3, Lsat_1_v5_gn_4_7141.1
OG0003728	Bevul.6G082200.1.p	Lsat_1_v5_gn_8_47580.1, Lsat_1_v5_gn_8_47580.3, Lsat_1_v5_gn_4_12421.1, Lsat_1_v5_gn_4_12421.2
OG0003729	Bevul.6G248600.1.p	Lsat_1_v5_gn_8_160621.1, Lsat_1_v5_gn_8_161760.1, Lsat_1_v5_gn_3_50160.1
OG0003730	Bevul.6G236000.1.p	Lsat_1_v5_gn_3_52320.1, Lsat_1_v5_gn_3_52320.2, Lsat_1_v5_gn_4_9800.1
OG0003732	Bevul.9G008700.1.p	Lsat_1_v5_gn_8_33500.1, Lsat_1_v5_gn_8_33500.2, Lsat_1_v5_gn_3_35460.1
OG0003733	Bevul.5G181400.1.p	Lsat_1_v5_gn_1_13741.1, Lsat_1_v5_gn_4_110160.1, Lsat_1_v5_gn_4_110160.3
OG0003734	Bevul.6G163100.1.p	Lsat_1_v5_gn_3_103380.1, Lsat_1_v5_gn_3_103380.2
OG0003735	Bevul.2G215100.1.p, Bevul.2G215000.1.p	Lsat_1_v5_gn_4_153700.1, Lsat_1_v5_gn_4_153700.2, Lsat_1_v5_gn_4_153700.3
OG0003736	Bevul.5G181600.1.p	Lsat_1_v5_gn_4_110061.3, Lsat_1_v5_gn_4_110061.2, Lsat_1_v5_gn_4_110061.1
OG0003737	Bevul.6G046600.1.p	Lsat_1_v5_gn_4_26141.2, Lsat_1_v5_gn_4_26141.1
OG0003738	Bevul.5G210300.1.p	Lsat_1_v5_gn_4_74941.1, Lsat_1_v5_gn_5_17081.1, Lsat_1_v5_gn_5_17081.3, Lsat_1_v5_gn_8_65761.1, Lsat_1_v5_gn_7_52560.3, Lsat_1_v5_gn_7_52560.1
OG0003740	Bevul.5G227400.1.p	Lsat_1_v5_gn_5_186120.3
OG0003741	Bevul.2G072100.1.p, Bevul.2G072100.2.p, Bevul.2G072100.3.p	Lsat_1_v5_gn_3_97940.1
OG0003741	Bevul.6G082500.1.p	Lsat_1_v5_gn_8_47400.2, Lsat_1_v5_gn_8_47400.1, Lsat_1_v5_gn_8_47400.3
OG0003742	Bevul.1G143700.1.p	Lsat_1_v5_gn_4_39820.1
OG0003743	Bevul.6G130600.1.p	Lsat_1_v5_gn_4_16321.1, Lsat_1_v5_gn_8_40701.1
OG0003743	Bevul.2G211700.1.p	Lsat_1_v5_gn_4_154601.1, Lsat_1_v5_gn_3_79441.1
OG0003744	Bevul.6G119100.1.p	Lsat_1_v5_gn_4_19380.1, Lsat_1_v5_gn_8_37500.3, Lsat_1_v5_gn_8_37500.1
OG0003745	Bevul.1G086800.1.p	Lsat_1_v5_gn_4_134340.3, Lsat_1_v5_gn_4_134340.1
OG0003746	Bevul.5G064000.1.p	Lsat_1_v5_gn_0_45861.1, Lsat_1_v5_gn_3_14761.1
OG0003747	Bevul.7G112700.1.p	Lsat_1_v5_gn_5_181261.1, Lsat_1_v5_gn_9_11460.1, Lsat_1_v5_gn_9_11460.3
OG0003749	Bevul.1G040100.1.p	Lsat_1_v5_gn_7_69540.3, Lsat_1_v5_gn_7_69540.1, Lsat_1_v5_gn_7_110860.1, Lsat_1_v5_gn_7_110860.3
OG0003750	Bevul.4G014900.1.p	Lsat_1_v5_gn_5_2901.1
OG0003751	Bevul.1G078400.1.p	Lsat_1_v5_gn_8_117260.2, Lsat_1_v5_gn_8_117260.1, Lsat_1_v5_gn_8_117260.3, Lsat_1_v5_gn_3_106880.1, Lsat_1_v5_gn_3_106880.3, Lsat_1_v5_gn_3_106880.2, Lsat_1_v5_gn_3_107161.3, Lsat_1_v5_gn_3_107161.1, Lsat_1_v5_gn_3_107161.2, Lsat_1_v5_gn_4_45560.1
OG0003769	Bevul.7G158500.1.p	Lsat_1_v5_gn_9_15501.1, Lsat_1_v5_gn_9_15501.2, Lsat_1_v5_gn_5_176860.1, Lsat_1_v5_gn_8_98801.1, Lsat_1_v5_gn_8_98801.2
OG0003770	Bevul.9G164100.1.p	Lsat_1_v5_gn_6_59880.1, Lsat_1_v5_gn_6_59880.3, Lsat_1_v5_gn_6_59880.2
OG0003771	Bevul.4G219600.1.p	Lsat_1_v5_gn_2_32180.1
OG0003772	Bevul.5G250100.1.p	Lsat_1_v5_gn_5_182940.2, Lsat_1_v5_gn_5_182940.1
OG0003773	Bevul.8G101700.1.p	Lsat_1_v5_gn_9_43200.1
OG0003774	Bevul.7G076700.1.p	Lsat_1_v5_gn_9_4320.1, Lsat_1_v5_gn_9_4320.4, Lsat_1_v5_gn_9_4320.2
OG0003775	Bevul.9G144200.2.p, Bevul.9G144200.1.p	Lsat_1_v5_gn_7_80861.1
OG0003775	Bevul.1G097300.1.p	Lsat_1_v5_gn_9_43801.1, Lsat_1_v5_gn_9_43801.3
OG0003776	Bevul.2G220100.3.p, Bevul.2G220100.2.p, Bevul.2G220100.1.p	Lsat_1_v5_gn_5_72980.1
OG0003777	Bevul.3G008300.1.p	Lsat_1_v5_gn_3_118301.2, Lsat_1_v5_gn_3_118301.1
OG0003778	Bevul.7G043600.1.p, Bevul.4G150400.1.p	Lsat_1_v5_gn_8_116001.1, Lsat_1_v5_gn_8_116001.2
OG0003779	Bevul.7G049400.2.p, Bevul.7G049400.5.p, Bevul.7G049400.1.p, Bevul.7G049400.6.p, Bevul.7G049400.3.p, Bevul.7G049400.4.p	Lsat_1_v5_gn_1_51541.3, Lsat_1_v5_gn_1_51541.1, Lsat_1_v5_gn_6_24401.1, Lsat_1_v5_gn_6_24401.2
OG0003780	Bevul.3G225400.1.p	Lsat_1_v5_gn_1_69541.1, Lsat_1_v5_gn_2_48200.4, Lsat_1_v5_gn_2_48200.1
OG0003781	Bevul.5G056400.1.p	Lsat_1_v5_gn_5_149520.1, Lsat_1_v5_gn_5_149520.2
OG0003782	Bevul.7G015400.1.p	Lsat_1_v5_gn_9_36341.1, Lsat_1_v5_gn_5_149681.1
OG0003782	Bevul.7G221100.1.p	Lsat_1_v5_gn_9_14620.1
OG0003783	Bevul.8G168900.1.p	Lsat_1_v5_gn_7_44381.3, Lsat_1_v5_gn_7_44381.1, Lsat_1_v5_gn_5_93661.1, Lsat_1_v5_gn_5_93661.3
OG0003784	Bevul.4G233600.1.p, Bevul.3G194500.1.p	Lsat_1_v5_gn_8_81481.1, Lsat_1_v5_gn_2_113881.1, Lsat_1_v5_gn_4_137940.1
OG0003785	Bevul.2G032300.4.p, Bevul.2G032300.3.p, Bevul.2G032300.2.p, Bevul.2G032300.5.p, Bevul.2G032300.8.p, Bevul.2G032300.1.p, Bevul.2G032300.7.p, Bevul.2G032300.9.p, Bevul.2G032300.6.p	Lsat_1_v5_gn_9_60521.1
OG0003786	Bevul.4G195900.1.p	Lsat_1_v5_gn_9_122580.3, Lsat_1_v5_gn_9_122580.2, Lsat_1_v5_gn_9_122580.1, Lsat_1_v5_gn_9_122640.3, Lsat_1_v5_gn_9_122640.1, Lsat_1_v5_gn_9_122640.2
OG0003787	Bevul.2G000900.1.p, Bevul.2G000900.2.p	Lsat_1_v5_gn_3_33121.1, Lsat_1_v5_gn_8_148840.3, Lsat_1_v5_gn_8_148840.1
OG0003788	Bevul.3G138500.1.p	Lsat_1_v5_gn_4_83740.1
OG0003789	Bevul.3G153500.1.p	Lsat_1_v5_gn_3_23520.1, Lsat_1_v5_gn_3_23520.3
OG0003790	Bevul.9G038700.8.p, Bevul.9G038700.11.p, Bevul.9G038700.6.p, Bevul.9G038700.7.p, Bevul.9G038700.5.p, Bevul.9G038700.4.p, Bevul.9G038700.1.p, Bevul.9G038700.3.p, Bevul.9G038700.10.p, Bevul.9G038700.2.p, Bevul.9G038700.9.p, Bevul.1G062700.1.p	Lsat_1_v5_gn_2_52561.2, Lsat_1_v5_gn_2_52561.1
OG0003791	Bevul.2G137400.1.p, Bevul.2G137400.2.p	Lsat_1_v5_gn_8_111221.1
OG0003791	Bevul.3G138700.1.p	Lsat_1_v5_gn_5_148780.1
OG0003792	Bevul.9G015900.2.p, Bevul.9G015900.1.p	Lsat_1_v5_gn_4_26940.1, Lsat_1_v5_gn_3_36200.1, Lsat_1_v5_gn_3_36200.3
OG0003793	Bevul.3G141500.1.p	Lsat_1_v5_gn_7_66480.1
OG0003793	Bevul.4G154300.1.p	Lsat_1_v5_gn_4_139381.2, Lsat_1_v5_gn_4_139381.1
OG0003794	Bevul.9G043100.2.p, Bevul.9G043100.1.p	Lsat_1_v5_gn_5_53060.2, Lsat_1_v5_gn_5_53060.3, Lsat_1_v5_gn_5_53060.1
OG0003795	Bevul.5G054000.1.p, Bevul.7G079400.1.p	Lsat_1_v5_gn_9_37481.1, Lsat_1_v5_gn_9_37481.2
OG0003797	Bevul.4G140900.1.p	Lsat_1_v5_gn_2_66580.3, Lsat_1_v5_gn_2_66580.1, Lsat_1_v5_gn_5_179580.1
OG0003798	Bevul.7G120500.1.p	Lsat_1_v5_gn_5_179820.1, Lsat_1_v5_gn_9_12580.1
OG0003799	Bevul.8G189100.1.p, Bevul.8G189200.1.p, Bevul.8G189000.1.p	Lsat_1_v5_gn_8_93701.3, Lsat_1_v5_gn_8_93701.1, Lsat_1_v5_gn_5_101600.1, Lsat_1_v5_gn_5_100700.1, Lsat_1_v5_gn_5_100700.3
OG0003801	Bevul.4G040500.1.p, Bevul.4G040400.1.p	Lsat_1_v5_gn_7_33120.3, Lsat_1_v5_gn_7_33120.1, Lsat_1_v5_gn_5_59060.1
OG0003802	Bevul.3G043000.1.p	Lsat_1_v5_gn_8_4880.2, Lsat_1_v5_gn_8_4880.1
OG0003803	Bevul.8G107500.1.p	Lsat_1_v5_gn_2_106321.1
OG0003804	Bevul.9G044900.1.p, Bevul.9G044900.2.p	Lsat_1_v5_gn_1_62940.4, Lsat_1_v5_gn_1_62940.1, Lsat_1_v5_gn_6_43741.1, Lsat_1_v5_gn_6_43741.3
OG0003805	Bevul.4G198600.1.p	Lsat_1_v5_gn_5_102741.1, Lsat_1_v5_gn_5_102741.2, Lsat_1_v5_gn_5_102361.1, Lsat_1_v5_gn_5_102361.2, Lsat_1_v5_gn_7_73381.1, Lsat_1_v5_gn_9_122941.1
OG0003806	Bevul.4G177700.1.p	Lsat_1_v5_gn_5_68921.3, Lsat_1_v5_gn_5_68921.1
OG0003807	Bevul.7G108100.1.p	Lsat_1_v5_gn_8_92380.1
OG0003808	Bevul.9G222900.1.p, Bevul.7G094400.1.p, Bevul.7G094400.3.p, Bevul.7G094400.2.p	Lsat_1_v5_gn_4_184221.1
OG0003809	Bevul.3G129500.1.p	Lsat_1_v5_gn_6_70541.1, Lsat_1_v5_gn_6_70541.3
OG0003810	Bevul.3G054600.1.p	Lsat_1_v5_gn_1_43901.3, Lsat_1_v5_gn_1_43901.1, Lsat_1_v5_gn_6_114340.3, Lsat_1_v5_gn_6_114340.1, Lsat_1_v5_gn_6_114340.2
OG0003811	Bevul.9G181000.1.p	Lsat_1_v5_gn_7_87541.1, Lsat_1_v5_gn_7_87541.3, Lsat_1_v5_gn_9_108981.3, Lsat_1_v5_gn_9_108981.2, Lsat_1_v5_gn_9_108981.1
OG0003812	Bevul.6G106100.1.p	Lsat_1_v5_gn_3_78821.1, Lsat_1_v5_gn_3_78821.3
OG0003813	Bevul.5G083000.1.p	Lsat_1_v5_gn_9_58040.1, Lsat_1_v5_gn_8_25240.1, Lsat_1_v5_gn_8_25240.3
OG0003815	Bevul.6G009900.1.p	Lsat_1_v5_gn_2_83581.3, Lsat_1_v5_gn_2_83581.1
OG0003816	Bevul.6G151200.1.p	Lsat_1_v5_gn_7_78961.3, Lsat_1_v5_gn_7_78961.1, Lsat_1_v5_gn_5_105641.1
OG0003817	Bevul.1G097100.1.p	Lsat_1_v5_gn_6_102300.1, Lsat_1_v5_gn_6_102300.3
OG0003818	Bevul.9G043600.1.p, Bevul.2G183300.1.p, Bevul.3G137300.1.p	Lsat_1_v5_gn_5_112140.1, Lsat_1_v5_gn_0_4221.1, Lsat_1_v5_gn_9_110921.1, Lsat_1_v5_gn_9_110921.2
OG0003819	Bevul.6G195500.1.p	Lsat_1_v5_gn_3_48941.1, Lsat_1_v5_gn_5_100681.1, Lsat_1_v5_gn_5_100541.1, Lsat_1_v5_gn_5_100601.1, Lsat_1_v5_gn_5_100601.2
OG0003820	Bevul.6G143500.1.p	Lsat_1_v5_gn_7_76001.1, Lsat_1_v5_gn_7_76001.2, Lsat_1_v5_gn_1_74180.1
OG0003821	Bevul.4G061100.1.p	Lsat_1_v5_gn_4_125861.2, Lsat_1_v5_gn_4_125861.1, Lsat_1_v5_gn_6_112081.3, Lsat_1_v5_gn_6_112081.1
OG0003822	Bevul.1G004400.1.p	Lsat_1_v5_gn_6_109441.1
OG0003825	Bevul.2G052200.1.p, Bevul.2G052000.1.p	Lsat_1_v5_gn_2_70281.1, Lsat_1_v5_gn_2_70281.2, Lsat_1_v5_gn_8_35321.1
OG0003826	Bevul.6G021900.1.p	Lsat_1_v5_gn_5_27781.2, Lsat_1_v5_gn_5_27781.1
OG0003826	Bevul.6G021800.1.p	Lsat_1_v5_gn_3_76001.1
OG0003827	Bevul.6G095700.1.p	Lsat_1_v5_gn_5_45360.4
OG0003828	Bevul.8G168200.1.p	Lsat_1_v5_gn_8_61381.1, Lsat_1_v5_gn_8_61381.2
OG0003829	Bevul.6G009500.1.p	Lsat_1_v5_gn_2_83541.1, Lsat_1_v5_gn_2_83541.3, Lsat_1_v5_gn_2_83541.4
OG0003830	Bevul.6G230100.1.p	Lsat_1_v5_gn_8_63421.4, Lsat_1_v5_gn_8_63421.2
OG0003831	Bevul.9G125700.1.p, Bevul.9G125400.1.p, Bevul.9G125500.1.p	Lsat_1_v5_gn_3_47800.1, Lsat_1_v5_gn_8_121820.3, Lsat_1_v5_gn_8_121820.1
OG0003832	Bevul.1G026400.1.p	Lsat_1_v5_gn_8_29780.1
OG0003832	Bevul.9G135700.1.p	Lsat_1_v5_gn_8_124401.3, Lsat_1_v5_gn_8_124401.1
OG0003833	Bevul.6G002000.1.p	Lsat_1_v5_gn_2_84120.1, Lsat_1_v5_gn_2_84120.2, Lsat_1_v5_gn_4_166460.3, Lsat_1_v5_gn_4_166460.1, Lsat_1_v5_gn_3_90900.1
OG0003834	Bevul.6G033500.1.p	Lsat_1_v5_gn_3_72520.1, Lsat_1_v5_gn_2_75821.1
OG0003835	Bevul.6G002500.1.p	Lsat_1_v5_gn_3_90660.1, Lsat_1_v5_gn_3_90660.2, Lsat_1_v5_gn_3_90660.3
OG0003836	Bevul.8G052900.1.p	Lsat_1_v5_gn_4_59381.1, Lsat_1_v5_gn_7_16240.1
OG0003837	Bevul.3G033900.1.p, Bevul.7G028000.1.p	Lsat_1_v5_gn_8_1221.1, Lsat_1_v5_gn_9_50621.3, Lsat_1_v5_gn_6_22200.1, Lsat_1_v5_gn_9_50621.1
OG0003838	Bevul.1G116100.1.p	Lsat_1_v5_gn_6_95841.3, Lsat_1_v5_gn_6_95841.1, Lsat_1_v5_gn_8_48581.2, Lsat_1_v5_gn_2_37261.1
OG0003839	Bevul.6G014700.1.p	Lsat_1_v5_gn_2_82660.3, Lsat_1_v5_gn_2_82660.1
OG0003840	Bevul.6G016000.1.p	Lsat_1_v5_gn_3_86581.1, Lsat_1_v5_gn_3_86581.2, Lsat_1_v5_gn_3_86581.3
OG0003841	Bevul.3G036600.1.p	Lsat_1_v5_gn_2_136261.2, Lsat_1_v5_gn_2_136261.1, Lsat_1_v5_gn_9_49801.1, Lsat_1_v5_gn_9_49801.2
OG0003842	Bevul.5G203100.1.p, Bevul.5G244600.1.p	Lsat_1_v5_gn_4_131841.1
OG0003843	Bevul.8G065500.1.p	Lsat_1_v5_gn_7_18561.1, Lsat_1_v5_gn_4_58301.1
OG0003844	Bevul.4G059300.1.p	Lsat_1_v5_gn_9_97101.2, Lsat_1_v5_gn_9_97101.3, Lsat_1_v5_gn_9_97101.1, Lsat_1_v5_gn_5_127760.1
OG0003846	Bevul.4G071500.1.p	Lsat_1_v5_gn_5_126680.1
OG0003846	Bevul.9G088800.1.p	Lsat_1_v5_gn_9_99180.1, Lsat_1_v5_gn_7_103481.1
OG0003848	Bevul.8G017300.1.p	Lsat_1_v5_gn_4_50981.1
OG0003848	Bevul.8G017400.1.p	Lsat_1_v5_gn_1_120521.1, Lsat_1_v5_gn_7_21860.1, Lsat_1_v5_gn_1_120500.3, Lsat_1_v5_gn_1_120500.1
