Orthogroup	B_vulgaris.proteins	A_hypochondriacus.proteins
OG0004736	Bevul.6G044200.1.p	AH006272-RA
OG0004737	Bevul.8G077500.1.p	AH014766-RA
OG0004738	Bevul.8G058400.1.p	AH015022-RA
OG0004739	Bevul.4G066300.1.p	AH008051-RA
OG0004740	Bevul.1G118800.1.p	AH008875-RA
OG0004741	Bevul.1G148400.1.p	AH023073-RA
OG0004742	Bevul.4G234200.1.p, Bevul.3G053000.1.p	AH012128-RA, AH019593-RA
OG0004743	Bevul.5G059100.1.p	AH018157-RA
OG0004744	Bevul.3G052200.1.p	AH012116-RA
OG0004744	Bevul.3G052000.1.p	AH012113-RA
OG0004745	Bevul.3G075800.1.p	AH012350-RA
OG0004746	Bevul.2G022900.2.p, Bevul.2G022900.1.p	AH019250-RA, AH015378-RA
OG0004747	Bevul.2G149800.1.p, Bevul.2G149800.2.p, Bevul.2G149800.3.p, Bevul.2G149800.4.p	AH017119-RA
OG0004748	Bevul.1G128800.1.p	AH009145-RA
OG0004749	Bevul.5G076500.1.p	AH011425-RA
OG0004750	Bevul.5G041400.1.p	AH018730-RA, AH003135-RA
OG0004751	Bevul.2G178200.1.p, Bevul.2G178200.2.p	AH016273-RA
OG0004752	Bevul.7G151900.1.p	AH022247-RA
OG0004753	Bevul.8G161800.1.p	AH020641-RA, AH020639-RA
OG0004754	Bevul.2G158600.3.p, Bevul.2G158600.2.p, Bevul.2G158600.5.p, Bevul.2G158600.4.p, Bevul.2G158600.6.p, Bevul.2G158600.1.p	AH016177-RA, AH023354-RA
OG0004755	Bevul.2G128500.1.p	AH017056-RA
OG0004756	Bevul.4G152900.1.p	AH015479-RA
OG0004757	Bevul.4G180500.1.p	AH007351-RA, AH007344-RA
OG0004758	Bevul.9G190500.1.p	AH001945-RA
OG0004758	Bevul.4G189800.1.p	AH010346-RA
OG0004759	Bevul.1G167600.1.p, Bevul.1G167700.1.p	AH003590-RA
OG0004760	Bevul.8G143900.1.p, Bevul.8G144000.1.p	AH021093-RA, AH014322-RA
OG0004761	Bevul.8G198700.1.p	AH020892-RA
OG0004762	Bevul.8G171400.1.p	AH014002-RA
OG0004763	Bevul.9G214100.1.p	AH002137-RA
OG0004763	Bevul.2G155900.1.p	AH023368-RA
OG0004764	Bevul.7G165100.1.p	AH013405-RA, AH017044-RA
OG0004765	Bevul.5G037900.1.p	AH003144-RA, AH018710-RA
OG0004766	Bevul.8G152200.1.p	AH014279-RA, AH021054-RA
OG0004767	Bevul.2G130500.1.p	AH016010-RA
OG0004768	Bevul.1G186300.1.p	AH009609-RA
OG0004769	Bevul.3G034400.1.p	AH019696-RA, AH011952-RA
OG0004770	Bevul.9G205400.1.p	AH002086-RA
OG0004771	Bevul.8G131100.1.p	AH021134-RA
OG0004771	Bevul.7G174700.1.p	AH013329-RA
OG0004772	Bevul.8G141100.1.p	AH021101-RA
OG0004772	Bevul.7G168300.1.p	AH013385-RA
OG0004773	Bevul.3G041500.1.p	AH019655-RA, AH012018-RA
OG0004774	Bevul.4G175100.1.p	AH007375-RA
OG0004775	Bevul.8G149700.1.p	AH014293-RA
OG0004776	Bevul.9G052000.3.p, Bevul.9G052000.2.p, Bevul.9G052000.1.p	AH001330-RA
OG0004777	Bevul.8G187800.1.p	AH020817-RA, AH014156-RA
OG0004778	Bevul.2G111200.1.p	AH015963-RA, AH023525-RA
OG0004779	Bevul.3G073900.1.p	AH013046-RA
OG0004780	Bevul.8G161300.1.p, Bevul.8G161200.1.p	AH014129-RA
OG0004781	Bevul.9G201600.2.p, Bevul.9G201600.1.p	AH002053-RA, AH000534-RA
OG0004782	Bevul.3G085000.1.p	AH012285-RA
OG0004782	Bevul.5G041200.1.p	AH018728-RA
OG0004783	Bevul.1G033100.1.p	AH016813-RA
OG0004784	Bevul.9G207600.1.p	AH000473-RA
OG0004785	Bevul.8G157400.1.p	AH014355-RA
OG0004785	Bevul.8G157300.1.p	AH021017-RA
OG0004786	Bevul.9G197000.1.p	AH002009-RA, AH000991-RA
OG0004787	Bevul.8G169200.1.p	AH020688-RA, AH005881-RA
OG0004789	Bevul.9G225500.2.p, Bevul.9G225500.1.p, Bevul.9G225500.3.p	AH002474-RA
OG0004790	Bevul.8G210400.1.p	AH008679-RA, AH020966-RA
OG0004791	Bevul.8G128700.1.p	AH014231-RA
OG0004791	Bevul.7G233500.1.p	AH022231-RA
OG0004792	Bevul.3G040000.1.p	AH012006-RA
OG0004793	Bevul.8G188300.1.p	AH020821-RA
OG0004794	Bevul.9G118000.1.p	AH000510-RA
OG0004794	Bevul.8G170300.1.p	AH013987-RA, AH013986-RA
OG0004795	Bevul.2G117000.2.p, Bevul.2G117000.1.p, Bevul.2G117000.3.p	AH015908-RA
OG0004796	Bevul.8G134300.1.p	AH014555-RA
OG0004797	Bevul.8G132200.1.p	AH014204-RA, AH021129-RA
OG0004798	Bevul.8G162100.1.p	AH020645-RA
OG0004799	Bevul.7G123300.1.p, Bevul.7G123400.1.p	AH013060-RA
OG0004800	Bevul.1G180400.1.p	AH009660-RA
OG0004801	Bevul.8G166900.1.p	AH020680-RA, AH013976-RA, AH013977-RA
OG0004801	Bevul.8G167000.1.p	AH013978-RA
OG0004802	Bevul.9G117400.2.p, Bevul.9G117400.4.p, Bevul.9G117400.3.p, Bevul.9G117400.1.p	AH002165-RA
OG0004803	Bevul.9G107500.4.p, Bevul.9G107500.3.p, Bevul.9G107500.1.p, Bevul.9G107500.7.p, Bevul.9G107500.5.p, Bevul.9G107500.6.p, Bevul.9G107500.2.p	AH000361-RA, AH001515-RA
OG0004804	Bevul.4G119900.1.p	AH010697-RA, AH007841-RA
OG0004805	Bevul.7G172700.1.p	AH013345-RA
OG0004806	Bevul.7G152900.1.p	AH022251-RA
OG0004807	Bevul.2G018700.1.p, Bevul.2G018700.2.p	AH019218-RA
OG0004808	Bevul.5G071900.1.p	AH018318-RA
OG0004809	Bevul.4G093100.1.p	AH007893-RA, AH010273-RA
OG0004810	Bevul.7G211100.1.p	AH013635-RA, AH013633-RA
OG0004812	Bevul.1G167400.1.p	AH009236-RA
OG0004813	Bevul.7G194300.1.p	AH022674-RA, AH013779-RA
OG0004814	Bevul.9G045600.2.p, Bevul.9G045600.1.p	AH000194-RA, AH001237-RA
OG0004814	Bevul.8G002200.1.p	AH015118-RA
OG0004815	Bevul.4G041900.1.p	AH008158-RA
OG0004816	Bevul.8G178600.1.p	AH014822-RA
OG0004817	Bevul.2G251400.1.p, Bevul.2G251300.1.p, Bevul.2G187600.2.p, Bevul.2G187600.1.p	AH023157-RA, AH016314-RA
OG0004818	Bevul.6G120300.1.p, Bevul.3G122300.1.p	AH020234-RA
OG0004819	Bevul.8G006300.1.p	AH023462-RA, AH014812-RA
OG0004820	Bevul.8G055000.1.p	AH015002-RA
OG0004821	Bevul.2G234500.2.p, Bevul.2G234500.1.p	AH023023-RA, AH016406-RA
OG0004822	Bevul.2G131300.2.p, Bevul.2G131300.1.p	AH017024-RA, AH019451-RA
OG0004823	Bevul.3G092700.1.p	AH019431-RA
OG0004824	Bevul.9G051400.2.p, Bevul.9G051400.1.p	AH001255-RA
OG0004825	Bevul.8G058300.1.p	AH015021-RA
OG0004826	Bevul.2G123200.5.p, Bevul.2G123200.3.p, Bevul.2G123200.2.p, Bevul.2G123200.1.p, Bevul.2G123200.4.p	AH017085-RA
OG0004827	Bevul.7G179000.1.p	AH022693-RA
OG0004828	Bevul.1G057900.1.p	AH008568-RA
OG0004829	Bevul.8G089500.1.p	AH021302-RA
OG0004830	Bevul.3G190900.1.p	AH006799-RA
OG0004831	Bevul.3G215800.1.p	AH006633-RA
OG0004832	Bevul.7G015700.1.p	AH012528-RA
OG0004833	Bevul.2G100500.1.p	AH023461-RA
OG0004833	Bevul.7G209700.1.p	AH013649-RA
OG0004834	Bevul.2G117800.1.p	AH015906-RA, AH016992-RA
OG0004835	Bevul.4G086800.1.p	AH007963-RA
OG0004836	Bevul.4G004800.1.p	AH005890-RA
OG0004837	Bevul.2G031200.1.p	AH015625-RA
OG0004838	Bevul.4G055000.1.p	AH010005-RA
OG0004839	Bevul.7G039400.2.p, Bevul.7G039400.1.p, Bevul.7G039400.3.p	AH007730-RA, AH012681-RA
OG0004840	Bevul.2G155600.3.p, Bevul.2G155600.1.p, Bevul.2G155600.2.p	AH020311-RA
OG0004841	Bevul.8G059400.1.p	AH015030-RA
OG0004841	Bevul.9G068100.1.p	AH010234-RA
OG0004842	Bevul.4G034900.1.p	AH008187-RA, AH010197-RA, AH010203-RA
OG0004843	Bevul.7G070900.1.p	AH012803-RA
OG0004844	Bevul.2G106600.1.p	AH015956-RA, AH023775-RA
OG0004845	Bevul.7G191600.1.p	AH013805-RA
OG0004846	Bevul.2G232000.5.p, Bevul.2G232000.6.p, Bevul.2G232000.2.p, Bevul.2G232000.3.p, Bevul.2G232000.4.p, Bevul.2G232000.1.p	AH022959-RA
OG0004847	Bevul.2G105200.6.p, Bevul.2G105200.3.p, Bevul.2G105200.4.p, Bevul.2G105200.7.p, Bevul.2G105200.5.p, Bevul.2G105200.2.p, Bevul.2G105200.1.p	AH023490-RA
OG0004848	Bevul.8G006900.1.p	AH014805-RA
OG0004849	Bevul.7G024500.1.p, Bevul.7G024500.2.p, Bevul.8G192600.1.p	AH014672-RA, AH023164-RA
OG0004850	Bevul.9G074800.1.p, Bevul.9G074800.2.p	AH001345-RA
OG0004851	Bevul.1G018500.1.p	AH005507-RA
OG0004852	Bevul.8G060900.1.p	AH021369-RA, AH014786-RA
OG0004853	Bevul.7G018100.4.p, Bevul.7G018100.2.p, Bevul.7G018100.3.p, Bevul.7G018100.1.p, Bevul.7G018100.5.p	AH021049-RA
OG0004854	Bevul.2G044100.1.p	AH015688-RA
OG0004855	Bevul.7G222900.1.p	AH013215-RA
OG0004855	Bevul.2G184400.1.p	AH016302-RA
OG0004856	Bevul.7G012700.1.p	AH012515-RA
OG0004856	Bevul.3G113200.1.p	AH023159-RA
OG0004858	Bevul.3G181900.1.p	AH006865-RA
OG0004859	Bevul.5G217500.1.p	AH002527-RA
OG0004859	Bevul.1G076200.1.p	AH008500-RA
OG0004861	Bevul.6G197400.1.p	AH004615-RA
OG0004862	Bevul.5G107700.1.p	AH018517-RA
OG0004863	Bevul.3G172900.1.p	AH006925-RA, AH020255-RA
OG0004864	Bevul.9G138400.1.p, Bevul.9G138400.2.p	AH019726-RA
OG0004865	Bevul.4G045100.1.p	AH009944-RA
OG0004866	Bevul.9G043900.1.p	AH002921-RA, AH017444-RA
OG0004867	Bevul.7G072800.2.p, Bevul.7G072800.1.p	AH021936-RA
OG0004868	Bevul.7G010200.1.p	AH012494-RA
OG0004868	Bevul.2G184000.1.p	AH021738-RA
OG0004869	Bevul.8G054800.1.p	AH015001-RA, AH021503-RA
OG0004870	Bevul.4G132900.1.p	AH007733-RA, AH010774-RA
OG0004871	Bevul.8G097900.1.p	AH021257-RA
OG0004871	Bevul.8G099900.1.p	AH014677-RA
OG0004872	Bevul.2G227200.2.p, Bevul.2G227200.3.p, Bevul.2G227200.1.p, Bevul.2G227200.4.p	AH016441-RA
OG0004873	Bevul.4G047000.1.p	AH009958-RA, AH009959-RA
OG0004874	Bevul.6G217600.1.p	AH005147-RA
OG0004875	Bevul.1G206200.1.p	AH009434-RA
OG0004876	Bevul.3G053100.1.p	AH012130-RA
OG0004876	Bevul.3G053200.1.p	AH012131-RA
OG0004877	Bevul.7G153600.1.p	AH022253-RA
OG0004878	Bevul.4G179100.1.p	AH010650-RA, AH010654-RA
OG0004879	Bevul.5G154400.1.p	AH002990-RA
OG0004880	Bevul.1G216500.1.p	AH009002-RA
OG0004881	Bevul.6G169200.1.p	AH004489-RA
OG0004882	Bevul.6G204700.1.p	AH005198-RA
OG0004883	Bevul.6G212800.1.p	AH004506-RA
OG0004884	Bevul.7G144200.1.p	AH022365-RA
OG0004885	Bevul.4G185700.1.p	AH018804-RA
OG0004887	Bevul.3G043100.1.p	AH019642-RA
OG0004889	Bevul.9G141400.1.p	AH000855-RA
OG0004890	Bevul.5G064600.1.p	AH018196-RA
OG0004890	Bevul.3G027600.1.p	AH011900-RA, AH019724-RA
OG0004891	Bevul.3G153200.1.p, Bevul.7G012200.1.p, Bevul.7G012200.2.p	AH012511-RA, AH020173-RA
OG0004892	Bevul.2G123800.5.p, Bevul.2G123800.6.p, Bevul.2G123800.7.p, Bevul.2G123800.1.p, Bevul.2G123800.4.p, Bevul.2G123800.2.p, Bevul.2G123800.3.p	AH015991-RA
OG0004893	Bevul.7G085200.1.p	AH012879-RA
OG0004894	Bevul.4G075600.1.p	AH021177-RA, AH014643-RA
OG0004895	Bevul.6G163700.1.p	AH005241-RA, AH004251-RA
OG0004896	Bevul.4G153700.1.p	AH011855-RA
OG0004897	Bevul.5G164100.1.p	AH017397-RA
OG0004898	Bevul.3G114000.1.p	AH011708-RA
OG0004899	Bevul.7G114300.1.p	AH013002-RA
OG0004900	Bevul.6G145700.1.p	AH004211-RA
OG0004901	Bevul.5G063800.1.p	AH018188-RA
OG0004901	Bevul.1G198900.1.p	AH009495-RA
OG0004902	Bevul.5G024500.1.p	AH018027-RA
OG0004903	Bevul.6G005800.1.p	AH006156-RA
OG0004904	Bevul.7G114000.1.p	AH013000-RA
OG0004905	Bevul.3G024000.1.p	AH011876-RA
OG0004906	Bevul.6G207100.1.p	AH004547-RA, AH005181-RA
OG0004907	Bevul.6G206800.1.p, Bevul.6G206900.1.p	AH004546-RA, AH005183-RA
OG0004907	Bevul.6G207000.1.p	AH005182-RA
OG0004908	Bevul.1G078100.1.p	AH008458-RA
OG0004909	Bevul.1G197800.1.p	AH009504-RA
OG0004911	Bevul.6G158100.1.p	AH005273-RA
OG0004912	Bevul.5G242700.1.p	AH002621-RA
OG0004913	Bevul.1G013700.1.p	AH016697-RA
OG0004914	Bevul.7G099000.1.p, Bevul.7G099000.2.p, Bevul.7G099000.3.p	AH022183-RA
OG0004915	Bevul.5G068800.1.p	AH018296-RA
OG0004916	Bevul.1G099600.1.p	AH008750-RA
OG0004917	Bevul.6G205700.1.p	AH005191-RA
OG0004918	Bevul.5G152100.1.p	AH012901-RA
OG0004919	Bevul.5G015300.1.p	AH018110-RA
OG0004920	Bevul.3G020900.1.p	AH007331-RA
OG0004921	Bevul.5G132500.1.p	AH003029-RA
OG0004922	Bevul.6G213000.1.p	AH004505-RA
OG0004923	Bevul.1G080700.1.p	AH008443-RA
OG0004924	Bevul.3G035400.1.p	AH011963-RA
OG0004925	Bevul.6G135300.1.p	AH004188-RA
OG0004926	Bevul.9G013100.2.p, Bevul.9G013100.1.p	AH000032-RA, AH001096-RA
OG0004927	Bevul.8G141200.1.p	AH018338-RA
OG0004928	Bevul.5G170300.1.p	AH017451-RA, AH003452-RA
OG0004929	Bevul.5G075700.1.p	AH011418-RA, AH018257-RA
OG0004930	Bevul.3G143700.1.p	AH010256-RA
OG0004930	Bevul.5G210500.1.p	AH002485-RA
OG0004931	Bevul.6G247300.1.p	AH004653-RA, AH004694-RA
OG0004932	Bevul.6G156700.1.p	AH005279-RA
OG0004933	Bevul.4G223900.1.p, Bevul.4G226200.1.p, Bevul.4G224800.1.p, Bevul.4G227000.1.p	AH011023-RA
OG0004934	Bevul.5G229700.1.p	AH002554-RA, AH017870-RA
OG0004935	Bevul.5G191600.1.p	AH002811-RA
OG0004935	Bevul.6G237700.1.p	AH005069-RA, AH004390-RA
OG0004936	Bevul.6G188000.1.p	AH004435-RA
OG0004938	Bevul.5G077000.1.p	AH011430-RA
OG0004939	Bevul.2G095600.1.p	AH000060-RA
OG0004940	Bevul.3G019100.1.p	AH011669-RA, AH019798-RA, AH015295-RA
OG0004940	Bevul.3G120600.1.p	AH023051-RA
OG0004942	Bevul.5G102200.1.p	AH018487-RA, AH011569-RA
OG0004943	Bevul.6G142800.1.p	AH004146-RA
OG0004944	Bevul.2G203700.1.p	AH022821-RA
OG0004945	Bevul.8G094600.1.p	AH014689-RA
OG0004947	Bevul.4G121500.1.p	AH010705-RA
OG0004948	Bevul.5G117300.1.p	AH018922-RA
OG0004950	Bevul.5G214900.1.p	AH017964-RA
OG0004951	Bevul.5G212500.1.p	AH017981-RA
OG0004952	Bevul.5G108200.1.p	AH018520-RA
OG0004953	Bevul.5G070500.1.p, Bevul.5G070600.1.p	AH018306-RA
OG0004954	Bevul.6G107400.1.p	AH005516-RA
OG0004955	Bevul.6G116400.1.p	AH005449-RA
OG0004956	Bevul.6G147000.1.p	AH005368-RA, AH004164-RA
OG0004957	Bevul.5G202000.1.p	AH017259-RA
OG0004958	Bevul.3G013200.1.p	AH019900-RA
OG0004960	Bevul.4G018300.1.p	AH008247-RA
OG0004961	Bevul.4G145700.1.p	AH010872-RA, AH007536-RA
OG0004962	Bevul.8G103300.1.p	AH021234-RA
OG0004963	Bevul.7G122200.1.p, Bevul.6G131700.1.p	AH004120-RA, AH005464-RA
OG0004964	Bevul.5G078300.1.p	AH018240-RA
OG0004965	Bevul.5G201900.1.p	AH017260-RA
OG0004967	Bevul.5G195200.1.p	AH017619-RA
OG0004968	Bevul.5G168800.1.p	AH002920-RA
OG0004969	Bevul.5G002100.1.p	AH018616-RA
OG0004970	Bevul.9G005200.1.p	AH001064-RA
OG0004971	Bevul.5G240900.1.p	AH017778-RA
OG0004972	Bevul.6G188800.1.p	AH004430-RA, AH004790-RA
OG0004973	Bevul.2G053400.1.p	AH019365-RA
OG0004973	Bevul.5G200300.1.p	AH017646-RA
OG0004974	Bevul.6G119400.1.p	AH005429-RA
OG0004975	Bevul.5G084000.1.p	AH018327-RA
OG0004976	Bevul.5G217100.1.p	AH002528-RA, AH017946-RA
OG0004977	Bevul.2G070500.4.p, Bevul.2G070500.3.p, Bevul.2G070500.2.p, Bevul.2G070500.1.p	AH015818-RA, AH015819-RA
OG0004978	Bevul.5G043200.1.p	AH018743-RA
OG0004979	Bevul.5G039900.1.p	AH018719-RA
OG0004981	Bevul.7G045800.1.p	AH000268-RA
OG0004981	Bevul.8G050700.1.p, Bevul.8G050800.1.p	AH015374-RA
OG0004981	Bevul.9G032400.2.p, Bevul.9G032400.1.p, Bevul.9G032400.3.p, Bevul.9G032400.4.p	AH001194-RA
OG0004982	Bevul.5G181700.1.p	AH002867-RA, AH017541-RA
OG0004983	Bevul.6G104300.1.p	AH003750-RA, AH005837-RA
OG0004983	Bevul.4G124100.1.p, Bevul.4G124000.1.p	AH010726-RA, AH010727-RA
OG0004984	Bevul.1G200100.1.p	AH009481-RA
OG0004985	Bevul.3G023700.1.p	AH019744-RA, AH011870-RA
OG0004986	Bevul.3G134100.1.p	AH020131-RA, AH011822-RA
OG0004987	Bevul.7G197600.1.p	AH013760-RA
OG0004988	Bevul.2G073400.1.p, Bevul.1G109300.1.p, Bevul.7G155900.1.p, Bevul.5G120600.1.p, Bevul.5G037800.1.p, Bevul.7G039700.1.p, Bevul.1G060400.1.p, Bevul.5G237400.1.p, Bevul.5G115800.1.p, Bevul.4G037600.1.p, Bevul.4G156600.1.p, Bevul.8G096700.1.p, Bevul.6G185500.1.p, Bevul.1G045400.1.p, Bevul.7G091800.1.p, Bevul.7G091800.2.p, Bevul.1G093200.1.p, Bevul.8G113800.1.p, Bevul.2G078200.1.p	AH005918-RA
OG0004990	Bevul.9G217000.1.p	AH000696-RA, AH000695-RA
OG0004991	Bevul.9G029900.1.p, Bevul.9G029900.3.p, Bevul.9G029900.2.p	AH000092-RA
OG0004992	Bevul.9G037200.2.p, Bevul.9G037200.1.p	AH001221-RA, AH001220-RA
OG0004993	Bevul.9G033000.1.p, Bevul.9G033000.2.p	AH000132-RA
OG0005014	Bevul.8G089800.1.p	AH020979-RA, AH014395-RA
OG0005016	Bevul.3G064600.1.p	AH019969-RA
OG0005017	Bevul.4G145900.1.p	AH007534-RA
OG0005018	Bevul.5G124600.1.p	AH021834-RA, AH012634-RA
OG0005019	Bevul.4G141900.1.p	AH007776-RA
OG0005020	Bevul.2G250700.1.p	AH016317-RA, AH023154-RA
OG0005023	Bevul.7G180800.1.p	AH021964-RA
OG0005024	Bevul.5G137700.1.p	AH023119-RA, AH011585-RA
OG0005025	Bevul.3G116300.1.p	AH011729-RA, AH020021-RA
OG0005026	Bevul.4G224500.1.p, Bevul.4G226700.1.p, Bevul.9G195300.2.p, Bevul.9G195300.1.p	AH001800-RA
OG0005027	Bevul.2G104900.1.p	AH015946-RA
OG0005030	Bevul.4G161400.1.p	AH007427-RA
OG0005031	Bevul.5G133300.1.p	AH019103-RA
OG0005034	Bevul.7G219500.1.p	AH013196-RA
OG0005035	Bevul.4G231600.1.p, Bevul.4G232100.1.p	AH010971-RA
OG0005036	Bevul.3G204500.1.p	AH006714-RA
OG0005037	Bevul.2G191300.1.p, Bevul.2G191300.2.p	AH003549-RA, AH008969-RA
OG0005038	Bevul.7G134600.1.p	AH013619-RA
OG0005039	Bevul.5G050100.1.p	AH003094-RA
OG0005040	Bevul.9G016000.2.p, Bevul.9G016000.1.p	AH000073-RA
OG0005041	Bevul.7G112600.1.p	AH013549-RA
OG0005042	Bevul.4G241600.1.p	AH007685-RA, AH010924-RA
OG0005043	Bevul.3G172800.1.p	AH020254-RA
OG0005044	Bevul.4G000100.1.p	AH019809-RA
OG0005045	Bevul.7G034300.1.p	AH021846-RA
OG0005046	Bevul.2G227800.1.p	AH022987-RA, AH016435-RA
OG0005047	Bevul.4G164100.1.p	AH007419-RB, AH007419-RA, AH007419-RC, AH011214-RA
OG0005048	Bevul.3G064500.1.p	AH011609-RA, AH019970-RA
OG0005049	Bevul.5G235200.1.p	AH017826-RA
OG0005050	Bevul.3G103100.1.p	AH011645-RA, AH019953-RA
OG0005051	Bevul.7G215300.1.p	AH013166-RA
OG0005052	Bevul.1G198600.1.p, Bevul.1G198700.1.p	AH009497-RA
OG0005053	Bevul.3G001300.1.p	AH007148-RA
OG0005053	Bevul.7G105400.1.p	AH022072-RA
OG0005054	Bevul.1G075300.1.p	AH008505-RA
OG0005055	Bevul.3G156300.1.p	AH020184-RA
OG0005058	Bevul.9G011100.1.p	AH000023-RA, AH001081-RA
OG0005059	Bevul.5G038000.1.p	AH018711-RA, AH003143-RA
OG0005061	Bevul.4G251100.1.p	AH006485-RA
OG0005062	Bevul.7G053800.1.p	AH012765-RA
OG0005064	Bevul.7G134300.1.p	AH013137-RA
OG0005065	Bevul.3G031800.1.p	AH019708-RA, AH011934-RA
OG0005066	Bevul.3G105600.1.p	AH020084-RA
OG0005067	Bevul.3G234700.1.p	AH020593-RA
OG0005068	Bevul.4G222200.1.p	AH011050-RA, AH015483-RA
OG0005069	Bevul.9G177800.1.p	AH018448-RA
OG0005069	Bevul.5G082100.1.p	AH001863-RA
OG0005070	Bevul.1G017100.1.p, Bevul.6G173700.1.p, Bevul.6G174200.1.p	AH014735-RA
OG0005071	Bevul.4G214100.1.p	AH011118-RA
OG0005072	Bevul.7G025100.1.p	AH021795-RA
OG0005073	Bevul.7G210500.1.p	AH022507-RA
OG0005073	Bevul.5G139100.1.p	AH001892-RA
OG0005074	Bevul.3G114400.1.p	AH018769-RA
OG0005075	Bevul.2G232300.3.p, Bevul.2G232300.4.p, Bevul.2G232300.1.p, Bevul.2G232300.2.p	AH022958-RA
OG0005076	Bevul.2G189200.1.p	AH016657-RA
OG0005077	Bevul.7G020300.1.p	AH012576-RA
OG0005078	Bevul.7G108000.1.p	AH012976-RA
OG0005080	Bevul.7G098500.3.p, Bevul.7G098500.2.p, Bevul.7G098500.1.p	AH012957-RA
OG0005083	Bevul.6G023000.1.p	AH003812-RA, AH005775-RA
OG0005084	Bevul.3G012900.1.p	AH007237-RA, AH019901-RA
OG0005085	Bevul.5G255200.1.p	AH004929-RA
OG0005086	Bevul.6G015200.1.p	AH005716-RA, AH003859-RA
OG0005087	Bevul.9G143800.1.p	AH000881-RA, AH002198-RA
OG0005088	Bevul.1G156200.1.p	AH015615-RA
OG0005090	Bevul.1G116900.1.p	AH008863-RA
OG0005091	Bevul.6G102800.1.p	AH003934-RA, AH005799-RA
OG0005092	Bevul.1G055800.1.p	AH016958-RA
OG0005093	Bevul.6G001000.1.p	AH006094-RA
OG0005094	Bevul.1G115800.1.p	AH008857-RA
OG0005095	Bevul.9G082600.1.p	AH000291-RA
OG0005096	Bevul.9G239500.2.p, Bevul.9G239500.1.p	AH001636-RA
OG0005096	Bevul.6G004100.1.p	AH003941-RA
OG0005097	Bevul.6G101700.1.p	AH003932-RA
OG0005097	Bevul.1G066300.1.p	AH008561-RA
OG0005099	Bevul.8G078200.1.p	AH021342-RA, AH014761-RA
OG0005100	Bevul.3G119400.1.p	AH005794-RA, AH003777-RA, AH003778-RA
OG0005101	Bevul.6G008800.1.p, Bevul.6G113900.1.p	AH004099-RA
OG0005101	Bevul.6G027500.1.p	AH014044-RA, AH014120-RA, AH014119-RA, AH005833-RA, AH003781-RA
OG0005102	Bevul.1G030500.1.p	AH016795-RA
OG0005103	Bevul.4G125500.1.p	AH010735-RA
OG0005104	Bevul.1G089800.1.p	AH003687-RA
OG0005105	Bevul.4G236800.1.p	AH011006-RA
OG0005106	Bevul.6G016400.1.p, Bevul.4G133800.1.p	AH003852-RA, AH005725-RA, AH005726-RA
OG0005107	Bevul.7G019500.1.p, Bevul.1G039800.1.p	AH023720-RA
OG0005108	Bevul.1G174500.1.p	AH008677-RA
OG0005109	Bevul.9G005900.1.p, Bevul.9G005900.2.p	AH006339-RA
OG0005110	Bevul.9G220400.1.p	AH002451-RA, AH000688-RA
OG0005111	Bevul.6G019600.1.p	AH003831-RA, AH005748-RA
OG0005112	Bevul.6G077900.1.p	AH005532-RA
OG0005113	Bevul.1G155100.1.p	AH010114-RA
OG0005114	Bevul.9G138300.1.p	AH000820-RA
OG0005115	Bevul.6G134800.1.p	AH005484-RA
OG0005116	Bevul.1G171200.1.p	AH008921-RA
OG0005118	Bevul.9G136900.1.p, Bevul.9G136900.2.p, Bevul.9G136900.3.p	AH002262-RA
OG0005118	Bevul.9G137100.1.p	AH002261-RA
OG0005119	Bevul.1G212300.1.p	AH009367-RA
OG0005120	Bevul.8G125900.1.p	AH014241-RA
OG0005121	Bevul.1G210700.1.p	AH009396-RA
OG0005122	Bevul.9G195000.1.p	AH001994-RA
OG0005123	Bevul.1G085900.1.p	AH003494-RA
OG0005124	Bevul.6G162100.1.p	AH004244-RA
OG0005125	Bevul.4G065900.1.p	AH012903-RA
OG0005126	Bevul.8G210700.1.p	AH006823-RA
OG0005127	Bevul.9G144300.2.p, Bevul.9G144300.1.p	AH000886-RA
OG0005128	Bevul.2G122400.1.p	AH017089-RA
OG0005129	Bevul.5G051100.1.p	AH018802-RA
OG0005130	Bevul.2G247000.1.p	AH016345-RA
OG0005131	Bevul.6G025600.1.p	AH005793-RA, AH003797-RA
OG0005132	Bevul.9G178000.1.p	AH000600-RA, AH001865-RA
OG0005133	Bevul.6G089100.1.p	AH005627-RA, AH003996-RA
OG0005134	Bevul.9G213000.1.p	AH000725-RA, AH002408-RA
OG0005135	Bevul.1G108900.1.p	AH008822-RA
OG0005135	Bevul.6G100000.1.p	AH003923-RA
OG0005136	Bevul.7G136200.1.p	AH013604-RA
OG0005137	Bevul.9G211700.4.p, Bevul.9G211700.2.p, Bevul.9G211700.1.p, Bevul.9G211700.3.p	AH002400-RA
OG0005138	Bevul.1G061700.1.p	AH008577-RA
OG0005139	Bevul.8G213800.1.p	AH020991-RA
OG0005140	Bevul.4G069600.1.p	AH008039-RA
OG0005141	Bevul.2G168600.2.p, Bevul.2G168600.1.p	AH023286-RA
OG0005143	Bevul.3G234400.1.p	AH020590-RA
OG0005144	Bevul.4G027500.1.p	AH009904-RA
OG0005145	Bevul.4G093500.1.p	AH010271-RA
OG0005146	Bevul.8G036500.1.p	AH021431-RA
