Orthogroup	S_lycopersicum.proteins	A_vesiculosa.proteins
OG0003951	Solyc02g094440.3.1	Av_00011592-RA, Av_00020413-RA
OG0003952	Solyc01g111870.2.1	Av_00004583-RA
OG0003953	Solyc01g109350.3.1	Av_00012284-RA
OG0003954	Solyc02g068090.3.1	Av_00022552-RA
OG0003955	Solyc10g084350.2.1, Solyc10g086010.2.1, Solyc09g007250.3.1	Av_00012562-RA, Av_00002876-RA, Av_00013448-RA
OG0003956	Solyc01g098920.3.1	Av_00001305-RA, Av_00015104-RA, Av_00022857-RA
OG0003957	Solyc12g099540.2.1, Solyc01g066820.3.1, Solyc05g054260.3.1	Av_00024352-RA, Av_00006719-RA
OG0003960	Solyc11g072390.2.1	Av_00019146-RA
OG0003961	Solyc09g059630.2.1	Av_00006749-RA
OG0003962	Solyc06g068690.3.1, Solyc03g118030.3.1	Av_00017730-RA
OG0003963	Solyc01g108920.3.1, Solyc01g109010.3.1	Av_00021545-RA
OG0003964	Solyc04g074270.3.1	Av_00010955-RA, Av_00015275-RA
OG0003965	Solyc06g073137.1.1	Av_00015789-RA
OG0003966	Solyc02g079060.3.1	Av_00010742-RA, Av_00017336-RA, Av_00013083-RA, Av_00017578-RA
OG0003968	Solyc04g071350.3.1	Av_00019408-RA, Av_00024426-RA
OG0003969	Solyc11g044530.2.1, Solyc01g104320.3.1	Av_00019138-RA
OG0003970	Solyc02g068100.3.1	Av_00024545-RA
OG0003970	Solyc03g111250.3.1	Av_00011200-RA
OG0003971	Solyc02g068010.3.1	Av_00020219-RA, Av_00012814-RA
OG0003973	Solyc04g072870.2.1, Solyc04g072860.3.1	Av_00009368-RA
OG0003974	Solyc11g005060.2.1	Av_00017517-RA
OG0003977	Solyc01g081090.2.1, Solyc01g081110.3.1, Solyc01g081100.2.1	Av_00023993-RA, Av_00016578-RA
OG0003978	Solyc02g094750.1.1, Solyc02g067100.3.1, Solyc02g066980.1.1	Av_00010673-RA, Av_00018602-RA
OG0003979	Solyc02g087740.3.1, Solyc02g067440.3.1	Av_00010664-RA, Av_00005550-RA, Av_00006034-RA
OG0003981	Solyc05g005877.1.1	Av_00005313-RA
OG0003983	Solyc04g005600.2.1, Solyc01g010910.2.1	Av_00022316-RA, Av_00024920-RA
OG0003984	Solyc08g005610.3.1, Solyc08g075320.3.1	Av_00015869-RA
OG0003985	Solyc08g007295.1.1, Solyc08g007270.3.1, Solyc01g090460.3.1	Av_00010336-RA, Av_00014517-RA, Av_00005439-RA, Av_00003005-RA
OG0003986	Solyc04g008620.3.1	Av_00022115-RA, Av_00019760-RA
OG0003987	Solyc03g114680.3.1	Av_00024879-RA, Av_00000505-RA
OG0003988	Solyc02g067095.1.1, Solyc05g013740.3.1, Solyc02g067090.3.1	Av_00019527-RA
OG0003989	Solyc05g008890.3.1	Av_00018432-RA
OG0003990	Solyc05g005210.3.1	Av_00015466-RA
OG0003991	Solyc03g045083.1.1	Av_00004987-RA
OG0003992	Solyc03g112270.3.1	Av_00017646-RA, Av_00010474-RA, Av_00011319-RA, Av_00013844-RA
OG0003993	Solyc06g009650.3.1, Solyc01g079500.3.1	Av_00003446-RA
OG0003995	Solyc02g067220.3.1, Solyc02g088090.1.1	Av_00024558-RA, Av_00018958-RA
OG0003996	Solyc12g038390.1.1, Solyc06g069310.3.1, Solyc03g114400.3.1	Av_00008694-RA, Av_00007128-RA
OG0003997	Solyc01g005060.3.1	Av_00016018-RA, Av_00004211-RA, Av_00019270-RA, Av_00008932-RA
OG0003998	Solyc09g008040.3.1	Av_00019332-RA
OG0003999	Solyc03g118620.3.1	Av_00006251-RA
OG0004000	Solyc06g069890.3.1, Solyc03g116170.3.1	Av_00013876-RA, Av_00001757-RA, Av_00013791-RA, Av_00011259-RA
OG0004001	Solyc05g009150.3.1	Av_00018429-RA, Av_00002598-RA
OG0004002	Solyc04g005430.3.1, Solyc01g010370.3.1, Solyc05g012450.3.1	Av_00005245-RA, Av_00006392-RA, Av_00007578-RA
OG0004003	Solyc05g006240.3.1	Av_00015492-RA, Av_00006451-RA, Av_00020734-RA
OG0004004	Solyc04g008665.1.1	Av_00020710-RA
OG0004005	Solyc06g069140.2.1, Solyc08g067750.1.1, Solyc12g017675.1.1, Solyc12g017630.2.1	Av_00000694-RA, Av_00013145-RA
OG0004006	Solyc03g119870.3.1	Av_00022429-RA
OG0004007	Solyc09g007990.3.1	Av_00021182-RA, Av_00002883-RA
OG0004010	Solyc02g091770.2.1	Av_00001889-RA
OG0004026	Solyc11g072880.2.1	Av_00022914-RA, Av_00013437-RA, Av_00016408-RA
OG0004027	Solyc01g098320.3.1, Solyc04g040170.3.1	Av_00023028-RA
OG0004028	Solyc08g062780.2.1	Av_00018317-RA
OG0004030	Solyc03g078290.3.1, Solyc11g005680.2.1	Av_00000622-RA, Av_00018493-RA
OG0004031	Solyc10g084800.2.1	Av_00019672-RA
OG0004032	Solyc02g078960.3.1	Av_00003662-RA
OG0004033	Solyc11g072710.2.1	Av_00019696-RA
OG0004034	Solyc09g092450.3.1	Av_00000724-RA
OG0004035	Solyc07g053060.3.1	Av_00001436-RA, Av_00023922-RA
OG0004037	Solyc03g063100.2.1	Av_00016526-RA, Av_00006566-RA
OG0004039	Solyc01g079130.2.1	Av_00002264-RA
OG0004040	Solyc01g096760.3.1	Av_00015089-RA
OG0004043	Solyc11g066860.2.1, Solyc01g009430.3.1, Solyc06g074620.3.1	Av_00014964-RA, Av_00017369-RA, Av_00008478-RA
OG0004044	Solyc10g044830.1.1, Solyc01g103868.1.1, Solyc01g103862.1.1, Solyc00g106650.2.1	Av_00001820-RA, Av_00013737-RA, Av_00011624-RA
OG0004045	Solyc05g052490.3.1	Av_00005685-RA, Av_00005682-RA, Av_00003850-RA
OG0004046	Solyc09g098170.3.1, Solyc09g097900.3.1	Av_00022194-RA, Av_00000720-RA
OG0004047	Solyc01g095140.3.1, Solyc10g011900.3.1, Solyc01g095150.3.1	Av_00013936-RA
OG0004048	Solyc11g065160.2.1	Av_00008125-RA, Av_00016549-RA, Av_00006540-RA
OG0004049	Solyc04g054180.3.1	Av_00000434-RA, Av_00019001-RA, Av_00001903-RA
OG0004051	Solyc10g085980.2.1	Av_00016412-RA, Av_00013444-RA
OG0004052	Solyc09g075140.3.1	Av_00012960-RA, Av_00002116-RA
OG0004053	Solyc01g101160.2.1	Av_00006630-RA, Av_00021055-RA, Av_00006933-RA
OG0004054	Solyc01g006450.3.1	Av_00014922-RA, Av_00008152-RA
OG0004055	Solyc01g096420.3.1, Solyc01g096435.1.1	Av_00003732-RA, Av_00015605-RA
OG0004056	Solyc09g066500.3.1	Av_00000792-RA
OG0004057	Solyc12g099150.1.1, Solyc09g059998.1.1, Solyc09g011150.1.1, Solyc02g011873.1.1, Solyc04g082990.3.1, Solyc05g047670.1.1	Av_00023517-RA
OG0004057	Solyc06g043036.1.1	Av_00019859-RA
OG0004057	Solyc01g020285.1.1, Solyc03g058260.1.1	Av_00024720-RA
OG0004058	Solyc06g084080.3.1, Solyc09g065810.3.1	Av_00004803-RA, Av_00003427-RA
OG0004059	Solyc12g099560.2.1, Solyc05g054240.3.1	Av_00000655-RA, Av_00021751-RA
OG0004060	Solyc08g077310.3.1	Av_00018950-RA
OG0004061	Solyc10g080400.2.1	Av_00014463-RA
OG0004062	Solyc00g013130.3.1, Solyc03g063500.1.1, Solyc03g063495.1.1, Solyc11g030790.2.1, Solyc00g125990.2.1, Solyc00g126000.1.1, Solyc10g062040.2.1, Solyc07g041630.1.1, Solyc10g062035.1.1	Av_00015179-RA
OG0004063	Solyc03g062790.3.1, Solyc10g080490.2.1	Av_00018802-RA
OG0004064	Solyc06g007870.3.1, Solyc09g059450.3.1	Av_00020313-RA, Av_00000839-RA
OG0004065	Solyc10g083400.1.1	Av_00008482-RA, Av_00005076-RA, Av_00022168-RA
OG0004066	Solyc10g083510.2.1, Solyc09g009200.2.1	Av_00015655-RA, Av_00020017-RA, Av_00023828-RA, Av_00002926-RA, Av_00012606-RA
OG0004067	Solyc01g110820.3.1	Av_00015545-RA
OG0004068	Solyc09g008850.3.1	Av_00012598-RA, Av_00002914-RA
OG0004069	Solyc06g053350.3.1	Av_00018167-RA, Av_00009586-RA, Av_00002157-RA
OG0004070	Solyc09g074320.3.1	Av_00019947-RA, Av_00025015-RA
OG0004072	Solyc06g005580.3.1	Av_00019675-RA, Av_00013336-RA
OG0004075	Solyc01g008080.3.1	Av_00019983-RA
OG0004076	Solyc11g072950.2.1	Av_00013362-RA
OG0004077	Solyc01g059880.3.1, Solyc12g099260.2.1	Av_00002138-RA
OG0004078	Solyc04g048900.3.1, Solyc05g056230.3.1	Av_00011824-RA
OG0004079	Solyc09g082650.3.1	Av_00005136-RA, Av_00018353-RA
OG0004080	Solyc04g009710.2.1, Solyc11g006910.2.1, Solyc05g055280.2.1	Av_00022608-RA, Av_00011902-RA, Av_00007029-RA
OG0004082	Solyc11g066280.2.1	Av_00011436-RA
OG0004084	Solyc08g014350.1.1	Av_00002749-RA, Av_00005218-RA, Av_00003297-RA
OG0004086	Solyc11g039650.2.1	Av_00019660-RA, Av_00019864-RA
OG0004086	Solyc01g103130.2.1	Av_00022679-RA
OG0004087	Solyc04g007270.3.1	Av_00011793-RA, Av_00001257-RA, Av_00015062-RA
OG0004088	Solyc02g063075.1.1, Solyc04g074940.3.1	Av_00008518-RA, Av_00013294-RA
OG0004090	Solyc02g093100.3.1	Av_00012499-RA
OG0004090	Solyc04g078590.3.1	Av_00010216-RA, Av_00010806-RA
OG0004091	Solyc04g074950.3.1, Solyc04g074960.3.1	Av_00010941-RA
OG0004092	Solyc02g084345.1.1, Solyc02g084350.3.1	Av_00001941-RA
OG0004096	Solyc04g049770.3.1	Av_00007073-RA, Av_00003555-RA
OG0004097	Solyc06g060310.3.1, Solyc11g012850.2.1, Solyc09g056270.2.1, Solyc04g024920.1.1	Av_00000125-RA, Av_00011537-RA
OG0004098	Solyc04g051400.2.1, Solyc04g051410.3.1	Av_00019755-RA, Av_00017445-RA
OG0004100	Solyc12g077590.2.1	Av_00009235-RA, Av_00009234-RA
OG0004101	Solyc01g103185.1.1, Solyc01g103200.3.1	Av_00006598-RA, Av_00011786-RA, Av_00016642-RA, Av_00001260-RA
OG0004102	Solyc01g108070.3.1	Av_00002815-RA, Av_00024032-RA
OG0004103	Solyc04g080940.3.1	Av_00000954-RA
OG0004104	Solyc01g103540.3.1	Av_00013744-RA
OG0004105	Solyc10g047000.2.1	Av_00018723-RA
OG0004106	Solyc02g085220.3.1, Solyc07g056660.3.1	Av_00012515-RA, Av_00016328-RA
OG0004107	Solyc03g032090.1.1, Solyc02g082510.1.1, Solyc02g082520.2.1, Solyc00g007130.3.1, Solyc10g048180.1.1	Av_00011686-RA, Av_00000499-RA, Av_00022356-RA, Av_00011685-RA, Av_00014242-RA
OG0004108	Solyc01g111990.3.1	Av_00004303-RA
OG0004109	Solyc02g091930.3.1, Solyc02g063520.3.1	Av_00000397-RA, Av_00015372-RA
OG0004110	Solyc07g055040.1.1	Av_00022896-RA
OG0004111	Solyc02g064690.3.1, Solyc02g092490.3.1, Solyc11g064835.1.1	Av_00016350-RA, Av_00000444-RA, Av_00015315-RA
OG0004112	Solyc11g010290.2.1, Solyc01g105540.3.1	Av_00023484-RA, Av_00007292-RA
OG0004113	Solyc02g082690.3.1	Av_00022943-RA
OG0004114	Solyc02g070910.3.1, Solyc02g070890.3.1	Av_00001372-RA
OG0004115	Solyc05g053410.3.1, Solyc01g059870.4.1	Av_00020386-RA, Av_00023710-RA
OG0004116	Solyc02g089990.1.1, Solyc03g044860.1.1, Solyc02g065430.1.1	Av_00016607-RA, Av_00013407-RA
OG0004117	Solyc10g074470.2.1, Solyc01g112050.3.1	Av_00008768-RA, Av_00007150-RA, Av_00023662-RA
OG0004118	Solyc10g050450.2.1	Av_00021544-RA
OG0004118	Solyc10g081820.2.1	Av_00024568-RA, Av_00014062-RA
OG0004119	Solyc04g014810.3.1, Solyc11g012440.1.1	Av_00008972-RA, Av_00007459-RA, Av_00003710-RA
OG0004120	Solyc05g053440.3.1	Av_00017063-RA
OG0004121	Solyc02g077560.3.1	Av_00005897-RA, Av_00021400-RA
OG0004122	Solyc10g005850.3.1, Solyc10g005860.3.1	Av_00003047-RA
OG0004123	Solyc02g080060.1.1, Solyc02g080050.1.1	Av_00003680-RA
OG0004125	Solyc07g006780.3.1	Av_00017111-RA
OG0004126	Solyc07g053630.3.1, Solyc10g008160.3.1	Av_00006176-RA, Av_00008441-RA, Av_00024476-RA, Av_00022738-RA
OG0004127	Solyc02g005510.3.1	Av_00010652-RA
OG0004128	Solyc02g080940.3.1	Av_00014146-RA, Av_00010603-RA
OG0004128	Solyc10g006240.3.1	Av_00003073-RA
OG0004130	Solyc03g118110.3.1	Av_00000930-RA, Av_00020494-RA, Av_00024075-RA
OG0004133	Solyc03g007100.3.1	Av_00009369-RA, Av_00001597-RA
OG0004134	Solyc03g007670.3.1, Solyc06g036420.2.1	Av_00009425-RA, Av_00012950-RA, Av_00002101-RA, Av_00001639-RA
OG0004136	Solyc12g044260.2.1, Solyc03g120670.3.1	Av_00016057-RA
OG0004137	Solyc01g111765.1.1	Av_00004292-RA
OG0004139	Solyc06g064890.3.1	Av_00016441-RA, Av_00016442-RA, Av_00012557-RA
OG0004141	Solyc05g032650.2.1, Solyc12g008890.2.1	Av_00020917-RA
OG0004142	Solyc01g068210.3.1	Av_00018119-RA
OG0004143	Solyc03g120310.3.1	Av_00006814-RA
OG0004144	Solyc02g067560.1.1, Solyc02g087460.1.1	Av_00010072-RA, Av_00014325-RA
OG0004144	Solyc05g006570.1.1	Av_00005304-RA
OG0004145	Solyc08g080050.3.1	Av_00005515-RA, Av_00003039-RA
OG0004146	Solyc11g013370.2.1	Av_00003135-RA, Av_00014017-RA
OG0004147	Solyc07g007620.3.1, Solyc12g009820.2.1	Av_00007379-RA, Av_00003802-RA
OG0004148	Solyc06g082290.3.1	Av_00021533-RA, Av_00019703-RA, Av_00013368-RA, Av_00019704-RA
OG0004149	Solyc07g008760.3.1	Av_00020933-RA, Av_00019055-RA, Av_00020927-RA, Av_00020934-RA, Av_00023281-RA, Av_00019059-RA
OG0004150	Solyc08g062670.3.1	Av_00018629-RA
OG0004150	Solyc12g009010.2.1	Av_00007235-RA
OG0004151	Solyc08g080680.3.1	Av_00015225-RA, Av_00013909-RA
OG0004152	Solyc05g025900.3.1, Solyc07g041830.3.1, Solyc08g061490.3.1	Av_00008764-RA, Av_00009788-RA, Av_00023113-RA, Av_00008701-RA
OG0004153	Solyc03g116470.2.1	Av_00010062-RA
OG0004153	Solyc06g036540.1.1	Av_00021808-RA
OG0004154	Solyc08g021960.3.1	Av_00020217-RA, Av_00012811-RA, Av_00004675-RA
OG0004155	Solyc07g007810.3.1	Av_00004011-RA
OG0004156	Solyc01g096280.2.1, Solyc10g009310.3.1, Solyc05g047680.3.1	Av_00003266-RA, Av_00016467-RA
OG0004157	Solyc08g078520.3.1	Av_00005534-RA, Av_00006057-RA
OG0004158	Solyc03g007960.3.1, Solyc06g036260.3.1	Av_00009193-RA
OG0004159	Solyc04g082790.3.1, Solyc10g085790.2.1	Av_00007870-RA
OG0004160	Solyc03g123600.3.1, Solyc03g123610.3.1, Solyc06g063090.3.1	Av_00004082-RA, Av_00023960-RA
OG0004161	Solyc08g008610.3.1, Solyc08g083190.3.1	Av_00010331-RA, Av_00014514-RA, Av_00005427-RA
OG0004162	Solyc03g121270.3.1	Av_00018940-RA
OG0004162	Solyc12g008690.2.1	Av_00016027-RA, Av_00004229-RA, Av_00004228-RA
OG0004163	Solyc03g083360.3.1, Solyc06g051960.3.1	Av_00024029-RA, Av_00012855-RA, Av_00013015-RA
OG0004164	Solyc12g096470.2.1	Av_00022321-RA, Av_00018732-RA, Av_00008851-RA
OG0004166	Solyc01g102530.3.1	Av_00021992-RA
OG0004168	Solyc03g082490.3.1	Av_00019999-RA, Av_00009944-RA
OG0004169	Solyc08g079660.3.1	Av_00003031-RA
OG0004170	Solyc09g015650.3.1	Av_00005051-RA, Av_00003822-RA
OG0004171	Solyc05g054740.3.1	Av_00007079-RA, Av_00003566-RA
OG0004172	Solyc11g007960.2.1	Av_00014364-RA
OG0004173	Solyc12g044670.1.1, Solyc03g121220.2.1	Av_00012761-RA
OG0004174	Solyc02g079415.1.1	Av_00018656-RA, Av_00008399-RA
OG0004175	Solyc02g070790.3.1, Solyc08g016170.3.1	Av_00015454-RA, Av_00024127-RA
OG0004178	Solyc03g096370.3.1	Av_00005116-RA
OG0004178	Solyc09g011860.3.1, Solyc10g085050.2.1	Av_00020398-RA
OG0004179	Solyc09g015520.3.1	Av_00003823-RA, Av_00005050-RA, Av_00010315-RA
OG0004180	Solyc07g006240.3.1	Av_00009646-RA
OG0004181	Solyc07g066620.3.1	Av_00013602-RA
OG0004182	Solyc10g018530.2.1	Av_00022580-RA
OG0004183	Solyc01g107270.3.1, Solyc02g076720.3.1, Solyc01g107277.1.1	Av_00003885-RA
OG0004184	Solyc11g069830.2.1, Solyc04g025160.3.1	Av_00001162-RA, Av_00014354-RA
OG0004185	Solyc04g051490.3.1	Av_00015338-RA
OG0004186	Solyc07g063950.3.1	Av_00021995-RA, Av_00003095-RA
OG0004187	Solyc01g087300.3.1, Solyc01g087290.3.1, Solyc01g087336.1.1, Solyc01g087350.3.1	Av_00004943-RA
OG0004188	Solyc03g097270.3.1	Av_00006787-RA, Av_00020290-RA, Av_00003509-RA, Av_00023567-RA
OG0004189	Solyc07g052940.3.1	Av_00004779-RA, Av_00017735-RA
OG0004190	Solyc09g007330.3.1	Av_00016424-RA
OG0004191	Solyc07g014700.3.1, Solyc05g046330.3.1	Av_00011509-RA, Av_00000102-RA
OG0004192	Solyc09g091120.3.1, Solyc12g097070.2.1	Av_00002040-RA, Av_00012880-RA, Av_00021969-RA
OG0004193	Solyc04g057960.3.1	Av_00003397-RA
OG0004194	Solyc09g014510.3.1	Av_00004889-RA
OG0004195	Solyc10g008880.3.1, Solyc02g077450.3.1	Av_00023117-RA, Av_00008709-RA
OG0004196	Solyc03g031820.3.1	Av_00005944-RA
OG0004197	Solyc07g063410.3.1, Solyc12g013620.2.1	Av_00019659-RA, Av_00002393-RA
OG0004198	Solyc02g080810.3.1	Av_00014143-RA, Av_00010601-RA
OG0004199	Solyc01g096950.3.1	Av_00006246-RA, Av_00022633-RA
OG0004200	Solyc04g049380.3.1, Solyc04g049390.3.1	Av_00014346-RA
OG0004201	Solyc09g008130.3.1	Av_00019333-RA, Av_00019330-RA, Av_00011726-RA
OG0004202	Solyc04g049450.3.1	Av_00023402-RA
OG0004202	Solyc11g069400.2.1	Av_00022621-RA
OG0004203	Solyc02g094570.3.1	Av_00019347-RA, Av_00020141-RA
OG0004204	Solyc07g006820.3.1	Av_00015954-RA
OG0004205	Solyc07g062300.3.1	Av_00007823-RA, Av_00000224-RA, Av_00000223-RA
OG0004206	Solyc04g015950.2.1	Av_00013171-RA
OG0004208	Solyc05g013030.1.1	Av_00017935-RA, Av_00000323-RA
OG0004209	Solyc11g069520.2.1	Av_00018507-RA
OG0004210	Solyc10g080010.2.1, Solyc04g016180.3.1	Av_00019358-RA, Av_00013169-RA, Av_00021725-RA
OG0004211	Solyc00g017220.2.1	Av_00022150-RA, Av_00014076-RA, Av_00023140-RA, Av_00021894-RA
OG0004213	Solyc08g081000.3.1	Av_00010460-RA
OG0004214	Solyc05g015880.3.1	Av_00002618-RA
OG0004215	Solyc06g083190.3.1, Solyc09g057660.3.1	Av_00009572-RA, Av_00009576-RA
OG0004216	Solyc07g024020.2.1, Solyc04g079120.3.1	Av_00023287-RA, Av_00020153-RA
OG0004217	Solyc04g080430.3.1	Av_00004444-RA, Av_00022540-RA
OG0004218	Solyc05g051680.3.1	Av_00004690-RA
OG0004219	Solyc10g005130.3.1	Av_00003277-RA
OG0004220	Solyc10g018920.2.1	Av_00000094-RA
OG0004221	Solyc08g081320.3.1	Av_00014583-RA, Av_00010430-RA
OG0004222	Solyc01g099530.3.1	Av_00020961-RA
OG0004223	Solyc08g083320.3.1	Av_00005540-RA
OG0004224	Solyc10g054090.2.1, Solyc04g064760.3.1, Solyc01g104850.3.1	Av_00017689-RA
OG0004225	Solyc03g031690.3.1	Av_00013249-RA
OG0004226	Solyc01g079750.3.1	Av_00018776-RA, Av_00013225-RA
OG0004227	Solyc03g058390.2.1, Solyc03g058350.3.1	Av_00009629-RA, Av_00002222-RA
OG0004228	Solyc01g073950.3.1, Solyc01g006470.1.1	Av_00001191-RA, Av_00006514-RA
OG0004229	Solyc03g007120.3.1	Av_00003960-RA, Av_00009093-RA
OG0004230	Solyc01g090590.3.1	Av_00014020-RA
OG0004231	Solyc12g096280.2.1	Av_00021248-RA
OG0004232	Solyc03g111840.3.1	Av_00010487-RA, Av_00017655-RA
OG0004233	Solyc06g082930.3.1, Solyc06g007640.3.1	Av_00009725-RA, Av_00023843-RA
OG0004235	Solyc05g014200.3.1	Av_00000259-RA, Av_00007752-RA, Av_00000260-RA, Av_00000261-RA
OG0004236	Solyc04g009910.3.1, Solyc04g009900.3.1, Solyc05g055050.2.1	Av_00016144-RA, Av_00006690-RA, Av_00016240-RA
OG0004237	Solyc04g077290.2.1	Av_00018763-RA
OG0004237	Solyc02g084000.3.1	Av_00001939-RA, Av_00018970-RA
OG0004238	Solyc04g063280.3.1	Av_00019409-RA
OG0004239	Solyc01g108160.3.1	Av_00020643-RA
OG0004240	Solyc05g015520.3.1	Av_00021831-RA, Av_00023488-RA, Av_00012239-RA
OG0004241	Solyc05g056055.1.1	Av_00018464-RA, Av_00002564-RA
OG0004242	Solyc04g024510.3.1, Solyc04g024500.3.1	Av_00012829-RA, Av_00019500-RA
OG0004243	Solyc11g042940.2.1	Av_00000967-RA
OG0004244	Solyc08g078240.3.1	Av_00007618-RA
OG0004245	Solyc04g076520.2.1	Av_00006617-RA, Av_00016492-RA
OG0004246	Solyc09g075040.3.1	Av_00001497-RA, Av_00019169-RA
OG0004247	Solyc12g055910.2.1	Av_00005758-RA
OG0004249	Solyc12g098910.2.1, Solyc05g053210.3.1	Av_00013547-RA, Av_00001565-RA, Av_00000540-RA
OG0004250	Solyc07g017860.3.1, Solyc02g094640.3.1	Av_00023147-RA
OG0004251	Solyc01g103660.3.1, Solyc01g103650.3.1, Solyc01g103670.3.1	Av_00008570-RA
OG0004252	Solyc07g045590.1.1, Solyc03g033280.1.1, Solyc03g033250.1.1, Solyc03g033290.1.1, Solyc06g054660.1.1	Av_00001856-RA, Av_00013701-RA
OG0004253	Solyc04g080540.2.1	Av_00000959-RA, Av_00011344-RA
OG0004254	Solyc02g065420.3.1, Solyc02g090000.3.1	Av_00016374-RA, Av_00012491-RA
OG0004255	Solyc12g096050.2.1, Solyc08g005410.3.1	Av_00016584-RA
OG0004256	Solyc01g005410.3.1, Solyc04g005720.3.1, Solyc01g005400.3.1	Av_00006328-RA, Av_00007763-RA, Av_00000263-RA
OG0004257	Solyc03g112640.3.1	Av_00017704-RA
OG0004258	Solyc04g008560.3.1	Av_00013391-RA
OG0004259	Solyc05g009320.3.1, Solyc03g119530.3.1, Solyc02g085910.3.1	Av_00005759-RA, Av_00012208-RA, Av_00003916-RA
OG0004260	Solyc05g009310.3.1, Solyc04g007210.3.1	Av_00005403-RA, Av_00002604-RA
OG0004260	Solyc03g119540.3.1	Av_00004213-RA
OG0004261	Solyc02g062350.3.1	Av_00021575-RA, Av_00000469-RA
OG0004262	Solyc03g112830.3.1	Av_00010558-RA, Av_00011302-RA
OG0004263	Solyc03g013630.3.1, Solyc02g067060.3.1, Solyc02g088630.3.1	Av_00019087-RA, Av_00023060-RA
OG0004264	Solyc03g118950.2.1, Solyc03g118943.1.1	Av_00009114-RA
OG0004265	Solyc02g081910.2.1	Av_00004401-RA, Av_00001091-RA
OG0004266	Solyc05g005650.2.1	Av_00008271-RA
OG0004267	Solyc05g005710.3.1, Solyc04g026030.3.1	Av_00005317-RA, Av_00002678-RA, Av_00020744-RA
OG0004268	Solyc06g072740.1.1	Av_00020221-RA
OG0004268	Solyc08g005130.1.1	Av_00024589-RA, Av_00022680-RA
OG0004269	Solyc03g115370.3.1, Solyc12g039180.2.1	Av_00000525-RA
OG0004270	Solyc03g113790.3.1	Av_00009299-RA, Av_00012413-RA
OG0004271	Solyc08g074960.3.1	Av_00023917-RA, Av_00023169-RA
OG0004272	Solyc04g039730.3.1, Solyc05g005140.3.1	Av_00022559-RA
OG0004273	Solyc03g112520.3.1	Av_00017643-RA
OG0004274	Solyc03g097140.3.1	Av_00009513-RA
OG0004278	Solyc02g071880.3.1, Solyc02g071870.3.1	Av_00007446-RA, Av_00003723-RA
OG0004279	Solyc05g053700.2.1	Av_00020864-RA, Av_00002253-RA
OG0004280	Solyc01g009480.3.1, Solyc01g009500.3.1, Solyc06g074330.3.1	Av_00017354-RA
OG0004281	Solyc03g117510.3.1	Av_00015417-RA
OG0004294	Solyc05g051790.3.1, Solyc03g025570.2.1, Solyc05g053510.2.1	Av_00011532-RA, Av_00008378-RA
OG0004296	Solyc09g074510.3.1	Av_00019147-RA
OG0004297	Solyc09g075800.3.1	Av_00018778-RA, Av_00013223-RA
OG0004298	Solyc03g007680.3.1	Av_00009426-RA
OG0004299	Solyc08g062440.2.1, Solyc08g062560.3.1	Av_00018818-RA
OG0004300	Solyc04g015540.1.1	Av_00019490-RA
OG0004301	Solyc09g091260.3.1, Solyc12g098100.2.1	Av_00021375-RA
OG0004302	Solyc01g080340.3.1	Av_00013238-RA, Av_00017874-RA
OG0004302	Solyc09g074060.3.1	Av_00019907-RA
OG0004303	Solyc08g080920.3.1, Solyc12g056270.2.1	Av_00011014-RA
OG0004305	Solyc01g099745.1.1	Av_00006904-RA
OG0004306	Solyc06g082920.3.1, Solyc07g006480.3.1	Av_00006564-RA
OG0004307	Solyc09g090940.3.1	Av_00006311-RA, Av_00021369-RA
OG0004308	Solyc01g067380.3.1, Solyc06g054550.3.1	Av_00020216-RA
OG0004309	Solyc01g065560.3.1	Av_00023907-RA, Av_00019195-RA, Av_00000565-RA
OG0004310	Solyc10g085600.2.1	Av_00022220-RA
OG0004311	Solyc11g007010.2.1	Av_00011215-RA
OG0004312	Solyc10g079830.2.1	Av_00013284-RA
OG0004313	Solyc08g075260.1.1, Solyc08g075250.1.1, Solyc08g075240.3.1, Solyc08g075270.1.1, Solyc08g005630.3.1	Av_00010053-RA, Av_00006837-RA, Av_00020787-RA
OG0004314	Solyc01g111060.3.1	Av_00018288-RA
OG0004315	Solyc04g074910.3.1, Solyc04g074900.3.1, Solyc01g066840.3.1	Av_00003453-RA, Av_00019843-RA, Av_00018624-RA
OG0004316	Solyc04g016490.3.1	Av_00021720-RA
OG0004317	Solyc06g009130.3.1	Av_00001499-RA
OG0004318	Solyc04g063290.3.1, Solyc04g074300.3.1	Av_00012674-RA, Av_00014478-RA, Av_00013173-RA
OG0004319	Solyc10g080600.2.1, Solyc10g078970.1.1, Solyc10g078990.1.1, Solyc03g058160.3.1	Av_00000673-RA, Av_00020464-RA, Av_00017145-RA, Av_00006708-RA, Av_00013199-RA
OG0004320	Solyc01g099090.3.1	Av_00016182-RA
OG0004322	Solyc01g110510.3.1, Solyc01g110500.3.1	Av_00019683-RA, Av_00013341-RA
OG0004323	Solyc09g090140.3.1	Av_00017042-RA, Av_00009602-RA
OG0004325	Solyc05g055880.3.1, Solyc09g083080.3.1	Av_00015092-RA, Av_00001290-RA
OG0004326	Solyc09g065120.3.1	Av_00000840-RA
OG0004327	Solyc09g065110.3.1	Av_00013500-RA
OG0004328	Solyc10g047210.1.1	Av_00018643-RA
OG0004329	Solyc12g020050.2.1	Av_00023034-RA, Av_00006302-RA
