Orthogroup	S_lycopersicum.proteins	A_hypochondriacus.proteins
OG0006159	Solyc03g119380.2.1	AH022881-RA
OG0006160	Solyc05g008520.3.1	AH005497-RA
OG0006161	Solyc01g098000.3.1, Solyc07g016150.3.1	AH012089-RA, AH003020-RA
OG0006162	Solyc12g088900.2.1, Solyc04g079180.3.1	AH001792-RA
OG0006163	Solyc01g100130.3.1	AH010429-RA
OG0006164	Solyc07g005890.3.1	AH021286-RA
OG0006165	Solyc03g007410.3.1	AH012034-RA
OG0006167	Solyc05g051370.3.1	AH005649-RA
OG0006168	Solyc04g014560.3.1	AH005240-RA, AH004250-RA
OG0006169	Solyc01g103030.3.1	AH005277-RA
OG0006170	Solyc05g056595.1.1, Solyc05g056590.3.1	AH003275-RA
OG0006171	Solyc11g010930.2.1	AH017253-RA
OG0006172	Solyc10g049710.2.1	AH014625-RA
OG0006173	Solyc05g054970.3.1	AH010740-RA
OG0006174	Solyc02g069515.1.1, Solyc02g069520.2.1	AH013309-RA
OG0006175	Solyc05g009270.3.1	AH005394-RA
OG0006176	Solyc03g111590.3.1	AH022366-RA
OG0006177	Solyc01g110440.4.1, Solyc10g054440.2.1	AH001729-RA
OG0006178	Solyc01g099850.3.1	AH010527-RA
OG0006179	Solyc04g076410.3.1, Solyc12g087990.2.1	AH008891-RA, AH008892-RA
OG0006180	Solyc03g082970.3.1	AH011959-RA
OG0006181	Solyc05g015210.3.1	AH021221-RA
OG0006182	Solyc12g088370.2.1, Solyc04g077920.3.1	AH016763-RA
OG0006183	Solyc05g015861.1.1	AH005201-RA
OG0006185	Solyc12g040510.2.1, Solyc06g069010.3.1, Solyc03g119040.3.1	AH003042-RA, AH019120-RA
OG0006186	Solyc03g098020.3.1	AH021235-RA
OG0006187	Solyc04g009180.2.1, Solyc01g008230.3.1	AH001056-RA, AH001061-RA
OG0006188	Solyc05g008350.3.1	AH005506-RA
OG0006189	Solyc01g080940.3.1	AH010491-RA
OG0006190	Solyc03g019873.1.1	AH021220-RA
OG0006193	Solyc04g039950.3.1	AH014258-RA
OG0006194	Solyc02g088000.3.1	AH015780-RA, AH018950-RA
OG0006195	Solyc02g088380.3.1	AH010976-RA, AH005664-RA
OG0006196	Solyc02g086145.1.1	AH016525-RA
OG0006197	Solyc05g006040.3.1	AH004630-RA
OG0006197	Solyc05g006110.3.1	AH004723-RA
OG0006198	Solyc12g010180.2.1	AH020569-RA, AH006500-RA
OG0006199	Solyc02g086680.3.1	AH010776-RA
OG0006200	Solyc02g081950.3.1	AH023442-RA, AH021916-RA, AH003619-RA
OG0006201	Solyc08g076930.1.1, Solyc08g005050.3.1	AH018394-RA, AH011505-RA
OG0006202	Solyc02g081380.3.1, Solyc02g036450.3.1, Solyc02g069370.3.1	AH010700-RA, AH007846-RA
OG0006204	Solyc02g081920.3.1	AH012833-RA
OG0006206	Solyc06g036000.3.1, Solyc06g035990.3.1	AH019577-RA
OG0006207	Solyc03g119450.3.1	AH017188-RA
OG0006208	Solyc01g007910.3.1, Solyc02g005350.3.1	AH000007-RA
OG0006209	Solyc05g012680.3.1	AH005004-RA
OG0006209	Solyc03g115640.3.1	AH017549-RA
OG0006210	Solyc05g014050.3.1	AH004889-RA
OG0006211	Solyc03g113380.3.1	AH002788-RA
OG0006212	Solyc02g086260.1.1, Solyc03g034300.1.1	AH016520-RA, AH022862-RA
OG0006213	Solyc03g118510.3.1, Solyc06g068910.3.1	AH008913-RA
OG0006214	Solyc03g115860.3.1	AH017565-RA
OG0006215	Solyc05g005730.3.1	AH012580-RA, AH013707-RA
OG0006216	Solyc03g115220.3.1	AH017516-RA
OG0006218	Solyc04g005200.3.1	AH019012-RA
OG0006219	Solyc01g095230.3.1	AH009627-RA
OG0006220	Solyc08g078430.3.1	AH004410-RA
OG0006221	Solyc05g005670.1.1	AH004769-RA
OG0006221	Solyc03g114160.1.1	AH017990-RA
OG0006222	Solyc02g063340.1.1	AH016567-RA, AH022813-RA
OG0006223	Solyc10g080520.2.1	AH011789-RA
OG0006225	Solyc02g063240.3.1, Solyc02g086180.3.1, Solyc02g086190.2.1	AH022865-RA
OG0006226	Solyc11g008700.2.1	AH011113-RA
OG0006227	Solyc03g112910.3.1	AH002494-RA
OG0006228	Solyc07g056050.1.1	AH001286-RA
OG0006229	Solyc11g005340.2.1	AH006200-RA
OG0006230	Solyc04g045340.3.1	AH012472-RA
OG0006231	Solyc04g007860.3.1	AH005361-RA, AH004149-RA
OG0006232	Solyc09g020140.3.1	AH019337-RA, AH005680-RA
OG0006233	Solyc03g114590.3.1, Solyc12g038920.2.1, Solyc06g069330.3.1	AH002913-RA, AH017452-RA
OG0006234	Solyc02g065620.3.1	AH014326-RA
OG0006235	Solyc10g083960.2.1, Solyc09g008310.3.1	AH012746-RA, AH022020-RA
OG0006236	Solyc05g005630.3.1, Solyc04g026200.3.1, Solyc04g026220.3.1, Solyc04g026223.1.1, Solyc04g026227.1.1	AH004412-RA
OG0006237	Solyc08g076190.3.1	AH018503-RA
OG0006238	Solyc01g008010.3.1	AH004425-RA, AH004785-RA
OG0006239	Solyc07g066450.3.1	AH011650-RA
OG0006240	Solyc05g007820.3.1	AH005035-RA
OG0006241	Solyc04g072440.3.1	AH014414-RA
OG0006242	Solyc07g065720.3.1, Solyc04g049970.3.1	AH007540-RA
OG0006243	Solyc05g013020.1.1	AH002853-RA, AH003261-RA, AH005015-RA, AH017557-RA, AH004345-RA
OG0006244	Solyc02g067860.3.1	AH004191-RA
OG0006245	Solyc05g012220.3.1	AH004040-RA
OG0006246	Solyc03g116340.3.1	AH013370-RA
OG0006247	Solyc03g119270.1.1	AH021758-RA
OG0006248	Solyc05g050800.3.1	AH005337-RA
OG0006250	Solyc12g099860.2.1	AH007257-RA
OG0006251	Solyc03g113870.1.1	AH017321-RA
OG0006251	Solyc02g087200.1.1	AH023447-RA
OG0006252	Solyc05g009920.3.1	AH005427-RA
OG0006253	Solyc03g113740.3.1	AH017335-RA
OG0006254	Solyc06g068770.3.1, Solyc05g012730.1.1, Solyc12g042360.2.1	AH002941-RA, AH017405-RA
OG0006255	Solyc06g061190.1.1	AH018392-RA, AH011500-RA
OG0006256	Solyc05g009520.1.1	AH005400-RA
OG0006260	Solyc01g005120.3.1, Solyc04g008210.2.1	AH007533-RA, AH010584-RA
OG0006262	Solyc09g091160.1.1, Solyc09g091150.2.1	AH020230-RA
OG0006263	Solyc06g072970.3.1	AH007338-RA
OG0006265	Solyc01g110020.3.1	AH001774-RA
OG0006296	Solyc01g091510.3.1	AH009158-RA
OG0006297	Solyc09g074560.3.1	AH012867-RA
OG0006298	Solyc01g079080.3.1	AH002747-RA, AH017298-RA
OG0006300	Solyc01g060260.3.1	AH010404-RA
OG0006301	Solyc07g061800.3.1, Solyc07g061790.3.1	AH010283-RA
OG0006302	Solyc11g067240.2.1, Solyc11g067230.2.1	AH022401-RA, AH013264-RA
OG0006303	Solyc09g092430.3.1	AH020566-RA
OG0006304	Solyc02g069140.2.1, Solyc02g065300.1.1	AH002077-RA, AH016840-RA
OG0006305	Solyc06g076890.1.1	AH013796-RA
OG0006305	Solyc05g052720.1.1	AH023077-RA
OG0006306	Solyc01g087470.3.1	AH019504-RA
OG0006307	Solyc10g085100.2.1, Solyc09g014300.3.1	AH002992-RA
OG0006308	Solyc04g071960.3.1, Solyc04g071970.3.1, Solyc04g071940.3.1	AH012415-RA
OG0006309	Solyc06g066320.3.1	AH001083-RA, AH000024-RA
OG0006310	Solyc11g018470.2.1, Solyc11g017474.1.1, Solyc11g017478.1.1	AH013500-RA
OG0006312	Solyc09g082080.1.1	AH007096-RA, AH017850-RA
OG0006313	Solyc09g010390.2.1, Solyc10g084620.2.1	AH001421-RA
OG0006314	Solyc06g082680.3.1, Solyc06g007540.3.1	AH009350-RA
OG0006315	Solyc04g056498.1.1	AH002696-RA
OG0006316	Solyc05g054520.3.1	AH023453-RA
OG0006317	Solyc12g021230.2.1	AH006673-RA
OG0006318	Solyc05g055360.3.1, Solyc11g007510.2.1	AH007933-RA
OG0006319	Solyc01g057830.3.1, Solyc12g099110.2.1	AH011806-RA
OG0006320	Solyc07g005580.3.1	AH011836-RA
OG0006321	Solyc08g067210.3.1	AH016790-RA
OG0006322	Solyc09g098280.3.1	AH006542-RA
OG0006323	Solyc11g007760.2.1, Solyc03g071750.3.1	AH007911-RA
OG0006325	Solyc11g065220.2.1	AH010954-RA
OG0006326	Solyc06g084400.3.1	AH012896-RA, AH010732-RA
OG0006327	Solyc06g075390.3.1, Solyc10g080130.2.1	AH020396-RA
OG0006328	Solyc12g098465.1.1, Solyc12g098470.2.1, Solyc05g053770.3.1	AH006490-RA, AH020577-RA
OG0006329	Solyc05g053860.3.1, Solyc10g074850.2.1, Solyc12g017380.2.1	AH018547-RA, AH003222-RA
OG0006330	Solyc00g005096.1.1, Solyc03g116010.2.1	AH002829-RA
OG0006331	Solyc08g075310.3.1	AH018850-RA, AH003044-RA
OG0006332	Solyc11g008730.2.1	AH016811-RA
OG0006333	Solyc08g042050.3.1	AH006319-RA, AH003463-RA
OG0006334	Solyc06g043020.1.1	AH023768-RA
OG0006335	Solyc03g083390.3.1	AH012000-RA
OG0006336	Solyc01g060070.3.1	AH007107-RA
OG0006337	Solyc02g069880.3.1	AH019168-RA
OG0006338	Solyc09g082560.3.1	AH001689-RA
OG0006339	Solyc01g087910.3.1	AH022728-RA
OG0006341	Solyc01g099820.3.1	AH010524-RA
OG0006342	Solyc11g066320.2.1	AH000213-RA
OG0006343	Solyc01g057040.3.1	AH011773-RA
OG0006344	Solyc09g074050.3.1, Solyc06g084380.3.1	AH015724-RA, AH012900-RA
OG0006345	Solyc01g079760.3.1	AH007080-RA, AH020105-RA
OG0006346	Solyc06g048570.3.1, Solyc03g095550.2.1	AH015388-RA, AH019293-RA, AH019295-RA
OG0006347	Solyc09g008620.2.1	AH012696-RA
OG0006349	Solyc04g016520.3.1	AH020433-RA, AH006732-RA
OG0006350	Solyc05g052680.1.1, Solyc05g052650.2.1, Solyc05g052670.1.1	AH016353-RA, AH023054-RA
OG0006351	Solyc04g040160.3.1	AH010596-RA, AH006516-RA, AH007652-RA
OG0006352	Solyc01g100320.3.1	AH010408-RA
OG0006353	Solyc01g079720.3.1	AH020110-RA, AH007073-RA
OG0006354	Solyc10g078570.1.1	AH020273-RA
OG0006355	Solyc11g005010.2.1	AH020074-RA
OG0006356	Solyc09g007540.3.1	AH005002-RA, AH004334-RA
OG0006357	Solyc01g095650.3.1	AH010314-RA, AH007931-RA
OG0006358	Solyc06g050620.3.1	AH023155-RA
OG0006361	Solyc04g018110.1.1, Solyc10g079755.1.1, Solyc10g079420.1.1	AH006718-RA, AH020415-RA
OG0006362	Solyc01g098180.3.1	AH011151-RA
OG0006363	Solyc04g080250.3.1, Solyc01g097970.3.1, Solyc01g100030.4.1	AH018512-RA
OG0006364	Solyc06g054250.3.1, Solyc09g075990.3.1	AH007091-RA
OG0006365	Solyc09g005310.3.1	AH003095-RA, AH018795-RA
OG0006366	Solyc04g015040.3.1	AH006337-RA, AH020076-RA
OG0006367	Solyc11g006920.2.1	AH009360-RA
OG0006368	Solyc01g068020.3.1, Solyc01g068030.3.1	AH002736-RA
OG0006369	Solyc02g078880.3.1	AH023140-RA
OG0006370	Solyc03g051810.3.1	AH020285-RA
OG0006371	Solyc01g009030.3.1	AH007503-RA
OG0006372	Solyc04g064560.3.1	AH008667-RA
OG0006373	Solyc11g044540.2.1	AH001664-RA
OG0006374	Solyc01g109590.3.1	AH001819-RA
OG0006375	Solyc01g103160.3.1	AH017398-RA
OG0006377	Solyc04g072060.3.1	AH023562-RA
OG0006378	Solyc08g079740.3.1	AH018729-RA
OG0006379	Solyc01g107150.3.1	AH021190-RA, AH014627-RA
OG0006380	Solyc07g017490.3.1	AH010626-RA
OG0006381	Solyc05g055570.2.1	AH003747-RA
OG0006382	Solyc11g012920.2.1, Solyc00g096460.2.1	AH008851-RA
OG0006383	Solyc04g009410.3.1	AH015642-RA, AH019321-RA
OG0006384	Solyc06g060350.3.1	AH008847-RA
OG0006385	Solyc08g069030.3.1	AH022178-RA
OG0006386	Solyc05g056440.2.1, Solyc05g056430.2.1	AH010367-RA, AH010368-RA
OG0006387	Solyc12g094510.2.1, Solyc04g082210.3.1	AH023682-RA
OG0006388	Solyc04g054660.2.1	AH018936-RA, AH005952-RA
OG0006389	Solyc02g085230.3.1	AH005747-RA
OG0006390	Solyc02g082280.3.1	AH003609-RA
OG0006391	Solyc12g099700.2.1	AH013920-RA, AH013231-RA, AH019087-RA
OG0006392	Solyc01g081020.1.1	AH006168-RA
OG0006393	Solyc02g064720.3.1, Solyc02g092560.3.1, Solyc02g092600.3.1	AH003887-RA
OG0006394	Solyc04g076310.3.1	AH008880-RA
OG0006395	Solyc06g060120.3.1	AH008901-RA
OG0006396	Solyc02g092950.3.1	AH003833-RA, AH008410-RA
OG0006397	Solyc06g073330.3.1	AH019952-RA, AH011647-RA
OG0006398	Solyc02g022930.3.1	AH021262-RA
OG0006400	Solyc12g017835.1.1	AH001519-RA
OG0006401	Solyc02g065080.3.1	AH006063-RA, AH003707-RA
OG0006402	Solyc12g089260.2.1	AH016740-RA, AH008320-RA
OG0006403	Solyc01g102940.3.1	AH004230-RA
OG0006404	Solyc10g078480.2.1	AH000072-RA
OG0006405	Solyc04g081570.3.1	AH023657-RA, AH016767-RA
OG0006406	Solyc08g077920.3.1, Solyc08g077930.3.1	AH009382-RA
OG0006407	Solyc04g082290.3.1, Solyc12g094585.1.1	AH023670-RA
OG0006408	Solyc10g024480.1.1	AH002977-RA
OG0006409	Solyc12g099660.2.1	AH023018-RA
OG0006410	Solyc02g089900.1.1	AH003984-RA, AH003985-RA, AH005916-RA
OG0006411	Solyc04g079160.3.1, Solyc07g025390.3.1	AH008614-RA
OG0006412	Solyc04g051670.3.1	AH005828-RA
OG0006413	Solyc07g054460.3.1	AH000293-RA
OG0006414	Solyc04g074080.3.1	AH008749-RA
OG0006415	Solyc10g008560.3.1	AH005270-RA, AH004227-RA
OG0006416	Solyc07g041350.1.1	AH000682-RA, AH002462-RA
OG0006417	Solyc03g123860.3.1	AH007464-RA, AH011125-RA, AH021214-RA
OG0006418	Solyc04g079600.3.1	AH001053-RA
OG0006419	Solyc04g081500.3.1	AH016759-RA
OG0006420	Solyc04g054270.3.1	AH006477-RA
OG0006421	Solyc12g096140.2.1	AH001613-RA
OG0006422	Solyc06g060360.3.1	AH008846-RA
OG0006423	Solyc04g080190.3.1, Solyc12g089100.2.1	AH016950-RA
OG0006424	Solyc04g082130.3.1	AH023687-RA
OG0006425	Solyc11g044310.2.1	AH002444-RA, AH002446-RA
OG0006426	Solyc04g077180.2.1	AH008354-RA
OG0006427	Solyc03g033720.3.1	AH005785-RA
OG0006428	Solyc07g005940.3.1	AH007477-RA, AH008499-RA, AH008498-RA
OG0006429	Solyc01g110300.3.1	AH000546-RA
OG0006430	Solyc01g109180.3.1	AH001862-RA
OG0006432	Solyc12g010600.2.1	AH015224-RA
OG0006433	Solyc07g062750.3.1	AH008036-RA
OG0006434	Solyc02g077090.3.1	AH021403-RA
OG0006435	Solyc02g078350.3.1	AH015218-RA
OG0006436	Solyc07g009333.1.1	AH008552-RA, AH023549-RA
OG0006437	Solyc07g063900.3.1, Solyc06g035610.3.1	AH008102-RA
OG0006438	Solyc01g087610.3.1	AH022727-RA
OG0006439	Solyc10g006290.3.1, Solyc07g064600.3.1	AH010180-RA
OG0006440	Solyc07g061920.3.1	AH007955-RA
OG0006441	Solyc07g053650.3.1	AH001364-RA, AH000307-RA
OG0006442	Solyc12g096090.2.1	AH018489-RA
OG0006443	Solyc07g062650.3.1, Solyc12g014180.2.1	AH010128-RA, AH008019-RA
OG0006444	Solyc05g041860.3.1	AH001168-RA
OG0006445	Solyc10g005310.3.1	AH021513-RA
OG0006446	Solyc04g007980.3.1	AH009192-RA, AH002918-RA, AH009191-RA, AH009190-RA, AH009188-RA
OG0006447	Solyc02g080450.1.1	AH021505-RA, AH021505-RB, AH015009-RA
OG0006448	Solyc12g005630.2.1	AH001264-RA, AH000440-RA
OG0006449	Solyc07g016170.3.1, Solyc00g011890.3.1	AH016018-RA
OG0006450	Solyc03g098640.3.1	AH020505-RA, AH006600-RA
OG0006451	Solyc05g010570.3.1, Solyc05g018120.1.1	AH012209-RA
OG0006452	Solyc10g079090.2.1	AH020360-RA
OG0006453	Solyc03g123590.3.1	AH013434-RA
OG0006454	Solyc07g062270.3.1, Solyc10g007410.3.1, Solyc07g062280.3.1	AH007991-RA
OG0006455	Solyc02g077280.3.1	AH003813-RA
OG0006457	Solyc03g006280.3.1	AH015276-RA
OG0006458	Solyc02g078680.1.1	AH015093-RA, AH021620-RA, AH021621-RA
OG0006459	Solyc05g054100.3.1	AH014905-RA, AH021453-RA
OG0006460	Solyc02g081880.3.1, Solyc01g044370.2.1, Solyc01g044372.1.1	AH013543-RA
OG0006461	Solyc03g007490.3.1	AH013449-RA
OG0006462	Solyc06g073400.3.1, Solyc09g083010.3.1	AH019965-RA
OG0006463	Solyc03g025500.3.1	AH012421-RA
OG0006464	Solyc03g120230.3.1	AH002059-RA
OG0006465	Solyc11g017200.2.1	AH009357-RA
OG0006466	Solyc11g044260.2.1, Solyc11g044250.2.1	AH002432-RA
OG0006467	Solyc11g039810.2.1, Solyc12g010130.1.1, Solyc07g005440.1.1	AH015949-RA, AH023489-RA
OG0006469	Solyc03g006820.3.1	AH019502-RA
OG0006470	Solyc11g072190.2.1	AH011093-RA
OG0006471	Solyc12g007160.2.1	AH020872-RA, AH014516-RA
OG0006472	Solyc08g081580.3.1	AH018011-RA
OG0006473	Solyc08g065970.3.1	AH017135-RA
OG0006474	Solyc04g009330.3.1	AH004342-RA, AH014172-RA
OG0006475	Solyc03g123760.3.1	AH022295-RA
OG0006476	Solyc10g038060.2.1, Solyc08g065760.3.1	AH010683-RA
OG0006477	Solyc03g063700.1.1	AH020374-RA
OG0006479	Solyc03g083590.3.1	AH019458-RA
OG0006480	Solyc02g068580.1.1	AH021905-RA
OG0006481	Solyc02g014460.3.1	AH010571-RA, AH019123-RA
OG0006482	Solyc01g091860.3.1	AH009210-RA, AH009209-RA
OG0006483	Solyc08g067920.3.1	AH019179-RA
OG0006484	Solyc09g082710.3.1, Solyc03g005227.1.1	AH007527-RA
OG0006485	Solyc08g065440.3.1	AH017145-RA
OG0006486	Solyc08g065350.3.1	AH017148-RA
OG0006488	Solyc06g066770.1.1, Solyc03g120330.1.1, Solyc03g120320.1.1	AH002050-RA
OG0006489	Solyc06g034160.3.1	AH012152-RA
OG0006490	Solyc06g051900.3.1	AH019638-RA
OG0006491	Solyc07g007690.3.1	AH020685-RA, AH005884-RA
OG0006492	Solyc12g006950.1.1, Solyc12g006960.2.1	AH014186-RA, AH020836-RA
OG0006493	Solyc07g006035.1.1	AH021038-RA
OG0006494	Solyc12g044620.2.1	AH000506-RA
OG0006495	Solyc08g079820.3.1	AH003132-RA, AH018723-RA
OG0006496	Solyc07g019670.3.1, Solyc12g007170.2.1	AH014511-RA, AH020875-RA, AH020876-RA
OG0006497	Solyc10g039270.2.1	AH009045-RA, AH006194-RA
OG0006498	Solyc03g123640.3.1	AH022307-RA
OG0006500	Solyc05g026240.2.1	AH020925-RA, AH014447-RA
OG0006501	Solyc08g028780.1.1	AH023267-RB, AH016244-RA, AH023267-RA
OG0006502	Solyc01g091950.3.1	AH009199-RA
OG0006503	Solyc02g078560.3.1	AH015081-RA, AH021630-RA
OG0006504	Solyc07g042460.2.1, Solyc05g025687.1.1	AH021083-RA
OG0006505	Solyc12g006540.2.1	AH001985-RA
OG0006506	Solyc11g071230.2.1, Solyc08g068430.3.1	AH016182-RA, AH023329-RA
OG0006507	Solyc03g123990.3.1	AH013494-RA
OG0006508	Solyc07g008050.3.1	AH014019-RA
OG0006509	Solyc11g019960.2.1	AH001033-RA
OG0006511	Solyc01g094000.3.1, Solyc02g055390.2.1	AH009181-RA
OG0006514	Solyc11g012140.2.1	AH019971-RA
OG0006515	Solyc06g036340.3.1, Solyc03g007590.3.1	AH012091-RA
OG0006516	Solyc07g007920.2.1	AH014003-RA
OG0006517	Solyc07g006260.3.1	AH014345-RA
OG0006518	Solyc01g008330.3.1	AH021217-RA, AH014342-RA
OG0006519	Solyc01g090940.3.1	AH008240-RA
OG0006520	Solyc04g047770.3.1	AH000486-RA, AH002128-RA
OG0006521	Solyc05g056220.3.1, Solyc05g056210.3.1	AH014102-RA
OG0006522	Solyc06g065740.3.1	AH000642-RA
OG0006523	Solyc07g039380.3.1, Solyc05g018820.1.1	AH014228-RA
OG0006524	Solyc12g006480.2.1	AH014092-RA
OG0006525	Solyc08g083070.3.1	AH011355-RA
OG0006526	Solyc07g049230.1.1	AH020151-RA
OG0006527	Solyc03g116550.3.1	AH001989-RA
OG0006528	Solyc08g083290.3.1	AH018191-RA, AH011369-RA
OG0006529	Solyc08g062940.3.1, Solyc03g121760.3.1	AH016070-RA
OG0006530	Solyc03g118840.3.1, Solyc12g040390.2.1	AH017200-RA
OG0006531	Solyc06g068490.3.1	AH021745-RA
OG0006532	Solyc08g021920.3.1, Solyc08g021890.3.1	AH014638-RA
OG0006533	Solyc11g070055.1.1, Solyc11g070070.2.1	AH017137-RA, AH020772-RA
OG0006534	Solyc11g072270.2.1, Solyc03g083520.3.1	AH018758-RA, AH012269-RA, AH019467-RA
OG0006535	Solyc01g091190.3.1, Solyc05g050980.3.1	AH009114-RA
OG0006536	Solyc03g083540.3.1, Solyc06g011630.1.1	AH019468-RA
OG0006537	Solyc03g120150.3.1	AH014190-RA, AH002074-RA
OG0006538	Solyc06g083100.2.1, Solyc06g083090.3.1	AH017900-RA
OG0006539	Solyc12g008490.2.1	AH020909-RA
OG0006540	Solyc06g010270.1.1	AH000195-RA
OG0006540	Solyc10g084090.2.1	AH012776-RA
OG0006541	Solyc09g010810.3.1	AH019116-RA
OG0006542	Solyc11g066610.2.1	AH001452-RA
OG0006543	Solyc11g073300.2.1	AH022505-RA
OG0006544	Solyc09g009780.3.1	AH007422-RA, AH002023-RA, AH002022-RA
OG0006545	Solyc02g068400.3.1	AH014514-RA
OG0006546	Solyc02g069390.2.1, Solyc02g030460.2.1	AH014013-RA
OG0006547	Solyc10g081190.2.1	AH006561-RA
OG0006548	Solyc09g011810.3.1	AH013716-RA
OG0006549	Solyc02g030210.3.1	AH020400-RA, AH006760-RA
OG0006550	Solyc06g074110.3.1, Solyc11g068960.2.1	AH022594-RA
OG0006551	Solyc03g063370.3.1, Solyc03g058310.1.1, Solyc03g063380.2.1, Solyc02g088650.1.1, Solyc03g058320.1.1	AH011069-RA
OG0006552	Solyc02g080990.2.1	AH014958-RA
OG0006553	Solyc11g007320.2.1	AH007936-RA
OG0006555	Solyc04g009830.3.1	AH021027-RA
OG0006556	Solyc04g009550.3.1, Solyc04g049710.3.1	AH015931-RA
OG0006557	Solyc07g065765.1.1	AH014990-RA
OG0006558	Solyc10g005890.3.1	AH009727-RA
OG0006559	Solyc01g056625.1.1	AH003015-RA
OG0006560	Solyc03g114930.3.1	AH017476-RA
OG0006561	Solyc11g066420.1.1	AH001227-RA, AH001226-RA
OG0006565	Solyc06g074130.3.1	AH022625-RA
OG0006566	Solyc10g079190.2.1, Solyc04g017710.3.1	AH008016-RA, AH011680-RA
OG0006567	Solyc07g066320.3.1	AH010235-RA, AH013678-RA
OG0006568	Solyc03g118210.3.1	AH017396-RA
OG0006569	Solyc07g062590.3.1, Solyc10g007200.3.1	AH010120-RA
OG0006570	Solyc06g082800.3.1, Solyc06g007710.3.1	AH022292-RA, AH013455-RA
OG0006571	Solyc01g006090.3.1, Solyc01g006170.3.1	AH019446-RA, AH019443-RA, AH019445-RA, AH019441-RA
OG0006572	Solyc12g011160.2.1	AH001147-RA
OG0006574	Solyc10g050540.2.1	AH003006-RA
OG0006575	Solyc11g065950.2.1	AH022526-RA
OG0006576	Solyc09g011030.3.1	AH018962-RA
OG0006577	Solyc04g049350.3.1, Solyc04g009620.3.1	AH010764-RA
OG0006578	Solyc05g054990.3.1, Solyc02g084380.3.1	AH000264-RA
OG0006579	Solyc01g006710.3.1	AH010323-RA
OG0006580	Solyc09g058998.1.1	AH013134-RA
OG0006581	Solyc01g102510.3.1	AH020503-RA
OG0006582	Solyc01g005490.3.1, Solyc06g054410.3.1	AH012564-RA, AH012566-RA
OG0006583	Solyc06g073550.3.1	AH001288-RA
OG0006584	Solyc11g072970.2.1	AH013157-RA
OG0006585	Solyc02g083110.1.1	AH001183-RA, AH001181-RA
OG0006586	Solyc01g006860.3.1	AH018307-RA
OG0006587	Solyc09g011720.3.1	AH001305-RA, AH001306-RA
OG0006588	Solyc01g058530.3.1	AH022661-RA
OG0006589	Solyc01g005620.3.1	AH020280-RA
OG0006590	Solyc06g051250.1.1	AH023116-RA, AH016392-RA
OG0006591	Solyc09g055310.3.1, Solyc10g076450.2.1	AH018831-RA
OG0006592	Solyc07g066580.3.1, Solyc02g078990.3.1	AH016002-RA
OG0006593	Solyc05g053950.3.1	AH014706-RA
OG0006594	Solyc06g005950.3.1	AH013778-RA
OG0006595	Solyc03g006140.3.1	AH013764-RA
OG0006596	Solyc10g081910.2.1, Solyc01g007130.3.1	AH018859-RA
OG0006597	Solyc06g050950.3.1	AH022469-RA
OG0006598	Solyc02g078810.3.1, Solyc10g009160.3.1	AH021613-RA, AH015104-RA
OG0006599	Solyc11g007830.2.1, Solyc03g111160.3.1	AH021293-RA
OG0006600	Solyc02g069230.3.1	AH012809-RA
OG0006601	Solyc11g007700.2.1	AH007921-RA
OG0006602	Solyc01g007160.3.1, Solyc01g110330.2.1	AH006850-RA, AH018856-RA
OG0006603	Solyc07g047710.3.1	AH014883-RA
OG0006603	Solyc11g012580.2.1	AH001196-RA, AH011427-RA, AH018251-RA
OG0006604	Solyc11g073160.2.1	AH013143-RA
OG0006605	Solyc11g017190.2.1	AH023432-RA
OG0006606	Solyc12g099800.2.1	AH015482-RA
OG0006607	Solyc10g083330.1.1, Solyc09g009840.1.1	AH021812-RA, AH012599-RA
OG0006608	Solyc06g005020.2.1, Solyc11g072450.2.1	AH000150-RA, AH001315-RA
OG0006609	Solyc07g042970.3.1	AH006317-RA
OG0006610	Solyc12g011110.1.1, Solyc12g011120.2.1, Solyc07g056140.3.1	AH000235-RA
OG0006611	Solyc06g050170.3.1	AH016298-RA
OG0006612	Solyc02g086100.3.1	AH016527-RA, AH022874-RA
OG0006613	Solyc10g081220.2.1	AH019096-RA
OG0006614	Solyc09g015360.3.1	AH013727-RA
OG0006615	Solyc10g081440.2.1	AH019073-RA
OG0006616	Solyc12g042370.2.1	AH017409-RA
OG0006617	Solyc03g097450.3.1	AH017249-RA
OG0006618	Solyc08g080730.3.1	AH018655-RA
OG0006619	Solyc04g064870.3.1, Solyc04g064880.3.1	AH005039-RA
OG0006620	Solyc01g097820.3.1	AH010830-RA
OG0006621	Solyc01g091350.3.1	AH020047-RA
OG0006622	Solyc12g099290.2.1	AH019850-RA
OG0006623	Solyc03g033480.3.1, Solyc03g033470.3.1	AH006442-RA
OG0006624	Solyc11g018590.1.1, Solyc06g065370.3.1	AH009406-RA
OG0006626	Solyc03g007270.3.1	AH019651-RA
OG0006627	Solyc03g007560.2.1, Solyc03g007850.1.1, Solyc12g056080.2.1	AH022650-RA, AH018057-RA
OG0006628	Solyc09g089640.2.1	AH007062-RA, AH007064-RA, AH007061-RA
OG0006629	Solyc04g016130.3.1, Solyc04g016160.3.1, Solyc04g016150.2.1, Solyc10g080020.2.1	AH017246-RA
OG0006630	Solyc01g080360.3.1	AH014405-RA
OG0006631	Solyc06g065040.3.1	AH009439-RA
OG0006632	Solyc05g023760.3.1	AH004624-RA
