Orthogroup	S_lycopersicum.proteins	D_spatulata.proteins
OG0006970	Solyc01g107160.3.1	Ds_00012160-RA
OG0006973	Solyc01g107260.3.1	Ds_00012148-RA
OG0006974	Solyc04g077610.3.1	Ds_00002499-RA, Ds_00000615-RA
OG0006975	Solyc01g110030.3.1	Ds_00015774-RA
OG0006976	Solyc05g012100.3.1	Ds_00008429-RA
OG0006977	Solyc05g051210.3.1, Solyc10g052600.1.1	Ds_00014584-RA, Ds_00010814-RA, Ds_00015300-RA, Ds_00013282-RA, Ds_00004891-RA
OG0006978	Solyc03g044085.1.1	Ds_00009403-RA
OG0006979	Solyc01g098990.3.1	Ds_00007778-RA
OG0006981	Solyc03g044620.3.1	Ds_00006781-RA
OG0006983	Solyc01g096390.3.1	Ds_00013700-RA
OG0006984	Solyc12g088440.2.1, Solyc04g078130.3.1	Ds_00000535-RA
OG0006985	Solyc01g102740.3.1	Ds_00017750-RA
OG0006986	Solyc02g084480.2.1, Solyc02g075610.3.1, Solyc08g081410.3.1	Ds_00000658-RA
OG0006987	Solyc09g007430.1.1	Ds_00007946-RA
OG0006988	Solyc10g047300.2.1	Ds_00000010-RA
OG0006989	Solyc01g097860.3.1	Ds_00006936-RA
OG0006990	Solyc08g029170.3.1	Ds_00017788-RA
OG0006991	Solyc02g070300.3.1	Ds_00014488-RA
OG0006992	Solyc04g080580.3.1	Ds_00011285-RA
OG0006993	Solyc04g072390.3.1	Ds_00013670-RA, Ds_00017405-RA
OG0006994	Solyc09g010770.3.1	Ds_00015275-RA
OG0006995	Solyc02g091660.3.1, Solyc01g106280.3.1	Ds_00013044-RA
OG0006996	Solyc06g036463.1.1	Ds_00012213-RA
OG0006997	Solyc11g065900.2.1	Ds_00014641-RA
OG0006998	Solyc11g009020.2.1	Ds_00010961-RA
OG0006999	Solyc12g027850.2.1	Ds_00003712-RA
OG0007000	Solyc08g069130.1.1, Solyc04g082565.1.1	Ds_00011972-RA
OG0007001	Solyc07g008480.2.1	Ds_00000739-RA
OG0007002	Solyc11g032200.2.1	Ds_00017050-RA
OG0007003	Solyc04g064620.3.1	Ds_00002230-RA
OG0007004	Solyc10g005870.3.1	Ds_00004939-RA
OG0007005	Solyc12g010910.2.1, Solyc07g055160.3.1	Ds_00001205-RA
OG0007006	Solyc07g063870.3.1	Ds_00001753-RA
OG0007007	Solyc08g023440.3.1	Ds_00009506-RA, Ds_00009505-RA
OG0007009	Solyc07g066340.3.1	Ds_00009930-RA
OG0007010	Solyc02g070560.3.1	Ds_00009486-RA, Ds_00009488-RA
OG0007012	Solyc01g100045.1.1, Solyc11g068740.2.1	Ds_00015486-RA, Ds_00011627-RA
OG0007013	Solyc10g006460.3.1	Ds_00010684-RA
OG0007014	Solyc04g015160.3.1	Ds_00004424-RA
OG0007017	Solyc09g097820.3.1	Ds_00011512-RA
OG0007018	Solyc07g041900.3.1, Solyc07g041920.3.1	Ds_00013316-RA
OG0007020	Solyc07g065690.3.1, Solyc02g094751.1.1	Ds_00014082-RA
OG0007021	Solyc02g078040.3.1, Solyc02g078060.1.1, Solyc02g078050.3.1, Solyc02g078100.3.1	Ds_00010841-RA
OG0007022	Solyc02g076710.3.1, Solyc02g076750.2.1, Solyc02g076690.3.1	Ds_00011496-RA, Ds_00000486-RA
OG0007024	Solyc07g065200.3.1	Ds_00001702-RA
OG0007025	Solyc03g118250.3.1, Solyc09g005300.3.1	Ds_00010668-RA
OG0007026	Solyc03g119920.1.1	Ds_00002435-RA
OG0007027	Solyc08g080890.3.1, Solyc08g080870.3.1	Ds_00013285-RA
OG0007028	Solyc02g071530.2.1	Ds_00004402-RA
OG0007029	Solyc02g072230.3.1	Ds_00011487-RA
OG0007031	Solyc07g056615.1.1	Ds_00009755-RA
OG0007032	Solyc09g018730.3.1	Ds_00011351-RA
OG0007033	Solyc02g071900.3.1	Ds_00004409-RA
OG0007035	Solyc02g079190.3.1	Ds_00015882-RA
OG0007036	Solyc08g048370.3.1, Solyc08g048390.2.1	Ds_00007750-RA
OG0007037	Solyc04g014680.3.1, Solyc11g012040.2.1	Ds_00004464-RA
OG0007038	Solyc11g012150.2.1	Ds_00015666-RA
OG0007040	Solyc07g047880.3.1	Ds_00004073-RA
OG0007040	Solyc12g006160.2.1	Ds_00005245-RA
OG0007041	Solyc07g054820.3.1	Ds_00016312-RA
OG0007042	Solyc07g005840.2.1	Ds_00009859-RA
OG0007043	Solyc08g006640.3.1	Ds_00003310-RA
OG0007044	Solyc02g043810.3.1	Ds_00007933-RA
OG0007045	Solyc03g117780.2.1	Ds_00000428-RA
OG0007046	Solyc11g062070.2.1, Solyc10g079290.2.1	Ds_00016635-RA
OG0007047	Solyc06g063140.3.1, Solyc06g063130.3.1	Ds_00002309-RA
OG0007048	Solyc12g096340.2.1	Ds_00009090-RA
OG0007049	Solyc07g025250.2.1	Ds_00006950-RA
OG0007050	Solyc12g049270.2.1, Solyc03g121980.3.1	Ds_00002352-RA
OG0007051	Solyc11g070050.2.1, Solyc11g070060.2.1	Ds_00015841-RA
OG0007054	Solyc07g005130.3.1	Ds_00011452-RA
OG0007055	Solyc02g030105.1.1, Solyc02g069650.2.1, Solyc02g030100.3.1, Solyc02g069660.3.1	Ds_00005577-RA
OG0007056	Solyc05g048810.3.1	Ds_00003566-RA
OG0007057	Solyc04g049355.1.1, Solyc04g049360.3.1	Ds_00005970-RA
OG0007058	Solyc01g095280.3.1	Ds_00008369-RA
OG0007059	Solyc04g009970.3.1	Ds_00001641-RA
OG0007060	Solyc07g006540.3.1	Ds_00016433-RA, Ds_00017349-RA
OG0007061	Solyc08g061480.3.1	Ds_00009096-RA
OG0007062	Solyc12g008710.2.1	Ds_00000209-RA
OG0007063	Solyc01g008830.2.1, Solyc11g062440.2.1	Ds_00010001-RA
OG0007065	Solyc03g121670.3.1	Ds_00007630-RA
OG0007066	Solyc08g074410.3.1	Ds_00015532-RA
OG0007067	Solyc12g008980.2.1	Ds_00008876-RA
OG0007068	Solyc08g016080.3.1	Ds_00003089-RA
OG0007069	Solyc07g018200.1.1	Ds_00016864-RA
OG0007071	Solyc06g073510.3.1	Ds_00015873-RA, Ds_00015755-RA
OG0007072	Solyc08g082740.3.1	Ds_00014664-RA, Ds_00017840-RA
OG0007073	Solyc12g007200.2.1	Ds_00000252-RA
OG0007074	Solyc00g170200.1.1	Ds_00012861-RA, Ds_00015061-RA
OG0007075	Solyc06g066680.3.1, Solyc03g120100.3.1	Ds_00000722-RA
OG0007076	Solyc10g018600.2.1	Ds_00008665-RA
OG0007077	Solyc08g082340.3.1	Ds_00008208-RA
OG0007078	Solyc08g068310.3.1	Ds_00009939-RA
OG0007079	Solyc08g080460.2.1, Solyc08g007910.3.1	Ds_00013822-RA
OG0007080	Solyc09g065930.3.1, Solyc01g099730.3.1	Ds_00011037-RA
OG0007081	Solyc08g079010.1.1	Ds_00011319-RA
OG0007083	Solyc08g081750.3.1	Ds_00009517-RA
OG0007085	Solyc03g097290.3.1	Ds_00009076-RA
OG0007086	Solyc06g063120.3.1, Solyc03g123720.3.1	Ds_00000466-RA, Ds_00002310-RA
OG0007087	Solyc09g008610.3.1	Ds_00007316-RA
OG0007088	Solyc08g067980.2.1	Ds_00014261-RA
OG0007089	Solyc08g065260.3.1	Ds_00003412-RA
OG0007090	Solyc08g006000.3.1, Solyc08g074400.2.1	Ds_00003397-RA, Ds_00002567-RA
OG0007091	Solyc03g120240.3.1, Solyc12g043050.2.1	Ds_00010390-RA
OG0007092	Solyc05g018600.3.1	Ds_00010229-RA, Ds_00010230-RA
OG0007094	Solyc03g082980.3.1	Ds_00017644-RA
OG0007095	Solyc01g094790.3.1, Solyc10g012370.3.1	Ds_00003587-RA
OG0007096	Solyc06g084270.3.1	Ds_00012409-RA
OG0007097	Solyc03g007260.3.1, Solyc06g051920.3.1	Ds_00005658-RA
OG0007098	Solyc08g075100.3.1	Ds_00010468-RA
OG0007099	Solyc05g018300.3.1	Ds_00000243-RA
OG0007101	Solyc08g061090.3.1	Ds_00016080-RA
OG0007102	Solyc12g007010.2.1	Ds_00014789-RA
OG0007103	Solyc08g067070.3.1	Ds_00017708-RA
OG0007104	Solyc08g079270.3.1	Ds_00018068-RA
OG0007105	Solyc12g055810.1.1	Ds_00007964-RA
OG0007106	Solyc11g018560.2.1	Ds_00001274-RA
OG0007107	Solyc12g044380.2.1	Ds_00002405-RA
OG0007109	Solyc10g012310.2.1, Solyc10g012253.1.1, Solyc08g068270.3.1	Ds_00009942-RA
OG0007110	Solyc10g006320.3.1	Ds_00002963-RA
OG0007111	Solyc07g007930.3.1	Ds_00015737-RA
OG0007112	Solyc01g006110.3.1	Ds_00005636-RA
OG0007113	Solyc06g065930.3.1	Ds_00017787-RA
OG0007114	Solyc06g065650.3.1	Ds_00014278-RA
OG0007115	Solyc12g008950.2.1	Ds_00012813-RA, Ds_00000114-RA
OG0007116	Solyc08g076460.3.1	Ds_00013084-RA
OG0007117	Solyc04g081580.3.1	Ds_00000519-RA
OG0007118	Solyc06g073000.3.1, Solyc03g079960.3.1	Ds_00008637-RA
OG0007119	Solyc03g121050.3.1	Ds_00000768-RA
OG0007120	Solyc03g111380.3.1	Ds_00002821-RA
OG0007121	Solyc05g054490.3.1	Ds_00008514-RA
OG0007122	Solyc09g005100.3.1	Ds_00004382-RA
OG0007123	Solyc11g073180.2.1, Solyc06g005300.3.1	Ds_00010056-RA
OG0007124	Solyc07g066070.3.1	Ds_00001672-RA, Ds_00004925-RA
OG0007125	Solyc03g063340.3.1	Ds_00007617-RA
OG0007126	Solyc06g051660.1.1, Solyc06g051680.1.1, Solyc11g028200.1.1, Solyc06g076960.2.1	Ds_00006596-RA
OG0007127	Solyc04g056600.3.1	Ds_00002630-RA
OG0007128	Solyc10g006030.3.1	Ds_00014055-RA
OG0007131	Solyc04g007290.3.1, Solyc05g009240.3.1	Ds_00013473-RA
OG0007133	Solyc06g009550.3.1, Solyc06g009540.1.1	Ds_00012347-RA
OG0007134	Solyc05g012150.3.1	Ds_00010500-RA
OG0007135	Solyc07g054420.2.1	Ds_00012285-RA
OG0007136	Solyc07g064050.3.1, Solyc10g006500.3.1	Ds_00010678-RA
OG0007137	Solyc09g009790.3.1	Ds_00017841-RA
OG0007138	Solyc06g076250.3.1	Ds_00015493-RA
OG0007139	Solyc04g016530.3.1	Ds_00009976-RA
OG0007141	Solyc03g031750.2.1, Solyc02g080270.3.1	Ds_00015880-RA, Ds_00015089-RA
OG0007144	Solyc09g005960.3.1, Solyc10g084500.1.1	Ds_00010322-RA
OG0007145	Solyc02g093440.3.1	Ds_00008026-RA, Ds_00008028-RA
OG0007146	Solyc11g019970.2.1	Ds_00010034-RA
OG0007147	Solyc09g010180.3.1	Ds_00015793-RA
OG0007148	Solyc07g018230.2.1, Solyc07g018210.3.1, Solyc07g018220.3.1	Ds_00007965-RA
OG0007149	Solyc06g076040.3.1, Solyc11g066040.2.1	Ds_00007498-RA
OG0007151	Solyc09g009490.3.1	Ds_00008713-RA
OG0007152	Solyc07g055850.3.1	Ds_00001231-RA
OG0007153	Solyc06g076110.1.1, Solyc03g112880.1.1, Solyc06g076120.2.1	Ds_00014700-RA
OG0007154	Solyc01g088005.1.1	Ds_00015238-RA
OG0007155	Solyc05g008620.3.1	Ds_00016421-RA
OG0007156	Solyc05g054630.3.1	Ds_00003276-RA
OG0007158	Solyc11g072430.2.1	Ds_00006009-RA
OG0007159	Solyc12g042530.2.1	Ds_00000616-RA
OG0007160	Solyc07g052980.3.1	Ds_00016301-RA
OG0007161	Solyc03g118425.1.1	Ds_00000136-RA
OG0007162	Solyc04g014960.3.1, Solyc03g116247.1.1	Ds_00012386-RA
OG0007163	Solyc04g049920.3.1	Ds_00005960-RA
OG0007164	Solyc06g075100.3.1, Solyc11g069560.2.1	Ds_00005845-RA, Ds_00004114-RA
OG0007165	Solyc07g045100.1.1, Solyc05g016310.1.1	Ds_00004140-RA
OG0007166	Solyc11g068680.2.1	Ds_00015680-RA
OG0007167	Solyc01g060030.3.1	Ds_00005066-RA
OG0007168	Solyc02g069925.1.1	Ds_00002019-RA
OG0007169	Solyc09g018070.1.1	Ds_00014307-RA
OG0007170	Solyc07g056060.3.1	Ds_00004095-RA
OG0007171	Solyc02g076790.3.1	Ds_00008277-RA
OG0007172	Solyc07g062160.3.1, Solyc12g005420.2.1	Ds_00001829-RA, Ds_00013903-RA
OG0007174	Solyc10g076890.2.1	Ds_00013112-RA
OG0007175	Solyc10g080810.2.1	Ds_00012673-RA, Ds_00009380-RA
OG0007176	Solyc05g050730.1.1, Solyc06g073220.1.1	Ds_00001723-RA, Ds_00001724-RA
OG0007177	Solyc05g043430.3.1	Ds_00013833-RA, Ds_00008762-RA, Ds_00013832-RA, Ds_00005286-RA
OG0007178	Solyc01g106880.3.1	Ds_00012175-RA, Ds_00012201-RA, Ds_00017910-RA
OG0007179	Solyc10g078700.2.1	Ds_00009560-RA
OG0007180	Solyc09g007420.3.1	Ds_00015401-RA
OG0007181	Solyc10g083720.2.1, Solyc10g083710.2.1	Ds_00017154-RA
OG0007182	Solyc07g065520.3.1, Solyc07g065510.3.1	Ds_00014064-RA
OG0007184	Solyc10g081210.2.1, Solyc09g009900.3.1	Ds_00015551-RA
OG0007185	Solyc09g014995.1.1, Solyc10g076300.2.1	Ds_00015969-RA
OG0007186	Solyc02g070440.3.1	Ds_00009493-RA
OG0007187	Solyc07g045300.3.1	Ds_00004085-RA
OG0007188	Solyc11g012590.2.1, Solyc05g054190.3.1	Ds_00004437-RA, Ds_00017684-RA
OG0007189	Solyc01g073730.3.1	Ds_00004823-RA
OG0007190	Solyc11g007070.2.1	Ds_00003835-RA
OG0007192	Solyc12g019290.1.1	Ds_00017055-RA
OG0007193	Solyc02g079740.1.1	Ds_00000874-RA
OG0007194	Solyc09g005700.3.1	Ds_00015424-RA, Ds_00006859-RA
OG0007195	Solyc10g075020.2.1	Ds_00015983-RA
OG0007197	Solyc02g023970.3.1	Ds_00004273-RA
OG0007199	Solyc08g082440.3.1, Solyc12g055930.2.1	Ds_00004706-RA
OG0007200	Solyc08g007420.3.1, Solyc08g078850.3.1	Ds_00001354-RA, Ds_00001353-RA
OG0007201	Solyc01g005480.3.1	Ds_00009107-RA
OG0007202	Solyc03g019940.3.1	Ds_00001360-RA
OG0007203	Solyc10g078490.2.1, Solyc12g019690.2.1	Ds_00003386-RA
OG0007204	Solyc02g050205.1.1	Ds_00002658-RA
OG0007205	Solyc11g012820.2.1	Ds_00008687-RA
OG0007206	Solyc03g112390.3.1, Solyc06g071690.3.1	Ds_00003800-RA
OG0007207	Solyc02g068050.3.1	Ds_00002745-RA
OG0007208	Solyc12g095790.2.1	Ds_00004411-RA, Ds_00011166-RA
OG0007209	Solyc01g006990.3.1	Ds_00012200-RA
OG0007210	Solyc03g083020.3.1	Ds_00012596-RA, Ds_00005635-RA
OG0007211	Solyc10g051310.2.1	Ds_00016511-RA
OG0007212	Solyc03g112920.1.1	Ds_00013756-RA, Ds_00009721-RA
OG0007213	Solyc01g008290.3.1	Ds_00016071-RA, Ds_00016073-RA, Ds_00016070-RA
OG0007214	Solyc09g091280.3.1	Ds_00000909-RA
OG0007215	Solyc01g100570.3.1	Ds_00003852-RA
OG0007216	Solyc04g050520.3.1	Ds_00015534-RA
OG0007217	Solyc05g053310.3.1	Ds_00006566-RA, Ds_00006565-RA
OG0007218	Solyc02g090760.3.1	Ds_00009467-RA
OG0007219	Solyc07g052920.3.1	Ds_00012518-RA
OG0007220	Solyc07g026810.3.1	Ds_00005049-RA
OG0007221	Solyc10g080070.2.1, Solyc04g016050.3.1	Ds_00010990-RA
OG0007224	Solyc03g063450.2.1, Solyc05g056160.3.1	Ds_00013023-RA
OG0007225	Solyc01g100050.3.1	Ds_00003674-RA
OG0007226	Solyc02g085590.3.1	Ds_00010911-RA
OG0007227	Solyc02g087980.3.1	Ds_00016663-RA
OG0007228	Solyc02g067900.3.1	Ds_00010492-RA
OG0007229	Solyc05g013940.3.1, Solyc04g024530.3.1	Ds_00017085-RA
OG0007230	Solyc04g064920.3.1	Ds_00002233-RA
OG0007231	Solyc02g094270.2.1	Ds_00017182-RA
OG0007232	Solyc06g084450.3.1, Solyc09g074340.3.1	Ds_00016370-RA
OG0007234	Solyc01g009940.1.1	Ds_00010598-RA
OG0007235	Solyc03g093240.3.1	Ds_00015632-RA
OG0007237	Solyc09g065540.3.1	Ds_00004545-RA
OG0007238	Solyc03g032030.3.1	Ds_00013348-RA, Ds_00017023-RA
OG0007239	Solyc02g067840.3.1, Solyc02g093365.1.1	Ds_00001974-RA
OG0007240	Solyc03g118380.2.1, Solyc09g048970.2.1, Solyc06g033910.2.1	Ds_00009062-RA
OG0007241	Solyc00g136260.1.1, Solyc04g081890.1.1	Ds_00012856-RA
OG0007242	Solyc05g013780.2.1	Ds_00010718-RA
OG0007243	Solyc03g095190.3.1, Solyc05g052150.3.1, Solyc06g048430.3.1	Ds_00016575-RA, Ds_00017279-RA
OG0007244	Solyc09g075850.3.1	Ds_00004657-RA
OG0007245	Solyc09g091840.3.1	Ds_00005547-RA
OG0007246	Solyc12g076350.2.1	Ds_00003809-RA
OG0007247	Solyc05g008530.3.1	Ds_00008555-RA
OG0007248	Solyc02g067890.3.1	Ds_00010486-RA
OG0007249	Solyc03g111830.3.1	Ds_00003819-RA
OG0007250	Solyc04g072880.3.1, Solyc01g099310.3.1	Ds_00003877-RA
OG0007251	Solyc01g090660.3.1	Ds_00009214-RA
OG0007252	Solyc11g019930.2.1, Solyc06g065330.3.1	Ds_00002903-RA
OG0007253	Solyc12g088340.2.1	Ds_00000529-RA
OG0007254	Solyc04g079200.3.1	Ds_00007909-RA
OG0007255	Solyc08g078500.3.1	Ds_00001365-RA
OG0007256	Solyc02g068170.1.1, Solyc02g094230.1.1, Solyc02g094240.1.1	Ds_00008060-RA, Ds_00008061-RA
OG0007257	Solyc03g019730.3.1	Ds_00017181-RA
OG0007259	Solyc01g090800.3.1	Ds_00003486-RA, Ds_00009203-RA
OG0007260	Solyc02g087120.3.1	Ds_00005161-RA, Ds_00003294-RA
OG0007261	Solyc01g009860.3.1	Ds_00010591-RA
OG0007262	Solyc08g080060.3.1	Ds_00016361-RA
OG0007263	Solyc06g064450.3.1, Solyc11g045030.2.1	Ds_00001574-RA
OG0007265	Solyc02g065560.1.1	Ds_00012028-RA
OG0007267	Solyc02g084920.3.1	Ds_00006354-RA, Ds_00017901-RA
OG0007268	Solyc02g094590.3.1	Ds_00008088-RA
OG0007269	Solyc04g008730.3.1	Ds_00004201-RA
OG0007270	Solyc06g005370.3.1	Ds_00008502-RA
OG0007272	Solyc03g115847.1.1, Solyc03g115843.1.1, Solyc03g115840.3.1	Ds_00016183-RA
OG0007273	Solyc12g037970.2.1	Ds_00010619-RA
OG0007274	Solyc07g047850.3.1	Ds_00005243-RA
OG0007275	Solyc02g088390.3.1	Ds_00006875-RA
OG0007276	Solyc03g032070.3.1	Ds_00006967-RA
OG0007277	Solyc03g094030.3.1, Solyc03g094070.3.1	Ds_00017611-RA
OG0007278	Solyc11g011480.2.1	Ds_00011364-RA
OG0007280	Solyc02g067250.2.1, Solyc02g088040.1.1	Ds_00006897-RA
OG0007281	Solyc02g081390.3.1, Solyc03g031880.3.1	Ds_00006126-RA
OG0007282	Solyc06g053385.1.1	Ds_00009649-RA
OG0007283	Solyc04g009380.2.1	Ds_00009989-RA
OG0007284	Solyc04g008600.3.1	Ds_00016107-RA
OG0007286	Solyc02g088460.3.1	Ds_00015432-RA
OG0007288	Solyc05g011990.3.1	Ds_00009125-RA
OG0007289	Solyc03g097400.1.1	Ds_00017241-RA
OG0007290	Solyc02g091320.3.1	Ds_00016252-RA
OG0007291	Solyc05g009380.3.1	Ds_00008577-RA
OG0007293	Solyc06g072570.3.1	Ds_00009764-RA
OG0007294	Solyc03g043700.3.1, Solyc02g063320.3.1, Solyc02g091430.3.1	Ds_00011049-RA
OG0007295	Solyc02g087640.3.1	Ds_00017871-RA
OG0007296	Solyc06g034110.3.1, Solyc03g093470.3.1	Ds_00009298-RA, Ds_00015636-RA
OG0007297	Solyc02g086730.2.1, Solyc02g086740.1.1	Ds_00001882-RA
OG0007299	Solyc03g019900.3.1	Ds_00002659-RA
OG0007300	Solyc05g005020.3.1	Ds_00009063-RA
OG0007301	Solyc03g118970.3.1	Ds_00017997-RA
OG0007302	Solyc02g082110.3.1	Ds_00011651-RA, Ds_00015021-RA
OG0007305	Solyc03g044673.1.1, Solyc03g046280.1.1	Ds_00007173-RA
OG0007306	Solyc02g086500.3.1	Ds_00001887-RA
OG0007307	Solyc02g020890.3.1	Ds_00004190-RA
OG0007308	Solyc03g080170.3.1	Ds_00005595-RA
OG0007309	Solyc02g086585.1.1	Ds_00002959-RA
OG0007310	Solyc05g007460.3.1, Solyc01g010860.3.1	Ds_00008434-RA, Ds_00010577-RA
OG0007311	Solyc05g005590.3.1	Ds_00015460-RA
OG0007312	Solyc02g086060.3.1	Ds_00009263-RA
OG0007313	Solyc02g089360.3.1	Ds_00011068-RA
OG0007314	Solyc01g103560.3.1	Ds_00003018-RA
OG0007315	Solyc05g015980.3.1	Ds_00004786-RA
OG0007316	Solyc07g055220.2.1, Solyc02g086230.2.1	Ds_00008940-RA
OG0007317	Solyc05g008340.3.1	Ds_00006532-RA
OG0007318	Solyc04g074630.3.1	Ds_00008168-RA
OG0007319	Solyc08g076960.1.1, Solyc06g061180.1.1	Ds_00008099-RA
OG0007320	Solyc03g082560.3.1	Ds_00004529-RA
OG0007321	Solyc05g012620.3.1	Ds_00010527-RA
OG0007322	Solyc02g093510.3.1	Ds_00008021-RA
OG0007324	Solyc05g009950.3.1	Ds_00008404-RA
OG0007325	Solyc00g127870.3.1	Ds_00007235-RA
OG0007326	Solyc07g055830.3.1	Ds_00001232-RA
OG0007327	Solyc05g007930.3.1	Ds_00010568-RA
OG0007328	Solyc05g005100.3.1	Ds_00009061-RA, Ds_00015444-RA
OG0007329	Solyc05g009840.3.1	Ds_00008402-RA
OG0007330	Solyc08g075990.3.1	Ds_00004876-RA
OG0007331	Solyc11g011490.2.1	Ds_00007930-RA
OG0007332	Solyc10g085580.2.1	Ds_00000860-RA
OG0007333	Solyc03g013340.3.1	Ds_00014964-RA, Ds_00017491-RA, Ds_00014965-RA
OG0007334	Solyc09g010720.3.1, Solyc08g077620.1.1, Solyc10g086430.2.1, Solyc00g027660.2.1	Ds_00016780-RA
OG0007335	Solyc03g046470.3.1	Ds_00011062-RA
OG0007336	Solyc10g005150.2.1, Solyc10g005170.1.1, Solyc10g005160.1.1, Solyc02g082170.2.1	Ds_00009198-RA
OG0007337	Solyc02g094280.3.1	Ds_00008065-RA
OG0007338	Solyc02g089220.3.1	Ds_00011059-RA
OG0007340	Solyc10g076290.2.1	Ds_00014326-RA
OG0007342	Solyc07g042630.3.1	Ds_00003372-RA
OG0007343	Solyc07g065630.3.1	Ds_00014073-RA
OG0007348	Solyc06g061120.3.1	Ds_00007002-RA
OG0007349	Solyc05g008440.2.1	Ds_00005895-RA
OG0007352	Solyc01g095850.1.1, Solyc01g095830.3.1, Solyc01g095840.2.1, Solyc01g095860.3.1	Ds_00002841-RA
OG0007377	Solyc12g021190.2.1, Solyc12g021180.2.1	Ds_00007026-RA
OG0007378	Solyc10g076420.2.1, Solyc10g085300.2.1	Ds_00004886-RA, Ds_00013283-RA
OG0007379	Solyc01g106090.3.1	Ds_00012820-RA
OG0007380	Solyc01g067905.1.1	Ds_00002190-RA, Ds_00010648-RA
OG0007383	Solyc01g079880.3.1	Ds_00003127-RA
OG0007384	Solyc04g008990.3.1	Ds_00017333-RA
OG0007385	Solyc09g097910.3.1	Ds_00009346-RA
OG0007386	Solyc09g074410.3.1	Ds_00004713-RA
OG0007387	Solyc05g052180.3.1, Solyc03g095660.2.1	Ds_00015107-RA
OG0007388	Solyc09g058990.3.1	Ds_00007770-RA
OG0007390	Solyc01g097800.3.1	Ds_00006278-RA
OG0007392	Solyc05g055770.3.1	Ds_00013745-RA
OG0007393	Solyc11g065370.2.1	Ds_00013949-RA
OG0007394	Solyc04g007410.3.1	Ds_00005857-RA
OG0007396	Solyc01g065690.3.1	Ds_00005079-RA
OG0007397	Solyc01g008700.3.1	Ds_00013917-RA
OG0007398	Solyc08g081155.1.1	Ds_00009300-RA
OG0007399	Solyc12g099310.2.1	Ds_00005061-RA
OG0007402	Solyc05g053720.3.1	Ds_00005533-RA
OG0007403	Solyc10g044780.2.1	Ds_00003659-RA
OG0007404	Solyc01g098380.3.1	Ds_00010829-RA
OG0007405	Solyc01g068580.3.1	Ds_00014788-RA, Ds_00017453-RA
OG0007406	Solyc10g079730.2.1	Ds_00000854-RA
OG0007407	Solyc11g008740.2.1	Ds_00016812-RA
OG0007408	Solyc03g093250.2.1	Ds_00009292-RA
OG0007409	Solyc09g091960.3.1	Ds_00005539-RA
OG0007410	Solyc09g064930.3.1	Ds_00011806-RA
OG0007411	Solyc11g008550.2.1	Ds_00017317-RA
OG0007412	Solyc01g087120.3.1	Ds_00015946-RA
OG0007413	Solyc06g082070.3.1, Solyc06g007170.3.1	Ds_00011586-RA
OG0007415	Solyc02g068750.1.1	Ds_00002591-RA, Ds_00008140-RA, Ds_00008142-RA
OG0007416	Solyc09g011300.3.1	Ds_00015283-RA
OG0007418	Solyc11g007160.2.1	Ds_00006046-RA
OG0007419	Solyc09g009390.3.1	Ds_00016968-RA
OG0007420	Solyc08g015630.3.1	Ds_00009315-RA
OG0007421	Solyc01g067390.3.1, Solyc06g054560.3.1	Ds_00002726-RA
OG0007422	Solyc06g069410.3.1	Ds_00005953-RA, Ds_00005951-RA
OG0007423	Solyc11g068400.2.1	Ds_00015544-RA, Ds_00008704-RA
OG0007424	Solyc01g080860.3.1	Ds_00011926-RA
OG0007425	Solyc06g043175.1.1	Ds_00007845-RA
OG0007426	Solyc01g074020.3.1	Ds_00017552-RA
OG0007427	Solyc03g078207.1.1, Solyc03g078200.2.1	Ds_00017195-RA
OG0007428	Solyc09g082800.3.1	Ds_00016747-RA
OG0007429	Solyc11g069710.2.1	Ds_00005169-RA
OG0007430	Solyc06g048540.3.1	Ds_00016081-RA
OG0007431	Solyc02g068420.3.1, Solyc06g050820.2.1	Ds_00018026-RA, Ds_00018025-RA
OG0007432	Solyc09g015440.1.1, Solyc11g008890.2.1	Ds_00015521-RA
OG0007433	Solyc01g068450.3.1	Ds_00013225-RA
OG0007434	Solyc01g079060.3.1	Ds_00011231-RA
OG0007435	Solyc05g006950.3.1	Ds_00009289-RA
OG0007436	Solyc06g082410.1.1	Ds_00010030-RA, Ds_00000907-RA
OG0007437	Solyc03g096680.2.1, Solyc08g074790.3.1	Ds_00010096-RA
OG0007438	Solyc11g007540.2.1, Solyc05g055400.3.1	Ds_00014293-RA
OG0007439	Solyc10g079880.2.1	Ds_00009601-RA
OG0007440	Solyc09g091190.3.1	Ds_00002739-RA
OG0007441	Solyc11g007110.2.1	Ds_00006051-RA
OG0007442	Solyc09g005760.3.1	Ds_00009005-RA
OG0007443	Solyc09g091370.3.1	Ds_00002736-RA
OG0007445	Solyc11g007770.2.1, Solyc05g055420.3.1	Ds_00006036-RA
OG0007447	Solyc06g007350.3.1	Ds_00010042-RA
OG0007448	Solyc10g083350.2.1	Ds_00015785-RA
OG0007449	Solyc06g073620.3.1	Ds_00016790-RA
OG0007450	Solyc12g099515.1.1	Ds_00016045-RA
OG0007451	Solyc07g005960.3.1	Ds_00009864-RA
OG0007452	Solyc09g009280.1.1, Solyc11g066930.1.1, Solyc06g074500.2.1	Ds_00008346-RA
OG0007453	Solyc03g121020.3.1, Solyc03g121010.3.1	Ds_00017168-RA
OG0007454	Solyc10g012160.3.1	Ds_00007931-RA
