Orthogroup	S_lycopersicum.proteins	B_vulgaris.proteins
OG0004592	Solyc06g072110.3.1, Solyc03g019770.3.1	Bevul.8G105400.1.p
OG0004593	Solyc05g015710.3.1	Bevul.6G205200.1.p
OG0004594	Solyc08g078203.1.1	Bevul.5G071800.1.p
OG0004595	Solyc08g076370.3.1	Bevul.5G095900.1.p
OG0004596	Solyc03g119650.3.1	Bevul.5G149600.1.p, Bevul.5G149500.1.p
OG0004599	Solyc10g078340.2.1	Bevul.3G213100.1.p
OG0004600	Solyc01g111820.2.1	Bevul.2G145500.1.p, Bevul.5G101600.1.p, Bevul.7G017400.1.p, Bevul.9G132000.1.p
OG0004601	Solyc10g078900.2.1	Bevul.3G181100.1.p
OG0004620	Solyc09g009850.3.1, Solyc01g008760.3.1	Bevul.1G061600.1.p
OG0004622	Solyc10g078690.2.1	Bevul.3G185400.1.p
OG0004623	Solyc04g005330.3.1	Bevul.1G004500.1.p
OG0004624	Solyc04g051780.3.1	Bevul.6G102600.1.p
OG0004628	Solyc08g076140.3.1, Solyc06g066310.3.1	Bevul.5G098800.1.p
OG0004629	Solyc01g086710.3.1	Bevul.2G038500.1.p
OG0004630	Solyc09g009410.3.1, Solyc09g074400.3.1	Bevul.4G085900.1.p, Bevul.4G086200.1.p
OG0004634	Solyc07g025210.2.1	Bevul.4G123800.1.p
OG0004635	Solyc01g097320.3.1	Bevul.4G137300.1.p
OG0004636	Solyc09g010150.3.1	Bevul.7G001000.1.p
OG0004638	Solyc12g099670.1.1	Bevul.5G253800.1.p
OG0004639	Solyc12g009060.2.1	Bevul.2G032900.1.p, Bevul.8G135200.1.p
OG0004640	Solyc11g006350.1.1	Bevul.4G025000.1.p
OG0004641	Solyc05g013990.3.1	Bevul.6G171400.1.p
OG0004643	Solyc09g082470.3.1, Solyc10g045270.2.1	Bevul.3G146200.1.p
OG0004644	Solyc06g073245.1.1	Bevul.8G171900.1.p
OG0004644	Solyc06g083000.1.1, Solyc05g050750.1.1	Bevul.5G227300.1.p
OG0004645	Solyc03g097780.3.1	Bevul.5G160500.1.p
OG0004646	Solyc01g100110.3.1	Bevul.4G199200.1.p
OG0004647	Solyc01g068170.3.1	Bevul.2G050300.2.p, Bevul.2G050300.3.p, Bevul.2G050300.1.p
OG0004648	Solyc09g092180.3.1	Bevul.3G233400.1.p
OG0004649	Solyc06g082200.3.1	Bevul.7G219400.1.p
OG0004650	Solyc05g056290.3.1	Bevul.4G212200.1.p
OG0004651	Solyc01g008320.3.1	Bevul.1G063100.1.p
OG0004653	Solyc11g064800.2.1	Bevul.4G225700.1.p
OG0004654	Solyc05g055790.3.1, Solyc04g056560.3.1	Bevul.4G211100.1.p
OG0004655	Solyc01g102410.3.1	Bevul.8G102400.1.p, Bevul.5G227900.1.p
OG0004656	Solyc04g009950.3.1	Bevul.4G175500.1.p
OG0004657	Solyc05g050735.1.1, Solyc05g050740.3.1	Bevul.3G100200.1.p, Bevul.2G115800.2.p, Bevul.2G115800.1.p
OG0004658	Solyc12g019110.2.1	Bevul.2G077500.3.p, Bevul.2G077500.2.p, Bevul.2G077500.1.p
OG0004658	Solyc12g019100.2.1	Bevul.2G077400.1.p
OG0004659	Solyc01g100260.3.1	Bevul.4G198700.1.p
OG0004660	Solyc12g099900.1.1, Solyc01g008910.2.1	Bevul.4G227700.1.p
OG0004661	Solyc09g025270.3.1	Bevul.5G250600.1.p
OG0004662	Solyc07g005610.3.1	Bevul.8G176200.1.p
OG0004663	Solyc09g010280.3.1	Bevul.7G020100.2.p, Bevul.7G020100.1.p
OG0004664	Solyc10g005900.3.1	Bevul.9G015700.1.p
OG0004665	Solyc10g080440.2.1	Bevul.3G185800.1.p
OG0004666	Solyc06g075400.3.1, Solyc11g072530.2.1	Bevul.9G228400.2.p, Bevul.9G228400.1.p, Bevul.9G228400.3.p
OG0004667	Solyc09g061310.3.1	Bevul.7G124200.1.p
OG0004669	Solyc10g079450.2.1, Solyc04g040230.2.1, Solyc04g019315.1.1	Bevul.3G204400.1.p
OG0004670	Solyc05g053690.2.1, Solyc09g091930.3.1	Bevul.2G148100.5.p, Bevul.2G148100.2.p, Bevul.2G148100.3.p, Bevul.2G148100.4.p, Bevul.2G148100.7.p, Bevul.2G148100.6.p, Bevul.2G148100.1.p
OG0004671	Solyc05g053300.3.1, Solyc12g099100.2.1	Bevul.3G129300.1.p
OG0004673	Solyc06g068440.3.1, Solyc03g116910.3.1	Bevul.9G226400.1.p
OG0004674	Solyc06g075350.2.1	Bevul.6G095800.1.p
OG0004676	Solyc09g074470.3.1	Bevul.7G086900.2.p, Bevul.7G086900.1.p
OG0004677	Solyc06g036640.3.1	Bevul.4G126800.1.p
OG0004678	Solyc08g074420.3.1	Bevul.2G087400.1.p, Bevul.2G087400.2.p, Bevul.2G087400.3.p, Bevul.5G206500.1.p, Bevul.2G119100.1.p, Bevul.9G142400.1.p
OG0004679	Solyc11g044430.1.1, Solyc01g099360.3.1	Bevul.4G158000.1.p
OG0004680	Solyc02g078790.3.1	Bevul.4G158900.1.p
OG0004682	Solyc02g072105.1.1	Bevul.3G230600.1.p
OG0004683	Solyc01g111550.3.1	Bevul.9G136700.4.p, Bevul.9G136700.5.p, Bevul.9G136700.2.p, Bevul.9G136700.3.p, Bevul.9G136700.1.p
OG0004684	Solyc01g105340.3.1	Bevul.8G021500.1.p
OG0004685	Solyc01g109560.3.1, Solyc01g109570.3.1	Bevul.9G171800.1.p, Bevul.9G171800.2.p
OG0004686	Solyc01g112310.3.1	Bevul.9G182600.4.p, Bevul.9G182600.2.p, Bevul.9G182600.3.p, Bevul.9G182600.1.p
OG0004687	Solyc02g084630.3.1	Bevul.6G027300.1.p
OG0004687	Solyc04g081000.3.1	Bevul.1G163000.1.p
OG0004688	Solyc01g104950.3.1, Solyc10g047030.3.1	Bevul.8G116200.1.p
OG0004689	Solyc06g073630.3.1	Bevul.8G157000.1.p, Bevul.4G216800.1.p
OG0004690	Solyc04g074980.3.1	Bevul.1G110300.1.p
OG0004691	Solyc01g109470.3.1	Bevul.9G172900.1.p
OG0004691	Solyc01g109500.3.1	Bevul.9G173300.1.p
OG0004692	Solyc02g083260.3.1	Bevul.6G222300.1.p
OG0004693	Solyc01g106270.1.1, Solyc01g106265.1.1, Solyc01g106253.1.1, Solyc01g106220.3.1	Bevul.9G217200.2.p, Bevul.9G217200.1.p
OG0004694	Solyc11g009060.2.1	Bevul.6G066700.1.p
OG0004695	Solyc04g074780.3.1	Bevul.6G097900.1.p, Bevul.6G097800.1.p
OG0004696	Solyc03g026315.1.1	Bevul.3G075000.1.p
OG0004697	Solyc06g059970.3.1	Bevul.1G089100.1.p, Bevul.1G089000.1.p
OG0004698	Solyc02g092360.3.1	Bevul.6G014300.1.p
OG0004699	Solyc01g107580.3.1	Bevul.9G233500.1.p, Bevul.9G233500.3.p, Bevul.9G233500.2.p
OG0004700	Solyc07g006530.3.1	Bevul.7G132200.1.p
OG0004701	Solyc02g077330.3.1	Bevul.8G017200.1.p
OG0004702	Solyc11g008590.2.1	Bevul.9G151300.1.p
OG0004703	Solyc01g106360.3.1, Solyc01g106350.3.1, Solyc01g106340.3.1, Solyc01g106330.3.1	Bevul.9G217600.1.p
OG0004705	Solyc04g073990.3.1, Solyc04g055170.3.1, Solyc05g051980.3.1	Bevul.6G069700.1.p
OG0004706	Solyc04g082845.1.1, Solyc01g112320.3.1	Bevul.9G153000.1.p
OG0004707	Solyc04g074670.3.1	Bevul.1G106600.1.p
OG0004708	Solyc09g008120.3.1	Bevul.6G078600.1.p
OG0004709	Solyc04g055010.3.1	Bevul.6G070700.1.p
OG0004710	Solyc02g089660.2.1	Bevul.2G219600.1.p
OG0004711	Solyc03g033620.3.1	Bevul.6G028800.1.p
OG0004712	Solyc05g009030.3.1	Bevul.9G186600.1.p
OG0004713	Solyc10g055390.2.1, Solyc01g111350.3.1	Bevul.9G138500.1.p
OG0004714	Solyc07g064840.2.1	Bevul.8G155400.1.p
OG0004715	Solyc04g074830.1.1	Bevul.1G108700.1.p
OG0004715	Solyc11g010370.1.1	Bevul.6G098700.1.p
OG0004716	Solyc02g064710.3.1	Bevul.6G011900.1.p
OG0004717	Solyc02g092470.3.1, Solyc03g044060.3.1	Bevul.6G012900.1.p
OG0004718	Solyc11g069000.2.1	Bevul.3G114100.1.p
OG0004719	Solyc10g074820.1.1	Bevul.4G093800.1.p
OG0004721	Solyc08g068460.1.1, Solyc07g054560.1.1, Solyc11g043180.1.1, Solyc08g045770.1.1, Solyc04g007740.1.1, Solyc01g106180.2.1, Solyc09g082960.1.1, Solyc03g006600.1.1, Solyc02g078760.1.1	Bevul.8G034700.1.p
OG0004722	Solyc10g006140.3.1	Bevul.4G025300.1.p
OG0004723	Solyc04g083150.2.1	Bevul.4G046400.1.p
OG0004724	Solyc08g065480.3.1, Solyc10g084140.2.1, Solyc08g065630.2.1	Bevul.2G148700.1.p, Bevul.3G036400.1.p
OG0004725	Solyc07g056520.3.1	Bevul.4G090500.1.p
OG0004726	Solyc02g077540.3.1, Solyc03g006290.3.1, Solyc02g077550.3.1	Bevul.8G019400.1.p
OG0004727	Solyc12g005930.2.1, Solyc07g049580.3.1	Bevul.3G072800.1.p
OG0004729	Solyc12g088480.2.1	Bevul.9G179600.1.p
OG0004730	Solyc03g120790.1.1	Bevul.9G205200.2.p, Bevul.9G205200.1.p
OG0004731	Solyc07g040690.3.1	Bevul.8G131300.1.p
OG0004732	Solyc04g009360.3.1	Bevul.4G048700.1.p
OG0004733	Solyc02g072530.2.1	Bevul.8G006100.1.p
OG0004734	Solyc11g020780.2.1	Bevul.1G207600.1.p
OG0004735	Solyc03g111850.3.1	Bevul.2G217000.1.p, Bevul.2G159000.1.p
OG0004736	Solyc01g005020.3.1	Bevul.6G044200.1.p
OG0004737	Solyc10g086600.2.1, Solyc02g071560.3.1	Bevul.8G077500.1.p
OG0004738	Solyc02g080310.2.1, Solyc02g080290.3.1, Solyc02g080300.3.1, Solyc03g031730.3.1	Bevul.8G058400.1.p
OG0004739	Solyc07g062950.3.1	Bevul.4G066300.1.p
OG0004740	Solyc12g095860.2.1, Solyc08g066330.2.1, Solyc11g070140.2.1	Bevul.1G118800.1.p
OG0004741	Solyc09g090460.3.1	Bevul.1G148400.1.p
OG0004742	Solyc03g025270.3.1	Bevul.4G234200.1.p, Bevul.3G053000.1.p
OG0004743	Solyc12g055855.1.1, Solyc08g082920.3.1	Bevul.5G059100.1.p
OG0004743	Solyc01g096130.3.1	Bevul.1G194700.1.p
OG0004744	Solyc03g060510.3.1	Bevul.3G052200.1.p
OG0004744	Solyc07g007970.3.1	Bevul.3G052000.1.p
OG0004745	Solyc06g035720.3.1, Solyc03g026220.3.1	Bevul.3G075800.1.p
OG0004746	Solyc08g067180.3.1	Bevul.2G022900.2.p, Bevul.2G022900.1.p
OG0004747	Solyc04g080350.3.1	Bevul.2G149800.1.p, Bevul.2G149800.2.p, Bevul.2G149800.3.p, Bevul.2G149800.4.p
OG0004748	Solyc01g091460.3.1	Bevul.1G128800.1.p
OG0004749	Solyc08g077800.3.1	Bevul.5G076500.1.p
OG0004750	Solyc08g079670.3.1	Bevul.5G041400.1.p
OG0004751	Solyc07g007990.3.1, Solyc01g009830.3.1	Bevul.8G172200.1.p
OG0004751	Solyc08g066980.3.1	Bevul.2G178200.1.p, Bevul.2G178200.2.p
OG0004752	Solyc06g063340.3.1	Bevul.7G151900.1.p
OG0004753	Solyc06g065830.2.1	Bevul.8G161800.1.p
OG0004754	Solyc08g066640.3.1	Bevul.2G158600.3.p, Bevul.2G158600.2.p, Bevul.2G158600.5.p, Bevul.2G158600.4.p, Bevul.2G158600.6.p, Bevul.2G158600.1.p
OG0004755	Solyc07g008970.3.1, Solyc08g074290.3.1, Solyc05g010750.3.1	Bevul.2G128500.1.p
OG0004756	Solyc12g009810.2.1	Bevul.4G152900.1.p
OG0004757	Solyc04g076580.3.1	Bevul.4G180500.1.p
OG0004758	Solyc12g042730.1.1	Bevul.9G190500.1.p
OG0004758	Solyc12g088490.1.1	Bevul.4G189800.1.p
OG0004759	Solyc01g091550.3.1, Solyc01g091570.3.1, Solyc01g091560.2.1	Bevul.1G167600.1.p, Bevul.1G167700.1.p
OG0004760	Solyc06g054630.2.1	Bevul.8G143900.1.p, Bevul.8G144000.1.p
OG0004761	Solyc05g018320.3.1	Bevul.8G198700.1.p
OG0004762	Solyc07g007890.3.1	Bevul.8G171400.1.p
OG0004763	Solyc06g066530.1.1, Solyc03g120920.1.1	Bevul.9G214100.1.p
OG0004764	Solyc03g123560.3.1	Bevul.7G165100.1.p
OG0004765	Solyc08g080090.3.1, Solyc12g056480.2.1	Bevul.5G037900.1.p
OG0004766	Solyc11g020850.2.1, Solyc07g005910.3.1, Solyc12g009900.2.1	Bevul.8G152200.1.p
OG0004767	Solyc08g006290.2.1, Solyc08g006300.3.1	Bevul.2G130500.1.p
OG0004768	Solyc01g095430.3.1, Solyc10g011770.3.1	Bevul.1G186300.1.p
OG0004769	Solyc03g082910.3.1	Bevul.3G034400.1.p
OG0004770	Solyc12g044220.2.1, Solyc03g120770.3.1	Bevul.9G205400.1.p
OG0004771	Solyc06g062750.3.1, Solyc03g121730.3.1	Bevul.7G174700.1.p
OG0004772	Solyc02g069710.3.1	Bevul.7G168300.1.p
OG0004773	Solyc06g051940.3.1, Solyc03g007230.3.1	Bevul.3G041500.1.p
OG0004774	Solyc01g102265.1.1	Bevul.4G175100.1.p
OG0004775	Solyc06g031675.1.1	Bevul.8G149700.1.p
OG0004776	Solyc11g069270.2.1	Bevul.9G052000.3.p, Bevul.9G052000.2.p, Bevul.9G052000.1.p
OG0004777	Solyc12g006930.2.1	Bevul.8G187800.1.p
OG0004778	Solyc06g063330.3.1, Solyc12g055800.3.1	Bevul.2G111200.1.p
OG0004779	Solyc01g009610.3.1, Solyc05g005520.1.1, Solyc03g025980.3.1	Bevul.3G073900.1.p
OG0004780	Solyc07g005030.3.1	Bevul.8G161300.1.p, Bevul.8G161200.1.p
OG0004781	Solyc03g120280.1.1, Solyc06g066740.2.1	Bevul.9G201600.2.p, Bevul.9G201600.1.p
OG0004782	Solyc03g007070.3.1	Bevul.3G085000.1.p
OG0004782	Solyc08g079750.3.1	Bevul.5G041200.1.p
OG0004783	Solyc04g049180.3.1	Bevul.1G033100.1.p
OG0004784	Solyc06g066610.3.1	Bevul.9G207600.1.p
OG0004785	Solyc07g006290.2.1	Bevul.8G157400.1.p, Bevul.8G157300.1.p
OG0004786	Solyc12g042900.2.1, Solyc06g067940.3.1	Bevul.9G197000.1.p
OG0004788	Solyc05g013790.3.1, Solyc04g026000.2.1	Bevul.6G173200.1.p
OG0004789	Solyc03g117540.3.1	Bevul.9G225500.2.p, Bevul.9G225500.1.p, Bevul.9G225500.3.p
OG0004791	Solyc07g039330.3.1	Bevul.8G128700.1.p
OG0004791	Solyc03g121580.3.1	Bevul.7G233500.1.p
OG0004792	Solyc03g117000.3.1	Bevul.3G040000.1.p
OG0004792	Solyc04g047690.3.1	Bevul.4G188500.1.p
OG0004793	Solyc08g067910.3.1	Bevul.8G188300.1.p
OG0004794	Solyc02g087300.1.1	Bevul.9G118000.1.p, Bevul.8G170300.1.p
OG0004795	Solyc02g062520.3.1	Bevul.2G117000.2.p, Bevul.2G117000.1.p, Bevul.2G117000.3.p
OG0004796	Solyc09g055850.3.1, Solyc09g055870.2.1	Bevul.8G134300.1.p
OG0004797	Solyc12g008990.2.1, Solyc07g040940.3.1	Bevul.8G132200.1.p
OG0004798	Solyc07g007160.3.1, Solyc07g007170.3.1	Bevul.8G162100.1.p
OG0004799	Solyc06g083620.3.1	Bevul.7G123300.1.p, Bevul.7G123400.1.p
OG0004800	Solyc01g094860.3.1	Bevul.1G180400.1.p
OG0004801	Solyc07g007590.1.1, Solyc09g011870.2.1	Bevul.8G166900.1.p, Bevul.8G167000.1.p
OG0004802	Solyc03g121030.2.1	Bevul.9G117400.2.p, Bevul.9G117400.4.p, Bevul.9G117400.3.p, Bevul.9G117400.1.p
OG0004803	Solyc03g121380.3.1	Bevul.9G107500.4.p, Bevul.9G107500.3.p, Bevul.9G107500.1.p, Bevul.9G107500.7.p, Bevul.9G107500.5.p, Bevul.9G107500.6.p, Bevul.9G107500.2.p
OG0004804	Solyc06g059980.3.1	Bevul.4G119900.1.p
OG0004805	Solyc03g121890.1.1	Bevul.7G172700.1.p
OG0004806	Solyc03g123950.3.1	Bevul.7G152900.1.p
OG0004807	Solyc06g065610.3.1	Bevul.2G018700.1.p, Bevul.2G018700.2.p
OG0004808	Solyc08g007240.3.1, Solyc08g078210.3.1	Bevul.5G071900.1.p
OG0004809	Solyc07g066290.3.1	Bevul.4G093100.1.p
OG0004810	Solyc04g016175.1.1	Bevul.7G211100.1.p
OG0004812	Solyc10g017580.3.1, Solyc01g094170.3.1	Bevul.1G167400.1.p
OG0004813	Solyc06g006080.3.1	Bevul.7G194300.1.p
OG0004814	Solyc11g069780.2.1	Bevul.9G045600.2.p, Bevul.9G045600.1.p, Bevul.8G002200.1.p
OG0004815	Solyc12g005220.2.1, Solyc07g064230.3.1, Solyc10g006440.3.1	Bevul.4G041900.1.p
OG0004816	Solyc09g011420.3.1, Solyc09g092080.3.1	Bevul.8G178600.1.p
OG0004817	Solyc06g050720.3.1	Bevul.2G251400.1.p, Bevul.2G251300.1.p, Bevul.2G187600.2.p, Bevul.2G187600.1.p
OG0004818	Solyc11g007080.1.1, Solyc05g055300.1.1	Bevul.6G120300.1.p, Bevul.3G122300.1.p
OG0004819	Solyc02g072510.3.1	Bevul.8G006300.1.p
OG0004820	Solyc02g080510.1.1, Solyc02g032800.1.1	Bevul.8G055000.1.p
OG0004821	Solyc05g052850.3.1	Bevul.2G234500.2.p, Bevul.2G234500.1.p
OG0004822	Solyc01g104510.3.1	Bevul.2G131300.2.p, Bevul.2G131300.1.p
OG0004823	Solyc01g109990.3.1	Bevul.3G092700.1.p
OG0004824	Solyc11g069380.2.1	Bevul.9G051400.2.p, Bevul.9G051400.1.p
OG0004825	Solyc02g080320.3.1	Bevul.8G058300.1.p, Bevul.8G058100.1.p
OG0004826	Solyc02g033085.1.1, Solyc11g008320.2.1	Bevul.2G123200.5.p, Bevul.2G123200.3.p, Bevul.2G123200.2.p, Bevul.2G123200.1.p, Bevul.2G123200.4.p
OG0004827	Solyc01g009300.3.1, Solyc11g071970.2.1	Bevul.7G179000.1.p
OG0004828	Solyc08g067190.3.1	Bevul.1G057900.1.p
OG0004829	Solyc02g021470.3.1, Solyc02g070460.3.1	Bevul.8G089500.1.p
OG0004830	Solyc03g063750.3.1	Bevul.3G190900.1.p
OG0004831	Solyc01g056690.3.1	Bevul.3G215800.1.p
OG0004832	Solyc10g076320.2.1, Solyc10g085370.2.1	Bevul.7G015700.1.p
OG0004833	Solyc05g054570.3.1	Bevul.2G100500.1.p
OG0004833	Solyc06g075980.3.1	Bevul.7G209700.1.p
OG0004834	Solyc12g017390.2.1	Bevul.2G117800.1.p
OG0004835	Solyc07g062040.3.1	Bevul.4G086800.1.p
OG0004836	Solyc12g015800.2.1, Solyc07g065810.2.1	Bevul.4G004800.1.p
OG0004838	Solyc12g013580.2.1	Bevul.4G055000.1.p
OG0004839	Solyc09g008810.3.1	Bevul.7G039400.2.p, Bevul.7G039400.1.p, Bevul.7G039400.3.p
OG0004840	Solyc09g009140.3.1	Bevul.2G155600.3.p, Bevul.2G155600.1.p, Bevul.2G155600.2.p
OG0004841	Solyc12g005580.2.1	Bevul.9G068100.1.p
OG0004842	Solyc07g064420.3.1, Solyc07g064440.3.1, Solyc12g005130.2.1	Bevul.4G034900.1.p
OG0004843	Solyc09g007090.3.1, Solyc10g085970.2.1	Bevul.7G070900.1.p
OG0004844	Solyc04g010250.3.1	Bevul.2G106600.1.p
OG0004846	Solyc06g043030.3.1	Bevul.2G232000.5.p, Bevul.2G232000.6.p, Bevul.2G232000.2.p, Bevul.2G232000.3.p, Bevul.2G232000.4.p, Bevul.2G232000.1.p
OG0004847	Solyc05g054700.3.1	Bevul.2G105200.6.p, Bevul.2G105200.3.p, Bevul.2G105200.4.p, Bevul.2G105200.7.p, Bevul.2G105200.5.p, Bevul.2G105200.2.p, Bevul.2G105200.1.p
OG0004848	Solyc03g006060.3.1, Solyc02g072270.3.1	Bevul.8G006900.1.p
OG0004849	Solyc07g053730.3.1, Solyc01g081010.3.1	Bevul.7G024500.1.p, Bevul.7G024500.2.p, Bevul.8G192600.1.p
OG0004850	Solyc10g008420.3.1	Bevul.9G074800.1.p, Bevul.9G074800.2.p
OG0004851	Solyc01g087095.1.1	Bevul.1G018500.1.p
OG0004852	Solyc07g062290.3.1, Solyc03g006020.3.1	Bevul.8G060900.1.p
OG0004853	Solyc02g087180.3.1, Solyc04g014240.1.1	Bevul.7G018100.4.p, Bevul.7G018100.2.p, Bevul.7G018100.3.p, Bevul.7G018100.1.p, Bevul.7G018100.5.p
OG0004854	Solyc08g043140.3.1	Bevul.2G044100.1.p
OG0004855	Solyc06g007390.3.1, Solyc06g082430.2.1	Bevul.7G222900.1.p
OG0004856	Solyc06g048780.1.1, Solyc06g048790.1.1, Solyc05g017840.3.1, Solyc06g048810.3.1	Bevul.7G012700.1.p
OG0004858	Solyc03g062830.3.1	Bevul.3G181900.1.p
OG0004859	Solyc03g112500.3.1	Bevul.5G217500.1.p
OG0004859	Solyc02g086530.3.1	Bevul.1G076200.1.p
OG0004861	Solyc04g045430.3.1	Bevul.6G197400.1.p
OG0004862	Solyc08g074760.3.1	Bevul.5G107700.1.p
OG0004863	Solyc03g062700.3.1	Bevul.3G172900.1.p
OG0004864	Solyc10g081200.1.1, Solyc10g077000.2.1, Solyc10g076650.2.1	Bevul.9G138400.1.p, Bevul.9G138400.2.p
OG0004865	Solyc07g064080.3.1	Bevul.4G045100.1.p
OG0004866	Solyc11g069050.2.1	Bevul.9G028800.1.p, Bevul.9G043900.1.p
OG0004867	Solyc02g068380.3.1	Bevul.7G072800.2.p, Bevul.7G072800.1.p
OG0004868	Solyc06g007420.1.1, Solyc06g050370.1.1	Bevul.2G184000.1.p
OG0004869	Solyc12g005020.2.1	Bevul.8G054800.1.p
OG0004870	Solyc01g097180.2.1	Bevul.4G132900.1.p
OG0004871	Solyc02g070050.3.1	Bevul.8G099900.1.p
OG0004872	Solyc05g052960.3.1	Bevul.2G227200.2.p, Bevul.2G227200.3.p, Bevul.2G227200.1.p, Bevul.2G227200.4.p
OG0004873	Solyc07g063940.2.1, Solyc12g005340.2.1	Bevul.4G047000.1.p
OG0004874	Solyc02g094510.3.1	Bevul.6G217600.1.p
OG0004875	Solyc11g022380.2.1	Bevul.1G206200.1.p
OG0004876	Solyc06g036110.1.1, Solyc03g025340.1.1	Bevul.3G053100.1.p, Bevul.3G053200.1.p
OG0004877	Solyc02g093910.3.1	Bevul.7G153600.1.p
OG0004878	Solyc05g014720.3.1	Bevul.4G179100.1.p
OG0004879	Solyc03g111310.3.1	Bevul.5G154400.1.p
OG0004880	Solyc11g013180.2.1	Bevul.1G216500.1.p
OG0004881	Solyc05g014240.3.1	Bevul.6G169200.1.p
OG0004882	Solyc04g045530.3.1	Bevul.6G204700.1.p
OG0004883	Solyc05g014710.3.1	Bevul.6G212800.1.p
OG0004884	Solyc03g111580.3.1, Solyc06g071860.3.1	Bevul.7G144200.1.p
OG0004885	Solyc02g062540.3.1	Bevul.4G185700.1.p
OG0004886	Solyc01g008520.3.1	Bevul.4G123500.1.p
OG0004887	Solyc03g007370.3.1	Bevul.3G043100.1.p
OG0004888	Solyc04g050820.2.1	Bevul.2G091900.1.p
OG0004889	Solyc10g054900.2.1, Solyc01g111145.1.1	Bevul.9G141400.1.p
OG0004890	Solyc08g083330.2.1, Solyc03g081320.3.1	Bevul.5G064600.1.p, Bevul.3G027600.1.p
OG0004891	Solyc01g067340.2.1, Solyc01g067330.3.1, Solyc09g074550.3.1	Bevul.3G153200.1.p, Bevul.7G012200.1.p, Bevul.7G012200.2.p
OG0004892	Solyc08g074440.3.1	Bevul.2G123800.5.p, Bevul.2G123800.6.p, Bevul.2G123800.7.p, Bevul.2G123800.1.p, Bevul.2G123800.4.p, Bevul.2G123800.2.p, Bevul.2G123800.3.p
OG0004893	Solyc09g074370.3.1	Bevul.7G085200.1.p, Bevul.7G085300.1.p
OG0004894	Solyc10g007320.3.1	Bevul.4G075600.1.p
OG0004895	Solyc05g051510.3.1, Solyc11g010190.1.1, Solyc11g013260.2.1	Bevul.6G163700.1.p
OG0004896	Solyc06g054020.3.1, Solyc06g054050.2.1	Bevul.4G153700.1.p
OG0004897	Solyc06g068840.3.1, Solyc03g118200.3.1	Bevul.5G164100.1.p
OG0004898	Solyc03g059180.3.1	Bevul.3G114000.1.p
OG0004899	Solyc09g064430.3.1	Bevul.7G114300.1.p
OG0004900	Solyc11g028080.2.1, Solyc01g103400.3.1	Bevul.6G145700.1.p
OG0004901	Solyc08g008660.3.1	Bevul.5G063800.1.p
OG0004901	Solyc10g005010.3.1	Bevul.1G198900.1.p
OG0004902	Solyc08g081690.3.1	Bevul.5G024500.1.p
OG0004903	Solyc02g093070.3.1, Solyc02g093080.3.1	Bevul.6G005900.1.p, Bevul.6G005800.1.p
OG0004904	Solyc09g064440.3.1	Bevul.7G114000.1.p
OG0004905	Solyc11g040390.2.1, Solyc06g064550.3.1	Bevul.3G024000.1.p
OG0004906	Solyc04g045580.3.1	Bevul.6G207100.1.p
OG0004907	Solyc07g015920.2.1	Bevul.6G206800.1.p, Bevul.6G206900.1.p, Bevul.6G207000.1.p
OG0004908	Solyc01g104840.3.1	Bevul.1G078100.1.p
OG0004909	Solyc10g009280.3.1	Bevul.1G197800.1.p
OG0004910	Solyc05g015750.3.1	Bevul.6G204900.1.p
OG0004911	Solyc04g076430.3.1	Bevul.6G158100.1.p
OG0004912	Solyc09g083370.3.1, Solyc02g082000.3.1	Bevul.5G242700.1.p
OG0004913	Solyc04g077060.3.1	Bevul.1G013700.1.p
OG0004914	Solyc09g074690.3.1	Bevul.7G099000.1.p, Bevul.7G099000.2.p, Bevul.7G099000.3.p
OG0004915	Solyc08g007320.3.1	Bevul.5G068800.1.p
OG0004916	Solyc04g074070.2.1	Bevul.1G099600.1.p
OG0004917	Solyc02g094200.3.1	Bevul.6G205700.1.p
OG0004918	Solyc08g008160.3.1	Bevul.5G152100.1.p
OG0004919	Solyc08g082560.3.1	Bevul.5G015300.1.p
OG0004920	Solyc01g096500.3.1	Bevul.3G020900.1.p
OG0004921	Solyc09g098540.3.1, Solyc12g098810.2.1	Bevul.5G132500.1.p
OG0004922	Solyc05g014700.3.1	Bevul.6G213000.1.p
OG0004923	Solyc04g064700.3.1	Bevul.1G080700.1.p
OG0004924	Solyc03g082990.3.1	Bevul.3G035400.1.p
OG0004925	Solyc02g089390.2.1, Solyc03g046450.3.1	Bevul.6G135300.1.p
OG0004926	Solyc11g040050.2.1	Bevul.9G013100.2.p, Bevul.9G013100.1.p
OG0004927	Solyc04g007420.3.1, Solyc04g007430.2.1, Solyc08g081040.3.1	Bevul.8G141200.1.p
OG0004928	Solyc12g038970.2.1	Bevul.5G170300.1.p
OG0004930	Solyc12g062280.2.1	Bevul.3G143700.1.p, Bevul.5G210500.1.p
OG0004931	Solyc02g087350.2.1, Solyc05g006510.1.1	Bevul.6G247300.1.p
OG0004932	Solyc11g011460.2.1	Bevul.6G156700.1.p
OG0004933	Solyc06g083510.3.1	Bevul.4G223900.1.p, Bevul.4G226200.1.p, Bevul.4G224800.1.p, Bevul.4G227000.1.p
OG0004934	Solyc09g020110.3.1	Bevul.5G229700.1.p
OG0004935	Solyc06g069880.1.1	Bevul.6G237700.1.p
OG0004936	Solyc05g005240.2.1	Bevul.6G188000.1.p
