Orthogroup	S_lycopersicum.proteins	A_thaliana.proteins
OG0005503	Solyc01g104640.3.1	AT4G15570.3, AT4G15570.1, AT4G15570.2, AT4G15570.4
OG0005504	Solyc04g009230.3.1	AT5G08290.2
OG0005504	Solyc02g014870.3.1	AT5G08290.1
OG0005506	Solyc06g060410.3.1, Solyc11g013010.2.1	AT1G21920.2, AT1G21920.1, AT1G77660.1
OG0005507	Solyc08g079570.3.1	AT4G12110.1, AT4G22756.1, AT4G22755.1
OG0005508	Solyc04g077790.3.1	AT5G22370.1, AT5G22370.2, AT5G22370.3
OG0005509	Solyc04g076510.3.1	AT1G58230.3, AT1G58230.2, AT1G58230.1
OG0005510	Solyc04g082640.3.1, Solyc12g094630.2.1	AT1G42960.1
OG0005511	Solyc02g092460.3.1	AT4G37610.1, AT5G67480.1, AT5G67480.3, AT5G67480.2
OG0005513	Solyc06g060140.3.1	AT1G21730.1
OG0005514	Solyc07g005200.3.1	AT5G58060.1, AT5G58060.2, AT5G58180.2, AT5G58180.1
OG0005515	Solyc12g094550.2.1, Solyc04g082280.3.1	AT1G76250.1
OG0005516	Solyc04g014800.3.1, Solyc11g012410.2.1, Solyc03g044890.1.1	AT3G02870.1, AT3G02870.2, AT3G02870.3
OG0005517	Solyc10g008640.3.1, Solyc07g054830.3.1	AT4G28130.1, AT2G20900.3, AT2G20900.2, AT2G20900.4, AT2G20900.1
OG0005519	Solyc05g046110.3.1, Solyc07g052650.2.1, Solyc12g005730.2.1	AT1G05280.2, AT1G05280.1
OG0005520	Solyc11g042990.2.1	AT1G22870.1, AT1G22870.2, AT1G22870.3, AT1G22870.4, AT1G71410.1, AT1G71410.2
OG0005521	Solyc07g062050.3.1	AT1G78540.1, AT1G78540.2, AT1G78540.3, AT1G17040.1, AT1G17040.2, AT1G17040.3
OG0005522	Solyc10g009290.1.1, Solyc01g096370.3.1, Solyc10g009270.3.1, Solyc08g083170.1.1, Solyc08g008600.3.1	AT4G00870.1
OG0005523	Solyc12g005500.2.1, Solyc10g008140.3.1	AT4G28510.1
OG0005525	Solyc02g077630.3.1, Solyc03g006300.2.1	AT1G28440.1
OG0005526	Solyc03g026100.1.1	AT5G24670.4, AT5G24670.1, AT5G24670.3, AT5G24670.5, AT5G24670.2
OG0005527	Solyc07g055340.3.1	AT2G42770.1
OG0005528	Solyc02g093810.3.1, Solyc02g067990.3.1	AT5G40740.1
OG0005529	Solyc07g049560.3.1	AT4G03960.1
OG0005530	Solyc01g096060.3.1	AT2G46520.1
OG0005531	Solyc11g065760.2.1	AT3G07800.1
OG0005532	Solyc04g014740.2.1	AT1G12060.1
OG0005533	Solyc10g008800.3.1, Solyc10g007150.3.1	AT2G34040.3, AT2G34040.1, AT2G34040.2, AT1G29030.1, AT1G29030.2
OG0005534	Solyc07g049260.3.1, Solyc05g042040.3.1	AT4G15410.1
OG0005534	Solyc02g081140.3.1	AT4G04210.1, AT4G22150.1
OG0005535	Solyc01g066690.3.1, Solyc12g099470.2.1, Solyc05g054310.3.1	AT1G04170.1, AT1G04170.2
OG0005536	Solyc07g063570.3.1	AT5G54290.1, AT5G54290.2
OG0005537	Solyc01g008100.3.1	AT3G23760.1, AT4G14100.1
OG0005538	Solyc08g061220.3.1	AT2G26300.1, AT2G26300.2
OG0005539	Solyc01g008340.3.1	AT5G11750.1, AT5G11750.2, AT4G11630.1, AT1G24240.2, AT1G24240.1
OG0005540	Solyc02g014540.2.1	AT1G60430.1, AT1G60430.3, AT1G60430.2, AT1G60430.4
OG0005541	Solyc03g025280.3.1	AT5G10800.1, AT5G10800.3, AT5G10800.2, AT5G25060.1
OG0005542	Solyc03g117310.1.1, Solyc07g007350.1.1	AT2G12462.1
OG0005542	Solyc03g117340.1.1, Solyc06g068310.1.1	AT1G80520.1, AT1G15760.1
OG0005543	Solyc08g067020.3.1	AT5G25450.2, AT5G25450.3, AT5G25450.1, AT4G32470.2, AT4G32470.1
OG0005544	Solyc07g042470.3.1, Solyc12g009280.2.1, Solyc05g025920.3.1	AT5G20810.1, AT5G20810.2, AT3G43120.1
OG0005545	Solyc04g049555.1.1, Solyc04g049620.2.1	AT4G13400.1, AT4G13400.2
OG0005546	Solyc10g008130.3.1, Solyc01g112010.3.1	AT3G56510.1, AT3G56510.3, AT3G56510.4, AT3G56510.2, AT3G56510.5
OG0005547	Solyc08g081130.3.1	AT4G23330.3, AT4G23330.2, AT4G23330.4, AT4G23330.1
OG0005549	Solyc12g044400.2.1	AT3G16290.1
OG0005550	Solyc07g014640.3.1, Solyc09g031890.2.1, Solyc09g031880.2.1	AT3G10700.1, AT3G10700.2, AT3G10700.3
OG0005551	Solyc01g091120.3.1	AT2G45260.1
OG0005552	Solyc08g074300.3.1, Solyc08g006025.1.1	AT2G24430.2, AT2G24430.1
OG0005553	Solyc10g079050.2.1	AT2G42280.2, AT2G42280.3, AT2G42280.1
OG0005554	Solyc06g066780.3.1	AT1G80420.4, AT1G80420.1, AT1G80420.2, AT1G80420.5, AT1G80420.3
OG0005555	Solyc07g006320.3.1	AT5G57770.2, AT5G57770.1
OG0005556	Solyc08g081900.3.1	AT4G11160.3, AT4G11160.1, AT4G11160.2
OG0005557	Solyc10g012190.2.1, Solyc07g008610.2.1	AT3G54540.2, AT3G54540.1
OG0005558	Solyc08g078660.3.1	AT2G35720.1
OG0005559	Solyc09g009400.3.1	AT5G61930.2, AT5G61930.1
OG0005560	Solyc07g006110.3.1	AT2G23950.1, AT2G23950.2, AT4G30520.1
OG0005562	Solyc01g094500.3.1	AT4G20960.1
OG0005563	Solyc03g093500.3.1	AT5G07590.4, AT5G07590.2, AT5G07590.3, AT5G07590.1
OG0005564	Solyc12g096450.2.1	AT4G31420.1, AT4G31420.2, AT2G24500.1
OG0005565	Solyc06g066570.3.1	AT1G79810.2, AT1G79810.1
OG0005566	Solyc08g007845.1.1, Solyc08g080310.1.1	AT4G23030.1
OG0005567	Solyc07g024000.3.1	AT4G13250.2, AT4G13250.1
OG0005568	Solyc07g042910.3.1	AT5G58100.2, AT5G58100.1
OG0005569	Solyc12g049370.2.1	AT1G17410.3, AT1G17410.1, AT1G17410.2
OG0005570	Solyc10g083110.2.1, Solyc03g044660.3.1	AT3G60880.2, AT3G60880.1, AT2G45440.1
OG0005571	Solyc03g123970.1.1	AT3G20270.5, AT3G20270.2, AT3G20270.6, AT3G20270.4, AT3G20270.1, AT3G20270.3
OG0005572	Solyc08g068925.1.1	AT5G24970.2, AT5G24970.3, AT5G24970.1
OG0005573	Solyc07g017610.3.1	AT4G33150.1, AT4G33150.4, AT4G33150.2
OG0005574	Solyc01g094360.3.1, Solyc05g048830.3.1	AT3G61250.1
OG0005575	Solyc08g061560.3.1	AT2G26330.1
OG0005576	Solyc06g060870.1.1, Solyc00g056680.1.1, Solyc08g078090.1.1	AT4G16820.1
OG0005577	Solyc08g082320.3.1	AT4G23860.2, AT4G23860.3, AT4G23860.1, AT4G23860.4
OG0005579	Solyc04g017700.3.1	AT3G57170.2, AT3G57170.1
OG0005580	Solyc02g080340.3.1, Solyc02g080355.1.1	AT1G61850.2, AT1G61850.1
OG0005581	Solyc08g061650.3.1, Solyc08g061635.1.1	AT2G06040.1
OG0005582	Solyc03g007420.3.1	AT5G53220.1, AT5G53220.3, AT5G53220.7, AT5G53220.6, AT5G53220.4, AT5G53220.2, AT5G53220.5
OG0005583	Solyc08g006155.1.1, Solyc12g099490.2.1	AT1G16810.1, AT1G16810.3, AT1G16810.2
OG0005584	Solyc08g075036.1.1	AT5G23870.4, AT5G23870.1, AT5G23870.3, AT5G23870.2
OG0005585	Solyc08g080260.3.1	AT4G11790.1
OG0005586	Solyc08g068570.3.1	AT4G32770.1
OG0005587	Solyc07g022830.3.1	AT5G35730.1, AT2G32295.2, AT2G32295.1
OG0005588	Solyc07g064300.3.1	AT1G50910.1, AT1G50910.2
OG0005589	Solyc08g061130.3.1	AT5G11260.2, AT5G11260.1
OG0005590	Solyc03g078150.3.1	AT2G41190.2, AT2G41190.1
OG0005591	Solyc08g006800.2.1	AT4G31830.1
OG0005592	Solyc03g123730.3.1	AT1G53750.1
OG0005593	Solyc06g060770.3.1	AT4G17360.3, AT4G17360.2, AT4G17360.1, AT5G47435.2, AT5G47435.1
OG0005594	Solyc08g066520.3.1	AT5G11630.1, AT5G11630.3, AT5G11630.2
OG0005595	Solyc03g123960.3.1	AT2G03070.1
OG0005596	Solyc08g007540.3.1, Solyc08g079650.3.1	AT1G12420.1, AT1G12420.2
OG0005598	Solyc08g078650.3.1, Solyc06g060710.3.1	AT2G35710.4, AT2G35710.3, AT2G35710.1, AT4G16600.1, AT2G35710.2
OG0005599	Solyc00g082150.3.1, Solyc08g008455.1.1	AT4G10840.2, AT4G10840.1
OG0005600	Solyc02g091260.1.1	AT2G01300.1, AT1G15010.1
OG0005601	Solyc06g060750.3.1, Solyc08g078540.3.1	AT4G16650.1, AT4G16650.2
OG0005602	Solyc08g079800.3.1, Solyc01g091540.2.1	AT2G45480.2, AT2G45480.3, AT2G45480.1
OG0005603	Solyc12g006800.2.1	AT2G03500.1
OG0005605	Solyc03g121400.1.1, Solyc06g062520.1.1	AT3G21270.1, AT1G51700.1
OG0005606	Solyc12g009100.2.1	AT2G06005.4, AT2G06005.6, AT2G06005.5, AT2G06005.3, AT2G06005.2, AT2G06005.1, AT5G20580.1, AT5G20580.2
OG0005607	Solyc08g067425.1.1	AT5G11350.3, AT5G11350.2, AT5G11350.1, AT5G11350.4, AT5G11350.5
OG0005608	Solyc01g088380.2.1	AT1G08840.1, AT1G08840.5, AT1G08840.2, AT1G08840.3, AT1G08840.4
OG0005609	Solyc10g079670.2.1	AT3G16260.1, AT3G16260.2, AT3G16260.3, AT1G52160.1
OG0005611	Solyc06g082620.1.1	AT3G13230.1, AT3G13230.2
OG0005612	Solyc05g040100.3.1, Solyc05g040090.1.1, Solyc07g047720.3.1	AT2G36900.2, AT2G36900.3, AT2G36900.1, AT5G50440.1, AT5G50440.2
OG0005613	Solyc11g008380.2.1	AT3G10370.1
OG0005614	Solyc10g076690.2.1, Solyc10g085180.2.1, Solyc09g005360.3.1	AT5G05610.1, AT5G05610.2
OG0005615	Solyc11g008340.2.1	AT3G10380.1, AT3G10380.2
OG0005616	Solyc11g072540.2.1	AT3G45620.2, AT3G45620.1
OG0005617	Solyc01g086740.3.1	AT5G48030.1
OG0005618	Solyc12g006250.2.1, Solyc07g065850.3.1	AT5G56020.2, AT5G56020.1, AT4G26550.1, AT4G26550.2
OG0005619	Solyc07g045050.3.1, Solyc05g041200.3.1	AT1G06570.1, AT1G06570.2
OG0005620	Solyc11g072810.2.1	AT3G45830.1
OG0005621	Solyc10g078310.2.1, Solyc10g080960.1.1	AT2G40970.1, AT3G10760.1, AT5G05090.1
OG0005622	Solyc09g008770.3.1	AT2G36640.1, AT2G36640.2, AT3G53040.1
OG0005623	Solyc02g070260.3.1	AT2G34680.1, AT2G34680.2
OG0005624	Solyc01g080210.3.1	AT3G23580.1
OG0005627	Solyc07g007510.3.1	AT2G11890.1, AT2G11890.2
OG0005629	Solyc04g011510.3.1	AT3G55440.1
OG0005630	Solyc01g007740.3.1, Solyc10g082030.2.1	AT3G11630.1, AT5G06290.1
OG0005631	Solyc07g065550.3.1	AT5G55760.1
OG0005632	Solyc02g079030.3.1, Solyc03g006630.3.1	AT4G21540.3, AT4G21540.1, AT4G21540.2, AT4G21534.1, AT4G21534.2
OG0005633	Solyc06g007110.3.1	AT5G58720.3, AT5G58720.2, AT5G58720.1
OG0005634	Solyc11g069470.2.1	AT5G60690.1
OG0005635	Solyc10g006020.3.1, Solyc07g065400.3.1	AT1G55900.2, AT1G55900.1
OG0005636	Solyc10g076250.2.1	AT3G08860.2, AT3G08860.1, AT2G38400.2, AT2G38400.1
OG0005637	Solyc01g109510.3.1	AT4G34430.4, AT4G34430.2, AT4G34430.1, AT4G34430.3
OG0005639	Solyc06g005970.2.1, Solyc06g076780.3.1	AT3G47000.1, AT3G47050.1, AT3G47010.2, AT3G47010.1, AT3G47040.1, AT3G47040.4
OG0005640	Solyc11g012120.2.1	AT1G62420.1, AT1G12030.1
OG0005641	Solyc10g008440.3.1, Solyc07g054170.3.1	AT4G28250.2, AT4G28250.3, AT4G28250.4, AT4G28250.1, AT2G20750.2, AT2G20750.1
OG0005644	Solyc07g066480.3.1	AT1G16540.2, AT1G16540.1, AT1G16540.3
OG0005645	Solyc11g072730.2.1	AT5G60040.1, AT5G60040.2
OG0005646	Solyc11g045510.2.1	AT5G12920.2, AT5G12920.7, AT5G12920.8, AT5G12920.3, AT5G12920.1, AT5G12920.6, AT5G12920.5, AT5G12920.4
OG0005647	Solyc09g007970.2.1, Solyc10g086200.1.1	AT3G53250.1, AT3G53250.2, AT2G37030.1, AT5G03310.1
OG0005648	Solyc10g084650.2.1	AT3G53680.1, AT3G53680.2, AT2G37520.1
OG0005649	Solyc09g011200.2.1	AT5G02070.1
OG0005650	Solyc11g067160.2.1	AT2G27680.1
OG0005651	Solyc11g020870.2.1	AT5G41970.1
OG0005652	Solyc02g077390.2.1	AT5G45980.1, AT2G33880.2, AT2G33880.1
OG0005653	Solyc12g006050.2.1, Solyc07g049290.3.1	AT3G21670.1
OG0005654	Solyc12g013890.2.1	AT5G53860.1, AT5G53860.5, AT5G53860.4, AT5G53860.2, AT5G53860.3
OG0005655	Solyc03g071590.3.1, Solyc11g007990.2.1	AT5G58330.3, AT5G58330.2, AT5G58330.1
OG0005656	Solyc06g051500.3.1	AT2G40120.1
OG0005657	Solyc11g006430.1.1	AT3G11773.1, AT3G11773.2, AT5G06470.1
OG0005659	Solyc07g065310.3.1	AT3G13070.1, AT1G55930.2, AT1G55930.1, AT4G00925.1
OG0005660	Solyc07g063530.3.1	AT4G27390.1
OG0005661	Solyc11g062300.2.1, Solyc11g062310.2.1	AT2G26780.1, AT2G26780.2
OG0005662	Solyc12g099650.2.1	AT3G21055.1, AT3G21055.2, AT1G51400.1
OG0005663	Solyc11g072160.2.1, Solyc06g073600.3.1, Solyc06g073590.3.1	AT2G26920.1, AT5G12120.1
OG0005664	Solyc01g006010.3.1	AT3G32940.1
OG0005667	Solyc11g067015.1.1, Solyc06g074495.1.1	AT4G21105.2, AT4G21105.1, AT4G21105.3
OG0005668	Solyc01g049890.3.1	AT1G55546.1, AT3G13410.1
OG0005669	Solyc03g115100.3.1	AT5G08010.1, AT5G61040.1
OG0005670	Solyc07g049300.3.1	AT2G32990.1
OG0005671	Solyc07g061990.3.1	AT1G36623.1, AT1G78510.1, AT1G78510.2, AT1G17050.1
OG0005672	Solyc02g023980.3.1	AT1G30540.4, AT1G30540.1, AT1G30540.2, AT1G30540.3
OG0005673	Solyc10g080150.2.1	AT5G13710.2, AT5G13710.1
OG0005674	Solyc06g073320.3.1, Solyc02g091510.3.1	AT4G26850.1, AT5G55120.1
OG0005675	Solyc02g021600.1.1	AT1G30090.1
OG0005676	Solyc04g040110.3.1	AT3G10180.2, AT3G10180.1
OG0005677	Solyc12g005050.2.1	AT1G50710.1
OG0005678	Solyc07g064350.2.1	AT3G24080.4, AT3G24080.3, AT3G24080.2, AT3G24080.1
OG0005679	Solyc01g107750.3.1	AT3G19420.1
OG0005680	Solyc05g013700.3.1	AT1G13020.1, AT3G26400.1
OG0005682	Solyc02g084020.3.1, Solyc02g062240.3.1, Solyc03g033600.3.1	AT1G20580.1
OG0005683	Solyc01g044543.1.1	AT4G25330.1
OG0005684	Solyc11g066290.2.1	AT5G63140.1
OG0005685	Solyc04g079280.3.1	AT4G34310.3, AT4G34310.2, AT4G34310.8, AT4G34310.10, AT4G34310.6, AT4G34310.4, AT4G34310.9, AT4G34310.5, AT4G34310.7, AT4G34310.1
OG0005686	Solyc01g103010.3.1	AT2G02560.1, AT2G02560.2
OG0005687	Solyc01g098460.3.1	AT2G21070.2, AT2G21070.1, AT2G21070.3
OG0005689	Solyc02g085160.1.1	AT2G18350.1
OG0005690	Solyc01g006510.3.1	AT5G51970.2, AT5G51970.1
OG0005691	Solyc09g089870.3.1	AT4G14410.2, AT4G14410.3, AT4G14410.1
OG0005692	Solyc11g013460.2.1	AT2G27490.1, AT2G27490.2, AT2G27490.4, AT2G27490.3
OG0005694	Solyc02g083350.3.1	AT4G35800.1, AT4G35800.2
OG0005695	Solyc04g076480.3.1	AT4G24480.2, AT4G24480.1, AT4G24480.3
OG0005696	Solyc01g095740.3.1	AT5G08620.1, AT5G08610.1, AT5G63630.1, AT5G63630.2
OG0005697	Solyc01g057570.3.1	AT4G20350.6, AT4G20350.2, AT4G20350.3, AT4G20350.11, AT4G20350.9, AT4G20350.5, AT4G20350.1, AT4G20350.4, AT4G20350.8, AT4G20350.7, AT4G20350.10
OG0005698	Solyc11g010180.2.1, Solyc04g012155.1.1	AT3G01740.1, AT5G14290.1
OG0005700	Solyc02g093950.3.1	AT5G14230.2, AT5G14230.1
OG0005701	Solyc02g082215.1.1	AT3G26950.1
OG0005702	Solyc05g054460.3.1	AT2G39630.1
OG0005703	Solyc01g017490.1.1, Solyc02g093935.1.1	AT5G40840.5, AT5G40840.6, AT5G40840.3, AT5G40840.2, AT5G40840.1, AT5G40840.4
OG0005704	Solyc09g090900.3.1	AT4G13430.1
OG0005705	Solyc08g065160.3.1	AT1G26665.1, AT1G26665.2, AT5G41910.2, AT5G41910.1, AT5G41910.3
OG0005706	Solyc11g013530.2.1	AT1G77800.5, AT1G77800.6, AT1G77800.4, AT1G77800.3, AT1G77800.2, AT1G77800.1, AT1G77800.7
OG0005707	Solyc06g059880.3.1, Solyc07g061940.3.1, Solyc03g044330.1.1	AT3G48560.1
OG0005708	Solyc12g055820.2.1	AT1G72680.1
OG0005709	Solyc04g051570.3.1	AT4G39420.2, AT4G39420.4, AT4G39420.1, AT4G39420.3
OG0005710	Solyc01g097070.3.1	AT3G42860.1
OG0005711	Solyc04g045630.3.1	AT5G11860.3, AT5G11860.4, AT5G11860.1, AT5G11860.5, AT5G11860.2
OG0005712	Solyc01g096230.3.1, Solyc06g053150.1.1, Solyc03g082640.2.1	AT2G46620.1
OG0005713	Solyc02g068360.3.1, Solyc02g068365.1.1	AT1G78690.5, AT1G78690.4, AT1G78690.3, AT1G78690.1, AT1G78690.2
OG0005714	Solyc01g098700.3.1	AT3G05190.3, AT3G05190.1, AT3G05190.2, AT5G27410.3, AT5G27410.1, AT5G27410.4, AT5G27410.2
OG0005715	Solyc02g075630.2.1, Solyc02g074590.3.1, Solyc02g073571.1.1, Solyc02g084500.2.1	AT3G51130.1
OG0005716	Solyc06g068700.3.1, Solyc03g118040.3.1	AT5G61790.1, AT5G07340.2, AT5G07340.1
OG0005717	Solyc04g082840.3.1	AT1G20930.1, AT1G76540.1
OG0005718	Solyc04g055180.3.1	AT4G39870.1, AT4G39870.2
OG0005719	Solyc08g082010.3.1	AT5G41790.2, AT5G41790.1, AT1G64330.1
OG0005720	Solyc03g096810.3.1	AT4G10430.3, AT4G10430.1, AT1G33230.2, AT1G33230.1
OG0005722	Solyc09g074240.1.1	AT2G48010.1
OG0005723	Solyc01g104050.3.1	AT1G11050.1
OG0005724	Solyc09g064370.3.1	AT5G43940.1, AT5G43940.2
OG0005725	Solyc11g069340.2.1	AT2G28450.2, AT2G28450.1
OG0005726	Solyc02g090850.3.1	AT4G36980.4, AT4G36980.3, AT4G36980.1, AT4G36980.2
OG0005727	Solyc08g075340.3.1	AT2G35610.1
OG0005728	Solyc05g054365.1.1, Solyc01g066310.3.1	AT3G06810.1
OG0005729	Solyc02g091960.3.1	AT5G65770.3, AT5G65770.1, AT5G65780.2, AT5G65770.2
OG0005731	Solyc04g076020.3.1	AT5G10940.2, AT5G10940.1
OG0005732	Solyc01g058730.3.1	AT4G16180.2, AT4G16180.1
OG0005734	Solyc10g018510.2.1, Solyc01g090790.3.1	AT4G00050.3, AT4G00050.1, AT4G00050.2
OG0005735	Solyc04g077940.3.1	AT1G27750.1
OG0005736	Solyc06g084045.1.1, Solyc09g065910.2.1	AT2G30570.1
OG0005737	Solyc02g087940.3.1	AT1G20770.2, AT1G20770.1
OG0005738	Solyc09g072710.3.1	AT1G04010.1
OG0005739	Solyc08g080520.3.1	AT4G11670.3, AT4G11670.2, AT4G11670.1, AT4G11670.4
OG0005740	Solyc06g073270.3.1	AT1G09330.1
OG0005742	Solyc08g075940.3.1, Solyc03g110885.1.1	AT3G18090.1, AT3G18090.2, AT3G18090.3, AT3G23780.1, AT3G23780.2
OG0005743	Solyc05g007900.2.1	AT1G14200.1, AT1G26800.1
OG0005744	Solyc02g089290.3.1	AT5G15730.1, AT5G15730.2, AT5G15730.3
OG0005745	Solyc02g089280.3.1	AT5G15750.1
OG0005746	Solyc05g005090.3.1	AT1G23380.2, AT1G23380.1, AT1G70510.2, AT1G70510.1
OG0005747	Solyc08g005150.3.1	AT1G32340.1
OG0005748	Solyc03g115390.3.1	AT2G35340.2, AT2G35340.1, AT1G32490.1, AT1G32490.2
OG0005749	Solyc01g089903.1.1, Solyc01g089900.3.1, Solyc11g030475.1.1, Solyc01g089907.1.1	AT1G02145.1, AT1G02145.3, AT1G02145.4, AT1G02145.2
OG0005750	Solyc05g006130.3.1	AT1G59990.2, AT1G59990.1
OG0005751	Solyc05g006760.3.1	AT1G27150.1
OG0005752	Solyc10g038170.1.1	AT2G44810.2, AT2G44810.1
OG0005753	Solyc08g006980.3.1, Solyc08g077100.3.1	AT2G35330.1, AT2G35330.2, AT1G32530.1
OG0005754	Solyc02g086550.3.1	AT5G14550.2, AT5G14550.3, AT5G14550.4, AT5G14550.1
OG0005755	Solyc02g014130.2.1	AT5G23150.3, AT5G23150.1, AT5G23150.2, AT5G08230.1
OG0005756	Solyc05g006050.3.1	AT1G70210.1
OG0005757	Solyc02g089830.2.1, Solyc03g045030.1.1	AT1G67260.2, AT1G67260.3, AT1G67260.1
OG0005757	Solyc03g119770.3.1	AT1G68800.1, AT1G68800.2
OG0005758	Solyc02g086690.3.1, Solyc02g086683.1.1	AT3G01530.1, AT3G27810.1, AT3G27810.2, AT5G40350.1, AT5G40350.2
OG0005759	Solyc08g075530.3.1	AT3G23640.2, AT3G23640.1, AT3G23640.3
OG0005760	Solyc03g116330.3.1	AT1G74530.4, AT1G74530.1, AT1G74530.2, AT1G74530.3
OG0005761	Solyc02g088800.2.1	AT3G29400.1
OG0005761	Solyc03g115070.1.1	AT5G61010.1, AT5G61010.2
OG0005762	Solyc05g012110.3.1, Solyc01g010250.3.1	AT1G13700.3, AT1G13700.1, AT1G13700.2
OG0005763	Solyc03g031870.2.1, Solyc02g081350.3.1, Solyc02g081360.3.1	AT1G68270.1, AT1G65880.1, AT1G65890.1, AT1G66120.1
OG0005764	Solyc03g111260.3.1	AT5G63420.1
OG0005765	Solyc05g009690.3.1	AT1G25520.1, AT1G68650.1
OG0005766	Solyc01g010470.2.1, Solyc01g010465.1.1, Solyc05g006930.3.1, Solyc01g010460.3.1	AT1G27070.1
OG0005767	Solyc06g069470.3.1	AT1G74210.1, AT5G08030.2, AT5G08030.1
OG0005768	Solyc05g008790.3.1	AT5G51290.2, AT5G51290.1
OG0005769	Solyc03g115720.3.1	AT1G18660.2, AT1G18660.1, AT1G18660.4, AT1G18660.3
OG0005771	Solyc03g119400.3.1	AT1G48840.1, AT3G18350.2, AT3G18350.3, AT3G18350.1
OG0005772	Solyc03g116370.3.1	AT5G62500.1, AT3G47690.1
OG0005773	Solyc02g014180.1.1, Solyc02g014190.3.1	AT5G23110.1
OG0005774	Solyc04g008020.3.1	AT1G68070.1, AT2G01735.2, AT2G01735.1
OG0005775	Solyc06g071280.3.1	AT3G48090.2, AT3G48090.1, AT3G48080.1
OG0005776	Solyc08g006960.3.1	AT5G46630.1, AT5G46630.2
OG0005777	Solyc07g021340.3.1, Solyc12g062690.2.1, Solyc07g021345.1.1, Solyc12g062695.1.1	AT3G47510.1
OG0005778	Solyc08g077500.3.1	AT4G17140.3, AT4G17140.2, AT4G17140.1
OG0005779	Solyc03g113810.1.1, Solyc05g006390.1.1	AT1G19020.1, AT3G48180.1
OG0005780	Solyc08g078060.3.1	AT4G16840.1, AT2G35658.2, AT2G35658.1, AT2G35658.3
OG0005780	Solyc05g052080.1.1	AT5G07490.1, AT5G61630.1
OG0005781	Solyc03g119050.3.1	AT3G18100.1, AT3G18100.3, AT3G18100.4, AT3G18100.2
OG0005782	Solyc05g012310.3.1, Solyc05g012320.1.1	AT5G63010.1
OG0005783	Solyc05g006310.2.1	AT1G10480.1
OG0005784	Solyc02g088780.3.1, Solyc01g111030.2.1	AT5G15550.1, AT5G15550.3, AT5G15550.2
OG0005785	Solyc02g068180.3.1	AT5G14100.1
OG0005786	Solyc03g112670.3.1	AT5G63050.1, AT5G63050.2
OG0005787	Solyc01g079860.3.1	AT5G19150.2, AT5G19150.1
OG0005789	Solyc04g016510.3.1	AT2G41500.1, AT2G41500.2, AT2G05720.1
OG0005790	Solyc02g014720.3.1	AT1G17330.1
OG0005791	Solyc06g071290.3.1, Solyc03g113800.3.1	AT3G48170.1, AT1G74920.2, AT1G74920.1
OG0005792	Solyc02g081445.1.1, Solyc02g036480.1.1	AT1G65690.1, AT5G36970.1
OG0005793	Solyc03g007390.3.1	AT5G40400.2, AT5G40400.1
OG0005795	Solyc12g006610.2.1, Solyc12g011060.2.1, Solyc12g006600.2.1, Solyc12g006590.2.1	AT2G26695.1, AT2G26695.2
OG0005796	Solyc12g040460.2.1	AT3G18215.1, AT3G18215.2
OG0005797	Solyc09g075650.3.1	AT3G62640.1, AT2G47480.1
OG0005798	Solyc12g011360.2.1, Solyc07g056650.3.1	AT1G78430.1, AT1G17140.2, AT1G17140.1
OG0005799	Solyc01g090730.3.1, Solyc10g018780.2.1	AT1G02065.2, AT1G02065.1
OG0005800	Solyc05g012570.3.1	AT1G13930.1, AT1G13930.3, AT1G13930.2, AT2G03440.1
OG0005824	Solyc03g082590.3.1, Solyc03g082580.3.1, Solyc07g066270.3.1, Solyc06g053200.3.1	AT5G24400.1
OG0005825	Solyc01g087900.3.1	AT5G13780.1
OG0005826	Solyc01g067820.3.1	AT3G62450.1
OG0005827	Solyc01g101010.3.1	AT5G26760.1, AT5G26760.2
OG0005828	Solyc03g006420.3.1	AT4G14700.1, AT4G12620.1
OG0005829	Solyc01g098970.2.1, Solyc01g098960.2.1	AT1G08990.1, AT1G54940.1
OG0005830	Solyc05g052580.3.1, Solyc06g051520.3.1	AT3G55960.1
OG0005831	Solyc09g007200.3.1	AT5G02830.1
OG0005832	Solyc05g055740.3.1, Solyc04g056340.3.1	AT5G16480.1, AT3G02800.1
OG0005834	Solyc09g091560.3.1	AT1G04780.1
OG0005836	Solyc10g051350.2.1, Solyc01g109620.3.1	AT1G79010.1, AT1G16700.1
OG0005837	Solyc09g009830.3.1	AT3G52720.4, AT3G52720.1, AT3G52720.2, AT3G52720.3
OG0005839	Solyc09g075560.1.1	AT3G62660.1
OG0005839	Solyc01g100210.3.1	AT1G02720.1, AT1G02720.2, AT4G02130.3, AT4G02130.1, AT4G02130.2
OG0005840	Solyc09g090480.2.1, Solyc03g005630.3.1	AT2G33420.1, AT1G04470.1
OG0005841	Solyc09g092020.3.1	AT3G24110.2, AT3G24110.1
OG0005842	Solyc02g063080.1.1, Solyc06g036210.1.1	ATCG00430.1
OG0005843	Solyc11g065260.2.1	AT5G12430.1
OG0005844	Solyc05g055260.3.1, Solyc11g006820.2.1	AT2G23930.2, AT3G14080.3, AT3G11500.1, AT3G11500.2, AT2G23930.1
OG0005845	Solyc09g090400.3.1, Solyc11g005600.2.1	AT3G07300.3, AT3G07300.1, AT3G07300.2
OG0005846	Solyc08g016444.1.1	ATMG00310.1
