Orthogroup	A_hypochondriacus.proteins	A_coerulea.proteins
OG0006883	AH002601-RA	Aqcoe2G355500.1.p
OG0006884	AH021079-RA	Aqcoe2G412800.1.p, Aqcoe2G412800.2.p, Aqcoe2G414200.1.p, Aqcoe1081s0001.1.p, Aqcoe2G414200.2.p
OG0006885	AH013923-RA	Aqcoe2G113100.2.p, Aqcoe2G113100.1.p, Aqcoe1G435800.1.p
OG0006886	AH003478-RA	Aqcoe2G213700.1.p
OG0006887	AH000152-RA, AH001325-RA	Aqcoe2G144900.1.p, Aqcoe2G144900.2.p
OG0006889	AH004657-RA	Aqcoe2G377300.1.p, Aqcoe2G377300.2.p, Aqcoe1G120000.1.p, Aqcoe1G120000.2.p
OG0006890	AH002458-RA	Aqcoe2G186900.1.p, Aqcoe6G140700.2.p, Aqcoe6G140700.4.p, Aqcoe6G140700.1.p, Aqcoe6G140700.3.p
OG0006891	AH007460-RA	Aqcoe2G432900.1.p, Aqcoe2G432900.2.p
OG0006892	AH020711-RA	Aqcoe7G387800.1.p
OG0006892	AH015424-RA	Aqcoe2G189900.1.p
OG0006893	AH015702-RA	Aqcoe2G035200.3.p, Aqcoe2G035200.1.p, Aqcoe2G035200.4.p, Aqcoe2G035200.2.p
OG0006895	AH009939-RA	Aqcoe2G172600.1.p
OG0006896	AH002695-RA	Aqcoe2G275800.1.p, Aqcoe2G275800.2.p
OG0006897	AH000317-RA	Aqcoe1G354600.2.p, Aqcoe1G354600.1.p, Aqcoe2G215300.3.p, Aqcoe2G215300.1.p, Aqcoe2G215300.2.p
OG0006898	AH015719-RA	Aqcoe2G392900.4.p, Aqcoe2G392900.3.p, Aqcoe2G392900.2.p, Aqcoe2G392900.1.p
OG0006899	AH021391-RA	Aqcoe2G155100.1.p, Aqcoe6G238900.1.p
OG0006900	AH005111-RA	Aqcoe2G400700.1.p
OG0006901	AH003030-RA	Aqcoe2G408800.4.p, Aqcoe2G408800.2.p, Aqcoe2G408800.3.p, Aqcoe2G408800.1.p
OG0006902	AH001401-RA	Aqcoe3G056300.1.p
OG0006903	AH007083-RA	Aqcoe1G293100.2.p, Aqcoe1G293100.1.p, Aqcoe2G338500.1.p, Aqcoe2G338500.2.p
OG0006904	AH006909-RA, AH020291-RA	Aqcoe2G052500.1.p
OG0006905	AH005453-RA	Aqcoe2G221300.1.p, Aqcoe7G104600.1.p, Aqcoe7G104600.2.p, Aqcoe7G104600.3.p, Aqcoe5G358800.1.p, Aqcoe2G221300.2.p, Aqcoe6G309200.1.p
OG0006906	AH015706-RA, AH014145-RA	Aqcoe2G103400.1.p
OG0006907	AH013927-RA	Aqcoe2G112400.1.p
OG0006908	AH022834-RA	Aqcoe2G297500.1.p
OG0006910	AH020059-RA	Aqcoe1G360700.1.p, Aqcoe2G114200.3.p, Aqcoe2G114200.2.p, Aqcoe2G114200.1.p
OG0006911	AH011621-RA	Aqcoe2G429800.2.p, Aqcoe2G429800.1.p
OG0006912	AH000051-RA	Aqcoe2G389300.1.p
OG0006913	AH022986-RA	Aqcoe2G230800.1.p, Aqcoe2G230800.2.p
OG0006914	AH017881-RA	Aqcoe2G425800.3.p, Aqcoe2G425800.2.p, Aqcoe2G425800.1.p, Aqcoe2G425800.4.p
OG0006915	AH015669-RA, AH019156-RA	Aqcoe2G041400.1.p, Aqcoe2G041400.2.p
OG0006916	AH009454-RA	Aqcoe2G222900.1.p, Aqcoe2G222900.2.p
OG0006917	AH015208-RA	Aqcoe2G399200.1.p, Aqcoe2G399200.2.p
OG0006918	AH019990-RA, AH011771-RA, AH011772-RA	Aqcoe2G246700.1.p, Aqcoe2G246700.2.p
OG0006919	AH016389-RA	Aqcoe5G446200.1.p, Aqcoe5G446100.1.p, Aqcoe3G301400.2.p, Aqcoe3G301400.1.p, Aqcoe5G445900.1.p, Aqcoe2G251600.1.p
OG0006920	AH001054-RA	Aqcoe2G005800.1.p, Aqcoe5G310800.1.p
OG0006921	AH009399-RA	Aqcoe2G322300.2.p, Aqcoe2G322300.1.p
OG0006922	AH000654-RA	Aqcoe2G289700.1.p, Aqcoe7G246200.1.p
OG0006923	AH007507-RA	Aqcoe7G332000.3.p, Aqcoe7G332000.2.p, Aqcoe7G332000.1.p, Aqcoe2G051300.1.p, Aqcoe1G163700.1.p, Aqcoe7G333800.1.p, Aqcoe7G331900.1.p, Aqcoe2G051300.2.p
OG0006924	AH019710-RA, AH010568-RA	Aqcoe2G438400.2.p, Aqcoe2G438400.1.p
OG0006925	AH012917-RA	Aqcoe5G062900.3.p, Aqcoe5G062900.2.p, Aqcoe5G062900.1.p, Aqcoe2G327700.1.p
OG0006926	AH009588-RA	Aqcoe2G350200.1.p
OG0006927	AH013739-RA	Aqcoe2G227800.2.p, Aqcoe2G227800.1.p
OG0006928	AH020600-RA	Aqcoe2G398000.1.p, Aqcoe0088s0004.1.p
OG0006929	AH012684-RA	Aqcoe1G118000.1.p, Aqcoe2G163200.1.p
OG0006930	AH007052-RA	Aqcoe2G203000.1.p
OG0006932	AH006616-RA, AH006605-RA, AH006608-RA, AH006615-RA, AH006612-RA, AH006604-RA, AH004518-RA	Aqcoe2G049400.1.p, Aqcoe3G431500.1.p
OG0006933	AH020428-RA	Aqcoe2G029300.1.p
OG0006934	AH009566-RA	Aqcoe2G049600.1.p
OG0006935	AH010339-RA, AH021990-RA	Aqcoe2G073600.1.p
OG0006936	AH010658-RA, AH007354-RA	Aqcoe6G033500.1.p, Aqcoe6G033500.2.p
OG0006937	AH018249-RA	Aqcoe6G091500.1.p, Aqcoe6G091600.1.p
OG0006938	AH016903-RA	Aqcoe6G164200.1.p, Aqcoe5G113800.1.p
OG0006939	AH001603-RA, AH000946-RA	Aqcoe6G163400.1.p
OG0006941	AH011993-RA, AH012004-RA	Aqcoe6G086700.1.p, Aqcoe7G135300.1.p, Aqcoe6G003700.1.p
OG0006942	AH004984-RA, AH004324-RA	Aqcoe6G066800.1.p
OG0006943	AH006888-RA	Aqcoe6G150600.1.p, Aqcoe6G150600.2.p
OG0006944	AH005735-RA	Aqcoe6G316600.2.p, Aqcoe6G316600.1.p
OG0006945	AH009270-RA	Aqcoe6G124100.1.p
OG0006947	AH010418-RA	Aqcoe6G258400.1.p, Aqcoe6G258400.3.p, Aqcoe6G258400.2.p
OG0006948	AH008305-RA	Aqcoe6G139900.1.p
OG0006949	AH007239-RA, AH004859-RA, AH006721-RA	Aqcoe6G190400.1.p, Aqcoe6G190400.2.p, Aqcoe6G190500.1.p
OG0006950	AH000778-RA, AH002316-RA	Aqcoe6G230100.1.p, Aqcoe6G230000.1.p
OG0006951	AH001678-RA	Aqcoe6G305200.2.p, Aqcoe6G305200.1.p
OG0006952	AH008434-RA	Aqcoe6G119400.1.p
OG0006953	AH009404-RA	Aqcoe6G016200.2.p, Aqcoe6G016200.1.p, Aqcoe6G016200.3.p
OG0006954	AH008641-RA	Aqcoe6G031800.1.p
OG0006955	AH002463-RA	Aqcoe6G161300.1.p, Aqcoe6G161300.2.p
OG0006956	AH008547-RA	Aqcoe6G044900.1.p, Aqcoe6G044900.2.p
OG0006957	AH009975-RA, AH002760-RA	Aqcoe6G288100.1.p, Aqcoe1G139800.1.p
OG0006958	AH010791-RA, AH010792-RA, AH010813-RA, AH010812-RA, AH010793-RA	Aqcoe6G093400.1.p
OG0006959	AH003249-RA	Aqcoe6G117300.3.p, Aqcoe6G117300.1.p, Aqcoe6G117300.2.p
OG0006960	AH005594-RA	Aqcoe5G196300.1.p, Aqcoe6G114800.1.p
OG0006961	AH001820-RA, AH000566-RA	Aqcoe6G117500.1.p, Aqcoe5G194000.1.p
OG0006962	AH000693-RA	Aqcoe6G069200.2.p, Aqcoe6G069200.1.p
OG0006963	AH017838-RA	Aqcoe5G104800.1.p, Aqcoe6G288900.1.p
OG0006964	AH002636-RA, AH017757-RA, AH002635-RA, AH002633-RA	Aqcoe6G003100.1.p
OG0006965	AH005829-RA, AH003930-RA	Aqcoe6G047700.1.p
OG0006966	AH016126-RA	Aqcoe6G106500.1.p
OG0006967	AH016961-RA	Aqcoe6G111400.1.p, Aqcoe6G111400.2.p
OG0006969	AH003629-RA	Aqcoe6G169600.1.p
OG0006970	AH014626-RA	Aqcoe5G103600.2.p, Aqcoe5G103600.1.p, Aqcoe6G285400.1.p
OG0006971	AH023580-RA	Aqcoe6G089500.1.p, Aqcoe6G089500.2.p
OG0006972	AH003291-RA	Aqcoe6G010600.1.p, Aqcoe6G010600.2.p
OG0006973	AH021181-RA	Aqcoe6G290200.1.p
OG0006974	AH016731-RA, AH008375-RA	Aqcoe6G269900.1.p
OG0006975	AH001772-RA	Aqcoe6G132400.3.p, Aqcoe6G132400.2.p, Aqcoe6G132400.1.p
OG0006976	AH005533-RA	Aqcoe6G325300.1.p
OG0006978	AH005698-RA	Aqcoe6G289700.1.p, Aqcoe6G284000.1.p, Aqcoe6G284000.2.p, Aqcoe5G100600.2.p, Aqcoe5G100600.1.p
OG0006979	AH010464-RA	Aqcoe6G047800.2.p, Aqcoe6G047800.1.p
OG0006980	AH009065-RA	Aqcoe6G044300.1.p
OG0006981	AH006072-RA	Aqcoe6G150200.2.p, Aqcoe6G150200.1.p
OG0006982	AH001839-RA	Aqcoe6G111900.1.p
OG0006983	AH015680-RA	Aqcoe6G109200.3.p, Aqcoe6G109200.1.p, Aqcoe6G109200.2.p, Aqcoe7G443200.1.p
OG0006984	AH008404-RA	Aqcoe6G292900.1.p
OG0006985	AH004236-RA, AH005265-RA	Aqcoe6G001700.2.p, Aqcoe6G001700.1.p
OG0006986	AH018562-RA, AH003211-RA	Aqcoe6G063000.1.p
OG0006987	AH020943-RA	Aqcoe6G179800.2.p, Aqcoe6G179800.1.p, Aqcoe6G179500.1.p, Aqcoe6G179500.2.p
OG0006988	AH002180-RA	Aqcoe6G083700.3.p, Aqcoe6G083700.1.p, Aqcoe6G083700.2.p
OG0006989	AH010836-RA	Aqcoe6G266800.1.p, Aqcoe5G055600.1.p
OG0006990	AH023247-RA	Aqcoe6G203800.1.p
OG0006991	AH008000-RA	Aqcoe6G012900.1.p, Aqcoe7G382000.1.p
OG0006992	AH005766-RA	Aqcoe6G123900.1.p, Aqcoe6G123900.2.p
OG0006993	AH005607-RA	Aqcoe6G056000.2.p, Aqcoe6G056000.1.p
OG0006994	AH020490-RA	Aqcoe6G148200.1.p, Aqcoe6G148200.2.p, Aqcoe6G148200.3.p
OG0006995	AH002423-RA, AH000697-RA	Aqcoe6G067800.2.p, Aqcoe6G067800.1.p
OG0006996	AH002399-RA	Aqcoe5G168000.1.p
OG0006997	AH019791-RA	Aqcoe6G216600.1.p, Aqcoe6G216600.2.p
OG0006998	AH003566-RA	Aqcoe6G081100.1.p, Aqcoe6G081100.2.p
OG0006999	AH003260-RA	Aqcoe6G024600.1.p, Aqcoe6G024600.2.p
OG0007000	AH019759-RA	Aqcoe6G171300.3.p, Aqcoe6G171300.4.p, Aqcoe6G171300.1.p, Aqcoe6G171300.2.p
OG0007002	AH001682-RA	Aqcoe6G307200.4.p, Aqcoe6G307200.2.p, Aqcoe6G307200.6.p, Aqcoe6G307200.5.p, Aqcoe6G307200.3.p, Aqcoe6G307200.1.p
OG0007003	AH019666-RA	Aqcoe6G037000.2.p, Aqcoe6G037000.1.p
OG0007004	AH006664-RA	Aqcoe4G285200.3.p, Aqcoe4G285200.2.p, Aqcoe4G285200.1.p
OG0007005	AH000425-RA	Aqcoe4G040300.1.p
OG0007006	AH009964-RA, AH008105-RA	Aqcoe4G254900.1.p, Aqcoe4G254900.2.p
OG0007007	AH014696-RA, AH009286-RA	Aqcoe4G019900.4.p, Aqcoe4G019900.2.p, Aqcoe4G019900.3.p, Aqcoe4G019900.1.p, Aqcoe4G019800.1.p, Aqcoe4G019700.1.p
OG0007008	AH009305-RA, AH001417-RA, AH000255-RA	Aqcoe1G239700.1.p, Aqcoe1G239800.1.p, Aqcoe1G242000.1.p, Aqcoe4G294100.1.p
OG0007009	AH010250-RA	Aqcoe4G004100.1.p
OG0007010	AH014721-RA	Aqcoe4G009100.1.p, Aqcoe4G009100.2.p
OG0007012	AH012373-RA	Aqcoe4G231900.1.p
OG0007012	AH013688-RA, AH022538-RA	Aqcoe3G399200.1.p, Aqcoe1G460100.1.p
OG0007013	AH008156-RA	Aqcoe4G229200.1.p
OG0007014	AH021426-RA	Aqcoe4G303900.1.p, Aqcoe4G303900.2.p
OG0007015	AH015256-RA, AH000306-RA	Aqcoe7G407600.1.p, Aqcoe4G079300.1.p
OG0007016	AH020790-RA, AH014121-RA	Aqcoe7G211900.1.p, Aqcoe4G129800.1.p
OG0007017	AH015291-RA	Aqcoe4G065500.1.p, Aqcoe4G065500.4.p, Aqcoe4G065500.2.p, Aqcoe4G065500.3.p, Aqcoe4G065500.5.p
OG0007018	AH014593-RA	Aqcoe4G147600.1.p
OG0007019	AH014975-RA	Aqcoe4G203100.1.p
OG0007020	AH009729-RA	Aqcoe4G304800.1.p
OG0007021	AH021656-RA	Aqcoe4G097400.1.p, Aqcoe1G261600.1.p
OG0007022	AH014792-RA	Aqcoe4G042400.1.p
OG0007023	AH019514-RA, AH020309-RA	Aqcoe4G310000.1.p, Aqcoe7G375600.1.p
OG0007024	AH009742-RA	Aqcoe4G275000.1.p
OG0007025	AH008104-RA	Aqcoe4G254800.1.p, Aqcoe4G254800.2.p
OG0007026	AH002043-RA, AH002044-RA	Aqcoe7G203400.2.p, Aqcoe4G009900.1.p, Aqcoe7G203400.1.p
OG0007027	AH003167-RA, AH018637-RA	Aqcoe7G036900.1.p, Aqcoe4G268400.1.p
OG0007028	AH021343-RA	Aqcoe4G022400.1.p, Aqcoe4G022400.2.p
OG0007029	AH021379-RA	Aqcoe4G032200.1.p
OG0007030	AH000078-RA	Aqcoe4G000700.1.p, Aqcoe4G000700.2.p
OG0007031	AH017394-RA, AH002949-RA, AH014753-RA	Aqcoe4G193700.1.p
OG0007032	AH018098-RA	Aqcoe4G077600.1.p, Aqcoe7G367600.4.p, Aqcoe7G367600.2.p, Aqcoe7G367600.3.p, Aqcoe7G367600.1.p
OG0007034	AH017531-RA	Aqcoe3G360400.1.p, Aqcoe3G360400.2.p
OG0007035	AH015128-RA	Aqcoe4G260000.1.p, Aqcoe1G427000.1.p
OG0007036	AH021288-RA	Aqcoe4G007100.1.p, Aqcoe4G007100.2.p
OG0007037	AH021466-RA, AH014925-RA	Aqcoe4G294000.1.p
OG0007038	AH014919-RA	Aqcoe4G286800.1.p
OG0007039	AH021476-RA	Aqcoe4G298900.1.p
OG0007040	AH000094-RA	Aqcoe4G314100.1.p
OG0007041	AH000442-RA, AH001262-RA	Aqcoe4G262400.1.p
OG0007042	AH021057-RA	Aqcoe7G221000.1.p
OG0007043	AH018990-RA	Aqcoe7G346500.1.p
OG0007044	AH014435-RA	Aqcoe7G296600.1.p
OG0007045	AH011833-RA	Aqcoe7G342600.2.p, Aqcoe7G342600.1.p
OG0007046	AH010940-RA	Aqcoe7G406900.2.p, Aqcoe7G406900.3.p, Aqcoe7G406900.1.p
OG0007047	AH013442-RA	Aqcoe7G100400.1.p
OG0007048	AH015310-RA	Aqcoe7G334300.4.p, Aqcoe7G334300.1.p, Aqcoe7G334300.2.p, Aqcoe7G334300.3.p
OG0007049	AH001044-RA	Aqcoe7G054000.1.p, Aqcoe7G054000.2.p
OG0007050	AH013364-RA	Aqcoe7G115600.1.p, Aqcoe7G115600.2.p, Aqcoe7G115600.3.p
OG0007051	AH017130-RA	Aqcoe7G416700.2.p, Aqcoe7G416700.1.p, Aqcoe7G407500.1.p
OG0007052	AH021604-RA	Aqcoe7G312900.1.p, Aqcoe7G312900.2.p
OG0007053	AH022254-RA	Aqcoe7G261900.1.p, Aqcoe5G426300.1.p
OG0007054	AH020623-RA	Aqcoe7G363000.1.p, Aqcoe7G363000.2.p
OG0007055	AH019779-RA	Aqcoe7G295400.2.p, Aqcoe7G295400.1.p
OG0007057	AH018148-RA	Aqcoe7G297500.2.p, Aqcoe7G297500.1.p
OG0007058	AH009622-RA	Aqcoe7G023300.1.p
OG0007059	AH010317-RA	Aqcoe7G372600.1.p
OG0007060	AH014370-RA, AH021005-RA	Aqcoe7G334100.1.p
OG0007061	AH019034-RA	Aqcoe7G111300.1.p, Aqcoe7G111300.2.p
OG0007062	AH014438-RA	Aqcoe7G138900.2.p, Aqcoe7G138900.1.p
OG0007063	AH001307-RA, AH000233-RA, AH000232-RA	Aqcoe7G108200.1.p
OG0007064	AH023120-RA	Aqcoe7G063500.1.p
OG0007065	AH013315-RA	Aqcoe7G424800.1.p, Aqcoe7G424800.2.p
OG0007066	AH021927-RA	Aqcoe7G273100.2.p, Aqcoe7G273100.1.p, Aqcoe7G383300.2.p
OG0007067	AH014206-RA	Aqcoe7G122800.2.p, Aqcoe7G122800.1.p
OG0007068	AH013517-RA	Aqcoe7G248300.2.p, Aqcoe7G248300.3.p, Aqcoe7G248300.1.p
OG0007069	AH014391-RA	Aqcoe7G321300.1.p, Aqcoe7G321500.1.p, Aqcoe7G321200.1.p
OG0007070	AH018712-RA	Aqcoe7G054100.1.p
OG0007071	AH008613-RA	Aqcoe7G109300.1.p
OG0007072	AH011766-RA	Aqcoe7G025600.1.p, Aqcoe7G444300.1.p
OG0007073	AH011966-RA, AH019692-RA	Aqcoe7G168500.2.p, Aqcoe7G168500.1.p, Aqcoe7G168500.3.p
OG0007074	AH020827-RA, AH015566-RA	Aqcoe7G191000.1.p
OG0007075	AH002081-RA	Aqcoe7G180100.2.p, Aqcoe7G180100.1.p
OG0007076	AH009050-RA	Aqcoe7G092300.1.p, Aqcoe7G092300.2.p, Aqcoe7G092200.1.p
OG0007077	AH000743-RA, AH002351-RA	Aqcoe7G152000.1.p, Aqcoe1G358000.3.p, Aqcoe1G358000.1.p, Aqcoe1G358000.2.p
OG0007078	AH023317-RA	Aqcoe7G173200.1.p
OG0007079	AH018680-RA, AH003155-RA	Aqcoe7G044300.3.p, Aqcoe7G044300.2.p, Aqcoe7G044300.1.p
OG0007080	AH020299-RA, AH006886-RA	Aqcoe7G067800.1.p
OG0007081	AH003208-RA, AH018575-RA	Aqcoe7G080300.1.p
OG0007082	AH019964-RA	Aqcoe7G275000.2.p, Aqcoe7G275000.1.p, Aqcoe7G376200.1.p, Aqcoe7G275200.2.p, Aqcoe7G275200.1.p, Aqcoe3G263800.1.p
OG0007083	AH018032-RA	Aqcoe7G304100.4.p, Aqcoe7G304100.2.p, Aqcoe7G304100.3.p, Aqcoe7G304100.1.p, Aqcoe7G304100.5.p
OG0007084	AH007572-RA	Aqcoe7G034500.3.p, Aqcoe7G034500.2.p, Aqcoe7G034500.4.p, Aqcoe7G034500.1.p
OG0007085	AH012636-RA	Aqcoe7G352500.1.p
OG0007086	AH013441-RA	Aqcoe7G100600.1.p
OG0007087	AH023326-RA, AH023324-RA, AH023304-RA, AH009039-RA, AH016183-RA, AH023305-RA	Aqcoe7G164700.1.p
OG0007088	AH018978-RA	Aqcoe7G183700.2.p, Aqcoe7G183700.1.p, Aqcoe7G183700.3.p
OG0007089	AH016094-RA	Aqcoe7G426800.1.p, Aqcoe7G426800.2.p
OG0007090	AH011200-RA	Aqcoe7G244600.1.p, Aqcoe7G244600.2.p
OG0007091	AH002058-RA	Aqcoe7G188400.1.p
OG0007092	AH014022-RA	Aqcoe7G384800.1.p
OG0007093	AH014259-RA	Aqcoe7G260900.1.p
OG0007094	AH011961-RA	Aqcoe7G006800.1.p
OG0007095	AH009669-RA	Aqcoe7G028800.1.p
OG0007096	AH023654-RA	Aqcoe7G082800.1.p
OG0007097	AH019653-RA	Aqcoe5G456800.1.p, Aqcoe5G456800.2.p, Aqcoe7G012800.2.p, Aqcoe7G012800.1.p
OG0007098	AH001460-RA, AH001459-RA, AH001463-RA, AH001461-RA, AH017532-RA	Aqcoe7G438800.1.p
OG0007099	AH014495-RA	Aqcoe7G162500.2.p, Aqcoe7G162500.1.p, Aqcoe7G162500.3.p
OG0007100	AH023287-RA	Aqcoe7G358700.1.p
OG0007101	AH015403-RA, AH019257-RA	Aqcoe7G390700.1.p
OG0007102	AH015567-RA	Aqcoe7G190700.2.p, Aqcoe7G190700.4.p, Aqcoe7G190700.3.p, Aqcoe7G190700.1.p
OG0007103	AH019243-RA	Aqcoe7G214200.1.p, Aqcoe7G214200.2.p
OG0007104	AH018530-RA	Aqcoe7G074600.1.p
OG0007105	AH020982-RA, AH020980-RA, AH014393-RA	Aqcoe7G258100.1.p
OG0007106	AH018029-RA, AH011287-RA, AH011288-RA	Aqcoe7G168700.2.p, Aqcoe7G168700.1.p
OG0007107	AH000490-RA	Aqcoe7G160700.1.p
OG0007108	AH015763-RA	Aqcoe7G098500.1.p
OG0007109	AH023322-RA	Aqcoe7G175600.1.p
OG0007110	AH010208-RA	Aqcoe7G336700.2.p, Aqcoe7G336700.3.p, Aqcoe7G336700.1.p
OG0007111	AH014004-RA	Aqcoe7G381900.1.p
OG0007112	AH011974-RA	Aqcoe7G057200.1.p, Aqcoe7G057200.3.p, Aqcoe7G057200.2.p
OG0007113	AH016262-RA	Aqcoe7G376900.2.p, Aqcoe7G376900.1.p
OG0007114	AH015356-RA	Aqcoe7G197700.1.p
OG0007115	AH013334-RA	Aqcoe7G425700.1.p
OG0007116	AH003111-RA	Aqcoe3G170900.1.p, Aqcoe7G385400.1.p
OG0007117	AH023661-RA	Aqcoe7G252800.1.p, Aqcoe7G252800.2.p
OG0007118	AH007305-RA	Aqcoe7G295800.1.p
OG0007119	AH000505-RA	Aqcoe7G420800.1.p
OG0007120	AH009599-RA	Aqcoe7G017000.1.p
OG0007121	AH016472-RA, AH022949-RA	Aqcoe1G462500.1.p
OG0007122	AH003055-RA	Aqcoe1G410700.5.p, Aqcoe1G410700.4.p, Aqcoe1G410700.2.p, Aqcoe1G410700.1.p, Aqcoe1G410700.6.p, Aqcoe1G410700.3.p
OG0007123	AH013142-RA	Aqcoe1G472700.3.p, Aqcoe1G472700.1.p, Aqcoe1G472700.2.p
OG0007125	AH020320-RA	Aqcoe1G057300.1.p
OG0007126	AH023092-RA, AH023093-RA	Aqcoe1G421100.1.p
OG0007127	AH001032-RA	Aqcoe1G155100.1.p
OG0007128	AH009757-RA, AH009760-RA, AH008284-RA, AH009762-RA	Aqcoe1G385000.1.p
OG0007129	AH001348-RA	Aqcoe1G273900.1.p
OG0007130	AH009877-RA	Aqcoe1G011000.2.p, Aqcoe1G011000.3.p, Aqcoe1G011000.1.p
OG0007131	AH018942-RA	Aqcoe1G066100.1.p
OG0007132	AH023010-RA	Aqcoe1G094100.1.p
OG0007133	AH012910-RA	Aqcoe1G219800.1.p
OG0007134	AH004033-RA, AH005536-RA	Aqcoe1G479800.3.p, Aqcoe1G479800.2.p, Aqcoe1G479800.1.p, Aqcoe1G479800.4.p, Aqcoe3G325500.1.p
OG0007135	AH012381-RA, AH019553-RA	Aqcoe1G333600.1.p
OG0007136	AH008150-RA, AH009946-RA	Aqcoe1G365400.1.p
OG0007137	AH021749-RA, AH021750-RA	Aqcoe1G131600.1.p
OG0007138	AH023802-RA, AH022548-RA	Aqcoe1G109900.1.p
OG0007139	AH020432-RA	Aqcoe1G037900.1.p, Aqcoe1G037900.3.p, Aqcoe1G037900.2.p
OG0007140	AH006343-RA	Aqcoe1G160100.2.p, Aqcoe1G160100.1.p
OG0007141	AH015121-RA	Aqcoe1G310000.1.p
OG0007142	AH015394-RA	Aqcoe1G407100.1.p
OG0007143	AH020028-RA, AH020029-RA, AH008951-RA	Aqcoe1G502200.3.p, Aqcoe1G502200.1.p, Aqcoe1G502200.2.p
OG0007144	AH012837-RA	Aqcoe1G480700.1.p
OG0007145	AH005309-RA	Aqcoe5G106700.3.p, Aqcoe5G106700.2.p, Aqcoe5G106700.4.p, Aqcoe5G106700.1.p, Aqcoe1G480200.1.p, Aqcoe1G480200.2.p
OG0007146	AH020828-RA	Aqcoe1G006100.3.p, Aqcoe1G006100.2.p, Aqcoe1G006100.1.p, Aqcoe1G001800.1.p, Aqcoe1G001800.2.p, Aqcoe3G015200.1.p
OG0007147	AH002644-RA	Aqcoe1G438800.1.p
OG0007149	AH013664-RA	Aqcoe1G464000.1.p
OG0007150	AH021636-RA	Aqcoe1G313400.1.p
OG0007151	AH021833-RA	Aqcoe1G446600.1.p
OG0007152	AH001444-RA	Aqcoe1G211400.1.p
OG0007153	AH022529-RA, AH013683-RA	Aqcoe1G461800.1.p, Aqcoe1G461800.3.p, Aqcoe1G461800.2.p
OG0007154	AH016623-RA, AH022733-RA, AH015028-RA	Aqcoe1G036500.1.p
OG0007155	AH014831-RA	Aqcoe1G421300.1.p, Aqcoe5G286100.1.p, Aqcoe5G286100.2.p
OG0007156	AH023478-RA	Aqcoe1G468800.3.p, Aqcoe1G468800.1.p, Aqcoe1G468800.2.p
OG0007157	AH023185-RA	Aqcoe1G399200.3.p, Aqcoe1G399200.5.p, Aqcoe1G399200.4.p, Aqcoe1G399200.1.p, Aqcoe1G399200.2.p, Aqcoe1G399500.1.p
OG0007158	AH001319-RA	Aqcoe3G280900.1.p, Aqcoe1G491200.1.p
OG0007159	AH000160-RA	Aqcoe1G426200.1.p
OG0007160	AH000436-RA	Aqcoe1G372900.1.p
OG0007161	AH019601-RA, AH012109-RA	Aqcoe1G302400.1.p, Aqcoe3G241800.1.p
OG0007162	AH023622-RA, AH003980-RA	Aqcoe1G165900.2.p, Aqcoe1G165900.1.p
OG0007163	AH015930-RA	Aqcoe1G489400.1.p, Aqcoe1G489400.2.p, Aqcoe1G489400.3.p
OG0007164	AH000182-RA	Aqcoe1G141700.1.p
OG0007165	AH001146-RA	Aqcoe1G192500.1.p
OG0007166	AH000029-RA	Aqcoe1G001000.1.p
OG0007167	AH007842-RA	Aqcoe5G320300.1.p, Aqcoe5G184100.1.p, Aqcoe1G236400.2.p, Aqcoe1G236400.4.p, Aqcoe1G236400.1.p, Aqcoe1G236400.3.p
OG0007168	AH006959-RA	Aqcoe1G011500.1.p, Aqcoe1G011500.2.p
OG0007169	AH012474-RA	Aqcoe1G401600.1.p
OG0007171	AH023166-RA	Aqcoe1G396000.1.p, Aqcoe1G396000.2.p
OG0007172	AH010303-RA	Aqcoe1G210500.2.p, Aqcoe1G210500.1.p
OG0007174	AH018927-RA	Aqcoe1G067900.1.p
OG0007175	AH020436-RA	Aqcoe1G041000.1.p
OG0007176	AH009903-RA	Aqcoe1G297700.1.p
OG0007177	AH002393-RA	Aqcoe1G297100.1.p
OG0007178	AH000667-RA	Aqcoe1G029500.2.p, Aqcoe1G029500.3.p, Aqcoe1G029500.1.p
OG0007179	AH006849-RA, AH020334-RA	Aqcoe1G017300.1.p
OG0007180	AH021969-RA, AH012789-RA	Aqcoe1G492000.1.p
OG0007181	AH021860-RA	Aqcoe1G113300.1.p
OG0007182	AH009775-RA	Aqcoe1G187300.1.p
OG0007183	AH007988-RA	Aqcoe1G215800.1.p
OG0007184	AH015371-RA	Aqcoe1G443800.1.p
OG0007185	AH013177-RA, AH021756-RA, AH012523-RA	Aqcoe1G437500.1.p
OG0007186	AH021301-RA	Aqcoe1G190000.4.p, Aqcoe1G190000.5.p, Aqcoe1G190000.3.p, Aqcoe1G190000.2.p, Aqcoe1G190000.1.p
OG0007187	AH000119-RA	Aqcoe1G296000.1.p
OG0007188	AH021438-RA, AH014881-RA	Aqcoe1G387100.1.p
OG0007189	AH021203-RA	Aqcoe1G003500.1.p
OG0007190	AH018656-RA	Aqcoe1G409600.1.p, Aqcoe3G143700.1.p, Aqcoe1G409600.2.p
OG0007191	AH022649-RA, AH013895-RA	Aqcoe1G413600.1.p
OG0007192	AH015217-RA	Aqcoe1G149000.1.p
OG0007193	AH015168-RA	Aqcoe1G253700.2.p, Aqcoe1G253700.1.p, Aqcoe1G253700.3.p
