Orthogroup	A_hypochondriacus.proteins	L_sativa.proteins
OG0003967	AH022057-RA	Lsat_1_v5_gn_5_182621.1, Lsat_1_v5_gn_5_182621.3, Lsat_1_v5_gn_8_92321.1
OG0003968	AH008511-RA	Lsat_1_v5_gn_7_71861.2, Lsat_1_v5_gn_7_71861.1, Lsat_1_v5_gn_7_71861.3
OG0003969	AH000148-RA	Lsat_1_v5_gn_9_118261.1, Lsat_1_v5_gn_9_118261.3, Lsat_1_v5_gn_9_118240.1, Lsat_1_v5_gn_9_118240.3
OG0003970	AH003415-RA, AH006284-RA	Lsat_1_v5_gn_4_185081.1
OG0003970	AH017231-RA	Lsat_1_v5_gn_1_29121.1, Lsat_1_v5_gn_1_29121.3, Lsat_1_v5_gn_1_29121.2
OG0003971	AH004916-RA, AH011702-RA	Lsat_1_v5_gn_8_150181.1, Lsat_1_v5_gn_8_150181.4
OG0003972	AH017749-RA	Lsat_1_v5_gn_7_31540.1, Lsat_1_v5_gn_7_31540.2
OG0003974	AH011464-RA	Lsat_1_v5_gn_8_4120.1, Lsat_1_v5_gn_8_4120.2
OG0003977	AH009291-RA, AH006930-RA	Lsat_1_v5_gn_4_40321.1, Lsat_1_v5_gn_4_40321.2, Lsat_1_v5_gn_4_40321.3, Lsat_1_v5_gn_1_85520.1
OG0003978	AH019142-RA	Lsat_1_v5_gn_4_170421.1, Lsat_1_v5_gn_2_87661.1
OG0003979	AH019383-RA	Lsat_1_v5_gn_2_88760.1, Lsat_1_v5_gn_2_88760.3
OG0003980	AH017432-RA	Lsat_1_v5_gn_5_24961.1, Lsat_1_v5_gn_1_15881.1
OG0003980	AH002930-RA	Lsat_1_v5_gn_4_150041.1
OG0003981	AH002301-RA, AH004750-RA	Lsat_1_v5_gn_8_158281.1, Lsat_1_v5_gn_8_158281.2
OG0003983	AH015794-RA	Lsat_1_v5_gn_3_99620.1, Lsat_1_v5_gn_2_89421.2, Lsat_1_v5_gn_2_89421.1
OG0003984	AH018776-RA	Lsat_1_v5_gn_6_77061.1, Lsat_1_v5_gn_3_20400.1
OG0003985	AH018311-RA	Lsat_1_v5_gn_6_93540.1
OG0003986	AH000027-RA, AH001084-RA	Lsat_1_v5_gn_8_33460.1, Lsat_1_v5_gn_8_33460.2, Lsat_1_v5_gn_8_33460.3, Lsat_1_v5_gn_0_9261.1, Lsat_1_v5_gn_0_9261.2
OG0003987	AH017454-RA	Lsat_1_v5_gn_5_24400.1, Lsat_1_v5_gn_1_15520.1, Lsat_1_v5_gn_4_112480.1
OG0003988	AH004464-RA, AH004866-RA, AH013673-RA	Lsat_1_v5_gn_3_132580.3, Lsat_1_v5_gn_3_132580.1, Lsat_1_v5_gn_4_30460.1, Lsat_1_v5_gn_8_152820.3, Lsat_1_v5_gn_8_152820.1, Lsat_1_v5_gn_8_152740.1
OG0003989	AH005482-RA, AH004132-RA	Lsat_1_v5_gn_4_14841.2, Lsat_1_v5_gn_4_14841.1, Lsat_1_v5_gn_8_41400.1, Lsat_1_v5_gn_8_41400.3, Lsat_1_v5_gn_8_41400.2
OG0003990	AH004794-RA, AH004434-RA	Lsat_1_v5_gn_4_5360.1, Lsat_1_v5_gn_0_27841.1, Lsat_1_v5_gn_0_27841.2
OG0003991	AH010649-RA	Lsat_1_v5_gn_2_86600.4, Lsat_1_v5_gn_2_86600.1
OG0003992	AH017913-RA, AH002533-RA	Lsat_1_v5_gn_1_27821.1, Lsat_1_v5_gn_5_14360.1, Lsat_1_v5_gn_5_14360.3
OG0003993	AH015729-RA	Lsat_1_v5_gn_1_35460.1, Lsat_1_v5_gn_1_35460.3
OG0003994	AH004138-RA	Lsat_1_v5_gn_5_137961.1
OG0003995	AH005042-RA, AH004371-RA	Lsat_1_v5_gn_8_51200.2, Lsat_1_v5_gn_8_51200.1
OG0003996	AH017067-RA	Lsat_1_v5_gn_1_15700.1, Lsat_1_v5_gn_1_15700.2, Lsat_1_v5_gn_4_111820.1
OG0003997	AH020658-RA	Lsat_1_v5_gn_5_34921.1, Lsat_1_v5_gn_4_22261.1, Lsat_1_v5_gn_8_34221.1, Lsat_1_v5_gn_8_34221.2
OG0003998	AH021999-RA	Lsat_1_v5_gn_6_27301.2, Lsat_1_v5_gn_6_27301.1
OG0003999	AH021236-RA	Lsat_1_v5_gn_2_14940.2, Lsat_1_v5_gn_2_14940.1
OG0004000	AH017601-RA	Lsat_1_v5_gn_5_20001.1, Lsat_1_v5_gn_1_13261.1
OG0004001	AH005471-RA, AH004128-RA	Lsat_1_v5_gn_8_40260.1, Lsat_1_v5_gn_8_40260.3
OG0004002	AH004045-RA, AH005554-RA	Lsat_1_v5_gn_3_56021.1, Lsat_1_v5_gn_8_47881.3, Lsat_1_v5_gn_4_12401.3, Lsat_1_v5_gn_4_12401.1
OG0004003	AH004635-RA, AH004715-RA	Lsat_1_v5_gn_8_160460.1, Lsat_1_v5_gn_4_6500.1
OG0004004	AH001104-RA	Lsat_1_v5_gn_0_9201.3, Lsat_1_v5_gn_0_9201.1, Lsat_1_v5_gn_0_9201.2
OG0004005	AH006696-RA	Lsat_1_v5_gn_6_79381.2, Lsat_1_v5_gn_6_79381.1
OG0004006	AH002927-RA	Lsat_1_v5_gn_4_112060.1, Lsat_1_v5_gn_4_112060.2
OG0004007	AH012771-RA, AH022001-RA	Lsat_1_v5_gn_6_45261.1, Lsat_1_v5_gn_6_45261.3
OG0004008	AH000022-RA, AH009144-RA	Lsat_1_v5_gn_1_24621.1, Lsat_1_v5_gn_1_24721.1, Lsat_1_v5_gn_1_24721.2, Lsat_1_v5_gn_1_24721.3, Lsat_1_v5_gn_1_24741.2, Lsat_1_v5_gn_1_24741.1
OG0004009	AH004312-RA, AH004977-RA	Lsat_1_v5_gn_4_157160.3, Lsat_1_v5_gn_4_157140.3, Lsat_1_v5_gn_4_157340.1, Lsat_1_v5_gn_4_157220.1, Lsat_1_v5_gn_4_157180.1, Lsat_1_v5_gn_4_157160.1, Lsat_1_v5_gn_4_157140.1, Lsat_1_v5_gn_4_157300.1, Lsat_1_v5_gn_4_157100.1, Lsat_1_v5_gn_4_156780.2, Lsat_1_v5_gn_4_156780.1, Lsat_1_v5_gn_4_156481.1, Lsat_1_v5_gn_4_156501.1, Lsat_1_v5_gn_4_157060.1, Lsat_1_v5_gn_4_157120.1, Lsat_1_v5_gn_4_157080.1, Lsat_1_v5_gn_4_157020.1, Lsat_1_v5_gn_4_157500.1, Lsat_1_v5_gn_3_81040.1
OG0004026	AH022493-RA, AH013149-RA	Lsat_1_v5_gn_8_78840.1, Lsat_1_v5_gn_8_78840.3, Lsat_1_v5_gn_5_167061.1
OG0004027	AH020459-RA	Lsat_1_v5_gn_5_159481.1, Lsat_1_v5_gn_5_159481.4
OG0004028	AH000798-RA	Lsat_1_v5_gn_4_71800.1
OG0004029	AH015498-RA, AH015576-RA	Lsat_1_v5_gn_5_176141.1, Lsat_1_v5_gn_1_38741.1, Lsat_1_v5_gn_9_50921.1, Lsat_1_v5_gn_1_27981.1, Lsat_1_v5_gn_2_43901.1
OG0004030	AH009112-RA	Lsat_1_v5_gn_8_56600.1, Lsat_1_v5_gn_5_184421.1, Lsat_1_v5_gn_5_184421.3, Lsat_1_v5_gn_5_184421.2
OG0004031	AH022549-RA, AH013698-RA	Lsat_1_v5_gn_3_126481.1, Lsat_1_v5_gn_7_12200.1
OG0004032	AH021603-RA, AH015114-RA	Lsat_1_v5_gn_1_124781.3, Lsat_1_v5_gn_1_124781.1
OG0004033	AH007282-RA, AH022714-RA	Lsat_1_v5_gn_5_166280.1, Lsat_1_v5_gn_5_166280.2, Lsat_1_v5_gn_5_166280.3
OG0004034	AH006506-RA	Lsat_1_v5_gn_1_70301.1, Lsat_1_v5_gn_1_70301.2, Lsat_1_v5_gn_1_70400.1, Lsat_1_v5_gn_1_70400.2, Lsat_1_v5_gn_1_70360.2, Lsat_1_v5_gn_1_70360.1, Lsat_1_v5_gn_1_70360.3
OG0004035	AH013763-RA	Lsat_1_v5_gn_6_117561.1, Lsat_1_v5_gn_6_117561.2
OG0004036	AH005989-RA, AH005991-RA	Lsat_1_v5_gn_9_29700.1, Lsat_1_v5_gn_5_44120.1
OG0004037	AH004311-RA	Lsat_1_v5_gn_1_61601.1
OG0004037	AH011117-RA, AH007472-RA, AH007473-RA	Lsat_1_v5_gn_2_17881.1
OG0004038	AH010164-RA	Lsat_1_v5_gn_7_71401.2, Lsat_1_v5_gn_7_71401.1, Lsat_1_v5_gn_7_71401.3
OG0004039	AH017274-RA, AH010462-RA, AH004075-RA, AH003567-RA, AH011247-RA	Lsat_1_v5_gn_7_65560.1, Lsat_1_v5_gn_7_65560.2
OG0004040	AH014769-RA, AH007775-RA	Lsat_1_v5_gn_1_56180.1, Lsat_1_v5_gn_1_56180.3, Lsat_1_v5_gn_2_115920.3, Lsat_1_v5_gn_2_115920.1
OG0004043	AH000383-RA, AH001502-RA	Lsat_1_v5_gn_2_96420.1, Lsat_1_v5_gn_2_96420.3, Lsat_1_v5_gn_6_41140.2, Lsat_1_v5_gn_6_41140.1
OG0004044	AH002104-RA, AH000474-RA	Lsat_1_v5_gn_9_120880.1, Lsat_1_v5_gn_9_120880.2, Lsat_1_v5_gn_7_79240.1, Lsat_1_v5_gn_5_105880.1
OG0004045	AH023132-RA, AH016339-RA	Lsat_1_v5_gn_9_60901.1
OG0004046	AH022206-RA	Lsat_1_v5_gn_8_88580.1, Lsat_1_v5_gn_5_178480.1
OG0004046	AH020552-RA	Lsat_1_v5_gn_1_69980.1, Lsat_1_v5_gn_2_49201.1
OG0004047	AH009631-RA	Lsat_1_v5_gn_4_35200.1, Lsat_1_v5_gn_7_2641.1, Lsat_1_v5_gn_7_2621.1, Lsat_1_v5_gn_7_2601.1, Lsat_1_v5_gn_7_2601.4, Lsat_1_v5_gn_7_2601.6
OG0004048	AH011012-RA	Lsat_1_v5_gn_6_71181.2, Lsat_1_v5_gn_6_71181.1
OG0004049	AH003748-RA	Lsat_1_v5_gn_4_140960.1, Lsat_1_v5_gn_4_140960.2, Lsat_1_v5_gn_4_141120.1
OG0004050	AH019080-RA	Lsat_1_v5_gn_1_125940.1, Lsat_1_v5_gn_1_125940.2, Lsat_1_v5_gn_8_83661.1
OG0004051	AH012802-RA	Lsat_1_v5_gn_1_53521.3, Lsat_1_v5_gn_1_53521.1
OG0004052	AH012962-RA	Lsat_1_v5_gn_5_191060.1
OG0004052	AH022102-RA	Lsat_1_v5_gn_8_164340.1, Lsat_1_v5_gn_8_164340.2
OG0004053	AH007386-RA	Lsat_1_v5_gn_7_63941.1
OG0004054	AH007674-RA	Lsat_1_v5_gn_6_49841.1
OG0004055	AH015666-RA, AH015667-RA	Lsat_1_v5_gn_1_109380.1, Lsat_1_v5_gn_1_109360.1, Lsat_1_v5_gn_4_133401.1, Lsat_1_v5_gn_4_133401.3
OG0004056	AH002661-RA	Lsat_1_v5_gn_9_10521.1, Lsat_1_v5_gn_9_10521.3
OG0004058	AH002604-RA, AH017783-RA	Lsat_1_v5_gn_5_186821.1, Lsat_1_v5_gn_5_186821.3, Lsat_1_v5_gn_5_186821.2
OG0004059	AH008069-RA, AH010039-RA, AH010036-RA	Lsat_1_v5_gn_5_53081.1, Lsat_1_v5_gn_5_53081.2
OG0004060	AH021308-RA	Lsat_1_v5_gn_3_16520.3, Lsat_1_v5_gn_3_16520.1
OG0004061	AH017496-RA, AH002890-RA, AH002889-RA, AH011727-RA, AH020025-RA	Lsat_1_v5_gn_8_79401.1, Lsat_1_v5_gn_8_79401.3
OG0004062	AH015527-RA	Lsat_1_v5_gn_3_72900.2, Lsat_1_v5_gn_5_28201.3, Lsat_1_v5_gn_0_38180.1, Lsat_1_v5_gn_1_2660.4, Lsat_1_v5_gn_5_28201.1, Lsat_1_v5_gn_1_2660.1, Lsat_1_v5_gn_3_72900.1, Lsat_1_v5_gn_3_72900.3, Lsat_1_v5_gn_1_2680.1, Lsat_1_v5_gn_5_28181.1, Lsat_1_v5_gn_4_157460.1
OG0004063	AH006860-RA	Lsat_1_v5_gn_2_74301.1, Lsat_1_v5_gn_8_115961.1, Lsat_1_v5_gn_2_74301.2, Lsat_1_v5_gn_8_75341.1
OG0004064	AH013108-RA	Lsat_1_v5_gn_8_89640.3, Lsat_1_v5_gn_8_89640.1, Lsat_1_v5_gn_9_15241.3, Lsat_1_v5_gn_9_15241.1
OG0004065	AH012626-RA	Lsat_1_v5_gn_8_23721.2, Lsat_1_v5_gn_8_23721.1
OG0004066	AH012650-RA	Lsat_1_v5_gn_6_70601.3, Lsat_1_v5_gn_6_70601.1
OG0004067	AH021336-RA	Lsat_1_v5_gn_3_133701.1, Lsat_1_v5_gn_6_37921.1
OG0004068	AH012676-RA	Lsat_1_v5_gn_1_50681.1, Lsat_1_v5_gn_1_50681.3, Lsat_1_v5_gn_6_26780.1
OG0004069	AH020087-RA, AH011656-RA	Lsat_1_v5_gn_2_38660.1, Lsat_1_v5_gn_5_71180.1, Lsat_1_v5_gn_5_71180.2
OG0004070	AH022619-RA	Lsat_1_v5_gn_5_189700.1, Lsat_1_v5_gn_9_5100.2, Lsat_1_v5_gn_9_5100.4, Lsat_1_v5_gn_8_55700.3, Lsat_1_v5_gn_8_55700.1
OG0004071	AH021940-RA, AH010456-RA	Lsat_1_v5_gn_5_188201.3, Lsat_1_v5_gn_5_188201.1, Lsat_1_v5_gn_9_3660.1
OG0004072	AH018953-RA	Lsat_1_v5_gn_8_85400.2, Lsat_1_v5_gn_8_85400.1, Lsat_1_v5_gn_8_85400.3
OG0004073	AH010952-RA	Lsat_1_v5_gn_2_28360.1
OG0004074	AH013675-RA	Lsat_1_v5_gn_8_75920.3, Lsat_1_v5_gn_8_75920.1, Lsat_1_v5_gn_9_23221.3, Lsat_1_v5_gn_9_23221.2, Lsat_1_v5_gn_9_23221.1
OG0004075	AH005139-RA, AH004262-RA	Lsat_1_v5_gn_5_6460.3, Lsat_1_v5_gn_8_83181.1, Lsat_1_v5_gn_5_6460.1, Lsat_1_v5_gn_5_190500.1, Lsat_1_v5_gn_3_33000.2, Lsat_1_v5_gn_3_33000.1, Lsat_1_v5_gn_7_94561.1, Lsat_1_v5_gn_5_190500.2
OG0004076	AH013159-RA	Lsat_1_v5_gn_9_21601.1
OG0004077	AH019845-RA	Lsat_1_v5_gn_6_1580.2, Lsat_1_v5_gn_6_1580.3, Lsat_1_v5_gn_6_1580.1, Lsat_1_v5_gn_6_116360.1, Lsat_1_v5_gn_6_116360.3
OG0004078	AH020083-RA, AH011135-RA	Lsat_1_v5_gn_2_18081.1, Lsat_1_v5_gn_2_18081.3
OG0004079	AH019834-RA	Lsat_1_v5_gn_1_112921.1, Lsat_1_v5_gn_1_112921.2, Lsat_1_v5_gn_1_112921.3
OG0004080	AH001930-RA, AH013250-RA	Lsat_1_v5_gn_1_59281.3, Lsat_1_v5_gn_6_38800.3, Lsat_1_v5_gn_6_38800.1
OG0004081	AH007770-RA, AH010838-RA	Lsat_1_v5_gn_4_139341.1
OG0004082	AH009468-RA	Lsat_1_v5_gn_7_76501.2, Lsat_1_v5_gn_7_76501.1
OG0004083	AH006002-RA	Lsat_1_v5_gn_5_48701.1, Lsat_1_v5_gn_5_48701.3
OG0004084	AH011114-RA, AH007476-RA, AH011710-RA	Lsat_1_v5_gn_1_74141.1, Lsat_1_v5_gn_1_74360.1, Lsat_1_v5_gn_1_74401.1, Lsat_1_v5_gn_1_74380.1
OG0004085	AH002258-RA	Lsat_1_v5_gn_3_46681.3, Lsat_1_v5_gn_3_46681.1
OG0004086	AH005281-RA	Lsat_1_v5_gn_7_77041.1, Lsat_1_v5_gn_7_77041.2, Lsat_1_v5_gn_9_121780.1, Lsat_1_v5_gn_9_121780.2
OG0004087	AH003294-RA	Lsat_1_v5_gn_3_120241.1, Lsat_1_v5_gn_3_120241.2
OG0004088	AH008807-RA	Lsat_1_v5_gn_6_105381.2, Lsat_1_v5_gn_6_105381.1, Lsat_1_v5_gn_1_2480.4, Lsat_1_v5_gn_1_2480.1
OG0004089	AH018132-RA, AH011338-RA	Lsat_1_v5_gn_6_8860.2, Lsat_1_v5_gn_6_8860.1
OG0004090	AH006135-RA	Lsat_1_v5_gn_4_164500.1
OG0004090	AH016665-RA	Lsat_1_v5_gn_4_127841.2, Lsat_1_v5_gn_4_127841.1
OG0004091	AH008808-RA	Lsat_1_v5_gn_4_76620.1, Lsat_1_v5_gn_1_2461.1, Lsat_1_v5_gn_1_2461.3
OG0004093	AH000985-RA, AH001684-RA, AH001685-RA	Lsat_1_v5_gn_9_112100.1, Lsat_1_v5_gn_9_112160.1, Lsat_1_v5_gn_9_112561.2, Lsat_1_v5_gn_9_112561.1
OG0004094	AH005865-RA	Lsat_1_v5_gn_8_34760.1, Lsat_1_v5_gn_8_34760.3
OG0004095	AH003886-RA	Lsat_1_v5_gn_4_162340.1, Lsat_1_v5_gn_4_162340.2, Lsat_1_v5_gn_2_83781.1
OG0004096	AH022832-RA	Lsat_1_v5_gn_2_116140.5, Lsat_1_v5_gn_2_116140.2
OG0004097	AH008866-RA	Lsat_1_v5_gn_1_8361.1
OG0004098	AH003679-RA	Lsat_1_v5_gn_2_67341.1, Lsat_1_v5_gn_2_67341.3
OG0004099	AH001898-RA	Lsat_1_v5_gn_7_87840.1
OG0004100	AH007267-RA	Lsat_1_v5_gn_9_47660.2, Lsat_1_v5_gn_9_47660.1
OG0004101	AH003279-RA, AH010366-RA	Lsat_1_v5_gn_9_121240.2, Lsat_1_v5_gn_9_121240.1, Lsat_1_v5_gn_5_104780.1
OG0004102	AH002308-RA	Lsat_1_v5_gn_9_111000.1
OG0004103	AH008964-RA	Lsat_1_v5_gn_5_26901.1, Lsat_1_v5_gn_5_26901.2, Lsat_1_v5_gn_4_116980.1
OG0004104	AH004205-RA, AH005291-RA	Lsat_1_v5_gn_5_103901.1, Lsat_1_v5_gn_9_120180.1, Lsat_1_v5_gn_9_120180.2, Lsat_1_v5_gn_5_103901.3, Lsat_1_v5_gn_5_103901.2, Lsat_1_v5_gn_5_103901.4
OG0004105	AH000639-RA	Lsat_1_v5_gn_7_79840.3, Lsat_1_v5_gn_7_79840.1, Lsat_1_v5_gn_9_117540.1, Lsat_1_v5_gn_9_117540.2
OG0004106	AH003839-RA	Lsat_1_v5_gn_4_152080.2, Lsat_1_v5_gn_4_152080.1, Lsat_1_v5_gn_3_76401.2, Lsat_1_v5_gn_3_76401.1
OG0004107	AH003589-RA	Lsat_1_v5_gn_2_73761.1, Lsat_1_v5_gn_7_1541.1
OG0004108	AH002337-RA	Lsat_1_v5_gn_8_121800.2, Lsat_1_v5_gn_8_121800.1, Lsat_1_v5_gn_8_121800.3
OG0004109	AH005613-RA	Lsat_1_v5_gn_4_158640.3, Lsat_1_v5_gn_4_158640.1, Lsat_1_v5_gn_2_80441.3, Lsat_1_v5_gn_2_80441.1, Lsat_1_v5_gn_3_84881.1
OG0004110	AH001409-RA	Lsat_1_v5_gn_8_139620.1, Lsat_1_v5_gn_9_31941.1, Lsat_1_v5_gn_2_72140.3, Lsat_1_v5_gn_2_72140.1
OG0004111	AH005695-RA, AH003878-RA	Lsat_1_v5_gn_2_83081.1, Lsat_1_v5_gn_3_87201.1
OG0004112	AH001585-RA, AH000920-RA	Lsat_1_v5_gn_5_46500.1, Lsat_1_v5_gn_5_46500.3
OG0004113	AH005078-RA	Lsat_1_v5_gn_2_73661.3, Lsat_1_v5_gn_2_73661.1
OG0004114	AH014737-RA, AH021320-RA	Lsat_1_v5_gn_7_32801.3, Lsat_1_v5_gn_7_32801.1, Lsat_1_v5_gn_7_32741.1, Lsat_1_v5_gn_7_32841.2, Lsat_1_v5_gn_7_32841.3, Lsat_1_v5_gn_7_32841.1, Lsat_1_v5_gn_7_32940.1, Lsat_1_v5_gn_7_32940.2
OG0004115	AH011594-RA	Lsat_1_v5_gn_1_41100.1
OG0004116	AH005902-RA	Lsat_1_v5_gn_4_178480.1, Lsat_1_v5_gn_3_93020.1, Lsat_1_v5_gn_2_87161.1
OG0004117	AH002348-RA, AH000744-RA	Lsat_1_v5_gn_8_122001.1, Lsat_1_v5_gn_6_34280.1, Lsat_1_v5_gn_3_47821.1
OG0004118	AH001878-RA	Lsat_1_v5_gn_7_87961.1, Lsat_1_v5_gn_7_87961.3
OG0004118	AH018875-RA	Lsat_1_v5_gn_1_58400.1, Lsat_1_v5_gn_6_34861.1
OG0004119	AH021446-RA, AH014900-RA	Lsat_1_v5_gn_7_13800.3, Lsat_1_v5_gn_7_13800.1, Lsat_1_v5_gn_4_63420.2, Lsat_1_v5_gn_4_63420.1, Lsat_1_v5_gn_9_117501.1
OG0004120	AH007110-RA, AH007111-RA, AH007114-RA	Lsat_1_v5_gn_1_43921.1, Lsat_1_v5_gn_6_114300.1
OG0004121	AH015268-RA	Lsat_1_v5_gn_7_22140.2, Lsat_1_v5_gn_7_22140.3, Lsat_1_v5_gn_7_22140.1
OG0004122	AH009786-RA	Lsat_1_v5_gn_7_114900.3, Lsat_1_v5_gn_7_114900.1, Lsat_1_v5_gn_3_17641.1
OG0004123	AH015067-RA, AH015064-RA, AH015065-RA, AH015069-RA, AH015070-RA, AH015066-RA, AH006845-RA, AH006846-RA, AH006844-RA, AH021553-RA	Lsat_1_v5_gn_4_116461.1
OG0004124	AH002272-RA, AH023231-RA	Lsat_1_v5_gn_8_167161.1, Lsat_1_v5_gn_8_167161.3, Lsat_1_v5_gn_5_108021.3, Lsat_1_v5_gn_5_108021.1
OG0004125	AH014384-RA	Lsat_1_v5_gn_7_54281.1, Lsat_1_v5_gn_7_54281.2
OG0004126	AH000305-RA, AH001380-RA	Lsat_1_v5_gn_4_65921.1
OG0004127	AH014746-RA	Lsat_1_v5_gn_1_113160.2, Lsat_1_v5_gn_1_113160.1
OG0004128	AH021193-RA	Lsat_1_v5_gn_1_129281.1
OG0004128	AH008223-RA	Lsat_1_v5_gn_7_114400.1
OG0004130	AH017408-RA	Lsat_1_v5_gn_9_37901.1, Lsat_1_v5_gn_9_37901.3, Lsat_1_v5_gn_1_30140.2, Lsat_1_v5_gn_1_30140.1
OG0004131	AH012629-RA	Lsat_1_v5_gn_5_166580.3
OG0004132	AH003329-RA, AH018087-RA	Lsat_1_v5_gn_3_10601.1, Lsat_1_v5_gn_3_10601.3
OG0004134	AH012084-RA	Lsat_1_v5_gn_8_6441.1, Lsat_1_v5_gn_2_131520.1
OG0004135	AH013307-RA, AH013306-RA	Lsat_1_v5_gn_5_135281.1, Lsat_1_v5_gn_5_135281.2
OG0004136	AH002098-RA, AH000470-RA	Lsat_1_v5_gn_5_130860.3, Lsat_1_v5_gn_5_130860.1, Lsat_1_v5_gn_5_130781.1, Lsat_1_v5_gn_5_130801.1
OG0004137	AH002293-RA	Lsat_1_v5_gn_4_71961.1
OG0004138	AH023237-RA	Lsat_1_v5_gn_7_44361.2, Lsat_1_v5_gn_7_44361.1, Lsat_1_v5_gn_6_113460.1
OG0004139	AH002899-RA, AH002734-RA	Lsat_1_v5_gn_7_84001.1, Lsat_1_v5_gn_7_82800.1
OG0004141	AH014229-RA	Lsat_1_v5_gn_8_87701.3, Lsat_1_v5_gn_8_87701.1
OG0004142	AH000356-RA	Lsat_1_v5_gn_4_96000.3, Lsat_1_v5_gn_4_96000.1, Lsat_1_v5_gn_4_96000.2
OG0004143	AH002051-RA	Lsat_1_v5_gn_4_103420.1
OG0004144	AH012991-RA, AH022031-RA	Lsat_1_v5_gn_0_36001.1, Lsat_1_v5_gn_4_180301.3, Lsat_1_v5_gn_4_180301.1
OG0004144	AH012990-RA	Lsat_1_v5_gn_4_8180.1
OG0004145	AH018715-RA	Lsat_1_v5_gn_6_8180.2, Lsat_1_v5_gn_6_8180.1, Lsat_1_v5_gn_6_78800.1
OG0004146	AH009056-RA	Lsat_1_v5_gn_4_43721.1, Lsat_1_v5_gn_4_43721.3, Lsat_1_v5_gn_4_43721.2
OG0004147	AH013972-RA	Lsat_1_v5_gn_7_44320.2, Lsat_1_v5_gn_7_44320.1
OG0004148	AH011803-RA	Lsat_1_v5_gn_5_174560.1, Lsat_1_v5_gn_5_174560.2, Lsat_1_v5_gn_8_111360.1, Lsat_1_v5_gn_8_111360.3
OG0004149	AH014642-RA	Lsat_1_v5_gn_3_54960.1, Lsat_1_v5_gn_3_54960.2
OG0004150	AH017107-RA	Lsat_1_v5_gn_5_78640.3, Lsat_1_v5_gn_5_78640.2, Lsat_1_v5_gn_5_78640.1
OG0004151	AH018661-RA	Lsat_1_v5_gn_7_5481.3, Lsat_1_v5_gn_7_5481.1
OG0004153	AH001997-RA	Lsat_1_v5_gn_5_132480.1, Lsat_1_v5_gn_5_132480.2, Lsat_1_v5_gn_5_132480.3
OG0004153	AH019252-RA	Lsat_1_v5_gn_5_30500.3, Lsat_1_v5_gn_5_30500.1
OG0004154	AH023242-RA, AH016263-RA	Lsat_1_v5_gn_6_115861.1
OG0004155	AH020696-RA	Lsat_1_v5_gn_8_61061.1, Lsat_1_v5_gn_8_61061.2
OG0004156	AH009512-RA, AH009514-RA	Lsat_1_v5_gn_1_16981.1, Lsat_1_v5_gn_1_16981.2, Lsat_1_v5_gn_7_561.1
OG0004157	AH018294-RA	Lsat_1_v5_gn_6_17960.1
OG0004158	AH012104-RA	Lsat_1_v5_gn_9_56521.1, Lsat_1_v5_gn_9_56521.3
OG0004159	AH012698-RA	Lsat_1_v5_gn_1_52741.1, Lsat_1_v5_gn_1_52741.3
OG0004160	AH013435-RA, AH022309-RA, AH022308-RA	Lsat_1_v5_gn_4_92321.1, Lsat_1_v5_gn_5_137860.1, Lsat_1_v5_gn_5_137860.3
OG0004161	AH011365-RA, AH018181-RA	Lsat_1_v5_gn_6_9340.1, Lsat_1_v5_gn_6_9340.2, Lsat_1_v5_gn_6_81860.1, Lsat_1_v5_gn_6_81860.2
OG0004162	AH001530-RA	Lsat_1_v5_gn_1_36540.2, Lsat_1_v5_gn_1_36540.1, Lsat_1_v5_gn_5_134160.1
OG0004163	AH019679-RA, AH011989-RA	Lsat_1_v5_gn_8_5100.1, Lsat_1_v5_gn_2_136060.1, Lsat_1_v5_gn_2_136060.3
OG0004164	AH014001-RA	Lsat_1_v5_gn_6_32161.3, Lsat_1_v5_gn_6_32161.1, Lsat_1_v5_gn_6_32161.2
OG0004165	AH015314-RA	Lsat_1_v5_gn_5_62200.3, Lsat_1_v5_gn_5_62200.2, Lsat_1_v5_gn_5_62200.1, Lsat_1_v5_gn_3_25440.2, Lsat_1_v5_gn_3_25440.1, Lsat_1_v5_gn_3_25440.3
OG0004166	AH004246-RA	Lsat_1_v5_gn_9_81361.1, Lsat_1_v5_gn_9_81361.3
OG0004167	AH001217-RA	Lsat_1_v5_gn_3_1101.4, Lsat_1_v5_gn_3_1101.1, Lsat_1_v5_gn_3_1101.3
OG0004168	AH011918-RA	Lsat_1_v5_gn_9_50221.3, Lsat_1_v5_gn_9_50221.1, Lsat_1_v5_gn_9_50181.1, Lsat_1_v5_gn_9_50181.3, Lsat_1_v5_gn_9_50221.4
OG0004169	AH019487-RA	Lsat_1_v5_gn_2_129680.2, Lsat_1_v5_gn_2_129680.1
OG0004169	AH003120-RA, AH018737-RA	Lsat_1_v5_gn_3_3161.1, Lsat_1_v5_gn_3_3161.3
OG0004170	AH012443-RA, AH021707-RA	Lsat_1_v5_gn_8_110501.1, Lsat_1_v5_gn_8_110501.3
OG0004172	AH007918-RA	Lsat_1_v5_gn_2_103340.2, Lsat_1_v5_gn_2_103340.1, Lsat_1_v5_gn_8_17681.1, Lsat_1_v5_gn_8_17681.2
OG0004173	AH000259-RA	Lsat_1_v5_gn_3_43840.3, Lsat_1_v5_gn_3_43840.1, Lsat_1_v5_gn_4_68320.1, Lsat_1_v5_gn_4_68320.3
