Orthogroup	A_coerulea.proteins	S_lycopersicum.proteins
OG0006040	Aqcoe7G262100.1.p, Aqcoe7G262100.2.p	Solyc07g008330.3.1
OG0006041	Aqcoe7G130200.1.p	Solyc08g065250.3.1
OG0006042	Aqcoe7G430400.1.p	Solyc03g122340.3.1
OG0006043	Aqcoe7G442300.1.p	Solyc03g123630.3.1
OG0006044	Aqcoe7G340500.3.p, Aqcoe7G340500.4.p, Aqcoe7G340500.1.p, Aqcoe7G340500.2.p, Aqcoe3G148800.1.p, Aqcoe3G148800.2.p	Solyc02g089175.1.1
OG0006045	Aqcoe7G193100.1.p	Solyc08g067840.3.1
OG0006046	Aqcoe1G077100.2.p, Aqcoe1G077100.1.p	Solyc01g006960.3.1
OG0006047	Aqcoe1G385100.1.p	Solyc07g065340.1.1, Solyc10g006040.1.1
OG0006048	Aqcoe1G128200.3.p, Aqcoe1G128200.1.p, Aqcoe1G128200.2.p, Aqcoe1G220700.1.p	Solyc11g066370.2.1
OG0006049	Aqcoe1G325600.1.p, Aqcoe1G467500.1.p, Aqcoe1G467500.2.p	Solyc05g054600.3.1
OG0006050	Aqcoe1G230900.1.p	Solyc07g064710.3.1
OG0006051	Aqcoe1G250900.2.p, Aqcoe1G250900.3.p, Aqcoe1G250900.4.p, Aqcoe1G250900.1.p	Solyc07g053560.3.1
OG0006052	Aqcoe3G123200.1.p	Solyc10g078280.3.1
OG0006053	Aqcoe1G188000.1.p	Solyc08g048500.3.1
OG0006054	Aqcoe1G298500.1.p	Solyc07g064830.3.1
OG0006055	Aqcoe1G270400.3.p, Aqcoe1G270400.1.p, Aqcoe1G270400.2.p	Solyc01g100280.3.1
OG0006056	Aqcoe1G025900.1.p	Solyc10g079390.1.1, Solyc10g017860.1.1, Solyc04g015850.2.1
OG0006057	Aqcoe1G056400.2.p, Aqcoe1G056400.1.p	Solyc06g072273.1.1, Solyc06g072277.1.1
OG0006058	Aqcoe1G150100.1.p	Solyc10g085335.1.1
OG0006059	Aqcoe1G032400.2.p, Aqcoe1G032400.1.p	Solyc04g074660.2.1
OG0006060	Aqcoe1G489600.1.p, Aqcoe1G489600.2.p	Solyc09g007340.3.1
OG0006061	Aqcoe1G084700.1.p, Aqcoe1G084800.1.p	Solyc06g076690.3.1, Solyc06g076680.3.1
OG0006062	Aqcoe1G152500.1.p	Solyc11g072510.2.1
OG0006063	Aqcoe1G161200.1.p	Solyc02g031980.3.1
OG0006064	Aqcoe1G183000.1.p	Solyc02g069630.3.1
OG0006065	Aqcoe5G297200.4.p, Aqcoe5G297200.7.p, Aqcoe5G297200.6.p, Aqcoe5G297200.5.p, Aqcoe5G297200.2.p, Aqcoe5G297200.1.p, Aqcoe5G297200.3.p, Aqcoe1G360100.1.p	Solyc01g096830.3.1
OG0006068	Aqcoe5G280200.1.p, Aqcoe5G280200.6.p, Aqcoe5G280200.4.p, Aqcoe5G280200.5.p, Aqcoe5G280200.3.p, Aqcoe1G176300.1.p, Aqcoe5G280200.2.p, Aqcoe1G176300.2.p	Solyc08g082960.3.1
OG0006069	Aqcoe1G246900.1.p, Aqcoe1G246900.3.p, Aqcoe1G246900.2.p, Aqcoe1G246900.4.p	Solyc12g014060.2.1
OG0006070	Aqcoe1G475800.4.p, Aqcoe1G475800.1.p, Aqcoe1G475800.2.p, Aqcoe1G475800.3.p	Solyc11g073220.2.1
OG0006071	Aqcoe1G492500.1.p	Solyc11g008470.2.1
OG0006072	Aqcoe1G070800.1.p, Aqcoe1G070800.2.p	Solyc11g045240.2.1
OG0006073	Aqcoe1G489800.1.p	Solyc06g005130.3.1, Solyc06g075370.3.1, Solyc11g072500.2.1
OG0006074	Aqcoe1G155700.1.p	Solyc01g049910.3.1, Solyc01g020525.1.1
OG0006075	Aqcoe1G221500.3.p, Aqcoe1G221500.1.p, Aqcoe1G221500.2.p, Aqcoe1G221500.4.p	Solyc06g082490.3.1
OG0006076	Aqcoe1G492800.1.p	Solyc09g007445.1.1, Solyc09g007450.2.1
OG0006077	Aqcoe1G061800.1.p	Solyc01g008070.3.1
OG0006078	Aqcoe1G448400.1.p	Solyc09g009630.3.1
OG0006079	Aqcoe1G162200.1.p	Solyc07g066660.3.1
OG0006080	Aqcoe1G429900.1.p	Solyc01g008370.3.1
OG0006081	Aqcoe1G090100.1.p	Solyc09g011840.1.1
OG0006082	Aqcoe1G197700.1.p, Aqcoe1G197700.2.p	Solyc02g070860.3.1
OG0006083	Aqcoe1G093100.2.p, Aqcoe1G093100.1.p	Solyc11g011420.2.1
OG0006084	Aqcoe1G086000.1.p, Aqcoe1G086000.2.p, Aqcoe5G465900.1.p, Aqcoe5G465900.2.p	Solyc08g066730.3.1
OG0006085	Aqcoe1G318100.1.p, Aqcoe1G318000.1.p	Solyc07g054230.3.1, Solyc12g010700.2.1
OG0006086	Aqcoe1G337700.1.p	Solyc05g052310.3.1, Solyc06g050770.3.1
OG0006087	Aqcoe1G080700.2.p, Aqcoe1G080700.1.p	Solyc11g006580.2.1
OG0006089	Aqcoe1G235400.3.p, Aqcoe1G235400.2.p, Aqcoe1G235400.1.p	Solyc05g055610.3.1
OG0006090	Aqcoe1G062400.1.p	Solyc08g066120.3.1, Solyc08g066140.3.1
OG0006091	Aqcoe1G104100.1.p	Solyc09g011020.3.1
OG0006092	Aqcoe1G491500.1.p	Solyc11g072400.2.1
OG0006093	Aqcoe1G499600.3.p, Aqcoe1G499600.1.p, Aqcoe1G499600.2.p	Solyc01g016900.1.1, Solyc11g030770.1.1, Solyc05g055600.3.1
OG0006094	Aqcoe1G170500.1.p	Solyc07g044930.3.1
OG0006095	Aqcoe1G374400.4.p, Aqcoe1G374400.1.p, Aqcoe1G374400.5.p, Aqcoe1G374400.2.p, Aqcoe1G374400.3.p	Solyc11g012180.2.1
OG0006096	Aqcoe1G317800.2.p, Aqcoe1G317800.1.p	Solyc02g078640.3.1
OG0006097	Aqcoe1G040200.1.p, Aqcoe1G040000.1.p	Solyc03g123530.3.1
OG0006098	Aqcoe1G039900.1.p	Solyc07g021154.1.1, Solyc07g021152.1.1, Solyc11g005260.2.1
OG0006099	Aqcoe1G367900.1.p	Solyc02g079950.3.1
OG0006100	Aqcoe1G014700.1.p, Aqcoe1G014700.2.p	Solyc10g078920.2.1
OG0006101	Aqcoe1G138700.3.p, Aqcoe1G138700.2.p, Aqcoe1G138700.1.p	Solyc04g028580.2.1
OG0006102	Aqcoe1G253600.1.p, Aqcoe1G253600.2.p	Solyc02g062620.3.1
OG0006103	Aqcoe1G170900.1.p	Solyc02g069270.2.1, Solyc02g069260.3.1, Solyc02g069280.2.1
OG0006104	Aqcoe3G092100.3.p, Aqcoe3G092100.1.p, Aqcoe1G191100.1.p	Solyc04g010260.3.1
OG0006105	Aqcoe1G302500.1.p	Solyc12g005980.2.1
OG0006106	Aqcoe1G384000.1.p	Solyc04g015010.3.1, Solyc11g012660.2.1
OG0006107	Aqcoe1G446100.1.p, Aqcoe1G446100.2.p	Solyc09g009470.1.1, Solyc10g083480.2.1, Solyc11g068355.1.1
OG0006108	Aqcoe1G420600.1.p, Aqcoe1G420600.2.p	Solyc06g076970.3.1, Solyc06g051650.3.1
OG0006109	Aqcoe1G405200.2.p, Aqcoe1G405200.1.p	Solyc09g042260.3.1, Solyc10g075040.2.1
OG0006110	Aqcoe1G193900.1.p	Solyc11g005000.2.1
OG0006111	Aqcoe1G051900.1.p, Aqcoe1G051900.2.p	Solyc10g080630.2.1
OG0006112	Aqcoe1G361900.2.p, Aqcoe1G361900.1.p	Solyc07g052565.1.1, Solyc12g005780.2.1
OG0006113	Aqcoe1G066600.2.p, Aqcoe1G066600.1.p	Solyc03g097280.3.1
OG0006114	Aqcoe1G151200.1.p	Solyc06g050930.3.1
OG0006115	Aqcoe1G449800.1.p, Aqcoe1G449800.2.p	Solyc09g009690.3.1
OG0006116	Aqcoe5G419200.1.p, Aqcoe5G419200.3.p, Aqcoe5G419200.2.p, Aqcoe1G221200.1.p	Solyc03g097470.3.1, Solyc08g006560.3.1
OG0006117	Aqcoe1G158100.1.p, Aqcoe1G158100.2.p	Solyc02g082120.3.1, Solyc10g005210.3.1
OG0006118	Aqcoe1G115700.1.p, Aqcoe1G115700.3.p, Aqcoe1G115700.2.p	Solyc11g007720.2.1
OG0006119	Aqcoe1G031800.1.p	Solyc04g015520.3.1, Solyc10g080230.2.1, Solyc10g080240.1.1
OG0006120	Aqcoe1G415700.1.p	Solyc07g008460.3.1, Solyc07g008580.2.1, Solyc04g024600.1.1
OG0006121	Aqcoe1G090500.1.p	Solyc10g086750.1.1, Solyc10g086740.2.1, Solyc09g011820.3.1
OG0006122	Aqcoe1G297000.5.p, Aqcoe1G297000.4.p, Aqcoe1G297000.3.p, Aqcoe1G297000.1.p, Aqcoe1G297000.2.p	Solyc01g096110.3.1
OG0006123	Aqcoe1G031100.1.p	Solyc11g065620.2.1
OG0006124	Aqcoe1G030200.1.p	Solyc11g056650.2.1
OG0006125	Aqcoe1G499500.3.p, Aqcoe1G499500.1.p, Aqcoe1G499500.4.p, Aqcoe1G499500.6.p, Aqcoe1G499500.2.p, Aqcoe1G499500.5.p	Solyc06g054690.3.1
OG0006126	Aqcoe5G008300.1.p	Solyc09g063130.3.1, Solyc06g083680.3.1
OG0006127	Aqcoe5G119800.1.p	Solyc03g032120.3.1, Solyc03g032110.2.1
OG0006128	Aqcoe5G064300.2.p, Aqcoe5G064300.1.p	Solyc08g076130.3.1
OG0006129	Aqcoe5G004600.1.p	Solyc04g016370.3.1
OG0006130	Aqcoe5G462400.1.p	Solyc08g083090.2.1
OG0006131	Aqcoe5G360500.1.p	Solyc02g094110.1.1, Solyc03g111280.1.1, Solyc03g111300.1.1, Solyc03g111290.1.1
OG0006132	Aqcoe5G470600.1.p	Solyc03g081310.3.1
OG0006133	Aqcoe5G162600.1.p, Aqcoe5G162600.2.p, Aqcoe5G162600.3.p	Solyc04g076050.3.1
OG0006134	Aqcoe5G389700.1.p	Solyc04g024420.3.1, Solyc05g013820.3.1
OG0006135	Aqcoe5G155800.1.p	Solyc02g090670.3.1
OG0006136	Aqcoe5G155600.6.p, Aqcoe5G155600.3.p, Aqcoe5G155600.4.p, Aqcoe5G155600.5.p, Aqcoe5G155600.7.p, Aqcoe5G155600.1.p, Aqcoe5G155600.2.p	Solyc04g078500.1.1
OG0006137	Aqcoe5G369900.3.p, Aqcoe5G369900.4.p, Aqcoe5G369900.6.p, Aqcoe5G369900.1.p, Aqcoe5G369900.2.p, Aqcoe5G369900.5.p, Aqcoe5G369900.7.p	Solyc05g014970.3.1
OG0006138	Aqcoe5G197700.1.p	Solyc04g080040.3.1
OG0006139	Aqcoe5G382300.1.p	Solyc03g111620.1.1, Solyc05g014120.1.1, Solyc10g083390.2.1
OG0006140	Aqcoe5G457200.1.p	Solyc08g082270.3.1
OG0006141	Aqcoe5G214700.2.p, Aqcoe5G214700.1.p	Solyc02g083450.3.1
OG0006142	Aqcoe5G249900.1.p	Solyc11g005440.2.1
OG0006143	Aqcoe5G399000.2.p, Aqcoe5G399000.1.p	Solyc02g093390.3.1
OG0006144	Aqcoe5G468800.3.p, Aqcoe5G468800.2.p, Aqcoe5G468800.4.p, Aqcoe5G468800.1.p	Solyc03g082690.3.1, Solyc01g096200.3.1
OG0006145	Aqcoe5G192300.1.p	Solyc02g069120.3.1
OG0006146	Aqcoe5G110200.1.p	Solyc10g081540.2.1
OG0006147	Aqcoe5G310200.1.p	Solyc09g090030.2.1
OG0006148	Aqcoe5G112600.1.p	Solyc04g082880.3.1, Solyc12g095760.2.1
OG0006149	Aqcoe5G420400.1.p	Solyc01g091040.3.1
OG0006150	Aqcoe5G371200.1.p	Solyc03g111170.3.1
OG0006151	Aqcoe5G226900.2.p, Aqcoe5G226900.1.p	Solyc04g081235.1.1
OG0006152	Aqcoe5G161100.1.p	Solyc12g087950.1.1, Solyc04g076220.3.1
OG0006153	Aqcoe5G096000.1.p, Aqcoe3G262800.1.p	Solyc04g049660.2.1, Solyc03g116085.1.1
OG0006154	Aqcoe5G152300.1.p	Solyc04g026350.3.1, Solyc02g090810.3.1
OG0006155	Aqcoe5G360700.3.p, Aqcoe5G360700.1.p, Aqcoe5G360700.2.p	Solyc05g015220.3.1
OG0006156	Aqcoe5G440300.1.p	Solyc01g095300.3.1
OG0006157	Aqcoe5G429000.1.p, Aqcoe5G425900.1.p	Solyc01g091800.3.1
OG0006158	Aqcoe5G334800.1.p	Solyc01g006070.2.1, Solyc04g014520.1.1, Solyc01g017600.3.1, Solyc01g006050.2.1
OG0006159	Aqcoe5G103200.1.p	Solyc03g119380.2.1
OG0006160	Aqcoe5G414100.1.p	Solyc05g008520.3.1
OG0006161	Aqcoe5G036400.1.p	Solyc01g098000.3.1, Solyc07g016150.3.1
OG0006162	Aqcoe5G156200.3.p, Aqcoe5G156200.1.p, Aqcoe5G156200.4.p, Aqcoe5G156200.2.p	Solyc12g088900.2.1, Solyc04g079180.3.1
OG0006163	Aqcoe5G305800.1.p, Aqcoe5G305800.2.p	Solyc01g100130.3.1
OG0006164	Aqcoe5G415400.2.p, Aqcoe5G415400.1.p, Aqcoe5G415400.3.p, Aqcoe5G415400.5.p, Aqcoe5G415400.4.p	Solyc07g005890.3.1
OG0006165	Aqcoe5G450000.1.p	Solyc03g007410.3.1
OG0006166	Aqcoe5G381100.1.p, Aqcoe3G130500.1.p	Solyc02g093700.3.1, Solyc03g005120.3.1
OG0006167	Aqcoe5G166200.1.p, Aqcoe5G166200.2.p	Solyc05g051370.3.1
OG0006168	Aqcoe3G248800.1.p	Solyc04g014560.3.1
OG0006169	Aqcoe5G216600.1.p	Solyc01g103030.3.1, Solyc11g042820.2.1
OG0006170	Aqcoe5G258800.1.p, Aqcoe5G258800.2.p	Solyc05g056595.1.1, Solyc05g056590.3.1
OG0006171	Aqcoe5G349600.1.p	Solyc11g010930.2.1
OG0006171	Aqcoe3G181600.1.p	Solyc03g097420.3.1
OG0006172	Aqcoe5G103700.2.p, Aqcoe5G103700.3.p, Aqcoe5G103700.1.p	Solyc10g049710.2.1
OG0006173	Aqcoe5G021000.1.p	Solyc05g054970.3.1, Solyc06g036630.2.1
OG0006174	Aqcoe5G036100.5.p, Aqcoe5G036100.4.p, Aqcoe5G036100.3.p, Aqcoe5G036100.2.p, Aqcoe5G036100.1.p	Solyc02g069515.1.1, Solyc02g069520.2.1
OG0006175	Aqcoe5G089300.1.p	Solyc05g009270.3.1
OG0006176	Aqcoe3G132200.2.p, Aqcoe3G132200.1.p, Aqcoe0015s0011.1.p, Aqcoe5G381600.1.p	Solyc03g111590.3.1
OG0006177	Aqcoe5G177400.1.p	Solyc01g110440.4.1, Solyc10g054440.2.1
OG0006178	Aqcoe5G089700.2.p, Aqcoe5G089700.1.p	Solyc01g099850.3.1
OG0006179	Aqcoe5G166700.1.p	Solyc04g076410.3.1, Solyc12g087990.2.1
OG0006180	Aqcoe5G466700.2.p, Aqcoe5G466700.1.p	Solyc03g082970.3.1
OG0006181	Aqcoe5G379100.1.p	Solyc05g015210.3.1
OG0006182	Aqcoe5G101100.1.p	Solyc12g088370.2.1, Solyc04g077920.3.1
OG0006183	Aqcoe5G350300.1.p, Aqcoe5G350300.2.p	Solyc05g015860.3.1, Solyc05g015861.1.1
OG0006185	Aqcoe3G018400.1.p	Solyc12g040510.2.1, Solyc06g069010.3.1, Solyc03g119040.3.1
OG0006186	Aqcoe3G143400.1.p, Aqcoe3G410800.1.p	Solyc03g098020.3.1
OG0006187	Aqcoe3G008000.1.p	Solyc04g009180.2.1, Solyc01g008230.3.1
OG0006188	Aqcoe3G403000.1.p	Solyc05g008350.3.1
OG0006189	Aqcoe3G227600.2.p, Aqcoe3G227600.1.p, Aqcoe3G229400.2.p, Aqcoe3G229400.1.p, Aqcoe3G229400.3.p	Solyc01g080940.3.1
OG0006190	Aqcoe3G442500.1.p	Solyc03g019873.1.1, Solyc06g072135.1.1
OG0006191	Aqcoe3G352300.3.p, Aqcoe3G352300.4.p, Aqcoe3G352300.6.p, Aqcoe3G352300.5.p	Solyc07g005480.3.1, Solyc08g075650.3.1, Solyc06g069665.1.1, Solyc06g069670.3.1
OG0006192	Aqcoe3G071700.1.p, Aqcoe3G071700.2.p	Solyc08g016050.3.1
OG0006193	Aqcoe3G216200.1.p, Aqcoe3G216200.2.p	Solyc04g039950.3.1
OG0006194	Aqcoe3G340900.2.p, Aqcoe3G340900.1.p	Solyc02g088000.3.1
OG0006195	Aqcoe3G058400.1.p, Aqcoe3G058600.1.p	Solyc02g088380.3.1
OG0006196	Aqcoe3G402200.1.p, Aqcoe3G402200.2.p	Solyc02g086145.1.1
OG0006197	Aqcoe3G109100.2.p, Aqcoe3G109100.3.p, Aqcoe3G109100.1.p	Solyc05g006040.3.1
OG0006197	Aqcoe3G304700.1.p	Solyc05g006110.3.1
OG0006198	Aqcoe3G419700.1.p	Solyc12g010180.2.1
OG0006199	Aqcoe3G124100.1.p	Solyc02g086680.3.1
OG0006200	Aqcoe3G110000.1.p, Aqcoe3G303100.1.p, Aqcoe3G303100.4.p, Aqcoe3G303100.2.p, Aqcoe3G303100.3.p	Solyc02g081950.3.1
OG0006201	Aqcoe3G233700.1.p	Solyc08g076930.1.1, Solyc08g005050.3.1
OG0006202	Aqcoe3G426400.2.p, Aqcoe3G426400.1.p	Solyc02g081380.3.1, Solyc02g036450.3.1, Solyc02g069370.3.1
OG0006203	Aqcoe3G266400.1.p	Solyc07g047790.3.1
OG0006204	Aqcoe3G418500.1.p	Solyc02g081920.3.1
OG0006205	Aqcoe3G356500.1.p	Solyc05g012660.2.1
OG0006206	Aqcoe3G342400.1.p, Aqcoe3G342400.2.p	Solyc06g036000.3.1, Solyc06g035990.3.1
OG0006207	Aqcoe3G401600.1.p	Solyc03g119450.3.1
OG0006208	Aqcoe3G438900.1.p	Solyc01g007910.3.1, Solyc02g005350.3.1
OG0006209	Aqcoe3G355300.2.p, Aqcoe3G355300.1.p, Aqcoe3G354600.1.p, Aqcoe3G354600.2.p	Solyc05g012680.3.1, Solyc03g115640.3.1
OG0006210	Aqcoe3G134600.6.p, Aqcoe3G134600.2.p, Aqcoe3G134600.5.p, Aqcoe3G134600.4.p, Aqcoe3G134600.1.p, Aqcoe3G134600.3.p	Solyc05g014050.3.1
OG0006211	Aqcoe3G097300.1.p, Aqcoe3G321900.2.p, Aqcoe3G321900.3.p, Aqcoe3G321900.1.p	Solyc03g113380.3.1
OG0006212	Aqcoe3G027300.1.p	Solyc02g086260.1.1, Solyc03g034300.1.1
OG0006213	Aqcoe3G416100.1.p, Aqcoe3G005900.1.p	Solyc11g011020.2.1, Solyc03g118510.3.1, Solyc06g068910.3.1
OG0006214	Aqcoe3G339200.1.p, Aqcoe3G339200.2.p, Aqcoe3G345500.1.p, Aqcoe3G345400.1.p	Solyc03g115860.3.1
OG0006215	Aqcoe3G427500.1.p, Aqcoe3G427500.2.p	Solyc05g005730.3.1
OG0006216	Aqcoe3G364800.1.p	Solyc03g115220.3.1
OG0006217	Aqcoe3G382400.1.p	Solyc07g008880.3.1
OG0006218	Aqcoe3G071300.2.p, Aqcoe3G071300.1.p	Solyc04g005200.3.1
OG0006219	Aqcoe3G061300.1.p, Aqcoe3G061300.2.p	Solyc01g095230.3.1
OG0006220	Aqcoe3G293000.2.p, Aqcoe3G293000.1.p, Aqcoe3G272700.1.p	Solyc08g078430.3.1
OG0006221	Aqcoe3G298000.1.p	Solyc05g005670.1.1, Solyc03g114160.1.1
OG0006222	Aqcoe3G012200.1.p	Solyc02g063340.1.1, Solyc02g091480.1.1
OG0006223	Aqcoe3G444900.2.p, Aqcoe3G444900.1.p, Aqcoe3G444900.3.p	Solyc10g080520.2.1
OG0006225	Aqcoe3G029100.1.p	Solyc02g063240.3.1, Solyc02g086180.3.1, Solyc02g086190.2.1
OG0006226	Aqcoe3G073900.4.p, Aqcoe3G073900.3.p, Aqcoe3G073900.2.p, Aqcoe3G073900.1.p	Solyc11g008700.2.1
OG0006227	Aqcoe3G287400.1.p, Aqcoe3G287400.2.p	Solyc03g112910.3.1
OG0006228	Aqcoe3G045300.1.p	Solyc07g056050.1.1
OG0006229	Aqcoe3G245100.1.p, Aqcoe3G245100.2.p	Solyc11g005340.2.1
OG0006230	Aqcoe3G416400.2.p, Aqcoe3G416400.1.p, Aqcoe3G416400.3.p	Solyc04g045340.3.1
OG0006231	Aqcoe3G416700.1.p	Solyc04g007860.3.1
OG0006232	Aqcoe3G441700.3.p, Aqcoe3G441700.1.p, Aqcoe3G441700.2.p	Solyc09g020140.3.1
OG0006233	Aqcoe3G384600.1.p, Aqcoe3G074700.1.p, Aqcoe3G074700.2.p	Solyc03g114590.3.1, Solyc12g038920.2.1, Solyc06g069330.3.1
OG0006234	Aqcoe3G387900.2.p, Aqcoe3G387900.1.p	Solyc02g065620.3.1
OG0006235	Aqcoe3G160400.4.p, Aqcoe3G160400.3.p, Aqcoe3G160400.1.p, Aqcoe3G160400.5.p, Aqcoe3G160400.2.p	Solyc10g083960.2.1, Solyc09g008310.3.1
OG0006236	Aqcoe3G294600.1.p	Solyc05g005630.3.1, Solyc04g026200.3.1, Solyc04g026220.3.1, Solyc04g026223.1.1, Solyc04g026227.1.1
OG0006237	Aqcoe3G172700.3.p, Aqcoe3G172700.5.p, Aqcoe3G172700.4.p, Aqcoe3G172700.2.p, Aqcoe3G172700.1.p	Solyc08g076190.3.1
OG0006238	Aqcoe3G287700.4.p, Aqcoe3G287700.1.p, Aqcoe3G287700.2.p, Aqcoe3G287700.3.p	Solyc01g008010.3.1
OG0006239	Aqcoe3G017400.1.p	Solyc07g066450.3.1
OG0006240	Aqcoe3G344000.1.p	Solyc05g007820.3.1
OG0006241	Aqcoe3G031100.2.p, Aqcoe3G031100.1.p	Solyc04g072440.3.1
OG0006242	Aqcoe3G149600.1.p	Solyc07g065720.3.1, Solyc04g049970.3.1
OG0006243	Aqcoe3G350700.2.p, Aqcoe3G350700.1.p	Solyc03g115740.2.1, Solyc05g013020.1.1
OG0006244	Aqcoe3G143900.2.p, Aqcoe3G143900.1.p	Solyc02g067860.3.1
OG0006245	Aqcoe3G371400.2.p, Aqcoe3G371400.3.p, Aqcoe3G371400.1.p, Aqcoe3G371400.5.p, Aqcoe3G371400.4.p	Solyc05g012220.3.1
OG0006246	Aqcoe3G334900.1.p	Solyc03g116340.3.1
OG0006247	Aqcoe3G030300.1.p	Solyc03g119270.1.1
OG0006248	Aqcoe3G275400.1.p	Solyc05g050800.3.1
OG0006250	Aqcoe3G236300.3.p, Aqcoe3G236300.4.p, Aqcoe3G236300.1.p, Aqcoe3G236300.2.p	Solyc12g099860.2.1
OG0006251	Aqcoe3G306800.1.p	Solyc03g113870.1.1, Solyc02g087200.1.1
OG0006252	Aqcoe3G048200.1.p, Aqcoe3G048200.2.p, Aqcoe3G048200.4.p, Aqcoe3G048200.3.p	Solyc05g009920.3.1
OG0006253	Aqcoe3G311000.1.p	Solyc03g113740.3.1
OG0006254	Aqcoe3G206700.1.p	Solyc06g068770.3.1, Solyc05g012730.1.1, Solyc12g042360.2.1
OG0006255	Aqcoe3G233200.1.p	Solyc06g061190.1.1
OG0006256	Aqcoe3G040900.1.p	Solyc12g036900.1.1, Solyc06g069150.1.1, Solyc03g119610.1.1, Solyc05g009520.1.1
OG0006296	Aqcoe7G060900.1.p, Aqcoe7G060900.2.p, Aqcoe2G181900.1.p, Aqcoe0729s0001.1.p	Solyc01g091510.3.1
OG0006297	Aqcoe2G310900.1.p	Solyc09g074560.3.1
OG0006298	Aqcoe2G241100.2.p, Aqcoe2G241100.1.p	Solyc01g079080.3.1
OG0006300	Aqcoe2G278400.1.p	Solyc01g060260.3.1
OG0006301	Aqcoe2G395900.1.p	Solyc07g061800.3.1, Solyc07g061790.3.1
OG0006302	Aqcoe2G137000.1.p	Solyc11g007170.2.1
OG0006303	Aqcoe2G404200.2.p, Aqcoe2G404200.1.p, Aqcoe2G404100.1.p	Solyc09g092430.3.1
OG0006304	Aqcoe2G297600.1.p	Solyc02g069140.2.1, Solyc02g065300.1.1
OG0006305	Aqcoe2G099100.1.p	Solyc06g076890.1.1, Solyc05g052720.1.1
OG0006306	Aqcoe2G017700.2.p, Aqcoe2G017700.1.p	Solyc01g087470.3.1
OG0006307	Aqcoe2G101700.1.p	Solyc10g085100.2.1, Solyc09g014300.3.1
OG0006308	Aqcoe2G032700.3.p, Aqcoe2G032700.4.p, Aqcoe2G032700.1.p, Aqcoe2G032700.2.p	Solyc04g071960.3.1, Solyc04g071970.3.1, Solyc04g071940.3.1
OG0006309	Aqcoe2G222000.1.p	Solyc06g066320.3.1
OG0006310	Aqcoe2G303500.1.p, Aqcoe2G303500.3.p, Aqcoe2G303500.2.p, Aqcoe6G026600.1.p	Solyc11g018470.2.1, Solyc11g017474.1.1, Solyc11g017478.1.1
OG0006311	Aqcoe4G222900.1.p, Aqcoe7G217400.1.p, Aqcoe1G362200.2.p, Aqcoe2G255500.1.p, Aqcoe1G362200.1.p, Aqcoe5G102900.2.p, Aqcoe5G102900.1.p, Aqcoe3G231000.3.p, Aqcoe3G231000.1.p, Aqcoe3G231000.2.p, Aqcoe6G270600.1.p, Aqcoe7G389700.1.p, Aqcoe5G401500.1.p, Aqcoe1G287200.2.p, Aqcoe1G287200.3.p, Aqcoe1G287200.1.p, Aqcoe6G226100.1.p, Aqcoe6G238300.1.p, Aqcoe5G024500.3.p, Aqcoe5G024500.1.p, Aqcoe5G024500.2.p, Aqcoe5G024500.4.p	Solyc12g042483.1.1
OG0006312	Aqcoe2G346000.1.p	Solyc09g082080.1.1
OG0006313	Aqcoe2G178400.1.p, Aqcoe2G178400.2.p	Solyc09g010390.2.1, Solyc10g084620.2.1
OG0006314	Aqcoe2G074400.1.p	Solyc06g082680.3.1, Solyc06g007540.3.1
OG0006315	Aqcoe2G323200.2.p, Aqcoe2G323200.1.p	Solyc12g035670.2.1, Solyc04g056498.1.1
OG0006316	Aqcoe2G147500.1.p, Aqcoe2G147500.3.p, Aqcoe2G147500.6.p, Aqcoe2G147500.5.p, Aqcoe2G147500.4.p, Aqcoe2G147500.2.p	Solyc05g054520.3.1
OG0006317	Aqcoe2G045300.1.p	Solyc12g021230.2.1
OG0006318	Aqcoe2G129400.4.p, Aqcoe2G129400.3.p, Aqcoe2G129400.2.p, Aqcoe2G129400.1.p, Aqcoe1G455400.1.p	Solyc05g055360.3.1, Solyc11g007510.2.1
OG0006319	Aqcoe2G256900.1.p	Solyc01g057830.3.1, Solyc12g099110.2.1
OG0006320	Aqcoe2G343500.2.p, Aqcoe2G343500.1.p	Solyc07g005580.3.1
OG0006321	Aqcoe7G432400.1.p, Aqcoe7G432400.2.p, Aqcoe2G139000.1.p	Solyc08g067210.3.1
OG0006322	Aqcoe2G427400.1.p	Solyc09g098280.3.1
OG0006323	Aqcoe2G164700.1.p, Aqcoe2G164700.2.p	Solyc11g007760.2.1, Solyc03g071750.3.1
OG0006324	Aqcoe1G001900.1.p, Aqcoe1G001900.3.p, Aqcoe1G001900.2.p, Aqcoe2G001000.1.p	Solyc10g081490.2.1
OG0006325	Aqcoe2G028900.1.p	Solyc11g065220.2.1
OG0006326	Aqcoe5G066300.2.p, Aqcoe5G066300.3.p, Aqcoe5G066300.1.p, Aqcoe2G322800.1.p	Solyc06g084400.3.1
OG0006327	Aqcoe5G030900.2.p, Aqcoe5G030900.1.p, Aqcoe5G030900.3.p, Aqcoe2G286400.2.p, Aqcoe2G286400.1.p	Solyc06g075390.3.1, Solyc10g080130.2.1
OG0006328	Aqcoe2G406000.1.p	Solyc12g098465.1.1, Solyc12g098470.2.1, Solyc05g053770.3.1
