Orthogroup	A_coerulea.proteins	A_thaliana.proteins
OG0004955	Aqcoe3G420100.2.p, Aqcoe3G420100.1.p, Aqcoe3G420100.5.p, Aqcoe3G420100.3.p, Aqcoe3G420100.4.p	AT1G68080.2, AT1G68080.3, AT1G68080.5, AT1G68080.4, AT1G68080.1
OG0004956	Aqcoe3G009600.1.p	AT2G01690.2, AT2G01690.1
OG0004957	Aqcoe3G314900.3.p, Aqcoe3G314900.2.p, Aqcoe3G314900.1.p	AT5G11010.2, AT5G11010.1, AT5G11010.3, AT5G11010.4
OG0004959	Aqcoe3G321500.1.p	AT1G69890.1, AT1G59710.1, AT1G59710.2, AT1G59710.3, AT3G01311.1, AT3G01311.2
OG0004960	Aqcoe3G436300.2.p, Aqcoe3G436300.1.p	AT3G05320.1, AT3G05320.2, AT3G05320.3
OG0004961	Aqcoe3G364900.1.p	AT3G05010.1, AT5G27210.1
OG0004962	Aqcoe3G420000.1.p	AT1G48450.3, AT1G48450.2, AT1G48450.1, AT3G17800.1, AT3G17800.2
OG0004963	Aqcoe3G034500.2.p, Aqcoe3G034500.1.p	AT1G25350.1, AT1G25350.2
OG0004964	Aqcoe3G257800.1.p	AT4G17620.1, AT4G17620.2, AT4G17620.3
OG0004965	Aqcoe3G315000.1.p	AT1G74830.1, AT1G18990.1
OG0004966	Aqcoe3G005600.2.p, Aqcoe3G005600.1.p	AT5G37720.1, AT5G37720.2, AT1G66260.1, AT1G66260.2
OG0004967	Aqcoe3G090000.1.p	AT5G62760.4, AT5G62760.3, AT5G62760.1, AT5G62760.2, AT5G62760.5, AT5G62760.6
OG0004968	Aqcoe3G051400.2.p, Aqcoe3G051400.3.p, Aqcoe3G051400.1.p	AT5G23080.1, AT5G23080.2
OG0004969	Aqcoe3G004600.1.p	AT4G11560.2, AT4G11560.1
OG0004970	Aqcoe3G440100.1.p	AT3G19960.4, AT3G19960.5, AT3G19960.1, AT3G19960.2, AT1G50360.1
OG0004971	Aqcoe3G428700.2.p, Aqcoe3G428700.1.p	AT5G43680.1, AT5G43680.2
OG0004972	Aqcoe3G286100.1.p	AT1G23450.1, AT1G23460.1, AT1G23460.2, AT1G70500.1
OG0004973	Aqcoe3G100100.1.p	AT3G28470.1, AT1G18960.1
OG0004974	Aqcoe3G047400.1.p	AT1G26110.1, AT1G26110.2
OG0004975	Aqcoe3G241900.1.p	AT1G32400.2, AT1G32400.3, AT1G32400.1
OG0004976	Aqcoe3G128100.1.p, Aqcoe3G128100.2.p	AT3G48210.1
OG0004977	Aqcoe3G056600.1.p	AT3G29280.2, AT3G29280.1
OG0005014	Aqcoe2G090700.1.p	AT1G30080.2, AT1G30080.1, AT4G18340.1, AT4G18340.2
OG0005015	Aqcoe2G004700.1.p	AT1G66410.4, AT3G43810.3, AT3G43810.4
OG0005015	Aqcoe2G010400.1.p	AT1G66410.3
OG0005016	Aqcoe2G431200.1.p, Aqcoe2G431200.2.p	AT2G43330.1
OG0005017	Aqcoe2G315500.1.p, Aqcoe5G074000.2.p, Aqcoe5G074000.1.p	AT1G08830.1, AT1G08830.2
OG0005018	Aqcoe2G136300.3.p, Aqcoe2G136300.5.p, Aqcoe2G136300.6.p, Aqcoe2G136300.2.p, Aqcoe2G136300.4.p, Aqcoe2G136300.1.p	AT3G10070.1
OG0005019	Aqcoe5G053200.1.p, Aqcoe2G347100.2.p, Aqcoe2G347100.1.p, Aqcoe2G347100.3.p	AT1G08720.1, AT1G08720.2
OG0005020	Aqcoe2G081600.1.p, Aqcoe2G081600.2.p	AT3G56130.2, AT3G56130.3, AT3G56130.1, AT3G56130.4, AT3G56130.5
OG0005022	Aqcoe7G069500.1.p, Aqcoe1G502500.1.p, Aqcoe1G483500.1.p, Aqcoe3G395000.1.p, Aqcoe5G068000.1.p, Aqcoe5G100200.1.p, Aqcoe1G060900.1.p, Aqcoe2G348000.1.p	AT1G16820.2, AT1G16820.1, AT1G16820.3, AT1G16820.4
OG0005023	Aqcoe2G068400.1.p	AT1G08410.1, AT2G27200.1
OG0005024	Aqcoe2G204700.1.p, Aqcoe2G433300.3.p, Aqcoe2G433300.2.p, Aqcoe2G433300.1.p	AT2G46280.1, AT5G57650.1, AT2G46280.3, AT2G46280.2, AT2G46290.1
OG0005025	Aqcoe2G437700.1.p	AT2G43850.1, AT2G43850.2, AT2G43850.3, AT3G59830.1, AT2G31800.1
OG0005026	Aqcoe2G008200.1.p	AT3G60100.3, AT3G60100.2, AT3G60100.1, AT2G44350.4, AT2G44350.2, AT2G44350.3, AT2G44350.1
OG0005027	Aqcoe1G473100.1.p, Aqcoe2G177300.3.p, Aqcoe2G177300.1.p	AT3G55320.1, AT2G39480.2, AT2G39480.1
OG0005029	Aqcoe2G424200.1.p, Aqcoe2G424300.1.p, Aqcoe2G424500.1.p, Aqcoe2G424100.1.p	AT1G33600.1, AT1G33600.2, AT1G33612.1, AT1G33610.1, AT1G33670.1, AT1G33590.2, AT1G33590.3, AT1G33590.1, AT2G26380.1
OG0005030	Aqcoe2G408300.1.p, Aqcoe2G408300.2.p	AT5G16520.1, AT5G16520.2
OG0005031	Aqcoe2G423900.3.p, Aqcoe2G423900.1.p, Aqcoe2G423900.2.p	AT1G05790.3, AT1G05790.1, AT1G05790.2, AT1G05790.4
OG0005034	Aqcoe2G086800.2.p, Aqcoe2G086800.3.p, Aqcoe2G086800.4.p, Aqcoe2G086800.1.p	AT5G07140.1, AT5G58520.1
OG0005035	Aqcoe2G024700.2.p, Aqcoe2G024700.1.p	AT3G21070.3, AT3G21070.4, AT3G21070.2, AT3G21070.1
OG0005036	Aqcoe2G033300.2.p, Aqcoe2G033300.1.p, Aqcoe2G033300.3.p, Aqcoe2G033300.4.p	AT2G41370.1, AT3G57130.1
OG0005037	Aqcoe2G017200.1.p	AT3G23890.2, AT3G23890.1
OG0005038	Aqcoe2G403400.1.p, Aqcoe1G099400.1.p	AT4G14080.1, AT3G23770.1, AT3G07320.1
OG0005039	Aqcoe2G095900.1.p	AT5G01470.6, AT5G01470.3, AT5G01470.5, AT5G01470.1, AT5G01470.2, AT5G01470.7, AT5G01470.4
OG0005040	Aqcoe2G071700.1.p, Aqcoe2G071000.1.p	AT5G58240.1, AT5G58240.2, AT5G58240.3
OG0005041	Aqcoe2G384000.3.p, Aqcoe2G384000.1.p, Aqcoe2G384000.2.p	AT1G04080.1, AT1G04080.3, AT1G04080.4, AT1G04080.5, AT1G04080.2
OG0005042	Aqcoe2G012000.1.p, Aqcoe2G012000.2.p, Aqcoe2G012000.3.p	AT3G20810.2, AT3G20810.1, AT3G20810.3, AT3G20810.4, AT3G20810.5
OG0005043	Aqcoe2G021700.1.p, Aqcoe1G061200.1.p	AT1G54390.2, AT1G54390.1, AT1G54390.4, AT1G54390.3, AT1G54390.5, AT1G54390.7, AT1G54390.8, AT1G54390.6
OG0005044	Aqcoe2G359500.1.p, Aqcoe2G359500.2.p, Aqcoe2G364800.1.p, Aqcoe2G364800.2.p	AT5G43720.1, AT1G04230.1, AT1G04230.2
OG0005045	Aqcoe2G126100.1.p	AT2G36480.2, AT2G36480.1
OG0005046	Aqcoe2G231000.1.p	AT3G11420.1
OG0005046	Aqcoe1G101700.1.p	AT2G37730.1
OG0005047	Aqcoe2G275100.1.p	AT1G56430.1, AT1G09240.1, AT5G56080.1, AT5G04950.1
OG0005048	Aqcoe2G431300.1.p	AT1G05870.7, AT1G05870.6, AT1G05870.1, AT1G05870.8, AT1G05870.3, AT1G05870.12, AT1G05870.4, AT1G05870.5, AT1G05870.9, AT1G05870.2, AT1G05870.10, AT1G05870.11, AT2G43340.1
OG0005049	Aqcoe2G350000.1.p	AT5G26110.1, AT5G26110.3, AT5G26110.2
OG0005050	Aqcoe2G434900.1.p	AT1G06040.1, AT1G06040.2, AT2G31380.1
OG0005051	Aqcoe2G090100.1.p	AT5G60010.1, AT3G45810.1
OG0005052	Aqcoe2G039100.1.p	AT5G56490.1, AT1G32300.1, AT2G46760.1, AT2G46740.1, AT2G46750.1
OG0005053	Aqcoe2G282500.1.p	AT5G49270.1, AT3G16860.1, AT4G16120.1
OG0005054	Aqcoe2G089000.1.p	AT1G15120.1, AT2G01090.2, AT2G01090.3, AT2G01090.1, AT2G01090.4, AT1G15120.2
OG0005055	Aqcoe2G296800.1.p, Aqcoe2G296700.1.p	AT4G15840.1, AT4G15840.2
OG0005057	Aqcoe2G200900.1.p, Aqcoe2G194600.1.p, Aqcoe3G240200.1.p, Aqcoe6G264400.1.p, Aqcoe2G189300.1.p	ATCG00670.1
OG0005058	Aqcoe2G223200.1.p, Aqcoe2G223300.1.p, Aqcoe3G123400.1.p	AT5G18400.2, AT5G18400.3, AT5G18400.1
OG0005059	Aqcoe2G071500.1.p	AT4G22910.1, AT4G11920.1
OG0005060	Aqcoe2G097300.2.p, Aqcoe2G097300.3.p, Aqcoe2G097300.1.p	AT3G51880.3, AT3G51880.1, AT3G51880.5, AT3G51880.2, AT3G51880.4
OG0005061	Aqcoe2G066500.1.p	AT5G01010.2, AT5G01010.4, AT5G01010.5, AT5G01010.1, AT5G01010.3
OG0005062	Aqcoe2G165700.1.p, Aqcoe2G165700.3.p, Aqcoe2G165700.2.p	AT3G53460.2, AT3G53460.1, AT3G53460.3, AT3G53460.4, AT2G37220.1
OG0005064	Aqcoe2G404700.1.p, Aqcoe2G404500.1.p	AT3G07310.2, AT3G07310.1, AT5G48590.1
OG0005065	Aqcoe1G110400.1.p	AT1G10390.1, AT1G10390.3, AT1G10390.2
OG0005066	Aqcoe2G433700.1.p	AT2G43430.3, AT2G43430.2, AT2G43430.1, AT2G31350.2, AT2G31350.3, AT2G31350.1, AT1G06130.1, AT1G06130.2
OG0005067	Aqcoe2G402500.1.p	AT1G04830.3, AT1G04830.1, AT1G04830.2, AT4G13730.3, AT4G13730.2, AT4G13730.1
OG0005068	Aqcoe2G043400.1.p	AT5G12180.1, AT5G19360.1
OG0005069	Aqcoe1G063400.2.p, Aqcoe1G063400.1.p, Aqcoe2G062200.1.p	AT4G17650.1
OG0005070	Aqcoe4G028900.3.p, Aqcoe4G028900.4.p, Aqcoe4G028900.1.p, Aqcoe4G028900.2.p, Aqcoe2G165200.1.p	AT5G41020.1
OG0005071	Aqcoe2G431400.2.p, Aqcoe2G431400.1.p	AT1G65450.2, AT1G65450.1, AT1G65450.3
OG0005072	Aqcoe2G120900.1.p, Aqcoe2G120900.3.p, Aqcoe2G120900.2.p	AT3G52610.1
OG0005073	Aqcoe1G470200.1.p	AT2G28725.1, AT1G07795.1
OG0005073	Aqcoe2G180700.1.p	AT2G37530.1
OG0005074	Aqcoe2G436800.1.p, Aqcoe2G436800.2.p	AT5G10460.1
OG0005075	Aqcoe1G159800.1.p, Aqcoe2G152000.1.p, Aqcoe2G152000.2.p	AT3G55460.1
OG0005076	Aqcoe2G013800.1.p	AT3G52110.4, AT3G52110.3, AT3G52110.2, AT3G52110.1
OG0005077	Aqcoe2G116500.1.p	AT2G36090.1, AT3G44326.1
OG0005078	Aqcoe2G378500.2.p, Aqcoe2G378500.1.p	AT2G20440.1, AT2G20440.2, AT4G28550.1, AT2G20440.3, AT4G28550.3, AT4G28550.2
OG0005079	Aqcoe2G199300.1.p, Aqcoe5G195400.1.p	ATMG00580.1
OG0005080	Aqcoe2G291900.1.p	AT4G02405.2, AT4G02405.1
OG0005081	Aqcoe2G410400.1.p	AT1G73910.2, AT1G73910.1, AT1G73910.3
OG0005081	Aqcoe5G452100.2.p, Aqcoe5G452100.1.p	AT1G18450.1
OG0005082	Aqcoe2G080700.1.p, Aqcoe2G080700.2.p, Aqcoe2G080700.3.p	AT3G08840.2, AT3G08840.7, AT3G08840.6, AT3G08840.3, AT3G08840.10, AT3G08840.8, AT3G08840.5, AT3G08840.9, AT3G08840.11, AT3G08840.4, AT3G08840.1, AT3G08840.13, AT3G08840.12
OG0005084	Aqcoe6G221400.1.p, Aqcoe6G221400.2.p, Aqcoe6G221400.3.p	AT5G35980.3, AT5G35980.1, AT5G35980.2
OG0005085	Aqcoe6G240900.1.p, Aqcoe6G205600.1.p	AT5G23710.1
OG0005086	Aqcoe6G273400.1.p	AT4G37690.1, AT2G22900.1
OG0005088	Aqcoe6G127300.6.p, Aqcoe6G127300.5.p, Aqcoe6G127300.7.p, Aqcoe6G127300.8.p, Aqcoe6G127300.1.p, Aqcoe6G127300.2.p, Aqcoe6G127300.4.p, Aqcoe6G127300.10.p, Aqcoe6G127300.9.p, Aqcoe6G127300.3.p	AT1G27660.1
OG0005089	Aqcoe6G265600.1.p	ATMG00160.1
OG0005090	Aqcoe6G024100.1.p	AT1G21760.2, AT1G21760.1
OG0005091	Aqcoe6G050200.1.p, Aqcoe6G050200.2.p	AT5G09960.1, AT5G09960.2, AT5G09960.3, AT5G64850.1
OG0005092	Aqcoe6G109100.1.p	AT5G42620.2, AT5G42620.1
OG0005093	Aqcoe6G142300.5.p, Aqcoe6G142300.1.p, Aqcoe6G142300.3.p, Aqcoe6G142300.2.p, Aqcoe6G142300.4.p	AT4G37020.1, AT4G37020.2
OG0005094	Aqcoe6G024900.2.p, Aqcoe6G024900.1.p	AT1G77490.2, AT1G77490.1, AT4G08390.5, AT4G08390.1, AT4G08390.2, AT4G08390.3
OG0005095	Aqcoe1G245700.2.p, Aqcoe6G169900.3.p, Aqcoe6G169900.2.p, Aqcoe6G169900.1.p, Aqcoe1G245700.1.p	AT2G31060.3, AT2G31060.2, AT2G31060.1
OG0005096	Aqcoe6G135600.5.p, Aqcoe6G135600.4.p, Aqcoe6G135600.3.p, Aqcoe6G135600.1.p, Aqcoe6G135600.2.p	AT4G34090.2, AT4G34090.1, AT4G34090.3, AT2G23370.1, AT2G23370.2
OG0005097	Aqcoe6G048500.1.p	AT5G64813.2, AT5G64813.3, AT5G64813.1
OG0005098	Aqcoe6G157600.2.p, Aqcoe6G157600.1.p	AT2G22610.3, AT2G22610.1, AT2G22610.2
OG0005099	Aqcoe1G208100.1.p, Aqcoe6G163900.1.p, Aqcoe6G163900.2.p	AT4G18040.1, AT1G29590.1, AT1G29550.1
OG0005100	Aqcoe6G254700.1.p, Aqcoe5G179900.1.p, Aqcoe5G179800.1.p	AT5G04330.1, AT4G36220.1
OG0005102	Aqcoe6G235500.3.p, Aqcoe6G235500.4.p, Aqcoe6G235500.6.p, Aqcoe6G235500.2.p, Aqcoe6G235500.5.p, Aqcoe6G235500.1.p	AT1G76050.1, AT1G76050.2
OG0005103	Aqcoe6G007200.2.p, Aqcoe6G007200.1.p	AT5G63640.1, AT5G63640.2
OG0005104	Aqcoe6G033300.1.p	AT1G21650.2, AT1G21650.1, AT1G21650.3
OG0005105	Aqcoe4G225500.1.p, Aqcoe6G295100.1.p, Aqcoe6G295300.1.p, Aqcoe6G295500.1.p	AT4G24220.2, AT4G24220.1
OG0005106	Aqcoe6G268200.1.p	AT3G49780.1, AT5G65870.1
OG0005107	Aqcoe6G186900.1.p, Aqcoe6G186900.2.p	AT5G42320.1, AT5G42320.2
OG0005108	Aqcoe5G200400.1.p	AT1G19300.1, AT3G50760.1
OG0005109	Aqcoe6G092900.2.p, Aqcoe6G092900.1.p, Aqcoe6G092900.3.p	AT5G08310.1, AT5G08310.2
OG0005110	Aqcoe6G012100.1.p	AT1G22840.1, AT4G10040.1
OG0005111	Aqcoe5G190300.1.p	AT2G18380.1, AT4G36620.1, AT3G50870.1
OG0005112	Aqcoe6G325400.1.p	AT4G30000.1, AT4G30000.2, AT1G69190.1
OG0005113	Aqcoe6G125500.1.p	AT1G19630.1, AT1G19630.2, AT1G19630.3
OG0005114	Aqcoe6G213100.3.p, Aqcoe6G213100.5.p, Aqcoe6G213100.6.p, Aqcoe6G213100.1.p, Aqcoe6G213100.2.p, Aqcoe6G213100.4.p	AT4G34960.1
OG0005115	Aqcoe6G327400.3.p, Aqcoe6G327400.1.p, Aqcoe6G327400.2.p, Aqcoe6G327400.4.p, Aqcoe0705s0001.1.p, Aqcoe3G135700.1.p	AT1G13160.1
OG0005116	Aqcoe6G069900.1.p, Aqcoe6G069900.2.p	AT1G09920.1
OG0005118	Aqcoe6G221900.1.p	AT4G35010.1, AT2G16730.1
OG0005119	Aqcoe6G015600.2.p, Aqcoe6G015600.1.p	AT1G34320.1, AT1G34320.2
OG0005120	Aqcoe6G296500.1.p	AT2G37690.1
OG0005121	Aqcoe5G304200.1.p, Aqcoe6G014800.1.p	AT1G34550.1, AT1G34550.2, AT4G09630.1, AT4G09630.2
OG0005122	Aqcoe6G168500.1.p, Aqcoe6G168500.2.p, Aqcoe7G273200.3.p, Aqcoe6G168500.4.p, Aqcoe6G168500.3.p, Aqcoe7G273200.1.p, Aqcoe7G273200.2.p	AT1G15390.1
OG0005123	Aqcoe5G264000.6.p, Aqcoe5G264000.5.p, Aqcoe5G264000.2.p, Aqcoe5G264000.1.p, Aqcoe5G264000.4.p, Aqcoe5G264000.3.p, Aqcoe1G305800.1.p, Aqcoe6G029100.1.p	AT5G64010.1
OG0005124	Aqcoe6G001000.1.p, Aqcoe6G001000.2.p	AT5G49740.3, AT5G49740.1, AT5G49730.1, AT5G49740.2, AT5G49730.2
OG0005125	Aqcoe6G062000.1.p	AT2G19120.1, AT4G30100.1, AT4G30100.2
OG0005126	Aqcoe6G004900.1.p	AT1G10320.2, AT1G10320.1
OG0005127	Aqcoe6G063600.2.p, Aqcoe6G063600.1.p	AT5G64160.1
OG0005128	Aqcoe5G176700.1.p, Aqcoe5G176700.2.p, Aqcoe6G244300.1.p	AT3G04080.1, AT5G18280.1
OG0005129	Aqcoe7G117500.2.p, Aqcoe7G117500.1.p, Aqcoe6G062900.1.p, Aqcoe7G117300.1.p, Aqcoe7G117300.2.p	AT5G55140.1
OG0005130	Aqcoe3G188000.2.p, Aqcoe3G188000.3.p, Aqcoe3G188000.1.p, Aqcoe6G030500.1.p	AT3G11070.1, AT5G05520.1
OG0005131	Aqcoe6G129900.1.p	AT1G75440.1, AT4G36410.1, AT1G45050.1, AT5G42990.1
OG0005132	Aqcoe6G104300.1.p	AT3G50830.1
OG0005132	Aqcoe5G204000.1.p	AT2G15970.1, AT2G15970.2, AT4G37220.1
OG0005133	Aqcoe5G206400.1.p, Aqcoe5G206700.1.p, Aqcoe5G199000.1.p, Aqcoe5G199100.1.p, Aqcoe6G086100.1.p, Aqcoe5G199300.1.p, Aqcoe5G206600.1.p, Aqcoe6G110800.1.p	AT2G18620.1, AT4G36810.1, AT3G14510.1
OG0005134	Aqcoe6G156500.1.p	AT5G64330.3, AT5G64330.2, AT5G64330.1
OG0005135	Aqcoe5G162500.1.p, Aqcoe6G156100.1.p	AT5G65430.3, AT5G65430.2, AT5G65430.1, AT5G10450.3, AT5G10450.4, AT5G10450.2, AT5G10450.1
OG0005136	Aqcoe6G001200.2.p, Aqcoe6G001200.1.p	AT3G07370.1
OG0005137	Aqcoe6G093900.1.p	AT2G14110.2, AT2G14110.1
OG0005138	Aqcoe6G056500.4.p, Aqcoe6G056500.5.p, Aqcoe6G056500.6.p, Aqcoe6G056500.2.p, Aqcoe6G056500.1.p, Aqcoe6G056500.3.p	AT1G22060.1, AT1G22060.2
OG0005139	Aqcoe0680s0001.2.p, Aqcoe0680s0001.1.p, Aqcoe7G329300.1.p	AT4G25770.2, AT4G25770.1
OG0005140	Aqcoe4G073100.1.p, Aqcoe4G073100.2.p	AT3G15110.1
OG0005141	Aqcoe4G046200.1.p, Aqcoe3G354700.1.p	AT5G10870.1
OG0005143	Aqcoe4G290000.1.p, Aqcoe4G291700.1.p, Aqcoe4G291700.2.p, Aqcoe4G291700.3.p	AT4G22330.1
OG0005144	Aqcoe4G210600.2.p, Aqcoe4G210600.3.p, Aqcoe4G202100.1.p, Aqcoe4G210600.5.p, Aqcoe4G210600.1.p, Aqcoe4G210600.4.p	AT1G50730.1, AT1G50730.2, AT1G50730.3
OG0005145	Aqcoe4G053200.1.p, Aqcoe4G053200.2.p, Aqcoe4G053900.1.p, Aqcoe4G054400.1.p, Aqcoe4G053300.2.p, Aqcoe4G053300.4.p, Aqcoe4G053300.1.p, Aqcoe4G053300.3.p	AT1G55980.3, AT1G55980.1, AT1G55980.2, AT1G56000.2, AT1G56000.1
OG0005146	Aqcoe4G310600.1.p	AT5G47670.1, AT5G47670.3, AT5G47670.2
OG0005147	Aqcoe4G197700.1.p	AT5G54930.2, AT5G54930.1
OG0005148	Aqcoe7G375300.3.p, Aqcoe7G375300.2.p, Aqcoe7G375300.1.p, Aqcoe4G168600.1.p, Aqcoe3G270200.1.p	AT2G12550.1
OG0005149	Aqcoe3G439400.3.p, Aqcoe3G439400.4.p, Aqcoe3G439400.1.p, Aqcoe3G439400.2.p, Aqcoe4G200500.1.p	AT5G08580.2, AT5G08580.1
OG0005150	Aqcoe5G344000.1.p, Aqcoe5G344300.3.p, Aqcoe5G344300.1.p, Aqcoe5G344300.2.p, Aqcoe4G116000.1.p	AT3G48770.1, AT3G48770.2
OG0005152	Aqcoe4G001300.1.p, Aqcoe7G441500.1.p, Aqcoe1G232300.2.p, Aqcoe1G232300.1.p, Aqcoe1G232300.3.p, Aqcoe1G232300.4.p	AT1G73430.1, AT1G73430.2
OG0005153	Aqcoe4G259900.1.p	AT5G54250.2, AT5G54250.4, AT5G54250.3, AT5G54250.1
OG0005154	Aqcoe4G311900.1.p	AT4G16390.1
OG0005155	Aqcoe1G319300.4.p, Aqcoe1G319300.1.p, Aqcoe1G319300.2.p, Aqcoe1G319300.3.p, Aqcoe4G265700.2.p, Aqcoe4G265700.1.p	AT4G27340.1, AT4G27340.2, AT4G27340.3
OG0005156	Aqcoe5G250300.1.p, Aqcoe5G250200.1.p, Aqcoe4G082000.1.p	AT3G59990.2, AT3G59990.3, AT3G59990.4, AT3G59990.1, AT2G44180.1, AT2G44180.2
OG0005157	Aqcoe4G111900.1.p, Aqcoe7G403000.2.p, Aqcoe7G403000.1.p	AT5G57850.2, AT5G57850.1
OG0005158	Aqcoe4G209600.2.p, Aqcoe4G209600.1.p, Aqcoe4G209600.3.p, Aqcoe4G209600.4.p	AT1G50670.3, AT1G50670.2, AT1G50670.1
OG0005159	Aqcoe4G183900.1.p, Aqcoe4G183900.3.p, Aqcoe4G183900.2.p, Aqcoe3G065000.1.p	AT1G26330.1, AT1G26330.2
OG0005160	Aqcoe7G338700.1.p	AT5G14850.2, AT5G14850.3, AT5G14850.1, AT5G14850.5, AT5G14850.4, AT5G14850.6
OG0005161	Aqcoe7G193800.1.p	AT5G25540.1, AT5G25540.3, AT5G25540.2, AT5G11440.1, AT5G11440.2
OG0005162	Aqcoe7G320900.1.p, Aqcoe7G035000.1.p, Aqcoe7G035000.2.p	AT4G30220.2, AT2G14285.1, AT4G30220.1
OG0005163	Aqcoe7G054300.1.p	AT3G61130.1
OG0005164	Aqcoe7G170900.1.p	AT1G79840.1, AT1G79840.2, AT1G79840.5, AT1G79840.4, AT1G79840.3, AT1G79840.6
OG0005165	Aqcoe7G010500.4.p, Aqcoe7G010500.3.p, Aqcoe7G010500.1.p, Aqcoe7G010500.2.p	AT4G23910.1, AT4G23910.2, AT4G10970.7, AT4G10970.3, AT4G10970.6, AT4G10970.5, AT4G10970.4, AT4G10970.1, AT4G10970.2
OG0005166	Aqcoe7G024000.1.p	AT4G01290.1, AT4G01290.2
OG0005167	Aqcoe7G084100.2.p, Aqcoe7G084100.1.p, Aqcoe7G084200.1.p	AT5G47470.1, AT5G47470.3, AT5G47470.2
OG0005168	Aqcoe7G163900.1.p, Aqcoe7G163800.1.p	AT4G28850.1
OG0005169	Aqcoe7G088400.1.p	AT5G51330.2, AT5G51330.1
OG0005170	Aqcoe7G043400.1.p	AT4G00740.2, AT4G00740.1
OG0005171	Aqcoe7G267300.1.p	AT2G26670.2, AT2G26670.1, AT1G69720.2, AT1G69720.3, AT1G69720.1
OG0005172	Aqcoe7G039200.1.p	AT2G45790.1
OG0005173	Aqcoe1G273400.4.p, Aqcoe1G273400.6.p, Aqcoe1G273400.5.p, Aqcoe5G414400.1.p, Aqcoe7G244700.1.p, Aqcoe1G273400.2.p, Aqcoe1G273400.1.p, Aqcoe1G273400.3.p	AT1G65070.3, AT1G65070.1, AT1G65070.2, AT1G65070.4
OG0005174	Aqcoe7G245100.1.p, Aqcoe1G302900.1.p, Aqcoe1G302900.2.p, Aqcoe1G302900.3.p, Aqcoe3G092400.2.p, Aqcoe3G092400.1.p	AT3G15420.1, AT1G80745.1
OG0005175	Aqcoe7G385900.1.p, Aqcoe7G264300.1.p	AT4G02530.2, AT4G02530.3, AT4G02530.1
OG0005176	Aqcoe7G339000.1.p	AT5G57780.1, AT4G30410.2, AT4G30410.1
OG0005177	Aqcoe7G368200.1.p	AT4G32030.2, AT4G32030.1, AT1G15800.1, AT1G80610.1
OG0005178	Aqcoe7G053700.4.p, Aqcoe7G053700.1.p, Aqcoe7G053700.2.p, Aqcoe7G053700.3.p	AT3G61120.1, AT2G45650.1
OG0005180	Aqcoe7G034200.1.p, Aqcoe7G034100.1.p, Aqcoe7G034200.2.p, Aqcoe7G034200.3.p, Aqcoe7G034300.2.p, Aqcoe7G034300.1.p	AT1G01710.1
OG0005181	Aqcoe7G162900.5.p, Aqcoe7G162900.6.p, Aqcoe7G162900.1.p, Aqcoe7G162900.7.p, Aqcoe7G162900.4.p, Aqcoe7G162900.3.p, Aqcoe7G162900.2.p	AT4G32780.2, AT4G32780.3, AT4G32780.1
OG0005182	Aqcoe7G432800.1.p	AT5G54440.3, AT5G54440.1, AT5G54440.2
OG0005183	Aqcoe7G165900.3.p, Aqcoe7G165900.1.p, Aqcoe7G165900.2.p	AT5G11240.1
OG0005184	Aqcoe7G045700.1.p	AT1G63100.1, AT1G63100.2
OG0005185	Aqcoe7G159900.1.p	AT1G19990.1, AT5G11600.2, AT5G11600.1
OG0005186	Aqcoe7G283600.1.p, Aqcoe7G283600.2.p	AT2G06990.1
OG0005187	Aqcoe7G096400.1.p	AT2G16790.1, AT2G16790.5, AT2G16790.2, AT2G16790.4, AT2G16790.3
OG0005188	Aqcoe7G278800.1.p	AT1G15410.1, AT1G15410.2
OG0005189	Aqcoe7G135900.1.p	AT3G21280.1, AT3G21280.2, AT1G51710.2, AT1G51710.1
OG0005190	Aqcoe7G104100.1.p, Aqcoe5G358200.1.p, Aqcoe3G096200.2.p, Aqcoe3G096200.1.p	AT3G27090.3, AT3G27090.2, AT3G27090.1
OG0005191	Aqcoe7G207500.1.p	AT1G15490.4, AT1G15490.2, AT1G15490.1, AT1G15490.3, AT1G80280.1
OG0005192	Aqcoe7G117600.1.p	AT5G26200.1, AT1G72820.1, AT1G72820.2
OG0005193	Aqcoe7G052800.1.p	AT1G62990.1
OG0005194	Aqcoe7G099900.1.p	AT4G11420.1
OG0005195	Aqcoe7G299900.1.p	AT1G51560.1, AT3G21140.1
OG0005196	Aqcoe7G194300.1.p	AT1G80410.1, AT1G80410.2
OG0005197	Aqcoe7G435300.1.p	AT3G20320.2, AT3G20320.3, AT3G20320.1
OG0005198	Aqcoe7G070000.1.p	AT5G16890.1
OG0005199	Aqcoe7G143600.1.p	AT2G25900.2, AT2G25900.1, AT4G29190.1, AT2G19810.1
OG0005200	Aqcoe7G380500.1.p	AT4G32150.1, AT2G25340.1, AT5G11150.1, AT5G11150.2
OG0005201	Aqcoe7G217300.1.p, Aqcoe7G217300.2.p	AT1G61900.3, AT1G61900.1, AT1G61900.2
OG0005202	Aqcoe7G235200.1.p, Aqcoe3G071800.1.p, Aqcoe7G412100.1.p	AT5G06760.1
OG0005203	Aqcoe7G022800.1.p, Aqcoe7G022800.2.p	AT5G53340.2, AT5G53340.1
OG0005204	Aqcoe7G383800.1.p	AT1G52540.1, AT1G52540.2, AT3G15890.1
