Orthogroup	A_coerulea.proteins	L_sativa.proteins
OG0003132	Aqcoe6G185600.2.p, Aqcoe6G185600.1.p	Lsat_1_v5_gn_8_120341.1
OG0003133	Aqcoe6G328400.1.p	Lsat_1_v5_gn_5_40001.3, Lsat_1_v5_gn_5_40001.2, Lsat_1_v5_gn_5_40001.1
OG0003134	Aqcoe6G312500.1.p	Lsat_1_v5_gn_9_110621.1, Lsat_1_v5_gn_3_90220.1, Lsat_1_v5_gn_4_164481.1
OG0003135	Aqcoe6G245500.1.p, Aqcoe3G013500.5.p, Aqcoe3G013500.2.p, Aqcoe3G013500.1.p	Lsat_1_v5_gn_3_44581.4, Lsat_1_v5_gn_3_44581.3, Lsat_1_v5_gn_3_44301.1, Lsat_1_v5_gn_3_44301.3, Lsat_1_v5_gn_3_44541.3, Lsat_1_v5_gn_3_44541.1, Lsat_1_v5_gn_3_44541.2, Lsat_1_v5_gn_3_44581.1
OG0003136	Aqcoe6G072900.2.p, Aqcoe6G072900.1.p, Aqcoe6G072800.1.p	Lsat_1_v5_gn_7_82221.1, Lsat_1_v5_gn_7_82221.2, Lsat_1_v5_gn_6_105361.3, Lsat_1_v5_gn_6_105361.1, Lsat_1_v5_gn_1_2600.1, Lsat_1_v5_gn_1_2061.1, Lsat_1_v5_gn_1_2081.1, Lsat_1_v5_gn_1_2081.3
OG0003137	Aqcoe6G095400.1.p	Lsat_1_v5_gn_3_91640.4, Lsat_1_v5_gn_3_91640.5, Lsat_1_v5_gn_4_168940.1
OG0003138	Aqcoe6G207700.1.p	Lsat_1_v5_gn_4_146821.1, Lsat_1_v5_gn_4_146800.2, Lsat_1_v5_gn_4_146800.1, Lsat_1_v5_gn_4_146821.3
OG0003139	Aqcoe6G279700.1.p, Aqcoe6G279800.1.p	Lsat_1_v5_gn_7_85120.3
OG0003140	Aqcoe6G053500.1.p, Aqcoe6G053500.2.p	Lsat_1_v5_gn_2_67600.2, Lsat_1_v5_gn_2_67600.1
OG0003141	Aqcoe6G220000.1.p	Lsat_1_v5_gn_2_9160.2, Lsat_1_v5_gn_2_9160.4, Lsat_1_v5_gn_2_9160.1, Lsat_1_v5_gn_0_42440.1
OG0003142	Aqcoe6G175000.2.p, Aqcoe6G175000.1.p, Aqcoe5G120700.1.p	Lsat_1_v5_gn_9_45480.1, Lsat_1_v5_gn_8_25780.1, Lsat_1_v5_gn_2_3480.1, Lsat_1_v5_gn_2_3480.2
OG0003143	Aqcoe6G132800.1.p, Aqcoe5G145300.1.p	Lsat_1_v5_gn_3_90141.2, Lsat_1_v5_gn_3_90141.1, Lsat_1_v5_gn_4_164560.1
OG0003144	Aqcoe5G257900.1.p	Lsat_1_v5_gn_4_142200.3, Lsat_1_v5_gn_4_142200.1
OG0003144	Aqcoe6G063900.1.p	Lsat_1_v5_gn_9_43881.2, Lsat_1_v5_gn_9_43881.1
OG0003145	Aqcoe5G123700.1.p, Aqcoe6G191300.1.p	Lsat_1_v5_gn_8_121961.1, Lsat_1_v5_gn_2_6000.1
OG0003146	Aqcoe6G125400.1.p, Aqcoe5G232900.1.p	Lsat_1_v5_gn_1_16941.1, Lsat_1_v5_gn_5_27281.1, Lsat_1_v5_gn_4_117861.1
OG0003147	Aqcoe6G037600.1.p	Lsat_1_v5_gn_2_37381.3, Lsat_1_v5_gn_2_37381.1, Lsat_1_v5_gn_5_68820.1
OG0003148	Aqcoe4G076800.1.p	Lsat_1_v5_gn_7_30920.1, Lsat_1_v5_gn_7_30920.3, Lsat_1_v5_gn_4_27980.1
OG0003149	Aqcoe4G202500.1.p	Lsat_1_v5_gn_1_129680.3, Lsat_1_v5_gn_1_129680.1, Lsat_1_v5_gn_1_129680.2
OG0003150	Aqcoe4G286300.1.p	Lsat_1_v5_gn_7_94680.2, Lsat_1_v5_gn_7_94680.1
OG0003150	Aqcoe3G351700.4.p, Aqcoe3G351700.3.p, Aqcoe3G351700.1.p, Aqcoe3G351700.2.p	Lsat_1_v5_gn_4_107600.2, Lsat_1_v5_gn_4_107600.1
OG0003152	Aqcoe4G001600.4.p, Aqcoe4G001600.1.p, Aqcoe4G001600.7.p, Aqcoe4G001600.15.p, Aqcoe4G001600.5.p, Aqcoe4G001600.2.p, Aqcoe4G001600.12.p, Aqcoe4G001600.8.p, Aqcoe4G001600.10.p, Aqcoe4G001600.6.p, Aqcoe4G001600.3.p, Aqcoe4G001600.16.p, Aqcoe4G001600.11.p, Aqcoe4G001600.9.p, Aqcoe4G001600.14.p, Aqcoe4G001600.13.p	Lsat_1_v5_gn_8_117040.2, Lsat_1_v5_gn_8_117040.1
OG0003153	Aqcoe4G143500.1.p	Lsat_1_v5_gn_8_131981.1, Lsat_1_v5_gn_3_39141.1
OG0003154	Aqcoe1G264900.1.p, Aqcoe1G265300.1.p, Aqcoe1G265600.1.p	Lsat_1_v5_gn_9_96220.1, Lsat_1_v5_gn_9_96260.1
OG0003154	Aqcoe4G103200.1.p, Aqcoe4G103200.2.p	Lsat_1_v5_gn_4_66700.1
OG0003155	Aqcoe4G027100.1.p, Aqcoe1G215900.1.p	Lsat_1_v5_gn_9_100541.2, Lsat_1_v5_gn_9_100541.3, Lsat_1_v5_gn_9_100541.1, Lsat_1_v5_gn_7_102101.2, Lsat_1_v5_gn_7_102101.1, Lsat_1_v5_gn_7_25281.2, Lsat_1_v5_gn_7_25281.1, Lsat_1_v5_gn_7_25281.3, Lsat_1_v5_gn_4_49401.1
OG0003156	Aqcoe4G027300.1.p	Lsat_1_v5_gn_7_25320.3, Lsat_1_v5_gn_7_25320.2, Lsat_1_v5_gn_7_25320.1, Lsat_1_v5_gn_4_48361.1, Lsat_1_v5_gn_4_48361.2, Lsat_1_v5_gn_4_26761.3, Lsat_1_v5_gn_4_26761.1
OG0003157	Aqcoe3G061800.1.p, Aqcoe3G365700.1.p, Aqcoe4G154500.1.p	Lsat_1_v5_gn_3_56380.3, Lsat_1_v5_gn_3_56380.1, Lsat_1_v5_gn_3_105761.1
OG0003158	Aqcoe4G179700.1.p, Aqcoe3G121100.3.p, Aqcoe3G121100.1.p, Aqcoe3G121100.2.p, Aqcoe3G121100.4.p	Lsat_1_v5_gn_1_20480.3, Lsat_1_v5_gn_1_20480.1, Lsat_1_v5_gn_4_124200.1, Lsat_1_v5_gn_4_124200.3
OG0003159	Aqcoe7G290600.3.p, Aqcoe7G290600.1.p, Aqcoe7G290600.2.p	Lsat_1_v5_gn_5_82221.1
OG0003160	Aqcoe3G361800.1.p, Aqcoe7G366800.1.p	Lsat_1_v5_gn_1_58901.1
OG0003161	Aqcoe7G388500.1.p, Aqcoe7G388500.2.p, Aqcoe7G388500.4.p, Aqcoe7G388500.3.p	Lsat_1_v5_gn_1_44761.1
OG0003162	Aqcoe7G253800.3.p, Aqcoe7G253800.4.p, Aqcoe7G253800.2.p, Aqcoe7G253800.1.p	Lsat_1_v5_gn_5_9141.1, Lsat_1_v5_gn_5_9141.2, Lsat_1_v5_gn_1_30741.1, Lsat_1_v5_gn_1_30741.3
OG0003163	Aqcoe7G137600.3.p, Aqcoe7G137600.2.p, Aqcoe7G137600.1.p, Aqcoe7G137600.4.p	Lsat_1_v5_gn_1_36500.2, Lsat_1_v5_gn_1_36500.1
OG0003164	Aqcoe7G157900.1.p, Aqcoe7G411200.1.p	Lsat_1_v5_gn_5_33721.1, Lsat_1_v5_gn_1_46020.1, Lsat_1_v5_gn_1_34581.1
OG0003165	Aqcoe7G363500.1.p	Lsat_1_v5_gn_6_19901.1
OG0003166	Aqcoe7G192500.1.p	Lsat_1_v5_gn_5_99801.2, Lsat_1_v5_gn_5_99801.1, Lsat_1_v5_gn_5_99801.3, Lsat_1_v5_gn_7_43001.1, Lsat_1_v5_gn_7_43001.2, Lsat_1_v5_gn_8_94581.1, Lsat_1_v5_gn_8_94581.3
OG0003167	Aqcoe7G123700.1.p	Lsat_1_v5_gn_3_26120.3, Lsat_1_v5_gn_3_26120.1
OG0003167	Aqcoe1G054500.1.p, Aqcoe1G028200.3.p, Aqcoe1G028200.1.p	Lsat_1_v5_gn_1_105980.3, Lsat_1_v5_gn_1_105980.1
OG0003168	Aqcoe7G055700.1.p	Lsat_1_v5_gn_2_128480.1, Lsat_1_v5_gn_2_128480.3, Lsat_1_v5_gn_9_51780.3, Lsat_1_v5_gn_9_51780.1, Lsat_1_v5_gn_9_51700.3, Lsat_1_v5_gn_9_51700.1, Lsat_1_v5_gn_9_51680.1, Lsat_1_v5_gn_2_128581.1, Lsat_1_v5_gn_2_128281.1, Lsat_1_v5_gn_2_128201.1, Lsat_1_v5_gn_2_128380.2, Lsat_1_v5_gn_2_128380.1, Lsat_1_v5_gn_2_128100.1, Lsat_1_v5_gn_2_128100.3, Lsat_1_v5_gn_2_128161.1, Lsat_1_v5_gn_8_10020.1, Lsat_1_v5_gn_8_10020.2
OG0003169	Aqcoe7G161900.1.p	Lsat_1_v5_gn_1_47140.1, Lsat_1_v5_gn_4_101120.3, Lsat_1_v5_gn_4_101120.1, Lsat_1_v5_gn_4_101080.2, Lsat_1_v5_gn_4_101080.1, Lsat_1_v5_gn_4_99840.3, Lsat_1_v5_gn_4_99840.1, Lsat_1_v5_gn_4_101061.1, Lsat_1_v5_gn_4_101061.3
OG0003170	Aqcoe7G295700.1.p, Aqcoe7G295700.2.p	Lsat_1_v5_gn_2_135460.3, Lsat_1_v5_gn_2_135460.1
OG0003171	Aqcoe7G438300.1.p	Lsat_1_v5_gn_8_85101.1, Lsat_1_v5_gn_1_55561.1, Lsat_1_v5_gn_5_139080.1
OG0003172	Aqcoe7G364200.1.p	Lsat_1_v5_gn_5_90800.1, Lsat_1_v5_gn_4_85780.1, Lsat_1_v5_gn_5_8100.1, Lsat_1_v5_gn_5_8100.3
OG0003173	Aqcoe7G110900.1.p	Lsat_1_v5_gn_5_140521.1
OG0003174	Aqcoe7G112300.1.p	Lsat_1_v5_gn_7_35101.1
OG0003174	Aqcoe1G004700.1.p	Lsat_1_v5_gn_2_38101.2, Lsat_1_v5_gn_2_38101.1
OG0003175	Aqcoe7G119000.1.p	Lsat_1_v5_gn_9_121900.3, Lsat_1_v5_gn_9_121900.1
OG0003176	Aqcoe7G072700.1.p	Lsat_1_v5_gn_7_9600.1, Lsat_1_v5_gn_3_132321.1, Lsat_1_v5_gn_3_132321.3
OG0003177	Aqcoe7G169300.1.p, Aqcoe7G169300.2.p	Lsat_1_v5_gn_8_105500.4, Lsat_1_v5_gn_8_105500.1, Lsat_1_v5_gn_8_104541.1, Lsat_1_v5_gn_8_104541.2, Lsat_1_v5_gn_8_134220.1, Lsat_1_v5_gn_8_134220.3, Lsat_1_v5_gn_8_104800.2, Lsat_1_v5_gn_8_104800.1, Lsat_1_v5_gn_8_104800.3
OG0003178	Aqcoe3G271700.4.p, Aqcoe3G271700.3.p, Aqcoe7G348900.10.p, Aqcoe7G348900.7.p, Aqcoe7G348900.8.p, Aqcoe7G348900.9.p, Aqcoe7G348900.1.p, Aqcoe7G348900.4.p, Aqcoe7G348900.12.p, Aqcoe7G348900.6.p, Aqcoe7G348900.5.p, Aqcoe7G348900.11.p, Aqcoe7G348900.2.p, Aqcoe7G348900.3.p, Aqcoe3G271700.2.p, Aqcoe3G271700.1.p	Lsat_1_v5_gn_2_32401.1, Lsat_1_v5_gn_2_32401.2, Lsat_1_v5_gn_2_93800.2, Lsat_1_v5_gn_2_93800.1
OG0003179	Aqcoe7G181800.1.p	Lsat_1_v5_gn_7_40601.1, Lsat_1_v5_gn_5_130221.1, Lsat_1_v5_gn_6_11260.1
OG0003180	Aqcoe7G386500.1.p	Lsat_1_v5_gn_5_31280.1, Lsat_1_v5_gn_6_21400.2, Lsat_1_v5_gn_6_21400.1
OG0003181	Aqcoe7G029800.1.p	Lsat_1_v5_gn_6_86481.1, Lsat_1_v5_gn_3_6461.1, Lsat_1_v5_gn_7_4861.1
OG0003182	Aqcoe7G396300.1.p, Aqcoe7G396300.4.p, Aqcoe7G396300.3.p, Aqcoe7G396300.2.p	Lsat_1_v5_gn_5_101240.2, Lsat_1_v5_gn_5_101240.1, Lsat_1_v5_gn_7_42300.1, Lsat_1_v5_gn_7_42300.4
OG0003183	Aqcoe7G095600.2.p, Aqcoe7G095600.1.p, Aqcoe7G095600.3.p, Aqcoe3G219100.1.p, Aqcoe3G219100.2.p, Aqcoe3G218500.1.p, Aqcoe3G219000.3.p, Aqcoe3G218700.4.p, Aqcoe3G218700.3.p, Aqcoe3G218700.2.p, Aqcoe3G218700.1.p	Lsat_1_v5_gn_3_18820.1
OG0003184	Aqcoe7G003900.1.p, Aqcoe7G003900.3.p, Aqcoe7G003900.2.p	Lsat_1_v5_gn_3_74260.3, Lsat_1_v5_gn_3_74260.1
OG0003185	Aqcoe7G019000.1.p	Lsat_1_v5_gn_7_1480.1, Lsat_1_v5_gn_7_1480.3, Lsat_1_v5_gn_7_1480.2
OG0003186	Aqcoe7G374700.1.p	Lsat_1_v5_gn_5_8401.1, Lsat_1_v5_gn_4_88241.1
OG0003187	Aqcoe7G398300.4.p, Aqcoe7G398300.3.p, Aqcoe7G398300.1.p, Aqcoe7G398300.2.p	Lsat_1_v5_gn_4_103661.1, Lsat_1_v5_gn_4_103661.3
OG0003188	Aqcoe5G337700.1.p	Lsat_1_v5_gn_7_9801.2
OG0003188	Aqcoe5G267500.1.p, Aqcoe7G072400.1.p, Aqcoe7G072400.2.p, Aqcoe5G337600.5.p, Aqcoe5G337600.2.p, Aqcoe5G337600.4.p, Aqcoe5G337600.1.p, Aqcoe5G337600.3.p	Lsat_1_v5_gn_8_86100.5, Lsat_1_v5_gn_7_9741.5, Lsat_1_v5_gn_7_9741.1, Lsat_1_v5_gn_8_86100.3, Lsat_1_v5_gn_8_86100.1, Lsat_1_v5_gn_7_9801.1, Lsat_1_v5_gn_7_9801.4
OG0003190	Aqcoe1G391900.1.p	Lsat_1_v5_gn_5_3501.1
OG0003191	Aqcoe1G294300.1.p	Lsat_1_v5_gn_7_92541.3, Lsat_1_v5_gn_7_92541.1
OG0003191	Aqcoe5G223400.1.p	Lsat_1_v5_gn_4_61461.1, Lsat_1_v5_gn_4_61461.3
OG0003192	Aqcoe1G070100.2.p, Aqcoe1G070100.1.p	Lsat_1_v5_gn_9_26881.1, Lsat_1_v5_gn_3_111681.1, Lsat_1_v5_gn_3_111681.3, Lsat_1_v5_gn_0_39260.1
OG0003193	Aqcoe1G181900.1.p	Lsat_1_v5_gn_8_21460.1, Lsat_1_v5_gn_8_21460.2
OG0003194	Aqcoe1G381900.3.p, Aqcoe1G381900.1.p, Aqcoe1G381900.2.p	Lsat_1_v5_gn_5_241.1, Lsat_1_v5_gn_5_241.2
OG0003195	Aqcoe1G151100.1.p, Aqcoe1G151000.1.p, Aqcoe1G154200.1.p	Lsat_1_v5_gn_5_180440.1, Lsat_1_v5_gn_9_12380.1, Lsat_1_v5_gn_5_174540.1
OG0003196	Aqcoe1G189100.1.p, Aqcoe1G051200.1.p	Lsat_1_v5_gn_1_118560.1, Lsat_1_v5_gn_1_117141.1, Lsat_1_v5_gn_1_118460.3, Lsat_1_v5_gn_1_118460.1, Lsat_1_v5_gn_6_52001.1
OG0003197	Aqcoe1G362300.1.p	Lsat_1_v5_gn_5_5721.3, Lsat_1_v5_gn_5_5721.2, Lsat_1_v5_gn_5_5721.1
OG0003198	Aqcoe1G484100.4.p, Aqcoe1G484100.1.p, Aqcoe1G484100.5.p, Aqcoe1G484100.2.p, Aqcoe1G484100.3.p, Aqcoe1G484100.7.p, Aqcoe1G484100.6.p	Lsat_1_v5_gn_2_110080.2, Lsat_1_v5_gn_2_110080.1
OG0003199	Aqcoe1G010500.1.p, Aqcoe1G010500.2.p	Lsat_1_v5_gn_2_86281.1, Lsat_1_v5_gn_2_86281.3, Lsat_1_v5_gn_2_86281.2
OG0003200	Aqcoe1G481500.3.p, Aqcoe1G481500.1.p, Aqcoe1G481500.2.p	Lsat_1_v5_gn_8_76521.3, Lsat_1_v5_gn_8_76521.1, Lsat_1_v5_gn_5_166981.1, Lsat_1_v5_gn_5_166981.3
OG0003201	Aqcoe1G261800.1.p	Lsat_1_v5_gn_9_97981.3, Lsat_1_v5_gn_9_97981.1
OG0003202	Aqcoe1G039000.2.p, Aqcoe1G039000.1.p	Lsat_1_v5_gn_4_29860.2, Lsat_1_v5_gn_4_29860.1
OG0003203	Aqcoe1G000300.1.p	Lsat_1_v5_gn_6_45841.1, Lsat_1_v5_gn_6_45841.3
OG0003204	Aqcoe1G490200.1.p	Lsat_1_v5_gn_2_27221.1, Lsat_1_v5_gn_2_27221.3, Lsat_1_v5_gn_2_114201.1, Lsat_1_v5_gn_8_21520.1
OG0003205	Aqcoe5G476100.1.p, Aqcoe1G016300.1.p, Aqcoe1G280900.1.p	Lsat_1_v5_gn_7_107841.1, Lsat_1_v5_gn_1_124060.1, Lsat_1_v5_gn_1_124060.2
OG0003206	Aqcoe1G140800.1.p	Lsat_1_v5_gn_2_98861.2, Lsat_1_v5_gn_2_98861.1, Lsat_1_v5_gn_2_112481.1, Lsat_1_v5_gn_9_68460.1
OG0003207	Aqcoe1G293400.2.p, Aqcoe1G293400.1.p	Lsat_1_v5_gn_9_107220.1
OG0003208	Aqcoe1G461600.1.p, Aqcoe1G461600.2.p	Lsat_1_v5_gn_9_23360.1
OG0003209	Aqcoe1G233700.1.p, Aqcoe1G233700.4.p, Aqcoe1G233700.2.p, Aqcoe1G233700.3.p	Lsat_1_v5_gn_7_92221.1
OG0003210	Aqcoe1G311300.1.p	Lsat_1_v5_gn_3_138021.1, Lsat_1_v5_gn_4_34860.1, Lsat_1_v5_gn_2_133581.1, Lsat_1_v5_gn_8_6240.1, Lsat_1_v5_gn_8_6240.3
OG0003211	Aqcoe3G372400.1.p, Aqcoe1G106700.1.p	Lsat_1_v5_gn_3_97081.1, Lsat_1_v5_gn_4_173000.3, Lsat_1_v5_gn_4_173000.1
OG0003211	Aqcoe5G012100.1.p	Lsat_1_v5_gn_1_76001.1, Lsat_1_v5_gn_6_68381.2, Lsat_1_v5_gn_6_68381.1
OG0003212	Aqcoe1G456700.1.p	Lsat_1_v5_gn_1_50241.1, Lsat_1_v5_gn_1_50241.3, Lsat_1_v5_gn_6_70821.3, Lsat_1_v5_gn_6_70821.1, Lsat_1_v5_gn_0_16941.1
OG0003213	Aqcoe1G086500.2.p, Aqcoe1G086500.1.p	Lsat_1_v5_gn_9_35780.3, Lsat_1_v5_gn_9_35780.1
OG0003214	Aqcoe1G001300.2.p, Aqcoe1G001300.1.p, Aqcoe1G001300.3.p	Lsat_1_v5_gn_4_22820.1
OG0003215	Aqcoe1G201500.2.p, Aqcoe1G201500.1.p	Lsat_1_v5_gn_4_29741.1, Lsat_1_v5_gn_7_30801.1
OG0003216	Aqcoe1G221800.2.p, Aqcoe1G221800.3.p, Aqcoe1G221800.1.p	Lsat_1_v5_gn_7_25100.1, Lsat_1_v5_gn_7_25100.6, Lsat_1_v5_gn_7_25100.3
OG0003217	Aqcoe1G091700.1.p, Aqcoe1G091700.2.p	Lsat_1_v5_gn_9_25241.3, Lsat_1_v5_gn_9_25241.1, Lsat_1_v5_gn_9_25241.2
OG0003218	Aqcoe1G395700.4.p, Aqcoe1G395700.5.p, Aqcoe1G395700.1.p, Aqcoe1G395700.2.p, Aqcoe1G395700.3.p	Lsat_1_v5_gn_9_38100.2, Lsat_1_v5_gn_9_38100.1
OG0003219	Aqcoe1G152900.1.p	Lsat_1_v5_gn_8_42460.1, Lsat_1_v5_gn_8_42460.3, Lsat_1_v5_gn_9_6940.1, Lsat_1_v5_gn_4_128021.1, Lsat_1_v5_gn_9_6940.3, Lsat_1_v5_gn_9_6940.4, Lsat_1_v5_gn_9_6940.6
OG0003221	Aqcoe5G255100.7.p, Aqcoe5G255100.5.p, Aqcoe5G255100.6.p, Aqcoe5G255100.4.p, Aqcoe5G255100.2.p, Aqcoe5G255100.1.p, Aqcoe5G255100.3.p, Aqcoe1G081800.1.p	Lsat_1_v5_gn_2_120601.1, Lsat_1_v5_gn_2_120601.3, Lsat_1_v5_gn_2_120581.1, Lsat_1_v5_gn_2_120601.2, Lsat_1_v5_gn_3_6121.2, Lsat_1_v5_gn_3_6121.3, Lsat_1_v5_gn_3_6121.1
OG0003222	Aqcoe1G477600.1.p	Lsat_1_v5_gn_2_115560.1, Lsat_1_v5_gn_2_115560.2, Lsat_1_v5_gn_6_32941.3, Lsat_1_v5_gn_6_32941.1, Lsat_1_v5_gn_6_32921.3, Lsat_1_v5_gn_1_54920.1
OG0003223	Aqcoe3G131400.1.p, Aqcoe5G379700.2.p, Aqcoe5G379700.1.p	Lsat_1_v5_gn_4_2361.1, Lsat_1_v5_gn_4_2361.3
OG0003224	Aqcoe5G000800.1.p, Aqcoe5G000800.3.p, Aqcoe5G000800.2.p	Lsat_1_v5_gn_9_15841.3, Lsat_1_v5_gn_9_15841.1
OG0003225	Aqcoe5G242500.4.p, Aqcoe5G242500.2.p, Aqcoe5G242500.1.p, Aqcoe5G242500.3.p	Lsat_1_v5_gn_9_42261.1, Lsat_1_v5_gn_9_42261.3, Lsat_1_v5_gn_9_42201.1, Lsat_1_v5_gn_9_42201.3
OG0003226	Aqcoe5G200800.1.p, Aqcoe5G200800.2.p	Lsat_1_v5_gn_0_40861.1, Lsat_1_v5_gn_4_10301.1, Lsat_1_v5_gn_1_63900.1, Lsat_1_v5_gn_2_87420.3, Lsat_1_v5_gn_2_87420.1, Lsat_1_v5_gn_4_176020.1, Lsat_1_v5_gn_4_176020.3
OG0003227	Aqcoe5G005300.1.p	Lsat_1_v5_gn_9_11241.1, Lsat_1_v5_gn_9_11241.2, Lsat_1_v5_gn_8_90261.1
OG0003228	Aqcoe5G316100.2.p, Aqcoe5G316100.1.p	Lsat_1_v5_gn_4_141761.1, Lsat_1_v5_gn_4_141761.2, Lsat_1_v5_gn_4_141761.3
OG0003229	Aqcoe5G366000.1.p	Lsat_1_v5_gn_5_1881.1, Lsat_1_v5_gn_5_1881.3, Lsat_1_v5_gn_7_97980.3, Lsat_1_v5_gn_9_102481.1
OG0003230	Aqcoe5G460800.1.p	Lsat_1_v5_gn_4_33681.1, Lsat_1_v5_gn_7_880.1
OG0003231	Aqcoe5G266700.1.p, Aqcoe5G266700.2.p	Lsat_1_v5_gn_1_39880.5, Lsat_1_v5_gn_1_39880.4, Lsat_1_v5_gn_1_39880.2
OG0003232	Aqcoe5G362900.1.p	Lsat_1_v5_gn_8_148500.3, Lsat_1_v5_gn_8_148500.4, Lsat_1_v5_gn_8_148500.1, Lsat_1_v5_gn_9_119720.1, Lsat_1_v5_gn_9_119720.3, Lsat_1_v5_gn_8_148521.1, Lsat_1_v5_gn_8_148641.1, Lsat_1_v5_gn_9_1180.1, Lsat_1_v5_gn_4_185301.1
OG0003232	Aqcoe5G109100.1.p	Lsat_1_v5_gn_8_25621.1
OG0003233	Aqcoe5G437300.1.p, Aqcoe5G437300.2.p	Lsat_1_v5_gn_3_6961.1, Lsat_1_v5_gn_3_6961.2, Lsat_1_v5_gn_6_4901.3, Lsat_1_v5_gn_6_4901.1
OG0003234	Aqcoe3G377200.1.p, Aqcoe5G274600.1.p	Lsat_1_v5_gn_4_155300.1, Lsat_1_v5_gn_3_83001.1
OG0003235	Aqcoe5G127500.1.p, Aqcoe5G127600.1.p, Aqcoe5G127600.2.p	Lsat_1_v5_gn_5_33980.1, Lsat_1_v5_gn_5_33980.2, Lsat_1_v5_gn_5_33980.3, Lsat_1_v5_gn_5_34281.3, Lsat_1_v5_gn_5_34281.5, Lsat_1_v5_gn_5_34281.4, Lsat_1_v5_gn_5_34281.1, Lsat_1_v5_gn_5_34261.1
OG0003236	Aqcoe5G089500.1.p	Lsat_1_v5_gn_9_124660.1, Lsat_1_v5_gn_7_71780.3, Lsat_1_v5_gn_7_71780.1
OG0003237	Aqcoe5G362200.1.p	Lsat_1_v5_gn_7_33401.1, Lsat_1_v5_gn_7_33381.4
OG0003238	Aqcoe5G164100.2.p, Aqcoe5G164100.1.p	Lsat_1_v5_gn_6_107380.4, Lsat_1_v5_gn_8_95561.1, Lsat_1_v5_gn_1_2001.1, Lsat_1_v5_gn_1_2001.2, Lsat_1_v5_gn_6_107380.3, Lsat_1_v5_gn_6_107380.1
OG0003239	Aqcoe5G252900.1.p	Lsat_1_v5_gn_1_5740.1, Lsat_1_v5_gn_1_5740.2, Lsat_1_v5_gn_6_101701.1, Lsat_1_v5_gn_9_42001.1, Lsat_1_v5_gn_9_42001.3
OG0003240	Aqcoe3G191000.1.p	Lsat_1_v5_gn_3_29621.1, Lsat_1_v5_gn_8_149620.1
OG0003241	Aqcoe5G300100.1.p	Lsat_1_v5_gn_5_105680.2, Lsat_1_v5_gn_5_105680.4, Lsat_1_v5_gn_5_105680.3, Lsat_1_v5_gn_5_105680.1
OG0003242	Aqcoe5G019200.1.p	Lsat_1_v5_gn_2_108221.1, Lsat_1_v5_gn_5_183220.1, Lsat_1_v5_gn_9_10200.1
OG0003243	Aqcoe5G275500.2.p, Aqcoe5G275500.1.p	Lsat_1_v5_gn_7_34341.2, Lsat_1_v5_gn_7_34341.1
OG0003244	Aqcoe5G378800.1.p	Lsat_1_v5_gn_5_9541.2, Lsat_1_v5_gn_5_9541.1
OG0003245	Aqcoe5G113300.1.p	Lsat_1_v5_gn_8_26020.1, Lsat_1_v5_gn_8_26020.2, Lsat_1_v5_gn_3_48380.3, Lsat_1_v5_gn_3_48380.1
OG0003246	Aqcoe5G475900.4.p, Aqcoe5G475900.3.p, Aqcoe5G475900.1.p, Aqcoe5G475900.2.p, Aqcoe3G323400.1.p, Aqcoe3G323400.3.p	Lsat_1_v5_gn_1_69920.1, Lsat_1_v5_gn_8_10781.1
OG0003247	Aqcoe5G340200.1.p, Aqcoe3G211800.1.p	Lsat_1_v5_gn_1_32300.1, Lsat_1_v5_gn_1_32300.3, Lsat_1_v5_gn_5_10300.2, Lsat_1_v5_gn_5_10300.1, Lsat_1_v5_gn_4_84001.1, Lsat_1_v5_gn_2_94540.1, Lsat_1_v5_gn_0_12221.1
OG0003248	Aqcoe5G097600.3.p, Aqcoe5G097600.1.p, Aqcoe5G097600.2.p	Lsat_1_v5_gn_7_76900.1, Lsat_1_v5_gn_7_77321.2, Lsat_1_v5_gn_7_77321.1, Lsat_1_v5_gn_7_77280.3, Lsat_1_v5_gn_7_77280.1, Lsat_1_v5_gn_7_77280.2
OG0003249	Aqcoe3G158400.1.p	Lsat_1_v5_gn_3_31761.1
OG0003249	Aqcoe5G344700.1.p	Lsat_1_v5_gn_2_94701.1, Lsat_1_v5_gn_0_11501.3, Lsat_1_v5_gn_0_11501.1
OG0003250	Aqcoe5G338900.1.p	Lsat_1_v5_gn_5_10001.2, Lsat_1_v5_gn_5_10001.1
OG0003251	Aqcoe5G445000.1.p	Lsat_1_v5_gn_5_78820.1, Lsat_1_v5_gn_5_78820.3, Lsat_1_v5_gn_8_99320.3, Lsat_1_v5_gn_8_99320.1
OG0003252	Aqcoe3G287100.8.p, Aqcoe3G287100.6.p, Aqcoe3G287100.12.p, Aqcoe3G287100.11.p, Aqcoe3G287100.10.p, Aqcoe3G287100.9.p, Aqcoe3G287100.7.p, Aqcoe3G287100.3.p, Aqcoe3G287100.5.p, Aqcoe3G287100.4.p, Aqcoe3G287100.1.p, Aqcoe3G287100.2.p	Lsat_1_v5_gn_4_5380.1, Lsat_1_v5_gn_4_5380.3
OG0003253	Aqcoe3G304400.1.p	Lsat_1_v5_gn_6_55041.1
OG0003254	Aqcoe3G315600.1.p	Lsat_1_v5_gn_5_118040.5, Lsat_1_v5_gn_5_118040.1, Lsat_1_v5_gn_5_118040.2, Lsat_1_v5_gn_5_118040.3, Lsat_1_v5_gn_9_109381.2, Lsat_1_v5_gn_9_109381.1
