Orthogroup	A_coerulea.proteins	V_vinifera.proteins
OG0005292	Aqcoe5G467900.1.p, Aqcoe5G467900.3.p, Aqcoe5G467900.2.p	VIT_215s0046g00110.1, VIT_215s0046g00110.2, VIT_215s0046g00110.4
OG0005293	Aqcoe5G459400.2.p, Aqcoe5G459400.3.p, Aqcoe5G459400.1.p	VIT_216s0098g00330.2, VIT_216s0098g00330.1
OG0005294	Aqcoe5G007000.3.p, Aqcoe5G007000.1.p, Aqcoe5G007000.2.p	VIT_205s0094g01350.1, VIT_205s0094g01340.1
OG0005295	Aqcoe5G456100.1.p	VIT_215s0024g00050.1, VIT_215s0024g00050.2, VIT_215s0024g00050.3, VIT_215s0024g00050.5, VIT_215s0024g00050.7, VIT_215s0024g00050.8, VIT_215s0024g00050.4, VIT_215s0024g00050.6
OG0005296	Aqcoe5G164400.1.p	VIT_219s0015g00780.4, VIT_219s0015g00780.5, VIT_219s0015g00780.3, VIT_219s0015g00780.1, VIT_219s0015g00780.6, VIT_219s0015g00780.2
OG0005297	Aqcoe5G047400.4.p, Aqcoe5G047400.1.p, Aqcoe5G047400.3.p, Aqcoe5G047400.2.p	VIT_205s0020g04100.1, VIT_205s0020g04100.2
OG0005298	Aqcoe5G074800.1.p	VIT_205s0020g02070.5, VIT_205s0020g02070.6, VIT_205s0020g02070.3, VIT_205s0020g02070.2, VIT_205s0020g02070.4, VIT_205s0020g02070.1
OG0005299	Aqcoe5G428900.2.p, Aqcoe5G428900.1.p	VIT_215s0046g02870.1, VIT_215s0046g02870.2, VIT_215s0046g02870.4, VIT_215s0046g02870.3
OG0005300	Aqcoe5G460200.2.p, Aqcoe5G460200.1.p, Aqcoe5G460300.2.p, Aqcoe5G460300.1.p	VIT_215s0046g00730.3, VIT_215s0046g00730.2, VIT_215s0046g00730.1
OG0005301	Aqcoe5G459500.1.p	VIT_202s0025g01500.2, VIT_202s0025g01500.4, VIT_202s0025g01500.3, VIT_202s0025g01500.1
OG0005302	Aqcoe5G283900.1.p	VIT_218s0001g01830.2, VIT_218s0001g01830.1
OG0005303	Aqcoe5G085100.1.p	VIT_207s0005g00170.1, VIT_214s0060g02140.1
OG0005304	Aqcoe5G241100.1.p	VIT_204s0044g01090.3, VIT_204s0044g01090.8, VIT_204s0044g01090.7, VIT_204s0044g01090.5, VIT_204s0044g01090.2, VIT_204s0044g01090.1, VIT_204s0044g01090.6, VIT_204s0044g01090.4
OG0005305	Aqcoe5G295300.4.p, Aqcoe5G295300.5.p, Aqcoe5G295300.3.p, Aqcoe5G295300.1.p, Aqcoe5G308800.1.p, Aqcoe5G295300.2.p	VIT_205s0020g00560.1, VIT_205s0020g00030.1
OG0005306	Aqcoe5G043200.1.p, Aqcoe5G043200.2.p	VIT_205s0020g04590.1
OG0005307	Aqcoe5G046500.1.p	VIT_200s0179g00210.1
OG0005308	Aqcoe5G025000.1.p, Aqcoe5G025000.2.p	VIT_207s0005g03500.1, VIT_207s0005g03500.2
OG0005309	Aqcoe5G219500.1.p	VIT_200s0373g00040.1, VIT_203s0088g01190.1
OG0005310	Aqcoe5G017200.2.p, Aqcoe5G017200.1.p	VIT_205s0049g01850.4, VIT_205s0049g01850.6, VIT_205s0049g01850.3, VIT_205s0049g01850.5, VIT_205s0049g01850.1, VIT_205s0049g01850.2
OG0005311	Aqcoe5G272500.1.p, Aqcoe5G272500.2.p	VIT_212s0034g02240.1, VIT_212s0034g02240.6, VIT_212s0034g02240.8, VIT_212s0034g02240.3, VIT_212s0034g02240.2, VIT_212s0034g02240.4, VIT_212s0034g02240.7, VIT_212s0034g02240.5
OG0005312	Aqcoe3G398700.1.p, Aqcoe3G398700.2.p	VIT_214s0006g03250.1
OG0005312	Aqcoe5G012300.1.p	VIT_205s0049g02240.1
OG0005313	Aqcoe5G119500.1.p	VIT_218s0122g01140.1, VIT_204s0044g00150.2, VIT_204s0044g00160.2, VIT_219s0027g01650.1, VIT_204s0044g00160.1, VIT_204s0044g00150.1
OG0005314	Aqcoe5G368300.2.p, Aqcoe5G368300.1.p	VIT_201s0010g02780.7, VIT_201s0010g02780.5, VIT_201s0010g02780.9, VIT_201s0010g02780.8, VIT_201s0010g02780.6, VIT_201s0010g02780.3, VIT_201s0010g02780.1, VIT_201s0010g02780.2, VIT_201s0010g02780.4
OG0005315	Aqcoe5G212500.1.p, Aqcoe5G212500.4.p, Aqcoe5G212500.6.p, Aqcoe5G212500.5.p, Aqcoe5G212500.2.p, Aqcoe5G212500.3.p	VIT_204s0023g03780.5, VIT_204s0023g03780.9, VIT_204s0023g03780.8, VIT_204s0023g03780.6, VIT_204s0023g03780.3, VIT_204s0023g03780.4, VIT_204s0023g03780.7, VIT_204s0023g03780.2, VIT_204s0023g03780.1
OG0005316	Aqcoe5G298600.3.p, Aqcoe5G298600.1.p, Aqcoe5G298600.2.p	VIT_214s0060g00840.1, VIT_214s0060g00840.2, VIT_214s0060g00840.3
OG0005317	Aqcoe3G438400.1.p	VIT_204s0069g01020.2, VIT_204s0069g01020.3, VIT_204s0069g01020.5, VIT_204s0069g01020.4, VIT_204s0069g01020.1, VIT_204s0069g01050.1
OG0005318	Aqcoe3G328000.1.p	VIT_214s0108g00040.1
OG0005319	Aqcoe3G357200.2.p, Aqcoe3G357200.1.p	VIT_201s0011g00870.1
OG0005320	Aqcoe3G345900.1.p	VIT_201s0026g02710.2, VIT_201s0026g02710.1
OG0005321	Aqcoe3G045600.1.p, Aqcoe3G045600.2.p	VIT_214s0006g03260.1
OG0005322	Aqcoe3G374200.1.p, Aqcoe3G374200.2.p, Aqcoe3G374300.2.p, Aqcoe3G374300.1.p, Aqcoe3G374500.2.p, Aqcoe3G374500.1.p, Aqcoe3G374400.3.p, Aqcoe3G374400.2.p, Aqcoe3G374400.1.p	VIT_214s0083g01010.2, VIT_214s0083g01010.1
OG0005323	Aqcoe3G026800.1.p, Aqcoe3G028700.1.p, Aqcoe3G028000.1.p	VIT_217s0000g03360.1, VIT_217s0000g03320.1, VIT_217s0000g03350.1, VIT_214s0006g02646.1, VIT_214s0006g02595.1
OG0005324	Aqcoe3G278100.1.p, Aqcoe3G387400.1.p	VIT_214s0066g00830.2, VIT_214s0066g00830.3, VIT_214s0066g00830.1
OG0005325	Aqcoe3G282300.3.p, Aqcoe3G282300.2.p, Aqcoe3G282300.1.p	VIT_217s0000g08630.1, VIT_217s0000g08630.2
OG0005326	Aqcoe3G426200.1.p	VIT_218s0001g06600.2, VIT_218s0001g06600.1
OG0005327	Aqcoe3G410900.2.p, Aqcoe3G410900.1.p	VIT_204s0043g00340.10, VIT_204s0043g00340.4, VIT_204s0043g00340.3, VIT_204s0043g00340.8, VIT_204s0043g00340.9, VIT_204s0043g00340.7, VIT_204s0043g00340.6, VIT_204s0043g00340.5, VIT_204s0043g00340.2, VIT_204s0043g00340.1
OG0005328	Aqcoe3G037700.1.p, Aqcoe3G037700.3.p, Aqcoe3G037700.4.p, Aqcoe3G037700.5.p, Aqcoe3G037700.2.p	VIT_217s0000g03630.1
OG0005329	Aqcoe3G056900.3.p, Aqcoe3G056900.2.p, Aqcoe3G057000.1.p, Aqcoe3G056900.1.p	VIT_217s0000g00460.6, VIT_217s0000g00460.1, VIT_217s0000g00460.3, VIT_214s0068g01280.2, VIT_214s0068g01280.1
OG0005330	Aqcoe3G028900.1.p	VIT_214s0006g02670.2, VIT_214s0006g02670.5, VIT_214s0006g02670.1, VIT_214s0006g02670.4, VIT_214s0006g02670.6, VIT_214s0006g02670.9, VIT_214s0006g02670.7, VIT_214s0006g02670.8, VIT_214s0006g02670.3
OG0005331	Aqcoe3G208600.1.p	VIT_216s0039g02550.1, VIT_216s0039g02550.2, VIT_212s0055g00400.1
OG0005332	Aqcoe3G063900.2.p, Aqcoe3G063900.1.p	VIT_201s0011g00390.3, VIT_201s0011g00390.9, VIT_201s0011g00390.8, VIT_201s0011g00390.2, VIT_201s0011g00390.1, VIT_201s0011g00390.7, VIT_201s0011g00390.6, VIT_201s0011g00390.4, VIT_201s0011g00390.5
OG0005333	Aqcoe3G223700.1.p	VIT_215s0045g00370.3, VIT_215s0045g00370.1, VIT_215s0045g00370.2
OG0005334	Aqcoe3G378100.1.p	VIT_217s0000g04820.1, VIT_217s0000g04820.2
OG0005335	Aqcoe3G433700.1.p	VIT_201s0010g01390.1, VIT_201s0010g01390.2
OG0005336	Aqcoe3G171100.1.p	VIT_202s0012g02160.1, VIT_202s0012g02160.2, VIT_202s0012g02160.3, VIT_202s0012g02160.5, VIT_202s0012g02160.4, VIT_202s0012g02160.6
OG0005337	Aqcoe3G416200.2.p, Aqcoe3G416200.1.p	VIT_201s0011g05410.1, VIT_201s0011g05390.1
OG0005338	Aqcoe3G317700.1.p, Aqcoe3G099000.1.p, Aqcoe3G099000.2.p	VIT_217s0000g05430.1
OG0005339	Aqcoe3G199100.1.p	VIT_217s0000g01130.1, VIT_217s0000g01130.3, VIT_217s0000g01130.6, VIT_217s0000g01130.2, VIT_217s0000g01130.4, VIT_217s0000g01130.5
OG0005340	Aqcoe3G268800.1.p	VIT_216s0013g00890.1, VIT_202s0234g00130.1
OG0005341	Aqcoe3G186600.4.p, Aqcoe3G186600.2.p, Aqcoe3G186600.3.p, Aqcoe3G186600.1.p	VIT_202s0087g00390.2, VIT_202s0087g00390.1
OG0005342	Aqcoe3G288200.1.p, Aqcoe3G288100.1.p	VIT_201s0127g00600.3, VIT_201s0127g00600.1, VIT_201s0127g00600.2, VIT_201s0127g00560.1, VIT_201s0127g00590.1, VIT_201s0127g00520.1, VIT_201s0127g00540.1
OG0005343	Aqcoe3G216400.1.p	VIT_202s0087g00560.2, VIT_202s0087g00560.1
OG0005344	Aqcoe3G199900.1.p	VIT_211s0037g01020.1, VIT_211s0037g01020.2
OG0005345	Aqcoe3G029900.1.p, Aqcoe3G029900.4.p, Aqcoe3G029900.3.p, Aqcoe3G029900.2.p	VIT_201s0011g03830.4, VIT_201s0011g03830.5, VIT_201s0011g03830.3, VIT_201s0011g03830.1, VIT_201s0011g03830.2
OG0005346	Aqcoe3G022600.1.p, Aqcoe3G022700.1.p	VIT_201s0011g04320.1, VIT_217s0000g03120.2, VIT_217s0000g03120.3, VIT_217s0000g03120.1
OG0005347	Aqcoe3G421300.1.p, Aqcoe3G421300.2.p	VIT_204s0079g00410.1
OG0005348	Aqcoe3G174700.1.p	VIT_201s0146g00360.4, VIT_201s0146g00360.2, VIT_201s0146g00360.5, VIT_201s0146g00360.3, VIT_201s0146g00360.1
OG0005349	Aqcoe3G388800.1.p	VIT_214s0083g00340.1, VIT_214s0083g00350.1
OG0005350	Aqcoe3G233900.1.p, Aqcoe3G233900.2.p	VIT_202s0012g01330.2, VIT_202s0012g01330.4, VIT_202s0012g01330.3, VIT_202s0012g01330.1
OG0005351	Aqcoe3G209200.2.p, Aqcoe3G209200.1.p	VIT_216s0039g02240.1, VIT_216s0039g02240.2
OG0005352	Aqcoe3G416600.2.p, Aqcoe3G416600.1.p	VIT_214s0006g00920.1, VIT_205s0020g00175.1, VIT_201s0011g05340.1, VIT_201s0011g05340.2
OG0005353	Aqcoe3G125500.1.p, Aqcoe3G125500.2.p	VIT_201s0127g00370.2, VIT_201s0127g00370.1
OG0005354	Aqcoe3G300200.1.p, Aqcoe3G300200.2.p	VIT_218s0086g00630.1, VIT_210s0116g00720.4, VIT_210s0116g00720.2, VIT_210s0116g00720.5, VIT_210s0116g00720.1, VIT_210s0116g00720.3
OG0005355	Aqcoe3G177600.1.p	VIT_201s0146g00410.1, VIT_201s0146g00410.2, VIT_201s0010g01840.1, VIT_214s0068g01360.1, VIT_214s0068g01360.2, VIT_214s0068g01360.3
OG0005356	Aqcoe3G236400.2.p, Aqcoe3G236400.1.p	VIT_202s0012g01040.3, VIT_202s0012g01040.2, VIT_202s0012g01040.1
OG0005357	Aqcoe3G260100.1.p, Aqcoe3G260100.5.p, Aqcoe3G260100.6.p, Aqcoe3G260100.8.p, Aqcoe3G260100.3.p, Aqcoe3G260100.2.p, Aqcoe3G260100.7.p, Aqcoe3G260100.4.p	VIT_216s0039g02680.1, VIT_216s0039g02680.2, VIT_216s0039g02680.3
OG0005358	Aqcoe3G438300.2.p, Aqcoe3G438300.1.p, Aqcoe3G438300.3.p	VIT_215s0046g00750.3, VIT_215s0046g00750.2, VIT_215s0046g00750.1
OG0005359	Aqcoe3G007100.1.p, Aqcoe3G007100.3.p, Aqcoe3G007100.2.p	VIT_201s0011g05540.1, VIT_201s0011g05520.1
OG0005360	Aqcoe3G366500.1.p	VIT_217s0000g07280.1, VIT_217s0000g07280.3, VIT_217s0000g07280.2, VIT_217s0000g07280.4, VIT_217s0000g07280.6, VIT_217s0000g07280.5, VIT_217s0000g07280.8, VIT_217s0000g07280.7, VIT_217s0000g07280.9
OG0005361	Aqcoe3G375200.1.p	VIT_214s0083g00990.1
OG0005362	Aqcoe3G144700.1.p	VIT_200s0291g00070.1, VIT_200s0291g00080.1
OG0005363	Aqcoe3G187100.4.p, Aqcoe3G187100.1.p, Aqcoe3G187100.2.p, Aqcoe3G187100.3.p	VIT_202s0087g00070.1
OG0005395	Aqcoe0416s0005.1.p, Aqcoe1G451500.1.p, Aqcoe0416s0001.1.p, Aqcoe0416s0004.1.p	VIT_206s0080g00010.3, VIT_206s0080g00010.5, VIT_206s0080g00010.2, VIT_206s0080g00010.1, VIT_206s0080g00010.4
OG0005396	Aqcoe2G250300.2.p, Aqcoe2G250300.1.p	VIT_207s0005g02740.2, VIT_207s0005g02740.1
OG0005397	Aqcoe2G047700.1.p, Aqcoe2G047700.2.p, Aqcoe2G048200.1.p	VIT_213s0084g00310.1, VIT_213s0084g00310.2, VIT_213s0084g00310.4, VIT_213s0084g00310.5, VIT_213s0084g00310.3
OG0005398	Aqcoe2G243600.1.p	VIT_205s0077g02365.1, VIT_200s2180g00005.1, VIT_213s0064g00590.1, VIT_217s0000g03425.1, VIT_205s0102g00340.1
OG0005399	Aqcoe2G065600.1.p	VIT_200s0302g00060.1, VIT_211s0016g00160.1, VIT_204s0008g06530.1
OG0005400	Aqcoe2G206500.1.p, Aqcoe1G131300.1.p	VIT_206s0061g00540.3, VIT_206s0061g00540.1, VIT_206s0061g00540.2
OG0005401	Aqcoe2G340900.1.p	VIT_205s0020g03100.1, VIT_205s0020g03100.3, VIT_205s0020g03100.2, VIT_213s0019g01320.1, VIT_213s0019g01480.1, VIT_209s0018g02060.1, VIT_213s0019g01500.1
OG0005402	Aqcoe2G039300.1.p	VIT_208s0007g05370.1, VIT_208s0007g05360.1
OG0005403	Aqcoe1G412900.1.p, Aqcoe2G088300.1.p	VIT_214s0060g01370.4, VIT_214s0060g01370.2, VIT_214s0060g01370.3, VIT_214s0060g01370.1, VIT_214s0060g01370.5
OG0005404	Aqcoe2G258000.1.p	VIT_207s0005g02820.3, VIT_207s0005g02820.1, VIT_207s0005g02820.2
OG0005405	Aqcoe2G265900.1.p, Aqcoe2G265900.3.p, Aqcoe2G265900.2.p	VIT_214s0060g00890.1, VIT_214s0060g00890.2
OG0005406	Aqcoe6G310200.2.p, Aqcoe6G310200.1.p, Aqcoe2G064300.2.p, Aqcoe2G064300.1.p, Aqcoe2G064300.3.p, Aqcoe2G064300.4.p	VIT_207s0031g00010.1, VIT_207s0031g00010.2, VIT_207s0031g00010.3
OG0005407	Aqcoe5G066900.1.p, Aqcoe2G321600.1.p, Aqcoe2G321700.1.p, Aqcoe2G321900.1.p, Aqcoe2G322100.1.p, Aqcoe2G322200.1.p, Aqcoe2G322000.1.p, Aqcoe6G169700.1.p, Aqcoe2G321800.1.p, Aqcoe2G321500.1.p	VIT_205s0020g02280.1
OG0005408	Aqcoe2G014800.1.p	VIT_205s0094g01560.3, VIT_205s0094g01560.1, VIT_205s0094g01560.2, VIT_205s0094g01560.6, VIT_205s0094g01560.4, VIT_205s0094g01560.5
OG0005409	Aqcoe2G015800.1.p	VIT_206s0004g02200.2, VIT_206s0004g02200.3, VIT_206s0004g02200.1, VIT_213s0064g00900.1
OG0005410	Aqcoe2G060700.1.p	VIT_208s0007g07520.1
OG0005410	Aqcoe1G061000.1.p	VIT_208s0007g07530.1
OG0005411	Aqcoe2G001400.1.p	VIT_208s0007g07660.1, VIT_208s0007g07660.2, VIT_208s0007g07660.3
OG0005412	Aqcoe2G260200.1.p, Aqcoe4G186100.1.p, Aqcoe4G186100.2.p	VIT_205s0020g00410.1
OG0005413	Aqcoe2G202700.1.p, Aqcoe2G202700.3.p, Aqcoe2G202700.2.p, Aqcoe2G202700.4.p, Aqcoe3G070600.1.p	VIT_206s0061g00380.1, VIT_206s0061g00380.3, VIT_206s0061g00380.2
OG0005414	Aqcoe2G303800.3.p, Aqcoe2G303800.2.p, Aqcoe2G303800.4.p, Aqcoe2G303800.1.p	VIT_201s0137g00590.2, VIT_201s0137g00590.1
OG0005415	Aqcoe2G384500.4.p, Aqcoe2G384500.1.p, Aqcoe2G384500.3.p, Aqcoe2G384500.2.p, Aqcoe1G396400.2.p, Aqcoe1G396400.4.p, Aqcoe1G396400.3.p, Aqcoe1G396400.1.p	VIT_206s0004g07670.3, VIT_206s0004g07670.4, VIT_206s0004g07670.5, VIT_206s0004g07670.1, VIT_206s0004g07670.2
OG0005416	Aqcoe2G117000.4.p, Aqcoe2G117000.1.p, Aqcoe2G117000.2.p, Aqcoe2G117000.3.p, Aqcoe2G117000.5.p, Aqcoe2G117000.7.p, Aqcoe2G117000.6.p	VIT_204s0008g06260.2, VIT_204s0008g06260.1, VIT_204s0008g06260.3, VIT_204s0008g06260.4, VIT_204s0008g06260.5
OG0005417	Aqcoe7G147800.1.p, Aqcoe2G291700.1.p, Aqcoe2G291700.2.p	VIT_214s0060g01710.1
OG0005418	Aqcoe2G091700.1.p, Aqcoe1G418400.1.p	VIT_208s0105g00420.2, VIT_208s0105g00420.1
OG0005419	Aqcoe2G306000.2.p, Aqcoe2G306000.7.p, Aqcoe2G306000.9.p, Aqcoe2G306000.6.p, Aqcoe2G306000.5.p, Aqcoe2G306000.4.p, Aqcoe2G306000.3.p, Aqcoe2G306000.8.p, Aqcoe2G306000.1.p, Aqcoe2G306000.10.p	VIT_212s0057g00590.1
OG0005420	Aqcoe2G414900.1.p, Aqcoe2G414900.2.p	VIT_205s0062g00860.9, VIT_205s0062g00860.3, VIT_205s0062g00860.1, VIT_205s0062g00860.2, VIT_205s0062g00860.5, VIT_205s0062g00860.4, VIT_205s0062g00860.6, VIT_205s0062g00860.8, VIT_205s0062g00860.7
OG0005421	Aqcoe5G286900.1.p	VIT_214s0060g00280.1
OG0005422	Aqcoe2G168600.1.p	VIT_206s0004g03820.1, VIT_206s0004g03750.1, VIT_206s0004g03840.1, VIT_206s0004g03860.1
OG0005422	Aqcoe1G481400.1.p, Aqcoe2G170500.1.p	VIT_206s0004g03830.1
OG0005423	Aqcoe2G436400.1.p, Aqcoe2G436400.2.p	VIT_205s0102g01170.4, VIT_205s0102g01170.3, VIT_205s0102g01170.2, VIT_205s0102g01170.1
OG0005424	Aqcoe2G438600.2.p, Aqcoe2G438600.1.p	VIT_205s0094g01400.1
OG0005425	Aqcoe2G074900.1.p, Aqcoe2G074900.2.p	VIT_208s0058g01450.1
OG0005426	Aqcoe2G078700.1.p	VIT_213s0067g02400.1, VIT_208s0058g01020.1
OG0005427	Aqcoe2G075100.1.p	VIT_213s0067g02990.1, VIT_206s0004g07950.1
OG0005428	Aqcoe2G131900.3.p, Aqcoe4G207700.1.p, Aqcoe2G131900.2.p, Aqcoe2G131900.1.p	VIT_206s0061g01610.1
OG0005429	Aqcoe2G044800.2.p, Aqcoe2G044800.1.p	VIT_213s0084g00580.1, VIT_206s0009g02780.3, VIT_206s0009g02780.1, VIT_206s0009g02780.2, VIT_206s0009g02780.4
OG0005430	Aqcoe2G111200.4.p, Aqcoe2G111200.3.p, Aqcoe2G111200.1.p, Aqcoe2G111200.2.p	VIT_211s0016g04090.1, VIT_211s0016g04090.2
OG0005431	Aqcoe2G298600.1.p	VIT_209s0002g03140.1, VIT_209s0002g03140.3, VIT_209s0002g03140.4, VIT_209s0002g03140.2
OG0005432	Aqcoe1G443300.1.p, Aqcoe2G123600.2.p, Aqcoe2G123600.1.p	VIT_206s0080g00540.2, VIT_206s0080g00540.3, VIT_206s0080g00540.5, VIT_206s0080g00540.4, VIT_206s0080g00540.1
OG0005433	Aqcoe2G256800.1.p	VIT_205s0020g00170.3, VIT_205s0020g00170.1, VIT_205s0020g00290.1, VIT_205s0020g00170.2, VIT_205s0077g00460.1, VIT_215s0045g00300.1
OG0005434	Aqcoe2G433400.1.p, Aqcoe2G433400.2.p	VIT_205s0102g01200.3, VIT_205s0102g01200.2, VIT_205s0102g01200.4, VIT_205s0102g01200.1
OG0005435	Aqcoe2G172900.1.p, Aqcoe1G478600.1.p	VIT_213s0067g03860.1
OG0005436	Aqcoe2G099800.1.p, Aqcoe2G099800.2.p	VIT_215s0046g02200.1
OG0005437	Aqcoe2G329100.1.p, Aqcoe2G329100.2.p	VIT_214s0128g00160.3, VIT_214s0128g00160.4, VIT_214s0128g00160.5, VIT_214s0128g00160.2, VIT_214s0128g00160.1
OG0005438	Aqcoe2G121000.1.p, Aqcoe2G121000.2.p	VIT_208s0007g03090.1, VIT_208s0007g03090.2
OG0005439	Aqcoe2G384700.1.p, Aqcoe2G384700.3.p, Aqcoe2G384700.4.p, Aqcoe2G384700.5.p, Aqcoe2G384700.2.p, Aqcoe2G384700.6.p, Aqcoe1G048600.1.p	VIT_215s0024g01470.1
OG0005440	Aqcoe2G126400.1.p	VIT_206s0061g01290.3, VIT_206s0061g01290.4, VIT_206s0061g01290.1, VIT_206s0061g01290.2, VIT_208s0007g03870.1, VIT_208s0007g03870.2
OG0005441	Aqcoe2G435400.1.p, Aqcoe2G435100.1.p	VIT_216s0050g00130.2, VIT_216s0050g00130.3, VIT_216s0050g00130.1
OG0005442	Aqcoe2G075400.1.p, Aqcoe2G075400.2.p, Aqcoe5G331400.1.p	VIT_206s0004g07990.3, VIT_206s0004g07990.4, VIT_206s0004g07990.5, VIT_206s0004g07990.2, VIT_206s0004g07990.1
OG0005443	Aqcoe2G096200.1.p, Aqcoe2G096200.2.p	VIT_213s0067g00720.1, VIT_213s0067g00720.2, VIT_213s0067g00720.5, VIT_213s0067g00720.3, VIT_213s0067g00720.4, VIT_213s0067g00720.7, VIT_213s0067g00720.6
OG0005444	Aqcoe2G375500.1.p, Aqcoe5G024200.1.p	VIT_207s0005g03610.1
OG0005445	Aqcoe2G263100.1.p, Aqcoe2G263100.2.p	VIT_204s0008g05880.1
OG0005446	Aqcoe1G146400.5.p, Aqcoe1G146400.2.p, Aqcoe1G146400.6.p, Aqcoe1G146400.4.p, Aqcoe1G146400.3.p, Aqcoe1G146400.8.p, Aqcoe1G146400.7.p, Aqcoe1G146400.1.p, Aqcoe2G076300.1.p, Aqcoe2G268900.1.p	VIT_213s0067g03080.1
OG0005447	Aqcoe1G454700.1.p, Aqcoe2G129500.1.p	VIT_208s0007g03780.1, VIT_208s0007g03780.2
OG0005448	Aqcoe2G090000.1.p	VIT_213s0067g01180.1, VIT_213s0067g01180.2
OG0005449	Aqcoe2G327900.1.p, Aqcoe2G327900.2.p	VIT_205s0020g02530.1, VIT_205s0020g02530.5, VIT_205s0020g02530.2, VIT_205s0020g02530.4, VIT_205s0020g02530.3
OG0005450	Aqcoe2G026500.2.p, Aqcoe2G026500.3.p, Aqcoe2G026500.4.p, Aqcoe2G026500.1.p	VIT_206s0061g00080.1
OG0005451	Aqcoe2G429700.1.p, Aqcoe2G429700.2.p, Aqcoe1G453200.1.p	VIT_205s0020g01520.1
OG0005452	Aqcoe2G096900.1.p	VIT_206s0004g06540.1
OG0005453	Aqcoe2G006000.2.p, Aqcoe2G006000.3.p, Aqcoe2G006000.4.p, Aqcoe2G006000.1.p	VIT_208s0007g06530.5, VIT_208s0007g06530.4, VIT_208s0007g06530.1, VIT_208s0007g06530.3, VIT_208s0007g06530.2
OG0005454	Aqcoe2G372600.2.p, Aqcoe2G372600.1.p	VIT_214s0036g00430.1, VIT_214s0036g00430.4, VIT_214s0036g00430.3, VIT_214s0036g00430.2
OG0005455	Aqcoe2G184300.1.p, Aqcoe1G115500.1.p	VIT_208s0007g04180.1, VIT_208s0007g04180.2, VIT_208s0007g04180.3, VIT_208s0007g04180.4
OG0005457	Aqcoe2G039600.1.p, Aqcoe2G039600.2.p	VIT_213s0067g02940.1
OG0005458	Aqcoe2G236400.2.p, Aqcoe2G236400.1.p	VIT_208s0007g07130.2, VIT_208s0007g07130.1
OG0005459	Aqcoe2G113200.2.p, Aqcoe2G113200.1.p	VIT_208s0007g02610.1, VIT_208s0007g02610.5, VIT_208s0007g02610.4, VIT_208s0007g02610.2, VIT_208s0007g02610.3
OG0005460	Aqcoe5G020400.1.p, Aqcoe2G380100.1.p	VIT_205s0049g01430.1, VIT_207s0005g03815.1
OG0005461	Aqcoe2G006800.1.p	VIT_204s0008g02560.1
OG0005461	Aqcoe2G006800.2.p	VIT_204s0008g02560.2
OG0005462	Aqcoe1G077000.1.p, Aqcoe2G068100.1.p	VIT_208s0032g01150.1
OG0005463	Aqcoe2G273700.4.p, Aqcoe2G273700.3.p, Aqcoe2G273700.2.p, Aqcoe2G273700.1.p	VIT_205s0094g00460.1, VIT_205s0094g00460.2, VIT_205s0094g00460.4, VIT_205s0094g00460.5, VIT_205s0094g00460.6, VIT_205s0094g00460.7, VIT_205s0094g00460.3
OG0005464	Aqcoe2G278500.1.p, Aqcoe5G093600.4.p, Aqcoe5G093600.3.p, Aqcoe5G093600.1.p, Aqcoe5G093600.2.p	VIT_207s0005g01230.4, VIT_207s0005g01230.2, VIT_207s0005g01230.3, VIT_207s0005g01230.1
OG0005465	Aqcoe2G380800.1.p	VIT_207s0005g03940.1
OG0005466	Aqcoe2G354900.1.p	VIT_200s0179g00300.2, VIT_205s0020g04430.1, VIT_205s0020g04430.2
OG0005467	Aqcoe1G467600.1.p	VIT_206s0004g04360.1
OG0005467	Aqcoe2G182000.1.p	VIT_213s0019g00740.1
OG0005468	Aqcoe6G027500.2.p, Aqcoe6G027500.1.p	VIT_218s0001g02140.1, VIT_218s0001g02120.1
OG0005468	Aqcoe6G054800.1.p, Aqcoe6G054800.2.p	VIT_200s0218g00100.1
OG0005469	Aqcoe6G205800.1.p	VIT_203s0038g02590.2, VIT_203s0038g02590.1, VIT_203s0038g02590.3, VIT_203s0038g02590.4, VIT_218s0001g01120.1, VIT_218s0001g01120.2
OG0005470	Aqcoe5G103500.4.p, Aqcoe5G103500.3.p, Aqcoe6G283500.1.p, Aqcoe5G103500.2.p, Aqcoe6G283500.2.p, Aqcoe6G283500.3.p, Aqcoe5G103500.1.p	VIT_216s0098g00670.3, VIT_216s0098g00670.1, VIT_216s0098g00670.2, VIT_216s0098g00670.4, VIT_216s0098g00670.5, VIT_216s0098g00670.6
OG0005471	Aqcoe6G297800.1.p, Aqcoe6G297800.2.p	VIT_212s0142g00670.2, VIT_212s0142g00670.1, VIT_212s0142g00670.3
OG0005472	Aqcoe1G062500.4.p, Aqcoe1G062500.2.p, Aqcoe1G062500.1.p, Aqcoe1G062500.3.p, Aqcoe6G036400.1.p, Aqcoe6G036500.1.p	VIT_211s0052g01370.1
OG0005473	Aqcoe7G408100.1.p, Aqcoe7G149000.2.p, Aqcoe7G149000.1.p, Aqcoe6G240800.1.p	VIT_204s0008g00190.1, VIT_204s0008g00190.2
OG0005474	Aqcoe6G124600.1.p, Aqcoe5G232100.1.p	VIT_203s0038g04590.2, VIT_203s0038g04590.1
OG0005475	Aqcoe6G208500.1.p	VIT_204s0023g03360.1, VIT_204s0023g03360.2
