Orthogroup	A_coerulea.proteins	P_amilis.proteins
OG0004357	Aqcoe5G088900.1.p, Aqcoe2G292600.1.p	FUN_042945-T3, FUN_042945-T2, FUN_042945-T1, FUN_033183-T1, FUN_024750-T1
OG0004358	Aqcoe2G392600.3.p, Aqcoe2G392600.2.p, Aqcoe2G392600.4.p, Aqcoe2G392600.1.p	FUN_033098-T1
OG0004359	Aqcoe2G000700.1.p, Aqcoe2G000700.2.p	FUN_040359-T1, FUN_040360-T2, FUN_040360-T1
OG0004360	Aqcoe1G047000.1.p, Aqcoe2G043100.1.p	FUN_032685-T1
OG0004360	Aqcoe5G033900.1.p	FUN_035695-T1
OG0004361	Aqcoe2G328100.2.p, Aqcoe2G328100.4.p, Aqcoe2G328100.6.p, Aqcoe2G328100.5.p, Aqcoe2G328100.1.p, Aqcoe2G328100.3.p	FUN_025006-T3, FUN_025006-T1, FUN_025006-T2
OG0004362	Aqcoe2G069900.1.p, Aqcoe1G075800.1.p, Aqcoe1G075900.1.p, Aqcoe1G075700.1.p	FUN_008102-T1, FUN_042083-T1
OG0004363	Aqcoe2G111800.2.p, Aqcoe2G111800.1.p	FUN_021167-T1, FUN_021168-T1
OG0004364	Aqcoe2G029800.2.p, Aqcoe2G029800.1.p	FUN_004530-T1
OG0004365	Aqcoe2G175900.1.p, Aqcoe7G143000.1.p	FUN_004846-T1
OG0004366	Aqcoe1G492900.1.p, Aqcoe1G492900.2.p, Aqcoe1G492900.3.p, Aqcoe2G138400.1.p, Aqcoe2G138400.2.p	FUN_044693-T1
OG0004367	Aqcoe2G115400.1.p	FUN_048786-T2, FUN_048786-T1
OG0004368	Aqcoe2G009800.1.p	FUN_033012-T1, FUN_033012-T2
OG0004369	Aqcoe2G287300.1.p	FUN_034362-T1
OG0004370	Aqcoe2G042900.2.p, Aqcoe2G042900.1.p	FUN_032687-T1, FUN_030753-T1
OG0004371	Aqcoe6G133700.1.p	FUN_029373-T1
OG0004372	Aqcoe6G069100.1.p, Aqcoe6G069100.2.p	FUN_028977-T1, FUN_038563-T1
OG0004373	Aqcoe6G141800.1.p	FUN_002393-T1, FUN_046085-T1
OG0004374	Aqcoe6G311300.1.p	FUN_051736-T2, FUN_051736-T1, FUN_051736-T3, FUN_051735-T1, FUN_047202-T1
OG0004375	Aqcoe6G217300.1.p	FUN_025525-T1
OG0004376	Aqcoe7G245000.1.p, Aqcoe6G234500.1.p, Aqcoe6G234500.2.p, Aqcoe7G250500.1.p, Aqcoe7G250500.2.p	FUN_016445-T1, FUN_016445-T3, FUN_016445-T2
OG0004377	Aqcoe6G150400.1.p	FUN_053174-T1, FUN_053174-T2, FUN_017079-T1
OG0004378	Aqcoe6G303700.1.p	FUN_051690-T4, FUN_051690-T3, FUN_051690-T2, FUN_051690-T1
OG0004379	Aqcoe6G065500.1.p	FUN_024260-T1
OG0004380	Aqcoe6G267500.3.p, Aqcoe6G267500.1.p, Aqcoe6G267500.2.p	FUN_024375-T1
OG0004381	Aqcoe6G119900.1.p	FUN_052083-T1
OG0004382	Aqcoe6G005600.1.p	FUN_035886-T2, FUN_035886-T1
OG0004383	Aqcoe6G298600.1.p, Aqcoe6G256900.1.p	FUN_049775-T2, FUN_049775-T1
OG0004384	Aqcoe6G136800.3.p	FUN_031924-T1, FUN_031915-T1, FUN_031918-T1
OG0004385	Aqcoe6G039400.1.p, Aqcoe5G266600.1.p	FUN_020824-T1
OG0004386	Aqcoe7G154300.1.p, Aqcoe6G329200.1.p	FUN_024833-T1, FUN_024833-T3, FUN_024833-T2, FUN_043790-T1, FUN_043790-T2, FUN_043790-T3, FUN_024833-T4
OG0004387	Aqcoe6G069600.8.p, Aqcoe6G069600.6.p, Aqcoe6G069600.2.p, Aqcoe6G069600.9.p, Aqcoe6G069600.3.p, Aqcoe6G069600.1.p, Aqcoe6G069600.7.p, Aqcoe6G069600.5.p, Aqcoe6G069600.4.p, Aqcoe6G069600.10.p	FUN_005677-T1
OG0004388	Aqcoe6G290400.2.p, Aqcoe6G290400.3.p, Aqcoe6G290400.1.p, Aqcoe6G290400.4.p	FUN_024505-T1, FUN_024505-T2
OG0004389	Aqcoe6G172500.2.p, Aqcoe6G172500.1.p	FUN_004178-T1
OG0004390	Aqcoe6G043500.2.p, Aqcoe6G043500.1.p	FUN_003253-T2, FUN_003253-T1, FUN_003901-T2, FUN_003901-T1
OG0004391	Aqcoe6G144800.2.p, Aqcoe6G144800.3.p, Aqcoe6G144800.1.p	FUN_042801-T1
OG0004392	Aqcoe6G245400.1.p	FUN_031084-T1, FUN_051876-T1
OG0004394	Aqcoe6G094200.1.p	FUN_031177-T1, FUN_025488-T1, FUN_044182-T1
OG0004395	Aqcoe6G061300.1.p	FUN_027203-T1
OG0004396	Aqcoe6G023500.2.p, Aqcoe6G023500.1.p	FUN_021657-T2, FUN_021657-T1
OG0004397	Aqcoe6G057700.1.p	FUN_029669-T1
OG0004398	Aqcoe6G098700.1.p	FUN_019235-T1, FUN_019235-T2
OG0004399	Aqcoe6G022800.1.p	FUN_035920-T1, FUN_021664-T3, FUN_021664-T1, FUN_021664-T2
OG0004400	Aqcoe5G171900.1.p	FUN_029527-T1, FUN_001541-T1
OG0004400	Aqcoe6G099100.1.p	FUN_043171-T1
OG0004401	Aqcoe6G324300.1.p	FUN_015289-T1
OG0004402	Aqcoe6G077000.1.p	FUN_038104-T1, FUN_031218-T1, FUN_025451-T1
OG0004403	Aqcoe6G066300.1.p	FUN_028990-T1
OG0004404	Aqcoe6G015700.1.p	FUN_009801-T1
OG0004405	Aqcoe6G001900.1.p	FUN_051794-T1
OG0004406	Aqcoe6G006800.1.p	FUN_026474-T1, FUN_026475-T1, FUN_026473-T1
OG0004407	Aqcoe1G185200.1.p	FUN_001688-T1
OG0004408	Aqcoe6G032100.3.p, Aqcoe6G032100.5.p, Aqcoe6G032100.4.p, Aqcoe6G032100.2.p, Aqcoe6G032100.1.p	FUN_038788-T1
OG0004409	Aqcoe6G144600.1.p	FUN_046067-T2, FUN_046067-T1
OG0004410	Aqcoe6G140200.1.p, Aqcoe7G344500.1.p	FUN_004621-T1
OG0004411	Aqcoe7G415200.1.p, Aqcoe6G297600.2.p, Aqcoe6G297600.5.p, Aqcoe6G297600.3.p, Aqcoe6G297600.4.p, Aqcoe6G297600.1.p, Aqcoe1G227200.1.p	FUN_038626-T1
OG0004412	Aqcoe5G282100.1.p, Aqcoe3G261200.1.p, Aqcoe3G261200.2.p, Aqcoe0609s0001.1.p	FUN_041290-T1, FUN_041289-T1, FUN_041289-T2
OG0004413	Aqcoe4G016400.3.p, Aqcoe4G016400.6.p, Aqcoe4G016400.2.p, Aqcoe4G016400.4.p, Aqcoe4G016400.8.p, Aqcoe4G016400.9.p, Aqcoe4G016400.7.p, Aqcoe4G016400.1.p, Aqcoe4G016400.5.p, Aqcoe1G205200.1.p	FUN_047627-T1
OG0004414	Aqcoe4G003700.1.p, Aqcoe4G003700.2.p	FUN_034061-T1
OG0004415	Aqcoe3G046800.1.p, Aqcoe4G035900.1.p	FUN_033632-T1, FUN_033633-T1, FUN_033634-T1, FUN_023855-T1
OG0004416	Aqcoe4G008800.1.p	FUN_046780-T1, FUN_046780-T3, FUN_046780-T2
OG0004417	Aqcoe4G145800.1.p, Aqcoe1G317300.1.p, Aqcoe1G317300.2.p	FUN_011941-T2, FUN_011941-T1, FUN_046546-T1
OG0004418	Aqcoe4G003400.2.p, Aqcoe4G003400.1.p	FUN_002828-T1
OG0004419	Aqcoe4G215600.1.p, Aqcoe5G270600.2.p, Aqcoe5G270600.1.p, Aqcoe5G001600.1.p	FUN_047287-T1
OG0004420	Aqcoe4G275800.6.p, Aqcoe4G275800.5.p, Aqcoe4G275800.1.p, Aqcoe4G275800.2.p, Aqcoe4G275800.3.p, Aqcoe4G275800.4.p, Aqcoe4G275400.1.p	FUN_042570-T1
OG0004421	Aqcoe5G376200.1.p, Aqcoe4G207200.1.p	FUN_002001-T1
OG0004422	Aqcoe4G235200.1.p	FUN_046001-T1
OG0004423	Aqcoe4G103300.1.p, Aqcoe4G103300.2.p	FUN_012610-T3, FUN_012610-T1, FUN_012610-T2, FUN_012609-T1
OG0004424	Aqcoe4G000100.1.p	FUN_044426-T1, FUN_001713-T1, FUN_047582-T1
OG0004425	Aqcoe1G300900.1.p, Aqcoe4G165900.1.p	FUN_027264-T2, FUN_027264-T3, FUN_027264-T1, FUN_045821-T1
OG0004426	Aqcoe7G031000.1.p	FUN_013873-T1, FUN_013873-T2
OG0004427	Aqcoe7G039800.1.p	FUN_013945-T1, FUN_022732-T1
OG0004428	Aqcoe5G457100.1.p, Aqcoe5G457100.2.p, Aqcoe5G457100.3.p, Aqcoe7G012700.2.p, Aqcoe7G012700.3.p, Aqcoe7G012700.1.p, Aqcoe7G012700.4.p	FUN_018322-T1, FUN_041141-T1
OG0004429	Aqcoe7G315200.4.p, Aqcoe7G315200.8.p, Aqcoe7G315200.7.p, Aqcoe7G315200.3.p, Aqcoe7G315200.6.p, Aqcoe7G315200.5.p, Aqcoe7G315200.1.p, Aqcoe7G315200.2.p, Aqcoe1G272200.1.p	FUN_005346-T1, FUN_005346-T2
OG0004430	Aqcoe7G196600.5.p, Aqcoe7G196600.4.p, Aqcoe7G196600.1.p, Aqcoe7G196600.2.p, Aqcoe7G196600.3.p	FUN_006218-T1
OG0004431	Aqcoe7G024300.1.p	FUN_013799-T2, FUN_013799-T3, FUN_013799-T1, FUN_009086-T1
OG0004432	Aqcoe7G431900.3.p, Aqcoe7G431900.2.p, Aqcoe7G431900.1.p	FUN_016393-T1
OG0004433	Aqcoe7G174900.1.p, Aqcoe7G174900.2.p	FUN_000125-T1, FUN_026484-T1
OG0004434	Aqcoe7G441000.1.p	FUN_024061-T3, FUN_024061-T2, FUN_024061-T1
OG0004435	Aqcoe7G424700.1.p, Aqcoe7G424700.2.p	FUN_001874-T1, FUN_050361-T1
OG0004436	Aqcoe7G424400.1.p, Aqcoe7G424400.2.p	FUN_027483-T1, FUN_022410-T1
OG0004437	Aqcoe7G388000.1.p, Aqcoe7G265800.1.p	FUN_005412-T1, FUN_021554-T1, FUN_026182-T1, FUN_007892-T1
OG0004438	Aqcoe7G171500.1.p	FUN_000897-T1, FUN_026477-T1
OG0004439	Aqcoe1G226600.1.p, Aqcoe7G415300.1.p, Aqcoe7G415300.2.p, Aqcoe7G415300.3.p, Aqcoe7G415300.4.p, Aqcoe7G415300.5.p	FUN_005080-T2, FUN_020363-T2, FUN_020363-T1, FUN_005080-T1
OG0004440	Aqcoe7G142800.3.p, Aqcoe7G142800.2.p, Aqcoe7G142800.4.p, Aqcoe7G142800.1.p	FUN_005139-T1, FUN_019360-T1, FUN_019360-T2
OG0004441	Aqcoe7G031200.6.p, Aqcoe7G031200.1.p, Aqcoe7G031200.2.p, Aqcoe7G031200.4.p, Aqcoe7G031200.3.p, Aqcoe7G031200.5.p	FUN_007923-T1, FUN_007923-T2, FUN_007923-T3
OG0004442	Aqcoe7G025200.2.p, Aqcoe7G025200.1.p, Aqcoe7G025200.3.p	FUN_022895-T1
OG0004443	Aqcoe7G031700.1.p, Aqcoe7G031700.2.p	FUN_049110-T1, FUN_049102-T1, FUN_049109-T1
OG0004444	Aqcoe7G170700.1.p	FUN_052175-T1, FUN_005526-T1
OG0004445	Aqcoe7G239900.1.p	FUN_005980-T2, FUN_005980-T3, FUN_005980-T4, FUN_005980-T1
OG0004446	Aqcoe3G429700.1.p, Aqcoe7G232300.1.p, Aqcoe3G333800.1.p	FUN_023307-T1, FUN_015015-T1
OG0004447	Aqcoe7G258300.1.p, Aqcoe7G258300.2.p	FUN_026865-T3, FUN_026865-T2, FUN_026865-T1
OG0004448	Aqcoe1G117300.1.p, Aqcoe7G294800.1.p, Aqcoe5G413400.4.p, Aqcoe5G413400.2.p, Aqcoe5G413400.1.p, Aqcoe5G413400.3.p	FUN_036908-T1, FUN_049597-T1
OG0004449	Aqcoe7G088300.4.p, Aqcoe7G088300.6.p, Aqcoe7G088300.1.p, Aqcoe7G088300.5.p, Aqcoe7G088300.3.p, Aqcoe7G088300.7.p, Aqcoe7G088300.2.p	FUN_008406-T2, FUN_008406-T1
OG0004450	Aqcoe7G297200.1.p	FUN_001955-T1
OG0004451	Aqcoe7G433300.3.p, Aqcoe7G433300.1.p, Aqcoe7G433300.2.p	FUN_023892-T1, FUN_023904-T1, FUN_050048-T1
OG0004452	Aqcoe7G262700.1.p	FUN_007846-T1
OG0004453	Aqcoe7G153200.2.p, Aqcoe7G153200.1.p	FUN_022274-T1
OG0004454	Aqcoe3G005500.2.p, Aqcoe3G005500.1.p	FUN_036326-T1
OG0004454	Aqcoe7G076900.1.p	FUN_015343-T1
OG0004455	Aqcoe7G000900.1.p	FUN_037566-T1, FUN_048267-T1
OG0004456	Aqcoe7G082200.1.p	FUN_036920-T1
OG0004457	Aqcoe7G094000.2.p, Aqcoe7G094000.3.p, Aqcoe7G094000.1.p, Aqcoe7G094000.4.p	FUN_047120-T1
OG0004458	Aqcoe7G391000.1.p	FUN_021518-T1, FUN_005403-T1
OG0004459	Aqcoe7G003300.3.p, Aqcoe7G003300.1.p, Aqcoe7G003300.2.p	FUN_008786-T1, FUN_044987-T1
OG0004460	Aqcoe7G193000.1.p	FUN_021134-T2, FUN_021134-T1, FUN_021134-T3
OG0004461	Aqcoe7G209400.1.p	FUN_012974-T1, FUN_012974-T2
OG0004462	Aqcoe7G083200.1.p	FUN_039607-T1, FUN_049532-T1
OG0004463	Aqcoe7G068100.1.p	FUN_018618-T1, FUN_040622-T1
OG0004464	Aqcoe7G371300.1.p	FUN_005025-T1
OG0004465	Aqcoe7G139300.2.p, Aqcoe7G139300.1.p	FUN_005186-T1, FUN_005245-T1, FUN_005181-T1, FUN_005184-T1, FUN_005182-T1
OG0004466	Aqcoe3G231800.1.p, Aqcoe3G231800.2.p, Aqcoe7G276200.2.p, Aqcoe7G276200.5.p, Aqcoe7G276200.1.p, Aqcoe7G276200.6.p, Aqcoe7G276200.4.p, Aqcoe7G276200.3.p, Aqcoe7G276200.7.p	FUN_033298-T1, FUN_039658-T1
OG0004467	Aqcoe7G122900.1.p	FUN_007598-T1, FUN_007598-T3, FUN_007598-T2
OG0004468	Aqcoe7G081800.1.p	FUN_009576-T1
OG0004469	Aqcoe7G442800.1.p	FUN_024100-T1, FUN_050198-T2, FUN_050198-T1
OG0004470	Aqcoe7G429700.2.p, Aqcoe7G429700.1.p	FUN_049977-T1
OG0004471	Aqcoe7G361700.1.p	FUN_026028-T2, FUN_026028-T1
OG0004472	Aqcoe7G400900.2.p, Aqcoe7G400900.1.p, Aqcoe7G400900.3.p	FUN_018154-T2, FUN_018154-T4, FUN_018154-T3, FUN_018154-T1
OG0004473	Aqcoe7G108300.1.p	FUN_013638-T1, FUN_045351-T1, FUN_045351-T2, FUN_045351-T3
OG0004474	Aqcoe5G191200.2.p, Aqcoe5G191200.3.p, Aqcoe5G191200.1.p, Aqcoe1G173700.1.p, Aqcoe1G173700.2.p, Aqcoe1G495400.1.p	FUN_002252-T1
OG0004475	Aqcoe3G061100.2.p, Aqcoe3G061100.1.p, Aqcoe1G068400.1.p	FUN_009069-T1, FUN_013784-T1
OG0004476	Aqcoe1G248000.1.p, Aqcoe1G121100.1.p	FUN_034683-T1, FUN_044504-T5, FUN_044504-T4, FUN_044504-T2, FUN_044504-T6, FUN_044504-T1, FUN_044504-T3
OG0004477	Aqcoe1G192400.1.p	FUN_047599-T2, FUN_047599-T1
OG0004478	Aqcoe1G254600.1.p	FUN_043282-T1
OG0004479	Aqcoe1G278900.1.p	FUN_033687-T1
OG0004480	Aqcoe1G485700.2.p, Aqcoe1G485700.1.p	FUN_049355-T1, FUN_049355-T2, FUN_000889-T2, FUN_000889-T3, FUN_000889-T1
OG0004481	Aqcoe1G323300.1.p	FUN_008696-T1
OG0004482	Aqcoe1G414500.1.p, Aqcoe1G414500.2.p	FUN_019097-T1, FUN_019097-T2
OG0004483	Aqcoe1G100600.1.p	FUN_009730-T1
OG0004484	Aqcoe1G383900.1.p, Aqcoe1G383900.3.p, Aqcoe1G383900.2.p	FUN_046505-T1
OG0004485	Aqcoe1G118300.1.p, Aqcoe1G118300.2.p	FUN_016689-T2, FUN_016689-T3, FUN_016689-T1
OG0004486	Aqcoe1G014000.2.p, Aqcoe1G014000.1.p	FUN_007913-T1
OG0004487	Aqcoe1G445900.1.p, Aqcoe1G050600.1.p	FUN_024933-T1, FUN_043665-T1
OG0004489	Aqcoe5G315400.2.p, Aqcoe5G315400.4.p, Aqcoe5G315400.3.p, Aqcoe5G315400.1.p, Aqcoe1G422600.2.p, Aqcoe1G422600.1.p, Aqcoe1G102800.1.p	FUN_024262-T1, FUN_024262-T2
OG0004491	Aqcoe1G078200.1.p, Aqcoe5G237500.1.p	FUN_042067-T1, FUN_026929-T1
OG0004492	Aqcoe1G386900.1.p	FUN_025298-T1, FUN_031855-T1
OG0004493	Aqcoe1G023000.1.p	FUN_012833-T1
OG0004494	Aqcoe1G239000.2.p, Aqcoe1G239000.3.p, Aqcoe1G239000.1.p	FUN_012404-T1
OG0004495	Aqcoe1G052400.5.p, Aqcoe1G052400.4.p, Aqcoe1G052400.1.p, Aqcoe1G052400.7.p, Aqcoe1G052400.2.p, Aqcoe1G052400.3.p, Aqcoe1G052400.9.p, Aqcoe1G052400.8.p	FUN_001201-T1
OG0004496	Aqcoe1G266900.2.p, Aqcoe1G266900.1.p	FUN_027409-T1, FUN_027409-T2
OG0004497	Aqcoe1G030500.1.p, Aqcoe1G030500.2.p	FUN_036440-T2, FUN_036440-T1
OG0004498	Aqcoe1G022800.1.p	FUN_012843-T1
OG0004499	Aqcoe1G187600.1.p	FUN_046767-T1, FUN_046767-T2
OG0004500	Aqcoe1G474600.1.p	FUN_004914-T1
OG0004501	Aqcoe1G118800.4.p, Aqcoe1G118800.2.p, Aqcoe1G118800.5.p, Aqcoe1G118800.1.p, Aqcoe1G118800.6.p, Aqcoe1G118800.3.p, Aqcoe1G118800.7.p	FUN_015648-T1, FUN_015649-T1
OG0004502	Aqcoe1G070400.1.p, Aqcoe1G070400.2.p	FUN_039964-T1, FUN_008158-T2, FUN_008158-T1
OG0004503	Aqcoe1G112300.1.p, Aqcoe1G112300.4.p, Aqcoe1G112300.2.p, Aqcoe1G112300.3.p, Aqcoe1G112300.5.p	FUN_002065-T1, FUN_002065-T2, FUN_002063-T1
OG0004504	Aqcoe1G100000.1.p, Aqcoe1G100000.2.p, Aqcoe1G100000.3.p, Aqcoe1G100000.4.p	FUN_040718-T2, FUN_040718-T1
OG0004505	Aqcoe1G378300.1.p, Aqcoe1G233600.1.p	FUN_012372-T1
OG0004506	Aqcoe3G037100.8.p, Aqcoe3G037100.1.p, Aqcoe3G037100.6.p, Aqcoe3G037100.5.p, Aqcoe3G037100.4.p, Aqcoe3G037100.7.p, Aqcoe3G037100.2.p, Aqcoe1G087400.1.p, Aqcoe1G087400.2.p, Aqcoe1G087400.3.p, Aqcoe3G037100.3.p	FUN_030205-T1, FUN_030205-T2
OG0004507	Aqcoe5G112800.1.p	FUN_007823-T1
OG0004508	Aqcoe5G404800.1.p	FUN_014325-T3, FUN_040401-T1, FUN_014325-T1, FUN_014325-T5, FUN_014325-T2, FUN_040402-T1, FUN_014325-T4
OG0004509	Aqcoe5G052600.1.p	FUN_004416-T1
OG0004510	Aqcoe5G002400.2.p, Aqcoe5G002400.1.p	FUN_025027-T1, FUN_025027-T2
OG0004511	Aqcoe5G166300.1.p, Aqcoe5G166300.2.p	FUN_031165-T2, FUN_031165-T1, FUN_031165-T3, FUN_031165-T4
OG0004512	Aqcoe5G207000.4.p, Aqcoe5G207000.1.p, Aqcoe5G207000.3.p, Aqcoe5G207000.2.p	FUN_042722-T1, FUN_024175-T1
OG0004513	Aqcoe5G084100.1.p, Aqcoe5G084100.2.p, Aqcoe5G084100.3.p	FUN_012933-T2, FUN_012933-T1
OG0004514	Aqcoe5G204200.1.p	FUN_031256-T1
OG0004515	Aqcoe5G017800.3.p, Aqcoe5G017800.1.p, Aqcoe5G017800.5.p, Aqcoe5G017800.2.p, Aqcoe5G017800.4.p	FUN_052476-T1
OG0004516	Aqcoe5G234200.1.p	FUN_020918-T1, FUN_020918-T2
OG0004517	Aqcoe5G106100.4.p, Aqcoe5G106100.5.p, Aqcoe5G106100.1.p, Aqcoe5G106100.7.p, Aqcoe5G106100.6.p, Aqcoe5G106100.2.p, Aqcoe5G106100.3.p, Aqcoe5G106100.8.p	FUN_045049-T1
OG0004518	Aqcoe5G263100.2.p, Aqcoe5G263100.4.p, Aqcoe5G263100.1.p, Aqcoe5G263100.3.p	FUN_023913-T2, FUN_023913-T3, FUN_023913-T1
OG0004519	Aqcoe5G336700.1.p, Aqcoe5G164300.1.p	FUN_047081-T1, FUN_047082-T1
OG0004520	Aqcoe5G082000.2.p, Aqcoe5G082000.1.p	FUN_036373-T1, FUN_032164-T1
OG0004521	Aqcoe5G103100.1.p, Aqcoe5G103000.1.p	FUN_024468-T1, FUN_024467-T1
OG0004522	Aqcoe5G433700.1.p, Aqcoe5G433700.2.p	FUN_037174-T1, FUN_049217-T1
OG0004523	Aqcoe5G069800.1.p	FUN_048053-T1
OG0004524	Aqcoe5G478000.1.p, Aqcoe5G478000.6.p, Aqcoe5G478000.3.p, Aqcoe5G478000.5.p, Aqcoe5G478000.7.p, Aqcoe5G478000.2.p, Aqcoe5G478000.4.p	FUN_038320-T1
OG0004525	Aqcoe5G146600.1.p	FUN_052818-T2, FUN_052818-T1
OG0004526	Aqcoe5G009400.1.p, Aqcoe5G009400.2.p, Aqcoe5G009400.7.p, Aqcoe5G009400.6.p, Aqcoe5G009400.3.p, Aqcoe5G009400.4.p, Aqcoe5G009400.5.p	FUN_005769-T2, FUN_005769-T1
OG0004527	Aqcoe5G335800.1.p, Aqcoe5G335800.2.p	FUN_020420-T1
OG0004528	Aqcoe5G026200.2.p, Aqcoe5G026200.1.p, Aqcoe5G026200.3.p	FUN_040505-T1, FUN_002676-T1
OG0004529	Aqcoe5G011500.3.p, Aqcoe5G011500.2.p, Aqcoe5G011500.1.p	FUN_043676-T1, FUN_024875-T1
OG0004530	Aqcoe5G218900.1.p	FUN_048572-T1
OG0004531	Aqcoe3G160500.1.p	FUN_027036-T1, FUN_020602-T1
OG0004532	Aqcoe5G290600.2.p, Aqcoe5G290600.1.p	FUN_013596-T1
OG0004533	Aqcoe5G156500.1.p	FUN_012589-T1, FUN_046054-T1, FUN_002386-T1, FUN_002387-T1
OG0004534	Aqcoe5G279100.1.p, Aqcoe5G279100.2.p	FUN_037021-T1
OG0004535	Aqcoe5G039700.1.p	FUN_050824-T4, FUN_050824-T3, FUN_050824-T1, FUN_050824-T2, FUN_011584-T2, FUN_011584-T1
OG0004536	Aqcoe5G264800.1.p	FUN_039211-T1, FUN_037942-T1
OG0004537	Aqcoe3G241700.4.p, Aqcoe3G241700.1.p, Aqcoe3G241700.3.p, Aqcoe3G241700.2.p, Aqcoe5G046200.1.p, Aqcoe3G178200.1.p, Aqcoe3G178200.2.p	FUN_043645-T1
OG0004538	Aqcoe5G085600.1.p	FUN_042918-T1, FUN_042918-T2, FUN_024727-T1
OG0004539	Aqcoe5G208200.2.p, Aqcoe5G208200.1.p	FUN_045638-T1, FUN_045638-T3, FUN_045638-T2, FUN_051856-T1
OG0004540	Aqcoe5G247900.1.p	FUN_036522-T1, FUN_026952-T1, FUN_001257-T1
OG0004541	Aqcoe3G311100.1.p	FUN_010955-T1, FUN_047494-T1
OG0004541	Aqcoe3G103700.1.p	FUN_016448-T1
OG0004542	Aqcoe5G450800.1.p, Aqcoe5G450800.2.p	FUN_049010-T1
OG0004543	Aqcoe5G424400.2.p, Aqcoe5G424400.6.p, Aqcoe5G424400.3.p, Aqcoe5G424400.4.p, Aqcoe5G424400.1.p, Aqcoe5G424400.5.p	FUN_005132-T1
OG0004544	Aqcoe5G238900.1.p	FUN_018482-T1, FUN_042750-T1, FUN_017738-T1
OG0004545	Aqcoe5G302600.1.p	FUN_029423-T1, FUN_019206-T1, FUN_017999-T1, FUN_041890-T1
OG0004546	Aqcoe5G335700.1.p	FUN_051980-T1, FUN_045742-T1
OG0004547	Aqcoe3G155800.1.p, Aqcoe3G155800.2.p, Aqcoe3G155800.3.p, Aqcoe5G231500.1.p	FUN_030696-T1
OG0004548	Aqcoe3G254400.2.p, Aqcoe3G254400.1.p	FUN_048386-T2, FUN_048386-T1, FUN_036803-T1, FUN_036803-T2
OG0004549	Aqcoe3G367800.1.p	FUN_011236-T1
OG0004550	Aqcoe3G378400.1.p	FUN_011260-T2, FUN_011260-T1, FUN_047133-T1, FUN_047133-T2
OG0004551	Aqcoe3G411200.1.p, Aqcoe3G412200.1.p, Aqcoe3G412200.2.p	FUN_020686-T1
OG0004552	Aqcoe3G032400.4.p, Aqcoe3G032400.1.p, Aqcoe3G032400.2.p, Aqcoe3G032400.3.p, Aqcoe3G032400.6.p, Aqcoe3G032400.5.p	FUN_012136-T1
OG0004553	Aqcoe3G127700.1.p, Aqcoe3G127600.1.p	FUN_010764-T2, FUN_010764-T1
OG0004554	Aqcoe3G377900.1.p	FUN_016865-T4, FUN_016865-T2, FUN_016865-T3, FUN_016865-T1
OG0004555	Aqcoe3G335300.1.p, Aqcoe3G081500.1.p	FUN_011042-T1
OG0004556	Aqcoe3G010500.6.p, Aqcoe3G010500.7.p, Aqcoe3G010500.1.p, Aqcoe3G010500.3.p, Aqcoe3G010500.10.p, Aqcoe3G010500.8.p, Aqcoe3G010500.2.p, Aqcoe3G010500.9.p, Aqcoe3G010500.5.p, Aqcoe3G010500.4.p	FUN_040398-T1, FUN_040398-T3, FUN_040398-T2
OG0004557	Aqcoe3G036300.1.p	FUN_046853-T1, FUN_010489-T2, FUN_010489-T3, FUN_010489-T1
OG0004558	Aqcoe3G264900.1.p	FUN_025508-T1, FUN_031160-T1, FUN_030728-T1, FUN_031159-T1
OG0004559	Aqcoe3G228400.3.p, Aqcoe3G228400.2.p, Aqcoe3G228400.1.p	FUN_041517-T1, FUN_017534-T1
OG0004560	Aqcoe3G436800.2.p, Aqcoe3G436800.3.p, Aqcoe3G436800.1.p	FUN_027652-T1, FUN_034170-T1
OG0004561	Aqcoe3G126700.1.p	FUN_010790-T2, FUN_010790-T1
OG0004562	Aqcoe3G398400.1.p, Aqcoe3G045700.1.p	FUN_023859-T1, FUN_033623-T1
OG0004564	Aqcoe3G346000.1.p	FUN_032609-T1
OG0004565	Aqcoe3G066200.1.p	FUN_033812-T1
OG0004565	Aqcoe3G374700.1.p	FUN_045549-T1, FUN_011251-T1
OG0004566	Aqcoe3G044500.1.p	FUN_023864-T1, FUN_033605-T1, FUN_011510-T1, FUN_037905-T1
OG0004567	Aqcoe3G364400.2.p, Aqcoe3G364400.1.p	FUN_043889-T1, FUN_024572-T1, FUN_024572-T2, FUN_000899-T1
OG0004568	Aqcoe3G196900.1.p, Aqcoe3G196900.2.p	FUN_020717-T1, FUN_020717-T2
OG0004569	Aqcoe3G268000.1.p, Aqcoe3G268100.1.p	FUN_017777-T1
OG0004570	Aqcoe3G016700.1.p, Aqcoe3G016700.2.p	FUN_002502-T2, FUN_002502-T1, FUN_001059-T1
OG0004571	Aqcoe3G279200.1.p, Aqcoe3G279200.2.p	FUN_041646-T2, FUN_041646-T1, FUN_010783-T1, FUN_010783-T2
OG0004572	Aqcoe3G370900.1.p	FUN_053061-T1, FUN_053288-T1
OG0004573	Aqcoe3G243500.1.p	FUN_009876-T1, FUN_041300-T1
OG0004574	Aqcoe3G184900.1.p	FUN_049897-T1, FUN_049897-T2, FUN_045971-T1
OG0004575	Aqcoe3G154000.1.p	FUN_045208-T1, FUN_044004-T1
