Orthogroup	G_max.proteins	V_vinifera.proteins
OG0002663	GmISU01.12G112300.1.p	VIT_218s0001g05050.1, VIT_218s0089g00090.3, VIT_218s0089g00090.4, VIT_218s0089g00090.5, VIT_218s0089g00090.2, VIT_218s0089g00090.1, VIT_218s0089g00060.4, VIT_218s0089g00060.1, VIT_218s0089g00060.3, VIT_218s0089g00060.2, VIT_200s0288g00010.1, VIT_218s0117g00020.1
OG0002663	GmISU01.16G030800.1.p, GmISU01.07G061600.3.p, GmISU01.07G061600.1.p	VIT_218s0001g03710.1
OG0002666	GmISU01.20G153900.2.p, GmISU01.10G161600.1.p, GmISU01.20G153700.1.p, GmISU01.20G155700.2.p, GmISU01.20G155700.1.p	VIT_205s0102g00776.1, VIT_205s0102g01033.1, VIT_205s0102g00823.1, VIT_205s0102g01070.1, VIT_205s0102g00773.1, VIT_205s0102g00875.1, VIT_205s0102g01100.1, VIT_200s0226g00080.1, VIT_200s0226g00045.1, VIT_200s0226g00050.1, VIT_205s0102g00826.1, VIT_203s0017g00890.1, VIT_205s0102g00940.1, VIT_203s0017g00900.1, VIT_205s0102g01005.1, VIT_205s0102g00890.1, VIT_200s2434g00005.1, VIT_205s0102g00975.1, VIT_205s0102g01030.1, VIT_205s0102g01064.1, VIT_200s2178g00010.1, VIT_205s0102g01055.1, VIT_205s0102g00870.1, VIT_205s0102g01062.1, VIT_205s0102g01010.1, VIT_205s0102g01068.1, VIT_205s0102g01040.1, VIT_205s0102g01066.1, VIT_203s0017g00920.1
OG0002673	GmISU01.10G155200.1.p	VIT_205s0049g01780.2, VIT_205s0049g01780.1
OG0002674	GmISU01.07G220600.2.p, GmISU01.07G220600.1.p	VIT_214s0128g00340.1
OG0002676	GmISU01.20G064000.2.p, GmISU01.20G064000.1.p, GmISU01.20G064000.3.p, GmISU01.10G113700.4.p, GmISU01.10G113700.1.p	VIT_214s0060g00430.1, VIT_214s0060g00430.2, VIT_214s0060g00430.4, VIT_214s0060g00430.3, VIT_207s0005g02290.3, VIT_207s0005g02290.4, VIT_207s0005g02290.1, VIT_207s0005g02290.2
OG0002677	GmISU01.04G073700.4.p, GmISU01.04G073700.1.p, GmISU01.04G073700.2.p, GmISU01.06G074800.2.p, GmISU01.06G074800.3.p, GmISU01.06G074800.1.p, GmISU01.14G118400.2.p, GmISU01.14G118400.4.p, GmISU01.14G118400.1.p	VIT_206s0009g03520.2, VIT_206s0009g03520.1, VIT_206s0009g03520.4, VIT_206s0009g03520.3, VIT_206s0009g03520.5
OG0002678	GmISU01.10G162200.1.p, GmISU01.20G153000.1.p	VIT_213s0019g05190.1
OG0002678	GmISU01.10G054400.2.p, GmISU01.10G054400.1.p, GmISU01.13G118100.1.p, GmISU01.19G150200.1.p, GmISU01.03G147100.1.p	VIT_208s0007g04740.2, VIT_208s0007g04740.1
OG0002680	GmISU01.18G038400.1.p, GmISU01.18G038400.2.p, GmISU01.14G177700.2.p, GmISU01.02G206600.2.p, GmISU01.14G177700.1.p, GmISU01.02G206600.1.p	VIT_214s0006g00250.1, VIT_214s0006g00250.2
OG0002680	GmISU01.05G201400.1.p, GmISU01.08G039300.1.p	VIT_201s0011g05600.2, VIT_201s0011g05600.1
OG0002681	GmISU01.10G080500.1.p, GmISU01.10G080500.5.p	VIT_208s0007g08090.7, VIT_208s0007g08090.6, VIT_208s0007g08090.4, VIT_208s0007g08090.3, VIT_208s0007g08090.1, VIT_208s0007g08090.2, VIT_208s0007g08090.8, VIT_208s0007g08090.5
OG0002682	GmISU01.12G010600.1.p, GmISU01.11G161700.1.p	VIT_213s0158g00340.1, VIT_213s0158g00340.2
OG0002682	GmISU01.02G159600.1.p, GmISU01.10G087300.1.p, GmISU01.19G104300.1.p, GmISU01.03G100100.1.p	VIT_208s0007g09000.3, VIT_208s0007g09000.1, VIT_208s0007g09000.2
OG0002684	GmISU01.05G180500.1.p, GmISU01.08G017200.1.p, GmISU01.01G180800.1.p, GmISU01.11G018900.1.p	VIT_202s0025g00500.1, VIT_202s0025g00500.2
OG0002685	GmISU01.17G032200.1.p, GmISU01.07G201600.1.p, GmISU01.07G201600.2.p, GmISU01.09G031900.2.p, GmISU01.09G031900.1.p, GmISU01.15G128500.1.p	VIT_205s0077g00670.1
OG0002686	GmISU01.01G175100.1.p, GmISU01.11G023700.1.p, GmISU01.01G175100.2.p	VIT_216s0100g00600.1, VIT_216s0100g00600.2, VIT_216s0100g00600.3, VIT_216s0100g00610.1, VIT_202s0025g04080.2, VIT_202s0025g04080.1
OG0002687	GmISU01.03G037900.2.p, GmISU01.03G039300.2.p, GmISU01.03G038000.2.p, GmISU01.03G037700.1.p, GmISU01.03G032800.3.p, GmISU01.03G032800.2.p, GmISU01.03G033000.1.p, GmISU01.03G030500.1.p, GmISU01.03G031400.2.p, GmISU01.03G031400.1.p, GmISU01.03G030400.1.p, GmISU01.03G034500.2.p, GmISU01.03G034500.1.p, GmISU01.03G033200.2.p, GmISU01.03G033200.3.p, GmISU01.03G033200.1.p, GmISU01.03G033300.1.p, GmISU01.03G033300.2.p, GmISU01.03G030900.1.p, GmISU01.03G031100.1.p, GmISU01.03G031200.1.p, GmISU01.03G031300.1.p, GmISU01.03G031300.3.p, GmISU01.03G031300.2.p, GmISU01.03G034700.2.p, GmISU01.03G030600.1.p, GmISU01.03G038800.2.p, GmISU01.03G058200.1.p, GmISU01.03G058200.2.p, GmISU01.03G058200.3.p, GmISU01.03G038800.1.p	VIT_212s0121g00050.1
OG0002688	GmISU01.18G188800.1.p, GmISU01.09G205000.1.p	VIT_204s0023g00770.1
OG0002689	GmISU01.02G223100.1.p, GmISU01.14G052000.1.p, GmISU01.01G095100.1.p, GmISU01.07G135400.1.p, GmISU01.18G154900.1.p	VIT_208s0058g00470.1, VIT_213s0067g01940.1
OG0002690	GmISU01.13G123900.1.p, GmISU01.10G061800.1.p, GmISU01.10G061800.2.p	VIT_210s0003g00510.4, VIT_210s0003g00510.3, VIT_210s0003g00510.1, VIT_210s0003g00510.2
OG0002691	GmISU01.19G151700.1.p, GmISU01.19G151700.2.p, GmISU01.16G093300.1.p, GmISU01.03G148300.3.p, GmISU01.10G056600.1.p, GmISU01.13G119100.2.p	VIT_208s0007g04540.2, VIT_208s0007g04540.1
OG0002692	GmISU01.20G187800.8.p, GmISU01.20G187800.3.p, GmISU01.20G187800.9.p, GmISU01.20G187800.7.p, GmISU01.20G187800.1.p, GmISU01.20G187800.6.p, GmISU01.10G127700.1.p, GmISU01.10G127700.4.p, GmISU01.10G127700.2.p, GmISU01.10G127700.3.p, GmISU01.10G127700.5.p	VIT_214s0030g01530.2, VIT_214s0030g01530.1, VIT_214s0030g01530.4, VIT_214s0030g01530.3, VIT_214s0030g01530.5, VIT_214s0030g01530.6, VIT_214s0030g01530.7
OG0002693	GmISU01.19G199000.1.p, GmISU01.03G198100.2.p, GmISU01.19G199000.2.p, GmISU01.03G198100.1.p, GmISU01.19G199100.1.p, GmISU01.19G199200.1.p	VIT_214s0030g00030.2, VIT_214s0030g00030.1, VIT_214s0030g00030.3, VIT_214s0030g00030.4
OG0002694	GmISU01.18G047200.1.p	VIT_206s0004g01110.3, VIT_206s0004g01110.2, VIT_206s0004g01110.1
OG0002694	GmISU01.14G171300.6.p, GmISU01.14G171300.7.p, GmISU01.14G171300.5.p, GmISU01.14G171300.4.p, GmISU01.14G171300.3.p, GmISU01.14G171300.2.p	VIT_208s0007g06760.3
OG0002695	GmISU01.02G188100.1.p, GmISU01.02G188100.2.p, GmISU01.14G156400.1.p, GmISU01.13G007000.1.p, GmISU01.13G007000.3.p, GmISU01.13G007000.2.p	VIT_212s0057g01330.2, VIT_212s0057g01330.3, VIT_212s0057g01330.1
OG0002696	GmISU01.02G213200.2.p	VIT_208s0007g01060.1, VIT_208s0007g01060.5
OG0002696	GmISU01.02G213200.1.p, GmISU01.14G061200.1.p	VIT_213s0019g02360.1, VIT_213s0019g02360.2
OG0002697	GmISU01.06G141100.1.p, GmISU01.04G172300.1.p	VIT_204s0044g01470.1
OG0002697	GmISU01.11G172400.1.p, GmISU01.18G052700.1.p	VIT_206s0004g07480.1
OG0002698	GmISU01.03G195000.1.p, GmISU01.03G195000.4.p, GmISU01.03G195000.3.p	VIT_214s0128g00840.1
OG0002699	GmISU01.02G143100.1.p, GmISU01.10G090500.1.p	VIT_205s0020g01450.1, VIT_214s0006g01780.1
OG0002699	GmISU01.10G167400.1.p, GmISU01.20G148300.1.p	VIT_213s0074g00770.2, VIT_213s0074g00770.3, VIT_213s0074g00770.1
OG0002700	GmISU01.06G023500.2.p, GmISU01.06G023500.1.p	VIT_218s0001g13660.1
OG0002701	GmISU01.13G063700.1.p, GmISU01.17G064000.1.p	VIT_211s0037g01120.3, VIT_211s0037g01120.2, VIT_211s0037g01120.1
OG0002702	GmISU01.09G204900.1.p, GmISU01.18G188900.1.p	VIT_204s0023g00760.1, VIT_204s0023g00760.2, VIT_204s0023g00760.3
OG0002702	GmISU01.18G208400.1.p, GmISU01.19G025400.1.p, GmISU01.13G036600.1.p	VIT_214s0108g01670.1, VIT_214s0108g01660.1
OG0002703	GmISU01.03G186800.2.p, GmISU01.03G186800.1.p, GmISU01.19G188200.3.p, GmISU01.19G188200.2.p	VIT_214s0060g00360.7, VIT_214s0060g00360.9, VIT_214s0060g00360.5, VIT_214s0060g00360.6, VIT_214s0060g00360.8, VIT_214s0060g00360.1, VIT_214s0060g00360.3, VIT_214s0060g00360.2, VIT_214s0060g00360.4
OG0002704	GmISU01.03G093200.1.p, GmISU01.19G097000.1.p, GmISU01.07G186500.1.p, GmISU01.20G014300.1.p	VIT_206s0009g02550.1, VIT_208s0040g01150.1, VIT_201s0011g04990.2, VIT_201s0011g04990.1
OG0002705	GmISU01.19G161000.6.p, GmISU01.19G161000.4.p, GmISU01.19G161000.3.p, GmISU01.19G161000.5.p, GmISU01.19G161000.1.p, GmISU01.03G159100.1.p	VIT_208s0007g02800.5, VIT_208s0007g02800.1, VIT_208s0007g02800.3, VIT_208s0007g02800.4, VIT_208s0007g02800.2
OG0002706	GmISU01.07G116400.1.p, GmISU01.07G116400.2.p, GmISU01.18G135500.3.p, GmISU01.18G135500.2.p	VIT_208s0007g00360.1, VIT_208s0007g00360.3, VIT_208s0007g00360.4, VIT_208s0007g00360.2
OG0002707	GmISU01.19G175000.1.p, GmISU01.03G173800.1.p, GmISU01.02G015700.1.p, GmISU01.10G016500.1.p, GmISU01.03G209700.1.p	VIT_207s0005g00660.1
OG0002708	GmISU01.15G081200.1.p, GmISU01.13G192700.1.p	VIT_206s0004g06640.1
OG0002709	GmISU01.20G060300.1.p, GmISU01.20G060300.2.p	VIT_205s0049g00150.1
OG0002709	GmISU01.12G148900.2.p, GmISU01.12G148900.1.p, GmISU01.12G148900.3.p, GmISU01.13G280000.3.p, GmISU01.13G280000.2.p, GmISU01.13G280000.1.p, GmISU01.12G148900.5.p, GmISU01.12G148900.4.p	VIT_206s0061g01190.2, VIT_206s0061g01190.1
OG0002710	GmISU01.15G034200.1.p, GmISU01.13G297400.1.p, GmISU01.15G034300.1.p	VIT_206s0004g05070.1
OG0002710	GmISU01.18G070400.2.p, GmISU01.18G070400.1.p, GmISU01.08G292300.2.p, GmISU01.08G292300.3.p	VIT_219s0015g00210.2, VIT_219s0015g00210.4, VIT_219s0015g00210.3, VIT_219s0015g00210.1, VIT_219s0015g00210.5, VIT_219s0015g00190.1
OG0002711	GmISU01.08G269700.2.p, GmISU01.08G269700.1.p, GmISU01.08G269700.4.p, GmISU01.08G269700.3.p, GmISU01.08G269700.5.p, GmISU01.18G098700.1.p, GmISU01.18G098700.3.p, GmISU01.18G098700.2.p, GmISU01.04G106200.1.p, GmISU01.14G032600.1.p, GmISU01.02G240400.1.p, GmISU01.02G240400.2.p, GmISU01.08G253400.1.p	VIT_206s0009g03530.1, VIT_206s0009g03530.2
OG0002712	GmISU01.16G087500.5.p, GmISU01.16G087500.4.p, GmISU01.16G087500.2.p, GmISU01.16G087500.1.p, GmISU01.16G087500.3.p, GmISU01.08G242200.2.p, GmISU01.08G242200.1.p	VIT_208s0056g00100.1, VIT_208s0056g00100.6, VIT_208s0056g00100.4, VIT_208s0056g00100.3, VIT_208s0056g00100.2, VIT_208s0056g00100.5
OG0002713	GmISU01.10G018000.2.p, GmISU01.10G018000.1.p	VIT_207s0005g00260.3, VIT_207s0005g00260.2, VIT_207s0005g00260.1
OG0002714	GmISU01.03G123400.1.p, GmISU01.19G127600.1.p, GmISU01.03G123500.1.p, GmISU01.03G123600.1.p	VIT_207s0141g00920.1, VIT_207s0141g00890.1
OG0002715	GmISU01.12G151700.1.p, GmISU01.13G277100.1.p, GmISU01.13G125700.1.p, GmISU01.11G165500.2.p, GmISU01.10G063400.1.p, GmISU01.10G063400.4.p, GmISU01.19G156900.1.p, GmISU01.03G154600.4.p, GmISU01.03G154600.1.p	VIT_208s0007g03530.1, VIT_208s0007g03530.2
OG0002716	GmISU01.08G117800.1.p, GmISU01.05G142600.1.p	VIT_212s0034g01440.1
OG0002717	GmISU01.11G101600.1.p, GmISU01.11G101600.3.p, GmISU01.11G101600.2.p, GmISU01.12G033000.1.p	VIT_203s0038g00860.4, VIT_203s0038g00860.5, VIT_203s0038g00860.1, VIT_203s0038g00860.3, VIT_203s0038g00860.6, VIT_203s0038g00860.2
OG0002718	GmISU01.04G096500.5.p, GmISU01.04G096500.3.p, GmISU01.04G096500.2.p, GmISU01.04G096500.4.p, GmISU01.04G096500.1.p, GmISU01.06G276400.1.p, GmISU01.06G276400.2.p, GmISU01.06G276400.3.p, GmISU01.12G205100.3.p, GmISU01.12G205100.1.p, GmISU01.12G205100.4.p, GmISU01.12G205100.2.p, GmISU01.09G001800.1.p	VIT_218s0089g00340.1, VIT_218s0089g00340.4, VIT_218s0089g00340.3, VIT_218s0089g00340.2
OG0002719	GmISU01.14G122433.1.p, GmISU01.13G054600.21.p, GmISU01.13G054600.22.p, GmISU01.13G054600.6.p, GmISU01.13G054600.16.p, GmISU01.13G054600.7.p, GmISU01.13G054600.4.p, GmISU01.13G054600.10.p, GmISU01.13G054600.1.p, GmISU01.13G054600.5.p, GmISU01.13G054600.19.p, GmISU01.13G054600.20.p, GmISU01.13G054600.17.p, GmISU01.13G054600.18.p, GmISU01.13G054600.8.p, GmISU01.13G054600.11.p, GmISU01.13G054600.15.p	VIT_218s0001g02830.1
OG0002720	GmISU01.11G000200.3.p, GmISU01.11G000200.7.p, GmISU01.11G000200.6.p, GmISU01.01G202100.5.p, GmISU01.11G000200.1.p, GmISU01.11G000200.9.p, GmISU01.11G000200.5.p, GmISU01.11G000200.8.p, GmISU01.01G202100.2.p, GmISU01.01G202100.3.p, GmISU01.11G000200.4.p	VIT_203s0038g04240.2, VIT_203s0038g04240.1, VIT_214s0006g01820.1, VIT_214s0006g01820.4, VIT_214s0006g01820.3, VIT_214s0006g01820.2, VIT_203s0038g04240.3
OG0002722	GmISU01.08G068200.1.p, GmISU01.05G096200.1.p, GmISU01.15G048800.1.p, GmISU01.08G167700.1.p	VIT_212s0055g00930.1
OG0002722	GmISU01.09G149500.1.p, GmISU01.07G080200.1.p, GmISU01.05G198700.1.p, GmISU01.08G036500.1.p	VIT_211s0016g04220.3, VIT_211s0016g04220.5, VIT_211s0016g04220.4, VIT_211s0016g04220.1, VIT_211s0016g04220.2
OG0002723	GmISU01.01G131700.1.p, GmISU01.02G046700.1.p, GmISU01.16G107100.1.p	VIT_204s0023g02940.1
OG0002724	GmISU01.18G220800.1.p, GmISU01.13G029700.1.p, GmISU01.13G029800.1.p, GmISU01.13G029900.2.p, GmISU01.19G033700.1.p, GmISU01.18G220700.1.p, GmISU01.08G234100.1.p	VIT_214s0083g00510.1
OG0002725	GmISU01.18G084700.3.p, GmISU01.18G084700.2.p, GmISU01.18G084700.1.p, GmISU01.18G084700.5.p, GmISU01.18G084700.4.p, GmISU01.08G281100.1.p, GmISU01.18G084750.1.p	VIT_218s0001g11140.1, VIT_218s0001g11140.3, VIT_218s0001g11140.2, VIT_218s0001g11140.4
OG0002726	GmISU01.04G174200.1.p, GmISU01.06G138700.1.p	VIT_204s0044g00950.1
OG0002726	GmISU01.18G228300.1.p, GmISU01.02G085800.2.p	VIT_216s0098g01510.4, VIT_216s0098g01510.5, VIT_216s0098g01510.3, VIT_216s0098g01510.2, VIT_216s0098g01510.1
OG0002727	GmISU01.11G167400.1.p, GmISU01.02G252000.1.p, GmISU01.02G252000.2.p, GmISU01.02G252400.1.p	VIT_208s0040g00240.2, VIT_208s0040g00240.1, VIT_216s0050g01100.1
OG0002728	GmISU01.08G135300.2.p, GmISU01.05G159000.1.p, GmISU01.05G159000.3.p, GmISU01.04G175900.2.p, GmISU01.04G175900.1.p, GmISU01.06G136700.6.p, GmISU01.06G136700.5.p, GmISU01.06G136700.1.p, GmISU01.06G136700.2.p, GmISU01.06G136700.3.p, GmISU01.06G136700.4.p	VIT_202s0025g03870.1
OG0002729	GmISU01.14G119500.1.p, GmISU01.17G168100.1.p	VIT_204s0008g00230.1
OG0002730	GmISU01.16G176600.1.p, GmISU01.09G123100.1.p, GmISU01.16G176500.1.p	VIT_208s0007g08410.1, VIT_207s0130g00250.2, VIT_208s0007g08410.2, VIT_207s0130g00250.1
OG0002731	GmISU01.02G056400.4.p, GmISU01.02G056400.5.p, GmISU01.02G056400.2.p, GmISU01.02G056000.1.p, GmISU01.02G056000.2.p, GmISU01.16G117600.2.p, GmISU01.16G117600.1.p, GmISU01.16G117900.1.p	VIT_218s0001g11350.1, VIT_207s0255g00050.1
OG0002732	GmISU01.07G150100.2.p, GmISU01.07G150100.1.p, GmISU01.20G008200.2.p, GmISU01.20G008200.1.p, GmISU01.07G177700.1.p, GmISU01.07G177700.2.p, GmISU01.02G121400.1.p, GmISU01.11G052900.1.p, GmISU01.01G145000.1.p, GmISU01.01G145000.3.p, GmISU01.01G145000.2.p	VIT_203s0063g01060.2, VIT_203s0063g01060.1, VIT_207s0197g00060.2, VIT_207s0197g00060.1, VIT_207s0197g00060.3, VIT_207s0197g00060.4, VIT_207s0197g00060.5
OG0002733	GmISU01.06G032900.1.p, GmISU01.04G034000.1.p	VIT_218s0001g11290.1, VIT_218s0001g11290.3, VIT_218s0001g11290.2
OG0002734	GmISU01.12G038800.1.p, GmISU01.12G038800.2.p, GmISU01.11G107700.2.p, GmISU01.11G107700.1.p, GmISU01.04G011900.1.p, GmISU01.06G010700.1.p	VIT_203s0038g04760.1, VIT_203s0038g04760.3, VIT_203s0038g04760.2
OG0002736	GmISU01.13G248400.1.p, GmISU01.01G020600.1.p	VIT_219s0014g05020.1
OG0002737	GmISU01.08G046300.1.p, GmISU01.14G045300.1.p, GmISU01.14G045400.1.p, GmISU01.14G045600.1.p, GmISU01.02G228600.1.p	VIT_212s0059g01380.3, VIT_212s0059g01380.1, VIT_212s0059g01380.5
OG0002738	GmISU01.15G083200.4.p, GmISU01.15G083200.1.p, GmISU01.15G083200.3.p, GmISU01.13G190100.2.p, GmISU01.13G190100.3.p, GmISU01.15G083200.2.p	VIT_210s0003g02240.2, VIT_210s0003g02240.4, VIT_210s0003g02240.3, VIT_210s0003g02240.1, VIT_210s0003g02240.5, VIT_210s0003g02240.6, VIT_210s0003g02240.9, VIT_210s0003g02240.12, VIT_210s0003g02240.8, VIT_210s0003g02240.11, VIT_210s0003g02240.7, VIT_210s0003g02240.10
OG0002739	GmISU01.09G091800.2.p, GmISU01.09G091800.1.p, GmISU01.02G153900.1.p, GmISU01.03G108300.2.p, GmISU01.03G108300.1.p, GmISU01.19G113200.3.p	VIT_208s0007g06310.5, VIT_208s0007g06310.4, VIT_208s0007g06310.6, VIT_208s0007g06310.3, VIT_208s0007g06310.1, VIT_208s0007g06310.2
OG0002740	GmISU01.18G231100.1.p	VIT_213s0019g00690.1, VIT_213s0019g00710.1
OG0002740	GmISU01.13G209700.1.p	VIT_205s0049g00180.1, VIT_205s0049g00160.1
OG0002741	GmISU01.12G124400.1.p, GmISU01.12G187000.1.p, GmISU01.13G242200.1.p	VIT_219s0014g03130.1
OG0002741	GmISU01.07G164700.4.p, GmISU01.07G164700.1.p, GmISU01.13G151500.5.p, GmISU01.13G151500.1.p, GmISU01.13G151500.4.p, GmISU01.13G151500.2.p	VIT_200s0561g00020.1, VIT_200s0586g00030.1
OG0002742	GmISU01.15G120900.1.p, GmISU01.09G023100.1.p, GmISU01.08G114500.5.p, GmISU01.08G114500.4.p, GmISU01.08G114500.3.p, GmISU01.08G114500.1.p, GmISU01.05G139300.5.p, GmISU01.05G139300.1.p, GmISU01.05G139300.2.p, GmISU01.05G139300.3.p, GmISU01.05G139300.4.p, GmISU01.05G139300.6.p	VIT_210s0003g04900.1, VIT_210s0003g04900.2
OG0002743	GmISU01.08G148100.5.p, GmISU01.08G148100.1.p, GmISU01.08G148100.4.p, GmISU01.15G221400.1.p, GmISU01.15G221400.2.p, GmISU01.16G010600.1.p, GmISU01.07G040500.1.p	VIT_209s0002g00610.1
OG0002744	GmISU01.09G120300.1.p, GmISU01.09G120300.3.p, GmISU01.09G120300.4.p, GmISU01.09G120300.2.p, GmISU01.20G171800.3.p, GmISU01.20G171800.1.p, GmISU01.10G144300.3.p, GmISU01.10G144300.1.p	VIT_216s0022g01820.2, VIT_216s0022g01820.1, VIT_216s0022g01820.3
OG0002745	GmISU01.13G134400.1.p, GmISU01.17G100300.1.p	VIT_211s0118g00280.1
OG0002745	GmISU01.17G187400.4.p, GmISU01.17G187400.3.p, GmISU01.17G187400.2.p, GmISU01.17G187400.1.p, GmISU01.14G101700.1.p, GmISU01.14G101700.2.p, GmISU01.14G101700.3.p	VIT_204s0008g06860.1, VIT_204s0008g06860.2
OG0002746	GmISU01.14G058000.4.p, GmISU01.14G058000.3.p, GmISU01.14G058000.5.p, GmISU01.14G058000.1.p, GmISU01.02G215900.1.p, GmISU01.02G215900.2.p, GmISU01.11G205600.2.p, GmISU01.11G205600.1.p, GmISU01.11G205600.3.p, GmISU01.18G028400.1.p	VIT_213s0019g03320.3, VIT_213s0019g03320.5, VIT_213s0019g03320.2, VIT_213s0019g03320.7, VIT_213s0019g03320.6, VIT_213s0019g03320.4, VIT_213s0019g03320.1
OG0002747	GmISU01.18G173700.1.p, GmISU01.09G220500.2.p, GmISU01.09G220500.1.p	VIT_215s0048g01920.1
OG0002749	GmISU01.13G310200.1.p	VIT_204s0008g00810.1, VIT_219s0014g04860.1, VIT_209s0002g02480.3, VIT_209s0002g02480.1, VIT_209s0002g02480.2
OG0002750	GmISU01.15G013400.2.p, GmISU01.15G013400.1.p, GmISU01.13G317600.2.p, GmISU01.13G317600.1.p	VIT_209s0002g04700.1
OG0002750	GmISU01.09G150100.2.p, GmISU01.09G150100.1.p, GmISU01.07G079500.2.p, GmISU01.07G079500.1.p	VIT_211s0016g04130.1
OG0002751	GmISU01.04G106500.3.p, GmISU01.04G106500.1.p, GmISU01.06G266600.1.p	VIT_202s0025g02270.3, VIT_202s0025g02270.2, VIT_202s0025g02270.1
OG0002751	GmISU01.19G164100.1.p, GmISU01.03G162400.1.p	VIT_208s0105g00220.2, VIT_208s0105g00220.1, VIT_208s0105g00220.3
OG0002752	GmISU01.08G192800.3.p, GmISU01.08G192800.5.p, GmISU01.08G192800.6.p, GmISU01.08G192800.4.p, GmISU01.08G192800.2.p, GmISU01.07G031900.2.p, GmISU01.07G031900.3.p, GmISU01.07G031900.1.p, GmISU01.15G012800.1.p, GmISU01.15G012800.2.p, GmISU01.13G318200.1.p	VIT_209s0002g04870.2, VIT_209s0002g04870.1
OG0002753	GmISU01.03G015600.1.p, GmISU01.18G174500.1.p, GmISU01.09G219700.2.p	VIT_202s0025g04490.4, VIT_202s0025g04490.5, VIT_202s0025g04490.3, VIT_202s0025g04490.1, VIT_215s0048g01060.1, VIT_202s0025g04490.2
OG0002754	GmISU01.05G195900.1.p, GmISU01.08G033800.1.p, GmISU01.01G036500.1.p, GmISU01.09G154100.1.p	VIT_214s0030g00110.1, VIT_211s0016g03540.2, VIT_211s0016g03540.1
OG0002754	GmISU01.13G314700.1.p, GmISU01.15G016600.1.p, GmISU01.07G016100.1.p, GmISU01.08G188900.1.p	VIT_209s0002g04080.4, VIT_209s0002g04080.3, VIT_209s0002g04080.1, VIT_209s0002g04080.2
OG0002755	GmISU01.06G054300.1.p, GmISU01.04G054500.1.p	VIT_204s0008g07340.1
OG0002755	GmISU01.17G061300.1.p, GmISU01.13G066500.1.p	VIT_211s0052g01800.1
OG0002756	GmISU01.03G220600.1.p, GmISU01.03G220600.2.p, GmISU01.19G222000.1.p, GmISU01.19G222000.2.p, GmISU01.16G008000.1.p, GmISU01.07G037900.1.p	VIT_209s0002g00940.2, VIT_209s0002g00940.1, VIT_209s0002g00940.3
OG0002757	GmISU01.06G046200.1.p, GmISU01.04G047100.2.p, GmISU01.14G089400.2.p, GmISU01.17G198700.1.p	VIT_204s0008g00860.1, VIT_204s0008g00860.2
OG0002757	GmISU01.07G112900.1.p, GmISU01.08G027300.1.p, GmISU01.05G190700.1.p	VIT_211s0016g02490.1
OG0002758	GmISU01.09G220300.6.p, GmISU01.09G220300.2.p, GmISU01.09G220300.7.p, GmISU01.09G220300.4.p, GmISU01.18G173900.2.p, GmISU01.07G071000.3.p, GmISU01.07G071000.2.p, GmISU01.07G071000.4.p, GmISU01.03G014900.4.p, GmISU01.03G014900.3.p, GmISU01.03G014900.1.p, GmISU01.03G014900.2.p	VIT_215s0048g01880.1, VIT_215s0048g01880.2
OG0002759	GmISU01.08G087400.1.p	VIT_203s0038g04280.1, VIT_203s0038g04280.2, VIT_203s0038g04280.3, VIT_201s0011g05270.4, VIT_201s0011g05270.1, VIT_201s0011g05270.3, VIT_201s0011g05270.5, VIT_201s0011g05270.6, VIT_201s0011g05270.2
OG0002760	GmISU01.13G072700.4.p, GmISU01.13G072700.1.p, GmISU01.13G072700.3.p, GmISU01.13G072700.2.p, GmISU01.17G054700.1.p	VIT_211s0103g00570.3, VIT_211s0103g00570.1, VIT_211s0103g00570.5, VIT_211s0103g00570.4, VIT_211s0103g00570.6, VIT_211s0103g00570.2
OG0002761	GmISU01.05G107700.1.p, GmISU01.08G079300.2.p, GmISU01.08G079300.1.p, GmISU01.02G215500.1.p, GmISU01.14G058300.1.p, GmISU01.14G058300.2.p	VIT_208s0007g01670.1, VIT_213s0019g03260.1
OG0002762	GmISU01.20G111100.6.p, GmISU01.20G111100.5.p, GmISU01.20G111100.4.p, GmISU01.20G111100.3.p, GmISU01.20G111100.1.p, GmISU01.20G111100.2.p	VIT_213s0019g03590.1
OG0002763	GmISU01.08G074600.1.p, GmISU01.15G122200.1.p, GmISU01.09G024300.1.p	VIT_218s0166g00300.10, VIT_218s0166g00300.7, VIT_218s0166g00300.3, VIT_218s0166g00300.6, VIT_218s0166g00300.2, VIT_218s0166g00300.1, VIT_218s0166g00300.4, VIT_218s0166g00300.5, VIT_218s0166g00300.11, VIT_218s0166g00300.8
OG0002764	GmISU01.13G312100.3.p, GmISU01.13G312100.2.p, GmISU01.13G312100.5.p, GmISU01.13G312100.4.p, GmISU01.15G019300.1.p, GmISU01.15G019300.2.p, GmISU01.07G013500.1.p, GmISU01.08G186700.1.p	VIT_209s0002g03410.2, VIT_209s0002g03410.3, VIT_209s0002g03410.1
OG0002765	GmISU01.07G028800.3.p, GmISU01.07G028800.1.p, GmISU01.08G196600.1.p, GmISU01.08G196600.2.p, GmISU01.06G063300.3.p, GmISU01.04G062700.1.p, GmISU01.06G063300.6.p	VIT_204s0008g05330.1, VIT_209s0002g06660.1
