Orthogroup	G_max.proteins	P_amilis.proteins
OG0004891	GmISU01.07G213800.2.p, GmISU01.07G213800.1.p, GmISU01.17G020400.1.p, GmISU01.15G090200.1.p, GmISU01.19G170900.1.p, GmISU01.03G169000.1.p	FUN_020242-T1
OG0004892	GmISU01.17G173700.3.p, GmISU01.17G173700.1.p, GmISU01.14G111800.1.p, GmISU01.14G111800.2.p, GmISU01.11G141500.1.p	FUN_049923-T1
OG0004893	GmISU01.02G136900.2.p, GmISU01.02G136900.1.p	FUN_024662-T3, FUN_024662-T2, FUN_024662-T1
OG0004894	GmISU01.12G193700.5.p, GmISU01.13G232800.5.p, GmISU01.13G232800.4.p, GmISU01.12G193700.1.p, GmISU01.12G193700.3.p, GmISU01.12G193700.2.p, GmISU01.13G232800.1.p, GmISU01.13G232800.3.p, GmISU01.13G232800.2.p, GmISU01.12G193700.4.p	FUN_046696-T1
OG0004895	GmISU01.08G215300.1.p, GmISU01.08G215300.2.p, GmISU01.04G110100.2.p, GmISU01.04G110100.1.p, GmISU01.06G270600.1.p	FUN_014111-T1
OG0004896	GmISU01.01G193100.3.p, GmISU01.01G193100.2.p	FUN_025009-T1, FUN_030373-T1, FUN_053247-T2, FUN_053247-T1
OG0004897	GmISU01.06G150300.3.p, GmISU01.06G150300.2.p, GmISU01.06G150300.1.p, GmISU01.04G163100.1.p, GmISU01.08G006600.1.p	FUN_011329-T2, FUN_011329-T1, FUN_011329-T3
OG0004898	GmISU01.11G232600.3.p, GmISU01.11G232600.2.p, GmISU01.11G232600.1.p, GmISU01.11G232600.4.p, GmISU01.18G001600.1.p, GmISU01.18G001600.2.p, GmISU01.18G001600.3.p	FUN_000806-T2, FUN_000806-T3, FUN_000806-T1
OG0004899	GmISU01.03G130800.1.p, GmISU01.03G130800.3.p	FUN_024872-T1, FUN_024872-T2, FUN_024872-T3, FUN_024873-T1
OG0004900	GmISU01.08G219500.1.p, GmISU01.16G001400.2.p, GmISU01.12G136100.1.p	FUN_041701-T2, FUN_041701-T1
OG0004901	GmISU01.19G218800.1.p, GmISU01.19G218600.2.p, GmISU01.19G218600.1.p	FUN_037571-T1, FUN_048270-T1
OG0004902	GmISU01.08G017300.1.p, GmISU01.05G180600.1.p, GmISU01.01G180900.1.p, GmISU01.11G018800.1.p	FUN_018174-T1, FUN_041035-T1
OG0004903	GmISU01.17G153700.1.p, GmISU01.05G079500.1.p	FUN_030445-T1
OG0004904	GmISU01.13G100000.1.p, GmISU01.19G134600.2.p, GmISU01.19G134600.1.p, GmISU01.03G130700.2.p, GmISU01.03G130700.1.p, GmISU01.03G130700.3.p	FUN_043693-T3, FUN_043693-T2, FUN_043693-T1, FUN_043693-T4
OG0004905	GmISU01.05G125200.3.p, GmISU01.05G125200.2.p, GmISU01.08G098700.2.p, GmISU01.05G125200.1.p, GmISU01.08G098700.1.p	FUN_045107-T2, FUN_045107-T3, FUN_045107-T1, FUN_043930-T1
OG0004906	GmISU01.08G095600.1.p, GmISU01.08G095600.2.p, GmISU01.18G005700.1.p, GmISU01.11G228300.1.p	FUN_031872-T2, FUN_031872-T1
OG0004907	GmISU01.18G005600.1.p, GmISU01.11G228400.1.p, GmISU01.05G121800.1.p, GmISU01.08G095700.1.p	FUN_020750-T1, FUN_012592-T1, FUN_031866-T1
OG0004909	GmISU01.16G018100.3.p, GmISU01.16G018100.1.p, GmISU01.16G018100.2.p, GmISU01.07G047800.1.p, GmISU01.07G047800.3.p, GmISU01.08G205400.1.p	FUN_048247-T1, FUN_037552-T1, FUN_037552-T2
OG0004910	GmISU01.11G229600.2.p, GmISU01.11G229600.1.p, GmISU01.18G004600.1.p, GmISU01.18G004600.2.p, GmISU01.08G096700.4.p, GmISU01.08G096700.1.p, GmISU01.05G123000.1.p, GmISU01.08G096700.2.p, GmISU01.05G123000.2.p, GmISU01.08G096700.3.p	FUN_025281-T1, FUN_031835-T1
OG0004911	GmISU01.04G087200.1.p, GmISU01.04G087200.3.p, GmISU01.04G087200.2.p, GmISU01.02G109301.1.p, GmISU01.06G089100.1.p	FUN_044207-T3, FUN_044207-T1, FUN_044207-T2, FUN_026266-T1
OG0004912	GmISU01.08G039000.1.p, GmISU01.05G201100.1.p, GmISU01.17G003700.1.p	FUN_045354-T1, FUN_045352-T1, FUN_041206-T1
OG0004913	GmISU01.06G082000.2.p, GmISU01.06G082000.1.p, GmISU01.04G080300.3.p, GmISU01.04G080300.1.p, GmISU01.04G080300.4.p	FUN_024298-T3, FUN_024298-T4, FUN_024298-T2, FUN_024298-T1
OG0004914	GmISU01.03G170600.1.p, GmISU01.19G172500.1.p, GmISU01.03G170600.2.p, GmISU01.19G172500.2.p	FUN_042884-T1
OG0004915	GmISU01.17G131900.4.p, GmISU01.17G131900.3.p, GmISU01.05G056700.2.p, GmISU01.05G056700.1.p, GmISU01.05G056700.3.p	FUN_019279-T1
OG0004916	GmISU01.14G143100.1.p, GmISU01.13G061900.1.p, GmISU01.14G143200.1.p, GmISU01.04G092600.1.p, GmISU01.04G092400.1.p, GmISU01.04G092500.1.p, GmISU01.06G095000.1.p	FUN_005275-T1, FUN_048650-T1
OG0004917	GmISU01.08G096200.1.p, GmISU01.05G122400.1.p, GmISU01.11G229000.1.p	FUN_025293-T2, FUN_025293-T1
OG0004918	GmISU01.07G062000.2.p, GmISU01.07G062000.4.p, GmISU01.07G062000.7.p, GmISU01.07G062000.1.p, GmISU01.07G062000.3.p, GmISU01.07G062000.8.p, GmISU01.16G031200.2.p, GmISU01.16G031200.5.p, GmISU01.16G031200.1.p	FUN_032627-T1
OG0004919	GmISU01.08G022000.1.p, GmISU01.05G185900.1.p	FUN_018380-T1
OG0004920	GmISU01.19G000400.1.p, GmISU01.19G000400.2.p, GmISU01.05G000200.3.p, GmISU01.05G000200.4.p, GmISU01.05G000200.2.p, GmISU01.05G000200.1.p	FUN_045174-T1, FUN_043966-T2, FUN_043966-T1
OG0004921	GmISU01.18G225800.1.p, GmISU01.08G238100.1.p, GmISU01.15G132200.1.p, GmISU01.09G036200.1.p	FUN_028597-T1, FUN_039854-T1
OG0004922	GmISU01.08G093600.1.p, GmISU01.18G008300.1.p, GmISU01.11G225900.1.p	FUN_031964-T1, FUN_025353-T1
OG0004923	GmISU01.06G111500.5.p, GmISU01.06G111500.1.p, GmISU01.04G198500.1.p, GmISU01.04G198500.4.p, GmISU01.06G111500.7.p, GmISU01.06G111500.6.p	FUN_038936-T2, FUN_038936-T1, FUN_038936-T3
OG0004924	GmISU01.04G192500.2.p, GmISU01.04G192500.1.p	FUN_013639-T2, FUN_013639-T3, FUN_013639-T4, FUN_013639-T1, FUN_013639-T5
OG0004925	GmISU01.19G031800.1.p, GmISU01.19G031800.3.p, GmISU01.19G031800.5.p, GmISU01.19G031800.6.p, GmISU01.11G055900.5.p, GmISU01.19G031800.2.p, GmISU01.19G031800.4.p, GmISU01.11G055900.2.p	FUN_020122-T1, FUN_033475-T2, FUN_033475-T1
OG0004926	GmISU01.12G026500.1.p, GmISU01.12G026500.2.p, GmISU01.11G095400.1.p, GmISU01.01G089850.1.p	FUN_031738-T1
OG0004927	GmISU01.20G042800.2.p, GmISU01.20G042800.1.p, GmISU01.01G178100.2.p, GmISU01.01G178100.3.p	FUN_025045-T1
OG0004928	GmISU01.17G076500.2.p, GmISU01.17G076500.5.p, GmISU01.17G076500.1.p, GmISU01.17G076500.6.p, GmISU01.17G076500.4.p, GmISU01.17G076500.3.p	FUN_047122-T2, FUN_047122-T1, FUN_047122-T3
OG0004930	GmISU01.19G008600.1.p, GmISU01.13G141300.1.p	FUN_011761-T1, FUN_047427-T1
OG0004931	GmISU01.19G014300.1.p, GmISU01.13G045800.1.p, GmISU01.02G023900.1.p, GmISU01.01G034900.1.p	FUN_032386-T1, FUN_022957-T1
OG0004932	GmISU01.19G019400.5.p, GmISU01.19G019400.7.p, GmISU01.19G019400.6.p, GmISU01.19G019400.4.p, GmISU01.19G019400.1.p, GmISU01.19G019400.3.p, GmISU01.13G041800.3.p, GmISU01.13G041800.2.p, GmISU01.13G041800.1.p	FUN_026603-T1
OG0004933	GmISU01.15G072900.2.p, GmISU01.15G155700.1.p	FUN_052677-T1, FUN_052677-T4, FUN_052677-T3, FUN_052677-T2
OG0004934	GmISU01.16G025300.1.p, GmISU01.16G025300.2.p, GmISU01.07G054700.1.p	FUN_010647-T1
OG0004936	GmISU01.08G255600.1.p, GmISU01.18G111600.1.p, GmISU01.01G027400.1.p, GmISU01.06G088100.2.p, GmISU01.06G088100.4.p, GmISU01.06G088100.3.p, GmISU01.06G088100.1.p, GmISU01.04G086500.2.p, GmISU01.04G086500.8.p	FUN_032177-T1
OG0004938	GmISU01.05G061000.1.p	FUN_041308-T1, FUN_017336-T1
OG0004939	GmISU01.16G065900.1.p	FUN_038497-T1, FUN_038498-T1, FUN_038500-T1
OG0004940	GmISU01.01G187800.1.p	FUN_045209-T1
OG0004941	GmISU01.16G185700.5.p, GmISU01.16G185700.4.p, GmISU01.16G185700.3.p, GmISU01.09G132100.5.p, GmISU01.09G132100.3.p, GmISU01.09G132100.4.p, GmISU01.09G132100.1.p, GmISU01.16G185700.2.p, GmISU01.16G185700.1.p, GmISU01.08G052500.2.p, GmISU01.08G052500.4.p, GmISU01.08G052500.3.p, GmISU01.08G052500.1.p, GmISU01.05G214200.1.p	FUN_022424-T1
OG0004942	GmISU01.01G112900.1.p, GmISU01.09G172100.1.p, GmISU01.16G089000.1.p, GmISU01.16G066000.1.p	FUN_017809-T1
OG0004943	GmISU01.08G087800.1.p, GmISU01.05G115300.1.p	FUN_033355-T1
OG0004944	GmISU01.18G036500.3.p, GmISU01.11G198000.4.p, GmISU01.11G198000.5.p, GmISU01.11G198000.3.p, GmISU01.11G198000.1.p, GmISU01.18G036500.2.p, GmISU01.18G036500.1.p	FUN_016749-T2, FUN_016749-T3, FUN_016749-T4, FUN_016749-T1
OG0004945	GmISU01.05G209500.1.p, GmISU01.08G047200.1.p	FUN_000623-T1
OG0004948	GmISU01.02G090500.2.p, GmISU01.02G090500.6.p, GmISU01.02G090500.1.p, GmISU01.02G090500.7.p, GmISU01.01G071400.2.p, GmISU01.01G071400.3.p, GmISU01.01G071400.1.p, GmISU01.20G146700.6.p, GmISU01.20G146700.2.p	FUN_023836-T1, FUN_023836-T2
OG0004949	GmISU01.12G129200.1.p, GmISU01.12G129200.4.p, GmISU01.12G129200.3.p, GmISU01.06G203800.1.p	FUN_046680-T1
OG0004950	GmISU01.16G064700.1.p	FUN_011897-T1, FUN_011896-T1
OG0004951	GmISU01.06G166600.2.p, GmISU01.06G166600.1.p, GmISU01.05G033600.1.p, GmISU01.17G082400.1.p, GmISU01.17G082400.2.p	FUN_047403-T1, FUN_047403-T5, FUN_047403-T2, FUN_047403-T4, FUN_047403-T3, FUN_010831-T1
OG0004952	GmISU01.09G175100.1.p, GmISU01.09G175100.2.p, GmISU01.09G175100.3.p, GmISU01.01G114500.2.p, GmISU01.01G114500.1.p	FUN_041848-T1, FUN_041848-T2
OG0004953	GmISU01.17G132550.1.p	FUN_017181-T1
OG0004954	GmISU01.01G055300.1.p, GmISU01.02G108600.2.p	FUN_023567-T3, FUN_023567-T4, FUN_023567-T2, FUN_023567-T1, FUN_033806-T1
OG0004955	GmISU01.08G085800.1.p, GmISU01.08G085800.2.p, GmISU01.05G113500.2.p	FUN_023779-T1
OG0004956	GmISU01.02G076300.2.p, GmISU01.02G076300.1.p, GmISU01.07G144700.1.p, GmISU01.05G205100.1.p, GmISU01.05G205100.2.p, GmISU01.08G042400.1.p	FUN_033262-T2, FUN_033262-T1, FUN_020117-T2, FUN_020117-T1
OG0004957	GmISU01.04G143200.4.p, GmISU01.04G143200.2.p, GmISU01.04G143200.3.p, GmISU01.04G143200.1.p, GmISU01.06G171300.1.p, GmISU01.05G004500.1.p, GmISU01.05G004500.2.p	FUN_047505-T1
OG0004958	GmISU01.12G013600.1.p, GmISU01.11G101900.1.p, GmISU01.11G007700.2.p, GmISU01.11G007700.1.p, GmISU01.01G192300.1.p	FUN_045289-T1, FUN_045289-T2
OG0004959	GmISU01.02G021400.2.p, GmISU01.18G104900.2.p	FUN_032417-T1
OG0004959	GmISU01.09G198000.1.p	FUN_030878-T1
OG0004960	GmISU01.09G019200.1.p, GmISU01.09G019200.2.p, GmISU01.15G117100.2.p, GmISU01.20G018900.3.p, GmISU01.20G018900.1.p, GmISU01.07G189900.1.p	FUN_046209-T1
OG0004961	GmISU01.17G071600.2.p, GmISU01.17G071600.1.p, GmISU01.05G019300.1.p, GmISU01.19G201100.1.p, GmISU01.03G200300.1.p, GmISU01.10G126801.1.p, GmISU01.20G188600.1.p	FUN_002487-T1
OG0004962	GmISU01.08G051400.1.p, GmISU01.05G213200.2.p, GmISU01.09G135200.3.p, GmISU01.09G135200.2.p, GmISU01.07G095500.2.p, GmISU01.07G095500.3.p, GmISU01.07G095500.5.p, GmISU01.07G095500.4.p, GmISU01.07G095500.1.p	FUN_002033-T1
OG0004963	GmISU01.20G084700.2.p, GmISU01.20G084700.1.p, GmISU01.10G232100.1.p, GmISU01.10G232100.4.p	FUN_011623-T3, FUN_011623-T1, FUN_011623-T2
OG0004964	GmISU01.01G163900.2.p, GmISU01.01G163900.1.p, GmISU01.11G035000.1.p, GmISU01.11G035000.2.p, GmISU01.11G035000.7.p, GmISU01.11G035000.8.p, GmISU01.11G035000.9.p, GmISU01.11G035000.10.p, GmISU01.11G035000.6.p, GmISU01.11G035000.5.p, GmISU01.11G035000.11.p, GmISU01.11G035000.3.p, GmISU01.11G035000.4.p	FUN_017356-T1
OG0004965	GmISU01.06G171400.1.p, GmISU01.04G143100.2.p, GmISU01.04G143100.1.p	FUN_047507-T1, FUN_010975-T1
OG0004966	GmISU01.11G196500.1.p, GmISU01.18G037900.1.p	FUN_023856-T1, FUN_033630-T1
OG0004967	GmISU01.17G089200.2.p, GmISU01.17G089200.3.p, GmISU01.17G089200.4.p, GmISU01.17G089200.1.p, GmISU01.05G026400.2.p, GmISU01.05G026400.1.p	FUN_047540-T1
OG0004968	GmISU01.17G113700.1.p, GmISU01.05G013800.2.p, GmISU01.05G013800.1.p	FUN_011283-T1, FUN_011283-T4, FUN_011283-T5, FUN_011283-T2, FUN_011283-T3
OG0004969	GmISU01.08G013100.1.p, GmISU01.05G176400.1.p, GmISU01.01G178300.2.p, GmISU01.01G178300.3.p, GmISU01.01G178300.1.p, GmISU01.11G021300.5.p, GmISU01.11G021300.1.p, GmISU01.11G021300.4.p, GmISU01.19G099600.1.p	FUN_040878-T2, FUN_040878-T3, FUN_040878-T1
OG0004970	GmISU01.20G001100.3.p	FUN_027658-T2, FUN_027658-T1, FUN_027658-T3
OG0004971	GmISU01.02G128000.1.p, GmISU01.10G029200.1.p	FUN_011565-T1
OG0004972	GmISU01.08G255800.1.p	FUN_009280-T1
OG0004972	GmISU01.08G255900.1.p, GmISU01.18G111300.1.p	FUN_009279-T1, FUN_032191-T3, FUN_032191-T1, FUN_032191-T4, FUN_032191-T2
OG0004973	GmISU01.19G015700.1.p, GmISU01.13G044500.1.p	FUN_030859-T1
OG0004973	GmISU01.04G142700.1.p, GmISU01.06G171800.1.p	FUN_047514-T1
OG0004974	GmISU01.02G090900.1.p, GmISU01.02G090900.3.p, GmISU01.04G112000.2.p, GmISU01.04G112000.1.p, GmISU01.01G071900.1.p, GmISU01.01G071900.2.p, GmISU01.02G091100.2.p, GmISU01.02G091100.1.p	FUN_033675-T1
OG0004975	GmISU01.17G140300.2.p, GmISU01.17G140300.3.p, GmISU01.05G064100.2.p, GmISU01.05G064100.1.p, GmISU01.01G160600.2.p, GmISU01.01G160600.1.p, GmISU01.11G037200.1.p	FUN_017421-T1, FUN_041464-T2, FUN_041464-T1
OG0004976	GmISU01.05G036300.4.p, GmISU01.05G036300.2.p, GmISU01.05G036300.1.p, GmISU01.05G036300.3.p, GmISU01.17G079750.1.p, GmISU01.04G149500.1.p, GmISU01.04G149500.2.p, GmISU01.04G149500.3.p, GmISU01.06G164501.2.p, GmISU01.06G164501.1.p, GmISU01.04G149500.4.p	FUN_047361-T1
OG0004977	GmISU01.13G037600.1.p, GmISU01.13G037600.2.p, GmISU01.19G024500.1.p	FUN_029127-T1
OG0004978	GmISU01.17G124900.1.p, GmISU01.05G048500.1.p, GmISU01.11G026800.1.p, GmISU01.01G171300.1.p	FUN_018601-T1, FUN_018600-T1, FUN_040613-T1
OG0004979	GmISU01.01G173000.7.p, GmISU01.01G173000.6.p, GmISU01.01G173000.3.p, GmISU01.01G173000.1.p, GmISU01.01G173000.4.p, GmISU01.01G173000.2.p, GmISU01.11G025200.1.p	FUN_018691-T2, FUN_018691-T1
OG0004982	GmISU01.04G134800.1.p, GmISU01.06G180800.2.p, GmISU01.06G180800.1.p	FUN_045424-T3, FUN_045424-T2, FUN_045424-T1, FUN_011149-T1
OG0004983	GmISU01.14G074200.1.p, GmISU01.17G213900.1.p	FUN_043020-T1, FUN_027092-T1, FUN_022397-T1, FUN_022389-T1, FUN_022388-T1, FUN_020741-T1, FUN_022386-T1, FUN_014778-T2, FUN_014778-T1, FUN_022387-T1, FUN_022387-T2, FUN_022387-T3
OG0004984	GmISU01.16G015400.1.p, GmISU01.16G015400.2.p, GmISU01.16G015400.3.p, GmISU01.07G045700.1.p	FUN_048292-T1, FUN_048292-T2
OG0004985	GmISU01.06G126600.1.p, GmISU01.16G107700.1.p, GmISU01.02G187000.1.p, GmISU01.02G186900.6.p, GmISU01.02G186900.5.p, GmISU01.02G186900.3.p, GmISU01.02G186900.4.p, GmISU01.02G186900.1.p, GmISU01.02G186900.11.p, GmISU01.02G186900.10.p, GmISU01.02G186900.9.p, GmISU01.02G186900.8.p, GmISU01.02G186900.7.p, GmISU01.14G155500.5.p, GmISU01.14G155500.3.p, GmISU01.14G155500.4.p, GmISU01.14G155500.2.p, GmISU01.14G155500.1.p	FUN_043945-T1, FUN_045114-T1
OG0004986	GmISU01.02G060300.6.p, GmISU01.02G060300.1.p, GmISU01.02G060300.5.p, GmISU01.16G120900.10.p, GmISU01.16G120900.7.p, GmISU01.16G120900.8.p, GmISU01.16G120900.9.p, GmISU01.16G120900.5.p, GmISU01.16G120900.3.p, GmISU01.16G120900.2.p, GmISU01.16G120900.6.p, GmISU01.16G120900.4.p	FUN_014341-T1
OG0004987	GmISU01.15G032900.2.p, GmISU01.15G032900.6.p, GmISU01.15G032900.4.p, GmISU01.15G032900.5.p, GmISU01.15G032900.3.p, GmISU01.13G298700.3.p, GmISU01.13G298700.1.p	FUN_048009-T1
OG0004988	GmISU01.12G074300.1.p	FUN_010007-T1, FUN_016564-T1, FUN_010008-T1, FUN_022161-T1, FUN_038311-T1
OG0004989	GmISU01.08G113900.5.p, GmISU01.05G139000.3.p	FUN_034098-T1, FUN_031617-T1, FUN_031618-T1
OG0004990	GmISU01.20G044700.1.p, GmISU01.20G044800.1.p, GmISU01.20G044600.1.p, GmISU01.20G044400.1.p, GmISU01.20G044400.2.p, GmISU01.20G044500.2.p, GmISU01.20G044500.1.p, GmISU01.06G190600.1.p, GmISU01.06G189600.2.p, GmISU01.06G189600.1.p, GmISU01.20G045000.4.p, GmISU01.20G045000.2.p, GmISU01.20G045000.3.p, GmISU01.20G045000.1.p, GmISU01.13G004000.2.p, GmISU01.13G004000.5.p, GmISU01.13G004000.1.p, GmISU01.13G004000.4.p, GmISU01.13G004000.3.p	FUN_005653-T1, FUN_005656-T1
OG0004991	GmISU01.14G006800.2.p, GmISU01.14G006800.4.p, GmISU01.02G264600.1.p	FUN_001231-T1
OG0004992	GmISU01.14G156000.1.p, GmISU01.02G187600.3.p, GmISU01.02G187600.2.p, GmISU01.02G187600.1.p	FUN_027314-T1
OG0004993	GmISU01.02G263400.2.p, GmISU01.02G263400.1.p, GmISU01.02G263400.3.p, GmISU01.14G008600.1.p, GmISU01.14G008600.2.p	FUN_015564-T1
OG0004998	GmISU01.09G067600.1.p	FUN_014881-T1, FUN_014875-T1, FUN_014876-T1, FUN_035255-T1, FUN_046602-T1, FUN_015297-T1, FUN_014779-T1, FUN_014781-T1, FUN_033412-T1, FUN_015079-T1, FUN_014780-T1, FUN_046601-T1, FUN_014891-T1, FUN_014888-T1, FUN_042181-T1, FUN_001373-T1, FUN_014889-T1, FUN_014890-T1, FUN_026399-T1, FUN_041926-T1, FUN_014883-T1, FUN_014892-T1, FUN_014901-T1, FUN_014899-T1, FUN_014898-T1
OG0005014	GmISU01.15G087000.1.p, GmISU01.13G186000.1.p, GmISU01.07G187300.2.p, GmISU01.07G187300.3.p, GmISU01.07G187300.4.p, GmISU01.07G187300.1.p, GmISU01.07G187300.5.p, GmISU01.20G015200.2.p, GmISU01.20G015200.4.p, GmISU01.20G015200.3.p	FUN_001704-T1
OG0005016	GmISU01.20G203600.2.p, GmISU01.20G203600.1.p, GmISU01.20G203700.2.p, GmISU01.20G203700.1.p, GmISU01.08G322500.1.p	FUN_014777-T1, FUN_014772-T1, FUN_031639-T1, FUN_014763-T1
OG0005017	GmISU01.19G201300.1.p, GmISU01.03G200500.1.p	FUN_000379-T1
OG0005018	GmISU01.13G125600.1.p, GmISU01.13G125600.2.p, GmISU01.10G063300.3.p, GmISU01.10G063300.2.p, GmISU01.10G063300.1.p	FUN_039118-T2, FUN_039118-T3, FUN_039118-T1
OG0005019	GmISU01.10G127400.1.p, GmISU01.20G188100.1.p	FUN_035623-T3, FUN_035623-T2, FUN_035623-T1
OG0005020	GmISU01.18G021400.2.p, GmISU01.18G021400.1.p, GmISU01.11G212400.1.p	FUN_019036-T1, FUN_019036-T2, FUN_029351-T1
OG0005023	GmISU01.12G086300.2.p, GmISU01.11G142100.2.p, GmISU01.07G148900.1.p, GmISU01.12G086300.1.p, GmISU01.11G142100.1.p, GmISU01.12G156900.1.p, GmISU01.12G156900.3.p, GmISU01.13G272500.1.p	FUN_048918-T2, FUN_048918-T1, FUN_048918-T3
OG0005024	GmISU01.12G002800.1.p, GmISU01.09G191500.1.p, GmISU01.01G027700.1.p	FUN_027722-T1
OG0005025	GmISU01.08G116200.1.p, GmISU01.05G140800.1.p, GmISU01.08G116200.2.p	FUN_014135-T1
OG0005026	GmISU01.15G222700.1.p, GmISU01.08G146200.1.p, GmISU01.08G146200.3.p	FUN_052599-T1, FUN_052599-T2
OG0005027	GmISU01.10G247400.1.p, GmISU01.20G197800.2.p, GmISU01.20G197800.1.p	FUN_039187-T1, FUN_000999-T1, FUN_000999-T2
OG0005030	GmISU01.18G185800.1.p, GmISU01.18G185800.3.p, GmISU01.09G208200.1.p	FUN_052449-T1, FUN_052449-T3, FUN_052449-T2, FUN_036139-T2, FUN_036139-T1
OG0005031	GmISU01.20G205200.3.p, GmISU01.20G205200.5.p, GmISU01.20G205200.6.p, GmISU01.20G205200.1.p, GmISU01.20G205200.4.p, GmISU01.20G205200.2.p, GmISU01.20G205200.7.p, GmISU01.20G205200.8.p, GmISU01.10G253500.1.p	FUN_021736-T1
OG0005034	GmISU01.02G193700.2.p, GmISU01.02G193700.1.p, GmISU01.07G100200.1.p, GmISU01.14G162000.2.p, GmISU01.14G162000.1.p, GmISU01.11G174300.1.p, GmISU01.11G174300.2.p, GmISU01.18G054400.1.p	FUN_007680-T1
OG0005035	GmISU01.11G085900.4.p, GmISU01.11G085900.1.p, GmISU01.11G085900.3.p, GmISU01.12G018500.1.p	FUN_036399-T1, FUN_036399-T2, FUN_052712-T1
OG0005036	GmISU01.02G160800.1.p, GmISU01.03G095700.1.p, GmISU01.19G099200.1.p	FUN_032733-T1, FUN_004513-T1
OG0005037	GmISU01.10G076900.1.p, GmISU01.10G076900.6.p, GmISU01.10G076900.2.p, GmISU01.10G076900.3.p, GmISU01.10G076900.5.p, GmISU01.10G076900.4.p, GmISU01.15G229000.1.p	FUN_006133-T1
OG0005038	GmISU01.13G144800.1.p	FUN_034075-T1
OG0005038	GmISU01.18G122500.1.p, GmISU01.08G309300.2.p, GmISU01.08G309300.1.p	FUN_025048-T1, FUN_047752-T1
OG0005039	GmISU01.03G045400.3.p, GmISU01.03G045400.1.p	FUN_041921-T2, FUN_041921-T1
OG0005040	GmISU01.11G186800.1.p, GmISU01.18G046200.1.p, GmISU01.18G046200.2.p, GmISU01.11G186700.1.p, GmISU01.18G046300.1.p	FUN_031704-T1, FUN_031703-T1
OG0005041	GmISU01.19G133700.3.p, GmISU01.19G133700.2.p, GmISU01.19G133700.1.p, GmISU01.03G129800.3.p, GmISU01.03G129800.1.p, GmISU01.03G129800.2.p	FUN_024855-T1
OG0005043	GmISU01.19G082000.1.p, GmISU01.16G037800.1.p	FUN_005704-T1
OG0005044	GmISU01.20G170400.2.p, GmISU01.20G170400.1.p, GmISU01.10G145900.1.p, GmISU01.10G145900.3.p	FUN_042740-T1
OG0005045	GmISU01.10G060000.4.p, GmISU01.10G060000.2.p	FUN_005815-T1, FUN_005815-T3, FUN_005815-T2
OG0005046	GmISU01.11G201000.2.p, GmISU01.18G033600.4.p, GmISU01.18G033600.3.p, GmISU01.18G033600.2.p	FUN_030113-T2, FUN_030113-T1
OG0005047	GmISU01.03G189200.1.p, GmISU01.19G191000.1.p	FUN_011320-T1, FUN_036044-T1, FUN_052429-T1, FUN_036080-T1
OG0005049	GmISU01.18G051900.5.p, GmISU01.18G051900.6.p, GmISU01.17G040000.1.p	FUN_010541-T2, FUN_010541-T1
OG0005050	GmISU01.11G116300.1.p, GmISU01.11G116300.2.p, GmISU01.12G047000.2.p, GmISU01.12G047000.1.p, GmISU01.13G303800.1.p, GmISU01.15G028100.1.p	FUN_014724-T1, FUN_006510-T1
OG0005051	GmISU01.07G115300.3.p, GmISU01.07G115300.4.p, GmISU01.18G134500.3.p, GmISU01.07G115300.2.p, GmISU01.07G115300.1.p, GmISU01.18G134500.2.p, GmISU01.18G134500.1.p	FUN_015484-T1
OG0005052	GmISU01.07G047500.1.p, GmISU01.16G017500.1.p, GmISU01.16G017600.1.p, GmISU01.16G017700.1.p, GmISU01.19G218500.2.p, GmISU01.19G218400.1.p, GmISU01.03G217200.1.p	FUN_049103-T1, FUN_048266-T1, FUN_048258-T1, FUN_048259-T1, FUN_037560-T1, FUN_037565-T1
OG0005053	GmISU01.09G037300.1.p, GmISU01.17G027400.1.p, GmISU01.07G206200.1.p	FUN_040332-T1, FUN_014994-T1
OG0005055	GmISU01.07G209800.3.p, GmISU01.07G209800.4.p, GmISU01.17G023900.3.p, GmISU01.17G023900.1.p, GmISU01.17G023900.2.p, GmISU01.07G209800.2.p, GmISU01.07G209800.1.p	FUN_012915-T3, FUN_012915-T2, FUN_012915-T1
OG0005058	GmISU01.12G118500.1.p, GmISU01.12G118500.2.p, GmISU01.11G094700.1.p	FUN_020552-T2, FUN_020552-T1, FUN_000041-T1
OG0005059	GmISU01.01G173400.1.p, GmISU01.11G024900.1.p, GmISU01.17G122600.1.p, GmISU01.05G046500.1.p	FUN_018701-T1, FUN_040691-T1
OG0005061	GmISU01.03G000400.1.p, GmISU01.03G000400.2.p, GmISU01.03G000400.4.p, GmISU01.03G000400.5.p, GmISU01.16G190100.1.p	FUN_006021-T1
OG0005062	GmISU01.10G053200.1.p, GmISU01.13G116700.1.p	FUN_014566-T1
OG0005064	GmISU01.03G065800.1.p, GmISU01.16G077300.1.p, GmISU01.08G309400.1.p, GmISU01.18G122600.2.p, GmISU01.18G122600.1.p	FUN_047748-T1
OG0005065	GmISU01.13G227900.1.p, GmISU01.12G198000.1.p	FUN_031938-T1, FUN_031938-T2, FUN_031938-T3
OG0005065	GmISU01.10G138900.1.p	FUN_032068-T1
