Orthogroup	G_max.proteins	L_sativa.proteins
OG0006473	GmISU01.14G119950.1.p, GmISU01.17G167800.2.p, GmISU01.17G167800.1.p	Lsat_1_v5_gn_6_7620.1, Lsat_1_v5_gn_6_7620.3
OG0006474	GmISU01.03G018600.1.p, GmISU01.03G018600.2.p, GmISU01.13G110500.2.p, GmISU01.13G110500.3.p, GmISU01.13G110500.1.p	Lsat_1_v5_gn_5_151460.1
OG0006475	GmISU01.18G003900.1.p, GmISU01.11G230400.1.p	Lsat_1_v5_gn_4_89381.3, Lsat_1_v5_gn_4_89381.1
OG0006476	GmISU01.11G135100.3.p, GmISU01.11G135100.1.p, GmISU01.12G065100.1.p	Lsat_1_v5_gn_1_49060.3, Lsat_1_v5_gn_1_49060.1
OG0006477	GmISU01.19G109000.4.p, GmISU01.19G109000.1.p, GmISU01.19G109000.3.p, GmISU01.19G109000.2.p	Lsat_1_v5_gn_7_104380.1, Lsat_1_v5_gn_5_162580.2, Lsat_1_v5_gn_5_162580.1
OG0006479	GmISU01.12G003800.2.p, GmISU01.12G003800.4.p, GmISU01.12G003800.3.p, GmISU01.12G003800.1.p, GmISU01.09G190000.2.p, GmISU01.09G190000.1.p	Lsat_1_v5_gn_8_9241.3, Lsat_1_v5_gn_8_9241.2, Lsat_1_v5_gn_8_9241.1
OG0006480	GmISU01.14G061400.1.p, GmISU01.02G213000.1.p	Lsat_1_v5_gn_5_146040.1, Lsat_1_v5_gn_5_146040.2, Lsat_1_v5_gn_5_146040.3
OG0006481	GmISU01.17G095300.1.p, GmISU01.13G129100.1.p, GmISU01.17G095400.1.p, GmISU01.17G095500.1.p, GmISU01.13G129200.1.p	Lsat_1_v5_gn_8_77581.1, Lsat_1_v5_gn_8_59400.2, Lsat_1_v5_gn_8_59400.1
OG0006482	GmISU01.18G174700.2.p, GmISU01.18G174700.3.p, GmISU01.18G174700.4.p, GmISU01.18G174700.1.p, GmISU01.09G219600.1.p	Lsat_1_v5_gn_7_8181.3, Lsat_1_v5_gn_7_8181.1
OG0006483	GmISU01.17G177600.1.p, GmISU01.17G177600.2.p, GmISU01.14G110200.2.p, GmISU01.14G110200.1.p, GmISU01.17G177500.2.p, GmISU01.17G177500.1.p, GmISU01.14G110100.1.p, GmISU01.14G110100.2.p	Lsat_1_v5_gn_5_45480.1
OG0006484	GmISU01.19G200400.1.p, GmISU01.03G199400.1.p	Lsat_1_v5_gn_9_5100.1
OG0006485	GmISU01.01G003400.1.p, GmISU01.07G112800.1.p	Lsat_1_v5_gn_8_87540.1
OG0006485	GmISU01.17G198800.1.p, GmISU01.14G089300.1.p	Lsat_1_v5_gn_3_24260.1, Lsat_1_v5_gn_3_24260.2
OG0006486	GmISU01.17G198200.4.p, GmISU01.17G198200.1.p	Lsat_1_v5_gn_3_24361.1, Lsat_1_v5_gn_3_24361.3
OG0006487	GmISU01.17G069200.4.p, GmISU01.17G069200.2.p, GmISU01.17G069200.3.p, GmISU01.17G069200.1.p, GmISU01.15G180000.1.p, GmISU01.09G082700.1.p	Lsat_1_v5_gn_7_48681.1
OG0006488	GmISU01.15G012600.1.p, GmISU01.13G318400.1.p, GmISU01.07G031700.1.p, GmISU01.08G193100.1.p	Lsat_1_v5_gn_4_103441.1
OG0006489	GmISU01.09G188600.2.p, GmISU01.09G188600.1.p, GmISU01.12G005300.2.p	Lsat_1_v5_gn_5_9340.1
OG0006490	GmISU01.10G059400.2.p, GmISU01.10G059400.1.p, GmISU01.14G135800.2.p	Lsat_1_v5_gn_3_11381.1
OG0006491	GmISU01.13G134100.1.p	Lsat_1_v5_gn_8_61440.3, Lsat_1_v5_gn_8_61440.1
OG0006492	GmISU01.07G079800.1.p	Lsat_1_v5_gn_5_100940.1, Lsat_1_v5_gn_5_100940.3, Lsat_1_v5_gn_4_159660.1, Lsat_1_v5_gn_5_100980.1
OG0006493	GmISU01.06G196600.1.p, GmISU01.06G196600.4.p, GmISU01.06G196600.3.p, GmISU01.06G196600.2.p, GmISU01.04G126000.3.p, GmISU01.04G126000.5.p, GmISU01.04G126000.1.p, GmISU01.04G126000.2.p	Lsat_1_v5_gn_8_64840.1, Lsat_1_v5_gn_8_64840.4, Lsat_1_v5_gn_5_88580.1
OG0006494	GmISU01.07G013700.1.p, GmISU01.07G013700.2.p, GmISU01.07G013700.3.p, GmISU01.07G013700.4.p, GmISU01.07G013700.5.p, GmISU01.08G186900.1.p	Lsat_1_v5_gn_4_97420.1
OG0006495	GmISU01.05G050200.1.p, GmISU01.05G050100.1.p	Lsat_1_v5_gn_6_10661.1
OG0006496	GmISU01.09G152800.2.p, GmISU01.09G152800.1.p, GmISU01.07G077100.1.p, GmISU01.07G077100.2.p	Lsat_1_v5_gn_5_103001.2, Lsat_1_v5_gn_5_103001.1, Lsat_1_v5_gn_5_103001.3, Lsat_1_v5_gn_7_42121.1
OG0006497	GmISU01.03G084100.2.p, GmISU01.07G100800.1.p, GmISU01.07G100800.3.p, GmISU01.03G084100.1.p, GmISU01.07G100800.2.p	Lsat_1_v5_gn_3_131281.1, Lsat_1_v5_gn_3_131281.3
OG0006498	GmISU01.03G219800.1.p, GmISU01.03G219800.2.p	Lsat_1_v5_gn_5_137681.3, Lsat_1_v5_gn_5_137681.1
OG0006500	GmISU01.05G192700.1.p, GmISU01.08G029600.1.p, GmISU01.01G005400.1.p, GmISU01.07G110900.1.p	Lsat_1_v5_gn_5_117420.3, Lsat_1_v5_gn_5_117420.1, Lsat_1_v5_gn_8_88181.1, Lsat_1_v5_gn_5_146540.1
OG0006501	GmISU01.06G058300.1.p, GmISU01.04G058000.1.p, GmISU01.17G185900.1.p, GmISU01.14G103000.1.p	Lsat_1_v5_gn_6_19780.3, Lsat_1_v5_gn_6_19780.1, Lsat_1_v5_gn_6_114521.1
OG0006502	GmISU01.03G016400.1.p, GmISU01.07G072900.1.p	Lsat_1_v5_gn_7_6740.2, Lsat_1_v5_gn_7_6740.1, Lsat_1_v5_gn_7_6740.3, Lsat_1_v5_gn_4_37220.1
OG0006503	GmISU01.07G163800.1.p, GmISU01.13G152300.1.p	Lsat_1_v5_gn_7_19080.1, Lsat_1_v5_gn_7_19080.3
OG0006504	GmISU01.09G065600.4.p, GmISU01.09G065600.2.p, GmISU01.09G065600.6.p, GmISU01.09G065600.5.p, GmISU01.09G065600.1.p, GmISU01.15G162900.1.p, GmISU01.15G163100.1.p, GmISU01.15G163100.3.p	Lsat_1_v5_gn_8_85441.1
OG0006505	GmISU01.06G264400.1.p, GmISU01.17G051000.1.p	Lsat_1_v5_gn_8_32380.1
OG0006505	GmISU01.15G008800.1.p	Lsat_1_v5_gn_4_89080.3, Lsat_1_v5_gn_4_89060.1
OG0006506	GmISU01.06G076700.3.p, GmISU01.06G076700.2.p, GmISU01.04G075300.1.p, GmISU01.04G075300.2.p, GmISU01.04G075300.3.p	Lsat_1_v5_gn_6_63800.2, Lsat_1_v5_gn_6_63800.1
OG0006507	GmISU01.07G001400.1.p, GmISU01.08G209300.1.p, GmISU01.08G209300.2.p, GmISU01.07G001400.2.p	Lsat_1_v5_gn_5_137180.1, Lsat_1_v5_gn_5_137180.3
OG0006508	GmISU01.13G131300.1.p, GmISU01.17G103400.1.p	Lsat_1_v5_gn_8_62300.1, Lsat_1_v5_gn_8_62300.2
OG0006509	GmISU01.03G075600.3.p, GmISU01.03G075600.2.p, GmISU01.07G107300.1.p, GmISU01.07G107300.2.p	Lsat_1_v5_gn_5_37660.3, Lsat_1_v5_gn_5_37660.4
OG0006510	GmISU01.13G001000.1.p, GmISU01.13G001000.2.p, GmISU01.02G079300.2.p, GmISU01.02G079300.1.p	Lsat_1_v5_gn_6_81741.2, Lsat_1_v5_gn_6_81741.1
OG0006511	GmISU01.03G017300.2.p, GmISU01.03G017300.1.p, GmISU01.07G074300.1.p	Lsat_1_v5_gn_3_135321.1, Lsat_1_v5_gn_2_8360.1
OG0006512	GmISU01.17G053200.2.p, GmISU01.13G074100.1.p, GmISU01.17G053200.1.p, GmISU01.15G151900.1.p, GmISU01.09G055500.1.p	Lsat_1_v5_gn_5_83800.1, Lsat_1_v5_gn_4_26480.1, Lsat_1_v5_gn_4_26460.1, Lsat_1_v5_gn_4_26460.3
OG0006512	GmISU01.06G070600.1.p, GmISU01.04G069700.1.p	Lsat_1_v5_gn_3_19520.1
OG0006513	GmISU01.09G188200.1.p	Lsat_1_v5_gn_0_8720.1, Lsat_1_v5_gn_8_9321.3, Lsat_1_v5_gn_8_9321.1
OG0006514	GmISU01.11G086500.1.p, GmISU01.12G019100.1.p	Lsat_1_v5_gn_5_77240.2, Lsat_1_v5_gn_5_76141.2, Lsat_1_v5_gn_5_76141.1, Lsat_1_v5_gn_5_77240.1
OG0006515	GmISU01.16G149100.1.p, GmISU01.16G149100.4.p, GmISU01.16G149100.3.p, GmISU01.16G149100.2.p, GmISU01.09G102600.1.p	Lsat_1_v5_gn_8_6520.3, Lsat_1_v5_gn_8_6520.1, Lsat_1_v5_gn_2_131421.1
OG0006516	GmISU01.17G102200.2.p, GmISU01.17G102200.1.p, GmISU01.17G102200.4.p, GmISU01.17G102200.3.p, GmISU01.13G132650.1.p	Lsat_1_v5_gn_5_91781.1, Lsat_1_v5_gn_5_91781.3
OG0006517	GmISU01.13G063600.1.p, GmISU01.13G063600.2.p	Lsat_1_v5_gn_7_51040.2, Lsat_1_v5_gn_7_51040.1
OG0006518	GmISU01.05G189000.1.p, GmISU01.08G025200.2.p, GmISU01.08G025200.1.p	Lsat_1_v5_gn_4_26601.3, Lsat_1_v5_gn_4_26601.1
OG0006519	GmISU01.11G171000.1.p, GmISU01.18G050900.2.p, GmISU01.18G050900.1.p	Lsat_1_v5_gn_7_9240.2, Lsat_1_v5_gn_7_9240.1
OG0006520	GmISU01.08G188700.1.p, GmISU01.07G015800.1.p	Lsat_1_v5_gn_7_27180.4, Lsat_1_v5_gn_2_39201.3, Lsat_1_v5_gn_2_39201.1
OG0006521	GmISU01.20G125300.2.p, GmISU01.20G125300.3.p, GmISU01.20G125300.1.p, GmISU01.10G194500.1.p	Lsat_1_v5_gn_8_20461.2, Lsat_1_v5_gn_8_20461.4, Lsat_1_v5_gn_8_20461.1
OG0006522	GmISU01.08G201900.1.p, GmISU01.07G022900.1.p, GmISU01.07G022900.3.p, GmISU01.07G022900.2.p	Lsat_1_v5_gn_1_42920.1, Lsat_1_v5_gn_1_42920.2, Lsat_1_v5_gn_6_19560.1, Lsat_1_v5_gn_6_19560.3
OG0006523	GmISU01.13G077100.1.p	Lsat_1_v5_gn_8_87760.1, Lsat_1_v5_gn_7_37001.1
OG0006523	GmISU01.14G091000.1.p	Lsat_1_v5_gn_6_13421.1, Lsat_1_v5_gn_6_13421.3, Lsat_1_v5_gn_5_47580.1
OG0006524	GmISU01.06G195600.2.p, GmISU01.06G195600.1.p	Lsat_1_v5_gn_5_96021.1, Lsat_1_v5_gn_5_96021.3
OG0006525	GmISU01.20G177000.1.p, GmISU01.10G139800.1.p	Lsat_1_v5_gn_6_82240.1, Lsat_1_v5_gn_6_82240.2, Lsat_1_v5_gn_3_14141.2, Lsat_1_v5_gn_3_14141.1
OG0006526	GmISU01.14G043300.5.p, GmISU01.14G043300.2.p, GmISU01.14G043300.1.p, GmISU01.14G043300.4.p, GmISU01.14G043300.3.p, GmISU01.02G230700.1.p, GmISU01.02G230700.4.p	Lsat_1_v5_gn_9_106701.1
OG0006527	GmISU01.08G196500.4.p, GmISU01.08G196500.2.p, GmISU01.07G028900.1.p, GmISU01.08G196500.1.p	Lsat_1_v5_gn_4_106080.1
OG0006528	GmISU01.10G139400.1.p, GmISU01.20G177200.1.p	Lsat_1_v5_gn_6_11441.3, Lsat_1_v5_gn_6_11441.1
OG0006529	GmISU01.17G196100.1.p, GmISU01.14G092300.1.p, GmISU01.06G047400.1.p, GmISU01.04G048600.1.p	Lsat_1_v5_gn_6_14000.1, Lsat_1_v5_gn_0_13420.1
OG0006530	GmISU01.07G088600.1.p, GmISU01.09G142400.1.p, GmISU01.08G045500.1.p, GmISU01.05G207800.1.p	Lsat_1_v5_gn_8_142020.1, Lsat_1_v5_gn_8_142020.2
OG0006531	GmISU01.13G328500.2.p, GmISU01.13G328500.1.p, GmISU01.15G002400.2.p	Lsat_1_v5_gn_1_30920.2
OG0006532	GmISU01.17G110900.1.p, GmISU01.17G110900.2.p, GmISU01.17G110900.3.p, GmISU01.05G011100.1.p, GmISU01.05G011100.2.p, GmISU01.05G011100.3.p	Lsat_1_v5_gn_5_99761.1
OG0006533	GmISU01.17G107400.1.p, GmISU01.05G007500.1.p	Lsat_1_v5_gn_8_58860.1, Lsat_1_v5_gn_8_58880.1, Lsat_1_v5_gn_8_57420.3, Lsat_1_v5_gn_8_57420.1
OG0006534	GmISU01.11G027400.1.p, GmISU01.01G170600.1.p	Lsat_1_v5_gn_2_129361.3, Lsat_1_v5_gn_8_9421.1
OG0006535	GmISU01.03G024000.1.p, GmISU01.01G105900.1.p	Lsat_1_v5_gn_4_43461.2, Lsat_1_v5_gn_4_43461.1, Lsat_1_v5_gn_4_43461.3, Lsat_1_v5_gn_7_9680.3, Lsat_1_v5_gn_7_9680.1
OG0006536	GmISU01.09G190600.3.p, GmISU01.09G190600.1.p, GmISU01.09G190600.2.p, GmISU01.14G040500.2.p, GmISU01.14G040500.1.p, GmISU01.14G040500.3.p	Lsat_1_v5_gn_8_9401.1, Lsat_1_v5_gn_8_9401.3
OG0006537	GmISU01.13G317100.1.p	Lsat_1_v5_gn_5_130241.1, Lsat_1_v5_gn_5_130241.2
OG0006538	GmISU01.17G133700.4.p, GmISU01.17G133700.6.p, GmISU01.17G133700.5.p, GmISU01.17G133700.2.p, GmISU01.17G133700.1.p	Lsat_1_v5_gn_5_178381.1, Lsat_1_v5_gn_5_178381.4
OG0006539	GmISU01.01G007400.1.p, GmISU01.16G070000.1.p, GmISU01.16G070000.2.p, GmISU01.05G193900.1.p, GmISU01.08G031100.1.p	Lsat_1_v5_gn_7_39841.3, Lsat_1_v5_gn_7_39841.1, Lsat_1_v5_gn_5_144920.3, Lsat_1_v5_gn_5_144920.1, Lsat_1_v5_gn_5_144920.2
OG0006540	GmISU01.20G056100.1.p, GmISU01.19G000100.1.p	Lsat_1_v5_gn_2_99540.1
OG0006541	GmISU01.07G116300.1.p, GmISU01.18G135400.2.p	Lsat_1_v5_gn_9_69940.1, Lsat_1_v5_gn_9_69940.2
OG0006542	GmISU01.13G187200.1.p, GmISU01.13G187200.3.p	Lsat_1_v5_gn_6_42160.1, Lsat_1_v5_gn_6_42160.2
OG0006543	GmISU01.12G059300.1.p, GmISU01.11G128600.2.p	Lsat_1_v5_gn_9_22360.2, Lsat_1_v5_gn_9_22360.1, Lsat_1_v5_gn_8_77921.1
OG0006544	GmISU01.19G158200.2.p, GmISU01.19G158200.1.p, GmISU01.03G156100.3.p, GmISU01.03G156100.1.p, GmISU01.06G148400.1.p	Lsat_1_v5_gn_7_37701.1
OG0006545	GmISU01.09G047500.1.p, GmISU01.19G027900.1.p, GmISU01.13G034400.1.p	Lsat_1_v5_gn_2_60941.1, Lsat_1_v5_gn_8_117920.1, Lsat_1_v5_gn_8_117920.2
OG0006546	GmISU01.20G145900.1.p, GmISU01.10G170200.1.p	Lsat_1_v5_gn_5_36560.1, Lsat_1_v5_gn_5_36560.2
OG0006547	GmISU01.14G038600.1.p, GmISU01.02G234900.1.p	Lsat_1_v5_gn_8_85260.1
OG0006548	GmISU01.18G144700.1.p, GmISU01.07G125200.1.p	Lsat_1_v5_gn_8_80661.1
OG0006549	GmISU01.19G106000.1.p, GmISU01.19G106000.3.p, GmISU01.19G106000.4.p, GmISU01.19G106000.2.p, GmISU01.03G102100.1.p, GmISU01.02G158700.1.p	Lsat_1_v5_gn_9_30600.3, Lsat_1_v5_gn_9_30600.2, Lsat_1_v5_gn_9_30600.1
OG0006550	GmISU01.12G085600.1.p, GmISU01.11G143000.1.p, GmISU01.13G273300.1.p, GmISU01.12G156000.1.p	Lsat_1_v5_gn_2_35701.1, Lsat_1_v5_gn_2_35701.2
OG0006551	GmISU01.11G059350.1.p, GmISU01.01G138800.4.p, GmISU01.01G138800.7.p, GmISU01.01G138800.5.p, GmISU01.01G138800.6.p, GmISU01.01G138800.1.p, GmISU01.01G138800.8.p	Lsat_1_v5_gn_7_97041.1
OG0006552	GmISU01.07G225400.3.p, GmISU01.07G225400.1.p, GmISU01.17G009150.1.p	Lsat_1_v5_gn_4_61541.2, Lsat_1_v5_gn_4_61541.1
OG0006553	GmISU01.20G148800.1.p, GmISU01.20G148800.2.p	Lsat_1_v5_gn_0_7340.1, Lsat_1_v5_gn_4_48181.2
OG0006554	GmISU01.02G172100.1.p	Lsat_1_v5_gn_7_50060.1, Lsat_1_v5_gn_8_63740.1, Lsat_1_v5_gn_8_63740.2
OG0006555	GmISU01.05G111300.1.p	Lsat_1_v5_gn_2_107601.2, Lsat_1_v5_gn_2_107601.1
OG0006556	GmISU01.20G201800.2.p, GmISU01.10G250700.1.p, GmISU01.20G201800.1.p	Lsat_1_v5_gn_2_115481.3, Lsat_1_v5_gn_2_115481.1, Lsat_1_v5_gn_8_21240.2, Lsat_1_v5_gn_8_21240.1
OG0006557	GmISU01.18G067400.3.p, GmISU01.18G067400.1.p, GmISU01.18G067400.2.p	Lsat_1_v5_gn_7_114160.1
OG0006558	GmISU01.18G065400.2.p, GmISU01.18G065400.3.p, GmISU01.08G300900.2.p, GmISU01.18G065400.1.p, GmISU01.08G300900.1.p	Lsat_1_v5_gn_7_116460.3, Lsat_1_v5_gn_7_116460.1
OG0006559	GmISU01.05G072500.2.p, GmISU01.05G072500.1.p	Lsat_1_v5_gn_1_56161.1
OG0006560	GmISU01.18G228900.3.p, GmISU01.18G228900.1.p, GmISU01.18G228900.2.p, GmISU01.02G085200.1.p, GmISU01.02G085200.2.p	Lsat_1_v5_gn_5_23660.3, Lsat_1_v5_gn_5_23660.1, Lsat_1_v5_gn_5_23660.4
OG0006561	GmISU01.13G281700.1.p, GmISU01.12G147100.6.p, GmISU01.12G147100.3.p, GmISU01.12G147100.2.p, GmISU01.12G147100.1.p	Lsat_1_v5_gn_6_43460.1
OG0006562	GmISU01.12G077700.1.p, GmISU01.11G150300.1.p, GmISU01.12G150100.1.p, GmISU01.13G279000.1.p, GmISU01.10G069900.1.p	Lsat_1_v5_gn_5_108061.1, Lsat_1_v5_gn_5_108061.3
OG0006563	GmISU01.03G138800.5.p, GmISU01.03G138800.1.p, GmISU01.03G138800.2.p, GmISU01.03G138800.3.p, GmISU01.03G138800.6.p, GmISU01.03G138800.7.p, GmISU01.19G141800.1.p	Lsat_1_v5_gn_2_109921.2, Lsat_1_v5_gn_2_109921.1
OG0006564	GmISU01.09G233100.3.p, GmISU01.09G233100.1.p, GmISU01.18G158600.1.p	Lsat_1_v5_gn_8_118661.2, Lsat_1_v5_gn_8_118661.1, Lsat_1_v5_gn_9_38121.1
OG0006565	GmISU01.12G085800.1.p, GmISU01.11G142800.1.p, GmISU01.11G142800.2.p	Lsat_1_v5_gn_2_34521.2, Lsat_1_v5_gn_2_34521.3, Lsat_1_v5_gn_2_34521.1
OG0006566	GmISU01.13G051750.1.p, GmISU01.14G010000.2.p, GmISU01.14G010000.1.p, GmISU01.20G035300.1.p, GmISU01.02G262000.1.p, GmISU01.02G262000.2.p	Lsat_1_v5_gn_9_120400.1, Lsat_1_v5_gn_7_76100.1, Lsat_1_v5_gn_7_76100.2
OG0006567	GmISU01.15G182000.1.p, GmISU01.15G182000.3.p, GmISU01.15G182000.4.p, GmISU01.15G182000.2.p	Lsat_1_v5_gn_7_116141.1
OG0006568	GmISU01.04G162900.1.p, GmISU01.06G150400.1.p	Lsat_1_v5_gn_4_84501.1, Lsat_1_v5_gn_4_84501.2, Lsat_1_v5_gn_5_10121.1
OG0006569	GmISU01.06G200700.2.p, GmISU01.06G200700.3.p, GmISU01.06G200700.1.p, GmISU01.12G131200.1.p, GmISU01.13G233900.1.p	Lsat_1_v5_gn_5_127380.1, Lsat_1_v5_gn_5_127380.2, Lsat_1_v5_gn_7_103340.1
OG0006570	GmISU01.05G207000.2.p, GmISU01.05G207000.1.p, GmISU01.08G044500.1.p	Lsat_1_v5_gn_5_175961.1, Lsat_1_v5_gn_9_15641.1
OG0006571	GmISU01.20G192400.1.p, GmISU01.20G192400.2.p, GmISU01.10G123000.1.p	Lsat_1_v5_gn_6_96180.1, Lsat_1_v5_gn_6_96180.2
OG0006572	GmISU01.18G092200.1.p, GmISU01.18G092200.2.p, GmISU01.08G275200.3.p, GmISU01.08G275200.2.p, GmISU01.08G275200.1.p	Lsat_1_v5_gn_8_159361.1, Lsat_1_v5_gn_8_159361.3
OG0006573	GmISU01.03G074300.1.p	Lsat_1_v5_gn_2_99521.3, Lsat_1_v5_gn_2_99521.1
OG0006574	GmISU01.19G052500.4.p, GmISU01.19G052500.2.p, GmISU01.19G052500.1.p, GmISU01.19G052500.3.p	Lsat_1_v5_gn_9_108940.2, Lsat_1_v5_gn_9_108940.3, Lsat_1_v5_gn_9_108940.1
OG0006575	GmISU01.11G127100.1.p, GmISU01.15G036700.1.p, GmISU01.15G036700.4.p, GmISU01.15G036700.7.p, GmISU01.15G036700.6.p, GmISU01.15G036700.3.p, GmISU01.13G295100.1.p, GmISU01.13G295100.2.p, GmISU01.13G295100.4.p, GmISU01.13G295100.3.p	Lsat_1_v5_gn_8_75741.1, Lsat_1_v5_gn_8_75741.3
OG0006576	GmISU01.03G052700.1.p, GmISU01.01G080300.1.p	Lsat_1_v5_gn_5_154881.3, Lsat_1_v5_gn_5_154881.1
OG0006577	GmISU01.20G141700.4.p, GmISU01.20G141700.1.p, GmISU01.10G175200.1.p, GmISU01.10G175200.2.p	Lsat_1_v5_gn_2_114381.1
OG0006578	GmISU01.16G069200.2.p, GmISU01.16G069200.1.p, GmISU01.01G008300.2.p, GmISU01.01G008300.1.p	Lsat_1_v5_gn_5_90640.1
OG0006579	GmISU01.08G212900.2.p, GmISU01.08G212900.1.p	Lsat_1_v5_gn_5_36980.2, Lsat_1_v5_gn_5_36980.1
OG0006580	GmISU01.12G002000.1.p, GmISU01.08G309800.1.p, GmISU01.18G122900.1.p	Lsat_1_v5_gn_5_177860.1, Lsat_1_v5_gn_5_177840.1
OG0006581	GmISU01.03G184800.1.p, GmISU01.03G184800.2.p, GmISU01.19G186100.2.p, GmISU01.19G186100.1.p	Lsat_1_v5_gn_7_68120.1, Lsat_1_v5_gn_7_68120.2
OG0006583	GmISU01.14G038300.1.p, GmISU01.14G038300.3.p, GmISU01.02G235300.1.p, GmISU01.02G235300.2.p	Lsat_1_v5_gn_2_38521.1, Lsat_1_v5_gn_2_38521.3
OG0006584	GmISU01.12G068100.1.p	Lsat_1_v5_gn_8_78740.1
OG0006585	GmISU01.08G298400.2.p, GmISU01.08G298400.1.p, GmISU01.08G298400.3.p, GmISU01.18G062700.1.p, GmISU01.18G062700.2.p, GmISU01.18G062700.3.p	Lsat_1_v5_gn_5_171020.1, Lsat_1_v5_gn_8_72140.1
OG0006586	GmISU01.10G072900.4.p, GmISU01.10G072900.1.p, GmISU01.10G072900.3.p, GmISU01.10G072900.2.p, GmISU01.02G162900.1.p	Lsat_1_v5_gn_6_34681.1
OG0006588	GmISU01.05G201800.1.p, GmISU01.05G201800.2.p	Lsat_1_v5_gn_9_20000.1, Lsat_1_v5_gn_9_20000.3
OG0006589	GmISU01.05G131900.1.p, GmISU01.08G106400.1.p	Lsat_1_v5_gn_2_52420.2, Lsat_1_v5_gn_2_52420.1, Lsat_1_v5_gn_6_52980.1
OG0006590	GmISU01.18G056100.1.p	Lsat_1_v5_gn_2_129661.1, Lsat_1_v5_gn_9_62281.2, Lsat_1_v5_gn_9_62281.1, Lsat_1_v5_gn_9_62341.1
OG0006590	GmISU01.18G023700.1.p, GmISU01.11G210200.1.p, GmISU01.14G053700.1.p, GmISU01.02G225800.1.p	Lsat_1_v5_gn_2_124020.1
OG0006591	GmISU01.18G055100.2.p, GmISU01.18G055100.1.p, GmISU01.11G175300.1.p	Lsat_1_v5_gn_5_173280.1, Lsat_1_v5_gn_5_173280.2
OG0006592	GmISU01.15G215500.1.p, GmISU01.08G154500.1.p	Lsat_1_v5_gn_7_110680.1
OG0006593	GmISU01.13G186600.1.p, GmISU01.15G086600.1.p	Lsat_1_v5_gn_4_29400.1
OG0006594	GmISU01.02G189600.2.p, GmISU01.02G189600.1.p, GmISU01.14G158000.1.p, GmISU01.11G181433.1.p, GmISU01.18G060700.1.p	Lsat_1_v5_gn_8_71240.1
OG0006595	GmISU01.02G262600.2.p, GmISU01.02G262600.1.p, GmISU01.02G262600.3.p	Lsat_1_v5_gn_8_72241.3, Lsat_1_v5_gn_8_72241.1
OG0006596	GmISU01.03G162000.1.p	Lsat_1_v5_gn_2_54440.1, Lsat_1_v5_gn_2_54440.3
OG0006597	GmISU01.11G173500.1.p, GmISU01.18G053700.1.p, GmISU01.18G022500.1.p, GmISU01.11G211400.1.p, GmISU01.02G223500.1.p, GmISU01.14G052300.1.p	Lsat_1_v5_gn_9_18361.1
OG0006598	GmISU01.13G154700.1.p, GmISU01.07G161400.1.p, GmISU01.15G065500.1.p, GmISU01.13G210700.1.p	Lsat_1_v5_gn_1_41861.1
OG0006599	GmISU01.10G164600.1.p, GmISU01.20G151100.1.p	Lsat_1_v5_gn_9_71060.3, Lsat_1_v5_gn_9_71060.1
OG0006600	GmISU01.15G117000.1.p, GmISU01.09G019100.1.p	Lsat_1_v5_gn_2_63540.1, Lsat_1_v5_gn_2_63540.2
OG0006601	GmISU01.04G195200.3.p, GmISU01.04G195200.1.p, GmISU01.06G115900.1.p, GmISU01.06G115900.2.p, GmISU01.04G195200.4.p, GmISU01.04G195200.2.p, GmISU01.06G115900.4.p, GmISU01.06G115900.3.p	Lsat_1_v5_gn_2_102920.1, Lsat_1_v5_gn_2_102920.2
OG0006602	GmISU01.19G164500.3.p, GmISU01.19G163700.2.p, GmISU01.19G164500.1.p, GmISU01.19G163700.1.p, GmISU01.03G161800.1.p	Lsat_1_v5_gn_6_113040.2, Lsat_1_v5_gn_6_113040.1, Lsat_1_v5_gn_1_58161.1, Lsat_1_v5_gn_1_58161.3
OG0006603	GmISU01.14G007000.1.p, GmISU01.02G264300.1.p	Lsat_1_v5_gn_5_121740.1
OG0006603	GmISU01.17G006200.1.p, GmISU01.07G228900.1.p	Lsat_1_v5_gn_4_63101.3
OG0006604	GmISU01.15G039300.2.p, GmISU01.13G292100.1.p	Lsat_1_v5_gn_5_166481.2, Lsat_1_v5_gn_5_166481.1
OG0006605	GmISU01.12G172300.3.p, GmISU01.12G172300.2.p, GmISU01.12G172300.1.p, GmISU01.13G257600.1.p	Lsat_1_v5_gn_5_44941.1, Lsat_1_v5_gn_5_44941.3
OG0006606	GmISU01.14G033800.1.p, GmISU01.02G239200.1.p	Lsat_1_v5_gn_5_65341.1, Lsat_1_v5_gn_5_65341.2
OG0006607	GmISU01.10G065100.1.p, GmISU01.13G127500.1.p, GmISU01.03G156600.1.p, GmISU01.19G158600.1.p	Lsat_1_v5_gn_8_77361.1, Lsat_1_v5_gn_9_20601.1, Lsat_1_v5_gn_5_164981.1
OG0006608	GmISU01.10G177000.2.p, GmISU01.10G177000.1.p, GmISU01.20G140000.1.p	Lsat_1_v5_gn_1_50021.1, Lsat_1_v5_gn_6_26321.1
OG0006609	GmISU01.08G305200.1.p	Lsat_1_v5_gn_4_46020.1
OG0006610	GmISU01.14G009000.1.p, GmISU01.02G263000.1.p, GmISU01.02G263000.2.p	Lsat_1_v5_gn_4_65361.1, Lsat_1_v5_gn_7_98980.1
