Orthogroup	G_max.proteins	A_hypochondriacus.proteins
OG0005439	GmISU01.03G043200.2.p, GmISU01.03G043200.8.p, GmISU01.03G043200.7.p, GmISU01.03G043200.5.p, GmISU01.03G043200.3.p, GmISU01.03G043200.1.p, GmISU01.01G090200.1.p	AH009246-RA
OG0005440	GmISU01.13G122400.2.p, GmISU01.13G122400.1.p, GmISU01.10G060100.1.p	AH012660-RA
OG0005441	GmISU01.20G122600.2.p, GmISU01.20G122600.1.p, GmISU01.20G122600.4.p, GmISU01.20G122600.3.p, GmISU01.10G197600.2.p, GmISU01.10G197600.1.p	AH003057-RA
OG0005442	GmISU01.11G170100.2.p, GmISU01.11G170100.3.p, GmISU01.11G170100.1.p	AH013225-RA
OG0005444	GmISU01.10G034600.1.p, GmISU01.13G097000.1.p, GmISU01.19G131000.1.p, GmISU01.03G127000.1.p	AH017718-RA
OG0005445	GmISU01.06G057800.1.p, GmISU01.04G057600.1.p	AH023272-RA, AH016236-RA
OG0005446	GmISU01.02G184000.1.p	AH015621-RA
OG0005447	GmISU01.13G122900.1.p, GmISU01.10G060800.1.p, GmISU01.03G152600.1.p, GmISU01.19G155600.1.p	AH012652-RA
OG0005448	GmISU01.02G219500.1.p, GmISU01.14G054200.1.p, GmISU01.18G024200.1.p	AH023109-RA, AH016388-RA
OG0005449	GmISU01.07G217400.6.p, GmISU01.07G217400.3.p, GmISU01.07G217400.5.p, GmISU01.17G016500.2.p, GmISU01.17G016500.6.p, GmISU01.15G095100.1.p, GmISU01.13G177800.2.p, GmISU01.13G177800.1.p	AH011831-RA, AH020143-RA
OG0005452	GmISU01.02G190300.3.p, GmISU01.14G158900.1.p, GmISU01.14G159000.1.p	AH022485-RA, AH018792-RA, AH022687-RA
OG0005453	GmISU01.09G090150.1.p, GmISU01.02G150400.1.p, GmISU01.02G150400.2.p, GmISU01.19G114400.1.p	AH006864-RA
OG0005454	GmISU01.03G206300.1.p, GmISU01.19G207400.1.p, GmISU01.19G207400.3.p, GmISU01.20G185500.1.p	AH010744-RA
OG0005455	GmISU01.19G153500.2.p, GmISU01.19G153500.1.p, GmISU01.03G150200.1.p, GmISU01.10G058400.1.p, GmISU01.13G121000.1.p	AH012679-RA, AH021863-RA
OG0005457	GmISU01.13G165400.1.p, GmISU01.15G197300.1.p, GmISU01.15G197300.2.p	AH019160-RA
OG0005458	GmISU01.02G147900.4.p, GmISU01.02G147900.1.p, GmISU01.02G147900.3.p, GmISU01.02G147900.5.p, GmISU01.02G147900.2.p, GmISU01.09G086300.4.p, GmISU01.09G086300.3.p, GmISU01.09G086300.2.p, GmISU01.09G086300.1.p	AH021884-RA
OG0005459	GmISU01.19G161600.3.p, GmISU01.19G161600.5.p, GmISU01.19G161600.4.p, GmISU01.03G159600.1.p	AH021776-RA
OG0005460	GmISU01.10G035800.1.p, GmISU01.13G098200.1.p, GmISU01.03G128100.1.p, GmISU01.20G166900.2.p, GmISU01.20G166900.1.p, GmISU01.10G149500.1.p	AH007186-RA
OG0005461	GmISU01.14G113100.1.p, GmISU01.14G113100.4.p, GmISU01.17G175600.1.p	AH017025-RA
OG0005462	GmISU01.10G071800.1.p, GmISU01.02G164000.1.p, GmISU01.02G164100.1.p, GmISU01.10G071700.1.p	AH018872-RA, AH018871-RA
OG0005463	GmISU01.07G176400.1.p, GmISU01.02G123100.1.p	AH020055-RA
OG0005464	GmISU01.10G001200.1.p, GmISU01.10G013500.1.p, GmISU01.10G013500.2.p, GmISU01.10G002300.3.p	AH017705-RA
OG0005465	GmISU01.03G128400.1.p, GmISU01.19G132400.2.p, GmISU01.19G132400.1.p	AH022045-RA, AH013544-RA
OG0005466	GmISU01.10G028500.1.p, GmISU01.02G128900.2.p, GmISU01.02G128900.1.p	AH017792-RA, AH002599-RA
OG0005467	GmISU01.15G038100.2.p, GmISU01.13G293800.1.p, GmISU01.15G038100.1.p	AH022504-RA, AH013642-RA
OG0005469	GmISU01.06G019100.1.p, GmISU01.04G020700.1.p	AH023712-RA, AH016786-RA
OG0005470	GmISU01.14G155000.1.p, GmISU01.02G186200.1.p	AH019757-RA
OG0005471	GmISU01.14G031800.1.p, GmISU01.02G241400.1.p	AH001119-RA, AH000065-RA
OG0005472	GmISU01.08G099100.3.p, GmISU01.05G125600.4.p, GmISU01.08G099100.1.p, GmISU01.08G099100.2.p, GmISU01.05G125600.2.p, GmISU01.05G125600.3.p	AH019313-RA, AH015629-RA
OG0005473	GmISU01.06G080100.3.p, GmISU01.06G080100.4.p, GmISU01.06G080100.5.p, GmISU01.04G078700.1.p, GmISU01.06G080100.1.p, GmISU01.06G080100.2.p	AH016159-RA
OG0005475	GmISU01.11G070200.1.p, GmISU01.01G129400.1.p, GmISU01.16G105500.1.p, GmISU01.02G044900.1.p	AH006424-RA
OG0005476	GmISU01.14G137500.1.p, GmISU01.13G056400.1.p, GmISU01.06G101100.1.p	AH008984-RA
OG0005477	GmISU01.17G226700.1.p, GmISU01.14G185200.1.p, GmISU01.01G126100.1.p, GmISU01.11G073200.1.p	AH005934-RA, AH003623-RA
OG0005479	GmISU01.02G092800.1.p, GmISU01.02G092800.2.p, GmISU01.07G183000.2.p, GmISU01.07G183000.1.p	AH001638-RA, AH000958-RA
OG0005480	GmISU01.20G032400.1.p, GmISU01.20G032400.2.p, GmISU01.02G237500.2.p, GmISU01.02G237500.3.p, GmISU01.14G035300.1.p	AH011754-RA
OG0005481	GmISU01.05G142100.1.p	AH021252-RA
OG0005482	GmISU01.14G149000.3.p, GmISU01.14G149000.2.p, GmISU01.02G179800.1.p, GmISU01.06G085400.1.p, GmISU01.04G083900.1.p	AH008832-RA
OG0005483	GmISU01.09G014700.1.p, GmISU01.15G112500.1.p	AH007599-RA, AH009784-RA, AH013252-RA, AH014856-RA
OG0005484	GmISU01.09G191300.2.p, GmISU01.09G191300.3.p	AH001028-RA
OG0005484	GmISU01.06G148200.1.p	AH003296-RA
OG0005485	GmISU01.14G145100.1.p, GmISU01.02G175300.3.p	AH008721-RA
OG0005485	GmISU01.15G051300.1.p, GmISU01.08G165400.1.p, GmISU01.08G065300.1.p, GmISU01.13G023600.1.p	AH000909-RA, AH001576-RA
OG0005486	GmISU01.17G132000.2.p, GmISU01.17G132000.1.p, GmISU01.17G132000.3.p	AH018297-RA
OG0005487	GmISU01.07G044000.2.p, GmISU01.16G013900.2.p, GmISU01.16G013900.1.p, GmISU01.07G044000.1.p	AH009466-RA
OG0005488	GmISU01.01G199500.1.p, GmISU01.01G199500.2.p, GmISU01.11G002000.1.p, GmISU01.11G002000.3.p, GmISU01.11G002000.2.p	AH000664-RA
OG0005490	GmISU01.08G023400.3.p, GmISU01.08G023400.2.p, GmISU01.08G023400.1.p, GmISU01.08G023400.4.p	AH011957-RA
OG0005491	GmISU01.12G029000.1.p, GmISU01.11G098100.1.p	AH002255-RA
OG0005492	GmISU01.20G098900.1.p	AH005686-RA, AH010248-RA, AH003894-RA, AH005687-RA, AH003895-RA
OG0005493	GmISU01.14G079400.3.p, GmISU01.14G079400.2.p, GmISU01.17G208700.1.p	AH011661-RA
OG0005494	GmISU01.01G177800.1.p, GmISU01.01G177800.2.p, GmISU01.11G021500.1.p	AH003174-RA
OG0005495	GmISU01.02G051900.1.p, GmISU01.01G137700.3.p, GmISU01.11G061400.1.p, GmISU01.01G137700.1.p	AH005609-RA
OG0005496	GmISU01.09G191600.2.p, GmISU01.09G191600.1.p, GmISU01.12G002700.2.p, GmISU01.12G002700.1.p	AH023627-RA
OG0005497	GmISU01.12G135000.2.p, GmISU01.12G135000.1.p, GmISU01.12G135000.3.p, GmISU01.16G000300.3.p, GmISU01.16G000300.2.p, GmISU01.12G135000.4.p, GmISU01.16G000300.1.p	AH005271-RA
OG0005498	GmISU01.07G204600.1.p, GmISU01.17G028800.1.p, GmISU01.15G131800.1.p	AH007109-RA
OG0005499	GmISU01.20G097600.5.p, GmISU01.20G097600.1.p, GmISU01.20G097600.4.p, GmISU01.20G097600.2.p, GmISU01.20G097600.3.p, GmISU01.10G220700.1.p	AH017891-RA
OG0005500	GmISU01.14G081800.1.p, GmISU01.14G081800.2.p, GmISU01.17G206200.1.p	AH016682-RA
OG0005501	GmISU01.14G121100.1.p, GmISU01.04G207500.1.p, GmISU01.06G101700.1.p, GmISU01.06G101700.2.p	AH015824-RA
OG0005502	GmISU01.18G128900.3.p, GmISU01.18G128900.4.p, GmISU01.18G128900.1.p, GmISU01.18G128900.2.p, GmISU01.08G316500.1.p	AH003955-RA
OG0005503	GmISU01.08G071000.3.p, GmISU01.05G099000.1.p, GmISU01.08G071000.1.p, GmISU01.05G098900.1.p	AH013471-RA
OG0005504	GmISU01.11G091500.1.p, GmISU01.11G091500.2.p	AH003597-RA
OG0005504	GmISU01.09G237400.1.p, GmISU01.19G083200.1.p	AH000009-RA
OG0005506	GmISU01.06G101600.1.p, GmISU01.04G207700.1.p, GmISU01.14G120900.1.p	AH023595-RA
OG0005507	GmISU01.05G048700.1.p, GmISU01.17G125000.1.p, GmISU01.17G125000.2.p	AH018749-RA
OG0005508	GmISU01.06G042100.1.p, GmISU01.04G042700.1.p, GmISU01.04G042700.4.p, GmISU01.04G042700.3.p, GmISU01.04G042700.2.p	AH005919-RA
OG0005509	GmISU01.04G087500.1.p, GmISU01.04G087500.2.p, GmISU01.06G089500.5.p, GmISU01.06G089500.4.p, GmISU01.06G089500.3.p, GmISU01.06G089500.2.p, GmISU01.06G089500.1.p	AH008895-RA
OG0005510	GmISU01.06G014000.1.p, GmISU01.04G015300.1.p, GmISU01.11G079900.1.p, GmISU01.01G120600.1.p	AH023755-RA, AH023756-RA
OG0005511	GmISU01.01G154200.1.p	AH005700-RA
OG0005512	GmISU01.10G220900.1.p, GmISU01.20G097400.1.p	AH001692-RA
OG0005514	GmISU01.13G108800.1.p, GmISU01.09G082100.1.p	AH001318-RA
OG0005515	GmISU01.04G018000.1.p, GmISU01.06G016700.1.p	AH023672-RA
OG0005516	GmISU01.15G107100.1.p, GmISU01.09G010300.1.p, GmISU01.07G228400.1.p, GmISU01.07G228400.3.p, GmISU01.07G228400.2.p	AH014898-RA
OG0005517	GmISU01.12G166900.2.p, GmISU01.12G166900.1.p, GmISU01.06G254500.1.p	AH001263-RA
OG0005519	GmISU01.13G267500.1.p, GmISU01.13G267500.2.p, GmISU01.13G267600.1.p, GmISU01.06G257200.1.p, GmISU01.12G091700.1.p, GmISU01.13G267400.1.p	AH000428-RA
OG0005520	GmISU01.09G002000.3.p, GmISU01.09G002000.1.p, GmISU01.09G002000.2.p, GmISU01.12G204900.1.p	AH008788-RA
OG0005521	GmISU01.15G182500.2.p, GmISU01.15G182500.1.p	AH004992-RA
OG0005522	GmISU01.02G079200.1.p	AH009506-RA, AH007979-RA
OG0005523	GmISU01.09G136600.2.p, GmISU01.09G136600.1.p	AH011089-RA
OG0005525	GmISU01.13G201700.1.p, GmISU01.13G201700.2.p, GmISU01.07G171000.3.p, GmISU01.07G171000.4.p, GmISU01.07G171000.2.p, GmISU01.07G171000.6.p, GmISU01.07G171000.5.p, GmISU01.13G146300.1.p, GmISU01.07G171000.7.p	AH015263-RA
OG0005526	GmISU01.13G272400.3.p, GmISU01.13G272400.2.p, GmISU01.13G272400.1.p	AH009312-RA
OG0005527	GmISU01.06G245900.1.p, GmISU01.12G102400.1.p	AH000411-RA
OG0005528	GmISU01.05G065900.1.p, GmISU01.19G059400.2.p, GmISU01.19G059400.1.p	AH007905-RA
OG0005529	GmISU01.07G226700.1.p	AH014936-RA
OG0005530	GmISU01.16G021200.3.p, GmISU01.16G021200.2.p, GmISU01.16G021200.1.p, GmISU01.07G050900.3.p, GmISU01.07G050900.2.p	AH020806-RA, AH005293-RA
OG0005531	GmISU01.13G010000.2.p, GmISU01.13G010000.1.p, GmISU01.09G010700.1.p, GmISU01.15G107500.1.p	AH001172-RA
OG0005532	GmISU01.15G106000.1.p, GmISU01.09G009300.1.p	AH014916-RA
OG0005532	GmISU01.18G227300.1.p, GmISU01.18G227500.1.p	AH004563-RA
OG0005533	GmISU01.07G172600.1.p, GmISU01.07G172600.3.p, GmISU01.13G143900.2.p	AH016015-RA
OG0005534	GmISU01.09G006800.1.p, GmISU01.15G103700.1.p	AH021477-RA, AH014946-RA
OG0005535	GmISU01.08G158800.1.p, GmISU01.08G158800.3.p, GmISU01.08G158800.2.p, GmISU01.15G212200.1.p	AH011717-RA, AH020032-RA
OG0005536	GmISU01.12G122000.3.p, GmISU01.12G122000.1.p, GmISU01.06G214600.2.p, GmISU01.06G214600.1.p	AH008135-RA
OG0005537	GmISU01.06G149400.1.p, GmISU01.04G164100.1.p, GmISU01.05G169100.1.p	AH005114-RA, AH005115-RA
OG0005538	GmISU01.14G093000.1.p, GmISU01.14G093000.4.p, GmISU01.14G093000.2.p, GmISU01.17G195500.1.p, GmISU01.06G051000.1.p, GmISU01.04G052500.1.p, GmISU01.04G052500.2.p	AH019037-RA
OG0005539	GmISU01.18G070500.1.p, GmISU01.08G242000.1.p	AH009105-RA
OG0005541	GmISU01.08G241600.6.p, GmISU01.08G241600.2.p, GmISU01.16G083000.2.p, GmISU01.16G083000.3.p, GmISU01.16G083000.1.p	AH001512-RA
OG0005542	GmISU01.15G005300.1.p, GmISU01.13G325300.1.p, GmISU01.07G025500.1.p, GmISU01.08G200000.2.p, GmISU01.08G200000.1.p	AH001923-RA
OG0005543	GmISU01.17G180300.1.p, GmISU01.14G107900.2.p	AH015368-RA, AH015367-RA
OG0005544	GmISU01.09G065700.1.p, GmISU01.09G065700.2.p, GmISU01.15G163200.1.p, GmISU01.17G041800.1.p, GmISU01.13G085600.1.p	AH014308-RA
OG0005545	GmISU01.12G008300.1.p, GmISU01.12G008300.2.p, GmISU01.12G008300.3.p, GmISU01.09G185800.8.p, GmISU01.09G185800.7.p	AH020824-RA
OG0005546	GmISU01.05G093500.2.p, GmISU01.05G093500.1.p, GmISU01.19G042700.1.p	AH022591-RA
OG0005547	GmISU01.05G176800.1.p	AH023008-RA
OG0005549	GmISU01.13G313400.1.p, GmISU01.15G017900.1.p	AH002134-RA
OG0005550	GmISU01.08G026200.1.p, GmISU01.05G190000.1.p	AH017101-RA
OG0005551	GmISU01.03G025000.4.p, GmISU01.03G025000.2.p, GmISU01.03G025000.7.p, GmISU01.03G025000.5.p, GmISU01.03G025000.6.p, GmISU01.03G025000.3.p, GmISU01.01G105500.7.p, GmISU01.01G105500.8.p, GmISU01.01G105500.4.p, GmISU01.01G105500.3.p, GmISU01.01G105500.2.p	AH003253-RA
OG0005552	GmISU01.06G073300.3.p, GmISU01.06G073300.1.p, GmISU01.04G072300.2.p, GmISU01.04G072300.1.p, GmISU01.14G117100.5.p, GmISU01.14G117100.2.p, GmISU01.14G117100.3.p	AH017051-RA
OG0005553	GmISU01.10G078900.1.p, GmISU01.02G152400.1.p	AH006824-RA, AH020352-RA
OG0005554	GmISU01.13G318600.1.p, GmISU01.15G012400.1.p	AH000989-RA
OG0005555	GmISU01.13G064400.1.p, GmISU01.17G063300.2.p, GmISU01.17G063300.1.p	AH021011-RA
OG0005556	GmISU01.03G185500.4.p, GmISU01.03G185500.1.p, GmISU01.03G185500.3.p, GmISU01.03G185500.2.p, GmISU01.19G186700.2.p	AH007532-RA
OG0005557	GmISU01.17G103500.2.p, GmISU01.17G103500.1.p, GmISU01.13G131200.1.p, GmISU01.13G131200.2.p	AH003363-RA, AH003364-RA, AH018571-RA
OG0005558	GmISU01.01G169200.1.p, GmISU01.01G169200.5.p, GmISU01.01G169200.6.p, GmISU01.11G029600.1.p, GmISU01.11G029600.3.p	AH003188-RA
OG0005559	GmISU01.14G162750.1.p, GmISU01.02G194000.1.p	AH017395-RA
OG0005560	GmISU01.02G174300.1.p, GmISU01.02G174300.2.p, GmISU01.17G064800.1.p, GmISU01.02G174300.3.p	AH021031-RA
OG0005561	GmISU01.14G103800.1.p, GmISU01.14G103800.3.p, GmISU01.14G103800.2.p, GmISU01.17G184700.7.p, GmISU01.17G184700.5.p, GmISU01.17G184700.6.p, GmISU01.17G184700.1.p, GmISU01.17G184700.2.p	AH016255-RA
OG0005562	GmISU01.07G065200.1.p, GmISU01.03G009700.1.p	AH009697-RA
OG0005563	GmISU01.10G159500.2.p, GmISU01.10G159500.1.p, GmISU01.20G156000.1.p, GmISU01.10G159500.3.p	AH013189-RA
OG0005564	GmISU01.11G140900.1.p, GmISU01.17G173300.1.p, GmISU01.17G173100.2.p, GmISU01.14G113300.1.p, GmISU01.17G173100.1.p, GmISU01.11G141000.1.p	AH010858-RA
OG0005565	GmISU01.08G189200.1.p, GmISU01.08G189200.2.p, GmISU01.07G016400.2.p, GmISU01.07G016400.1.p, GmISU01.08G189200.3.p	AH002116-RA
OG0005567	GmISU01.07G077600.1.p, GmISU01.09G152300.3.p, GmISU01.09G152300.2.p	AH014529-RA
OG0005568	GmISU01.08G321400.3.p, GmISU01.08G321400.1.p, GmISU01.01G000500.1.p, GmISU01.08G321400.2.p	AH016996-RA
OG0005569	GmISU01.16G007900.2.p, GmISU01.16G007900.1.p, GmISU01.07G037800.1.p, GmISU01.07G037800.3.p, GmISU01.07G037800.2.p, GmISU01.07G037800.4.p, GmISU01.07G037800.6.p	AH013390-RA
OG0005570	GmISU01.09G223200.1.p	AH022422-RA, AH012085-RA
OG0005571	GmISU01.08G209000.2.p	AH013488-RA
OG0005572	GmISU01.04G054700.1.p, GmISU01.06G054500.1.p	AH018982-RA
OG0005573	GmISU01.13G087600.3.p, GmISU01.13G087600.1.p, GmISU01.17G039900.7.p, GmISU01.17G039900.1.p, GmISU01.17G039900.6.p	AH014295-RA
OG0005574	GmISU01.07G066500.1.p, GmISU01.03G011500.1.p, GmISU01.18G177000.1.p, GmISU01.09G217200.1.p	AH009253-RA
OG0005575	GmISU01.06G050500.1.p, GmISU01.04G052200.3.p, GmISU01.04G052200.2.p, GmISU01.14G093500.2.p, GmISU01.17G195000.1.p, GmISU01.17G195000.4.p, GmISU01.17G195000.5.p	AH016032-RA
OG0005576	GmISU01.11G033500.1.p, GmISU01.01G165600.1.p, GmISU01.05G058900.1.p, GmISU01.17G133900.1.p	AH018324-RA, AH011406-RA
OG0005577	GmISU01.11G015500.4.p, GmISU01.11G015500.3.p, GmISU01.11G015500.2.p, GmISU01.01G184100.4.p, GmISU01.01G184100.1.p, GmISU01.01G184100.2.p, GmISU01.01G184100.3.p	AH011321-RA, AH015434-RA, AH018090-RA
OG0005578	GmISU01.17G166000.1.p, GmISU01.14G116500.1.p, GmISU01.06G072600.1.p, GmISU01.04G071700.1.p	AH017059-RA
OG0005579	GmISU01.18G160800.1.p, GmISU01.03G098500.1.p, GmISU01.03G098500.5.p	AH020424-RA
OG0005580	GmISU01.17G013000.1.p, GmISU01.07G221500.1.p	AH015019-RA, AH021512-RA
OG0005581	GmISU01.13G082200.2.p, GmISU01.13G082200.1.p, GmISU01.13G082200.5.p, GmISU01.13G082200.3.p, GmISU01.17G045100.1.p, GmISU01.17G045100.3.p, GmISU01.15G159500.1.p	AH014589-RA
OG0005582	GmISU01.13G020600.2.p, GmISU01.13G020600.1.p	AH012036-RA
OG0005583	GmISU01.08G208600.1.p, GmISU01.07G002000.1.p	AH022249-RA, AH013486-RA, AH016011-RA
OG0005584	GmISU01.10G196400.1.p, GmISU01.20G123800.2.p, GmISU01.20G123800.3.p	AH012413-RA, AH012412-RA
OG0005585	GmISU01.11G024100.1.p, GmISU01.01G174400.1.p	AH003151-RA, AH018697-RA
OG0005586	GmISU01.04G075600.5.p, GmISU01.04G075600.2.p, GmISU01.04G075600.1.p, GmISU01.04G075600.4.p, GmISU01.06G077000.1.p, GmISU01.06G077000.3.p, GmISU01.06G077000.4.p	AH023331-RA, AH023325-RA, AH023330-RA
OG0005587	GmISU01.13G267900.3.p, GmISU01.13G267900.1.p, GmISU01.12G162900.1.p	AH021333-RA, AH014751-RA
OG0005588	GmISU01.08G283900.1.p, GmISU01.09G084500.2.p, GmISU01.08G279400.1.p	AH011211-RA, AH011209-RA
OG0005589	GmISU01.08G270300.1.p, GmISU01.18G097800.3.p, GmISU01.18G097800.1.p, GmISU01.18G097800.2.p	AH019254-RA
OG0005590	GmISU01.14G107766.1.p	AH020446-RA, AH006680-RA
OG0005592	GmISU01.19G220700.1.p, GmISU01.03G219400.1.p, GmISU01.07G043200.1.p, GmISU01.16G013500.1.p	AH013445-RA, AH022299-RA
OG0005593	GmISU01.17G131300.1.p, GmISU01.05G055600.1.p, GmISU01.01G167500.4.p, GmISU01.11G031300.1.p, GmISU01.01G167500.5.p	AH011398-RA
OG0005594	GmISU01.06G078900.1.p, GmISU01.04G077400.1.p, GmISU01.04G077400.2.p, GmISU01.06G078900.2.p	AH023360-RA
OG0005595	GmISU01.12G155700.6.p, GmISU01.12G155700.4.p, GmISU01.12G155700.5.p, GmISU01.12G155700.3.p, GmISU01.12G155700.2.p, GmISU01.13G329700.1.p	AH022250-RA
OG0005596	GmISU01.17G125600.1.p, GmISU01.05G049200.1.p, GmISU01.11G026400.1.p, GmISU01.01G171700.1.p	AH018738-RA
OG0005597	GmISU01.13G066600.1.p, GmISU01.17G061100.1.p, GmISU01.17G061100.2.p	AH014380-RA, AH020993-RA
OG0005598	GmISU01.17G130200.1.p, GmISU01.05G054500.1.p, GmISU01.11G029700.1.p	AH003190-RA, AH018602-RA
OG0005599	GmISU01.08G023100.1.p, GmISU01.08G023100.2.p, GmISU01.05G187000.1.p	AH011344-RA
OG0005600	GmISU01.20G092700.1.p, GmISU01.10G224900.1.p	AH022837-RA
OG0005601	GmISU01.17G131100.1.p, GmISU01.01G168100.2.p, GmISU01.01G168100.1.p, GmISU01.11G030600.1.p, GmISU01.01G168100.3.p	AH018209-RA, AH011388-RA
OG0005603	GmISU01.17G110100.1.p, GmISU01.05G010300.1.p, GmISU01.04G122400.1.p, GmISU01.06G190000.1.p	AH014171-RA
OG0005604	GmISU01.06G071700.2.p, GmISU01.06G071700.1.p, GmISU01.04G070700.2.p, GmISU01.04G070700.1.p, GmISU01.04G070700.4.p	AH016021-RA
OG0005605	GmISU01.08G182000.1.p, GmISU01.07G011000.1.p, GmISU01.15G021400.1.p, GmISU01.13G310300.1.p	AH000358-RA, AH001517-RA
OG0005607	GmISU01.14G108200.6.p, GmISU01.14G108200.5.p, GmISU01.14G108200.8.p, GmISU01.14G108200.1.p, GmISU01.14G108200.3.p, GmISU01.14G108200.2.p, GmISU01.17G179700.1.p	AH019228-RA
OG0005609	GmISU01.15G017000.1.p, GmISU01.13G314300.1.p	AH002126-RA
OG0005611	GmISU01.18G065500.2.p, GmISU01.18G065500.1.p, GmISU01.18G065600.1.p, GmISU01.08G301100.1.p	AH001501-RA, AH001499-RA, AH008542-RA
OG0005612	GmISU01.18G096100.1.p, GmISU01.08G272200.1.p	AH012933-RA, AH004208-RA
OG0005613	GmISU01.02G146000.1.p, GmISU01.20G144700.1.p, GmISU01.10G171600.1.p	AH016832-RA
OG0005614	GmISU01.03G044900.1.p, GmISU01.01G092300.1.p, GmISU01.07G131400.1.p, GmISU01.18G150700.1.p, GmISU01.18G150700.2.p	AH003068-RA, AH018799-RA
OG0005615	GmISU01.10G171900.1.p, GmISU01.10G171900.3.p, GmISU01.10G171900.2.p, GmISU01.20G144500.1.p	AH009317-RA
OG0005616	GmISU01.13G289300.7.p, GmISU01.13G289300.6.p, GmISU01.13G289300.8.p, GmISU01.13G289300.5.p, GmISU01.13G289300.4.p, GmISU01.15G041800.2.p, GmISU01.13G289300.3.p, GmISU01.13G289300.2.p, GmISU01.13G289300.9.p, GmISU01.13G289300.1.p, GmISU01.15G041800.1.p	AH000103-RA
OG0005617	GmISU01.15G224900.1.p, GmISU01.08G141000.1.p, GmISU01.09G003100.1.p, GmISU01.12G202400.1.p	AH008226-RA
OG0005618	GmISU01.18G066300.1.p, GmISU01.08G297300.1.p, GmISU01.08G297300.2.p	AH013051-RA
OG0005619	GmISU01.14G028900.1.p	AH002880-RA, AH001143-RA
OG0005620	GmISU01.13G290300.1.p, GmISU01.13G290300.4.p, GmISU01.13G290300.6.p, GmISU01.13G290300.10.p, GmISU01.13G290300.2.p, GmISU01.13G290300.5.p, GmISU01.15G040900.4.p, GmISU01.15G040900.2.p, GmISU01.15G040900.3.p, GmISU01.15G040900.1.p	AH013165-RA
OG0005621	GmISU01.02G144300.1.p	AH020481-RA, AH006646-RA, AH006647-RA
OG0005622	GmISU01.10G057900.1.p, GmISU01.13G120400.1.p	AH012685-RA
OG0005623	GmISU01.05G112000.1.p	AH021267-RA
OG0005624	GmISU01.07G218100.1.p	AH011827-RA
OG0005625	GmISU01.07G097400.2.p, GmISU01.07G097400.1.p	AH021705-RA
OG0005626	GmISU01.03G134300.1.p, GmISU01.19G137650.1.p, GmISU01.13G103700.1.p, GmISU01.03G134200.1.p	AH020413-RA, AH019110-RA
OG0005627	GmISU01.13G135400.1.p, GmISU01.13G135400.3.p, GmISU01.17G098900.1.p	AH020671-RA
OG0005628	GmISU01.07G185200.1.p, GmISU01.05G055900.1.p	AH015766-RA
OG0005629	GmISU01.13G295600.1.p, GmISU01.15G036200.1.p	AH016464-RA, AH022955-RA
OG0005630	GmISU01.02G166300.1.p, GmISU01.10G068800.2.p	AH012552-RA, AH021770-RA
OG0005631	GmISU01.18G068700.2.p, GmISU01.18G068700.1.p, GmISU01.08G294400.1.p	AH009780-RA
OG0005632	GmISU01.15G064200.2.p, GmISU01.15G064200.1.p, GmISU01.08G053400.1.p	AH015122-RA
OG0005633	GmISU01.18G058300.1.p, GmISU01.11G180800.1.p, GmISU01.11G180800.2.p, GmISU01.11G180800.4.p, GmISU01.11G180800.5.p, GmISU01.11G180800.3.p	AH022704-RA
OG0005634	GmISU01.11G158900.2.p, GmISU01.11G158900.3.p, GmISU01.11G158900.4.p, GmISU01.11G158900.1.p, GmISU01.12G068900.1.p	AH000176-RA, AH001248-RA
OG0005635	GmISU01.02G258000.1.p, GmISU01.14G013800.1.p	AH000133-RA, AH021270-RA, AH014685-RA
OG0005636	GmISU01.01G098900.1.p	AH012501-RA, AH021740-RA
OG0005637	GmISU01.11G109500.2.p, GmISU01.11G109500.1.p, GmISU01.11G109500.3.p, GmISU01.12G040200.2.p, GmISU01.12G040200.1.p	AH001828-RA
OG0005638	GmISU01.08G104500.1.p, GmISU01.08G104500.2.p	AH010591-RA
OG0005639	GmISU01.11G182600.2.p, GmISU01.11G182600.1.p	AH022672-RA, AH011514-RA, AH011516-RA, AH011515-RA
OG0005640	GmISU01.07G227200.1.p, GmISU01.09G008900.1.p, GmISU01.15G105600.1.p	AH021461-RA
OG0005641	GmISU01.13G260100.1.p, GmISU01.12G170200.1.p, GmISU01.06G250100.1.p, GmISU01.12G098000.1.p	AH000340-RA
OG0005642	GmISU01.05G071000.1.p, GmISU01.03G004500.1.p, GmISU01.03G004500.2.p, GmISU01.03G004500.3.p, GmISU01.19G091000.1.p, GmISU01.19G091000.2.p	AH019084-RA
OG0005643	GmISU01.03G087800.2.p, GmISU01.03G087800.10.p, GmISU01.03G087800.6.p, GmISU01.03G087800.9.p, GmISU01.03G087800.5.p, GmISU01.19G093150.1.p, GmISU01.03G087800.11.p, GmISU01.03G087800.1.p, GmISU01.03G087800.4.p, GmISU01.03G087800.12.p, GmISU01.03G087800.3.p, GmISU01.03G087800.8.p	AH019097-RA
OG0005644	GmISU01.09G001900.3.p, GmISU01.09G001900.2.p, GmISU01.09G001900.1.p, GmISU01.09G001900.4.p	AH001929-RA
OG0005645	GmISU01.11G132700.1.p	AH000757-RA, AH006979-RA
OG0005646	GmISU01.11G119800.1.p	AH003093-RA
