Orthogroup	P_amilis.proteins	D_spatulata.proteins
OG0003949	FUN_004604-T1, FUN_004604-T2	Ds_00015032-RA
OG0003950	FUN_013927-T1	Ds_00012056-RA
OG0003951	FUN_020570-T1	Ds_00001842-RA
OG0003952	FUN_045778-T1	Ds_00012996-RA
OG0003953	FUN_002291-T3, FUN_002291-T1, FUN_002291-T2	Ds_00015322-RA
OG0003955	FUN_020706-T2, FUN_020706-T1, FUN_003505-T1	Ds_00001666-RA
OG0003956	FUN_051423-T1, FUN_000489-T2, FUN_000489-T1	Ds_00003648-RA, Ds_00003869-RA
OG0003957	FUN_033192-T1	Ds_00007606-RA
OG0003958	FUN_027846-T1	Ds_00016021-RA, Ds_00000093-RA
OG0003959	FUN_029463-T1, FUN_017046-T1	Ds_00005380-RA
OG0003961	FUN_050480-T1, FUN_050480-T3, FUN_050480-T2, FUN_034107-T1	Ds_00005536-RA
OG0003962	FUN_011312-T2, FUN_011312-T1, FUN_011313-T1, FUN_011313-T2, FUN_011314-T1	Ds_00009736-RA
OG0003963	FUN_002352-T1, FUN_009912-T1	Ds_00004355-RA
OG0003964	FUN_046600-T1, FUN_048630-T1, FUN_048630-T2, FUN_048630-T3, FUN_038394-T1	Ds_00008845-RA
OG0003965	FUN_014097-T1, FUN_014091-T1	Ds_00015420-RA
OG0003966	FUN_020699-T1, FUN_012637-T1	Ds_00000406-RA, Ds_00002302-RA
OG0003967	FUN_024826-T1	Ds_00006541-RA
OG0003968	FUN_001254-T5, FUN_001254-T2, FUN_001254-T1, FUN_001254-T4, FUN_001254-T3	Ds_00016186-RA
OG0003969	FUN_021267-T2, FUN_021267-T1	Ds_00005244-RA
OG0003970	FUN_020708-T1	Ds_00001898-RA
OG0003970	FUN_046904-T1, FUN_034112-T1	Ds_00003856-RA
OG0003971	FUN_025359-T1	Ds_00010746-RA
OG0003972	FUN_010310-T3, FUN_010310-T2, FUN_010310-T1	Ds_00014090-RA, Ds_00018007-RA
OG0003973	FUN_015446-T1	Ds_00018040-RA
OG0003973	FUN_038200-T2, FUN_038200-T1	Ds_00004879-RA, Ds_00017661-RA
OG0003974	FUN_017353-T1	Ds_00004894-RA
OG0003975	FUN_011131-T1, FUN_045320-T4, FUN_045320-T1, FUN_045320-T2, FUN_045320-T3	Ds_00017818-RA
OG0003977	FUN_047820-T1, FUN_038299-T1	Ds_00011143-RA
OG0003978	FUN_029104-T2, FUN_029104-T1, FUN_029109-T1, FUN_029109-T2	Ds_00013602-RA
OG0003979	FUN_030917-T1	Ds_00017265-RA
OG0003980	FUN_023839-T1	Ds_00008403-RA
OG0003981	FUN_032306-T1	Ds_00009011-RA
OG0003982	FUN_016537-T1, FUN_023870-T1	Ds_00008480-RA, Ds_00016150-RA, Ds_00006726-RA
OG0003982	FUN_033591-T1	Ds_00008586-RA
OG0003983	FUN_029164-T1, FUN_029164-T2	Ds_00006890-RA, Ds_00006889-RA
OG0003984	FUN_041888-T1, FUN_041888-T2, FUN_017981-T1, FUN_017981-T2	Ds_00004836-RA, Ds_00007379-RA
OG0003985	FUN_017196-T1	Ds_00017301-RA
OG0003986	FUN_034162-T2, FUN_034162-T1	Ds_00004172-RA
OG0003987	FUN_011264-T1, FUN_047128-T1	Ds_00010624-RA
OG0003988	FUN_002976-T2, FUN_002976-T1, FUN_032067-T1, FUN_032078-T1	Ds_00000240-RA
OG0003990	FUN_032185-T1	Ds_00009052-RA
OG0003991	FUN_029951-T1	Ds_00009278-RA
OG0003993	FUN_044729-T2, FUN_044729-T3, FUN_044729-T1	Ds_00012338-RA
OG0003994	FUN_033392-T1, FUN_033392-T3, FUN_033392-T2	Ds_00005902-RA, Ds_00008538-RA
OG0003995	FUN_032593-T1, FUN_023388-T1	Ds_00010562-RA
OG0003995	FUN_029171-T1, FUN_029172-T1	Ds_00006896-RA
OG0003996	FUN_006031-T1	Ds_00003404-RA
OG0003997	FUN_040447-T1	Ds_00000153-RA
OG0003999	FUN_040403-T1, FUN_040403-T2	Ds_00017170-RA
OG0004000	FUN_011044-T1	Ds_00017253-RA
OG0004001	FUN_033528-T2, FUN_033527-T1, FUN_033528-T3, FUN_033528-T1	Ds_00008567-RA
OG0004002	FUN_033882-T1, FUN_023497-T1	Ds_00010515-RA
OG0004003	FUN_009126-T1	Ds_00008996-RA
OG0004004	FUN_031719-T1	Ds_00016101-RA
OG0004005	FUN_004468-T1	Ds_00005778-RA
OG0004006	FUN_011290-T1	Ds_00014163-RA, Ds_00012406-RA
OG0004010	FUN_003902-T1, FUN_003902-T3, FUN_003902-T2	Ds_00011229-RA
OG0004026	FUN_015470-T3, FUN_015470-T2, FUN_015470-T1	Ds_00014732-RA, Ds_00007514-RA
OG0004028	FUN_045756-T1	Ds_00000061-RA, Ds_00000062-RA
OG0004030	FUN_049655-T1, FUN_036983-T1	Ds_00003144-RA, Ds_00004663-RA
OG0004031	FUN_047934-T1	Ds_00010088-RA
OG0004032	FUN_053041-T1	Ds_00007724-RA
OG0004033	FUN_049345-T2, FUN_049345-T1	Ds_00007516-RA
OG0004034	FUN_003516-T2, FUN_003516-T3, FUN_003516-T4, FUN_003516-T1	Ds_00009338-RA
OG0004035	FUN_024642-T1	Ds_00000905-RA
OG0004036	FUN_016960-T1, FUN_016961-T1, FUN_016970-T1	Ds_00012832-RA
OG0004037	FUN_052540-T1, FUN_052531-T1	Ds_00004061-RA, Ds_00006664-RA, Ds_00016755-RA
OG0004039	FUN_044941-T1	Ds_00001027-RA
OG0004043	FUN_015681-T1	Ds_00015704-RA, Ds_00008340-RA, Ds_00010169-RA
OG0004044	FUN_051386-T1	Ds_00001955-RA
OG0004045	FUN_030425-T1, FUN_019065-T1	Ds_00016823-RA
OG0004046	FUN_003552-T1, FUN_034063-T1	Ds_00005728-RA
OG0004047	FUN_037315-T1	Ds_00015934-RA
OG0004048	FUN_036365-T1, FUN_036365-T4, FUN_036365-T2, FUN_036365-T3	Ds_00013938-RA
OG0004049	FUN_007836-T1	Ds_00016216-RA
OG0004050	FUN_008170-T4, FUN_008170-T2, FUN_008170-T3, FUN_008170-T1	Ds_00004818-RA
OG0004051	FUN_014595-T1	Ds_00010313-RA
OG0004052	FUN_024751-T1	Ds_00000955-RA
OG0004053	FUN_036001-T1, FUN_052340-T1	Ds_00003946-RA
OG0004054	FUN_000301-T1, FUN_000100-T1	Ds_00006094-RA
OG0004056	FUN_051255-T1	Ds_00012330-RA
OG0004058	FUN_000659-T2, FUN_000659-T1	Ds_00001083-RA
OG0004059	FUN_033198-T1, FUN_033198-T2, FUN_033198-T3	Ds_00016035-RA
OG0004060	FUN_034740-T1	Ds_00008128-RA
OG0004061	FUN_049158-T1, FUN_046718-T1, FUN_011207-T1, FUN_011208-T1	Ds_00009565-RA
OG0004062	FUN_006723-T1	Ds_00013464-RA, Ds_00011705-RA, Ds_00010835-RA
OG0004063	FUN_004811-T2, FUN_004811-T1, FUN_032974-T1	Ds_00007618-RA
OG0004066	FUN_039140-T1	Ds_00016973-RA
OG0004067	FUN_004146-T1	Ds_00007416-RA
OG0004068	FUN_006623-T1	Ds_00008737-RA
OG0004069	FUN_006516-T1, FUN_022367-T1	Ds_00005040-RA
OG0004070	FUN_024655-T3, FUN_024655-T4, FUN_024655-T1, FUN_024655-T2, FUN_042818-T2, FUN_042818-T3, FUN_042818-T1	Ds_00011809-RA
OG0004071	FUN_042770-T1	Ds_00000926-RA
OG0004072	FUN_018727-T1	Ds_00010777-RA
OG0004074	FUN_047890-T1, FUN_009636-T1, FUN_009636-T2	Ds_00014702-RA
OG0004075	FUN_029432-T1	Ds_00001853-RA
OG0004076	FUN_025917-T1, FUN_025917-T5, FUN_025917-T3, FUN_025917-T4, FUN_025917-T2	Ds_00014729-RA
OG0004077	FUN_014896-T1	Ds_00014632-RA
OG0004078	FUN_006526-T2, FUN_006526-T1, FUN_052519-T2, FUN_052519-T1	Ds_00017320-RA
OG0004080	FUN_048746-T1	Ds_00006058-RA
OG0004081	FUN_002533-T1	Ds_00006179-RA, Ds_00006285-RA
OG0004082	FUN_037600-T2, FUN_037600-T1	Ds_00004581-RA
OG0004084	FUN_052549-T1, FUN_036240-T1	Ds_00004060-RA
OG0004084	FUN_014086-T1	Ds_00009104-RA
OG0004085	FUN_031110-T1	Ds_00014464-RA
OG0004086	FUN_000826-T1	Ds_00014000-RA, Ds_00008964-RA
OG0004087	FUN_035835-T1	Ds_00015540-RA
OG0004088	FUN_038057-T1, FUN_048571-T1	Ds_00010124-RA
OG0004089	FUN_018408-T1, FUN_018408-T2, FUN_041180-T1, FUN_039999-T2, FUN_039999-T3, FUN_039999-T1	Ds_00008067-RA
OG0004090	FUN_052814-T1	Ds_00005375-RA
OG0004090	FUN_024543-T1	Ds_00002519-RA
OG0004091	FUN_048566-T1	Ds_00003510-RA
OG0004092	FUN_025569-T1, FUN_031067-T1	Ds_00016560-RA
OG0004093	FUN_047251-T1	Ds_00000303-RA
OG0004096	FUN_016728-T1	Ds_00017344-RA
OG0004097	FUN_044276-T2, FUN_044276-T1	Ds_00002270-RA
OG0004098	FUN_004335-T1, FUN_004335-T2	Ds_00009988-RA
OG0004099	FUN_002378-T1	Ds_00017416-RA
OG0004100	FUN_045255-T1, FUN_045255-T2	Ds_00017433-RA
OG0004101	FUN_035903-T1	Ds_00004003-RA, Ds_00017214-RA
OG0004102	FUN_028049-T1	Ds_00015287-RA
OG0004103	FUN_049762-T1, FUN_049762-T2	Ds_00000132-RA
OG0004104	FUN_016340-T2, FUN_016340-T3, FUN_016340-T1	Ds_00001966-RA
OG0004106	FUN_009487-T1, FUN_001651-T1, FUN_009487-T2, FUN_001651-T3, FUN_001651-T2	Ds_00016612-RA
OG0004107	FUN_000599-T1	Ds_00001429-RA
OG0004109	FUN_003936-T1, FUN_030229-T1	Ds_00010901-RA, Ds_00011224-RA
OG0004110	FUN_020738-T1	Ds_00001199-RA
OG0004111	FUN_030556-T1	Ds_00006745-RA, Ds_00009405-RA
OG0004112	FUN_051815-T1	Ds_00013031-RA
OG0004113	FUN_028280-T2, FUN_028280-T1	Ds_00011896-RA
OG0004114	FUN_023878-T1	Ds_00007745-RA
OG0004115	FUN_014895-T2, FUN_014895-T1	Ds_00014635-RA
OG0004116	FUN_025427-T1, FUN_025428-T1, FUN_031259-T1	Ds_00011865-RA, Ds_00005399-RA
OG0004117	FUN_046139-T1	Ds_00017663-RA
OG0004118	FUN_042080-T1	Ds_00014867-RA
OG0004119	FUN_012180-T1	Ds_00004444-RA
OG0004121	FUN_043245-T1	Ds_00017238-RA, Ds_00011524-RA
OG0004124	FUN_018781-T1	Ds_00013584-RA
OG0004125	FUN_034046-T1, FUN_034046-T2	Ds_00016871-RA
OG0004126	FUN_015764-T1	Ds_00012305-RA, Ds_00014830-RA
OG0004127	FUN_034819-T1	Ds_00015157-RA
OG0004128	FUN_012380-T2, FUN_012380-T1	Ds_00004484-RA
OG0004128	FUN_027322-T1	Ds_00011773-RA
OG0004130	FUN_011317-T1	Ds_00009739-RA
OG0004131	FUN_008075-T1, FUN_008076-T1, FUN_008076-T2	Ds_00017761-RA, Ds_00017760-RA, Ds_00002077-RA
OG0004132	FUN_037422-T2, FUN_037422-T1	Ds_00011649-RA, Ds_00002835-RA
OG0004133	FUN_025907-T1	Ds_00005802-RA
OG0004134	FUN_013782-T1, FUN_013778-T1	Ds_00005690-RA
OG0004135	FUN_049994-T2, FUN_049994-T1	Ds_00002376-RA, Ds_00000805-RA
OG0004136	FUN_006315-T1	Ds_00000731-RA
OG0004137	FUN_052013-T1	Ds_00000069-RA, Ds_00011413-RA
OG0004138	FUN_020948-T1	Ds_00017784-RA
OG0004138	FUN_026075-T1	Ds_00007229-RA
OG0004139	FUN_029878-T1	Ds_00015327-RA
OG0004141	FUN_009820-T1, FUN_009820-T2, FUN_009820-T3	Ds_00000188-RA
OG0004142	FUN_006504-T4	Ds_00002364-RA
OG0004143	FUN_006242-T1	Ds_00002424-RA
OG0004144	FUN_000589-T1, FUN_029853-T1	Ds_00017512-RA
OG0004145	FUN_018695-T1	Ds_00015168-RA, Ds_00001332-RA
OG0004146	FUN_049564-T1, FUN_049564-T2	Ds_00001566-RA
OG0004147	FUN_026067-T2, FUN_026067-T1, FUN_013142-T1	Ds_00007226-RA, Ds_00015376-RA
OG0004148	FUN_045889-T2, FUN_045889-T1	Ds_00007521-RA
OG0004149	FUN_039735-T3, FUN_039735-T2, FUN_039735-T1	Ds_00008054-RA
OG0004150	FUN_005281-T1, FUN_005281-T2	Ds_00003446-RA
OG0004151	FUN_037138-T1	Ds_00003575-RA, Ds_00004606-RA
OG0004152	FUN_005361-T1	Ds_00017666-RA, Ds_00003426-RA
OG0004153	FUN_016255-T1	Ds_00000680-RA
OG0004153	FUN_008425-T1	Ds_00017120-RA
OG0004154	FUN_008405-T1	Ds_00004228-RA, Ds_00002606-RA
OG0004155	FUN_013152-T1, FUN_013151-T1	Ds_00007233-RA
OG0004156	FUN_048232-T1, FUN_037537-T1, FUN_048230-T1	Ds_00002863-RA
OG0004157	FUN_019265-T1, FUN_019265-T2	Ds_00002688-RA
OG0004158	FUN_046345-T1, FUN_018116-T1, FUN_047819-T1, FUN_009090-T1, FUN_009090-T2, FUN_009090-T3	Ds_00007288-RA
OG0004159	FUN_020422-T2, FUN_020422-T1, FUN_019137-T3, FUN_019137-T1, FUN_020422-T3, FUN_019137-T2	Ds_00002209-RA
OG0004160	FUN_044888-T1, FUN_024067-T1, FUN_024067-T2, FUN_050177-T1, FUN_050177-T3, FUN_050177-T2, FUN_050177-T4	Ds_00002316-RA
OG0004161	FUN_041214-T1	Ds_00002787-RA
OG0004162	FUN_015869-T1	Ds_00000783-RA
OG0004163	FUN_013661-T1, FUN_013661-T2, FUN_008877-T1	Ds_00016888-RA, Ds_00012589-RA
OG0004166	FUN_033969-T1	Ds_00001862-RA, Ds_00008094-RA
OG0004168	FUN_045032-T1	Ds_00004531-RA
OG0004169	FUN_019476-T1, FUN_018628-T1	Ds_00012943-RA
OG0004170	FUN_004063-T1, FUN_004063-T2, FUN_012889-T3, FUN_012889-T2, FUN_012889-T1	Ds_00015988-RA
OG0004171	FUN_000978-T1, FUN_039180-T1	Ds_00003267-RA
OG0004172	FUN_002079-T1	Ds_00005475-RA
OG0004173	FUN_009755-T1, FUN_015532-T1	Ds_00010018-RA
OG0004174	FUN_002008-T2, FUN_002008-T3, FUN_002008-T1	Ds_00001688-RA
OG0004175	FUN_034750-T1	Ds_00009483-RA, Ds_00012748-RA
OG0004176	FUN_014031-T1	Ds_00016416-RA
OG0004178	FUN_033250-T1	Ds_00006408-RA
OG0004179	FUN_029240-T1, FUN_018940-T1	Ds_00012921-RA
OG0004179	FUN_020258-T1	Ds_00014299-RA
OG0004180	FUN_042091-T1	Ds_00000248-RA
OG0004181	FUN_039326-T1	Ds_00016338-RA, Ds_00010464-RA, Ds_00016337-RA
OG0004183	FUN_002438-T1	Ds_00010368-RA
OG0004184	FUN_039747-T2, FUN_039747-T1	Ds_00005999-RA
OG0004185	FUN_020796-T1, FUN_020796-T2, FUN_004333-T1	Ds_00013408-RA
OG0004186	FUN_045886-T1, FUN_012066-T1	Ds_00010672-RA
OG0004187	FUN_031330-T1, FUN_034828-T1, FUN_034828-T2	Ds_00014215-RA
OG0004188	FUN_030972-T1	Ds_00014952-RA
OG0004188	FUN_033971-T2, FUN_033971-T1	Ds_00005750-RA
OG0004189	FUN_027436-T4, FUN_027436-T3, FUN_027436-T2, FUN_027436-T1	Ds_00016238-RA
OG0004190	FUN_039449-T1, FUN_039450-T1, FUN_039450-T3, FUN_039450-T2	Ds_00015405-RA
OG0004191	FUN_049486-T1, FUN_049486-T2	Ds_00001546-RA
OG0004192	FUN_014267-T1, FUN_014270-T2, FUN_014270-T4, FUN_014270-T1, FUN_014270-T3, FUN_000614-T1	Ds_00004977-RA, Ds_00015641-RA
OG0004193	FUN_047456-T1	Ds_00000934-RA
OG0004194	FUN_026319-T1	Ds_00014797-RA
OG0004195	FUN_043240-T2, FUN_043240-T1, FUN_036721-T1	Ds_00011522-RA
OG0004196	FUN_035303-T1, FUN_035303-T2, FUN_053069-T2, FUN_053069-T4	Ds_00017826-RA
OG0004197	FUN_011986-T1, FUN_046520-T1, FUN_046520-T2	Ds_00017008-RA, Ds_00001768-RA
OG0004198	FUN_035149-T1, FUN_012333-T1	Ds_00004492-RA
OG0004199	FUN_051850-T1, FUN_045635-T3, FUN_045635-T2, FUN_045635-T1	Ds_00000383-RA
OG0004200	FUN_039360-T3, FUN_039360-T2, FUN_039360-T1	Ds_00017835-RA
OG0004202	FUN_027292-T2, FUN_027292-T1	Ds_00004118-RA
OG0004203	FUN_020429-T2, FUN_020429-T1	Ds_00008092-RA
OG0004204	FUN_014073-T5, FUN_014073-T2, FUN_014073-T4, FUN_014073-T1, FUN_014073-T3	Ds_00012218-RA
OG0004205	FUN_046722-T1	Ds_00014541-RA
OG0004206	FUN_032820-T1, FUN_032820-T4	Ds_00000830-RA
OG0004208	FUN_049560-T1, FUN_034090-T1	Ds_00015740-RA, Ds_00015739-RA, Ds_00000157-RA
OG0004209	FUN_020262-T1	Ds_00005841-RA
OG0004210	FUN_032805-T1, FUN_004599-T1	Ds_00009594-RA
OG0004211	FUN_039802-T1	Ds_00010369-RA
OG0004213	FUN_007946-T2, FUN_007946-T1	Ds_00001306-RA
OG0004214	FUN_025275-T1, FUN_031823-T2, FUN_031823-T1	Ds_00009170-RA
OG0004215	FUN_025051-T1	Ds_00007428-RA
OG0004216	FUN_001504-T1, FUN_001504-T2	Ds_00014360-RA
OG0004217	FUN_001605-T1, FUN_001603-T1	Ds_00007865-RA, Ds_00015348-RA
OG0004218	FUN_015293-T2, FUN_015293-T1	Ds_00004203-RA
OG0004219	FUN_048306-T1	Ds_00015014-RA
OG0004220	FUN_015309-T1	Ds_00015629-RA, Ds_00012924-RA
OG0004220	FUN_036895-T1	Ds_00009211-RA
OG0004221	FUN_026721-T2, FUN_026721-T1	Ds_00001293-RA
OG0004223	FUN_033598-T2, FUN_033598-T3, FUN_033598-T1	Ds_00002777-RA
OG0004223	FUN_043114-T1	Ds_00001387-RA
OG0004224	FUN_003950-T1	Ds_00011417-RA, Ds_00003752-RA
OG0004225	FUN_035719-T1, FUN_036735-T1	Ds_00003073-RA
OG0004226	FUN_014415-T1	Ds_00004640-RA
OG0004227	FUN_043970-T1, FUN_044521-T1, FUN_043969-T1, FUN_043216-T1	Ds_00001209-RA, Ds_00014849-RA
OG0004228	FUN_000108-T1	Ds_00006095-RA
OG0004229	FUN_033680-T1, FUN_006596-T1, FUN_015445-T1, FUN_006593-T1, FUN_006595-T1	Ds_00006703-RA
OG0004230	FUN_049565-T1, FUN_036891-T1, FUN_036891-T2	Ds_00001565-RA
OG0004231	FUN_034024-T1	Ds_00003399-RA
OG0004232	FUN_050342-T1, FUN_025095-T1	Ds_00003818-RA, Ds_00013781-RA
OG0004233	FUN_010659-T1, FUN_047263-T2, FUN_047263-T1	Ds_00007781-RA
OG0004234	FUN_002555-T1, FUN_002556-T1	Ds_00012888-RA
OG0004235	FUN_032006-T2, FUN_032006-T1, FUN_032006-T3	Ds_00009194-RA
OG0004236	FUN_002684-T1	Ds_00006147-RA
OG0004237	FUN_031076-T1	Ds_00014483-RA
OG0004238	FUN_038827-T3, FUN_038827-T2, FUN_038827-T1	Ds_00010869-RA
OG0004239	FUN_046069-T1	Ds_00003151-RA
OG0004240	FUN_025300-T1, FUN_031856-T1	Ds_00004797-RA, Ds_00010768-RA
OG0004241	FUN_041438-T1	Ds_00012710-RA
OG0004242	FUN_021729-T2, FUN_021729-T1	Ds_00001313-RA
OG0004243	FUN_002189-T4, FUN_002189-T3, FUN_002189-T2, FUN_002189-T5, FUN_002189-T1	Ds_00011274-RA
OG0004244	FUN_036153-T1	Ds_00006504-RA
OG0004245	FUN_035950-T1, FUN_035950-T2	Ds_00003964-RA
OG0004246	FUN_042926-T1, FUN_042926-T2, FUN_024735-T1	Ds_00004702-RA, Ds_00016828-RA
OG0004247	FUN_003136-T1, FUN_041194-T1	Ds_00016379-RA
OG0004247	FUN_018377-T2, FUN_018377-T3, FUN_018377-T1	Ds_00016380-RA
OG0004248	FUN_017498-T1, FUN_017498-T3, FUN_017498-T2, FUN_027429-T1	Ds_00006816-RA
OG0004249	FUN_014216-T3, FUN_014216-T5, FUN_014216-T2, FUN_014216-T4	Ds_00005027-RA
OG0004250	FUN_020382-T1	Ds_00008096-RA
OG0004251	FUN_037839-T1, FUN_037836-T1, FUN_037836-T2	Ds_00005450-RA
OG0004252	FUN_035215-T1, FUN_014586-T1	Ds_00010933-RA
OG0004253	FUN_049439-T1, FUN_038458-T1	Ds_00008884-RA
OG0004254	FUN_031258-T1, FUN_025431-T1	Ds_00011864-RA
OG0004255	FUN_017821-T1	Ds_00011145-RA
OG0004256	FUN_020133-T2, FUN_020133-T1	Ds_00005922-RA
OG0004257	FUN_047366-T1, FUN_047366-T2	Ds_00011390-RA
OG0004258	FUN_043777-T2, FUN_043777-T1	Ds_00005437-RA
OG0004259	FUN_029912-T1, FUN_016559-T1, FUN_033560-T1	Ds_00016697-RA
OG0004260	FUN_033562-T1, FUN_020146-T1	Ds_00008579-RA
OG0004261	FUN_025576-T1	Ds_00014490-RA
OG0004262	FUN_042658-T1, FUN_010792-T1, FUN_042659-T1, FUN_010792-T2, FUN_010792-T3	Ds_00013804-RA
OG0004263	FUN_029119-T1	Ds_00013173-RA, Ds_00017509-RA
OG0004264	FUN_016781-T1, FUN_011662-T1	Ds_00011047-RA, Ds_00013487-RA
OG0004265	FUN_041673-T1	Ds_00012617-RA
OG0004267	FUN_009228-T1, FUN_009228-T2, FUN_032247-T1	Ds_00009023-RA
OG0004268	FUN_041606-T1, FUN_017612-T1	Ds_00013513-RA
OG0004269	FUN_045472-T1, FUN_011170-T1, FUN_011170-T2	Ds_00014118-RA
OG0004270	FUN_047485-T1	Ds_00003749-RA, Ds_00011421-RA
OG0004271	FUN_041855-T1, FUN_041855-T2, FUN_017957-T1	Ds_00004845-RA, Ds_00013104-RA
OG0004272	FUN_009284-T1, FUN_009284-T2, FUN_032168-T3, FUN_032168-T2, FUN_032168-T1, FUN_032168-T4	Ds_00009060-RA, Ds_00009056-RA
OG0004273	FUN_047360-T1, FUN_047360-T2	Ds_00003795-RA
OG0004274	FUN_045268-T1	Ds_00007653-RA
OG0004275	FUN_025313-T1, FUN_031904-T4, FUN_031904-T2, FUN_031904-T3, FUN_031904-T1	Ds_00004806-RA
OG0004276	FUN_034507-T1	Ds_00016729-RA
OG0004279	FUN_027200-T1	Ds_00014330-RA
OG0004280	FUN_048727-T2, FUN_048727-T1	Ds_00001262-RA
OG0004281	FUN_005442-T1	Ds_00010391-RA
OG0004284	FUN_053248-T1	Ds_00008701-RA, Ds_00007080-RA, Ds_00018078-RA, Ds_00017408-RA, Ds_00002985-RA
OG0004294	FUN_051831-T1, FUN_018845-T1, FUN_018188-T1, FUN_048332-T1	Ds_00011913-RA, Ds_00001093-RA
OG0004295	FUN_007721-T1	Ds_00010023-RA
OG0004296	FUN_042847-T1	Ds_00000910-RA
OG0004297	FUN_041682-T1, FUN_041682-T2	Ds_00006389-RA
OG0004298	FUN_039578-T2, FUN_039578-T1	Ds_00017592-RA
OG0004299	FUN_005291-T5, FUN_005291-T2, FUN_005291-T4, FUN_005291-T1, FUN_005291-T3	Ds_00003442-RA
OG0004300	FUN_032842-T1	Ds_00000823-RA
OG0004301	FUN_005737-T1	Ds_00013249-RA, Ds_00007137-RA
OG0004302	FUN_005423-T1, FUN_015967-T1	Ds_00003108-RA, Ds_00004711-RA
OG0004303	FUN_021519-T1	Ds_00003836-RA
OG0004305	FUN_051496-T2, FUN_051496-T1	Ds_00003891-RA
OG0004306	FUN_036250-T1	Ds_00016752-RA
OG0004307	FUN_033138-T1, FUN_033138-T2	Ds_00007604-RA
OG0004308	FUN_033234-T2, FUN_033234-T3, FUN_033234-T1, FUN_020244-T2, FUN_020244-T1	Ds_00017786-RA
OG0004309	FUN_015000-T1, FUN_040329-T1	Ds_00005078-RA, Ds_00003216-RA
OG0004311	FUN_001222-T1, FUN_008094-T1, FUN_000756-T1	Ds_00016690-RA, Ds_00007089-RA
OG0004311	FUN_008093-T1	Ds_00016689-RA, Ds_00016688-RA
OG0004312	FUN_048928-T1	Ds_00011567-RA
OG0004313	FUN_041886-T1	Ds_00002457-RA
OG0004314	FUN_045640-T2, FUN_045640-T1	Ds_00013025-RA
OG0004315	FUN_019010-T2, FUN_019010-T1	Ds_00004707-RA, Ds_00009195-RA
OG0004316	FUN_023149-T1, FUN_023151-T2, FUN_023151-T3, FUN_023151-T1, FUN_004542-T1	Ds_00000845-RA
OG0004317	FUN_042960-T1	Ds_00004696-RA
OG0004318	FUN_042784-T1, FUN_010638-T1	Ds_00000824-RA
OG0004319	FUN_033017-T1	Ds_00007610-RA
OG0004320	FUN_000497-T3, FUN_000497-T2, FUN_051439-T1	Ds_00003874-RA
OG0004321	FUN_003471-T1	Ds_00007446-RA
OG0004322	FUN_009644-T1, FUN_047897-T1	Ds_00010079-RA
OG0004323	FUN_036902-T1, FUN_036901-T1, FUN_049579-T1	Ds_00001568-RA, Ds_00001569-RA
OG0004323	FUN_015107-T1	Ds_00006452-RA
OG0004325	FUN_041309-T2, FUN_053306-T1	Ds_00006929-RA
OG0004326	FUN_026359-T1, FUN_046717-T1	Ds_00000930-RA
OG0004327	FUN_024573-T1, FUN_024573-T2	Ds_00012399-RA
OG0004328	FUN_027410-T1	Ds_00017927-RA
OG0004329	FUN_033932-T1, FUN_033932-T2	Ds_00012675-RA
OG0004330	FUN_048189-T1, FUN_037472-T1	Ds_00012517-RA, Ds_00011641-RA
OG0004331	FUN_024422-T1	Ds_00003120-RA
OG0004334	FUN_047541-T1, FUN_029267-T1	Ds_00004759-RA, Ds_00000880-RA
OG0004335	FUN_011028-T1	Ds_00011076-RA
OG0004336	FUN_017294-T2, FUN_017294-T1	Ds_00010171-RA
OG0004338	FUN_016177-T1, FUN_024586-T1	Ds_00003316-RA
OG0004339	FUN_040302-T1, FUN_015087-T1	Ds_00003200-RA
OG0004340	FUN_042617-T1	Ds_00010338-RA, Ds_00015415-RA
OG0004341	FUN_039766-T1	Ds_00014898-RA, Ds_00010787-RA
OG0004343	FUN_030796-T1, FUN_030796-T2, FUN_018846-T4, FUN_018846-T3, FUN_018846-T2, FUN_018846-T1	Ds_00008946-RA
OG0004344	FUN_005808-T1, FUN_020536-T1	Ds_00017158-RA
OG0004345	FUN_039866-T1, FUN_039866-T2, FUN_007785-T1	Ds_00015295-RA, Ds_00010806-RA
OG0004346	FUN_052631-T1	Ds_00013919-RA
OG0004347	FUN_030069-T1, FUN_026938-T1	Ds_00014900-RA, Ds_00012106-RA, Ds_00009067-RA
OG0004348	FUN_014932-T1, FUN_036191-T1, FUN_052501-T1	Ds_00013744-RA
OG0004349	FUN_024731-T1, FUN_042919-T1	Ds_00017956-RA, Ds_00011997-RA
OG0004351	FUN_034335-T1	Ds_00003896-RA
OG0004352	FUN_020352-T1	Ds_00015559-RA
OG0004353	FUN_044948-T1	Ds_00005447-RA, Ds_00013657-RA
OG0004354	FUN_034082-T1	Ds_00005717-RA
OG0004355	FUN_036262-T1	Ds_00016804-RA
OG0004356	FUN_053212-T2, FUN_053212-T1	Ds_00003885-RA
OG0004357	FUN_042945-T3, FUN_042945-T2, FUN_042945-T1, FUN_033183-T1, FUN_024750-T1	Ds_00004697-RA
OG0004359	FUN_040359-T1, FUN_040360-T2, FUN_040360-T1	Ds_00007030-RA
OG0004360	FUN_030748-T1, FUN_018880-T1	Ds_00000480-RA
OG0004361	FUN_025006-T3, FUN_025006-T1, FUN_025006-T2	Ds_00003125-RA
