Orthogroup	P_amilis.proteins	A_vesiculosa.proteins
OG0003683	FUN_034583-T1	Av_00005588-RA
OG0003684	FUN_015637-T2, FUN_015637-T1	Av_00014975-RA
OG0003685	FUN_043289-T1	Av_00005905-RA, Av_00008711-RA, Av_00023122-RA
OG0003686	FUN_027606-T1	Av_00010126-RA, Av_00009327-RA
OG0003687	FUN_025469-T2, FUN_025469-T1	Av_00001850-RA
OG0003688	FUN_004176-T1	Av_00022359-RA
OG0003689	FUN_039995-T1, FUN_039993-T2, FUN_039993-T1, FUN_039998-T1	Av_00025039-RA, Av_00021116-RA, Av_00020431-RA
OG0003691	FUN_040750-T2, FUN_040750-T1	Av_00024497-RA, Av_00005465-RA
OG0003692	FUN_047241-T1, FUN_051717-T1	Av_00007177-RA, Av_00017763-RA, Av_00008800-RA
OG0003693	FUN_007520-T1, FUN_002271-T1, FUN_002271-T2	Av_00012279-RA, Av_00004430-RA, Av_00021540-RA
OG0003694	FUN_046944-T1	Av_00011217-RA, Av_00013825-RA, Av_00009251-RA
OG0003695	FUN_011367-T1	Av_00024407-RA, Av_00011214-RA
OG0003696	FUN_013006-T2, FUN_013006-T1	Av_00020719-RA
OG0003697	FUN_041753-T1, FUN_004843-T1	Av_00012821-RA, Av_00019508-RA, Av_00010104-RA, Av_00014303-RA
OG0003698	FUN_000760-T2, FUN_000760-T1	Av_00008051-RA
OG0003699	FUN_025661-T1, FUN_025661-T2, FUN_025661-T3	Av_00019435-RA
OG0003700	FUN_015508-T1	Av_00019538-RA, Av_00022416-RA
OG0003701	FUN_043989-T1, FUN_043686-T1	Av_00007472-RA
OG0003702	FUN_016407-T2, FUN_016407-T1	Av_00007795-RA, Av_00000239-RA, Av_00007796-RA, Av_00000238-RA
OG0003703	FUN_027116-T1, FUN_027116-T2	Av_00000776-RA
OG0003705	FUN_002696-T1	Av_00022826-RA
OG0003706	FUN_053005-T3, FUN_053005-T1, FUN_053005-T2	Av_00020829-RA
OG0003707	FUN_053126-T1, FUN_053126-T2	Av_00001871-RA
OG0003708	FUN_050249-T1	Av_00004947-RA, Av_00003963-RA
OG0003709	FUN_009026-T1	Av_00020610-RA, Av_00022904-RA
OG0003710	FUN_045154-T1, FUN_045153-T1, FUN_043961-T1	Av_00018885-RA, Av_00009498-RA
OG0003711	FUN_048996-T3, FUN_048996-T1, FUN_048996-T2	Av_00021457-RA, Av_00000863-RA
OG0003712	FUN_003076-T1	Av_00010675-RA, Av_00018599-RA
OG0003713	FUN_051417-T1	Av_00016786-RA
OG0003714	FUN_023225-T1	Av_00000891-RA, Av_00005277-RA
OG0003715	FUN_010898-T3, FUN_010898-T2, FUN_010898-T1	Av_00013612-RA, Av_00008266-RA
OG0003716	FUN_045444-T1, FUN_023863-T1	Av_00024056-RA, Av_00019417-RA
OG0003717	FUN_047090-T1	Av_00013608-RA
OG0003718	FUN_016694-T1, FUN_029807-T1, FUN_016691-T1	Av_00005772-RA, Av_00014800-RA, Av_00014801-RA
OG0003719	FUN_027490-T1	Av_00020707-RA, Av_00014291-RA
OG0003720	FUN_023656-T1, FUN_023656-T2, FUN_033740-T1	Av_00002745-RA, Av_00016717-RA, Av_00024201-RA, Av_00015537-RA, Av_00016991-RA
OG0003721	FUN_033339-T1, FUN_027558-T1	Av_00003953-RA, Av_00018615-RA, Av_00021869-RA
OG0003722	FUN_020733-T2, FUN_020733-T1, FUN_012595-T1	Av_00012483-RA
OG0003724	FUN_046855-T1	Av_00020905-RA
OG0003725	FUN_023309-T1	Av_00007523-RA
OG0003726	FUN_047844-T1, FUN_038238-T1, FUN_038238-T2, FUN_038238-T3	Av_00016572-RA, Av_00024830-RA
OG0003727	FUN_032285-T1	Av_00002680-RA, Av_00005315-RA, Av_00015483-RA, Av_00023095-RA, Av_00015484-RA
OG0003728	FUN_033890-T1	Av_00006398-RA
OG0003728	FUN_014661-T1	Av_00010674-RA, Av_00018601-RA, Av_00021947-RA, Av_00008998-RA
OG0003729	FUN_032362-T1	Av_00006447-RA, Av_00005305-RA, Av_00007514-RA
OG0003730	FUN_023367-T1, FUN_032574-T1, FUN_032574-T2	Av_00016962-RA, Av_00015512-RA
OG0003731	FUN_011150-T2, FUN_011150-T1, FUN_011150-T3	Av_00000531-RA
OG0003732	FUN_034147-T1	Av_00010248-RA, Av_00012839-RA, Av_00010117-RA, Av_00014296-RA
OG0003733	FUN_045431-T2, FUN_045431-T3, FUN_045431-T1	Av_00010506-RA
OG0003734	FUN_020381-T1	Av_00011585-RA
OG0003735	FUN_016534-T1	Av_00003908-RA
OG0003736	FUN_032680-T1, FUN_023471-T1	Av_00007574-RA
OG0003737	FUN_020735-T1	Av_00022385-RA
OG0003738	FUN_047429-T1	Av_00012404-RA, Av_00009288-RA, Av_00011290-RA, Av_00013854-RA
OG0003739	FUN_020723-T1, FUN_020722-T1	Av_00021159-RA, Av_00011609-RA, Av_00024133-RA
OG0003740	FUN_047284-T1	Av_00003413-RA
OG0003741	FUN_023477-T1, FUN_023477-T4, FUN_023477-T3, FUN_023477-T2	Av_00024196-RA
OG0003742	FUN_039626-T1, FUN_049524-T1, FUN_049524-T3, FUN_049524-T2	Av_00008690-RA, Av_00014711-RA
OG0003744	FUN_023820-T1, FUN_033684-T1	Av_00024204-RA, Av_00020881-RA, Av_00003301-RA, Av_00007599-RA, Av_00005216-RA, Av_00002752-RA
OG0003745	FUN_038800-T1	Av_00012467-RA, Av_00012466-RA, Av_00009359-RA
OG0003746	FUN_000536-T1	Av_00014511-RA
OG0003746	FUN_048273-T1, FUN_037573-T1	Av_00008591-RA, Av_00014632-RA
OG0003747	FUN_024856-T3, FUN_024856-T2, FUN_024856-T1	Av_00009619-RA, Av_00002206-RA, Av_00001483-RA
OG0003750	FUN_051567-T1	Av_00023417-RA, Av_00002523-RA
OG0003769	FUN_025221-T1	Av_00024436-RA
OG0003770	FUN_023575-T1, FUN_023575-T2	Av_00020308-RA
OG0003771	FUN_036290-T1, FUN_052611-T2, FUN_052611-T1	Av_00016532-RA, Av_00006557-RA, Av_00011840-RA
OG0003772	FUN_010318-T1	Av_00004794-RA
OG0003775	FUN_038192-T1, FUN_038192-T2	Av_00014702-RA, Av_00008682-RA
OG0003776	FUN_028681-T1	Av_00005112-RA, Av_00013257-RA
OG0003777	FUN_010324-T1	Av_00000805-RA
OG0003777	FUN_040496-T1	Av_00009604-RA
OG0003778	FUN_002434-T3, FUN_002434-T1, FUN_002434-T2	Av_00015101-RA
OG0003781	FUN_021208-T1	Av_00021120-RA
OG0003782	FUN_020292-T1	Av_00018008-RA, Av_00010299-RA, Av_00002957-RA, Av_00012631-RA
OG0003783	FUN_026078-T1, FUN_013144-T2, FUN_013144-T1	Av_00015559-RA, Av_00004008-RA, Av_00004912-RA
OG0003784	FUN_036409-T1, FUN_038448-T1	Av_00008130-RA, Av_00001204-RA
OG0003785	FUN_018914-T3, FUN_018914-T4, FUN_018914-T1, FUN_018914-T2	Av_00020226-RA, Av_00020227-RA
OG0003786	FUN_036816-T1, FUN_051574-T1	Av_00016615-RA, Av_00014839-RA, Av_00015123-RA, Av_00001329-RA, Av_00022995-RA
OG0003787	FUN_020288-T1	Av_00005193-RA, Av_00023704-RA
OG0003789	FUN_033212-T1	Av_00006465-RA
OG0003790	FUN_001062-T2, FUN_001062-T1	Av_00018997-RA
OG0003791	FUN_005319-T1, FUN_014452-T1	Av_00018779-RA
OG0003792	FUN_027605-T1	Av_00004715-RA, Av_00016904-RA, Av_00010125-RA
OG0003793	FUN_014402-T1	Av_00017030-RA
OG0003793	FUN_051407-T1	Av_00016274-RA
OG0003794	FUN_017165-T1	Av_00011664-RA
OG0003795	FUN_008050-T1, FUN_041989-T1	Av_00002178-RA
OG0003796	FUN_048633-T1	Av_00009153-RA
OG0003797	FUN_002531-T1, FUN_017669-T1, FUN_035654-T1	Av_00021221-RA, Av_00016161-RA, Av_00020350-RA, Av_00016769-RA
OG0003798	FUN_024944-T1, FUN_043558-T1	Av_00009640-RA, Av_00002227-RA, Av_00024036-RA
OG0003799	FUN_026364-T1, FUN_026363-T3, FUN_026363-T1, FUN_026363-T2	Av_00004050-RA, Av_00019451-RA
OG0003801	FUN_038560-T1	Av_00021450-RA
OG0003802	FUN_008967-T1	Av_00022250-RA
OG0003803	FUN_040413-T1	Av_00009548-RA, Av_00018923-RA
OG0003804	FUN_027469-T1	Av_00012724-RA, Av_00022872-RA
OG0003805	FUN_034455-T2, FUN_034455-T5, FUN_034455-T4, FUN_034455-T1, FUN_034455-T3, FUN_051561-T1	Av_00016285-RA, Av_00006923-RA
OG0003806	FUN_052300-T2, FUN_052300-T1, FUN_052300-T4, FUN_052300-T3	Av_00001270-RA
OG0003807	FUN_043086-T1	Av_00002194-RA, Av_00009614-RA
OG0003808	FUN_042947-T2, FUN_042947-T1	Av_00023422-RA
OG0003809	FUN_014240-T3, FUN_014240-T2, FUN_014240-T4, FUN_014240-T5, FUN_014240-T1	Av_00013540-RA, Av_00001561-RA
OG0003810	FUN_014953-T1	Av_00017065-RA, Av_00022825-RA
OG0003811	FUN_046013-T1, FUN_002361-T1	Av_00012298-RA, Av_00004415-RA, Av_00012297-RA, Av_00004416-RA
OG0003812	FUN_004204-T1, FUN_007791-T1	Av_00015360-RA, Av_00000405-RA, Av_00024398-RA, Av_00001882-RA
OG0003814	FUN_031824-T1	Av_00012200-RA, Av_00003925-RA, Av_00004968-RA
OG0003815	FUN_001773-T1	Av_00000441-RA
OG0003816	FUN_010229-T1	Av_00001815-RA
OG0003817	FUN_038196-T2, FUN_038196-T1, FUN_038196-T3	Av_00013999-RA, Av_00011493-RA
OG0003818	FUN_014426-T1	Av_00020773-RA, Av_00007167-RA, Av_00012363-RA
OG0003819	FUN_009196-T1	Av_00002681-RA
OG0003821	FUN_046588-T1	Av_00023290-RA, Av_00020156-RA
OG0003822	FUN_024519-T1	Av_00009985-RA, Av_00006878-RA, Av_00024791-RA, Av_00016000-RA, Av_00004195-RA, Av_00019101-RA, Av_00010213-RA
OG0003823	FUN_003858-T1	Av_00007721-RA
OG0003824	FUN_025509-T2, FUN_025509-T1	Av_00014222-RA, Av_00011663-RA
OG0003825	FUN_018801-T1	Av_00007655-RA
OG0003826	FUN_030706-T1	Av_00016327-RA
OG0003826	FUN_030705-T1, FUN_009448-T1	Av_00004554-RA, Av_00004332-RA
OG0003827	FUN_025440-T1, FUN_031227-T2, FUN_031227-T3, FUN_031227-T1	Av_00013715-RA
OG0003828	FUN_026071-T2, FUN_026071-T1, FUN_026071-T3	Av_00012153-RA
OG0003830	FUN_023441-T1, FUN_023444-T1	Av_00024891-RA
OG0003831	FUN_020203-T1	Av_00011367-RA, Av_00004575-RA, Av_00011130-RA
OG0003832	FUN_051978-T1, FUN_045732-T1	Av_00004286-RA, Av_00004590-RA, Av_00015974-RA, Av_00009868-RA, Av_00011077-RA
OG0003833	FUN_029441-T1	Av_00007720-RA, Av_00000299-RA, Av_00022035-RA, Av_00012495-RA
OG0003835	FUN_029429-T3, FUN_029429-T1, FUN_029429-T2	Av_00012496-RA
OG0003836	FUN_012341-T1, FUN_035171-T1	Av_00014142-RA, Av_00010600-RA
OG0003837	FUN_026877-T1, FUN_033428-T1	Av_00002934-RA
OG0003838	FUN_044255-T2, FUN_044255-T1, FUN_038677-T1, FUN_038677-T2	Av_00012026-RA, Av_00022837-RA
OG0003839	FUN_009616-T1, FUN_030577-T1, FUN_030577-T3, FUN_030577-T2	Av_00001972-RA
OG0003840	FUN_024403-T1	Av_00007914-RA, Av_00010015-RA, Av_00006865-RA
OG0003840	FUN_009562-T1, FUN_030609-T1	Av_00016343-RA
OG0003841	FUN_008837-T1, FUN_013646-T2, FUN_013646-T1	Av_00013020-RA, Av_00024022-RA, Av_00001667-RA, Av_00021963-RA
OG0003842	FUN_047498-T1	Av_00004391-RA
OG0003844	FUN_046560-T3, FUN_046560-T2, FUN_046560-T1	Av_00003114-RA, Av_00007859-RA
OG0003848	FUN_036744-T1, FUN_043341-T1	Av_00020664-RA, Av_00014097-RA
OG0003848	FUN_043340-T1	Av_00003645-RA
OG0003849	FUN_034700-T1, FUN_034702-T1	Av_00018488-RA, Av_00018060-RA, Av_00007682-RA
OG0003850	FUN_035548-T1, FUN_008612-T1	Av_00007484-RA
OG0003851	FUN_026835-T1, FUN_034048-T1	Av_00017108-RA
OG0003853	FUN_046278-T1, FUN_053274-T1	Av_00024267-RA
OG0003854	FUN_044357-T1, FUN_044360-T2, FUN_044360-T1, FUN_034724-T2, FUN_034724-T5, FUN_034724-T3, FUN_034724-T4, FUN_034724-T1	Av_00007680-RA
OG0003855	FUN_029868-T1, FUN_029868-T2, FUN_026985-T1	Av_00016237-RA
OG0003856	FUN_011968-T1	Av_00015781-RA, Av_00002395-RA
OG0003857	FUN_032189-T1	Av_00023766-RA
OG0003858	FUN_036790-T5, FUN_036790-T4, FUN_036790-T2, FUN_036790-T3, FUN_036790-T1	Av_00003639-RA
OG0003859	FUN_037783-T1	Av_00015121-RA, Av_00001326-RA
OG0003860	FUN_043173-T1, FUN_036657-T1, FUN_036657-T2	Av_00014109-RA, Av_00005912-RA, Av_00021395-RA
OG0003861	FUN_007883-T1, FUN_007885-T1, FUN_026197-T1	Av_00004028-RA
OG0003862	FUN_015315-T1	Av_00009148-RA, Av_00014760-RA
OG0003863	FUN_008757-T1, FUN_008757-T3, FUN_008757-T2	Av_00014112-RA, Av_00008720-RA, Av_00020682-RA
OG0003864	FUN_026814-T2, FUN_026814-T1, FUN_013063-T1	Av_00018212-RA, Av_00001020-RA, Av_00009830-RA, Av_00011029-RA
OG0003865	FUN_011855-T4, FUN_011855-T3, FUN_011855-T2, FUN_011855-T1	Av_00004106-RA, Av_00017157-RA
OG0003866	FUN_040702-T1	Av_00023354-RA, Av_00018561-RA
OG0003867	FUN_037220-T1	Av_00003226-RA
OG0003867	FUN_022840-T1	Av_00001628-RA, Av_00009409-RA
OG0003868	FUN_011497-T3, FUN_011497-T1, FUN_011497-T2	Av_00013833-RA
OG0003869	FUN_016249-T1, FUN_016249-T3, FUN_016249-T4, FUN_016249-T2	Av_00010064-RA
OG0003870	FUN_049595-T2, FUN_049595-T1	Av_00014705-RA, Av_00008685-RA
OG0003871	FUN_005458-T1	Av_00004164-RA
OG0003872	FUN_015524-T1, FUN_015524-T2	Av_00004245-RA
OG0003874	FUN_049079-T1	Av_00006165-RA
OG0003875	FUN_003126-T1, FUN_006286-T1	Av_00004145-RA, Av_00015441-RA
OG0003876	FUN_037358-T1	Av_00014646-RA, Av_00008609-RA, Av_00017426-RA
OG0003877	FUN_040868-T2, FUN_040868-T1, FUN_007949-T1, FUN_007949-T2	Av_00018550-RA, Av_00010459-RA
OG0003878	FUN_021142-T4, FUN_021142-T5, FUN_021142-T6, FUN_021142-T2, FUN_021142-T3, FUN_021142-T1	Av_00023358-RA
OG0003880	FUN_008368-T1	Av_00022670-RA
OG0003880	FUN_026314-T3, FUN_026314-T1, FUN_026314-T2	Av_00005871-RA, Av_00012127-RA
OG0003881	FUN_035978-T1, FUN_052319-T1	Av_00006292-RA, Av_00008895-RA, Av_00016026-RA, Av_00004227-RA
OG0003882	FUN_027361-T1, FUN_027361-T2	Av_00014280-RA
OG0003883	FUN_037532-T1	Av_00009151-RA, Av_00014762-RA
OG0003884	FUN_052893-T1, FUN_013019-T1, FUN_011270-T1	Av_00023430-RA, Av_00009812-RA
OG0003885	FUN_045014-T1, FUN_043096-T1	Av_00009482-RA, Av_00013037-RA, Av_00017630-RA, Av_00009943-RA
OG0003886	FUN_018450-T1, FUN_018450-T2, FUN_040208-T1, FUN_040227-T1, FUN_040225-T1	Av_00003021-RA
OG0003887	FUN_026294-T1	Av_00004042-RA, Av_00012130-RA, Av_00004893-RA
OG0003890	FUN_018135-T1	Av_00010438-RA
OG0003891	FUN_026867-T1	Av_00010091-RA
OG0003892	FUN_036749-T1	Av_00005892-RA
OG0003892	FUN_043358-T2, FUN_043358-T1	Av_00021402-RA
OG0003893	FUN_034712-T1	Av_00018382-RA, Av_00005168-RA, Av_00020055-RA
OG0003895	FUN_048994-T1, FUN_048994-T2	Av_00008524-RA, Av_00021080-RA
OG0003896	FUN_052630-T1, FUN_036298-T1	Av_00008119-RA, Av_00014897-RA, Av_00001220-RA
OG0003897	FUN_002834-T1, FUN_002834-T2	Av_00023253-RA
OG0003898	FUN_009997-T3, FUN_009997-T2, FUN_009997-T1	Av_00014194-RA
OG0003900	FUN_018090-T1	Av_00008542-RA, Av_00013115-RA
OG0003901	FUN_048963-T1	Av_00013290-RA
OG0003902	FUN_014564-T1	Av_00011731-RA, Av_00024777-RA
OG0003903	FUN_039397-T1	Av_00012553-RA, Av_00002867-RA
OG0003904	FUN_037933-T1, FUN_037934-T1, FUN_048492-T1	Av_00003188-RA
OG0003905	FUN_012330-T1	Av_00005605-RA
OG0003906	FUN_040428-T3, FUN_040428-T1	Av_00006483-RA
OG0003907	FUN_052129-T1, FUN_005584-T1	Av_00007309-RA, Av_00019038-RA, Av_00018737-RA
OG0003908	FUN_043261-T2, FUN_043261-T1	Av_00024909-RA
OG0003909	FUN_036880-T1	Av_00021359-RA
OG0003910	FUN_043187-T1	Av_00020677-RA
OG0003911	FUN_043705-T1	Av_00012473-RA, Av_00015903-RA, Av_00012472-RA
OG0003914	FUN_027566-T1	Av_00016889-RA, Av_00012717-RA, Av_00024692-RA
OG0003915	FUN_030752-T1	Av_00010677-RA, Av_00018596-RA
OG0003916	FUN_019134-T1, FUN_030314-T1	Av_00005703-RA, Av_00017266-RA
OG0003917	FUN_047589-T1, FUN_011683-T2, FUN_011683-T1	Av_00011764-RA, Av_00019976-RA
OG0003918	FUN_014290-T1	Av_00008175-RA, Av_00004353-RA
OG0003919	FUN_000769-T1	Av_00020857-RA
OG0003921	FUN_013773-T1, FUN_013775-T1	Av_00002784-RA, Av_00005178-RA
OG0003922	FUN_009416-T2, FUN_009416-T3, FUN_009416-T1, FUN_039700-T1	Av_00020587-RA
OG0003923	FUN_001680-T3, FUN_001680-T2, FUN_001680-T1	Av_00005190-RA
OG0003924	FUN_012340-T2, FUN_012340-T1, FUN_035168-T1	Av_00005609-RA, Av_00005963-RA
OG0003925	FUN_030277-T1, FUN_030277-T2, FUN_019157-T1	Av_00003866-RA, Av_00005015-RA
OG0003926	FUN_052753-T4, FUN_052753-T2, FUN_052753-T1, FUN_052753-T3	Av_00014398-RA
OG0003927	FUN_010432-T3, FUN_010432-T1, FUN_010432-T2, FUN_010432-T4, FUN_051195-T1	Av_00003441-RA, Av_00000799-RA
OG0003928	FUN_045905-T1	Av_00006214-RA, Av_00019807-RA
OG0003929	FUN_019105-T1	Av_00019181-RA
OG0003930	FUN_046548-T1, FUN_011942-T1	Av_00000202-RA
OG0003931	FUN_034663-T1	Av_00004342-RA, Av_00008163-RA
OG0003932	FUN_003999-T1	Av_00007051-RA
OG0003933	FUN_000802-T2, FUN_000802-T1, FUN_000802-T3	Av_00006242-RA
OG0003934	FUN_004384-T4, FUN_004384-T1, FUN_004384-T2, FUN_004384-T3	Av_00000702-RA, Av_00014727-RA
OG0003935	FUN_049351-T2, FUN_049351-T1	Av_00023603-RA, Av_00022319-RA
OG0003937	FUN_009406-T1	Av_00001139-RA
OG0003938	FUN_018911-T1, FUN_042858-T1, FUN_001580-T1	Av_00021215-RA, Av_00016764-RA, Av_00020347-RA, Av_00020346-RA
OG0003939	FUN_001383-T2, FUN_001383-T3, FUN_001383-T1	Av_00023535-RA
OG0003940	FUN_052822-T1, FUN_029379-T2, FUN_029379-T1	Av_00002003-RA, Av_00017942-RA
OG0003941	FUN_024110-T1	Av_00016013-RA
OG0003942	FUN_046996-T1, FUN_020572-T1, FUN_020574-T1	Av_00009244-RA, Av_00024405-RA, Av_00011216-RA, Av_00010996-RA, Av_00017723-RA
OG0003943	FUN_002468-T1, FUN_002468-T2	Av_00017343-RA, Av_00008498-RA
OG0003944	FUN_037579-T4, FUN_037579-T6, FUN_037579-T3, FUN_037579-T8, FUN_037579-T2, FUN_037579-T9, FUN_037579-T5, FUN_037579-T1, FUN_037579-T7	Av_00014628-RA, Av_00008589-RA
OG0003945	FUN_008175-T1	Av_00020139-RA
OG0003946	FUN_052026-T1	Av_00018746-RA
OG0003946	FUN_031175-T1	Av_00003552-RA
OG0003948	FUN_037871-T1, FUN_048452-T1	Av_00008566-RA, Av_00017797-RA, Av_00021147-RA
OG0003949	FUN_004604-T1, FUN_004604-T2	Av_00019426-RA, Av_00012104-RA
OG0003951	FUN_020570-T1	Av_00011592-RA, Av_00020413-RA
OG0003952	FUN_045778-T1	Av_00004583-RA
OG0003953	FUN_002291-T3, FUN_002291-T1, FUN_002291-T2	Av_00012284-RA
OG0003954	FUN_020704-T2, FUN_020704-T1, FUN_020703-T1, FUN_012577-T1	Av_00022552-RA
OG0003955	FUN_020706-T2, FUN_020706-T1, FUN_003505-T1	Av_00012562-RA, Av_00002876-RA, Av_00013448-RA
OG0003956	FUN_051423-T1, FUN_000489-T2, FUN_000489-T1	Av_00001305-RA, Av_00015104-RA, Av_00022857-RA
OG0003957	FUN_033192-T1	Av_00024352-RA, Av_00006719-RA
OG0003958	FUN_027846-T1	Av_00000939-RA, Av_00007243-RA, Av_00011126-RA
OG0003960	FUN_002233-T1, FUN_002233-T2, FUN_053194-T1, FUN_014945-T1, FUN_002233-T3, FUN_032038-T1, FUN_032038-T2	Av_00019146-RA
OG0003961	FUN_050480-T1, FUN_050480-T3, FUN_050480-T2, FUN_034107-T1	Av_00006749-RA
OG0003962	FUN_011312-T2, FUN_011312-T1, FUN_011313-T1, FUN_011313-T2, FUN_011314-T1	Av_00017730-RA
OG0003963	FUN_002352-T1, FUN_009912-T1	Av_00021545-RA
OG0003964	FUN_046600-T1	Av_00010955-RA
OG0003964	FUN_048630-T1, FUN_048630-T2, FUN_048630-T3, FUN_038394-T1	Av_00015275-RA
OG0003965	FUN_014097-T1, FUN_014091-T1	Av_00015789-RA
OG0003966	FUN_020699-T1, FUN_012637-T1	Av_00010742-RA, Av_00017336-RA, Av_00013083-RA, Av_00017578-RA
OG0003968	FUN_001254-T5, FUN_001254-T2, FUN_001254-T1, FUN_001254-T4, FUN_001254-T3	Av_00019408-RA, Av_00024426-RA
OG0003969	FUN_021267-T2, FUN_021267-T1	Av_00019138-RA
OG0003970	FUN_020708-T1	Av_00024545-RA
OG0003970	FUN_046904-T1, FUN_034112-T1	Av_00011200-RA
OG0003972	FUN_010310-T3, FUN_010310-T2, FUN_010310-T1	Av_00002295-RA
OG0003973	FUN_015446-T1	Av_00009368-RA
OG0003973	FUN_038200-T2, FUN_038200-T1	Av_00024648-RA, Av_00021717-RA
OG0003974	FUN_017353-T1	Av_00017517-RA
OG0003975	FUN_011131-T1, FUN_045320-T4, FUN_045320-T1, FUN_045320-T2, FUN_045320-T3	Av_00001770-RA, Av_00013778-RA
OG0003977	FUN_047820-T1, FUN_038299-T1	Av_00023993-RA, Av_00016578-RA
OG0003978	FUN_029104-T2, FUN_029104-T1, FUN_029109-T1, FUN_029109-T2	Av_00010673-RA, Av_00018602-RA
OG0003979	FUN_030917-T1	Av_00010664-RA, Av_00005550-RA, Av_00006034-RA
OG0003980	FUN_023839-T1	Av_00005213-RA
OG0003981	FUN_032306-T1	Av_00005313-RA
OG0003983	FUN_029164-T1, FUN_029164-T2	Av_00022316-RA, Av_00024920-RA
OG0003984	FUN_041888-T1, FUN_041888-T2, FUN_017981-T1, FUN_017981-T2	Av_00015869-RA
OG0003985	FUN_017196-T1	Av_00010336-RA, Av_00014517-RA, Av_00005439-RA, Av_00003005-RA
OG0003986	FUN_034162-T2, FUN_034162-T1	Av_00022115-RA, Av_00019760-RA
OG0003987	FUN_011264-T1, FUN_047128-T1	Av_00024879-RA, Av_00000505-RA
OG0003988	FUN_002976-T2, FUN_002976-T1, FUN_032067-T1, FUN_032078-T1	Av_00019527-RA
OG0003989	FUN_033502-T1	Av_00018432-RA
OG0003990	FUN_032185-T1	Av_00015466-RA
OG0003991	FUN_029951-T1	Av_00004987-RA
OG0003993	FUN_044729-T2, FUN_044729-T3, FUN_044729-T1	Av_00003446-RA
OG0003994	FUN_033392-T1, FUN_033392-T3, FUN_033392-T2	Av_00002581-RA, Av_00018446-RA, Av_00000255-RA, Av_00002582-RA
OG0003995	FUN_032593-T1, FUN_023388-T1	Av_00024558-RA
OG0003995	FUN_029171-T1, FUN_029172-T1	Av_00018958-RA
OG0003996	FUN_006031-T1	Av_00008694-RA, Av_00007128-RA
OG0003997	FUN_040447-T1	Av_00016018-RA, Av_00004211-RA, Av_00019270-RA, Av_00008932-RA
OG0003999	FUN_040403-T1, FUN_040403-T2	Av_00006251-RA
OG0004000	FUN_011044-T1	Av_00013876-RA, Av_00001757-RA, Av_00013791-RA, Av_00011259-RA
OG0004001	FUN_033528-T2, FUN_033527-T1, FUN_033528-T3, FUN_033528-T1	Av_00018429-RA, Av_00002598-RA
OG0004002	FUN_033882-T1, FUN_023497-T1	Av_00005245-RA, Av_00006392-RA, Av_00007578-RA
OG0004003	FUN_009126-T1	Av_00015492-RA, Av_00006451-RA, Av_00020734-RA
OG0004004	FUN_031719-T1	Av_00020710-RA
OG0004005	FUN_004468-T1	Av_00000694-RA, Av_00013145-RA
OG0004006	FUN_011290-T1	Av_00022429-RA
OG0004010	FUN_003902-T1, FUN_003902-T3, FUN_003902-T2	Av_00001889-RA
OG0004026	FUN_015470-T3, FUN_015470-T2, FUN_015470-T1	Av_00022914-RA
OG0004027	FUN_004486-T1, FUN_032723-T1	Av_00023028-RA
OG0004028	FUN_045756-T1	Av_00018317-RA
OG0004030	FUN_049655-T1, FUN_036983-T1	Av_00000622-RA, Av_00018493-RA
OG0004031	FUN_047934-T1	Av_00019672-RA
OG0004032	FUN_053041-T1	Av_00003662-RA
OG0004033	FUN_049345-T2, FUN_049345-T1	Av_00019697-RA, Av_00013365-RA, Av_00019696-RA
OG0004034	FUN_003516-T2, FUN_003516-T3, FUN_003516-T4, FUN_003516-T1	Av_00000724-RA
OG0004035	FUN_024642-T1	Av_00001436-RA, Av_00023922-RA
OG0004036	FUN_016960-T1, FUN_016961-T1, FUN_016970-T1	Av_00014939-RA
OG0004037	FUN_052540-T1, FUN_052531-T1	Av_00016526-RA, Av_00006566-RA
OG0004039	FUN_044941-T1	Av_00002264-RA
OG0004040	FUN_002521-T1	Av_00015089-RA
OG0004043	FUN_015681-T1	Av_00014964-RA, Av_00017369-RA, Av_00008478-RA
OG0004044	FUN_051386-T1	Av_00001820-RA, Av_00013737-RA, Av_00011624-RA
OG0004045	FUN_030425-T1, FUN_019065-T1	Av_00005685-RA, Av_00005682-RA, Av_00003850-RA
OG0004046	FUN_003552-T1, FUN_034063-T1	Av_00022194-RA, Av_00000720-RA
OG0004047	FUN_037315-T1	Av_00013936-RA
OG0004048	FUN_036365-T1, FUN_036365-T4, FUN_036365-T2, FUN_036365-T3	Av_00008125-RA, Av_00016549-RA, Av_00006540-RA
OG0004049	FUN_007836-T1	Av_00000434-RA, Av_00019001-RA, Av_00001903-RA
OG0004050	FUN_008170-T4, FUN_008170-T2, FUN_008170-T3, FUN_008170-T1	Av_00020370-RA
OG0004051	FUN_014595-T1	Av_00016412-RA, Av_00013444-RA
OG0004052	FUN_024751-T1	Av_00012960-RA, Av_00002116-RA
OG0004053	FUN_036001-T1, FUN_052340-T1	Av_00006630-RA, Av_00021055-RA, Av_00006933-RA
OG0004054	FUN_000301-T1, FUN_000100-T1	Av_00014922-RA, Av_00008152-RA
OG0004055	FUN_018868-T1	Av_00003732-RA
OG0004056	FUN_051255-T1	Av_00000792-RA
OG0004058	FUN_000659-T2, FUN_000659-T1	Av_00004803-RA, Av_00003427-RA
