Orthogroup	P_amilis.proteins	A_coerulea.proteins
OG0005992	FUN_005282-T1	Aqcoe7G422100.1.p, Aqcoe7G422200.1.p, Aqcoe7G422800.1.p
OG0005993	FUN_014170-T1	Aqcoe7G305700.2.p, Aqcoe7G305700.3.p, Aqcoe7G305700.1.p, Aqcoe1G441900.1.p
OG0005994	FUN_026698-T1	Aqcoe7G419300.1.p, Aqcoe7G419300.2.p, Aqcoe7G419300.3.p
OG0005995	FUN_022650-T1, FUN_022142-T1	Aqcoe7G046700.1.p
OG0005996	FUN_025314-T1	Aqcoe7G199700.1.p, Aqcoe7G199700.2.p, Aqcoe5G295900.5.p, Aqcoe5G295900.4.p, Aqcoe5G295900.1.p, Aqcoe5G295900.3.p, Aqcoe5G295900.2.p
OG0005997	FUN_017398-T1	Aqcoe3G253600.1.p
OG0005998	FUN_049643-T1	Aqcoe7G076000.1.p
OG0005999	FUN_010472-T1	Aqcoe7G293800.1.p
OG0006000	FUN_037455-T1, FUN_018363-T1	Aqcoe7G009600.1.p
OG0006001	FUN_023922-T1, FUN_023922-T2, FUN_050065-T1	Aqcoe7G428600.1.p
OG0006002	FUN_015357-T1	Aqcoe7G075500.1.p
OG0006003	FUN_012776-T1	Aqcoe7G109200.2.p, Aqcoe7G109200.1.p
OG0006004	FUN_039592-T1	Aqcoe7G089000.4.p, Aqcoe7G089000.3.p, Aqcoe7G089000.2.p, Aqcoe7G089000.1.p
OG0006005	FUN_001871-T1	Aqcoe7G276600.2.p, Aqcoe7G276600.6.p, Aqcoe7G276600.1.p, Aqcoe7G276600.5.p, Aqcoe7G276600.3.p, Aqcoe7G276600.4.p, Aqcoe7G276600.7.p
OG0006006	FUN_000721-T1	Aqcoe7G238900.3.p, Aqcoe7G238900.2.p, Aqcoe7G238900.1.p
OG0006007	FUN_026301-T2, FUN_026301-T1	Aqcoe7G204000.1.p, Aqcoe7G204000.2.p
OG0006008	FUN_021194-T1, FUN_021193-T1	Aqcoe1G344800.1.p, Aqcoe7G356500.1.p
OG0006009	FUN_053209-T1	Aqcoe7G329500.5.p, Aqcoe7G329500.1.p, Aqcoe7G329500.4.p, Aqcoe7G329500.2.p, Aqcoe7G329500.3.p
OG0006010	FUN_025782-T1, FUN_025782-T2, FUN_022562-T1, FUN_022562-T2	Aqcoe7G053400.1.p
OG0006012	FUN_022575-T1, FUN_033200-T1, FUN_040704-T1	Aqcoe7G051400.1.p
OG0006013	FUN_001570-T1, FUN_001570-T2	Aqcoe5G231800.1.p, Aqcoe7G286700.1.p
OG0006014	FUN_016082-T1, FUN_006201-T1	Aqcoe7G205600.1.p
OG0006015	FUN_035701-T1, FUN_035701-T3, FUN_035701-T2	Aqcoe7G050700.2.p, Aqcoe7G050700.1.p
OG0006016	FUN_022443-T1	Aqcoe7G299600.2.p, Aqcoe7G299600.3.p, Aqcoe7G299600.1.p
OG0006017	FUN_008423-T3, FUN_035982-T3	Aqcoe7G273000.2.p
OG0006017	FUN_035982-T2, FUN_035982-T4, FUN_035982-T1, FUN_008423-T2	Aqcoe7G273000.1.p
OG0006018	FUN_013652-T1, FUN_008839-T1	Aqcoe7G007800.1.p, Aqcoe7G007800.2.p
OG0006019	FUN_048174-T2, FUN_048174-T3, FUN_048174-T1, FUN_037456-T1	Aqcoe7G009200.1.p
OG0006020	FUN_008729-T1	Aqcoe7G008500.3.p, Aqcoe7G008500.5.p, Aqcoe7G008500.4.p, Aqcoe7G008500.2.p, Aqcoe7G008500.1.p, Aqcoe7G008500.6.p
OG0006021	FUN_028769-T1	Aqcoe7G352100.2.p, Aqcoe7G352100.1.p
OG0006022	FUN_018637-T1	Aqcoe7G063600.1.p
OG0006023	FUN_028738-T1, FUN_028738-T2, FUN_028738-T3	Aqcoe7G353100.5.p, Aqcoe7G353100.4.p, Aqcoe7G353100.1.p, Aqcoe7G353100.2.p, Aqcoe7G353100.6.p, Aqcoe7G353100.3.p
OG0006024	FUN_017817-T1, FUN_041794-T1	Aqcoe7G093800.1.p
OG0006025	FUN_017566-T1	Aqcoe7G367900.1.p
OG0006026	FUN_026512-T1	Aqcoe7G409300.2.p, Aqcoe7G409300.1.p
OG0006027	FUN_012772-T1	Aqcoe7G107300.2.p, Aqcoe7G107300.1.p
OG0006028	FUN_037047-T1	Aqcoe7G048200.1.p
OG0006029	FUN_006479-T1	Aqcoe1G492700.2.p, Aqcoe1G492700.1.p, Aqcoe7G119400.1.p, Aqcoe7G119400.2.p
OG0006030	FUN_039030-T1	Aqcoe7G407100.1.p, Aqcoe7G407100.2.p
OG0006031	FUN_047458-T1, FUN_025890-T2, FUN_025890-T1, FUN_025890-T3, FUN_020232-T1, FUN_049485-T1	Aqcoe7G059300.1.p
OG0006032	FUN_042730-T1, FUN_042730-T2, FUN_012105-T1	Aqcoe7G358800.1.p
OG0006033	FUN_021121-T1	Aqcoe7G200400.1.p
OG0006034	FUN_024060-T1	Aqcoe7G440500.1.p
OG0006035	FUN_050276-T1	Aqcoe7G292100.2.p, Aqcoe7G292100.1.p
OG0006036	FUN_001220-T2, FUN_001220-T1	Aqcoe7G360200.1.p
OG0006037	FUN_021607-T1	Aqcoe7G377200.1.p
OG0006038	FUN_052188-T1, FUN_052185-T1, FUN_006195-T1, FUN_042505-T1	Aqcoe7G167400.1.p
OG0006039	FUN_001584-T1	Aqcoe7G355500.1.p
OG0006040	FUN_034132-T2, FUN_034132-T1, FUN_034132-T3	Aqcoe7G262100.1.p, Aqcoe7G262100.2.p
OG0006041	FUN_033918-T1, FUN_005222-T1	Aqcoe7G130200.1.p
OG0006042	FUN_050068-T1	Aqcoe7G430400.1.p
OG0006043	FUN_024068-T1	Aqcoe7G442300.1.p
OG0006044	FUN_029745-T2, FUN_029745-T3, FUN_029745-T1	Aqcoe7G340500.3.p, Aqcoe7G340500.4.p, Aqcoe7G340500.1.p, Aqcoe7G340500.2.p, Aqcoe3G148800.1.p, Aqcoe3G148800.2.p
OG0006045	FUN_013045-T1, FUN_013045-T2	Aqcoe7G193100.1.p
OG0006046	FUN_043738-T3, FUN_043740-T1, FUN_043738-T4, FUN_043738-T2, FUN_043738-T1	Aqcoe1G077100.2.p, Aqcoe1G077100.1.p
OG0006047	FUN_046313-T1, FUN_046311-T1	Aqcoe1G385100.1.p
OG0006048	FUN_015533-T4, FUN_015533-T3, FUN_015533-T1, FUN_015533-T2	Aqcoe1G128200.3.p, Aqcoe1G128200.1.p, Aqcoe1G128200.2.p, Aqcoe1G220700.1.p
OG0006049	FUN_001027-T1, FUN_001027-T2	Aqcoe1G325600.1.p, Aqcoe1G467500.1.p, Aqcoe1G467500.2.p
OG0006050	FUN_044099-T1, FUN_044098-T1	Aqcoe1G230900.1.p
OG0006051	FUN_012685-T1	Aqcoe1G250900.2.p, Aqcoe1G250900.3.p, Aqcoe1G250900.4.p, Aqcoe1G250900.1.p
OG0006052	FUN_004410-T1, FUN_033968-T1	Aqcoe1G039400.1.p, Aqcoe3G123200.1.p
OG0006053	FUN_044842-T2, FUN_044842-T1	Aqcoe1G188000.1.p
OG0006054	FUN_044076-T1	Aqcoe1G298500.1.p
OG0006055	FUN_053324-T2, FUN_053324-T3, FUN_053324-T1	Aqcoe1G270400.3.p, Aqcoe1G270400.1.p, Aqcoe1G270400.2.p
OG0006056	FUN_032823-T1, FUN_004606-T1	Aqcoe1G025900.1.p
OG0006057	FUN_035206-T2, FUN_035206-T1	Aqcoe1G056400.2.p, Aqcoe1G056400.1.p
OG0006058	FUN_008064-T1, FUN_042032-T1	Aqcoe1G150100.1.p
OG0006059	FUN_028948-T1	Aqcoe1G032400.2.p, Aqcoe1G032400.1.p
OG0006059	FUN_028947-T1	Aqcoe1G032400.3.p
OG0006060	FUN_039455-T5, FUN_039455-T4, FUN_039455-T1, FUN_039455-T2, FUN_039455-T3	Aqcoe1G489600.1.p, Aqcoe1G489600.2.p
OG0006061	FUN_048983-T1, FUN_050231-T1, FUN_020396-T1, FUN_020397-T1	Aqcoe1G084700.1.p, Aqcoe1G084800.1.p
OG0006062	FUN_043609-T1, FUN_007647-T1	Aqcoe1G152500.1.p
OG0006063	FUN_018784-T1, FUN_018784-T2	Aqcoe1G161200.1.p
OG0006064	FUN_020633-T2, FUN_020633-T1	Aqcoe1G183000.1.p
OG0006065	FUN_029879-T1	Aqcoe5G297200.4.p, Aqcoe5G297200.7.p, Aqcoe5G297200.6.p, Aqcoe5G297200.5.p, Aqcoe5G297200.2.p, Aqcoe5G297200.1.p, Aqcoe5G297200.3.p, Aqcoe1G360100.1.p
OG0006066	FUN_045631-T1, FUN_049921-T1	Aqcoe1G079600.1.p
OG0006067	FUN_031647-T1	Aqcoe1G320200.1.p, Aqcoe5G201300.1.p, Aqcoe5G201100.1.p, Aqcoe5G201500.1.p
OG0006068	FUN_004004-T1	Aqcoe5G280200.1.p, Aqcoe5G280200.6.p, Aqcoe5G280200.4.p, Aqcoe5G280200.5.p, Aqcoe5G280200.3.p, Aqcoe1G176300.1.p, Aqcoe5G280200.2.p, Aqcoe1G176300.2.p
OG0006069	FUN_046682-T1	Aqcoe1G246900.1.p, Aqcoe1G246900.3.p, Aqcoe1G246900.2.p, Aqcoe1G246900.4.p
OG0006070	FUN_049317-T1	Aqcoe1G475800.4.p, Aqcoe1G475800.1.p, Aqcoe1G475800.2.p, Aqcoe1G475800.3.p
OG0006071	FUN_018687-T1	Aqcoe1G492500.1.p
OG0006072	FUN_049756-T1	Aqcoe1G070800.1.p, Aqcoe1G070800.2.p
OG0006074	FUN_051078-T2, FUN_051078-T1, FUN_051078-T4, FUN_051078-T5, FUN_051078-T3	Aqcoe1G155700.1.p
OG0006075	FUN_026102-T1	Aqcoe1G221500.3.p, Aqcoe1G221500.1.p, Aqcoe1G221500.2.p, Aqcoe1G221500.4.p
OG0006076	FUN_039388-T1	Aqcoe1G492800.1.p
OG0006077	FUN_014660-T1	Aqcoe1G061800.1.p
OG0006078	FUN_000926-T1, FUN_000926-T3, FUN_000926-T2	Aqcoe1G448400.1.p
OG0006079	FUN_014690-T1	Aqcoe1G162200.1.p
OG0006080	FUN_019150-T1, FUN_030283-T1	Aqcoe1G429900.1.p
OG0006081	FUN_030190-T1, FUN_019186-T1	Aqcoe1G090100.1.p
OG0006082	FUN_034770-T1	Aqcoe1G197700.1.p, Aqcoe1G197700.2.p
OG0006083	FUN_044113-T1	Aqcoe1G093100.2.p, Aqcoe1G093100.1.p
OG0006084	FUN_011137-T1	Aqcoe1G086000.1.p, Aqcoe1G086000.2.p, Aqcoe5G465900.1.p, Aqcoe5G465900.2.p, Aqcoe3G341800.1.p
OG0006085	FUN_015631-T1, FUN_015630-T1	Aqcoe1G318100.1.p, Aqcoe1G318000.1.p
OG0006086	FUN_029333-T1, FUN_019018-T1	Aqcoe1G337700.1.p
OG0006087	FUN_021834-T1	Aqcoe1G080700.2.p, Aqcoe1G080700.1.p
OG0006089	FUN_035207-T3, FUN_035207-T2, FUN_035207-T1	Aqcoe1G235400.3.p, Aqcoe1G235400.2.p, Aqcoe1G235400.1.p
OG0006090	FUN_008156-T1, FUN_008156-T2	Aqcoe1G062400.1.p
OG0006091	FUN_016432-T1, FUN_016432-T2, FUN_016432-T3	Aqcoe1G104100.1.p
OG0006092	FUN_027451-T3, FUN_027451-T1, FUN_027451-T2	Aqcoe1G491500.1.p
OG0006093	FUN_033083-T1, FUN_033083-T2	Aqcoe1G499600.3.p, Aqcoe1G499600.1.p, Aqcoe1G499600.2.p
OG0006094	FUN_020658-T1, FUN_020658-T4, FUN_020658-T3, FUN_020658-T2, FUN_027018-T1	Aqcoe1G170500.1.p
OG0006096	FUN_036548-T1	Aqcoe1G317800.2.p, Aqcoe1G317800.1.p
OG0006097	FUN_010632-T2, FUN_010632-T1	Aqcoe1G040200.1.p, Aqcoe1G040000.1.p
OG0006098	FUN_018851-T1	Aqcoe1G039900.1.p
OG0006099	FUN_012571-T1, FUN_035432-T1	Aqcoe1G367900.1.p
OG0006100	FUN_033004-T1, FUN_003685-T1	Aqcoe1G014700.1.p, Aqcoe1G014700.2.p
OG0006101	FUN_042131-T1, FUN_042136-T1	Aqcoe1G138700.3.p, Aqcoe1G138700.2.p, Aqcoe1G138700.1.p
OG0006102	FUN_044918-T1, FUN_047519-T1	Aqcoe1G253600.1.p, Aqcoe1G253600.2.p
OG0006103	FUN_021897-T1, FUN_021900-T1, FUN_021896-T1	Aqcoe1G170900.1.p
OG0006104	FUN_039178-T1	Aqcoe3G092100.3.p, Aqcoe3G092100.1.p, Aqcoe1G191100.1.p
OG0006106	FUN_034573-T1, FUN_034573-T3, FUN_034573-T2	Aqcoe1G384000.1.p
OG0006107	FUN_048732-T1	Aqcoe1G446100.1.p, Aqcoe1G446100.2.p
OG0006108	FUN_049028-T1, FUN_030333-T1	Aqcoe1G420600.1.p, Aqcoe1G420600.2.p
OG0006109	FUN_004055-T1	Aqcoe1G405200.2.p, Aqcoe1G405200.1.p
OG0006111	FUN_003718-T4, FUN_003718-T2, FUN_003718-T1, FUN_003718-T3	Aqcoe1G051900.1.p, Aqcoe1G051900.2.p
OG0006112	FUN_007564-T2, FUN_007564-T3, FUN_007564-T1	Aqcoe1G361900.2.p, Aqcoe1G361900.1.p
OG0006113	FUN_017385-T1	Aqcoe1G066600.2.p, Aqcoe1G066600.1.p
OG0006114	FUN_030441-T3, FUN_030441-T4, FUN_030439-T1, FUN_030441-T2, FUN_030441-T1	Aqcoe1G151200.1.p
OG0006115	FUN_039123-T1, FUN_020516-T1, FUN_020516-T2	Aqcoe1G449800.1.p, Aqcoe1G449800.2.p
OG0006116	FUN_018463-T1	Aqcoe5G419200.1.p, Aqcoe5G419200.3.p, Aqcoe5G419200.2.p, Aqcoe1G221200.1.p
OG0006117	FUN_014679-T1	Aqcoe1G158100.1.p, Aqcoe1G158100.2.p
OG0006118	FUN_028735-T1	Aqcoe1G115700.1.p, Aqcoe1G115700.3.p, Aqcoe1G115700.2.p
OG0006119	FUN_032850-T1	Aqcoe1G031800.1.p
OG0006120	FUN_001339-T2, FUN_001339-T1, FUN_044056-T1	Aqcoe1G415700.1.p
OG0006121	FUN_028742-T1	Aqcoe1G090500.1.p
OG0006122	FUN_037479-T3, FUN_037479-T4, FUN_037479-T2, FUN_037479-T1	Aqcoe1G297000.5.p, Aqcoe1G297000.4.p, Aqcoe1G297000.3.p, Aqcoe1G297000.1.p, Aqcoe1G297000.2.p
OG0006123	FUN_036415-T1, FUN_036415-T2, FUN_036415-T3, FUN_052730-T2, FUN_052730-T3, FUN_052730-T1	Aqcoe1G031100.1.p
OG0006124	FUN_028787-T1	Aqcoe1G030200.1.p
OG0006125	FUN_012877-T2, FUN_012877-T1	Aqcoe1G499500.3.p, Aqcoe1G499500.1.p, Aqcoe1G499500.4.p, Aqcoe1G499500.6.p, Aqcoe1G499500.2.p, Aqcoe1G499500.5.p
OG0006126	FUN_036799-T2, FUN_036799-T1, FUN_043588-T1	Aqcoe5G008300.1.p
OG0006127	FUN_004175-T2, FUN_004175-T1	Aqcoe5G119800.1.p
OG0006128	FUN_017772-T1, FUN_041743-T1, FUN_018005-T1	Aqcoe5G064300.2.p, Aqcoe5G064300.1.p
OG0006129	FUN_004557-T1	Aqcoe5G004600.1.p
OG0006130	FUN_029794-T1	Aqcoe5G462400.1.p
OG0006131	FUN_046905-T1, FUN_011458-T1	Aqcoe5G360500.1.p
OG0006132	FUN_045062-T1	Aqcoe5G470600.1.p
OG0006133	FUN_038021-T1, FUN_048549-T1	Aqcoe5G162600.1.p, Aqcoe5G162600.2.p, Aqcoe5G162600.3.p
OG0006134	FUN_014749-T1, FUN_041992-T1	Aqcoe5G389700.1.p
OG0006135	FUN_017048-T1, FUN_029464-T2, FUN_029464-T1	Aqcoe5G155800.1.p
OG0006136	FUN_025668-T1	Aqcoe5G155600.6.p, Aqcoe5G155600.3.p, Aqcoe5G155600.4.p, Aqcoe5G155600.5.p, Aqcoe5G155600.7.p, Aqcoe5G155600.1.p, Aqcoe5G155600.2.p
OG0006137	FUN_031958-T2, FUN_031958-T1	Aqcoe5G369900.3.p, Aqcoe5G369900.4.p, Aqcoe5G369900.6.p, Aqcoe5G369900.1.p, Aqcoe5G369900.2.p, Aqcoe5G369900.5.p, Aqcoe5G369900.7.p
OG0006138	FUN_031479-T2, FUN_031479-T1	Aqcoe5G197700.1.p, Aqcoe5G197800.1.p
OG0006139	FUN_025134-T1	Aqcoe5G382300.1.p
OG0006140	FUN_041142-T2, FUN_041142-T1	Aqcoe5G457200.1.p
OG0006141	FUN_025518-T1	Aqcoe5G214700.2.p, Aqcoe5G214700.1.p
OG0006142	FUN_004355-T1, FUN_004354-T1, FUN_028405-T1	Aqcoe5G249900.1.p
OG0006143	FUN_043725-T1	Aqcoe5G399000.2.p, Aqcoe5G399000.1.p
OG0006145	FUN_018685-T1, FUN_018685-T2	Aqcoe5G192300.1.p
OG0006146	FUN_005668-T1	Aqcoe5G425800.1.p
OG0006146	FUN_005667-T1	Aqcoe5G110200.1.p
OG0006147	FUN_049555-T1	Aqcoe5G310200.1.p
OG0006148	FUN_042678-T2, FUN_042678-T4, FUN_042678-T1, FUN_042680-T1	Aqcoe5G112600.1.p
OG0006149	FUN_036938-T1	Aqcoe5G420400.1.p
OG0006150	FUN_046889-T1, FUN_046890-T3, FUN_046890-T2, FUN_046890-T1	Aqcoe5G371200.1.p
OG0006151	FUN_024214-T1	Aqcoe5G226900.2.p, Aqcoe5G226900.1.p
OG0006152	FUN_048528-T1, FUN_037996-T1	Aqcoe5G161100.1.p
OG0006153	FUN_011434-T1	Aqcoe5G096000.1.p, Aqcoe3G262800.1.p
OG0006154	FUN_035927-T1, FUN_021659-T1	Aqcoe5G152300.1.p
OG0006155	FUN_031933-T1	Aqcoe5G360700.3.p, Aqcoe5G360700.1.p, Aqcoe5G360700.2.p
OG0006156	FUN_037329-T1, FUN_048097-T3, FUN_048097-T2, FUN_048097-T1	Aqcoe5G440300.1.p
OG0006157	FUN_037099-T1	Aqcoe5G429000.1.p, Aqcoe5G425900.1.p
OG0006158	FUN_035697-T1	Aqcoe5G334800.1.p
OG0006159	FUN_002716-T1, FUN_018479-T1	Aqcoe5G103200.1.p
OG0006160	FUN_033452-T2, FUN_033452-T1	Aqcoe5G414100.1.p
OG0006161	FUN_011460-T1	Aqcoe5G036400.1.p
OG0006162	FUN_027250-T1	Aqcoe5G156200.3.p, Aqcoe5G156200.1.p, Aqcoe5G156200.4.p, Aqcoe5G156200.2.p
OG0006163	FUN_051536-T1, FUN_034429-T1	Aqcoe5G305800.1.p, Aqcoe5G305800.2.p
OG0006164	FUN_044541-T1, FUN_044542-T1, FUN_043834-T1	Aqcoe5G415400.2.p, Aqcoe5G415400.1.p, Aqcoe5G415400.3.p, Aqcoe5G415400.5.p, Aqcoe5G415400.4.p
OG0006165	FUN_008979-T1	Aqcoe5G450000.1.p
OG0006166	FUN_030904-T1, FUN_024923-T1	Aqcoe5G381100.1.p, Aqcoe3G130500.1.p
OG0006167	FUN_025505-T2, FUN_025505-T3, FUN_025505-T4, FUN_025505-T1	Aqcoe5G166200.1.p, Aqcoe5G166200.2.p
OG0006168	FUN_031304-T1, FUN_031304-T2	Aqcoe3G248800.1.p, Aqcoe5G031100.2.p, Aqcoe5G031100.1.p
OG0006169	FUN_008161-T1, FUN_008161-T3, FUN_008161-T2	Aqcoe5G216600.1.p
OG0006170	FUN_021680-T2, FUN_021680-T1, FUN_021680-T3, FUN_021680-T4	Aqcoe5G258800.1.p, Aqcoe5G258800.2.p
OG0006171	FUN_046954-T1, FUN_011399-T1	Aqcoe5G349600.1.p
OG0006172	FUN_040457-T2, FUN_040457-T1	Aqcoe5G103700.2.p, Aqcoe5G103700.3.p, Aqcoe5G103700.1.p
OG0006173	FUN_002714-T1	Aqcoe5G021000.1.p
OG0006174	FUN_050006-T1	Aqcoe5G036100.5.p, Aqcoe5G036100.4.p, Aqcoe5G036100.3.p, Aqcoe5G036100.2.p, Aqcoe5G036100.1.p
OG0006175	FUN_047115-T1, FUN_029894-T1, FUN_034268-T1	Aqcoe5G089300.1.p
OG0006176	FUN_025138-T3, FUN_025138-T2, FUN_025138-T1	Aqcoe3G132200.2.p, Aqcoe3G132200.1.p, Aqcoe0015s0011.1.p, Aqcoe5G381600.1.p
OG0006177	FUN_002151-T1	Aqcoe5G177400.1.p
OG0006178	FUN_034300-T1	Aqcoe5G089700.2.p, Aqcoe5G089700.1.p
OG0006179	FUN_038633-T1	Aqcoe5G166700.1.p
OG0006180	FUN_013635-T1, FUN_013635-T2	Aqcoe5G466700.2.p, Aqcoe5G466700.1.p
OG0006181	FUN_052995-T2, FUN_052995-T3, FUN_052995-T1	Aqcoe5G379100.1.p
OG0006182	FUN_037594-T1	Aqcoe5G101100.1.p
OG0006183	FUN_025276-T3, FUN_025276-T1, FUN_025276-T2	Aqcoe5G350300.1.p, Aqcoe5G350300.2.p
OG0006184	FUN_014435-T2, FUN_014435-T1	Aqcoe5G058400.1.p, Aqcoe5G058400.5.p, Aqcoe5G058400.3.p, Aqcoe5G058400.2.p, Aqcoe5G058400.4.p
OG0006185	FUN_011656-T1, FUN_046795-T1	Aqcoe3G018400.1.p
OG0006186	FUN_002044-T1	Aqcoe3G143400.1.p, Aqcoe3G410800.1.p
OG0006187	FUN_000953-T1	Aqcoe3G008000.1.p
OG0006188	FUN_033427-T1	Aqcoe3G403000.1.p
OG0006189	FUN_038232-T1	Aqcoe3G227600.2.p, Aqcoe3G227600.1.p, Aqcoe3G229400.2.p, Aqcoe3G229400.1.p, Aqcoe3G229400.3.p
OG0006190	FUN_002053-T1	Aqcoe3G442500.1.p
OG0006191	FUN_045358-T1	Aqcoe3G352300.3.p, Aqcoe3G352300.4.p, Aqcoe3G352300.6.p, Aqcoe3G352300.5.p
OG0006192	FUN_020520-T1	Aqcoe3G071700.1.p, Aqcoe3G071700.2.p
OG0006193	FUN_031754-T1, FUN_031754-T2	Aqcoe3G216200.1.p, Aqcoe3G216200.2.p
OG0006194	FUN_010239-T2, FUN_010239-T1	Aqcoe3G340900.2.p, Aqcoe3G340900.1.p
OG0006195	FUN_036402-T1, FUN_025487-T1	Aqcoe3G058400.1.p, Aqcoe3G058600.1.p
OG0006196	FUN_016591-T1, FUN_029844-T1	Aqcoe3G402200.1.p, Aqcoe3G402200.2.p
OG0006197	FUN_032315-T1, FUN_032316-T1	Aqcoe3G109100.2.p, Aqcoe3G109100.3.p, Aqcoe3G109100.1.p
OG0006197	FUN_032328-T1	Aqcoe3G304700.1.p
OG0006198	FUN_003503-T1	Aqcoe3G419700.1.p
OG0006199	FUN_002623-T1	Aqcoe3G124100.1.p
OG0006200	FUN_002924-T1	Aqcoe3G110000.1.p, Aqcoe3G303100.1.p, Aqcoe3G303100.4.p, Aqcoe3G303100.2.p, Aqcoe3G303100.3.p
OG0006201	FUN_017559-T1, FUN_041575-T1	Aqcoe3G233700.1.p
OG0006202	FUN_022469-T2, FUN_022469-T1	Aqcoe3G426400.2.p, Aqcoe3G426400.1.p
OG0006203	FUN_001216-T1	Aqcoe3G266400.1.p
OG0006204	FUN_008239-T1, FUN_008239-T2	Aqcoe3G418500.1.p
OG0006205	FUN_032665-T1, FUN_032666-T1, FUN_032667-T1, FUN_032668-T1	Aqcoe3G356500.1.p
OG0006206	FUN_035947-T1, FUN_034704-T1	Aqcoe3G342400.1.p, Aqcoe3G342400.2.p
OG0006207	FUN_010490-T1	Aqcoe3G401600.1.p
OG0006208	FUN_034131-T1, FUN_027702-T2, FUN_027702-T1	Aqcoe3G438900.1.p
OG0006209	FUN_032663-T1, FUN_045384-T2, FUN_045384-T1	Aqcoe3G355300.2.p, Aqcoe3G355300.1.p, Aqcoe3G354600.1.p, Aqcoe3G354600.2.p
OG0006210	FUN_032031-T2, FUN_032031-T1	Aqcoe3G134600.6.p, Aqcoe3G134600.2.p, Aqcoe3G134600.5.p, Aqcoe3G134600.4.p, Aqcoe3G134600.1.p, Aqcoe3G134600.3.p
OG0006211	FUN_047525-T1	Aqcoe3G097300.1.p, Aqcoe3G321900.2.p, Aqcoe3G321900.3.p, Aqcoe3G321900.1.p
OG0006212	FUN_029838-T1	Aqcoe3G027300.1.p
OG0006213	FUN_044173-T1, FUN_038603-T1	Aqcoe3G416100.1.p, Aqcoe3G005900.1.p
OG0006214	FUN_011110-T1	Aqcoe3G339200.1.p, Aqcoe3G339200.2.p, Aqcoe3G345500.1.p, Aqcoe3G345400.1.p
OG0006215	FUN_018152-T1	Aqcoe3G427500.1.p, Aqcoe3G427500.2.p
OG0006216	FUN_045489-T1	Aqcoe3G364800.1.p
OG0006217	FUN_005440-T1	Aqcoe3G382400.1.p
OG0006218	FUN_033752-T1, FUN_033752-T3, FUN_033752-T2	Aqcoe3G071300.2.p, Aqcoe3G071300.1.p
OG0006219	FUN_053231-T1	Aqcoe3G061300.1.p, Aqcoe3G061300.2.p
OG0006220	FUN_032245-T1	Aqcoe3G293000.2.p, Aqcoe3G293000.1.p, Aqcoe3G272700.1.p
OG0006221	FUN_009238-T1, FUN_010860-T1, FUN_047430-T1	Aqcoe3G298000.1.p
OG0006222	FUN_016791-T1, FUN_029763-T1	Aqcoe3G012200.1.p
OG0006223	FUN_046478-T1	Aqcoe3G444900.2.p, Aqcoe3G444900.1.p, Aqcoe3G444900.3.p
OG0006224	FUN_036269-T1	Aqcoe3G386500.1.p
OG0006225	FUN_016596-T1, FUN_029841-T1	Aqcoe3G029100.1.p
OG0006226	FUN_052553-T1, FUN_052553-T2	Aqcoe3G073900.4.p, Aqcoe3G073900.3.p, Aqcoe3G073900.2.p, Aqcoe3G073900.1.p
OG0006227	FUN_047394-T1, FUN_047394-T4, FUN_047394-T2, FUN_047394-T3, FUN_010814-T1	Aqcoe3G287400.1.p, Aqcoe3G287400.2.p
OG0006228	FUN_040364-T1	Aqcoe3G045300.1.p
OG0006229	FUN_007609-T1	Aqcoe3G245100.1.p, Aqcoe3G245100.2.p
OG0006230	FUN_033324-T2	Aqcoe3G416400.4.p
OG0006230	FUN_033324-T1	Aqcoe3G416400.2.p, Aqcoe3G416400.1.p, Aqcoe3G416400.3.p
OG0006231	FUN_033336-T2, FUN_033336-T1	Aqcoe3G416700.1.p
OG0006232	FUN_049567-T1	Aqcoe3G441700.3.p, Aqcoe3G441700.1.p, Aqcoe3G441700.2.p
OG0006233	FUN_047123-T1	Aqcoe3G384600.1.p, Aqcoe3G074700.1.p, Aqcoe3G074700.2.p
OG0006234	FUN_004849-T3, FUN_004849-T2, FUN_004849-T1	Aqcoe3G387900.2.p, Aqcoe3G387900.1.p
OG0006235	FUN_020505-T2, FUN_020505-T1	Aqcoe3G160400.4.p, Aqcoe3G160400.3.p, Aqcoe3G160400.1.p, Aqcoe3G160400.5.p, Aqcoe3G160400.2.p
OG0006236	FUN_032238-T1, FUN_032239-T1	Aqcoe3G294600.1.p
OG0006237	FUN_041819-T1, FUN_041819-T2	Aqcoe3G172700.3.p, Aqcoe3G172700.5.p, Aqcoe3G172700.4.p, Aqcoe3G172700.2.p, Aqcoe3G172700.1.p
OG0006238	FUN_009268-T1, FUN_032209-T1	Aqcoe3G287700.4.p, Aqcoe3G287700.1.p, Aqcoe3G287700.2.p, Aqcoe3G287700.3.p
OG0006239	FUN_045888-T1	Aqcoe3G017400.1.p
OG0006240	FUN_023406-T1, FUN_032602-T1	Aqcoe3G344000.1.p
OG0006241	FUN_013071-T3, FUN_013071-T2, FUN_013071-T1	Aqcoe3G031100.2.p, Aqcoe3G031100.1.p
OG0006242	FUN_011530-T1, FUN_047730-T1, FUN_047732-T1	Aqcoe3G149600.1.p
OG0006243	FUN_045348-T1, FUN_023447-T1	Aqcoe3G350700.2.p, Aqcoe3G350700.1.p
