Orthogroup	P_amilis.proteins	A_hypochondriacus.proteins
OG0005830	FUN_030336-T1, FUN_019110-T1	AH023097-RA, AH016380-RA
OG0005831	FUN_014601-T1, FUN_014601-T3, FUN_014601-T2, FUN_014605-T1	AH012799-RA
OG0005832	FUN_036186-T1, FUN_052491-T1	AH007447-RA, AH011154-RA
OG0005834	FUN_050274-T1, FUN_052989-T1	AH022239-RA
OG0005836	FUN_002258-T1	AH000568-RA, AH001815-RA
OG0005837	FUN_039065-T1	AH012602-RA, AH012601-RA
OG0005840	FUN_015042-T1, FUN_040508-T1	AH019893-RA, AH007179-RA
OG0005843	FUN_052694-T1, FUN_046960-T1, FUN_036374-T2, FUN_036374-T1	AH010955-RA
OG0005844	FUN_039045-T1, FUN_035998-T2, FUN_035998-T1	AH012593-RA, AH021793-RA
OG0005845	FUN_034692-T2	AH016706-RA
OG0005847	FUN_027404-T1	AH014585-RA
OG0005848	FUN_036231-T1	AH018112-RA
OG0005849	FUN_036178-T1, FUN_052482-T2, FUN_052482-T1	AH011163-RA
OG0005850	FUN_051749-T1	AH007498-RA, AH011091-RA
OG0005851	FUN_030729-T1, FUN_018884-T1	AH015651-RA, AH019343-RA
OG0005852	FUN_050846-T3, FUN_050846-T1, FUN_050846-T2, FUN_050846-T4	AH017781-RA
OG0005853	FUN_017906-T1, FUN_041814-T1	AH018500-RA, AH011583-RA
OG0005854	FUN_036180-T1	AH011159-RA, AH007439-RA
OG0005855	FUN_015018-T1, FUN_015018-T2	AH019885-RA, AH007166-RA
OG0005856	FUN_029230-T1, FUN_052338-T1	AH010293-RA, AH007297-RA
OG0005857	FUN_039824-T1	AH019115-RA
OG0005858	FUN_003465-T1	AH016870-RA
OG0005859	FUN_045675-T1, FUN_045675-T2, FUN_045675-T3, FUN_043234-T1	AH002229-RA
OG0005860	FUN_031714-T2, FUN_031714-T3, FUN_031714-T1	AH001100-RA
OG0005861	FUN_041903-T1, FUN_041903-T2	AH018785-RA
OG0005862	FUN_009688-T1, FUN_009688-T2	AH013710-RA, AH022547-RA, AH022560-RA
OG0005863	FUN_036324-T1, FUN_036323-T1	AH011052-RA
OG0005864	FUN_003446-T1	AH020603-RA
OG0005865	FUN_041731-T1, FUN_017767-T1	AH018450-RA, AH011548-RA
OG0005866	FUN_020171-T1	AH019264-RA
OG0005867	FUN_052065-T1	AH000703-RA
OG0005868	FUN_012145-T1, FUN_012145-T2, FUN_012145-T3, FUN_012145-T4	AH007178-RA
OG0005869	FUN_014235-T1	AH019979-RA
OG0005870	FUN_042913-T1, FUN_012520-T1	AH022122-RA
OG0005871	FUN_014218-T1	AH011784-RA
OG0005872	FUN_050982-T1	AH017824-RA
OG0005873	FUN_001416-T1	AH000339-RA
OG0005874	FUN_030736-T2, FUN_030736-T3, FUN_030736-T1	AH015655-RA
OG0005875	FUN_020490-T1	AH015833-RA
OG0005876	FUN_017975-T1	AH003085-RA
OG0005877	FUN_003463-T1	AH020596-RA
OG0005878	FUN_024574-T1, FUN_024574-T2	AH012814-RA
OG0005879	FUN_015024-T2, FUN_015024-T1, FUN_040353-T1, FUN_040353-T2	AH007172-RA
OG0005880	FUN_036182-T2, FUN_036182-T1	AH011158-RA, AH007440-RA
OG0005881	FUN_018728-T2, FUN_018728-T1, FUN_040260-T1	AH018957-RA
OG0005882	FUN_015786-T1	AH001372-RA
OG0005883	FUN_012839-T1, FUN_012839-T2	AH015303-RA
OG0005884	FUN_039579-T1	AH007896-RA
OG0005886	FUN_015884-T1, FUN_033205-T1	AH001553-RA, AH000524-RA
OG0005887	FUN_053092-T2, FUN_053092-T1	AH001523-RA, AH000355-RA
OG0005888	FUN_008035-T1	AH011466-RA
OG0005889	FUN_030443-T2, FUN_030443-T1	AH016328-RA
OG0005890	FUN_004982-T1	AH017709-RA
OG0005892	FUN_017964-T2, FUN_017964-T1	AH003139-RA, AH018763-RA
OG0005893	FUN_011973-T1	AH006164-RA
OG0005895	FUN_047887-T1	AH013674-RA
OG0005896	FUN_000387-T1	AH010583-RA
OG0005897	FUN_001923-T2, FUN_001923-T1	AH021249-RA
OG0005898	FUN_033135-T1, FUN_033135-T2	AH007161-RA, AH019881-RA
OG0005900	FUN_032145-T2, FUN_032145-T1, FUN_009324-T1	AH004839-RA
OG0005901	FUN_014379-T1, FUN_000656-T1	AH007063-RA, AH020123-RA
OG0005902	FUN_036206-T1, FUN_052515-T2, FUN_052515-T1	AH011139-RA
OG0005903	FUN_000723-T1, FUN_014160-T1	AH020012-RA, AH011739-RA
OG0005904	FUN_025633-T1	AH023750-RA
OG0005905	FUN_007484-T1, FUN_002281-T1, FUN_002280-T1	AH001837-RA, AH000556-RA
OG0005906	FUN_006696-T1, FUN_034552-T1	AH015515-RA
OG0005907	FUN_042652-T1	AH023727-RA
OG0005908	FUN_050678-T1, FUN_050678-T2, FUN_002180-T1	AH001766-RA
OG0005909	FUN_045622-T1	AH002188-RA
OG0005909	FUN_029584-T1	AH003554-RA
OG0005910	FUN_038204-T1	AH008776-RA
OG0005911	FUN_048509-T1, FUN_037943-T1	AH008898-RA
OG0005912	FUN_052267-T1	AH010662-RA, AH007352-RA
OG0005913	FUN_021127-T1	AH005647-RA
OG0005914	FUN_024487-T2, FUN_024487-T3, FUN_024487-T1	AH008393-RA
OG0005915	FUN_027225-T3, FUN_027225-T1, FUN_027225-T2	AH021914-RA
OG0005916	FUN_008162-T1	AH005276-RA
OG0005917	FUN_032712-T1	AH000891-RA
OG0005917	FUN_045630-T1, FUN_045630-T2, FUN_051841-T1	AH000893-RA, AH000866-RA
OG0005918	FUN_001419-T1	AH008574-RA
OG0005919	FUN_052222-T1	AH005679-RA, AH003532-RA
OG0005920	FUN_037861-T1, FUN_037862-T1	AH009027-RA
OG0005921	FUN_002210-T1, FUN_002210-T4, FUN_002210-T2, FUN_050598-T1	AH001779-RA
OG0005922	FUN_002885-T2, FUN_002885-T1	AH023420-RA
OG0005923	FUN_005262-T1	AH016069-RA
OG0005923	FUN_027859-T1	AH005842-RA
OG0005924	FUN_037995-T1, FUN_048527-T1	AH008837-RA
OG0005925	FUN_027104-T1, FUN_027103-T1, FUN_027086-T1, FUN_027085-T1, FUN_018128-T1, FUN_027084-T1	AH008558-RA
OG0005926	FUN_031173-T1	AH005657-RA
OG0005926	FUN_052030-T1	AH002394-RA
OG0005927	FUN_020445-T1	AH005145-RA
OG0005927	FUN_008565-T1	AH021579-RA, AH015140-RA
OG0005928	FUN_042933-T1	AH012920-RA, AH022109-RA
OG0005929	FUN_046065-T1	AH001906-RA
OG0005930	FUN_004543-T1, FUN_004543-T2	AH020475-RA
OG0005931	FUN_005590-T1, FUN_052127-T1	AH000681-RA
OG0005932	FUN_039705-T1	AH008435-RA
OG0005933	FUN_035233-T1	AH015005-RA
OG0005934	FUN_001338-T1, FUN_026976-T1	AH008538-RA
OG0005936	FUN_001965-T1	AH021175-RA, AH014639-RA
OG0005937	FUN_036360-T1	AH011898-RA
OG0005938	FUN_009590-T1, FUN_030604-T1	AH003857-RA
OG0005939	FUN_024263-T1	AH016703-RA, AH008340-RA
OG0005940	FUN_038545-T1	AH008944-RA
OG0005941	FUN_039387-T1	AH021971-RA
OG0005942	FUN_002410-T1	AH002352-RA, AH000742-RA, AH021468-RA
OG0005943	FUN_032251-T1	AH010781-RA
OG0005944	FUN_002066-T3, FUN_002066-T1, FUN_002066-T2	AH020697-RA
OG0005945	FUN_024481-T1	AH008389-RA, AH016687-RA
OG0005946	FUN_043107-T1	AH008903-RA
OG0005947	FUN_025746-T1	AH016785-RA
OG0005949	FUN_047246-T1, FUN_051701-T1	AH000986-RA, AH001681-RA
OG0005950	FUN_048575-T2, FUN_048575-T1, FUN_048575-T3	AH008802-RA
OG0005951	FUN_022990-T3, FUN_022990-T4, FUN_022990-T1, FUN_022990-T2, FUN_032394-T2, FUN_032394-T1	AH004689-RA
OG0005952	FUN_001611-T1, FUN_001611-T2	AH001414-RA
OG0005953	FUN_007831-T1	AH012751-RA
OG0005954	FUN_040756-T2, FUN_040756-T1, FUN_040765-T2, FUN_040765-T1	AH003154-RA, AH018683-RA
OG0005955	FUN_045499-T1	AH017507-RA
OG0005956	FUN_007581-T3, FUN_007581-T2, FUN_007581-T1, FUN_022421-T1	AH007860-RA
OG0005957	FUN_004179-T1, FUN_004179-T2	AH003591-RA
OG0005958	FUN_007547-T1	AH000082-RA
OG0005959	FUN_024348-T1	AH008364-RA
OG0005960	FUN_031576-T1	AH021258-RA
OG0005961	FUN_000014-T1	AH023353-RA
OG0005962	FUN_042608-T1	AH009768-RA
OG0005963	FUN_044748-T1, FUN_044748-T2	AH017679-RA
OG0005964	FUN_027858-T1	AH021430-RA
OG0005965	FUN_011689-T1	AH010284-RA
OG0005966	FUN_003582-T1, FUN_003582-T2	AH006539-RA
OG0005967	FUN_045817-T1, FUN_045818-T1	AH009996-RA
OG0005968	FUN_046658-T1	AH008046-RA, AH008045-RA
OG0005969	FUN_012553-T1	AH008148-RA, AH015203-RA, AH021556-RA
OG0005970	FUN_035487-T1	AH008746-RA
OG0005971	FUN_026819-T1, FUN_026819-T3, FUN_026819-T2	AH020971-RA
OG0005972	FUN_034718-T2, FUN_034718-T3, FUN_034718-T4	AH000118-RA
OG0005973	FUN_007828-T1	AH015974-RA
OG0005974	FUN_045810-T1	AH010003-RA, AH008084-RA
OG0005975	FUN_035784-T1, FUN_012239-T1	AH021465-RA, AH021465-RB, AH014924-RA
OG0005976	FUN_052635-T1, FUN_052637-T1	AH011054-RA
OG0005977	FUN_015570-T2, FUN_015570-T1	AH020615-RA
OG0005978	FUN_050241-T1, FUN_025215-T1	AH022261-RA, AH013473-RA
OG0005979	FUN_036946-T1, FUN_036946-T2	AH009141-RA
OG0005980	FUN_012997-T1, FUN_052831-T2, FUN_052831-T1	AH014272-RA
OG0005982	FUN_026448-T1, FUN_013001-T1	AH020891-RA, AH014494-RA
OG0005983	FUN_022644-T1	AH019529-RA
OG0005984	FUN_044740-T1	AH017890-RA
OG0005985	FUN_006345-T2, FUN_006345-T1, FUN_006346-T3, FUN_006346-T1, FUN_006346-T2, FUN_006348-T1	AH002113-RA, AH002114-RA
OG0005986	FUN_050193-T1, FUN_024087-T2, FUN_024087-T1	AH022301-RA, AH005597-RA
OG0005987	FUN_024077-T1, FUN_018464-T1	AH022302-RA, AH013440-RA
OG0005988	FUN_005202-T1, FUN_039219-T1	AH017147-RA
OG0005989	FUN_021329-T1	AH016033-RA
OG0005990	FUN_033425-T1	AH002780-RA
OG0005991	FUN_013820-T1, FUN_022892-T1	AH012111-RA, AH019599-RA
OG0005992	FUN_005282-T1	AH016058-RA
OG0005993	FUN_014170-T1	AH020009-RA
OG0005994	FUN_026698-T1	AH014463-RA
OG0005995	FUN_022650-T1, FUN_022142-T1	AH019527-RA, AH012351-RA
OG0005996	FUN_025314-T1	AH001977-RA
OG0005997	FUN_017398-T1	AH011467-RA
OG0005998	FUN_049643-T1	AH009130-RA
OG0005999	FUN_010472-T1	AH001974-RA
OG0006000	FUN_037455-T1	AH009552-RA
OG0006000	FUN_018363-T1	AH018102-RA
OG0006001	FUN_023922-T1, FUN_023922-T2, FUN_050065-T1	AH013375-RA
OG0006002	FUN_015357-T1	AH012256-RA
OG0006003	FUN_012776-T1	AH022345-RA
OG0006004	FUN_039592-T1	AH000933-RA
OG0006005	FUN_001871-T1	AH019270-RA
OG0006006	FUN_000721-T1	AH020010-RA
OG0006007	FUN_026301-T2, FUN_026301-T1	AH013752-RA, AH013751-RA
OG0006008	FUN_021194-T1, FUN_021193-T1	AH019004-RA
OG0006009	FUN_053209-T1	AH020992-RA
OG0006010	FUN_025782-T1, FUN_025782-T2, FUN_022562-T1, FUN_022562-T2	AH012331-RA
OG0006011	FUN_005227-T1	AH017154-RA
OG0006012	FUN_022575-T1	AH012335-RA
OG0006013	FUN_001570-T1, FUN_001570-T2	AH016959-RA, AH023820-RA, AH023833-RA
OG0006014	FUN_016082-T1, FUN_006201-T1	AH002047-RA
OG0006015	FUN_035701-T1, FUN_035701-T3, FUN_035701-T2	AH010881-RA
OG0006016	FUN_022443-T1	AH004830-RA
OG0006017	FUN_035982-T2, FUN_035982-T4, FUN_035982-T1, FUN_008423-T2	AH008981-RA, AH019255-RA
OG0006018	FUN_013652-T1, FUN_008839-T1	AH011977-RA
OG0006019	FUN_048174-T2, FUN_048174-T3, FUN_048174-T1, FUN_037456-T1	AH009551-RA
OG0006020	FUN_008729-T1	AH021626-RA
OG0006021	FUN_028769-T1	AH014281-RA
OG0006022	FUN_018637-T1	AH003136-RA
OG0006023	FUN_028738-T1, FUN_028738-T2, FUN_028738-T3	AH021060-RA
OG0006024	FUN_017817-T1	AH011571-RA, AH018491-RA
OG0006025	FUN_017566-T1	AH013937-RA, AH017933-RA
OG0006026	FUN_026512-T1	AH020916-RA
OG0006027	FUN_012772-T1	AH014325-RA
OG0006028	FUN_037047-T1	AH016914-RA
OG0006029	FUN_006479-T1	AH019559-RA
OG0006030	FUN_039030-T1	AH020885-RA
OG0006031	FUN_047458-T1, FUN_025890-T2, FUN_025890-T1, FUN_025890-T3, FUN_020232-T1, FUN_049485-T1	AH019489-RA
OG0006032	FUN_042730-T1, FUN_042730-T2, FUN_012105-T1	AH010714-RA
OG0006033	FUN_021121-T1	AH019216-RA
OG0006034	FUN_024060-T1	AH013426-RA, AH022316-RA
OG0006036	FUN_001220-T2, FUN_001220-T1	AH004447-RA
OG0006037	FUN_021607-T1	AH001946-RA
OG0006038	FUN_052188-T1, FUN_052185-T1, FUN_006195-T1, FUN_042505-T1	AH023332-RA
OG0006039	FUN_001584-T1	AH015341-RA
OG0006040	FUN_034132-T2, FUN_034132-T1, FUN_034132-T3	AH021162-RA
OG0006041	FUN_033918-T1, FUN_005222-T1	AH016093-RA, AH017152-RA
OG0006042	FUN_050068-T1	AH013381-RA, AH022350-RA
OG0006044	FUN_029745-T2, FUN_029745-T3, FUN_029745-T1	AH016588-RA
OG0006045	FUN_013045-T1, FUN_013045-T2	AH015332-RA
OG0006046	FUN_043738-T3, FUN_043740-T1, FUN_043738-T4, FUN_043738-T2, FUN_043738-T1	AH011776-RA
OG0006048	FUN_015533-T4, FUN_015533-T3, FUN_015533-T1, FUN_015533-T2	AH000218-RA
OG0006049	FUN_001027-T1, FUN_001027-T2	AH023470-RA
OG0006050	FUN_044099-T1, FUN_044098-T1	AH009924-RA
OG0006051	FUN_012685-T1	AH001377-RA
OG0006052	FUN_033968-T1	AH006638-RA
OG0006053	FUN_044842-T2, FUN_044842-T1	AH002717-RA
OG0006054	FUN_044076-T1	AH008222-RA
OG0006055	FUN_053324-T3, FUN_053324-T1	AH003319-RA
OG0006056	FUN_032823-T1, FUN_004606-T1	AH020398-RA
OG0006057	FUN_035206-T2, FUN_035206-T1	AH010015-RA
OG0006058	FUN_008064-T1, FUN_042032-T1	AH018844-RA
OG0006059	FUN_028948-T1	AH016651-RA
OG0006060	FUN_039455-T5, FUN_039455-T4, FUN_039455-T1, FUN_039455-T2, FUN_039455-T3	AH021961-RA
OG0006061	FUN_050231-T1	AH013771-RA
OG0006061	FUN_020396-T1, FUN_020397-T1	AH022709-RA
OG0006062	FUN_043609-T1	AH005644-RA
OG0006062	FUN_007647-T1	AH013190-RA
OG0006063	FUN_018784-T1, FUN_018784-T2	AH012683-RA
OG0006064	FUN_020633-T2, FUN_020633-T1	AH006383-RA, AH003369-RA
OG0006065	FUN_029879-T1	AH008257-RA
OG0006066	FUN_045631-T1, FUN_049921-T1	AH018860-RA
OG0006068	FUN_004004-T1	AH018159-RA
OG0006069	FUN_046682-T1	AH010108-RA
OG0006070	FUN_049317-T1	AH013146-RA
OG0006071	FUN_018687-T1	AH013676-RA
OG0006072	FUN_049756-T1	AH004086-RA
OG0006074	FUN_051078-T2, FUN_051078-T1, FUN_051078-T4, FUN_051078-T5, FUN_051078-T3	AH017857-RA
OG0006075	FUN_026102-T1	AH023243-RA
OG0006076	FUN_039388-T1	AH000865-RA
OG0006077	FUN_014660-T1	AH010141-RA
OG0006078	FUN_000926-T1, FUN_000926-T3, FUN_000926-T2	AH012617-RA
OG0006080	FUN_019150-T1, FUN_030283-T1	AH016360-RA, AH023058-RA
OG0006081	FUN_030190-T1, FUN_019186-T1	AH016405-RA
OG0006082	FUN_034770-T1	AH021318-RA
OG0006083	FUN_044113-T1	AH008230-RA
OG0006084	FUN_011137-T1	AH011350-RA
OG0006086	FUN_029333-T1, FUN_019018-T1	AH023161-RA
OG0006087	FUN_021834-T1	AH007805-RA, AH007785-RA
OG0006089	FUN_035207-T3, FUN_035207-T2, FUN_035207-T1	AH014996-RA
OG0006090	FUN_008156-T1, FUN_008156-T2	AH006983-RA
OG0006091	FUN_016432-T1, FUN_016432-T2, FUN_016432-T3	AH003033-RA, AH003036-RA
OG0006092	FUN_027451-T3, FUN_027451-T1, FUN_027451-T2	AH001323-RA
OG0006093	FUN_033083-T1, FUN_033083-T2	AH020271-RA
OG0006094	FUN_020658-T1, FUN_020658-T4, FUN_020658-T3, FUN_020658-T2, FUN_027018-T1	AH006249-RA
OG0006097	FUN_010632-T2, FUN_010632-T1	AH013406-RA
OG0006098	FUN_018851-T1	AH015685-RA, AH007164-RA
OG0006099	FUN_012571-T1, FUN_035432-T1	AH021557-RA, AH015200-RA
OG0006101	FUN_042131-T1	AH005325-RA
OG0006102	FUN_044918-T1, FUN_047519-T1	AH017273-RA
OG0006104	FUN_039178-T1	AH014918-RA
OG0006106	FUN_034573-T1, FUN_034573-T3, FUN_034573-T2	AH014874-RA
OG0006107	FUN_048732-T1	AH022406-RA
OG0006108	FUN_030333-T1	AH016376-RA
OG0006109	FUN_004055-T1	AH012458-RA, AH021715-RA
OG0006111	FUN_003718-T4, FUN_003718-T2, FUN_003718-T1, FUN_003718-T3	AH006907-RA
OG0006112	FUN_007564-T2, FUN_007564-T3, FUN_007564-T1	AH001283-RA
OG0006113	FUN_017385-T1	AH018998-RA
OG0006114	FUN_030441-T3, FUN_030441-T4, FUN_030439-T1, FUN_030441-T2, FUN_030441-T1	AH023139-RA
OG0006115	FUN_039123-T1, FUN_020516-T1, FUN_020516-T2	AH012633-RA
OG0006116	FUN_018463-T1	AH019095-RA, AH003028-RA
OG0006117	FUN_014679-T1	AH018533-RA
OG0006118	FUN_028735-T1	AH008508-RA
OG0006119	FUN_032850-T1	AH006790-RA
OG0006120	FUN_001339-T2, FUN_001339-T1, FUN_044056-T1	AH003806-RA
OG0006121	FUN_028742-T1	AH021059-RA
OG0006122	FUN_037479-T3, FUN_037479-T4, FUN_037479-T2, FUN_037479-T1	AH009538-RA
OG0006123	FUN_052730-T2, FUN_052730-T3	AH010987-RA
OG0006123	FUN_052730-T1	AH007705-RA
OG0006124	FUN_028787-T1	AH010928-RA, AH007687-RA
OG0006125	FUN_012877-T2, FUN_012877-T1	AH012435-RA, AH021692-RA
OG0006126	FUN_036799-T2, FUN_036799-T1, FUN_043588-T1	AH013019-RA
OG0006127	FUN_004175-T2, FUN_004175-T1	AH002879-RA
OG0006129	FUN_004557-T1	AH006745-RA
OG0006130	FUN_029794-T1	AH018177-RA
OG0006131	FUN_046905-T1, FUN_011458-T1	AH017230-RA
OG0006132	FUN_045062-T1	AH011902-RA
OG0006133	FUN_038021-T1, FUN_048549-T1	AH002129-RA
OG0006134	FUN_014749-T1, FUN_041992-T1	AH004470-RA
OG0006135	FUN_017048-T1, FUN_029464-T2, FUN_029464-T1	AH006091-RA
OG0006136	FUN_025668-T1	AH016849-RA
OG0006138	FUN_031479-T2, FUN_031479-T1	AH008681-RA, AH016963-RA, AH016963-RB
OG0006139	FUN_025134-T1	AH004891-RA, AH013553-RA
OG0006140	FUN_041142-T2, FUN_041142-T1	AH018085-RA
OG0006141	FUN_025518-T1	AH003626-RA, AH009035-RA
OG0006142	FUN_004355-T1, FUN_004354-T1, FUN_028405-T1	AH003535-RA
OG0006143	FUN_043725-T1	AH005314-RA
OG0006145	FUN_018685-T1, FUN_018685-T2	AH018722-RA
OG0006146	FUN_005668-T1	AH002420-RA
OG0006147	FUN_049555-T1	AH009057-RA
OG0006148	FUN_042678-T2, FUN_042678-T4, FUN_042678-T1, FUN_042680-T1	AH016922-RA
OG0006149	FUN_036938-T1	AH009140-RA
OG0006150	FUN_046889-T1, FUN_046890-T3, FUN_046890-T2, FUN_046890-T1	AH017170-RA
OG0006151	FUN_024214-T1	AH016737-RA, AH008322-RA
OG0006152	FUN_048528-T1, FUN_037996-T1	AH008836-RA
OG0006153	FUN_011434-T1	AH013330-RA
OG0006154	FUN_021659-T1	AH013793-RA
OG0006155	FUN_031933-T1	AH004525-RA
OG0006156	FUN_037329-T1, FUN_048097-T3, FUN_048097-T2, FUN_048097-T1	AH009620-RA
OG0006157	FUN_037099-T1	AH009215-RA
OG0006158	FUN_035697-T1	AH010884-RA
OG0006159	FUN_002716-T1, FUN_018479-T1	AH022881-RA
OG0006160	FUN_033452-T2, FUN_033452-T1	AH005497-RA
OG0006161	FUN_011460-T1	AH012089-RA, AH003020-RA
OG0006162	FUN_027250-T1	AH001792-RA
OG0006163	FUN_051536-T1, FUN_034429-T1	AH010429-RA
OG0006164	FUN_044541-T1, FUN_044542-T1, FUN_043834-T1	AH021286-RA
OG0006165	FUN_008979-T1	AH012034-RA
OG0006166	FUN_030904-T1	AH021902-RA
OG0006167	FUN_025505-T2, FUN_025505-T3, FUN_025505-T4, FUN_025505-T1	AH005649-RA
OG0006168	FUN_031304-T1, FUN_031304-T2	AH005240-RA, AH004250-RA
OG0006169	FUN_008161-T1, FUN_008161-T3, FUN_008161-T2	AH005277-RA
OG0006170	FUN_021680-T2, FUN_021680-T1, FUN_021680-T3, FUN_021680-T4	AH003275-RA
OG0006171	FUN_046954-T1, FUN_011399-T1	AH017253-RA
OG0006172	FUN_040457-T2, FUN_040457-T1	AH014625-RA
OG0006173	FUN_002714-T1	AH010740-RA
OG0006174	FUN_050006-T1	AH013309-RA
OG0006175	FUN_029894-T1	AH005394-RA
OG0006175	FUN_034268-T1	AH010522-RA
OG0006176	FUN_025138-T3, FUN_025138-T2, FUN_025138-T1	AH022366-RA
OG0006177	FUN_002151-T1	AH001729-RA
OG0006178	FUN_034300-T1	AH010527-RA
OG0006179	FUN_038633-T1	AH008891-RA, AH008892-RA
OG0006180	FUN_013635-T1, FUN_013635-T2	AH011959-RA
OG0006181	FUN_052995-T2, FUN_052995-T3, FUN_052995-T1	AH021221-RA
OG0006182	FUN_037594-T1	AH016763-RA
OG0006183	FUN_025276-T3, FUN_025276-T1, FUN_025276-T2	AH005201-RA
OG0006184	FUN_014435-T2, FUN_014435-T1	AH007086-RA
OG0006185	FUN_011656-T1, FUN_046795-T1	AH003042-RA, AH019120-RA
OG0006186	FUN_002044-T1	AH021235-RA
OG0006187	FUN_000953-T1	AH001056-RA, AH001061-RA
OG0006188	FUN_033427-T1	AH005506-RA
OG0006189	FUN_038232-T1	AH010491-RA
OG0006190	FUN_002053-T1	AH021220-RA
OG0006192	FUN_020520-T1	AH021949-RA
OG0006193	FUN_031754-T1, FUN_031754-T2	AH014258-RA
OG0006194	FUN_010239-T2, FUN_010239-T1	AH015780-RA, AH018950-RA
OG0006195	FUN_036402-T1	AH010976-RA
OG0006195	FUN_025487-T1	AH005664-RA
OG0006196	FUN_016591-T1, FUN_029844-T1	AH016525-RA
OG0006197	FUN_032315-T1	AH004630-RA
OG0006197	FUN_032328-T1	AH004723-RA
OG0006198	FUN_003503-T1	AH020569-RA, AH006500-RA
OG0006199	FUN_002623-T1	AH010776-RA
OG0006200	FUN_002924-T1	AH023442-RA, AH021916-RA, AH003619-RA
OG0006201	FUN_017559-T1, FUN_041575-T1	AH018394-RA, AH011505-RA
OG0006202	FUN_022469-T2	AH010700-RA
OG0006202	FUN_022469-T1	AH007846-RA
OG0006204	FUN_008239-T1, FUN_008239-T2	AH012833-RA
OG0006205	FUN_032665-T1	AH005003-RA
OG0006205	FUN_032666-T1	AH004335-RA
OG0006206	FUN_035947-T1, FUN_034704-T1	AH019577-RA
OG0006207	FUN_010490-T1	AH017188-RA
OG0006208	FUN_034131-T1	AH000007-RA
OG0006209	FUN_032663-T1	AH005004-RA
OG0006209	FUN_045384-T2, FUN_045384-T1	AH017549-RA
OG0006210	FUN_032031-T2, FUN_032031-T1	AH004889-RA
OG0006211	FUN_047525-T1	AH002788-RA
OG0006212	FUN_029838-T1	AH016520-RA, AH022862-RA
OG0006213	FUN_044173-T1, FUN_038603-T1	AH008913-RA
OG0006214	FUN_011110-T1	AH017565-RA
OG0006215	FUN_018152-T1	AH012580-RA, AH013707-RA
OG0006216	FUN_045489-T1	AH017516-RA
OG0006218	FUN_033752-T1, FUN_033752-T3, FUN_033752-T2	AH019012-RA
OG0006219	FUN_053231-T1	AH009627-RA
OG0006220	FUN_032245-T1	AH004410-RA
OG0006221	FUN_009238-T1	AH004769-RA
OG0006221	FUN_010860-T1, FUN_047430-T1	AH017990-RA
OG0006222	FUN_016791-T1, FUN_029763-T1	AH016567-RA, AH022813-RA
OG0006223	FUN_046478-T1	AH011789-RA
OG0006224	FUN_036269-T1	AH007489-RA
OG0006225	FUN_016596-T1, FUN_029841-T1	AH022865-RA
OG0006226	FUN_052553-T1, FUN_052553-T2	AH011113-RA
OG0006227	FUN_047394-T1, FUN_047394-T4, FUN_047394-T2, FUN_047394-T3, FUN_010814-T1	AH002494-RA
OG0006228	FUN_040364-T1	AH001286-RA
OG0006229	FUN_007609-T1	AH006200-RA
OG0006230	FUN_033324-T1	AH012472-RA
OG0006231	FUN_033336-T2, FUN_033336-T1	AH005361-RA, AH004149-RA
OG0006232	FUN_049567-T1	AH019337-RA, AH005680-RA
OG0006233	FUN_047123-T1	AH002913-RA, AH017452-RA
OG0006234	FUN_004849-T3, FUN_004849-T2, FUN_004849-T1	AH014326-RA
OG0006235	FUN_020505-T2, FUN_020505-T1	AH012746-RA, AH022020-RA
OG0006236	FUN_032238-T1	AH004773-RA, AH004413-RA
OG0006236	FUN_032239-T1	AH004412-RA
OG0006237	FUN_041819-T1, FUN_041819-T2	AH018503-RA
OG0006238	FUN_009268-T1, FUN_032209-T1	AH004425-RA, AH004785-RA
OG0006239	FUN_045888-T1	AH011650-RA
OG0006240	FUN_023406-T1, FUN_032602-T1	AH005035-RA
OG0006241	FUN_013071-T3, FUN_013071-T2, FUN_013071-T1	AH014414-RA
OG0006242	FUN_011530-T1, FUN_047730-T1, FUN_047732-T1	AH007540-RA
OG0006243	FUN_045348-T1	AH002853-RA
OG0006243	FUN_023447-T1	AH003261-RA, AH005015-RA, AH017557-RA, AH004345-RA
OG0006244	FUN_043724-T2, FUN_043724-T1	AH004191-RA
OG0006245	FUN_033852-T1, FUN_033852-T2	AH004040-RA
OG0006246	FUN_011041-T1	AH013370-RA
OG0006247	FUN_046822-T1	AH021758-RA
OG0006248	FUN_039562-T1	AH005337-RA
OG0006250	FUN_045266-T1	AH007257-RA
OG0006251	FUN_010934-T1, FUN_047477-T1	AH017321-RA
OG0006251	FUN_002944-T1	AH023447-RA
OG0006252	FUN_023837-T1	AH005427-RA
OG0006253	FUN_041555-T1, FUN_010954-T1, FUN_011472-T1	AH017335-RA
OG0006254	FUN_011319-T1	AH017405-RA
OG0006255	FUN_017504-T1, FUN_041571-T1	AH018392-RA, AH011500-RA
OG0006256	FUN_033580-T1	AH005400-RA
OG0006257	FUN_053331-T2, FUN_053331-T1, FUN_053332-T1, FUN_053332-T2, FUN_053330-T2, FUN_053330-T1	AH000913-RA
OG0006257	FUN_051339-T1, FUN_021172-T1	AH005345-RA, AH010148-RA, AH015346-RA, AH023450-RA, AH015327-RA, AH020664-RA, AH000823-RA, AH003469-RA, AH015413-RA, AH003381-RA
OG0006257	FUN_000048-T1	AH015326-RA
