Orthogroup	P_amilis.proteins	L_sativa.proteins
OG0006745	FUN_051049-T1	Lsat_1_v5_gn_1_84561.1, Lsat_1_v5_gn_1_84561.2, Lsat_1_v5_gn_1_84561.4, Lsat_1_v5_gn_1_84561.3
OG0006746	FUN_010838-T1	Lsat_1_v5_gn_4_75381.1, Lsat_1_v5_gn_1_27020.1
OG0006747	FUN_005913-T1, FUN_005913-T2, FUN_000844-T1	Lsat_1_v5_gn_2_114120.1, Lsat_1_v5_gn_2_114120.4
OG0006748	FUN_029852-T1, FUN_029852-T2	Lsat_1_v5_gn_3_80440.1
OG0006749	FUN_025116-T2, FUN_025116-T1	Lsat_1_v5_gn_4_78400.1, Lsat_1_v5_gn_4_78400.2, Lsat_1_v5_gn_4_78400.3, Lsat_1_v5_gn_1_28641.1, Lsat_1_v5_gn_1_28641.3, Lsat_1_v5_gn_3_37520.1
OG0006750	FUN_051768-T1, FUN_047170-T2, FUN_047170-T1	Lsat_1_v5_gn_1_5881.1
OG0006752	FUN_002805-T2, FUN_002805-T1	Lsat_1_v5_gn_2_127180.3
OG0006753	FUN_050287-T2, FUN_050287-T1, FUN_025144-T1	Lsat_1_v5_gn_4_78921.1
OG0006754	FUN_045357-T1	Lsat_1_v5_gn_4_109001.1, Lsat_1_v5_gn_1_13901.1
OG0006755	FUN_052529-T2, FUN_052529-T1	Lsat_1_v5_gn_2_27601.3, Lsat_1_v5_gn_2_27601.1, Lsat_1_v5_gn_2_27601.2
OG0006757	FUN_000712-T1	Lsat_1_v5_gn_8_821.1, Lsat_1_v5_gn_8_821.4
OG0006758	FUN_045235-T1	Lsat_1_v5_gn_5_182161.1
OG0006759	FUN_023311-T3, FUN_023311-T2, FUN_023311-T1	Lsat_1_v5_gn_8_52761.2, Lsat_1_v5_gn_8_52761.1
OG0006760	FUN_023024-T1, FUN_023024-T2	Lsat_1_v5_gn_8_163401.1, Lsat_1_v5_gn_3_49941.1
OG0006761	FUN_029790-T1	Lsat_1_v5_gn_4_154740.1
OG0006762	FUN_010841-T2, FUN_010841-T1	Lsat_1_v5_gn_1_26920.1, Lsat_1_v5_gn_1_26920.3
OG0006763	FUN_037572-T1, FUN_037572-T2, FUN_037572-T3, FUN_037572-T4	Lsat_1_v5_gn_2_11841.3, Lsat_1_v5_gn_2_11841.2, Lsat_1_v5_gn_2_11841.1
OG0006764	FUN_033334-T1, FUN_033334-T2	Lsat_1_v5_gn_4_13581.1, Lsat_1_v5_gn_8_44380.3, Lsat_1_v5_gn_8_44380.1, Lsat_1_v5_gn_8_44380.2, Lsat_1_v5_gn_3_55680.1, Lsat_1_v5_gn_3_55680.2
OG0006766	FUN_024211-T1	Lsat_1_v5_gn_8_80440.1, Lsat_1_v5_gn_8_80440.3
OG0006767	FUN_032841-T1	Lsat_1_v5_gn_8_24161.1, Lsat_1_v5_gn_8_24161.3
OG0006768	FUN_051408-T1, FUN_025023-T1	Lsat_1_v5_gn_8_89360.3
OG0006769	FUN_033745-T1	Lsat_1_v5_gn_3_82901.1, Lsat_1_v5_gn_3_54021.1
OG0006770	FUN_032589-T1	Lsat_1_v5_gn_4_9740.1
OG0006771	FUN_035448-T1, FUN_008496-T1	Lsat_1_v5_gn_8_36361.1
OG0006772	FUN_023174-T1, FUN_023174-T2	Lsat_1_v5_gn_8_54140.1, Lsat_1_v5_gn_3_51421.1
OG0006773	FUN_023346-T1, FUN_032537-T1, FUN_032537-T2	Lsat_1_v5_gn_8_53300.1
OG0006774	FUN_047410-T2, FUN_047410-T1	Lsat_1_v5_gn_4_75421.1, Lsat_1_v5_gn_5_17200.3, Lsat_1_v5_gn_5_17200.1
OG0006775	FUN_038305-T1, FUN_038306-T1	Lsat_1_v5_gn_3_22001.1, Lsat_1_v5_gn_3_22001.3
OG0006776	FUN_016674-T3, FUN_016674-T1, FUN_016674-T2	Lsat_1_v5_gn_4_155600.1
OG0006777	FUN_044012-T1, FUN_044012-T2	Lsat_1_v5_gn_6_1001.1, Lsat_1_v5_gn_6_760.1, Lsat_1_v5_gn_8_62140.1, Lsat_1_v5_gn_6_840.1
OG0006778	FUN_041186-T1	Lsat_1_v5_gn_6_83700.2, Lsat_1_v5_gn_6_83700.3, Lsat_1_v5_gn_6_83700.1, Lsat_1_v5_gn_3_11200.1, Lsat_1_v5_gn_3_11200.3, Lsat_1_v5_gn_3_11200.2
OG0006780	FUN_005337-T1, FUN_024089-T1, FUN_024097-T1, FUN_050205-T1, FUN_025223-T1	Lsat_1_v5_gn_4_89360.1
OG0006782	FUN_053340-T1	Lsat_1_v5_gn_5_78620.1
OG0006783	FUN_042215-T1, FUN_042215-T2, FUN_042215-T3, FUN_042215-T4	Lsat_1_v5_gn_7_27321.1, Lsat_1_v5_gn_7_27321.2, Lsat_1_v5_gn_7_27321.3, Lsat_1_v5_gn_1_42040.1
OG0006785	FUN_008509-T1	Lsat_1_v5_gn_4_58461.2, Lsat_1_v5_gn_4_58461.1
OG0006786	FUN_029008-T1, FUN_029008-T2	Lsat_1_v5_gn_7_97220.1, Lsat_1_v5_gn_7_97220.3, Lsat_1_v5_gn_9_102901.3, Lsat_1_v5_gn_9_102901.4, Lsat_1_v5_gn_9_102901.1, Lsat_1_v5_gn_9_102901.2
OG0006790	FUN_032303-T1	Lsat_1_v5_gn_8_159641.2, Lsat_1_v5_gn_8_159641.1, Lsat_1_v5_gn_8_159641.3
OG0006791	FUN_033514-T1	Lsat_1_v5_gn_3_62541.2, Lsat_1_v5_gn_3_62541.1, Lsat_1_v5_gn_4_14880.1
OG0006795	FUN_049148-T1	Lsat_1_v5_gn_7_5181.1, Lsat_1_v5_gn_4_36461.1, Lsat_1_v5_gn_4_36461.2
OG0006797	FUN_053303-T1	Lsat_1_v5_gn_2_118801.2, Lsat_1_v5_gn_2_118801.1
OG0006818	FUN_045095-T1, FUN_045117-T1, FUN_008210-T1	Lsat_1_v5_gn_5_93980.1, Lsat_1_v5_gn_5_94040.1, Lsat_1_v5_gn_5_94040.2, Lsat_1_v5_gn_5_94120.1, Lsat_1_v5_gn_5_94160.1, Lsat_1_v5_gn_5_94160.4, Lsat_1_v5_gn_2_132141.3, Lsat_1_v5_gn_2_132141.1, Lsat_1_v5_gn_5_94020.1, Lsat_1_v5_gn_5_94160.3, Lsat_1_v5_gn_5_94160.2, Lsat_1_v5_gn_5_94140.1, Lsat_1_v5_gn_5_94140.3, Lsat_1_v5_gn_2_132241.1, Lsat_1_v5_gn_2_132161.1, Lsat_1_v5_gn_2_132081.1, Lsat_1_v5_gn_2_132081.3, Lsat_1_v5_gn_2_132181.4, Lsat_1_v5_gn_2_132181.3, Lsat_1_v5_gn_2_132181.1
OG0006834	FUN_001647-T1	Lsat_1_v5_gn_3_22761.1, Lsat_1_v5_gn_6_76300.1
OG0006835	FUN_043539-T1, FUN_043540-T1	Lsat_1_v5_gn_9_12880.1
OG0006835	FUN_005723-T1	Lsat_1_v5_gn_0_4801.1
OG0006836	FUN_048980-T1	Lsat_1_v5_gn_3_111800.1, Lsat_1_v5_gn_3_111800.2
OG0006837	FUN_041601-T1, FUN_017601-T1	Lsat_1_v5_gn_4_171720.1, Lsat_1_v5_gn_4_171720.3, Lsat_1_v5_gn_6_4060.2, Lsat_1_v5_gn_6_4060.1, Lsat_1_v5_gn_3_18761.1
OG0006838	FUN_033418-T1, FUN_024640-T1	Lsat_1_v5_gn_9_1701.1, Lsat_1_v5_gn_5_189941.1
OG0006839	FUN_020510-T2, FUN_020510-T1	Lsat_1_v5_gn_6_65481.3, Lsat_1_v5_gn_6_65481.1
OG0006840	FUN_014384-T1	Lsat_1_v5_gn_8_56220.1, Lsat_1_v5_gn_9_4061.2, Lsat_1_v5_gn_9_4061.1
OG0006842	FUN_022598-T1	Lsat_1_v5_gn_2_92220.2, Lsat_1_v5_gn_2_92220.1
OG0006844	FUN_030135-T1, FUN_003825-T1	Lsat_1_v5_gn_9_33021.1, Lsat_1_v5_gn_9_33021.2
OG0006846	FUN_008275-T1, FUN_008275-T3, FUN_008275-T2	Lsat_1_v5_gn_2_123940.2, Lsat_1_v5_gn_2_123940.1
OG0006847	FUN_004566-T1	Lsat_1_v5_gn_5_160501.3, Lsat_1_v5_gn_5_160501.1
OG0006848	FUN_031134-T1, FUN_024601-T2, FUN_024601-T1	Lsat_1_v5_gn_4_53101.1
OG0006849	FUN_014343-T2, FUN_014343-T1, FUN_013516-T1	Lsat_1_v5_gn_5_76001.1
OG0006850	FUN_038295-T2, FUN_038295-T1	Lsat_1_v5_gn_5_94361.1
OG0006851	FUN_045602-T1	Lsat_1_v5_gn_5_108141.1
OG0006852	FUN_012186-T1	Lsat_1_v5_gn_7_62281.4, Lsat_1_v5_gn_7_62281.1
OG0006853	FUN_036354-T1, FUN_052681-T1	Lsat_1_v5_gn_5_64980.1, Lsat_1_v5_gn_5_64980.3
OG0006855	FUN_032966-T1, FUN_004799-T1	Lsat_1_v5_gn_9_26721.1, Lsat_1_v5_gn_8_74300.3, Lsat_1_v5_gn_8_74300.1
OG0006856	FUN_042586-T3, FUN_042586-T1, FUN_042586-T2	Lsat_1_v5_gn_7_79121.3, Lsat_1_v5_gn_7_79121.1
OG0006857	FUN_027207-T1	Lsat_1_v5_gn_6_61961.5, Lsat_1_v5_gn_6_61961.3, Lsat_1_v5_gn_4_185280.5, Lsat_1_v5_gn_6_61961.4, Lsat_1_v5_gn_0_37861.1
OG0006858	FUN_020962-T1, FUN_020962-T2	Lsat_1_v5_gn_6_21280.1
OG0006859	FUN_050843-T1	Lsat_1_v5_gn_5_186800.2, Lsat_1_v5_gn_5_186800.1
OG0006861	FUN_000672-T1	Lsat_1_v5_gn_1_39980.1, Lsat_1_v5_gn_4_14320.1
OG0006862	FUN_013849-T1	Lsat_1_v5_gn_1_69581.2, Lsat_1_v5_gn_1_69581.1
OG0006863	FUN_020190-T1, FUN_020190-T2	Lsat_1_v5_gn_6_14240.2, Lsat_1_v5_gn_6_14240.3, Lsat_1_v5_gn_6_14240.1
OG0006865	FUN_034088-T1, FUN_003506-T1	Lsat_1_v5_gn_1_70801.1, Lsat_1_v5_gn_1_70801.3, Lsat_1_v5_gn_6_59080.1
OG0006866	FUN_041818-T1	Lsat_1_v5_gn_4_11741.1
OG0006868	FUN_052390-T2, FUN_052390-T1	Lsat_1_v5_gn_5_148721.2, Lsat_1_v5_gn_5_148721.1
OG0006869	FUN_032340-T1	Lsat_1_v5_gn_9_65501.4, Lsat_1_v5_gn_6_29060.2, Lsat_1_v5_gn_6_29060.1, Lsat_1_v5_gn_1_51101.1
OG0006871	FUN_000980-T1, FUN_000980-T2	Lsat_1_v5_gn_9_66280.4, Lsat_1_v5_gn_9_66280.3, Lsat_1_v5_gn_9_66280.5
OG0006872	FUN_003537-T2, FUN_003537-T1, FUN_040737-T1	Lsat_1_v5_gn_2_45981.1, Lsat_1_v5_gn_4_74160.1, Lsat_1_v5_gn_8_107241.1, Lsat_1_v5_gn_8_140160.1, Lsat_1_v5_gn_4_173500.1, Lsat_1_v5_gn_3_85381.1, Lsat_1_v5_gn_2_47761.1, Lsat_1_v5_gn_2_47761.3
OG0006873	FUN_005928-T2, FUN_005928-T1, FUN_000827-T2, FUN_000827-T1	Lsat_1_v5_gn_2_113761.1, Lsat_1_v5_gn_2_113761.2, Lsat_1_v5_gn_1_128800.1, Lsat_1_v5_gn_1_128800.3
OG0006874	FUN_031595-T1, FUN_014728-T1, FUN_014729-T1	Lsat_1_v5_gn_1_77921.3, Lsat_1_v5_gn_1_77921.1
OG0006876	FUN_008438-T1, FUN_004524-T1	Lsat_1_v5_gn_8_83000.1, Lsat_1_v5_gn_5_159820.1
OG0006877	FUN_047898-T1, FUN_047898-T2, FUN_023847-T1	Lsat_1_v5_gn_8_75720.1, Lsat_1_v5_gn_5_170800.1, Lsat_1_v5_gn_9_23281.3, Lsat_1_v5_gn_9_23281.1
OG0006879	FUN_017954-T1, FUN_017954-T2	Lsat_1_v5_gn_6_15401.1
OG0006880	FUN_018411-T2, FUN_018411-T1	Lsat_1_v5_gn_6_83601.1, Lsat_1_v5_gn_6_83601.3
OG0006881	FUN_014260-T1	Lsat_1_v5_gn_1_71660.1, Lsat_1_v5_gn_1_71660.2
OG0006882	FUN_042109-T1, FUN_042109-T2	Lsat_1_v5_gn_9_13960.1
OG0006883	FUN_011551-T1	Lsat_1_v5_gn_8_94460.2, Lsat_1_v5_gn_8_94460.1, Lsat_1_v5_gn_9_7981.1, Lsat_1_v5_gn_9_7981.2
OG0006884	FUN_028600-T1	Lsat_1_v5_gn_2_6441.1
OG0006885	FUN_020055-T1, FUN_048815-T1	Lsat_1_v5_gn_1_57561.2, Lsat_1_v5_gn_1_57561.1, Lsat_1_v5_gn_6_36161.5
OG0006886	FUN_020802-T1	Lsat_1_v5_gn_8_116700.1
OG0006886	FUN_008409-T1	Lsat_1_v5_gn_8_116700.3, Lsat_1_v5_gn_8_116700.2
OG0006887	FUN_027455-T1	Lsat_1_v5_gn_2_97820.2, Lsat_1_v5_gn_2_97820.1
OG0006888	FUN_003470-T1	Lsat_1_v5_gn_2_46361.1
OG0006890	FUN_036926-T1	Lsat_1_v5_gn_1_63680.1
OG0006891	FUN_051360-T1, FUN_036224-T1	Lsat_1_v5_gn_8_2240.3, Lsat_1_v5_gn_8_2240.1
OG0006892	FUN_026181-T1	Lsat_1_v5_gn_5_31321.1
OG0006893	FUN_018835-T1	Lsat_1_v5_gn_4_30620.3, Lsat_1_v5_gn_4_30620.1, Lsat_1_v5_gn_5_145081.2, Lsat_1_v5_gn_5_145081.1
OG0006894	FUN_051532-T1	Lsat_1_v5_gn_2_122181.1, Lsat_1_v5_gn_2_120680.1, Lsat_1_v5_gn_2_120680.2, Lsat_1_v5_gn_2_120680.3
OG0006895	FUN_004111-T1, FUN_004111-T2	Lsat_1_v5_gn_9_66221.1, Lsat_1_v5_gn_2_76781.1
OG0006896	FUN_044725-T2, FUN_044725-T1	Lsat_1_v5_gn_7_101281.1, Lsat_1_v5_gn_7_101281.3
OG0006897	FUN_009358-T1, FUN_044093-T1	Lsat_1_v5_gn_5_124360.2, Lsat_1_v5_gn_5_124360.1
OG0006898	FUN_018840-T1	Lsat_1_v5_gn_1_114420.1, Lsat_1_v5_gn_1_114420.3
OG0006899	FUN_007871-T1, FUN_007871-T2	Lsat_1_v5_gn_9_120581.3, Lsat_1_v5_gn_9_120581.1
OG0006900	FUN_040436-T1, FUN_040436-T2	Lsat_1_v5_gn_6_59560.1, Lsat_1_v5_gn_6_59560.3, Lsat_1_v5_gn_2_45581.1, Lsat_1_v5_gn_2_45581.3
OG0006901	FUN_046900-T3, FUN_046900-T1	Lsat_1_v5_gn_3_110980.1
OG0006903	FUN_014422-T1	Lsat_1_v5_gn_7_66780.4, Lsat_1_v5_gn_7_66780.1
OG0006904	FUN_003715-T1	Lsat_1_v5_gn_2_57080.3, Lsat_1_v5_gn_2_57080.1, Lsat_1_v5_gn_1_60360.1, Lsat_1_v5_gn_1_60360.2
OG0006905	FUN_033735-T1, FUN_046550-T1	Lsat_1_v5_gn_4_40501.1
OG0006906	FUN_033153-T1	Lsat_1_v5_gn_0_8120.1, Lsat_1_v5_gn_2_104281.1
OG0006907	FUN_048824-T1	Lsat_1_v5_gn_0_37261.1, Lsat_1_v5_gn_8_155641.1, Lsat_1_v5_gn_8_155641.3
OG0006908	FUN_016724-T1	Lsat_1_v5_gn_5_190521.3, Lsat_1_v5_gn_5_190521.1
OG0006910	FUN_019444-T1, FUN_019444-T2	Lsat_1_v5_gn_3_110880.1, Lsat_1_v5_gn_3_110880.2, Lsat_1_v5_gn_3_110880.3
OG0006911	FUN_014747-T1	Lsat_1_v5_gn_4_30241.1
OG0006912	FUN_019125-T2, FUN_019125-T1, FUN_019125-T3	Lsat_1_v5_gn_7_94920.3, Lsat_1_v5_gn_7_94920.2, Lsat_1_v5_gn_7_94920.1
OG0006913	FUN_030109-T1	Lsat_1_v5_gn_3_6781.1, Lsat_1_v5_gn_8_14921.1
OG0006914	FUN_047277-T5, FUN_047277-T1, FUN_047277-T4, FUN_047277-T2, FUN_047277-T6, FUN_047277-T3	Lsat_1_v5_gn_8_98461.1, Lsat_1_v5_gn_8_98461.3
OG0006915	FUN_018870-T1, FUN_030767-T1	Lsat_1_v5_gn_1_115840.1, Lsat_1_v5_gn_7_31721.1, Lsat_1_v5_gn_7_31721.3
OG0006916	FUN_048331-T2, FUN_048331-T1, FUN_037626-T2, FUN_037626-T1	Lsat_1_v5_gn_1_25461.3, Lsat_1_v5_gn_1_25461.2, Lsat_1_v5_gn_1_25461.1
OG0006917	FUN_015697-T3, FUN_015697-T1, FUN_015697-T2	Lsat_1_v5_gn_2_44720.3, Lsat_1_v5_gn_2_44720.1, Lsat_1_v5_gn_2_44720.2
OG0006918	FUN_000663-T1	Lsat_1_v5_gn_6_118341.1, Lsat_1_v5_gn_6_118341.3, Lsat_1_v5_gn_6_118341.2
OG0006920	FUN_027673-T4, FUN_027673-T1, FUN_027673-T3, FUN_027673-T2	Lsat_1_v5_gn_4_64601.1
OG0006921	FUN_037813-T1, FUN_041596-T1, FUN_028920-T1	Lsat_1_v5_gn_5_105541.1, Lsat_1_v5_gn_5_105541.2
OG0006922	FUN_005534-T1, FUN_052162-T1	Lsat_1_v5_gn_4_87261.1, Lsat_1_v5_gn_1_31101.3, Lsat_1_v5_gn_1_31101.1
OG0006923	FUN_052625-T1	Lsat_1_v5_gn_8_24740.1, Lsat_1_v5_gn_3_110040.1
OG0006924	FUN_044989-T1, FUN_044988-T1	Lsat_1_v5_gn_2_68260.1, Lsat_1_v5_gn_2_68260.2
OG0006925	FUN_042775-T1	Lsat_1_v5_gn_5_187500.1, Lsat_1_v5_gn_5_187500.2
OG0006926	FUN_024987-T1	Lsat_1_v5_gn_8_21341.1
OG0006927	FUN_009726-T1	Lsat_1_v5_gn_9_24840.1, Lsat_1_v5_gn_9_24820.3, Lsat_1_v5_gn_9_24820.1
OG0006928	FUN_003451-T1	Lsat_1_v5_gn_2_44920.1, Lsat_1_v5_gn_2_44920.2
OG0006929	FUN_020548-T1, FUN_020548-T2	Lsat_1_v5_gn_1_50821.1, Lsat_1_v5_gn_1_50821.2, Lsat_1_v5_gn_6_29021.1
OG0006930	FUN_020218-T1	Lsat_1_v5_gn_8_20761.2, Lsat_1_v5_gn_8_20761.1, Lsat_1_v5_gn_8_20761.3
OG0006931	FUN_052668-T1, FUN_036347-T1	Lsat_1_v5_gn_9_13041.1, Lsat_1_v5_gn_9_13041.3, Lsat_1_v5_gn_2_33560.3, Lsat_1_v5_gn_2_33560.1
OG0006933	FUN_032752-T1, FUN_032752-T2	Lsat_1_v5_gn_8_83080.2, Lsat_1_v5_gn_8_83080.4, Lsat_1_v5_gn_8_83080.1
OG0006934	FUN_048153-T1, FUN_048153-T2, FUN_048153-T3	Lsat_1_v5_gn_3_139961.2, Lsat_1_v5_gn_3_139961.1
OG0006935	FUN_012858-T1	Lsat_1_v5_gn_8_109761.1, Lsat_1_v5_gn_9_40000.2, Lsat_1_v5_gn_9_40000.1, Lsat_1_v5_gn_5_153681.1
OG0006936	FUN_052270-T1, FUN_010385-T1	Lsat_1_v5_gn_5_82100.3, Lsat_1_v5_gn_5_82100.1, Lsat_1_v5_gn_5_82100.2
OG0006937	FUN_041310-T1, FUN_041317-T1, FUN_019775-T1, FUN_041316-T1, FUN_040888-T1	Lsat_1_v5_gn_7_82740.1, Lsat_1_v5_gn_7_82740.2
OG0006938	FUN_042614-T1	Lsat_1_v5_gn_2_3121.3, Lsat_1_v5_gn_2_3121.1, Lsat_1_v5_gn_9_48481.1
OG0006939	FUN_045557-T1	Lsat_1_v5_gn_8_119401.3, Lsat_1_v5_gn_8_119401.2, Lsat_1_v5_gn_8_119401.1
OG0006940	FUN_014292-T1	Lsat_1_v5_gn_8_80200.1, Lsat_1_v5_gn_8_80200.3
OG0006941	FUN_049327-T1, FUN_001425-T1	Lsat_1_v5_gn_6_55221.1, Lsat_1_v5_gn_6_55221.2, Lsat_1_v5_gn_6_55221.3
OG0006942	FUN_003898-T1, FUN_028984-T1	Lsat_1_v5_gn_3_83381.1, Lsat_1_v5_gn_4_158041.2, Lsat_1_v5_gn_4_158041.1, Lsat_1_v5_gn_2_82160.1
OG0006943	FUN_046040-T1, FUN_046040-T2	Lsat_1_v5_gn_5_113321.5
OG0006944	FUN_009529-T1, FUN_009529-T2, FUN_009529-T3	Lsat_1_v5_gn_3_85860.1
OG0006945	FUN_038322-T1, FUN_038325-T1	Lsat_1_v5_gn_2_77261.1
OG0006947	FUN_046516-T2, FUN_046516-T1, FUN_046516-T3	Lsat_1_v5_gn_5_102760.3, Lsat_1_v5_gn_5_102760.1
OG0006948	FUN_002395-T2, FUN_002395-T1	Lsat_1_v5_gn_7_86820.1, Lsat_1_v5_gn_7_86820.2
OG0006949	FUN_038526-T1	Lsat_1_v5_gn_8_24121.3, Lsat_1_v5_gn_8_24121.1, Lsat_1_v5_gn_2_104420.1
OG0006950	FUN_045793-T1, FUN_045796-T1	Lsat_1_v5_gn_3_47300.4
OG0006951	FUN_051712-T1, FUN_051711-T1, FUN_047243-T2, FUN_047243-T1	Lsat_1_v5_gn_4_66380.1
OG0006952	FUN_001595-T1	Lsat_1_v5_gn_4_119401.1, Lsat_1_v5_gn_4_119401.3
OG0006953	FUN_048401-T1, FUN_048401-T2, FUN_037791-T1	Lsat_1_v5_gn_4_134601.2, Lsat_1_v5_gn_4_134601.1, Lsat_1_v5_gn_7_69241.1
OG0006954	FUN_044124-T1	Lsat_1_v5_gn_1_7480.1, Lsat_1_v5_gn_1_7480.3
OG0006955	FUN_052126-T1	Lsat_1_v5_gn_4_143680.1, Lsat_1_v5_gn_4_143680.2
OG0006956	FUN_027001-T2, FUN_027001-T3, FUN_027001-T1	Lsat_1_v5_gn_6_101520.1, Lsat_1_v5_gn_9_42181.3, Lsat_1_v5_gn_9_42181.1
OG0006957	FUN_050212-T1	Lsat_1_v5_gn_2_112680.1
OG0006958	FUN_001752-T1, FUN_001752-T3, FUN_001752-T2	Lsat_1_v5_gn_9_75040.1, Lsat_1_v5_gn_6_104960.5
OG0006959	FUN_017933-T1, FUN_017933-T2	Lsat_1_v5_gn_4_119160.1
OG0006960	FUN_030259-T1	Lsat_1_v5_gn_3_78560.1
OG0006961	FUN_002267-T2, FUN_002267-T1	Lsat_1_v5_gn_5_118620.2, Lsat_1_v5_gn_5_118620.3
OG0006962	FUN_005660-T1	Lsat_1_v5_gn_5_110941.1
OG0006963	FUN_010546-T1, FUN_051027-T1	Lsat_1_v5_gn_4_130881.1, Lsat_1_v5_gn_4_130881.2
OG0006964	FUN_051138-T1, FUN_011627-T1	Lsat_1_v5_gn_9_9421.1, Lsat_1_v5_gn_9_9421.3
OG0006965	FUN_004323-T3, FUN_004323-T1, FUN_004323-T2	Lsat_1_v5_gn_9_42461.1, Lsat_1_v5_gn_1_5861.1
OG0006966	FUN_005136-T1	Lsat_1_v5_gn_3_27161.1
OG0006967	FUN_001569-T2, FUN_001569-T1	Lsat_1_v5_gn_4_121720.2, Lsat_1_v5_gn_4_121720.1, Lsat_1_v5_gn_1_18240.1
OG0006968	FUN_045562-T1, FUN_045562-T2, FUN_051783-T1	Lsat_1_v5_gn_8_119540.1, Lsat_1_v5_gn_8_119540.2, Lsat_1_v5_gn_8_119540.3
OG0006969	FUN_031150-T1	Lsat_1_v5_gn_8_12861.1
OG0006970	FUN_040459-T1	Lsat_1_v5_gn_9_111820.3, Lsat_1_v5_gn_9_111820.1, Lsat_1_v5_gn_7_85260.1
OG0006971	FUN_038614-T1	Lsat_1_v5_gn_9_76941.1
OG0006972	FUN_021738-T1	Lsat_1_v5_gn_2_40340.1
OG0006973	FUN_001978-T1	Lsat_1_v5_gn_5_114361.2, Lsat_1_v5_gn_5_114361.1, Lsat_1_v5_gn_5_114361.3
OG0006974	FUN_024406-T1	Lsat_1_v5_gn_9_80920.1
OG0006975	FUN_002203-T1	Lsat_1_v5_gn_9_107760.2, Lsat_1_v5_gn_9_107760.1, Lsat_1_v5_gn_7_91761.1
OG0006976	FUN_023534-T1, FUN_023532-T3, FUN_023532-T1, FUN_023532-T4, FUN_023532-T2, FUN_023535-T1	Lsat_1_v5_gn_3_53720.2, Lsat_1_v5_gn_3_53720.1, Lsat_1_v5_gn_3_53720.3
OG0006977	FUN_013734-T1	Lsat_1_v5_gn_3_66300.1, Lsat_1_v5_gn_3_66040.2, Lsat_1_v5_gn_3_66300.3, Lsat_1_v5_gn_3_66361.1, Lsat_1_v5_gn_3_66040.1, Lsat_1_v5_gn_3_66341.1, Lsat_1_v5_gn_3_66220.1
OG0006978	FUN_030563-T1	Lsat_1_v5_gn_3_87140.1, Lsat_1_v5_gn_3_87140.2, Lsat_1_v5_gn_4_160880.1
OG0006979	FUN_051436-T1, FUN_051436-T2, FUN_051436-T3	Lsat_1_v5_gn_9_86000.3, Lsat_1_v5_gn_9_86000.1
OG0006980	FUN_027000-T1	Lsat_1_v5_gn_6_101620.3, Lsat_1_v5_gn_6_101620.1, Lsat_1_v5_gn_9_42141.1, Lsat_1_v5_gn_1_68741.1
OG0006981	FUN_029474-T1	Lsat_1_v5_gn_4_167780.2, Lsat_1_v5_gn_4_167780.1, Lsat_1_v5_gn_4_167780.3
OG0006982	FUN_009847-T1, FUN_002283-T1	Lsat_1_v5_gn_9_109341.1, Lsat_1_v5_gn_9_109341.2, Lsat_1_v5_gn_9_109361.1, Lsat_1_v5_gn_9_109361.2, Lsat_1_v5_gn_7_89700.1
OG0006983	FUN_030781-T1	Lsat_1_v5_gn_7_31901.2, Lsat_1_v5_gn_7_31901.1
OG0006984	FUN_024509-T1	Lsat_1_v5_gn_4_129341.1
OG0006985	FUN_008177-T1	Lsat_1_v5_gn_9_82461.3, Lsat_1_v5_gn_9_82461.1, Lsat_1_v5_gn_7_68761.1
OG0006986	FUN_011354-T1, FUN_011356-T1	Lsat_1_v5_gn_3_9121.1, Lsat_1_v5_gn_3_9121.3
OG0006988	FUN_045612-T1	Lsat_1_v5_gn_9_117041.2, Lsat_1_v5_gn_9_117041.1
OG0006989	FUN_035657-T2, FUN_035657-T1	Lsat_1_v5_gn_2_65060.1, Lsat_1_v5_gn_2_65060.2, Lsat_1_v5_gn_2_65020.1, Lsat_1_v5_gn_2_65120.3, Lsat_1_v5_gn_2_65180.1
OG0006990	FUN_020931-T2, FUN_020931-T1	Lsat_1_v5_gn_1_43720.1, Lsat_1_v5_gn_1_43720.2, Lsat_1_v5_gn_6_20300.2, Lsat_1_v5_gn_6_20300.1
OG0006991	FUN_039749-T1	Lsat_1_v5_gn_2_63961.2, Lsat_1_v5_gn_2_63961.1
OG0006992	FUN_030707-T2, FUN_030707-T3, FUN_030707-T1, FUN_009444-T1, FUN_009444-T2	Lsat_1_v5_gn_5_27761.3, Lsat_1_v5_gn_5_27761.1
OG0006993	FUN_001413-T2, FUN_001413-T1	Lsat_1_v5_gn_1_3980.1, Lsat_1_v5_gn_1_3980.3, Lsat_1_v5_gn_1_3980.2
OG0006994	FUN_033938-T1	Lsat_1_v5_gn_2_17401.3
OG0006995	FUN_052067-T1	Lsat_1_v5_gn_3_83660.1, Lsat_1_v5_gn_9_113801.1
OG0006996	FUN_052027-T1, FUN_003804-T1	Lsat_1_v5_gn_5_110001.2, Lsat_1_v5_gn_5_110001.1
OG0006997	FUN_045050-T1	Lsat_1_v5_gn_8_139661.3, Lsat_1_v5_gn_8_139661.1
OG0006998	FUN_017029-T2, FUN_017029-T1	Lsat_1_v5_gn_5_34621.1, Lsat_1_v5_gn_5_34621.3
OG0006999	FUN_035930-T1	Lsat_1_v5_gn_5_68981.1, Lsat_1_v5_gn_5_68981.2, Lsat_1_v5_gn_5_68981.3
