Orthogroup	P_amilis.proteins	S_lycopersicum.proteins
OG0003774	FUN_042782-T2, FUN_042782-T1	Solyc09g064840.3.1
OG0003776	FUN_027028-T3, FUN_027028-T2, FUN_027028-T1, FUN_028681-T1	Solyc09g083420.3.1
OG0003777	FUN_040496-T1	Solyc09g090160.3.1
OG0003778	FUN_002434-T3, FUN_002434-T1, FUN_002434-T2	Solyc08g043180.3.1
OG0003780	FUN_052489-T1	Solyc11g008880.2.1
OG0003780	FUN_034028-T1	Solyc09g098440.3.1
OG0003781	FUN_021208-T1	Solyc02g050200.2.1
OG0003782	FUN_020292-T1	Solyc09g015040.1.1
OG0003783	FUN_026078-T1, FUN_013144-T2, FUN_013144-T1	Solyc07g007780.3.1
OG0003784	FUN_036409-T1, FUN_038448-T1	Solyc10g080190.1.1
OG0003785	FUN_018914-T3, FUN_018914-T4, FUN_018914-T1, FUN_018914-T2	Solyc03g095240.3.1
OG0003786	FUN_036816-T1, FUN_051574-T1	Solyc01g100380.3.1
OG0003787	FUN_020288-T1	Solyc11g040140.2.1
OG0003789	FUN_033212-T1	Solyc01g067800.3.1
OG0003790	FUN_001062-T2, FUN_001062-T1	Solyc10g079430.2.1
OG0003791	FUN_005319-T1	Solyc08g061970.3.1
OG0003791	FUN_014452-T1	Solyc09g075900.3.1
OG0003792	FUN_027605-T1	Solyc07g043590.3.1, Solyc12g006370.3.1
OG0003793	FUN_014402-T1	Solyc01g079780.3.1
OG0003793	FUN_051407-T1	Solyc01g098860.3.1
OG0003794	FUN_017165-T1	Solyc01g080810.3.1
OG0003795	FUN_008050-T1, FUN_041989-T1	Solyc10g085290.2.1
OG0003796	FUN_048633-T1	Solyc10g018870.2.1
OG0003797	FUN_002531-T1, FUN_017669-T1, FUN_035654-T1	Solyc10g009560.1.1
OG0003798	FUN_024944-T1, FUN_043558-T1	Solyc09g061700.3.1, Solyc06g007970.3.1
OG0003799	FUN_026364-T1, FUN_026363-T3, FUN_026363-T1, FUN_026363-T2	Solyc12g007030.2.1
OG0003801	FUN_038560-T1	Solyc01g081400.3.1, Solyc01g060355.1.1, Solyc01g060370.1.1, Solyc07g017433.1.1, Solyc07g017470.2.1
OG0003802	FUN_008967-T1	Solyc03g007360.3.1
OG0003803	FUN_040413-T1	Solyc11g006390.2.1, Solyc05g055110.3.1
OG0003804	FUN_027469-T1	Solyc06g074940.3.1, Solyc11g069090.2.1
OG0003805	FUN_034455-T2, FUN_034455-T5, FUN_034455-T4, FUN_034455-T1, FUN_034455-T3, FUN_051561-T1	Solyc01g100240.3.1
OG0003808	FUN_042947-T2, FUN_042947-T1	Solyc09g075130.3.1
OG0003809	FUN_014240-T3, FUN_014240-T2, FUN_014240-T4, FUN_014240-T5, FUN_014240-T1	Solyc01g057900.3.1
OG0003810	FUN_014953-T1	Solyc01g060080.3.1, Solyc12g099320.2.1
OG0003811	FUN_046013-T1, FUN_002361-T1	Solyc01g108670.3.1
OG0003812	FUN_004204-T1, FUN_007791-T1	Solyc02g085630.3.1, Solyc03g034110.3.1, Solyc03g034120.3.1, Solyc03g034130.3.1, Solyc03g034150.2.1
OG0003813	FUN_004185-T1, FUN_017410-T1	Solyc05g008780.3.1
OG0003815	FUN_001773-T1	Solyc02g092780.2.1
OG0003816	FUN_010229-T1	Solyc01g104000.3.1
OG0003817	FUN_038196-T2, FUN_038196-T1, FUN_038196-T3	Solyc04g072895.1.1
OG0003818	FUN_014426-T1	Solyc05g005690.1.1, Solyc01g068530.3.1, Solyc04g026100.1.1
OG0003819	FUN_009196-T1	Solyc05g005865.1.1
OG0003821	FUN_046588-T1	Solyc07g022910.3.1, Solyc12g088830.2.1
OG0003822	FUN_024519-T1	Solyc04g078380.2.1
OG0003823	FUN_029451-T1	Solyc02g090800.1.1, Solyc02g090790.1.1, Solyc02g090770.1.1
OG0003824	FUN_025509-T2, FUN_025509-T1	Solyc10g047650.2.1, Solyc10g047643.1.1
OG0003825	FUN_018801-T1	Solyc05g007510.3.1
OG0003826	FUN_030706-T1	Solyc02g062600.3.1, Solyc02g085040.3.1
OG0003826	FUN_030705-T1, FUN_009448-T1	Solyc04g080570.3.1
OG0003827	FUN_025440-T1, FUN_031227-T2, FUN_031227-T3, FUN_031227-T1	Solyc11g010105.1.1
OG0003828	FUN_026071-T2, FUN_026071-T1, FUN_026071-T3	Solyc07g007650.2.1
OG0003829	FUN_001975-T1	Solyc01g107360.3.1
OG0003829	FUN_030510-T2, FUN_030510-T1, FUN_030510-T3, FUN_028856-T1	Solyc01g067990.1.1, Solyc02g064800.3.1
OG0003830	FUN_023441-T1, FUN_023444-T1	Solyc05g013040.3.1, Solyc04g005560.3.1
OG0003831	FUN_020203-T1	Solyc01g112000.3.1
OG0003832	FUN_051978-T1, FUN_045732-T1	Solyc01g111610.3.1, Solyc10g055560.2.1, Solyc06g068420.1.1
OG0003833	FUN_029441-T1	Solyc02g090840.3.1
OG0003834	FUN_025544-T1, FUN_025544-T2	Solyc02g083670.3.1
OG0003835	FUN_029429-T3, FUN_029429-T1, FUN_029429-T2	Solyc02g090910.3.1
OG0003836	FUN_012341-T1, FUN_035171-T1	Solyc02g080640.3.1, Solyc03g031620.3.1, Solyc02g032860.3.1
OG0003837	FUN_026877-T1, FUN_033428-T1	Solyc02g085280.1.1
OG0003838	FUN_044255-T2, FUN_044255-T1, FUN_038677-T1, FUN_038677-T2	Solyc06g060290.3.1, Solyc06g005940.3.1, Solyc05g056385.1.1, Solyc05g056400.3.1
OG0003839	FUN_030577-T3, FUN_030577-T2	Solyc03g043950.3.1, Solyc02g092260.3.1
OG0003840	FUN_024403-T1	Solyc04g077590.3.1
OG0003840	FUN_009562-T1, FUN_030609-T1	Solyc02g092140.1.1, Solyc02g064560.1.1
OG0003841	FUN_008837-T1, FUN_013646-T2, FUN_013646-T1	Solyc03g083010.3.1
OG0003842	FUN_047498-T1	Solyc06g063420.3.1
OG0003844	FUN_046560-T3, FUN_046560-T2, FUN_046560-T1	Solyc07g063260.3.1
OG0003846	FUN_011891-T2, FUN_011891-T1	Solyc07g062570.3.1
OG0003848	FUN_036744-T1, FUN_043341-T1	Solyc10g008820.3.1, Solyc10g008810.3.1
OG0003848	FUN_043340-T1	Solyc02g077340.1.1, Solyc10g008830.2.1
OG0003849	FUN_034700-T1, FUN_034702-T1	Solyc08g048430.3.1, Solyc02g070483.1.1
OG0003850	FUN_035548-T1, FUN_008612-T1, FUN_043565-T1, FUN_043782-T1, FUN_002941-T1	Solyc02g079150.2.1, Solyc10g005480.3.1, Solyc03g006640.3.1
OG0003851	FUN_026835-T1, FUN_034048-T1	Solyc03g117870.3.1, Solyc06g068650.3.1, Solyc04g024480.1.1, Solyc12g042460.2.1, Solyc07g008360.2.1
OG0003853	FUN_046278-T1, FUN_053274-T1	Solyc11g012290.2.1
OG0003854	FUN_044357-T1, FUN_044360-T2, FUN_044360-T1, FUN_034724-T2, FUN_034724-T5, FUN_034724-T3, FUN_034724-T4, FUN_034724-T1	Solyc02g070530.3.1, Solyc08g016500.3.1
OG0003855	FUN_029868-T1, FUN_029868-T2, FUN_026985-T1	Solyc01g111410.3.1
OG0003856	FUN_011968-T1	Solyc10g006870.1.1, Solyc07g063475.1.1
OG0003857	FUN_032189-T1	Solyc10g007340.3.1, Solyc07g062410.3.1
OG0003858	FUN_036790-T5, FUN_036790-T4, FUN_036790-T2, FUN_036790-T3, FUN_036790-T1	Solyc02g076840.3.1
OG0003859	FUN_037783-T1	Solyc11g018820.2.1, Solyc11g018770.2.1
OG0003860	FUN_043173-T1, FUN_036657-T1, FUN_036657-T2	Solyc02g078140.3.1, Solyc03g006400.3.1
OG0003861	FUN_007883-T1, FUN_007885-T1, FUN_026197-T1	Solyc01g104015.1.1, Solyc03g116590.3.1, Solyc03g116580.3.1
OG0003862	FUN_015315-T1	Solyc06g034330.4.1
OG0003863	FUN_008757-T1, FUN_008757-T3, FUN_008757-T2	Solyc02g078550.3.1
OG0003864	FUN_026814-T2, FUN_026814-T1, FUN_013063-T1	Solyc07g018270.3.1
OG0003865	FUN_011855-T4, FUN_011855-T3, FUN_011855-T2, FUN_011855-T1	Solyc07g006790.3.1
OG0003866	FUN_040702-T1	Solyc08g080150.1.1
OG0003867	FUN_037220-T1	Solyc01g094570.3.1
OG0003867	FUN_022840-T1	Solyc03g025510.3.1
OG0003868	FUN_025358-T1	Solyc05g014560.3.1
OG0003868	FUN_011497-T3, FUN_011497-T1, FUN_011497-T2	Solyc06g071910.3.1
OG0003869	FUN_016249-T1, FUN_016249-T3, FUN_016249-T4, FUN_016249-T2	Solyc06g067990.3.1
OG0003871	FUN_021651-T1, FUN_005458-T1	Solyc03g117470.3.1
OG0003872	FUN_015524-T1, FUN_015524-T2	Solyc09g007300.2.1
OG0003873	FUN_018483-T1, FUN_002718-T1, FUN_002718-T2, FUN_002718-T3	Solyc08g079170.3.1
OG0003874	FUN_049079-T1	Solyc06g076710.2.1, Solyc06g076740.2.1
OG0003874	FUN_037258-T1	Solyc09g014170.3.1
OG0003875	FUN_004927-T1	Solyc08g068100.3.1
OG0003875	FUN_003126-T1, FUN_006286-T1	Solyc03g120140.3.1
OG0003876	FUN_037358-T1	Solyc01g095570.3.1, Solyc10g011670.3.1
OG0003876	FUN_041096-T1	Solyc08g082020.3.1
OG0003877	FUN_040868-T2, FUN_040868-T1, FUN_007949-T1, FUN_007949-T2	Solyc08g081010.3.1
OG0003878	FUN_021142-T4, FUN_021142-T5, FUN_021142-T6, FUN_021142-T2, FUN_021142-T3, FUN_021142-T1	Solyc08g080420.3.1
OG0003879	FUN_050860-T1, FUN_026480-T1	Solyc12g007140.2.1, Solyc07g032710.3.1
OG0003880	FUN_008368-T1	Solyc06g065670.3.1
OG0003880	FUN_026314-T3, FUN_026314-T1, FUN_026314-T2	Solyc05g018510.3.1
OG0003881	FUN_035978-T1, FUN_052319-T1	Solyc05g008010.3.1, Solyc12g008720.2.1
OG0003882	FUN_027361-T1, FUN_027361-T2	Solyc06g010200.3.1, Solyc10g011940.1.1
OG0003883	FUN_037532-T1	Solyc03g093160.3.1
OG0003884	FUN_052893-T1	Solyc12g010570.1.1, Solyc07g006280.3.1
OG0003884	FUN_013019-T1, FUN_011270-T1	Solyc03g114490.2.1, Solyc03g114495.1.1, Solyc12g038410.2.1, Solyc03g114480.3.1, Solyc06g069320.3.1
OG0003885	FUN_045014-T1, FUN_043096-T1	Solyc08g083130.3.1
OG0003885	FUN_048235-T1, FUN_037540-T1	Solyc01g096320.3.1
OG0003886	FUN_018450-T1, FUN_018450-T2, FUN_040208-T1, FUN_040227-T1, FUN_040225-T1	Solyc08g007430.2.1, Solyc08g078950.3.1, Solyc06g060620.3.1
OG0003888	FUN_006128-T4, FUN_006128-T3, FUN_006128-T1, FUN_006128-T2	Solyc08g006480.3.1
OG0003889	FUN_023980-T1	Solyc07g041980.3.1
OG0003890	FUN_018135-T1	Solyc01g095130.3.1
OG0003891	FUN_026867-T1	Solyc08g059760.3.1
OG0003892	FUN_036749-T1, FUN_043358-T2, FUN_043358-T1	Solyc02g077290.2.1
OG0003893	FUN_034712-T1	Solyc02g069720.3.1
OG0003894	FUN_017520-T1	Solyc05g041430.3.1
OG0003895	FUN_048994-T1, FUN_048994-T2	Solyc06g007200.3.1, Solyc06g007190.3.1, Solyc06g082080.3.1, Solyc05g052520.3.1
OG0003896	FUN_052630-T1, FUN_036298-T1	Solyc11g065000.2.1
OG0003897	FUN_002834-T1, FUN_002834-T2	Solyc06g054600.2.1, Solyc06g054620.3.1, Solyc12g017410.2.1
OG0003898	FUN_009997-T3, FUN_009997-T2, FUN_009997-T1	Solyc11g011070.2.1
OG0003899	FUN_049276-T1, FUN_013114-T1	Solyc06g075970.3.1, Solyc11g066140.2.1
OG0003900	FUN_018090-T1	Solyc07g054470.1.1, Solyc07g063470.1.1
OG0003901	FUN_048963-T1	Solyc11g071570.2.1
OG0003902	FUN_014564-T1	Solyc09g007820.2.1, Solyc10g086137.1.1
OG0003903	FUN_039397-T1	Solyc04g054680.2.1, Solyc04g054650.2.1, Solyc10g086080.2.1, Solyc09g007680.3.1, Solyc09g007700.3.1, Solyc10g084100.2.1
OG0003904	FUN_037933-T1, FUN_037934-T1, FUN_048492-T1	Solyc11g013120.2.1
OG0003905	FUN_012330-T1	Solyc03g031600.3.1, Solyc02g080820.3.1
OG0003905	FUN_015069-T1, FUN_015069-T2, FUN_015069-T4, FUN_015069-T3, FUN_033407-T1	Solyc06g053550.3.1
OG0003906	FUN_040428-T3, FUN_040428-T1	Solyc11g007670.2.1
OG0003907	FUN_052129-T1, FUN_005584-T1	Solyc12g005330.2.1, Solyc10g006580.3.1, Solyc07g063910.3.1
OG0003908	FUN_033876-T1	Solyc01g010350.3.1
OG0003908	FUN_043261-T2, FUN_043261-T1	Solyc10g008980.3.1
OG0003909	FUN_036880-T1	Solyc01g073660.3.1
OG0003910	FUN_043187-T1	Solyc02g078220.1.1
OG0003911	FUN_043705-T1	Solyc06g082980.3.1
OG0003912	FUN_021879-T1	Solyc11g006540.2.1, Solyc05g055180.3.1
OG0003914	FUN_027566-T1	Solyc07g056270.3.1
OG0003915	FUN_030752-T1	Solyc01g096490.3.1
OG0003916	FUN_019134-T1, FUN_030314-T1	Solyc06g051750.3.1
OG0003917	FUN_047589-T1, FUN_011683-T2, FUN_011683-T1	Solyc07g056630.3.1
OG0003918	FUN_014290-T1	Solyc03g079920.3.1
OG0003919	FUN_036249-T1	Solyc11g008780.2.1
OG0003921	FUN_013773-T1, FUN_013775-T1	Solyc02g070000.3.1, Solyc02g023950.3.1
OG0003922	FUN_039700-T1	Solyc01g097260.3.1
OG0003923	FUN_001680-T3, FUN_001680-T2, FUN_001680-T1	Solyc02g021650.3.1
OG0003924	FUN_012340-T2, FUN_012340-T1, FUN_035168-T1	Solyc02g080660.3.1
OG0003926	FUN_052753-T4, FUN_052753-T2, FUN_052753-T1, FUN_052753-T3	Solyc11g065870.2.1
OG0003927	FUN_010432-T3, FUN_010432-T1, FUN_010432-T2, FUN_010432-T4, FUN_051195-T1	Solyc04g008630.3.1
OG0003928	FUN_045905-T1	Solyc12g006220.2.1, Solyc07g045210.1.1
OG0003929	FUN_019105-T1, FUN_047646-T2, FUN_047646-T1	Solyc08g015770.3.1
OG0003930	FUN_046548-T1, FUN_011942-T1	Solyc07g063320.3.1, Solyc07g063310.3.1
OG0003930	FUN_026869-T2, FUN_026869-T1	Solyc10g008460.3.1
OG0003931	FUN_034663-T1	Solyc12g100353.1.1
OG0003932	FUN_003999-T1	Solyc11g008040.2.1
OG0003933	FUN_000802-T2, FUN_000802-T1, FUN_000802-T3	Solyc08g044400.2.1
OG0003934	FUN_004384-T4, FUN_004384-T1, FUN_004384-T2, FUN_004384-T3	Solyc10g081020.2.1
OG0003935	FUN_049351-T2, FUN_049351-T1	Solyc06g082220.3.1
OG0003936	FUN_030824-T2, FUN_030824-T3, FUN_030824-T1	Solyc01g068475.1.1
OG0003937	FUN_009406-T1	Solyc06g036700.2.1
OG0003938	FUN_018911-T1, FUN_042858-T1, FUN_001580-T1	Solyc06g072490.3.1, Solyc03g097900.3.1, Solyc09g082520.3.1
OG0003939	FUN_001383-T2, FUN_001383-T3, FUN_001383-T1	Solyc04g072140.3.1
OG0003940	FUN_052822-T1, FUN_029379-T2, FUN_029379-T1	Solyc02g064950.3.1, Solyc02g093140.3.1, Solyc01g107860.3.1
OG0003941	FUN_024110-T1	Solyc12g089320.2.1
OG0003942	FUN_046996-T1	Solyc03g097730.2.1, Solyc03g097720.3.1, Solyc06g072550.3.1, Solyc06g072530.3.1
OG0003943	FUN_002468-T1, FUN_002468-T2	Solyc03g119790.3.1
OG0003945	FUN_008175-T1	Solyc10g044840.2.1
OG0003946	FUN_031175-T1	Solyc10g047540.2.1
OG0003947	FUN_045057-T1, FUN_045058-T1, FUN_045053-T1, FUN_045059-T1	Solyc03g081330.1.1, Solyc03g082350.2.1, Solyc03g082340.1.1
OG0003949	FUN_004604-T1, FUN_004604-T2	Solyc04g082570.3.1
OG0003950	FUN_013927-T1	Solyc03g025820.2.1
OG0003951	FUN_020570-T1	Solyc02g094440.3.1
OG0003952	FUN_045778-T1, FUN_045779-T1	Solyc01g111870.2.1
OG0003953	FUN_002291-T3, FUN_002291-T1, FUN_002291-T2	Solyc01g109350.3.1
OG0003954	FUN_020704-T2, FUN_020704-T1, FUN_020703-T1, FUN_012577-T1	Solyc02g068090.3.1
OG0003955	FUN_020706-T2, FUN_020706-T1, FUN_003505-T1	Solyc10g084350.2.1, Solyc10g086010.2.1, Solyc09g007250.3.1
OG0003956	FUN_051423-T1, FUN_000489-T2, FUN_000489-T1	Solyc01g098920.3.1
OG0003957	FUN_033192-T1	Solyc12g099540.2.1, Solyc01g066820.3.1, Solyc05g054260.3.1
OG0003959	FUN_029463-T1, FUN_017046-T1	Solyc02g090680.3.1, Solyc01g108610.3.1
OG0003960	FUN_002233-T1, FUN_002233-T2, FUN_053194-T1, FUN_014945-T1, FUN_002233-T3, FUN_032038-T1, FUN_032038-T2	Solyc11g072390.2.1
OG0003961	FUN_050480-T1, FUN_050480-T3, FUN_050480-T2	Solyc09g059630.2.1
OG0003962	FUN_011312-T2, FUN_011312-T1, FUN_011313-T1, FUN_011313-T2, FUN_011314-T1	Solyc06g068690.3.1, Solyc03g118030.3.1
OG0003963	FUN_002352-T1, FUN_009912-T1	Solyc01g108920.3.1, Solyc01g109010.3.1
OG0003964	FUN_046600-T1, FUN_048630-T1, FUN_048630-T2, FUN_048630-T3, FUN_038394-T1	Solyc04g074270.3.1
OG0003965	FUN_022331-T1, FUN_014022-T1	Solyc06g073130.3.1
OG0003965	FUN_014097-T1, FUN_014091-T1	Solyc06g073137.1.1
OG0003966	FUN_020699-T1, FUN_012637-T1	Solyc02g079060.3.1
OG0003967	FUN_024819-T1, FUN_024819-T2, FUN_024826-T1	Solyc09g072620.3.1
OG0003968	FUN_001254-T5, FUN_001254-T2, FUN_001254-T1, FUN_001254-T4, FUN_001254-T3	Solyc04g071350.3.1
OG0003969	FUN_021267-T2, FUN_021267-T1	Solyc11g044530.2.1, Solyc01g104320.3.1
OG0003970	FUN_020708-T1	Solyc02g068100.3.1
OG0003970	FUN_046904-T1, FUN_034112-T1	Solyc03g111250.3.1
OG0003971	FUN_025359-T1	Solyc05g014550.1.1
OG0003972	FUN_010310-T3, FUN_010310-T2, FUN_010310-T1	Solyc03g118430.3.1
OG0003973	FUN_015446-T1	Solyc04g072870.2.1, Solyc04g072860.3.1
OG0003974	FUN_017353-T1	Solyc11g005060.2.1
OG0003975	FUN_011130-T1	Solyc03g115780.2.1, Solyc12g036220.2.1
OG0003976	FUN_002012-T1	Solyc03g118540.3.1, Solyc06g068930.2.1
OG0003977	FUN_047820-T1, FUN_038299-T1	Solyc01g081090.2.1, Solyc01g081110.3.1, Solyc01g081100.2.1
OG0003978	FUN_029104-T2, FUN_029104-T1, FUN_029109-T1, FUN_029109-T2	Solyc02g094750.1.1, Solyc02g067100.3.1, Solyc02g066980.1.1
OG0003979	FUN_030917-T1	Solyc02g087740.3.1, Solyc02g067440.3.1
OG0003980	FUN_011293-T1	Solyc03g119810.1.1, Solyc06g069250.1.1
OG0003981	FUN_032306-T1	Solyc05g005877.1.1
OG0003983	FUN_029164-T1, FUN_029164-T2	Solyc04g005600.2.1, Solyc01g010910.2.1
OG0003984	FUN_041888-T1, FUN_041888-T2, FUN_017981-T1, FUN_017981-T2	Solyc08g005610.3.1, Solyc08g075320.3.1
OG0003985	FUN_017196-T1	Solyc08g007295.1.1, Solyc08g007270.3.1, Solyc01g090460.3.1
OG0003986	FUN_034162-T2, FUN_034162-T1	Solyc04g008620.3.1
OG0003987	FUN_011264-T1, FUN_047128-T1	Solyc03g114680.3.1
OG0003988	FUN_002976-T2, FUN_002976-T1, FUN_032067-T1, FUN_032078-T1	Solyc02g067095.1.1
OG0003989	FUN_033502-T1	Solyc05g008890.3.1
OG0003990	FUN_032185-T1	Solyc05g005210.3.1
OG0003991	FUN_029951-T1	Solyc03g045083.1.1
OG0003992	FUN_010734-T1, FUN_028075-T1, FUN_047368-T1, FUN_024354-T1, FUN_004586-T1, FUN_047334-T1	Solyc03g112270.3.1
OG0003993	FUN_044729-T2, FUN_044729-T3, FUN_044729-T1	Solyc06g009650.3.1, Solyc01g079500.3.1
OG0003995	FUN_032593-T1, FUN_023388-T1, FUN_029171-T1, FUN_029172-T1	Solyc02g067220.3.1, Solyc02g088090.1.1
OG0003996	FUN_006031-T1	Solyc12g038390.1.1, Solyc06g069310.3.1, Solyc03g114400.3.1
OG0003997	FUN_040447-T1	Solyc01g005060.3.1
OG0003999	FUN_040403-T1, FUN_040403-T2	Solyc03g118620.3.1
OG0004000	FUN_011044-T1	Solyc06g069890.3.1, Solyc03g116170.3.1
OG0004001	FUN_033528-T2, FUN_033527-T1, FUN_033528-T3, FUN_033528-T1	Solyc05g009150.3.1
OG0004002	FUN_033882-T1, FUN_023497-T1	Solyc04g005430.3.1, Solyc01g010370.3.1, Solyc05g012450.3.1
OG0004003	FUN_009126-T1	Solyc05g006240.3.1
OG0004004	FUN_031719-T1	Solyc04g008665.1.1
OG0004005	FUN_004468-T1	Solyc06g069140.2.1, Solyc08g067750.1.1, Solyc12g017675.1.1, Solyc12g017630.2.1
OG0004006	FUN_011290-T1	Solyc03g119870.3.1
OG0004008	FUN_005673-T1, FUN_053021-T1, FUN_005669-T1	Solyc04g025650.3.1
OG0004009	FUN_003892-T1, FUN_028973-T1	Solyc02g063380.1.1
OG0004010	FUN_003902-T1, FUN_003902-T3, FUN_003902-T2	Solyc02g091770.2.1
OG0004026	FUN_015470-T3, FUN_015470-T2, FUN_015470-T1	Solyc11g072880.2.1
OG0004027	FUN_004486-T1, FUN_032723-T1	Solyc01g098320.3.1, Solyc04g040170.3.1
OG0004028	FUN_045756-T1	Solyc08g062780.2.1
OG0004030	FUN_049655-T1, FUN_036983-T1	Solyc03g078290.3.1, Solyc11g005680.2.1
OG0004031	FUN_047934-T1	Solyc10g084800.2.1
OG0004032	FUN_053041-T1	Solyc02g078960.3.1
OG0004033	FUN_049345-T2, FUN_049345-T1	Solyc11g072710.2.1
OG0004034	FUN_003516-T2, FUN_003516-T3, FUN_003516-T4, FUN_003516-T1	Solyc09g092450.3.1
OG0004035	FUN_024642-T1	Solyc07g053060.3.1
OG0004036	FUN_016960-T1, FUN_016961-T1, FUN_016970-T1	Solyc04g054990.3.1, Solyc04g054980.3.1, Solyc03g096540.3.1, Solyc03g096550.3.1, Solyc03g096460.3.1
OG0004037	FUN_052540-T1, FUN_052531-T1	Solyc03g063100.2.1
OG0004038	FUN_002890-T4, FUN_002890-T2, FUN_002890-T1, FUN_002890-T3	Solyc10g005600.3.1
OG0004039	FUN_044941-T1	Solyc01g079130.2.1
OG0004039	FUN_052356-T1	Solyc02g032090.1.1, Solyc01g100980.3.1, Solyc00g007570.2.1
OG0004040	FUN_014490-T1, FUN_002521-T1	Solyc01g096760.3.1
OG0004043	FUN_015681-T1	Solyc11g066860.2.1, Solyc01g009430.3.1, Solyc06g074620.3.1
OG0004044	FUN_051386-T1	Solyc10g044830.1.1, Solyc01g103868.1.1, Solyc01g103862.1.1, Solyc00g106650.2.1
OG0004045	FUN_030425-T1, FUN_019065-T1	Solyc05g052490.3.1
OG0004046	FUN_025068-T1	Solyc09g056340.3.1
OG0004046	FUN_003552-T1, FUN_034063-T1	Solyc09g098170.3.1, Solyc09g097900.3.1
OG0004047	FUN_037315-T1	Solyc01g095140.3.1, Solyc10g011900.3.1, Solyc01g095150.3.1
OG0004048	FUN_036365-T1, FUN_036365-T4, FUN_036365-T2, FUN_036365-T3	Solyc11g065160.2.1
OG0004049	FUN_007836-T1	Solyc04g054180.3.1
OG0004051	FUN_014595-T1	Solyc10g085980.2.1
OG0004052	FUN_024751-T1	Solyc09g075140.3.1
OG0004053	FUN_036001-T1, FUN_052340-T1	Solyc01g101160.2.1
OG0004054	FUN_000301-T1, FUN_000100-T1	Solyc01g006450.3.1
OG0004055	FUN_018868-T1	Solyc01g096420.3.1, Solyc01g096435.1.1
OG0004056	FUN_051255-T1	Solyc09g066500.3.1
OG0004058	FUN_000659-T2, FUN_000659-T1	Solyc06g084080.3.1, Solyc09g065810.3.1
OG0004059	FUN_033198-T1, FUN_033198-T2, FUN_033198-T3	Solyc12g099560.2.1, Solyc05g054240.3.1
OG0004060	FUN_034740-T1	Solyc08g077310.3.1
OG0004061	FUN_049158-T1, FUN_046718-T1, FUN_011207-T1, FUN_011208-T1	Solyc10g080400.2.1
OG0004062	FUN_006723-T1	Solyc11g030790.2.1, Solyc00g125990.2.1, Solyc00g126000.1.1, Solyc10g062040.2.1, Solyc07g041630.1.1, Solyc10g062035.1.1
OG0004063	FUN_004811-T2, FUN_004811-T1, FUN_032974-T1	Solyc03g062790.3.1, Solyc10g080490.2.1
OG0004064	FUN_023600-T1	Solyc06g007870.3.1, Solyc09g059450.3.1
OG0004066	FUN_039140-T1	Solyc10g083510.2.1, Solyc09g009200.2.1
OG0004067	FUN_004146-T1	Solyc01g110820.3.1
OG0004068	FUN_006623-T1	Solyc09g008850.3.1
OG0004070	FUN_024655-T3, FUN_024655-T4, FUN_024655-T1, FUN_024655-T2, FUN_042818-T2, FUN_042818-T3, FUN_042818-T1	Solyc09g074320.3.1
OG0004071	FUN_051424-T1, FUN_000490-T1	Solyc01g098930.3.1
OG0004072	FUN_018727-T1	Solyc09g010880.3.1
OG0004073	FUN_036369-T3, FUN_036369-T1, FUN_036369-T2	Solyc02g086250.3.1
OG0004074	FUN_047890-T1, FUN_009636-T1, FUN_009636-T2	Solyc09g010700.3.1, Solyc11g066010.2.1
OG0004075	FUN_029432-T1	Solyc01g008080.3.1
OG0004076	FUN_025917-T1, FUN_025917-T5, FUN_025917-T3, FUN_025917-T4, FUN_025917-T2	Solyc11g072950.2.1
OG0004077	FUN_014896-T1	Solyc01g059880.3.1, Solyc12g099260.2.1
OG0004078	FUN_006526-T2, FUN_006526-T1, FUN_052519-T2, FUN_052519-T1	Solyc04g048900.3.1, Solyc05g056230.3.1
OG0004079	FUN_000622-T2, FUN_000622-T1	Solyc09g082650.3.1
OG0004080	FUN_048746-T1	Solyc04g009710.2.1, Solyc11g006910.2.1, Solyc05g055280.2.1
OG0004081	FUN_002533-T1	Solyc01g097880.3.1
OG0004082	FUN_037600-T2, FUN_037600-T1	Solyc11g066280.2.1
OG0004083	FUN_017012-T3, FUN_017012-T2, FUN_017012-T1	Solyc05g051580.3.1
OG0004084	FUN_014086-T1	Solyc08g014350.1.1
OG0004085	FUN_045721-T1	Solyc02g083620.3.1, Solyc02g083630.3.1
OG0004086	FUN_000826-T1	Solyc11g039650.2.1
OG0004086	FUN_000826-T3	Solyc01g103130.2.1
OG0004087	FUN_035835-T1	Solyc04g007270.3.1
OG0004088	FUN_038057-T1, FUN_048571-T1	Solyc02g063075.1.1, Solyc04g074940.3.1
OG0004089	FUN_018408-T1, FUN_018408-T2, FUN_041180-T1, FUN_039999-T2, FUN_039999-T3, FUN_039999-T1	Solyc08g082750.3.1, Solyc08g008410.3.1
OG0004090	FUN_052814-T1	Solyc02g093100.3.1
OG0004090	FUN_024543-T1	Solyc04g078590.3.1
OG0004091	FUN_038055-T1, FUN_038056-T1, FUN_048566-T1	Solyc04g074950.3.1, Solyc04g074960.3.1
OG0004092	FUN_025569-T1, FUN_031067-T1	Solyc02g084345.1.1, Solyc02g084350.3.1
OG0004093	FUN_047251-T1	Solyc01g107520.3.1
OG0004094	FUN_008640-T3, FUN_008640-T1, FUN_008640-T2	Solyc02g091733.1.1, Solyc03g043760.3.1, Solyc02g091730.2.1
